ID;StatusCijfer;RegioS;Perioden;InwonersTotaal_1;InwonersJongerDan18_2;InwonersJongerDan65_3;Inwoners10TotEnMet24Jaar_4;Inwoners15TotEnMet64Jaar_5;Inwoners18TotEnMet44Jaar_6;Inwoners75Plus_7;InwonersInZorginstellingen_8;UitwonendeStudenten_9;Minderheden_10;InwonersMetEenMigratieAchtergrond_11;TotaalStedelijkGebied_12;ZeerSterkStedelijk_13;SterkStedelijk_14;MatigStedelijk_15;TotaalLandelijkGebied_16;WeinigStedelijk_17;NietStedelijk_18;Eenpersoonshuishoudens_19;Eenouderhuishoudens_20;HuishoudensMetRelatiefLaagInkomen_21;TotaalBijstandsuitkeringen_22;AlgemeneBijstand_23;BBZ_24;IOAW_25;IOAZ_26;Adreslozen_27;OverigAdreslozen_28;EldersVerzorgden_29;PersonenMetLoonkostensubsidie_30;PersonenInDoelgroepregister_31;WajongUitkeringen_32;BelastingcapaciteitWoningen_33;BelastingcapaciteitNietWoningen_34;AmendementDePater_35;WoningTotaal_36;WoningMetFunctieLogies_37;NietWoningMetFunctieLogies_38;Ondergrens95Interval_39;Waarde_40;Bovengrens95Interval_41;Achterstandsscore_42;LandelijkeCentrumfunctie_43;RegionaleCentrumfunctie_44;LokaleCentrumfunctie_45;LandelijkeCentrumfunctie_46;RegionaleCentrumfunctie_47;LokaleCentrumfunctie_48;LandTotaal_49;Buitengebied_50;Woonkern_51;WaterTotaal_52;Binnenwater_53;Buitenwater_54;BebouwingTotaal_55;Buitengebied_56;Woonkern_57;BodemfactorTotaal_58;BodemfactorWoonkern_59;BodemfactorBuitengebied_60;Kleigrond_61;Kleiveengrond_62;Veengrond_63;ZandgrondOverig_64;OeverlengteTotaal_65;OeverlengteOpKleiveenEnVeengebied_66;Totaal_67;WoonkernenMetMinimaal500Adressen_68;Bedrijfsvestigingen_69;InwonersMetHogeZorgkosten_70;Omgevingsadressendichtheid_71;RegionaalKlantenpotentieel_72;Regiocode_73
0;Voorlopig;Nederland;2023;;;;;;;;;383600.0;;;8758620.0;4363460.0;4395160.0;2953280.0;5878770.0;2950480.0;2928300.0;;;2353700.0;;;;;;;;;29490.0;;;2991380.0;474629.0;17628.0;;;;;3453730.0;;;;;;;;;3363447.0;2662093.0;701353.0;790890.0;196981.0;593909.0;116018.0;28386.0;87632.0;1.07;1.09;1.06;238387.0;246010.0;52011.0;2827039.0;1016309.0;221150.0;3359.0;1156.0;2358600.0;;2051.0;;NL01  
1;Voorlopig;Nederland;2024;;;;;;;;;409610.0;;;8919220.0;4503450.0;4415770.0;2984780.0;5907290.0;2965020.0;2942280.0;;;;;;;;;;;;34650.0;;;3122847.0;520992.0;19133.0;8203980.0;9944.0;140431.0;3459490.0;3471230.0;3485340.0;;;;;;;;3361569.0;2653796.0;707773.0;792767.0;197375.0;595392.0;117075.0;28622.0;88453.0;1.07;1.08;1.06;238230.0;245957.0;51999.0;2825384.0;1021584.0;222081.0;3371.0;1162.0;2507795.0;;2065.0;;NL01  
2;Voorlopig;Nederland;2025;;;;;;;;;;;;9065340.0;4615370.0;4449960.0;2983070.0;5894540.0;2957460.0;2937080.0;;;;;;;;;;;;;;;;;;8274416.0;10359.0;146583.0;;;;;;;;;;;3361346.0;2648082.0;713264.0;792991.0;197641.0;595349.0;117999.0;28682.0;89317.0;1.07;1.08;1.06;238251.0;245931.0;51991.0;2825173.0;1025004.0;222654.0;3397.0;1169.0;;;2077.0;;NL01  
3;Voorlopig;Noord-Nederland (LD);2023;;;;;;;;;50220.0;;;399000.0;197770.0;201230.0;258150.0;1084780.0;376380.0;708400.0;;;266900.0;;;;;;;;;3610.0;;;229408.0;37925.0;2941.0;;;;;342540.0;;;;;;;;;828498.0;717016.0;111482.0;310385.0;35146.0;275239.0;15444.0;4883.0;10561.0;1.04;1.04;1.04;75144.0;20918.0;407.0;732029.0;225606.0;6064.0;850.0;211.0;202405.0;;1242.0;;LD01  
4;Voorlopig;Noord-Nederland (LD);2024;;;;;;;;;54020.0;;;407220.0;202320.0;204900.0;261750.0;1088710.0;373960.0;714750.0;;;;;;;;;;;;4450.0;;;242376.0;42106.0;3085.0;832877.0;2364.0;22921.0;340860.0;343910.0;347380.0;;;;;;;;826929.0;714225.0;112704.0;311954.0;35396.0;276558.0;15565.0;4904.0;10661.0;1.04;1.04;1.04;74964.0;20919.0;407.0;730639.0;227216.0;6075.0;855.0;214.0;213170.0;;1255.0;;LD01  
5;Voorlopig;Noord-Nederland (LD);2025;;;;;;;;;;;;413820.0;211490.0;202330.0;264360.0;1089210.0;376470.0;712740.0;;;;;;;;;;;;;;;;;;836850.0;2561.0;23404.0;;;;;;;;;;;826898.0;713491.0;113407.0;311985.0;35441.0;276544.0;15696.0;4926.0;10770.0;1.04;1.04;1.04;74988.0;20919.0;407.0;730584.0;227811.0;6091.0;857.0;213.0;;;1258.0;;LD01  
6;Voorlopig;Oost-Nederland (LD);2023;;;;;;;;;67640.0;;;1298280.0;360370.0;937900.0;806630.0;1612240.0;823480.0;788770.0;;;490400.0;;;;;;;;;7260.0;;;569833.0;87742.0;5361.0;;;;;727720.0;;;;;;;;;968606.0;801254.0;167352.0;128329.0;45076.0;83254.0;28263.0;8469.0;19794.0;1.02;1.03;1.02;22750.0;27511.0;645.0;917700.0;193444.0;9221.0;783.0;254.0;463180.0;;1323.0;;LD02  
7;Voorlopig;Oost-Nederland (LD);2024;;;;;;;;;72950.0;;;1322540.0;372300.0;950240.0;817160.0;1623040.0;832580.0;790460.0;;;;;;;;;;;;8280.0;;;604236.0;93297.0;5788.0;1661996.0;1789.0;36824.0;720320.0;726580.0;732710.0;;;;;;;;968347.0;798711.0;169636.0;128588.0;45055.0;83533.0;28513.0;8461.0;20051.0;1.02;1.03;1.02;22762.0;27508.0;644.0;917433.0;194391.0;9281.0;797.0;254.0;490945.0;;1330.0;;LD02  
8;Voorlopig;Oost-Nederland (LD);2025;;;;;;;;;;;;1354850.0;388740.0;966110.0;809960.0;1624120.0;832840.0;791280.0;;;;;;;;;;;;;;;;;;1677433.0;1827.0;39476.0;;;;;;;;;;;968246.0;796284.0;171962.0;128689.0;45153.0;83536.0;28773.0;8453.0;20320.0;1.02;1.03;1.02;22761.0;27506.0;644.0;917334.0;195219.0;9317.0;811.0;261.0;;;1337.0;;LD02  
9;Voorlopig;West-Nederland (LD);2023;;;;;;;;;201640.0;;;5628900.0;3288800.0;2340100.0;1142340.0;1649170.0;938940.0;710230.0;;;1083300.0;;;;;;;;;11140.0;;;1603899.0;247161.0;5169.0;;;;;1576550.0;;;;;;;;;862242.0;609271.0;252970.0;327086.0;91670.0;235417.0;41516.0;6576.0;34940.0;1.19;1.19;1.19;137778.0;187969.0;50288.0;486207.0;478684.0;202859.0;1034.0;405.0;1231320.0;;2770.0;;LD03  
