ID;Geslacht;Leeftijd;RegioS;DiagnoseIndelingVTV;Perioden;TotaalOpnamen_1;TotaalOpnamenPer10000Inwoners_2;Dagopnamen_3;DagopnamenPer10000Inwoners_4;KlinischeOpnamen_5;KlinischeOpnamenPer10000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer10000Inwoners_8;GemVerpleegduurPerKlinischeOpname_9
13;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1994;2178260.0;1416.0;590195.0;383.7;1588066.0;1032.3;15403720.0;10013.4;9.6
14;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1995;2222548.0;1438.0;647264.0;418.7;1575284.0;1019.2;15012068.0;9712.5;9.5
15;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1996;2274871.0;1464.8;697589.0;449.2;1577282.0;1015.5;14777700.0;9515.5;9.3
16;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1997;2309180.0;1479.0;742589.0;475.7;1566592.0;1003.5;14357951.0;9196.9;9.1
17;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1998;2332365.0;1484.5;794291.0;505.6;1538074.0;979.0;13887623.0;8839.5;9.0
18;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;1999;2346051.0;1483.6;836109.0;528.7;1509942.0;954.9;13138404.0;8308.9;8.6
19;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2000;2354064.0;1477.9;884258.0;555.2;1469806.0;922.7;12411800.0;7792.5;8.3
20;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2001;2440147.0;1520.9;981393.0;611.7;1458754.0;909.2;11997070.0;7477.6;8.1
21;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2002;2615974.0;1620.0;1105733.0;684.7;1510241.0;935.2;11784603.0;7297.8;7.8
22;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2003;2782968.0;1715.3;1214005.0;748.2;1568963.0;967.0;11700914.0;7212.0;7.5
23;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2004;2993696.0;1839.0;1344487.0;825.9;1649209.0;1013.0;11626135.0;7142.1;7.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2005;3130192.0;1918.4;1437059.0;880.7;1693133.0;1037.6;11542497.0;7073.8;6.8
25;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2006;3307964.0;2023.8;1567680.0;959.0;1740284.0;1064.6;11444917.0;7002.1;6.5
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2007;3472447.0;2119.8;1688873.0;1031.0;1783574.0;1088.9;11269736.0;6880.1;6.3
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2008;3647540.0;2217.6;1804531.0;1097.0;1843009.0;1120.5;11209074.0;6815.1;6.0
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2009;3848545.0;2328.1;1941580.0;1174.5;1906965.0;1153.5;11068816.0;6695.8;5.8
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2010;4049974.0;2437.5;2074506.0;1248.5;1975468.0;1188.9;10991423.0;6615.2;5.5
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2011;4259161.0;2551.8;2227694.0;1334.6;2031467.0;1217.0;10734765.0;6431.3;5.3
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;1;2012;4309708.0;2572.5;2330065.0;1390.8;1979643.0;1181.6;10295979.0;6145.7;5.1
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1981;;;;;20830.0;14.6;353192.0;247.8;17.0
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1982;;;;;21854.0;15.3;351521.0;245.6;16.1
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1983;;;;;22213.0;15.5;341577.0;237.8;15.3
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1984;;;;;20696.0;14.3;308988.0;214.1;14.8
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1985;;;;;20673.0;14.3;299896.0;206.8;14.5
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1986;;;;;20778.0;14.3;297094.0;203.8;14.3
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1987;;;;;19153.0;13.1;272476.0;185.8;14.1
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1988;;;;;20228.0;13.6;277977.0;188.3;13.6
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1989;;;;;20259.0;13.6;270075.0;181.8;13.3
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1990;;;;;19225.0;12.8;253731.0;169.6;13.1
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1991;;;;;20037.0;13.3;268778.0;178.3;13.3
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1992;;;;;20895.0;13.8;277981.0;183.1;13.3
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1993;25034.0;16.3;4067.0;2.7;20967.0;13.6;270283.0;176.8;12.8
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1994;26417.0;17.2;4229.0;2.7;22188.0;14.3;278660.0;181.1;12.6
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1995;25729.0;16.6;4126.0;2.7;21603.0;14.0;266019.0;172.1;12.3
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1996;27015.0;17.3;4455.0;2.9;22560.0;14.5;273695.0;176.1;12.1
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1997;26444.0;16.8;4701.0;3.0;21743.0;13.8;258465.0;165.6;11.8
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1998;26014.0;16.6;4578.0;2.9;21436.0;13.6;245348.0;156.1;11.3
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;1999;25759.0;16.2;4759.0;3.0;21000.0;13.3;230618.0;145.8;11.0
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2000;26342.0;16.5;5042.0;3.2;21300.0;13.3;223085.0;140.1;10.5
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2001;25815.0;16.1;4979.0;3.0;20836.0;13.0;220725.0;137.6;10.6
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2002;26843.0;16.6;5336.0;3.2;21507.0;13.3;222378.0;137.6;10.3
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2003;27832.0;17.2;6371.0;3.9;21461.0;13.1;211704.0;130.5;9.8
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2004;29462.0;18.1;6850.0;4.1;22612.0;13.8;217749.0;133.8;9.6
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2005;31262.0;19.2;7835.0;4.8;23427.0;14.3;217994.0;133.6;9.3
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2006;33086.0;20.2;7747.0;4.6;25339.0;15.5;223777.0;136.8;8.8
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2007;33532.0;20.5;8231.0;5.0;25301.0;15.3;224208.0;136.8;8.8
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2008;36518.0;22.2;8839.0;5.4;27679.0;16.7;236321.0;143.6;8.5
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2009;37310.0;22.6;8639.0;5.1;28671.0;17.2;243506.0;147.3;8.5
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2010;41058.0;24.7;10287.0;6.1;30771.0;18.5;253765.0;152.6;8.1
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2011;42917.0;25.7;11743.0;7.0;31174.0;18.7;250207.0;149.8;8.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;2;2012;45438.0;27.1;11088.0;6.5;34350.0;20.5;271463.0;162.0;7.9
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1981;;;;;3864.0;2.7;58220.0;40.9;15.1
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1982;;;;;4537.0;3.2;63526.0;44.4;14.0
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1983;;;;;4290.0;3.0;58363.0;40.5;13.6
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1984;;;;;4190.0;2.9;51993.0;36.0;12.3
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1985;;;;;3836.0;2.5;46293.0;31.8;12.1
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1986;;;;;3985.0;2.7;46761.0;32.0;11.6
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1987;;;;;3439.0;2.2;39097.0;26.7;11.3
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1988;;;;;3678.0;2.5;38679.0;26.2;10.5
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1989;;;;;4264.0;2.9;42013.0;28.2;9.8
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1990;;;;;4033.0;2.7;38156.0;25.5;9.5
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1991;;;;;4217.0;2.7;37437.0;24.7;8.8
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1992;;;;;4131.0;2.7;35977.0;23.7;8.6
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1993;4305.0;2.7;35.0;0.0;4270.0;2.7;34245.0;22.3;8.0
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1994;4634.0;3.0;40.0;0.0;4594.0;3.0;36785.0;23.8;8.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1995;4555.0;2.9;32.0;0.0;4523.0;2.9;35869.0;23.2;7.9
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1996;4897.0;3.2;29.0;0.0;4868.0;3.0;36372.0;23.3;7.5
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1997;4193.0;2.7;55.0;0.0;4138.0;2.7;31054.0;19.8;7.5
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1998;4104.0;2.5;33.0;0.0;4071.0;2.5;27870.0;17.7;6.8
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;1999;4475.0;2.7;37.0;0.0;4438.0;2.7;28695.0;18.1;6.5
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2000;4397.0;2.7;50.0;0.0;4347.0;2.7;27544.0;17.2;6.3
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2001;4146.0;2.5;75.0;0.0;4071.0;2.5;25791.0;16.1;6.3
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2002;4254.0;2.5;51.0;0.0;4203.0;2.5;24961.0;15.5;5.9
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2003;4986.0;3.0;101.0;0.1;4885.0;3.0;27818.0;17.1;5.6
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2004;4924.0;3.0;117.0;0.1;4807.0;3.0;27519.0;16.8;5.6
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2005;5545.0;3.4;147.0;0.1;5398.0;3.2;32065.0;19.7;5.9
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2006;6573.0;4.0;128.0;0.1;6445.0;3.9;35846.0;21.8;5.5
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2007;6141.0;3.7;123.0;0.1;6018.0;3.7;34653.0;21.2;5.8
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2008;7919.0;4.8;212.0;0.1;7707.0;4.6;41528.0;25.2;5.4
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2009;7589.0;4.5;223.0;0.1;7366.0;4.5;40014.0;24.2;5.4
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2010;8266.0;5.0;274.0;0.2;7992.0;4.8;43868.0;26.3;5.5
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2011;8978.0;5.4;409.0;0.2;8569.0;5.0;43668.0;26.2;5.0
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;3;2012;11260.0;6.6;888.0;0.5;10372.0;6.1;52205.0;31.2;5.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1981;;;;;675.0;0.5;11597.0;8.1;17.2
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1982;;;;;642.0;0.4;10636.0;7.4;16.6
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1983;;;;;574.0;0.4;10271.0;7.0;17.8
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1984;;;;;499.0;0.3;8093.0;5.5;16.2
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1985;;;;;440.0;0.3;6820.0;4.6;15.5
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1986;;;;;396.0;0.3;6312.0;4.3;15.8
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1987;;;;;328.0;0.2;4769.0;3.2;14.5
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1988;;;;;358.0;0.2;4928.0;3.2;13.8
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1989;;;;;347.0;0.2;4668.0;3.0;13.5
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1990;;;;;307.0;0.2;3948.0;2.5;12.8
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1991;;;;;250.0;0.2;3211.0;2.0;12.8
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1992;;;;;250.0;0.2;3186.0;2.0;12.6
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1993;255.0;0.2;;;254.0;0.2;2883.0;1.8;11.3
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1994;251.0;0.2;;;250.0;0.2;2905.0;1.8;11.6
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1995;246.0;0.2;;;243.0;0.2;2643.0;1.7;10.8
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1996;179.0;0.1;;;178.0;0.1;2046.0;1.2;11.5
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1997;187.0;0.1;7.0;0.0;180.0;0.1;1890.0;1.2;10.5
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1998;142.0;0.1;;;140.0;0.1;1326.0;0.8;9.5
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;1999;143.0;0.1;;;143.0;0.1;1533.0;1.0;10.6
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2000;131.0;0.1;;;130.0;0.1;1187.0;0.6;9.1
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2001;122.0;0.1;10.0;0.0;112.0;0.1;1116.0;0.6;10.0
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2002;76.0;0.0;;;72.0;0.0;732.0;0.5;10.1
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2003;82.0;0.1;;;78.0;0.0;719.0;0.4;9.1
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2004;106.0;0.1;6.0;0.0;100.0;0.1;872.0;0.5;8.6
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2005;82.0;0.1;8.0;0.0;74.0;0.0;622.0;0.4;8.3
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2006;79.0;0.0;10.0;0.0;69.0;0.0;575.0;0.4;8.3
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2007;66.0;0.0;;;64.0;0.0;669.0;0.4;10.5
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2008;64.0;0.0;;;62.0;0.0;439.0;0.3;7.0
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2009;72.0;0.0;5.0;0.0;67.0;0.0;519.0;0.3;7.6
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2010;83.0;0.0;;;80.0;0.0;574.0;0.3;7.1
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2011;112.0;0.1;26.0;0.0;86.0;0.1;635.0;0.4;7.4
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;4;2012;208.0;0.1;70.0;0.0;138.0;0.1;782.0;0.5;5.6
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1981;;;;;3189.0;2.2;46623.0;32.7;14.6
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1982;;;;;3895.0;2.7;52890.0;37.0;13.6
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1983;;;;;3716.0;2.5;48092.0;33.5;12.8
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1984;;;;;3691.0;2.5;43900.0;30.3;11.8
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1985;;;;;3396.0;2.2;39473.0;27.2;11.6
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1986;;;;;3589.0;2.5;40449.0;27.7;11.3
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1987;;;;;3111.0;2.0;34328.0;23.3;11.0
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1988;;;;;3320.0;2.2;33751.0;22.8;10.1
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1989;;;;;3917.0;2.5;37345.0;25.1;9.5
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1990;;;;;3726.0;2.5;34208.0;22.8;9.1
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1991;;;;;3967.0;2.5;34227.0;22.7;8.6
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1992;;;;;3881.0;2.5;32791.0;21.6;8.5
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1993;4050.0;2.5;34.0;0.0;4016.0;2.5;31362.0;20.5;7.8
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1994;4383.0;2.7;39.0;0.0;4344.0;2.7;33880.0;22.0;7.8
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1995;4309.0;2.7;29.0;0.0;4280.0;2.7;33226.0;21.5;7.8
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1996;4718.0;3.0;28.0;0.0;4690.0;3.0;34326.0;22.1;7.3
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1997;4006.0;2.5;48.0;0.0;3958.0;2.5;29164.0;18.7;7.4
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1998;3962.0;2.5;31.0;0.0;3931.0;2.5;26544.0;16.8;6.8
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;1999;4332.0;2.7;37.0;0.0;4295.0;2.7;27162.0;17.2;6.3
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2000;4266.0;2.7;49.0;0.0;4217.0;2.5;26357.0;16.5;6.3
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2001;4024.0;2.5;65.0;0.0;3959.0;2.5;24675.0;15.3;6.1
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2002;4178.0;2.5;47.0;0.0;4131.0;2.5;24229.0;15.0;5.9
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2003;4904.0;3.0;97.0;0.1;4807.0;3.0;27099.0;16.7;5.5
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2004;4818.0;3.0;111.0;0.1;4707.0;2.9;26647.0;16.3;5.6
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2005;5463.0;3.2;139.0;0.1;5324.0;3.2;31443.0;19.2;5.9
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2006;6494.0;4.0;118.0;0.1;6376.0;3.9;35271.0;21.6;5.5
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2007;6075.0;3.7;121.0;0.1;5954.0;3.5;33984.0;20.7;5.6
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2008;7855.0;4.8;210.0;0.1;7645.0;4.5;41089.0;25.0;5.4
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2009;7517.0;4.5;218.0;0.1;7299.0;4.4;39495.0;23.8;5.4
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2010;8183.0;4.9;271.0;0.2;7912.0;4.8;43294.0;26.1;5.5
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2011;8866.0;5.3;383.0;0.2;8483.0;5.0;43033.0;25.7;5.0
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;5;2012;11052.0;6.5;818.0;0.5;10234.0;6.0;51423.0;30.7;5.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1981;;;;;1044.0;0.6;38505.0;27.0;36.9
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1982;;;;;923.0;0.6;32953.0;23.0;35.7
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1983;;;;;964.0;0.6;31814.0;22.1;33.0
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1984;;;;;933.0;0.6;29383.0;20.3;31.5
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1985;;;;;856.0;0.6;26232.0;18.1;30.6
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1986;;;;;809.0;0.6;25415.0;17.3;31.3
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1987;;;;;765.0;0.5;22158.0;15.1;29.0
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1988;;;;;850.0;0.6;26498.0;18.0;31.2
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1989;;;;;736.0;0.5;19740.0;13.3;26.7
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1990;;;;;742.0;0.5;20018.0;13.3;27.0
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1991;;;;;847.0;0.6;26184.0;17.3;30.8
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1992;;;;;853.0;0.6;26770.0;17.6;31.3
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1993;925.0;0.6;31.0;0.0;894.0;0.6;26186.0;17.1;29.2
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1994;1023.0;0.6;37.0;0.0;986.0;0.6;27885.0;18.1;28.2
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1995;890.0;0.6;27.0;0.0;863.0;0.6;23110.0;15.0;26.7
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1996;976.0;0.6;35.0;0.0;941.0;0.6;26956.0;17.3;28.6
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1997;903.0;0.6;46.0;0.0;857.0;0.5;25500.0;16.2;29.7
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1998;811.0;0.5;49.0;0.0;762.0;0.5;21553.0;13.6;28.2
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;1999;878.0;0.6;93.0;0.1;785.0;0.5;20455.0;12.8;26.1
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2000;725.0;0.5;61.0;0.0;664.0;0.4;15426.0;9.6;23.2
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2001;744.0;0.5;97.0;0.1;647.0;0.4;15529.0;9.6;24.0
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2002;718.0;0.4;121.0;0.1;597.0;0.4;13327.0;8.3;22.2
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2003;750.0;0.5;181.0;0.1;569.0;0.4;12392.0;7.5;21.7
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2004;661.0;0.4;145.0;0.1;516.0;0.3;10756.0;6.5;20.7
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2005;628.0;0.4;122.0;0.1;506.0;0.3;9910.0;6.0;19.6
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2006;536.0;0.3;97.0;0.1;439.0;0.3;9307.0;5.6;21.2
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2007;574.0;0.4;145.0;0.1;429.0;0.3;8977.0;5.5;20.8
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederland;6;2008;678.0;0.4;257.0;0.2;421.0;0.3;8612.0;5.1;20.5
