ID;Partij;GeldigeStemmen_1;InVanTotaalGeldigeStemmen_2;Totaal_3;Mannen_4;Vrouwen_5
0;Totaal;4760711;100.0;100;96;4
1;1;614201;12.9;13;13;0
2;2;373217;7.8;8;7;1
3;3;502963;10.6;10;9;1
4;4;5537;0.1;0;0;0
5;5;1466582;30.8;32;32;0
6;6;11205;0.2;0;0;0
7;9;305287;6.4;6;5;1
8;7;32020;0.7;0;0;0
9;8;1347940;28.3;29;28;1
10;SGP;101759;2.1;2;2;0
