ID;BedrijfstakkenBranchesSBI2008;Vestigingsgrootte;RegioS;Perioden;ProductieBasisprijzen_1;ToegevoegdeWaardeBrutoBasisprijzen_2;BeloningVanWerknemers_3;ArbeidsvolumeWerkzamePersonen_4;ArbeidsvolumeWerknemers_5
19;A-U Alle economische activiteiten;Totaal werkzame personen;Groningen (PV);2008;46312.0;26499.0;8897.0;210.1;184.9
20;A-U Alle economische activiteiten;Totaal werkzame personen;Groningen (PV);2009;41640.0;22891.0;9001.0;207.3;182.3
21;A-U Alle economische activiteiten;Totaal werkzame personen;Friesland (PV);2007;32295.0;15997.0;8654.0;232.4;195.1
22;A-U Alle economische activiteiten;Totaal werkzame personen;Friesland (PV);2008;33667.0;16496.0;8966.0;232.9;196.1
23;A-U Alle economische activiteiten;Totaal werkzame personen;Friesland (PV);2009;32617.0;16225.0;9104.0;231.0;194.1
24;A-U Alle economische activiteiten;Totaal werkzame personen;Drenthe (PV);2007;24133.0;11741.0;6403.0;169.1;143.1
25;A-U Alle economische activiteiten;Totaal werkzame personen;Drenthe (PV);2008;25065.0;12104.0;6857.0;173.3;147.6
26;A-U Alle economische activiteiten;Totaal werkzame personen;Drenthe (PV);2009;23701.0;11574.0;6847.0;169.5;143.9
27;A-U Alle economische activiteiten;Totaal werkzame personen;Overijssel (PV);2007;62595.0;29552.0;17207.0;440.4;384.7
28;A-U Alle economische activiteiten;Totaal werkzame personen;Overijssel (PV);2008;66501.0;31113.0;18070.0;444.9;390.3
29;A-U Alle economische activiteiten;Totaal werkzame personen;Overijssel (PV);2009;63062.0;30149.0;18314.0;439.5;385.1
30;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (PV);2007;18014.0;8991.0;4652.0;120.7;102.7
31;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (PV);2008;18673.0;9021.0;4945.0;123.1;105.2
32;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (PV);2009;18119.0;8722.0;5060.0;123.5;105.5
33;A-U Alle economische activiteiten;Totaal werkzame personen;Gelderland (PV);2007;108201.0;51639.0;30848.0;784.0;681.5
34;A-U Alle economische activiteiten;Totaal werkzame personen;Gelderland (PV);2008;113243.0;53488.0;32619.0;797.7;693.9
35;A-U Alle economische activiteiten;Totaal werkzame personen;Gelderland (PV);2009;110442.0;52711.0;33120.0;790.8;686.5
36;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (PV);2007;82061.0;43394.0;25196.0;560.6;501.8
37;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (PV);2008;85248.0;44588.0;26107.0;566.2;507.0
38;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (PV);2009;85019.0;44602.0;26519.0;562.1;502.6
39;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Holland (PV);2007;193787.0;91864.0;53447.0;1200.0;1055.0
40;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Holland (PV);2008;204464.0;94696.0;55904.0;1214.2;1072.0
41;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Holland (PV);2009;201990.0;93491.0;56868.0;1205.1;1062.5
42;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Holland (PV);2007;247180.0;109899.0;60961.0;1419.4;1265.7
43;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Holland (PV);2008;264937.0;112649.0;64187.0;1448.3;1294.1
44;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Holland (PV);2009;245733.0;107239.0;65242.0;1435.5;1280.5
45;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeland (PV);2007;30184.0;10778.0;5152.0;135.6;113.2
46;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeland (PV);2008;32654.0;11399.0;5465.0;137.0;114.9
47;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeland (PV);2009;29700.0;10849.0;5468.0;134.8;112.6
48;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Brabant (PV);2007;169220.0;74464.0;42153.0;1028.8;903.0
49;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Brabant (PV);2008;176845.0;77144.0;44596.0;1048.0;922.3
50;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Brabant (PV);2009;167529.0;75462.0;44876.0;1032.9;906.6
51;A-U Alle economische activiteiten;Totaal werkzame personen;Limburg (PV);2007;69539.0;31178.0;16676.0;423.8;372.2
52;A-U Alle economische activiteiten;Totaal werkzame personen;Limburg (PV);2008;72691.0;31783.0;17672.0;430.5;380.1
53;A-U Alle economische activiteiten;Totaal werkzame personen;Limburg (PV);2009;66517.0;30029.0;17661.0;421.7;371.4
54;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Groningen (CR);2007;5600.0;2688.0;1604.0;44.3;37.4
55;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Groningen (CR);2008;5623.0;2720.0;1626.0;43.4;37.0
56;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Groningen (CR);2009;5335.0;2589.0;1603.0;42.1;35.8
57;A-U Alle economische activiteiten;Totaal werkzame personen;Delfzijl en omgeving (CR);2007;4372.0;1580.0;623.0;15.7;13.5
58;A-U Alle economische activiteiten;Totaal werkzame personen;Delfzijl en omgeving (CR);2008;4535.0;1560.0;658.0;15.7;13.5
59;A-U Alle economische activiteiten;Totaal werkzame personen;Delfzijl en omgeving (CR);2009;4260.0;1541.0;660.0;15.3;13.2
60;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Groningen (CR);2007;30036.0;17589.0;6310.0;148.9;131.7
61;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Groningen (CR);2008;36154.0;22219.0;6613.0;151.0;134.4
62;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Groningen (CR);2009;32045.0;18761.0;6738.0;149.9;133.3
63;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Friesland (CR);2007;17256.0;8752.0;4685.0;121.4;103.3
64;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Friesland (CR);2008;18159.0;9129.0;4842.0;120.1;102.4
65;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Friesland (CR);2009;17853.0;9098.0;4991.0;120.7;102.8
66;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Friesland (CR);2007;4708.0;2300.0;1205.0;36.1;28.7
67;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Friesland (CR);2008;4963.0;2381.0;1266.0;36.4;29.1
68;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Friesland (CR);2009;4667.0;2248.0;1245.0;35.3;28.0
69;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Friesland (CR);2007;10331.0;4945.0;2764.0;74.9;63.1
70;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Friesland (CR);2008;10545.0;4986.0;2858.0;76.4;64.6
71;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Friesland (CR);2009;10097.0;4879.0;2868.0;75.0;63.3
72;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Drenthe (CR);2007;8065.0;4427.0;2554.0;65.8;56.1
73;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Drenthe (CR);2008;8416.0;4564.0;2718.0;67.0;57.5
74;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Drenthe (CR);2009;8203.0;4437.0;2747.0;66.6;57.1
75;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Drenthe (CR);2007;8494.0;4106.0;2060.0;55.5;46.8
76;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Drenthe (CR);2008;8682.0;4195.0;2217.0;56.5;48.0
77;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Drenthe (CR);2009;8079.0;3870.0;2157.0;53.9;45.3
78;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Drenthe (CR);2007;7574.0;3208.0;1789.0;47.8;40.2
79;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Drenthe (CR);2008;7967.0;3345.0;1922.0;49.8;42.1
80;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Drenthe (CR);2009;7419.0;3267.0;1943.0;49.0;41.5
81;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Overijssel (CR);2007;22385.0;10256.0;5837.0;148.2;128.6
82;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Overijssel (CR);2008;23486.0;11082.0;6076.0;149.2;130.0
83;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Overijssel (CR);2009;21844.0;10683.0;6202.0;148.1;129.0
84;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Overijssel (CR);2007;7453.0;3580.0;2138.0;55.1;48.2
85;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Overijssel (CR);2008;8130.0;3746.0;2268.0;55.6;48.7
86;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Overijssel (CR);2009;7704.0;3637.0;2272.0;54.6;47.7
87;A-U Alle economische activiteiten;Totaal werkzame personen;Twente (CR);2007;32757.0;15716.0;9232.0;237.1;207.9
88;A-U Alle economische activiteiten;Totaal werkzame personen;Twente (CR);2008;34885.0;16285.0;9726.0;240.1;211.6
89;A-U Alle economische activiteiten;Totaal werkzame personen;Twente (CR);2009;33514.0;15829.0;9840.0;236.8;208.4
90;A-U Alle economische activiteiten;Totaal werkzame personen;Veluwe (CR);2007;38724.0;17986.0;10727.0;268.1;235.6
91;A-U Alle economische activiteiten;Totaal werkzame personen;Veluwe (CR);2008;40437.0;18529.0;11227.0;270.3;237.7
92;A-U Alle economische activiteiten;Totaal werkzame personen;Veluwe (CR);2009;40007.0;18389.0;11474.0;269.1;236.5
93;A-U Alle economische activiteiten;Totaal werkzame personen;Achterhoek (CR);2007;20403.0;9305.0;5560.0;152.9;129.4
94;A-U Alle economische activiteiten;Totaal werkzame personen;Achterhoek (CR);2008;21828.0;9792.0;5937.0;155.7;132.1
95;A-U Alle economische activiteiten;Totaal werkzame personen;Achterhoek (CR);2009;20727.0;9468.0;5965.0;153.2;129.4
96;A-U Alle economische activiteiten;Totaal werkzame personen;Arnhem/Nijmegen (CR);2007;37146.0;18362.0;11358.0;276.0;245.2
97;A-U Alle economische activiteiten;Totaal werkzame personen;Arnhem/Nijmegen (CR);2008;37912.0;18789.0;11961.0;279.9;248.7
98;A-U Alle economische activiteiten;Totaal werkzame personen;Arnhem/Nijmegen (CR);2009;37076.0;18648.0;12105.0;276.5;245.1
99;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Gelderland (CR);2007;11928.0;5986.0;3203.0;87.0;71.3
100;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Gelderland (CR);2008;13066.0;6378.0;3494.0;91.8;75.4
101;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidwest-Gelderland (CR);2009;12632.0;6206.0;3576.0;92.0;75.5
102;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (CR);2007;82061.0;43394.0;25196.0;560.6;501.8
103;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (CR);2008;85248.0;44588.0;26107.0;566.2;507.0
104;A-U Alle economische activiteiten;Totaal werkzame personen;Utrecht (CR);2009;85019.0;44602.0;26519.0;562.1;502.6
105;A-U Alle economische activiteiten;Totaal werkzame personen;Kop van Noord-Holland (CR);2007;15229.0;8097.0;4743.0;129.0;106.0
106;A-U Alle economische activiteiten;Totaal werkzame personen;Kop van Noord-Holland (CR);2008;16059.0;8312.0;4918.0;130.3;106.5
107;A-U Alle economische activiteiten;Totaal werkzame personen;Kop van Noord-Holland (CR);2009;16234.0;8386.0;5168.0;132.6;108.9
108;A-U Alle economische activiteiten;Totaal werkzame personen;Alkmaar en omgeving (CR);2007;11032.0;5788.0;3340.0;85.1;73.7
109;A-U Alle economische activiteiten;Totaal werkzame personen;Alkmaar en omgeving (CR);2008;11657.0;6097.0;3524.0;85.6;74.7
110;A-U Alle economische activiteiten;Totaal werkzame personen;Alkmaar en omgeving (CR);2009;11630.0;6065.0;3592.0;84.9;73.8
111;A-U Alle economische activiteiten;Totaal werkzame personen;IJmond (CR);2007;11517.0;5222.0;2863.0;65.0;56.6
112;A-U Alle economische activiteiten;Totaal werkzame personen;IJmond (CR);2008;12447.0;5229.0;3029.0;67.3;59.0
113;A-U Alle economische activiteiten;Totaal werkzame personen;IJmond (CR);2009;10823.0;4706.0;2951.0;66.0;57.5
114;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Haarlem (CR);2007;9596.0;4952.0;2903.0;75.7;64.2
115;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Haarlem (CR);2008;9866.0;5054.0;3035.0;75.0;63.6
116;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Haarlem (CR);2009;9572.0;4857.0;2979.0;72.6;61.4
117;A-U Alle economische activiteiten;Totaal werkzame personen;Zaanstreek (CR);2007;8511.0;3645.0;2020.0;51.4;44.6
118;A-U Alle economische activiteiten;Totaal werkzame personen;Zaanstreek (CR);2008;9467.0;3849.0;2150.0;52.4;45.5
119;A-U Alle economische activiteiten;Totaal werkzame personen;Zaanstreek (CR);2009;8873.0;3615.0;2124.0;51.1;44.1
120;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Amsterdam (CR);2007;123669.0;57156.0;33678.0;696.4;626.8
121;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Amsterdam (CR);2008;130810.0;59165.0;35333.0;709.1;642.0
122;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Amsterdam (CR);2009;131386.0;59305.0;36216.0;707.0;639.7
123;A-U Alle economische activiteiten;Totaal werkzame personen;Het Gooi en Vechtstreek (CR);2007;14233.0;7004.0;3900.0;97.4;83.1
124;A-U Alle economische activiteiten;Totaal werkzame personen;Het Gooi en Vechtstreek (CR);2008;14158.0;6990.0;3915.0;94.5;80.7
125;A-U Alle economische activiteiten;Totaal werkzame personen;Het Gooi en Vechtstreek (CR);2009;13472.0;6557.0;3838.0;90.9;77.1
126;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Leiden en Bollenstreek (CR);2007;19588.0;10343.0;6061.0;147.6;129.5
127;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Leiden en Bollenstreek (CR);2008;20756.0;10785.0;6337.0;150.3;131.8
128;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie Leiden en Bollenstreek (CR);2009;20193.0;10480.0;6425.0;149.1;130.6
129;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie 's-Gravenhage (CR);2007;49283.0;26453.0;15380.0;344.6;311.2
130;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie 's-Gravenhage (CR);2008;50642.0;26670.0;15980.0;347.8;313.2
131;A-U Alle economische activiteiten;Totaal werkzame personen;Agglomeratie 's-Gravenhage (CR);2009;50347.0;26263.0;16396.0;347.5;312.6
132;A-U Alle economische activiteiten;Totaal werkzame personen;Delft en Westland (CR);2007;14830.0;7522.0;3935.0;97.1;85.2
133;A-U Alle economische activiteiten;Totaal werkzame personen;Delft en Westland (CR);2008;15536.0;7695.0;4185.0;99.0;87.6
134;A-U Alle economische activiteiten;Totaal werkzame personen;Delft en Westland (CR);2009;14900.0;7374.0;4211.0;96.8;85.4
135;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Zuid-Holland (CR);2007;16133.0;8228.0;4627.0;120.6;102.8
136;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Zuid-Holland (CR);2008;16603.0;8385.0;4791.0;122.2;104.2
137;A-U Alle economische activiteiten;Totaal werkzame personen;Oost-Zuid-Holland (CR);2009;15961.0;8033.0;4784.0;119.2;101.1
138;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Rijnmond (CR);2007;123777.0;46103.0;24505.0;555.3;499.9
139;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Rijnmond (CR);2008;136747.0;47529.0;26183.0;573.6;519.0
140;A-U Alle economische activiteiten;Totaal werkzame personen;Groot-Rijnmond (CR);2009;120652.0;43884.0;26601.0;568.0;513.1
141;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Zuid-Holland (CR);2007;23569.0;11250.0;6453.0;154.2;137.1
142;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Zuid-Holland (CR);2008;24653.0;11585.0;6711.0;155.4;138.3
143;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Zuid-Holland (CR);2009;23680.0;11205.0;6825.0;154.9;137.7
144;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeuwsch-Vlaanderen (CR);2007;13845.0;3907.0;1635.0;40.3;33.8
145;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeuwsch-Vlaanderen (CR);2008;14505.0;4131.0;1742.0;39.8;34.1
146;A-U Alle economische activiteiten;Totaal werkzame personen;Zeeuwsch-Vlaanderen (CR);2009;12396.0;3647.0;1713.0;38.8;33.1
147;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Zeeland (CR);2007;16339.0;6871.0;3517.0;95.3;79.4
148;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Zeeland (CR);2008;18149.0;7268.0;3723.0;97.2;80.8
149;A-U Alle economische activiteiten;Totaal werkzame personen;Overig Zeeland (CR);2009;17304.0;7202.0;3755.0;96.0;79.5
150;A-U Alle economische activiteiten;Totaal werkzame personen;West-Noord-Brabant (CR);2007;46617.0;20426.0;10345.0;255.7;226.0
151;A-U Alle economische activiteiten;Totaal werkzame personen;West-Noord-Brabant (CR);2008;48815.0;21097.0;10985.0;260.6;230.8
152;A-U Alle economische activiteiten;Totaal werkzame personen;West-Noord-Brabant (CR);2009;46865.0;20841.0;11059.0;256.4;226.4
153;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Noord-Brabant (CR);2007;25094.0;12146.0;6973.0;176.9;155.0
154;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Noord-Brabant (CR);2008;25964.0;12543.0;7447.0;181.0;158.8
155;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Noord-Brabant (CR);2009;24703.0;12178.0;7520.0;179.7;157.4
156;A-U Alle economische activiteiten;Totaal werkzame personen;Noordoost-Noord-Brabant (CR);2007;42642.0;19038.0;11105.0;271.4;235.2
157;A-U Alle economische activiteiten;Totaal werkzame personen;Noordoost-Noord-Brabant (CR);2008;45362.0;20019.0;11567.0;275.4;239.5
158;A-U Alle economische activiteiten;Totaal werkzame personen;Noordoost-Noord-Brabant (CR);2009;43770.0;19944.0;11699.0;272.7;236.7
159;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Noord-Brabant (CR);2007;54867.0;22854.0;13730.0;324.8;286.8
160;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Noord-Brabant (CR);2008;56704.0;23485.0;14597.0;331.0;293.2
161;A-U Alle economische activiteiten;Totaal werkzame personen;Zuidoost-Noord-Brabant (CR);2009;52191.0;22499.0;14598.0;324.1;286.1
162;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Limburg (CR);2007;16172.0;7660.0;4368.0;114.8;100.5
163;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Limburg (CR);2008;16375.0;7777.0;4583.0;115.2;101.8
164;A-U Alle economische activiteiten;Totaal werkzame personen;Noord-Limburg (CR);2009;15325.0;7319.0;4541.0;111.9;98.5
165;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Limburg (CR);2007;14361.0;6208.0;3297.0;86.7;74.7
166;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Limburg (CR);2008;15390.0;6458.0;3479.0;89.0;76.4
167;A-U Alle economische activiteiten;Totaal werkzame personen;Midden-Limburg (CR);2009;14358.0;6394.0;3503.0;87.7;75.2
168;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Limburg (CR);2007;39006.0;17310.0;9011.0;222.3;197.0
169;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Limburg (CR);2008;40926.0;17548.0;9610.0;226.3;201.9
170;A-U Alle economische activiteiten;Totaal werkzame personen;Zuid-Limburg (CR);2009;36834.0;16316.0;9617.0;222.1;197.7
171;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (CR);2007;18014.0;8991.0;4652.0;120.7;102.7
172;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (CR);2008;18673.0;9021.0;4945.0;123.1;105.2
173;A-U Alle economische activiteiten;Totaal werkzame personen;Flevoland (CR);2009;18119.0;8722.0;5060.0;123.5;105.5
174;A-U Alle economische activiteiten;Zelfstandigen;Nederland;2007;123788.0;58154.0;;823.1;
175;A-U Alle economische activiteiten;Zelfstandigen;Nederland;2008;128907.0;58707.0;;817.8;
176;A-U Alle economische activiteiten;Zelfstandigen;Nederland;2009;125393.0;57513.0;;820.1;
177;A-U Alle economische activiteiten;Zelfstandigen;Noord-Nederland (LD);2007;13058.0;6683.0;;89.6;
178;A-U Alle economische activiteiten;Zelfstandigen;Noord-Nederland (LD);2008;13886.0;7066.0;;87.7;
179;A-U Alle economische activiteiten;Zelfstandigen;Noord-Nederland (LD);2009;13301.0;6659.0;;87.5;
180;A-U Alle economische activiteiten;Zelfstandigen;Oost-Nederland (LD);2007;23764.0;11101.0;;176.2;
181;A-U Alle economische activiteiten;Zelfstandigen;Oost-Nederland (LD);2008;24657.0;11190.0;;176.3;
182;A-U Alle economische activiteiten;Zelfstandigen;Oost-Nederland (LD);2009;24218.0;11019.0;;176.7;
183;A-U Alle economische activiteiten;Zelfstandigen;West-Nederland (LD);2007;60230.0;28369.0;;379.9;
184;A-U Alle economische activiteiten;Zelfstandigen;West-Nederland (LD);2008;62692.0;28477.0;;377.7;
185;A-U Alle economische activiteiten;Zelfstandigen;West-Nederland (LD);2009;60925.0;27982.0;;379.3;
186;A-U Alle economische activiteiten;Zelfstandigen;Zuid-Nederland (LD);2007;26736.0;12002.0;;177.4;
187;A-U Alle economische activiteiten;Zelfstandigen;Zuid-Nederland (LD);2008;27672.0;11975.0;;176.1;
188;A-U Alle economische activiteiten;Zelfstandigen;Zuid-Nederland (LD);2009;26950.0;11853.0;;176.6;
189;A-U Alle economische activiteiten;Zelfstandigen;Extra-Regio;2007;;;;;
190;A-U Alle economische activiteiten;Zelfstandigen;Extra-Regio;2008;;;;;
191;A-U Alle economische activiteiten;Zelfstandigen;Extra-Regio;2009;;;;;
192;A-U Alle economische activiteiten;Zelfstandigen;Groningen (PV);2007;4418.0;2384.0;;26.3;
193;A-U Alle economische activiteiten;Zelfstandigen;Groningen (PV);2008;4977.0;2742.0;;25.2;
194;A-U Alle economische activiteiten;Zelfstandigen;Groningen (PV);2009;4589.0;2438.0;;25.0;
195;A-U Alle economische activiteiten;Zelfstandigen;Friesland (PV);2007;5123.0;2567.0;;37.3;
196;A-U Alle economische activiteiten;Zelfstandigen;Friesland (PV);2008;5352.0;2615.0;;36.8;
197;A-U Alle economische activiteiten;Zelfstandigen;Friesland (PV);2009;5216.0;2552.0;;36.9;
198;A-U Alle economische activiteiten;Zelfstandigen;Drenthe (PV);2007;3517.0;1731.0;;26.0;
199;A-U Alle economische activiteiten;Zelfstandigen;Drenthe (PV);2008;3557.0;1708.0;;25.7;
200;A-U Alle economische activiteiten;Zelfstandigen;Drenthe (PV);2009;3496.0;1668.0;;25.6;
201;A-U Alle economische activiteiten;Zelfstandigen;Overijssel (PV);2007;7275.0;3412.0;;55.7;
202;A-U Alle economische activiteiten;Zelfstandigen;Overijssel (PV);2008;7516.0;3430.0;;54.6;
203;A-U Alle economische activiteiten;Zelfstandigen;Overijssel (PV);2009;7270.0;3343.0;;54.4;
204;A-U Alle economische activiteiten;Zelfstandigen;Flevoland (PV);2007;2675.0;1322.0;;18.0;
205;A-U Alle economische activiteiten;Zelfstandigen;Flevoland (PV);2008;2735.0;1290.0;;17.9;
206;A-U Alle economische activiteiten;Zelfstandigen;Flevoland (PV);2009;2667.0;1248.0;;18.0;
207;A-U Alle economische activiteiten;Zelfstandigen;Gelderland (PV);2007;13814.0;6366.0;;102.5;
208;A-U Alle economische activiteiten;Zelfstandigen;Gelderland (PV);2008;14406.0;6470.0;;103.8;
209;A-U Alle economische activiteiten;Zelfstandigen;Gelderland (PV);2009;14281.0;6428.0;;104.3;
210;A-U Alle economische activiteiten;Zelfstandigen;Utrecht (PV);2007;8433.0;4392.0;;58.8;
211;A-U Alle economische activiteiten;Zelfstandigen;Utrecht (PV);2008;8788.0;4507.0;;59.2;
212;A-U Alle economische activiteiten;Zelfstandigen;Utrecht (PV);2009;8813.0;4545.0;;59.5;
213;A-U Alle economische activiteiten;Zelfstandigen;Noord-Holland (PV);2007;22211.0;10607.0;;145.0;
214;A-U Alle economische activiteiten;Zelfstandigen;Noord-Holland (PV);2008;22823.0;10548.0;;142.2;
215;A-U Alle economische activiteiten;Zelfstandigen;Noord-Holland (PV);2009;22659.0;10471.0;;142.6;
