ID;CPA2008;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
780;49411A freight by tank trucks;2008;98.8;;4.3
781;49411A freight by tank trucks;2009 1st quarter;96.4;-3.1;-1.5
782;49411A freight by tank trucks;2009 2nd quarter;95.8;-0.6;-2.6
783;49411A freight by tank trucks;2009 3rd quarter;96.5;0.7;-3.1
784;49411A freight by tank trucks;2009 4th quarter;96.3;-0.3;-3.2
785;49411A freight by tank trucks;2009;96.3;;-2.6
786;49411A freight by tank trucks;2010 1st quarter;95.4;-0.9;-1.0
787;49411A freight by tank trucks;2010 2nd quarter;95.6;0.1;-0.3
788;49411A freight by tank trucks;2010 3rd quarter;95.7;0.1;-0.9
789;49411A freight by tank trucks;2010 4th quarter;95.9;0.2;-0.4
790;49411A freight by tank trucks;2010;95.6;;-0.6
791;49411A freight by tank trucks;2011 1st quarter;98.5;2.7;3.2
792;49411A freight by tank trucks;2011 2nd quarter;99.1;0.7;3.8
793;49411A freight by tank trucks;2011 3rd quarter;100.9;1.7;5.4
794;49411A freight by tank trucks;2011 4th quarter;101.1;0.3;5.5
795;49411A freight by tank trucks;2011;99.9;;4.5
796;49411A freight by tank trucks;2012 1st quarter;100.9;-0.2;2.5
797;49411A freight by tank trucks;2012 2nd quarter;101.1;0.1;1.9
798;49411A freight by tank trucks;2012 3rd quarter;101.2;0.1;0.3
799;49411A freight by tank trucks;2012 4th quarter;101.7;0.5;0.6
800;49411A freight by tank trucks;2012;101.2;;1.3
801;49411A freight by tank trucks;2013 1st quarter;101.2;-0.5;0.3
802;49411A freight by tank trucks;2013 2nd quarter;100.9;-0.3;-0.1
803;49411A freight by tank trucks;2013 3rd quarter;101.1;0.1;-0.1
804;49411A freight by tank trucks;2013 4th quarter;101.2;0.1;-0.6
805;49411A freight by tank trucks;2013;101.1;;-0.1
806;49411A freight by tank trucks;2014 1st quarter;102.1;0.9;0.9
807;49411A freight by tank trucks;2014 2nd quarter;101.3;-0.8;0.3
808;49411A freight by tank trucks;2014 3rd quarter;101.3;0.0;0.2
809;49411A freight by tank trucks;2014 4th quarter;100.9;-0.3;-0.2
810;49411A freight by tank trucks;2014;101.4;;0.3
811;49411A freight by tank trucks;2015 1st quarter;100.0;-0.9;-2.0
812;49411A freight by tank trucks;2015 2nd quarter;100.4;0.3;-0.9
813;49411A freight by tank trucks;2015 3rd quarter;100.0;-0.4;-1.3
814;49411A freight by tank trucks;2015 4th quarter;99.6;-0.3;-1.3
815;49411A freight by tank trucks;2015;100.0;;-1.4
816;49411A freight by tank trucks;2016 1st quarter;98.9;-0.7;-1.1
817;49411A freight by tank trucks;2016 2nd quarter;99.2;0.3;-1.1
818;49411A freight by tank trucks;2016 3rd quarter;99.5;0.3;-0.5
819;49411A freight by tank trucks;2016 4th quarter;100.3;0.8;0.6
820;49411A freight by tank trucks;2016;99.5;;-0.5
821;49411A freight by tank trucks;2017 1st quarter;100.9;0.6;1.9
822;49411A freight by tank trucks;2017 2nd quarter;100.3;-0.5;1.1
823;49411A freight by tank trucks;2017 3rd quarter;100.2;-0.1;0.7
824;49411A freight by tank trucks;2017 4th quarter;100.2;-0.1;-0.1
825;49411A freight by tank trucks;2017;100.4;;0.9
826;49411A freight by tank trucks;2018 1st quarter;101.8;1.7;1.0
827;49411A freight by tank trucks;2018 2nd quarter;103.0;1.1;2.7
828;49411A freight by tank trucks;2018 3rd quarter;104.5;1.4;4.3
829;49411A freight by tank trucks;2018 4th quarter;105.3;0.7;5.1
830;49411A freight by tank trucks;2018;103.6;;3.2
831;49411A freight by tank trucks;2019 1st quarter;106.9;1.6;5.0
832;49411A freight by tank trucks;2019 2nd quarter;108.0;1.0;4.9
833;49411A freight by tank trucks;2019 3rd quarter;108.4;0.3;3.7
834;49411A freight by tank trucks;2019 4th quarter;108.6;0.2;3.2
835;49411A freight by tank trucks;2019;108.0;;4.2
836;49411A freight by tank trucks;2020 1st quarter;109.7;1.0;2.6
837;49411A freight by tank trucks;2020 2nd quarter;107.5;-2.0;-0.5
838;49411A freight by tank trucks;2020 3rd quarter;104.8;-2.6;-3.3
839;49411A freight by tank trucks;2020 4th quarter;104.6;-0.1;-3.7
840;49411A freight by tank trucks;2020;106.6;;-1.2
841;49411A freight by tank trucks;2021 1st quarter;104.9;0.3;-4.3
842;49411A freight by tank trucks;2021 2nd quarter;106.6;1.6;-0.8
843;49411A freight by tank trucks;2021 3rd quarter;107.8;1.1;2.9
844;49411A freight by tank trucks;2021 4th quarter;109.4;1.6;4.6
845;49411A freight by tank trucks;2021;107.2;;0.5
846;49411A freight by tank trucks;2022 1st quarter;114.7;4.8;9.3
847;49411A freight by tank trucks;2022 2nd quarter;121.9;6.3;14.3
848;49411A freight by tank trucks;2022 3rd quarter;123.7;1.5;14.8
849;49411A freight by tank trucks;2022 4th quarter;123.2;-0.3;12.6
850;49411A freight by tank trucks;2022;120.9;;12.8
851;49411A freight by tank trucks;2023 1st quarter;125.8;2.1;9.7
852;49411A freight by tank trucks;2023 2nd quarter;125.0;-0.6;2.6
853;49411A freight by tank trucks;2023 3rd quarter;125.2;0.2;1.2
854;49411A freight by tank trucks;2023 4th quarter;127.9;2.1;3.8
855;49411A freight by tank trucks;2023;126.0;;4.2
856;494114 Intermodal container road transp.;2002 4th quarter;;;
857;494114 Intermodal container road transp.;2002;;;
858;494114 Intermodal container road transp.;2003 1st quarter;79.4;;
859;494114 Intermodal container road transp.;2003 2nd quarter;79.4;-0.1;
860;494114 Intermodal container road transp.;2003 3rd quarter;79.6;0.2;
861;494114 Intermodal container road transp.;2003 4th quarter;79.3;-0.3;
862;494114 Intermodal container road transp.;2003;79.4;;
863;494114 Intermodal container road transp.;2004 1st quarter;79.6;0.3;0.2
864;494114 Intermodal container road transp.;2004 2nd quarter;79.4;-0.1;0.1
865;494114 Intermodal container road transp.;2004 3rd quarter;79.6;0.1;0.0
866;494114 Intermodal container road transp.;2004 4th quarter;80.0;0.6;0.9
867;494114 Intermodal container road transp.;2004;79.6;;0.3
868;494114 Intermodal container road transp.;2005 1st quarter;81.8;2.3;2.9
869;494114 Intermodal container road transp.;2005 2nd quarter;82.2;0.4;3.4
870;494114 Intermodal container road transp.;2005 3rd quarter;82.6;0.5;3.8
871;494114 Intermodal container road transp.;2005 4th quarter;83.4;1.0;4.3
872;494114 Intermodal container road transp.;2005;82.5;;3.6
873;494114 Intermodal container road transp.;2006 1st quarter;83.8;0.5;2.4
874;494114 Intermodal container road transp.;2006 2nd quarter;84.2;0.5;2.5
875;494114 Intermodal container road transp.;2006 3rd quarter;84.7;0.5;2.5
876;494114 Intermodal container road transp.;2006 4th quarter;84.8;0.2;1.6
877;494114 Intermodal container road transp.;2006;84.4;;2.3
878;494114 Intermodal container road transp.;2007 1st quarter;86.7;2.2;3.5
879;494114 Intermodal container road transp.;2007 2nd quarter;86.8;0.2;3.1
880;494114 Intermodal container road transp.;2007 3rd quarter;87.7;1.0;3.6
881;494114 Intermodal container road transp.;2007 4th quarter;87.8;0.1;3.5
882;494114 Intermodal container road transp.;2007;87.3;;3.4
883;494114 Intermodal container road transp.;2008 1st quarter;91.6;4.3;5.6
884;494114 Intermodal container road transp.;2008 2nd quarter;91.6;0.0;5.4
885;494114 Intermodal container road transp.;2008 3rd quarter;93.9;2.5;7.0
886;494114 Intermodal container road transp.;2008 4th quarter;93.1;-0.8;6.0
887;494114 Intermodal container road transp.;2008;92.5;;6.0
888;494114 Intermodal container road transp.;2009 1st quarter;90.0;-3.3;-1.7
889;494114 Intermodal container road transp.;2009 2nd quarter;90.1;0.1;-1.6
890;494114 Intermodal container road transp.;2009 3rd quarter;89.0;-1.2;-5.2
891;494114 Intermodal container road transp.;2009 4th quarter;89.2;0.2;-4.2
892;494114 Intermodal container road transp.;2009;89.6;;-3.2
893;494114 Intermodal container road transp.;2010 1st quarter;89.0;-0.2;-1.1
894;494114 Intermodal container road transp.;2010 2nd quarter;90.3;1.5;0.3
895;494114 Intermodal container road transp.;2010 3rd quarter;90.4;0.0;1.5
896;494114 Intermodal container road transp.;2010 4th quarter;90.4;0.0;1.3
897;494114 Intermodal container road transp.;2010;90.0;;0.5
898;494114 Intermodal container road transp.;2011 1st quarter;94.5;4.6;6.2
899;494114 Intermodal container road transp.;2011 2nd quarter;97.3;2.9;7.7
900;494114 Intermodal container road transp.;2011 3rd quarter;97.6;0.3;8.0
901;494114 Intermodal container road transp.;2011 4th quarter;97.6;0.0;8.0
902;494114 Intermodal container road transp.;2011;96.7;;7.5
903;494114 Intermodal container road transp.;2012 1st quarter;98.8;1.2;4.5
904;494114 Intermodal container road transp.;2012 2nd quarter;99.8;1.0;2.6
905;494114 Intermodal container road transp.;2012 3rd quarter;99.7;-0.1;2.2
906;494114 Intermodal container road transp.;2012 4th quarter;99.8;0.1;2.3
907;494114 Intermodal container road transp.;2012;99.5;;2.9
908;494114 Intermodal container road transp.;2013 1st quarter;99.8;0.0;1.0
909;494114 Intermodal container road transp.;2013 2nd quarter;100.6;0.8;0.8
910;494114 Intermodal container road transp.;2013 3rd quarter;100.4;-0.2;0.6
911;494114 Intermodal container road transp.;2013 4th quarter;100.6;0.2;0.8
912;494114 Intermodal container road transp.;2013;100.3;;0.8
913;494114 Intermodal container road transp.;2014 1st quarter;100.4;-0.2;0.6
914;494114 Intermodal container road transp.;2014 2nd quarter;100.1;-0.3;-0.5
915;494114 Intermodal container road transp.;2014 3rd quarter;100.7;0.6;0.3
916;494114 Intermodal container road transp.;2014 4th quarter;100.5;-0.1;0.0
917;494114 Intermodal container road transp.;2014;100.4;;0.1
918;494114 Intermodal container road transp.;2015 1st quarter;99.7;-0.8;-0.6
919;494114 Intermodal container road transp.;2015 2nd quarter;100.2;0.5;0.1
920;494114 Intermodal container road transp.;2015 3rd quarter;100.1;-0.1;-0.5
921;494114 Intermodal container road transp.;2015 4th quarter;99.9;-0.2;-0.6
922;494114 Intermodal container road transp.;2015;100.0;;-0.4
923;494114 Intermodal container road transp.;2016 1st quarter;99.9;0.0;0.2
924;494114 Intermodal container road transp.;2016 2nd quarter;100.0;0.1;-0.2
925;494114 Intermodal container road transp.;2016 3rd quarter;100.1;0.1;-0.1
926;494114 Intermodal container road transp.;2016 4th quarter;100.1;0.0;0.2
927;494114 Intermodal container road transp.;2016;100.0;;0.0
928;494114 Intermodal container road transp.;2017 1st quarter;100.3;0.2;0.4
929;494114 Intermodal container road transp.;2017 2nd quarter;100.3;0.0;0.3
930;494114 Intermodal container road transp.;2017 3rd quarter;100.3;0.0;0.2
931;494114 Intermodal container road transp.;2017 4th quarter;100.9;0.6;0.8
932;494114 Intermodal container road transp.;2017;100.5;;0.4
933;494114 Intermodal container road transp.;2018 1st quarter;102.7;1.9;2.4
934;494114 Intermodal container road transp.;2018 2nd quarter;103.3;0.6;3.0
935;494114 Intermodal container road transp.;2018 3rd quarter;104.1;0.8;3.8
936;494114 Intermodal container road transp.;2018 4th quarter;104.4;0.3;3.5
937;494114 Intermodal container road transp.;2018;103.7;;3.2
938;494114 Intermodal container road transp.;2019 1st quarter;109.2;4.5;6.3
939;494114 Intermodal container road transp.;2019 2nd quarter;109.4;0.2;5.9
940;494114 Intermodal container road transp.;2019 3rd quarter;110.1;0.6;5.8
941;494114 Intermodal container road transp.;2019 4th quarter;110.4;0.3;5.7
942;494114 Intermodal container road transp.;2019;109.8;;5.9
943;494114 Intermodal container road transp.;2020 1st quarter;109.8;-0.5;0.6
944;494114 Intermodal container road transp.;2020 2nd quarter;110.1;0.3;0.6
945;494114 Intermodal container road transp.;2020 3rd quarter;109.9;-0.2;-0.2
946;494114 Intermodal container road transp.;2020 4th quarter;109.8;-0.1;-0.5
947;494114 Intermodal container road transp.;2020;109.9;;0.1
948;494114 Intermodal container road transp.;2021 1st quarter;110.0;0.1;0.1
949;494114 Intermodal container road transp.;2021 2nd quarter;111.1;1.1;0.9
950;494114 Intermodal container road transp.;2021 3rd quarter;112.1;0.9;2.0
951;494114 Intermodal container road transp.;2021 4th quarter;114.5;2.1;4.3
952;494114 Intermodal container road transp.;2021;111.9;;1.8
953;494114 Intermodal container road transp.;2022 1st quarter;120.4;5.2;9.5
954;494114 Intermodal container road transp.;2022 2nd quarter;124.7;3.6;12.2
955;494114 Intermodal container road transp.;2022 3rd quarter;130.0;4.2;15.9
956;494114 Intermodal container road transp.;2022 4th quarter;129.0;-0.8;12.7
957;494114 Intermodal container road transp.;2022;126.1;;12.6
958;494114 Intermodal container road transp.;2023 1st quarter;133.7;3.6;11.0
959;494114 Intermodal container road transp.;2023 2nd quarter;132.1;-1.2;5.9
960;494114 Intermodal container road transp.;2023 3rd quarter;131.9;-0.2;1.4
961;494114 Intermodal container road transp.;2023 4th quarter;132.2;0.3;2.5
962;494114 Intermodal container road transp.;2023;132.5;;5.1
963;494115 Dry road transport services of..;2002 4th quarter;;;
964;494115 Dry road transport services of..;2002;;;
965;494115 Dry road transport services of..;2003 1st quarter;82.6;;
966;494115 Dry road transport services of..;2003 2nd quarter;82.7;0.1;
967;494115 Dry road transport services of..;2003 3rd quarter;82.6;-0.1;
968;494115 Dry road transport services of..;2003 4th quarter;82.6;0.1;
969;494115 Dry road transport services of..;2003;82.6;;
970;494115 Dry road transport services of..;2004 1st quarter;82.1;-0.6;-0.6
971;494115 Dry road transport services of..;2004 2nd quarter;82.3;0.2;-0.5
972;494115 Dry road transport services of..;2004 3rd quarter;82.6;0.5;0.1
973;494115 Dry road transport services of..;2004 4th quarter;83.9;1.6;1.5
974;494115 Dry road transport services of..;2004;82.7;;0.1
975;494115 Dry road transport services of..;2005 1st quarter;84.8;1.1;3.3
976;494115 Dry road transport services of..;2005 2nd quarter;85.0;0.2;3.3
977;494115 Dry road transport services of..;2005 3rd quarter;85.8;0.9;3.8
978;494115 Dry road transport services of..;2005 4th quarter;86.6;0.9;3.2
979;494115 Dry road transport services of..;2005;85.5;;3.4
980;494115 Dry road transport services of..;2006 1st quarter;88.7;2.4;4.5
981;494115 Dry road transport services of..;2006 2nd quarter;89.5;0.9;5.3
982;494115 Dry road transport services of..;2006 3rd quarter;90.1;0.7;5.1
983;494115 Dry road transport services of..;2006 4th quarter;90.3;0.2;4.3
984;494115 Dry road transport services of..;2006;89.6;;4.8
985;494115 Dry road transport services of..;2007 1st quarter;91.4;1.2;3.1
986;494115 Dry road transport services of..;2007 2nd quarter;91.9;0.6;2.8
987;494115 Dry road transport services of..;2007 3rd quarter;91.1;-0.9;1.1
988;494115 Dry road transport services of..;2007 4th quarter;91.0;-0.1;0.8
989;494115 Dry road transport services of..;2007;91.4;;1.9
990;494115 Dry road transport services of..;2008 1st quarter;94.8;4.2;3.7
991;494115 Dry road transport services of..;2008 2nd quarter;96.2;1.4;4.6
992;494115 Dry road transport services of..;2008 3rd quarter;98.2;2.1;7.8
993;494115 Dry road transport services of..;2008 4th quarter;97.2;-1.0;6.8
994;494115 Dry road transport services of..;2008;96.6;;5.7
995;494115 Dry road transport services of..;2009 1st quarter;97.3;0.1;2.6
996;494115 Dry road transport services of..;2009 2nd quarter;96.2;-1.1;0.0
997;494115 Dry road transport services of..;2009 3rd quarter;96.1;0.0;-2.1
998;494115 Dry road transport services of..;2009 4th quarter;96.1;0.0;-1.1
999;494115 Dry road transport services of..;2009;96.4;;-0.2
1000;494115 Dry road transport services of..;2010 1st quarter;95.5;-0.6;-1.8
1001;494115 Dry road transport services of..;2010 2nd quarter;96.1;0.6;-0.1
1002;494115 Dry road transport services of..;2010 3rd quarter;95.8;-0.3;-0.3
1003;494115 Dry road transport services of..;2010 4th quarter;96.0;0.2;-0.1
1004;494115 Dry road transport services of..;2010;95.9;;-0.6
1005;494115 Dry road transport services of..;2011 1st quarter;96.4;0.4;0.9
1006;494115 Dry road transport services of..;2011 2nd quarter;97.6;1.3;1.6
1007;494115 Dry road transport services of..;2011 3rd quarter;97.5;-0.1;1.7
1008;494115 Dry road transport services of..;2011 4th quarter;97.2;-0.3;1.3
1009;494115 Dry road transport services of..;2011;97.2;;1.4
1010;494115 Dry road transport services of..;2012 1st quarter;97.8;0.6;1.5
1011;494115 Dry road transport services of..;2012 2nd quarter;98.8;1.0;1.2
1012;494115 Dry road transport services of..;2012 3rd quarter;98.8;0.0;1.3
1013;494115 Dry road transport services of..;2012 4th quarter;98.9;0.1;1.8
1014;494115 Dry road transport services of..;2012;98.6;;1.4
1015;494115 Dry road transport services of..;2013 1st quarter;99.2;0.2;1.4
1016;494115 Dry road transport services of..;2013 2nd quarter;99.5;0.3;0.7
1017;494115 Dry road transport services of..;2013 3rd quarter;99.6;0.2;0.8
1018;494115 Dry road transport services of..;2013 4th quarter;99.4;-0.3;0.4
1019;494115 Dry road transport services of..;2013;99.4;;0.8
1020;494115 Dry road transport services of..;2014 1st quarter;99.2;-0.1;0.1
1021;494115 Dry road transport services of..;2014 2nd quarter;100.5;1.3;1.0
1022;494115 Dry road transport services of..;2014 3rd quarter;100.5;0.1;0.9
1023;494115 Dry road transport services of..;2014 4th quarter;100.4;-0.2;1.0
1024;494115 Dry road transport services of..;2014;100.2;;0.8
1025;494115 Dry road transport services of..;2015 1st quarter;99.8;-0.6;0.6
1026;494115 Dry road transport services of..;2015 2nd quarter;100.1;0.3;-0.3
1027;494115 Dry road transport services of..;2015 3rd quarter;100.1;0.0;-0.4
1028;494115 Dry road transport services of..;2015 4th quarter;99.9;-0.2;-0.5
1029;494115 Dry road transport services of..;2015;100.0;;-0.2
1030;494115 Dry road transport services of..;2016 1st quarter;99.6;-0.3;-0.2
1031;494115 Dry road transport services of..;2016 2nd quarter;101.2;1.6;1.0
1032;494115 Dry road transport services of..;2016 3rd quarter;101.5;0.3;1.4
1033;494115 Dry road transport services of..;2016 4th quarter;101.3;-0.3;1.4
1034;494115 Dry road transport services of..;2016;100.9;;0.9
1035;494115 Dry road transport services of..;2017 1st quarter;101.3;0.0;1.6
1036;494115 Dry road transport services of..;2017 2nd quarter;101.9;0.6;0.7
1037;494115 Dry road transport services of..;2017 3rd quarter;101.5;-0.3;0.0
1038;494115 Dry road transport services of..;2017 4th quarter;101.7;0.1;0.4
1039;494115 Dry road transport services of..;2017;101.6;;0.7
1040;494115 Dry road transport services of..;2018 1st quarter;103.1;1.4;1.8
1041;494115 Dry road transport services of..;2018 2nd quarter;103.1;0.1;1.2
1042;494115 Dry road transport services of..;2018 3rd quarter;103.4;0.2;1.8
1043;494115 Dry road transport services of..;2018 4th quarter;103.4;0.0;1.7
1044;494115 Dry road transport services of..;2018;103.2;;1.6
1045;494115 Dry road transport services of..;2019 1st quarter;104.2;0.8;1.1
1046;494115 Dry road transport services of..;2019 2nd quarter;104.7;0.4;1.5
1047;494115 Dry road transport services of..;2019 3rd quarter;105.0;0.3;1.6
1048;494115 Dry road transport services of..;2019 4th quarter;105.0;0.0;1.5
1049;494115 Dry road transport services of..;2019;104.7;;1.4
1050;494115 Dry road transport services of..;2020 1st quarter;105.5;0.5;1.2
1051;494115 Dry road transport services of..;2020 2nd quarter;106.4;0.8;1.6
1052;494115 Dry road transport services of..;2020 3rd quarter;106.2;-0.1;1.2
1053;494115 Dry road transport services of..;2020 4th quarter;106.2;0.0;1.1
1054;494115 Dry road transport services of..;2020;106.1;;1.3
1055;494115 Dry road transport services of..;2021 1st quarter;106.8;0.5;1.2
1056;494115 Dry road transport services of..;2021 2nd quarter;107.5;0.6;1.0
1057;494115 Dry road transport services of..;2021 3rd quarter;108.8;1.2;2.4
1058;494115 Dry road transport services of..;2021 4th quarter;109.8;0.9;3.4
1059;494115 Dry road transport services of..;2021;108.2;;2.0
1060;494115 Dry road transport services of..;2022 1st quarter;113.5;3.4;6.3
1061;494115 Dry road transport services of..;2022 2nd quarter;119.4;5.2;11.1
1062;494115 Dry road transport services of..;2022 3rd quarter;120.4;0.8;10.7
1063;494115 Dry road transport services of..;2022 4th quarter;120.8;0.3;10.0
1064;494115 Dry road transport services of..;2022;118.5;;9.5
1065;494115 Dry road transport services of..;2023 1st quarter;124.9;3.4;10.1
1066;494115 Dry road transport services of..;2023 2nd quarter;125.5;0.5;5.1
1067;494115 Dry road transport services of..;2023 3rd quarter;127.1;1.3;5.6
1068;494115 Dry road transport services of..;2023 4th quarter;128.3;0.9;6.2
1069;494115 Dry road transport services of..;2023;126.4;;6.7
1070;49411B Other road transport services;2002 4th quarter;;;
1071;49411B Other road transport services;2002;;;
1072;49411B Other road transport services;2003 1st quarter;80.1;;
1073;49411B Other road transport services;2003 2nd quarter;80.7;0.8;
1074;49411B Other road transport services;2003 3rd quarter;80.7;0.1;
1075;49411B Other road transport services;2003 4th quarter;80.8;0.1;
1076;49411B Other road transport services;2003;80.6;;
1077;49411B Other road transport services;2004 1st quarter;81.3;0.6;1.6
1078;49411B Other road transport services;2004 2nd quarter;81.9;0.7;1.5
1079;49411B Other road transport services;2004 3rd quarter;82.1;0.2;1.7
1080;49411B Other road transport services;2004 4th quarter;82.9;0.9;2.5
1081;49411B Other road transport services;2004;82.1;;1.8
1082;49411B Other road transport services;2005 1st quarter;84.5;2.0;3.9
1083;49411B Other road transport services;2005 2nd quarter;84.8;0.3;3.5
1084;49411B Other road transport services;2005 3rd quarter;85.1;0.4;3.7
1085;49411B Other road transport services;2005 4th quarter;85.3;0.2;2.9
1086;49411B Other road transport services;2005;85.0;;3.5
1087;49411B Other road transport services;2006 1st quarter;86.9;1.8;2.8
1088;49411B Other road transport services;2006 2nd quarter;87.0;0.1;2.5
1089;49411B Other road transport services;2006 3rd quarter;87.2;0.3;2.5
1090;49411B Other road transport services;2006 4th quarter;86.8;-0.5;1.8
1091;49411B Other road transport services;2006;87.0;;2.4
1092;49411B Other road transport services;2007 1st quarter;88.3;1.7;1.6
1093;49411B Other road transport services;2007 2nd quarter;89.0;0.8;2.3
1094;49411B Other road transport services;2007 3rd quarter;89.2;0.2;2.2
1095;49411B Other road transport services;2007 4th quarter;89.7;0.6;3.3
1096;49411B Other road transport services;2007;89.0;;2.4
1097;49411B Other road transport services;2008 1st quarter;92.0;2.5;4.2
1098;49411B Other road transport services;2008 2nd quarter;92.9;1.0;4.4
1099;49411B Other road transport services;2008 3rd quarter;94.1;1.3;5.5
1100;49411B Other road transport services;2008 4th quarter;93.4;-0.7;4.2
1101;49411B Other road transport services;2008;93.1;;4.6
1102;49411B Other road transport services;2009 1st quarter;93.6;0.1;1.7
1103;49411B Other road transport services;2009 2nd quarter;92.8;-0.8;-0.1
1104;49411B Other road transport services;2009 3rd quarter;92.3;-0.6;-1.9
1105;49411B Other road transport services;2009 4th quarter;92.6;0.3;-0.9
1106;49411B Other road transport services;2009;92.8;;-0.3
1107;49411B Other road transport services;2010 1st quarter;93.0;0.4;-0.6
1108;49411B Other road transport services;2010 2nd quarter;93.5;0.6;0.8
1109;49411B Other road transport services;2010 3rd quarter;93.7;0.2;1.5
1110;49411B Other road transport services;2010 4th quarter;94.0;0.3;1.5
1111;49411B Other road transport services;2010;93.5;;0.8
1112;49411B Other road transport services;2011 1st quarter;95.9;2.1;3.2
1113;49411B Other road transport services;2011 2nd quarter;98.0;2.2;4.8
1114;49411B Other road transport services;2011 3rd quarter;97.4;-0.6;4.0
1115;49411B Other road transport services;2011 4th quarter;97.8;0.4;4.1
1116;49411B Other road transport services;2011;97.3;;4.0
1117;49411B Other road transport services;2012 1st quarter;98.7;0.9;2.9
1118;49411B Other road transport services;2012 2nd quarter;99.3;0.6;1.4
1119;49411B Other road transport services;2012 3rd quarter;99.4;0.1;2.1
1120;49411B Other road transport services;2012 4th quarter;99.9;0.5;2.1
1121;49411B Other road transport services;2012;99.4;;2.1
1122;49411B Other road transport services;2013 1st quarter;100.8;0.9;2.1
1123;49411B Other road transport services;2013 2nd quarter;100.2;-0.6;0.9
1124;49411B Other road transport services;2013 3rd quarter;99.9;-0.3;0.5
1125;49411B Other road transport services;2013 4th quarter;99.9;0.0;0.0
1126;49411B Other road transport services;2013;100.2;;0.9
1127;49411B Other road transport services;2014 1st quarter;100.5;0.5;-0.3
1128;49411B Other road transport services;2014 2nd quarter;100.5;0.0;0.3
1129;49411B Other road transport services;2014 3rd quarter;100.5;0.1;0.6
1130;49411B Other road transport services;2014 4th quarter;100.4;-0.1;0.5
1131;49411B Other road transport services;2014;100.5;;0.3
1132;49411B Other road transport services;2015 1st quarter;100.0;-0.4;-0.4
1133;49411B Other road transport services;2015 2nd quarter;100.1;0.0;-0.4
1134;49411B Other road transport services;2015 3rd quarter;100.1;0.0;-0.4
1135;49411B Other road transport services;2015 4th quarter;99.8;-0.3;-0.7
1136;49411B Other road transport services;2015;100.0;;-0.5
1137;49411B Other road transport services;2016 1st quarter;99.8;0.0;-0.3
1138;49411B Other road transport services;2016 2nd quarter;100.2;0.4;0.1
1139;49411B Other road transport services;2016 3rd quarter;100.3;0.1;0.2
1140;49411B Other road transport services;2016 4th quarter;100.5;0.1;0.7
1141;49411B Other road transport services;2016;100.2;;0.2
1142;49411B Other road transport services;2017 1st quarter;101.6;1.1;1.8
1143;49411B Other road transport services;2017 2nd quarter;102.0;0.4;1.8
1144;49411B Other road transport services;2017 3rd quarter;102.0;0.0;1.6
1145;49411B Other road transport services;2017 4th quarter;102.2;0.3;1.8
1146;49411B Other road transport services;2017;101.9;;1.7
1147;49411B Other road transport services;2018 1st quarter;104.1;1.8;2.5
1148;49411B Other road transport services;2018 2nd quarter;104.6;0.5;2.5
1149;49411B Other road transport services;2018 3rd quarter;105.0;0.4;3.0
1150;49411B Other road transport services;2018 4th quarter;105.5;0.5;3.2
1151;49411B Other road transport services;2018;104.8;;2.8
1152;49411B Other road transport services;2019 1st quarter;108.2;2.6;3.9
1153;49411B Other road transport services;2019 2nd quarter;108.8;0.6;4.1
1154;49411B Other road transport services;2019 3rd quarter;108.8;0.0;3.6
1155;49411B Other road transport services;2019 4th quarter;109.1;0.3;3.4
1156;49411B Other road transport services;2019;108.7;;3.8
1157;49411B Other road transport services;2020 1st quarter;110.1;0.9;1.8
1158;49411B Other road transport services;2020 2nd quarter;109.4;-0.6;0.5
1159;49411B Other road transport services;2020 3rd quarter;109.4;0.0;0.5
1160;49411B Other road transport services;2020 4th quarter;109.5;0.1;0.4
1161;49411B Other road transport services;2020;109.6;;0.8
1162;49411B Other road transport services;2021 1st quarter;110.1;0.6;0.1
1163;49411B Other road transport services;2021 2nd quarter;111.9;1.6;2.3
1164;49411B Other road transport services;2021 3rd quarter;113.2;1.1;3.5
1165;49411B Other road transport services;2021 4th quarter;115.1;1.7;5.1
1166;49411B Other road transport services;2021;112.6;;2.7
1167;49411B Other road transport services;2022 1st quarter;121.5;5.6;10.3
1168;49411B Other road transport services;2022 2nd quarter;127.3;4.8;13.8
1169;49411B Other road transport services;2022 3rd quarter;128.1;0.6;13.2
1170;49411B Other road transport services;2022 4th quarter;129.2;0.9;12.3
1171;49411B Other road transport services;2022;126.5;;12.4
1172;49411B Other road transport services;2023 1st quarter;134.3;3.9;10.5
1173;49411B Other road transport services;2023 2nd quarter;133.3;-0.7;4.7
1174;49411B Other road transport services;2023 3rd quarter;134.4;0.8;4.9
1175;49411B Other road transport services;2023 4th quarter;135.3;0.7;4.7
1176;49411B Other road transport services;2023;134.3;;6.2
1177;4942 Removal services;2002 4th quarter;;;
1178;4942 Removal services;2002;;;
1179;4942 Removal services;2003 1st quarter;;;
1180;4942 Removal services;2003 2nd quarter;;;
1181;4942 Removal services;2003 3rd quarter;;;
1182;4942 Removal services;2003 4th quarter;;;
1183;4942 Removal services;2003;;;
1184;4942 Removal services;2004 1st quarter;;;
1185;4942 Removal services;2004 2nd quarter;;;
1186;4942 Removal services;2004 3rd quarter;;;
1187;4942 Removal services;2004 4th quarter;;;
1188;4942 Removal services;2004;;;
1189;4942 Removal services;2005 1st quarter;;;
1190;4942 Removal services;2005 2nd quarter;;;
