ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
56;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2000;3319.0;41802.0;598534.0;14.3;0.1;0.0;0.0;6.4;19.1;38.0;29.1;6.2;0.9;0.2;0.0;0.0
57;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2004;2451.0;39739.0;567664.0;14.3;0.7;0.0;0.0;13.5;18.8;36.3;23.9;5.2;1.5;0.3;0.0;0.0
58;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2008;2057.0;36435.0;654210.0;17.9;0.1;0.0;0.0;5.0;18.1;43.5;29.8;3.0;0.3;0.1;0.0;0.0
59;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2012;2224.0;37567.0;949186.0;24.2;0.9;0.0;0.0;5.7;15.0;39.2;32.8;6.0;0.3;0.1;0.0;0.0
60;Totaal gewasbeschermingsmiddelen;Snijmaïs;1995;39085.0;219217.0;680642.0;3.1;0.0;0.0;0.0;3.2;42.2;51.2;3.0;0.0;0.0;0.4;0.0;0.0
61;Totaal gewasbeschermingsmiddelen;Snijmaïs;1998;35922.0;219940.0;431965.0;2.0;0.1;0.0;0.0;7.3;43.6;40.1;8.4;0.3;0.0;0.1;0.0;0.0
62;Totaal gewasbeschermingsmiddelen;Snijmaïs;2000;31236.0;205321.0;162769.0;0.8;1.2;0.0;0.0;1.1;34.5;61.0;2.2;0.0;0.0;0.0;0.0;0.0
63;Totaal gewasbeschermingsmiddelen;Snijmaïs;2004;27022.0;219897.0;183083.0;0.8;3.3;0.0;0.0;1.8;21.1;69.7;2.3;0.0;0.0;1.8;0.0;0.0
64;Totaal gewasbeschermingsmiddelen;Snijmaïs;2008;24669.0;206364.0;221574.0;0.9;0.0;0.0;0.0;16.9;54.1;29.0;0.0;0.0;0.0;0.0;0.0;0.0
65;Totaal gewasbeschermingsmiddelen;Snijmaïs;2012;24654.0;222431.0;276688.0;1.2;0.0;0.0;0.0;0.0;41.6;51.1;6.9;0.4;0.0;0.0;0.0;0.0
66;Totaal gewasbeschermingsmiddelen;Suikerbieten;1995;19189.0;116081.0;414059.0;3.6;0.7;0.0;0.0;30.1;50.8;14.0;3.8;0.2;0.3;0.1;0.0;0.0
67;Totaal gewasbeschermingsmiddelen;Suikerbieten;1998;18256.0;113032.0;394651.0;3.5;1.6;0.0;0.0;14.7;56.5;23.1;1.9;1.3;0.9;0.0;0.0;0.0
68;Totaal gewasbeschermingsmiddelen;Suikerbieten;2000;17098.0;110981.0;394753.0;3.6;1.1;0.0;0.0;23.9;58.8;15.0;0.5;0.4;0.3;0.0;0.0;0.0
69;Totaal gewasbeschermingsmiddelen;Suikerbieten;2004;13924.0;97366.0;331355.0;3.4;4.3;0.0;0.0;32.2;51.0;11.6;0.4;0.2;0.2;0.0;0.0;0.0
70;Totaal gewasbeschermingsmiddelen;Suikerbieten;2008;9198.0;67630.0;326343.0;4.5;0.5;0.0;0.0;23.2;58.0;12.7;1.4;3.1;1.1;0.0;0.0;0.0
71;Totaal gewasbeschermingsmiddelen;Suikerbieten;2012;8119.0;70979.0;331656.0;4.6;3.9;0.0;0.0;30.6;42.7;12.2;2.2;5.9;2.5;0.0;0.0;0.0
72;Totaal gewasbeschermingsmiddelen;Veldbonen;1995;;;;;;;;;;;;;;;;
73;Totaal gewasbeschermingsmiddelen;Veldbonen;1998;;;;;;;;;;;;;;;;
74;Totaal gewasbeschermingsmiddelen;Veldbonen;2000;147.0;679.0;1828.0;2.7;8.5;0.0;0.0;9.0;15.9;13.7;24.7;15.5;12.7;0.0;0.0;0.0
75;Totaal gewasbeschermingsmiddelen;Veldbonen;2004;;;;;;;;;;;;;;;;
76;Totaal gewasbeschermingsmiddelen;Veldbonen;2008;;;;;;;;;;;;;;;;
77;Totaal gewasbeschermingsmiddelen;Veldbonen;2012;;;;;;;;;;;;;;;;
78;Totaal gewasbeschermingsmiddelen;Vlas;1995;;;;;;;;;;;;;;;;
79;Totaal gewasbeschermingsmiddelen;Vlas;1998;;;;;;;;;;;;;;;;
80;Totaal gewasbeschermingsmiddelen;Vlas;2000;684.0;4379.0;7357.0;1.7;6.3;0.0;0.0;26.3;65.3;2.1;0.0;0.0;0.0;0.0;0.0;0.0
81;Totaal gewasbeschermingsmiddelen;Vlas;2004;595.0;4461.0;7916.0;1.8;18.6;0.0;0.0;14.9;62.8;3.0;0.7;0.0;0.0;0.0;0.0;0.0
82;Totaal gewasbeschermingsmiddelen;Vlas;2008;352.0;2562.0;3883.0;1.5;1.5;0.0;0.0;35.3;60.3;2.9;0.0;0.0;0.0;0.0;0.0;0.0
83;Totaal gewasbeschermingsmiddelen;Vlas;2012;258.0;2031.0;3463.0;1.7;15.8;0.0;0.0;1.9;74.4;1.7;0.0;1.0;3.1;2.0;0.0;0.0
84;Totaal gewasbeschermingsmiddelen;Wintertarwe;1995;12354.0;125599.0;336308.0;2.7;4.4;0.0;0.0;40.7;30.4;19.3;3.1;0.4;0.2;1.5;0.0;0.0
85;Totaal gewasbeschermingsmiddelen;Wintertarwe;1998;11763.0;128276.0;404308.0;3.2;15.8;0.0;0.0;44.6;29.0;10.0;0.3;0.0;0.2;0.0;0.0;0.0
86;Totaal gewasbeschermingsmiddelen;Wintertarwe;2000;11553.0;120510.0;328333.0;2.7;8.1;0.0;0.0;51.5;29.0;7.6;1.8;0.9;0.1;1.0;0.0;0.0
87;Totaal gewasbeschermingsmiddelen;Wintertarwe;2004;10038.0;117224.0;365017.0;3.1;7.8;0.0;0.0;44.2;21.6;5.8;1.2;0.9;0.4;18.1;0.0;0.0
88;Totaal gewasbeschermingsmiddelen;Wintertarwe;2008;9396.0;137559.0;409017.0;2.9;15.8;0.0;0.0;32.9;31.0;3.2;1.3;0.2;1.0;14.7;0.0;0.0
89;Totaal gewasbeschermingsmiddelen;Wintertarwe;2012;8023.0;122712.0;287710.0;2.1;11.7;0.0;0.0;29.2;45.3;6.4;1.0;2.6;1.8;2.1;0.0;0.0
90;Totaal gewasbeschermingsmiddelen;Zaaiuien;1995;3030.0;11659.0;201357.0;17.3;1.5;0.0;0.0;15.8;11.2;17.0;34.0;19.6;0.8;0.0;0.0;0.0
91;Totaal gewasbeschermingsmiddelen;Zaaiuien;1998;2985.0;13225.0;306386.0;23.2;0.8;0.0;0.0;6.8;9.9;19.8;32.0;27.5;3.1;0.0;0.0;0.0
92;Totaal gewasbeschermingsmiddelen;Zaaiuien;2000;2968.0;13988.0;297914.0;21.3;1.2;0.0;0.0;12.6;8.1;18.6;34.5;24.6;0.5;0.0;0.0;0.0
93;Totaal gewasbeschermingsmiddelen;Zaaiuien;2004;3172.0;19888.0;412293.0;20.7;0.9;0.0;0.0;7.2;4.0;23.8;39.0;25.1;0.0;0.0;0.0;0.0
94;Totaal gewasbeschermingsmiddelen;Zaaiuien;2008;2861.0;20301.0;446413.0;22.0;0.0;0.0;0.0;4.6;8.9;17.5;41.8;26.7;0.5;0.0;0.0;0.0
95;Totaal gewasbeschermingsmiddelen;Zaaiuien;2012;2665.0;20559.0;393743.0;18.8;1.5;0.0;0.0;8.6;8.2;18.3;34.6;28.6;0.1;0.0;0.0;0.0
96;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;1995;3735.0;61345.0;652277.0;10.6;0.5;0.0;0.0;8.3;12.8;13.2;32.4;19.8;11.6;1.4;0.0;0.0
97;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;1998;3516.0;56962.0;627750.0;11.0;0.6;0.0;0.0;6.6;9.2;21.1;32.4;20.6;9.2;0.3;0.0;0.0
98;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2000;2918.0;50958.0;616715.0;12.1;0.0;0.0;0.0;5.0;10.4;29.8;30.1;19.9;4.8;0.0;0.0;0.0
99;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2004;2163.0;51496.0;652646.0;12.7;0.4;0.0;0.0;6.3;5.4;37.6;34.1;12.4;3.7;0.2;0.0;0.0
100;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2008;1741.0;46034.0;675961.0;14.7;0.3;0.0;0.0;4.2;7.4;28.3;34.7;18.9;5.9;0.3;0.0;0.0
101;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2012;1390.0;41941.0;547097.0;12.6;0.9;0.0;0.0;2.9;7.6;26.6;36.9;17.7;7.0;0.3;0.0;0.0
102;Totaal gewasbeschermingsmiddelen;Zomertarwe;1995;;;;;;;;;;;;;;;;
103;Totaal gewasbeschermingsmiddelen;Zomertarwe;1998;;;;;;;;;;;;;;;;
104;Totaal gewasbeschermingsmiddelen;Zomertarwe;2000;;;;;;;;;;;;;;;;
105;Totaal gewasbeschermingsmiddelen;Zomertarwe;2004;3386.0;19420.0;35703.0;1.7;0.3;0.0;0.0;1.5;70.3;25.4;0.8;1.7;0.0;0.0;0.0;0.0
106;Totaal gewasbeschermingsmiddelen;Zomertarwe;2008;2353.0;15542.0;28360.0;1.8;0.0;0.0;0.0;5.4;50.6;29.6;0.0;12.0;2.5;0.0;0.0;0.0
107;Totaal gewasbeschermingsmiddelen;Zomertarwe;2012;1731.0;13484.0;21448.0;1.4;7.4;0.0;0.0;2.4;64.1;14.7;0.0;10.6;0.8;0.0;0.0;0.0
108;Totaal gewasbeschermingsmiddelen;Zomergerst;1995;6907.0;32480.0;51184.0;1.6;0.2;0.0;0.0;6.4;68.1;19.8;4.6;0.7;0.0;0.2;0.0;0.0
109;Totaal gewasbeschermingsmiddelen;Zomergerst;1998;6626.0;36658.0;45252.0;1.2;0.7;0.0;0.0;5.9;74.5;16.4;0.4;0.0;2.0;0.0;0.0;0.0
110;Totaal gewasbeschermingsmiddelen;Zomergerst;2000;3113.0;43537.0;59749.0;1.4;0.1;0.0;0.0;3.2;62.5;31.8;1.1;0.3;0.0;1.0;0.0;0.0
111;Totaal gewasbeschermingsmiddelen;Zomergerst;2004;6160.0;43259.0;56471.0;1.3;0.0;0.0;0.0;9.1;71.8;17.0;2.1;0.1;0.0;0.0;0.0;0.0
112;Totaal gewasbeschermingsmiddelen;Zomergerst;2008;4959.0;43981.0;60195.0;1.3;1.8;0.0;0.0;4.7;59.8;28.9;0.3;4.5;0.0;0.0;0.0;0.0
113;Totaal gewasbeschermingsmiddelen;Zomergerst;2012;2936.0;23636.0;31972.0;1.2;1.4;0.0;0.0;0.9;84.8;12.1;0.0;0.0;0.8;0.0;0.0;0.0
114;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;1995;;37210.0;164378.0;4.4;0.6;0.0;0.0;4.5;18.6;16.1;19.2;19.9;14.1;7.0;0.0;0.0
115;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;1998;;34165.0;181632.0;5.3;1.3;0.0;0.0;5.1;14.0;14.5;21.4;24.4;14.8;4.6;0.0;0.0
116;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2000;;28186.0;158098.0;5.6;0.7;0.0;0.0;4.0;17.7;20.9;17.2;21.2;13.3;5.2;0.0;0.0
117;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2004;;31778.0;150388.0;4.7;1.0;0.0;0.0;5.2;16.4;19.1;20.1;17.8;12.6;7.9;0.0;0.0
118;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2008;;27100.0;99868.0;3.2;1.1;0.0;0.0;5.8;21.9;19.0;19.7;19.8;10.1;2.5;0.0;0.0
119;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2012;;27660.0;130369.0;4.1;3.5;0.0;0.0;4.5;24.0;15.3;23.4;15.3;10.3;3.7;0.0;0.0
120;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);1995;1491.0;1763.0;17237.0;9.8;0.9;0.0;0.0;6.5;17.7;16.5;14.7;17.3;16.4;9.9;0.0;0.0
121;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);1998;1310.0;1968.0;16701.0;8.5;5.1;0.0;0.0;7.4;19.6;15.7;17.4;16.5;9.2;9.1;0.0;0.0
122;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2000;1005.0;1746.0;15687.0;9.0;2.1;0.0;0.0;11.3;25.0;22.2;14.2;12.7;9.0;3.4;0.0;0.0
123;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2004;713.0;2012.0;21427.0;10.1;2.9;0.0;0.0;6.6;17.8;18.7;18.2;13.9;9.7;12.1;0.0;0.0
124;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2008;334.0;1200.0;7278.0;5.8;1.4;0.0;0.0;8.1;23.7;22.1;20.7;16.1;5.7;2.2;0.0;0.0
125;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2012;321.0;1299.0;15476.0;10.4;5.6;0.0;0.0;5.7;18.4;26.3;24.3;17.2;2.2;0.3;0.0;0.0
126;Totaal gewasbeschermingsmiddelen;Asperges;1995;1789.0;2324.0;14099.0;6.1;1.7;0.0;0.0;3.4;4.4;17.9;17.2;33.0;20.3;2.1;0.0;0.0
127;Totaal gewasbeschermingsmiddelen;Asperges;1998;1591.0;2304.0;15230.0;6.6;1.6;0.0;0.0;1.5;5.3;16.5;17.5;38.6;18.4;0.6;0.0;0.0
128;Totaal gewasbeschermingsmiddelen;Asperges;2000;1370.0;2084.0;17347.0;8.3;1.1;0.0;0.0;1.2;6.8;20.1;17.2;39.1;14.4;0.0;0.0;0.0
129;Totaal gewasbeschermingsmiddelen;Asperges;2004;954.0;2275.0;9751.0;4.1;2.2;0.0;0.0;4.9;4.3;22.6;18.5;30.4;17.0;0.0;0.0;0.0
130;Totaal gewasbeschermingsmiddelen;Asperges;2008;525.0;1738.0;13931.0;5.6;0.2;0.0;0.0;0.3;5.5;16.7;25.5;34.4;17.4;0.0;0.0;0.0
131;Totaal gewasbeschermingsmiddelen;Asperges;2012;499.0;2190.0;10654.0;3.7;0.0;0.0;0.0;0.2;7.7;8.9;32.6;32.9;17.7;0.0;0.0;0.0
132;Totaal gewasbeschermingsmiddelen;Bloemkool;1995;;;;;;;;;;;;;;;;
133;Totaal gewasbeschermingsmiddelen;Bloemkool;1998;;;;;;;;;;;;;;;;
134;Totaal gewasbeschermingsmiddelen;Bloemkool;2000;;;;;;;;;;;;;;;;
135;Totaal gewasbeschermingsmiddelen;Bloemkool;2004;395.0;2292.0;2760.0;1.2;11.9;0.0;0.0;10.9;10.2;17.1;26.0;11.0;5.7;7.3;0.0;0.0
136;Totaal gewasbeschermingsmiddelen;Bloemkool;2008;306.0;2480.0;2951.0;1.2;2.6;0.0;0.0;13.7;15.6;11.5;25.6;15.3;9.8;5.7;0.0;0.0
137;Totaal gewasbeschermingsmiddelen;Bloemkool;2012;262.0;2205.0;3337.0;1.5;7.1;0.0;0.0;7.0;13.0;13.0;27.8;15.5;12.1;4.4;0.0;0.0
138;Totaal gewasbeschermingsmiddelen;Broccoli;1995;;;;;;;;;;;;;;;;
139;Totaal gewasbeschermingsmiddelen;Broccoli;1998;;;;;;;;;;;;;;;;
140;Totaal gewasbeschermingsmiddelen;Broccoli;2000;;;;;;;;;;;;;;;;
141;Totaal gewasbeschermingsmiddelen;Broccoli;2004;;;;;;;;;;;;;;;;
142;Totaal gewasbeschermingsmiddelen;Broccoli;2008;;;;;;;;;;;;;;;;
143;Totaal gewasbeschermingsmiddelen;Broccoli;2012;110.0;1767.0;1628.0;0.9;12.5;0.0;0.0;16.8;14.9;21.5;17.0;14.3;2.3;0.6;0.0;0.0
144;Totaal gewasbeschermingsmiddelen;Prei;1995;1663.0;3854.0;27099.0;7.0;1.2;0.0;0.0;2.2;4.3;6.2;21.3;21.2;22.7;20.9;0.0;0.0
145;Totaal gewasbeschermingsmiddelen;Prei;1998;1360.0;3641.0;30114.0;8.3;3.5;0.0;0.0;6.3;3.5;9.5;14.4;17.8;28.3;16.7;0.0;0.0
146;Totaal gewasbeschermingsmiddelen;Prei;2000;1035.0;3184.0;24133.0;7.6;2.4;0.0;0.0;1.8;2.2;6.8;13.7;26.3;27.2;19.6;0.0;0.0
147;Totaal gewasbeschermingsmiddelen;Prei;2004;721.0;3007.0;22741.0;7.5;0.5;0.0;0.0;1.8;1.4;3.9;15.1;22.0;30.4;24.7;0.0;0.0
148;Totaal gewasbeschermingsmiddelen;Prei;2008;473.0;2510.0;7047.0;2.3;2.0;0.0;0.0;3.8;12.4;12.4;20.5;25.2;18.9;4.8;0.0;0.0
149;Totaal gewasbeschermingsmiddelen;Prei;2012;323.0;2133.0;11703.0;4.8;4.9;0.0;0.0;3.5;9.4;14.2;22.7;12.7;12.8;19.7;0.0;0.0
150;Totaal gewasbeschermingsmiddelen;Schorseneren;1995;458.0;1480.0;20052.0;13.5;0.0;0.0;0.0;8.1;10.4;5.4;30.9;31.2;12.7;1.2;0.0;0.0
151;Totaal gewasbeschermingsmiddelen;Schorseneren;1998;477.0;1839.0;24441.0;13.3;0.0;0.0;0.0;4.5;8.8;14.9;40.8;25.5;5.5;0.0;0.0;0.0
