ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijven_1;WerkzamePersonenFTEGemiddeld_2;Bedrijfsopbrengsten_3;TotaleBedrijfslasten_4;InkoopwaardeOmzet_5;PersoneleKosten_6;OverigeBedrijfslasten_7;Bedrijfsresultaat_8;ToegevoegdeWaarde_9
0;1;A Landbouw, bosbouw en visserij;2009;69.0;26.0;22.0;19.0;;13.0;24.0;36.0;23.0
1;1;01 Landbouw;2009;69.0;26.0;22.0;19.0;;13.0;24.0;36.0;23.0
2;1;B Delfstoffenwinning;2009;30.0;1.0;0.0;0.0;;1.0;0.0;0.0;0.0
3;1;06 Winning van aardolie en aardgas;2009;28.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0
4;1;08 Delfstoffenwinning (geen olie en gas);2009;17.0;2.0;2.0;1.0;;1.0;2.0;3.0;2.0
5;1;09 Dienstverlening delfstoffenwinning;2009;49.0;1.0;1.0;1.0;;1.0;0.0;0.0;0.0
6;1;C Industrie;2009;46.0;3.0;1.0;1.0;;2.0;2.0;3.0;2.0
7;1;10 Voedingsmiddelenindustrie;2009;18.0;2.0;1.0;1.0;;1.0;1.0;1.0;1.0
8;1;11 Drankenindustrie;2009;35.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0
9;1;12 Tabaksindustrie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;1;13 Textielindustrie;2009;52.0;6.0;3.0;3.0;;4.0;4.0;11.0;5.0
11;1;14 Kledingindustrie;2009;74.0;32.0;24.0;23.0;;21.0;28.0;37.0;26.0
12;1;15 Leer- en schoenenindustrie;2009;50.0;13.0;10.0;10.0;;10.0;10.0;10.0;10.0
13;1;16 Houtindustrie;2009;45.0;6.0;4.0;3.0;;3.0;5.0;12.0;5.0
14;1;17 Papierindustrie;2009;18.0;1.0;0.0;0.0;;0.0;0.0;1.0;0.0
15;1;18 Grafische industrie;2009;40.0;6.0;5.0;4.0;;5.0;5.0;18.0;6.0
16;1;19 Aardolie-industrie;2009;;;;;;;;;
17;1;20 Chemische industrie;2009;21.0;1.0;0.0;0.0;;0.0;0.0;1.0;0.0
18;1;21 Farmaceutische industrie;2009;24.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0
19;1;22 Rubber- en kunststofproductindustrie;2009;24.0;2.0;1.0;1.0;;1.0;1.0;2.0;1.0
20;1;23 Bouwmaterialenindustrie;2009;48.0;3.0;2.0;2.0;;2.0;2.0;4.0;2.0
21;1;24 Basismetaalindustrie;2009;25.0;1.0;1.0;1.0;;1.0;0.0;-1.0;1.0
22;1;25 Metaalproductenindustrie;2009;49.0;6.0;3.0;3.0;;3.0;5.0;8.0;5.0
23;1;26 Elektrotechnische industrie;2009;43.0;2.0;2.0;2.0;;2.0;2.0;1.0;2.0
24;1;27 Elektrische apparatenindustrie;2009;46.0;3.0;2.0;2.0;;2.0;2.0;4.0;2.0
25;1;28 Machine-industrie;2009;29.0;2.0;2.0;1.0;;1.0;1.0;4.0;2.0
26;1;29 Auto- en aanhangwagenindustrie;2009;31.0;1.0;1.0;1.0;;1.0;1.0;0.0;1.0
27;1;30 Overige transportmiddelenindustrie;2009;47.0;3.0;2.0;2.0;;2.0;9.0;-17.0;0.0
28;1;31 Meubelindustrie;2009;67.0;15.0;11.0;11.0;;7.0;13.0;-3.0;5.0
29;1;32 Overige industrie;2009;53.0;2.0;4.0;4.0;;2.0;9.0;13.0;7.0
30;1;33 Reparatie en installatie van machines;2009;53.0;6.0;6.0;5.0;;4.0;4.0;13.0;6.0
31;1;D Energievoorziening;2009;29.0;1.0;0.0;0.0;;0.0;1.0;1.0;0.0
32;1;35 Energiebedrijven;2009;29.0;1.0;0.0;0.0;;0.0;1.0;1.0;0.0
33;1;E Waterleidingbedrijven en afvalbeheer;2009;29.0;2.0;2.0;2.0;;1.0;2.0;1.0;1.0
34;1;36 Waterleidingbedrijven;2009;21.0;0.0;1.0;1.0;;0.0;2.0;0.0;0.0
35;1;37 Afvalwaterinzameling en -behandeling;2009;44.0;1.0;1.0;1.0;;0.0;1.0;10.0;1.0
36;1;38 Afvalbehandeling en recycling;2009;25.0;2.0;2.0;2.0;;1.0;2.0;1.0;1.0
37;1;39 Sanering en overig afvalbeheer;2009;35.0;4.0;3.0;2.0;;2.0;3.0;16.0;4.0
38;1;F Bouwnijverheid;2009;70.0;17.0;10.0;8.0;;7.0;13.0;29.0;13.0
39;1;41 Algemene bouw en projectontwikkeling;2009;74.0;20.0;9.0;8.0;;8.0;16.0;31.0;14.0
40;1;42 Grond-, water-  en wegenbouw;2009;58.0;6.0;3.0;2.0;;2.0;2.0;10.0;4.0
41;1;43 Gespecialiseerde bouw;2009;69.0;17.0;13.0;11.0;;8.0;16.0;33.0;15.0
42;1;G Handel;2009;47.0;8.0;4.0;4.0;;4.0;5.0;7.0;5.0
43;1;45 Autohandel en -reparatie;2009;50.0;11.0;6.0;6.0;;6.0;5.0;16.0;6.0
44;1;46 Groothandel en handelsbemiddeling;2009;47.0;7.0;3.0;3.0;;4.0;4.0;5.0;4.0
45;1;47 Detailhandel (niet in auto's);2009;46.0;8.0;5.0;5.0;;4.0;6.0;10.0;6.0
46;1;H Vervoer en opslag;2009;45.0;3.0;2.0;2.0;;2.0;3.0;6.0;3.0
47;1;49 Vervoer over land;2009;43.0;3.0;3.0;2.0;;1.0;4.0;6.0;2.0
48;1;50 Vervoer over water;2009;26.0;6.0;4.0;4.0;;4.0;4.0;6.0;5.0
49;1;51 Vervoer door de lucht;2009;52.0;0.0;0.0;0.0;;0.0;0.0;-1.0;0.0
50;1;52 Opslag, dienstverlening voor vervoer;2009;43.0;2.0;2.0;2.0;;1.0;2.0;3.0;2.0
51;1;53 Post en koeriers;2009;73.0;5.0;3.0;3.0;;2.0;4.0;7.0;3.0
52;1;I Horeca;2009;31.0;7.0;6.0;5.0;;4.0;6.0;10.0;5.0
53;1;55 Logiesverstrekking;2009;29.0;4.0;3.0;2.0;;2.0;3.0;7.0;3.0
54;1;56 Restaurants en cafés;2009;31.0;8.0;7.0;6.0;;5.0;8.0;11.0;6.0
55;1;J Informatie en communicatie;2009;68.0;11.0;5.0;5.0;;4.0;6.0;8.0;5.0
56;1;58 Uitgeverijen;2009;49.0;5.0;3.0;4.0;;2.0;4.0;-1.0;2.0
57;1;"59 Film- en tv-productie; geluidsopname";2009;78.0;34.0;22.0;20.0;;18.0;26.0;38.0;24.0
58;1;60 Radio- en televisieomroepen;2009;40.0;1.0;0.0;0.0;;0.0;1.0;-2.0;0.0
59;1;61 Telecommunicatie;2009;53.0;2.0;1.0;1.0;;1.0;1.0;0.0;0.0
60;1;62 IT-dienstverlening;2009;68.0;11.0;8.0;7.0;;5.0;9.0;22.0;8.0
61;1;63 Diensten op het gebied van informatie;2009;62.0;20.0;6.0;7.0;;8.0;8.0;-3.0;5.0
62;1;K Financiële dienstverlening;2009;68.0;29.0;27.0;25.0;;27.0;30.0;41.0;34.0
63;1;64 Bankwezen;2009;71.0;31.0;25.0;26.0;;28.0;34.0;19.0;27.0
64;1;65 Verzekeraars en pensioenfondsen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;1;66 Overige financiële dienstverlening;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;1;L Verhuur en handel van onroerend goed;2009;31.0;10.0;10.0;9.0;;7.0;11.0;11.0;10.0
67;1;68 Verhuur en handel van onroerend goed;2009;31.0;10.0;10.0;9.0;;7.0;11.0;11.0;10.0
68;1;M Specialistische zakelijke diensten;2009;73.0;23.0;18.0;15.0;;13.0;20.0;36.0;20.0
69;1;69 Juridische diensten en administratie;2009;64.0;18.0;15.0;13.0;;11.0;15.0;24.0;16.0
70;1;70 Holdings en managementadviesbureaus;2009;77.0;37.0;30.0;26.0;;23.0;32.0;54.0;34.0
71;1;71 Architecten-, ingenieursbureaus e.d.;2009;68.0;14.0;11.0;9.0;;7.0;13.0;28.0;12.0
72;1;72 Research;2009;54.0;3.0;3.0;3.0;;2.0;4.0;0.0;2.0
73;1;73 Reclamewezen en marktonderzoek;2009;72.0;29.0;17.0;16.0;;17.0;23.0;32.0;22.0
74;1;74 Design, fotografie, vertaalbureaus;2009;84.0;41.0;24.0;21.0;;18.0;29.0;47.0;29.0
75;1;75 Veterinaire dienstverlening;2009;40.0;11.0;9.0;9.0;;9.0;10.0;10.0;10.0
76;1;N Verhuur en overige zakelijke diensten;2009;53.0;7.0;4.0;4.0;;3.0;7.0;11.0;4.0
77;1;77 Verhuur van roerende goederen;2009;53.0;11.0;4.0;4.0;;5.0;12.0;4.0;3.0
78;1;78 Uitzendbureaus en arbeidsbemiddeling;2009;40.0;4.0;2.0;2.0;;1.0;4.0;8.0;2.0
79;1;79 Reisbureaus, reisorganisatie en -info;2009;51.0;8.0;5.0;5.0;;4.0;5.0;4.0;4.0
80;1;80 Beveiligings- en opsporingsdiensten;2009;53.0;4.0;4.0;4.0;;2.0;5.0;12.0;3.0
81;1;81 Schoonmaakbedrijven, hoveniers e.d.;2009;58.0;8.0;9.0;7.0;;4.0;11.0;24.0;8.0
82;1;82 Overige zakelijke dienstverlening;2009;68.0;7.0;6.0;5.0;;4.0;6.0;10.0;5.0
83;1;O Openbaar bestuur en overheidsdiensten;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;1;84 Openbaar bestuur en overheidsdiensten;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;1;P Onderwijs;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;1;85 Onderwijs;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;1;R Cultuur, sport en recreatie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;1;90 Kunst;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;1;91 Bibliotheken, musea en natuurbehoud;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;1;92 Loterijen en kansspelen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;1;93 Sport en recreatie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;1;S Overige dienstverlening;2009;77.0;39.0;26.0;23.0;;18.0;29.0;40.0;27.0
93;1;94 Ideële, belangen-, hobbyverenigingen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;1;95 Reparatie van consumentenartikelen;2009;72.0;36.0;31.0;26.0;;12.0;31.0;49.0;32.0
95;1;96 Overige persoonlijke dienstverlening;2009;77.0;39.0;25.0;22.0;;19.0;28.0;38.0;27.0
96;2;A Landbouw, bosbouw en visserij;2009;26.0;32.0;29.0;27.0;;21.0;32.0;42.0;30.0
97;2;01 Landbouw;2009;26.0;32.0;29.0;27.0;;21.0;32.0;42.0;30.0
98;2;B Delfstoffenwinning;2009;38.0;6.0;1.0;1.0;;4.0;1.0;1.0;1.0
