ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
446;107;2057;644426;447128;197298;188897;7576;638;187
447;107;2058;640221;445870;194351;186042;7495;630;184
448;107;2059;629342;439904;189438;181257;7380;619;182
449;107;2060;616213;432081;184132;176087;7260;606;179
450;108;2011;9163;7978;1185;1091;85;6;3
451;108;2012;9700;8452;1248;1151;89;5;3
452;108;2013;10332;9017;1315;1216;91;5;3
453;108;2014;10845;9472;1373;1268;96;6;3
454;108;2015;11605;10128;1477;1366;102;6;3
455;108;2016;13101;11425;1676;1553;113;6;4
456;108;2017;14421;12573;1848;1716;121;7;4
457;108;2018;15583;13588;1995;1855;129;7;4
458;108;2019;16834;14680;2154;2005;137;8;4
459;108;2020;17877;15609;2268;2114;142;8;4
460;108;2021;18798;16396;2402;2242;148;8;4
461;108;2022;19705;17152;2553;2383;156;9;5
462;108;2023;20504;17815;2689;2514;161;9;5
463;108;2024;21494;18642;2852;2669;169;9;5
464;108;2025;22404;19400;3004;2813;176;10;5
465;108;2026;23527;20331;3196;2996;185;10;5
466;108;2027;24438;21066;3372;3160;195;11;6
467;108;2028;25392;21845;3547;3326;204;11;6
468;108;2029;26025;22356;3669;3444;208;11;6
469;108;2030;26773;22955;3818;3587;214;11;6
470;108;2031;27512;23548;3964;3721;225;12;6
471;108;2032;28363;24224;4139;3890;231;12;6
472;108;2033;29130;24843;4287;4033;236;12;6
473;108;2034;30345;25816;4529;4263;247;12;7
474;108;2035;31553;26804;4749;4472;257;13;7
475;108;2036;32908;27901;5007;4719;268;13;7
476;108;2037;33721;28554;5167;4871;276;13;7
477;108;2038;34887;29484;5403;5095;286;14;8
478;108;2039;36722;30968;5754;5432;300;14;8
479;108;2040;38823;32685;6138;5800;315;15;8
480;108;2041;39900;33580;6320;5970;326;15;9
481;108;2042;45568;38198;7370;6990;355;16;9
482;108;2043;49355;41355;8000;7594;379;17;10
483;108;2044;51353;43043;8310;7888;394;17;11
484;108;2045;52355;43924;8431;8000;402;18;11
485;108;2046;52899;44405;8494;8056;409;18;11
486;108;2047;53350;44789;8561;8118;414;18;11
487;108;2048;54334;45606;8728;8276;423;18;11
488;108;2049;55184;46307;8877;8411;435;19;12
489;108;2050;56172;47120;9052;8574;447;19;12
490;108;2051;57291;48058;9233;8746;456;19;12
491;108;2052;58647;49160;9487;8991;465;19;12
492;108;2053;60137;50360;9777;9265;479;20;13
493;108;2054;61720;51662;10058;9538;487;20;13
494;108;2055;63549;53166;10383;9851;499;20;13
495;108;2056;65173;54491;10682;10136;513;20;13
496;108;2057;67105;56079;11026;10470;522;20;14
497;108;2058;68852;57513;11339;10770;534;21;14
498;108;2059;70647;58981;11666;11086;545;21;14
499;108;2060;72438;60464;11974;11385;553;21;15
500;1;2011;66028;55021;11007;6615;2956;911;525
501;1;2012;64903;53737;11166;6688;3013;928;537
502;1;2013;64167;52999;11168;6674;3017;935;542
503;1;2014;63400;52314;11086;6608;2997;937;544
504;1;2015;62120;51234;10886;6463;2949;932;542
505;1;2016;62264;51351;10913;6457;2962;945;549
506;1;2017;63116;52111;11005;6492;2990;964;559
507;1;2018;64275;53097;11178;6588;3028;989;573
508;1;2019;64912;53658;11254;6619;3044;1007;584
509;1;2020;65363;54068;11295;6634;3048;1021;592
510;1;2021;64585;53415;11170;6548;3008;1021;593
511;1;2022;64036;52961;11075;6481;2974;1025;595
512;1;2023;63139;52213;10926;6381;2926;1024;595
513;1;2024;61453;50784;10669;6207;2857;1015;590
514;1;2025;60226;49740;10486;6074;2808;1014;590
515;1;2026;59591;49211;10380;5990;2778;1019;593
516;1;2027;59300;48986;10314;5925;2762;1029;598
517;1;2028;59759;49388;10371;5941;2771;1049;610
518;1;2029;59573;49251;10322;5890;2755;1060;617
519;1;2030;59044;48805;10239;5820;2730;1068;621
520;1;2031;58744;48550;10194;5773;2715;1079;627
521;1;2032;58645;48465;10180;5746;2706;1093;635
522;1;2033;58706;48512;10194;5736;2705;1109;644
523;1;2034;58847;48625;10222;5735;2707;1126;654
524;1;2035;59068;48803;10265;5742;2713;1145;665
525;1;2036;59348;49032;10316;5757;2721;1163;675
526;1;2037;59689;49311;10378;5779;2731;1182;686
527;1;2038;60056;49610;10446;5805;2743;1201;697
528;1;2039;60398;49892;10506;5830;2753;1217;706
529;1;2040;60716;50149;10567;5854;2764;1234;715
530;1;2041;60988;50367;10621;5877;2773;1248;723
531;1;2042;61243;50572;10671;5898;2780;1262;731
532;1;2043;61449;50735;10714;5915;2787;1274;738
533;1;2044;61601;50853;10748;5928;2792;1284;744
534;1;2045;61718;50945;10773;5937;2793;1294;749
535;1;2046;61793;51003;10790;5940;2794;1302;754
536;1;2047;61858;51050;10808;5945;2795;1310;758
537;1;2048;61875;51060;10815;5943;2793;1317;762
538;1;2049;61871;51049;10822;5942;2791;1323;766
539;1;2050;61811;50998;10813;5934;2785;1326;768
540;1;2051;61707;50905;10802;5924;2779;1329;770
541;1;2052;61542;50763;10779;5908;2770;1331;770
542;1;2053;61328;50586;10742;5887;2757;1329;769
543;1;2054;61084;50378;10706;5865;2745;1327;769
544;1;2055;60827;50159;10668;5839;2733;1327;769
545;1;2056;60560;49934;10626;5814;2721;1324;767
546;1;2057;60313;49724;10589;5791;2710;1322;766
547;1;2058;60084;49531;10553;5768;2700;1320;765
548;1;2059;59895;49369;10526;5750;2692;1319;765
549;1;2060;59742;49240;10502;5735;2686;1317;764
550;2;2011;348039;255584;92455;71300;15674;3916;1565
551;2;2012;351668;257617;94051;72435;15963;4047;1606
552;2;2013;354618;259203;95415;73243;16316;4204;1652
553;2;2014;357319;260333;96986;74279;16649;4358;1700
554;2;2015;359419;261166;98253;75198;16851;4470;1734
555;2;2016;356543;258829;97714;74626;16829;4513;1746
556;2;2017;353391;256463;96928;73888;16737;4545;1758
557;2;2018;351362;255113;96249;73243;16662;4572;1772
558;2;2019;351346;255359;95987;72907;16667;4621;1792
559;2;2020;351607;255978;95629;72454;16694;4668;1813
560;2;2021;355548;259080;96468;72997;16871;4752;1848
561;2;2022;359424;261936;97488;73694;17057;4846;1891
562;2;2023;362838;264088;98750;74658;17218;4937;1937
563;2;2024;363444;264400;99044;74801;17272;5001;1970
564;2;2025;361774;263012;98762;74507;17221;5040;1994
565;2;2026;356318;258987;97331;73281;17015;5034;2001
566;2;2027;350937;255055;95882;72061;16794;5021;2006
567;2;2028;344812;250719;94093;70566;16529;4992;2006
568;2;2029;338987;246903;92084;68850;16273;4959;2002
569;2;2030;335703;244852;90851;67776;16119;4948;2008
570;2;2031;334183;243900;90283;67255;16044;4960;2024
571;2;2032;333141;243200;89941;66920;15999;4980;2042
572;2;2033;333475;243227;90248;67159;16005;5016;2068
573;2;2034;332333;242393;89940;66868;15953;5033;2086
574;2;2035;331024;241470;89554;66512;15896;5044;2102
575;2;2036;330697;241248;89449;66387;15880;5063;2119
576;2;2037;331176;241564;89612;66477;15901;5093;2141
577;2;2038;332297;242319;89978;66739;15950;5126;2163
578;2;2039;333819;243342;90477;67101;16023;5165;2188
579;2;2040;335636;244565;91071;67544;16108;5206;2213
580;2;2041;337659;245922;91737;68045;16205;5249;2238
581;2;2042;339758;247314;92444;68581;16307;5293;2263
582;2;2043;341805;248669;93136;69107;16405;5336;2288
583;2;2044;343702;249906;93796;69606;16501;5378;2311
584;2;2045;345379;250989;94390;70052;16587;5417;2334
585;2;2046;346813;251903;94910;70441;16662;5453;2354
586;2;2047;348043;252671;95372;70785;16727;5486;2374
587;2;2048;349013;253258;95755;71069;16780;5515;2391
588;2;2049;349764;253689;96075;71303;16824;5541;2407
589;2;2050;350318;253988;96330;71487;16859;5563;2421
590;2;2051;350673;254152;96521;71621;16883;5583;2434
591;2;2052;350858;254197;96661;71718;16899;5599;2445
592;2;2053;350810;254072;96738;71767;16907;5611;2453
593;2;2054;350495;253767;96728;71756;16896;5617;2459
594;2;2055;349907;253265;96642;71679;16878;5621;2464
595;2;2056;349035;252579;96456;71531;16841;5618;2466
596;2;2057;347930;251738;96192;71321;16795;5611;2465
597;2;2058;346653;250788;95865;71067;16738;5598;2462
598;2;2059;345289;249793;95496;70779;16676;5583;2458
599;2;2060;343917;248807;95110;70479;16612;5566;2453
600;3;2011;519930;266343;253587;170164;52372;23865;7186
601;3;2012;527424;270371;257053;172577;52963;24237;7276
602;3;2013;537284;275192;262092;175966;53897;24827;7402
603;3;2014;546967;279487;267480;179519;54890;25496;7575
604;3;2015;554203;282660;271543;181889;55737;26189;7728
605;3;2016;563415;286789;276626;185229;56627;26901;7869
606;3;2017;569718;289426;280292;187460;57330;27506;7996
607;3;2018;573882;291074;282808;188857;57810;28034;8107
608;3;2019;577698;292473;285225;190353;58143;28511;8218
609;3;2020;580683;293636;287047;191580;58307;28859;8301
610;3;2021;576618;291513;285105;189619;58140;29009;8337
611;3;2022;572535;289415;283120;187686;57922;29126;8386
612;3;2023;570046;288415;281631;186105;57824;29261;8441
613;3;2024;571338;289536;281802;185891;57910;29475;8526
614;3;2025;573205;291052;282153;185731;58081;29721;8620
615;3;2026;580027;295063;284964;187640;58523;30061;8740
616;3;2027;585617;298216;287401;189251;58900;30386;8864
617;3;2028;590085;300464;289621;190880;59125;30639;8977
618;3;2029;590416;300801;289615;190779;59055;30732;9049
619;3;2030;586694;298916;287778;189313;58696;30681;9088
620;3;2031;577797;294339;283458;185905;57999;30471;9083
621;3;2032;569218;289941;279277;182722;57271;30216;9068
622;3;2033;559615;285124;274491;179029;56508;29916;9038
623;3;2034;551796;281481;270315;175825;55845;29634;9011
624;3;2035;547830;279687;268143;174255;55445;29440;9003
625;3;2036;546020;278747;267273;173704;55226;29328;9015
626;3;2037;544667;277925;266742;173366;55091;29252;9033
627;3;2038;545056;277750;267306;173956;55073;29217;9060
628;3;2039;543496;276793;266703;173500;54986;29145;9072
629;3;2040;542006;275870;266136;173044;54918;29087;9087
630;3;2041;541939;275656;266283;173143;54949;29078;9113
631;3;2042;543032;275991;267041;173708;55067;29116;9150
632;3;2043;545057;276778;268279;174624;55271;29189;9195
633;3;2044;547657;277858;269799;175735;55529;29289;9246
634;3;2045;550666;279139;271527;176986;55818;29416;9307
635;3;2046;553929;280558;273371;178320;56120;29559;9372
636;3;2047;557248;281987;275261;179680;56427;29713;9441
637;3;2048;560474;283374;277100;180997;56727;29867;9509
638;3;2049;563426;284635;278791;182202;57001;30014;9574
639;3;2050;566038;285729;280309;183274;57245;30153;9637
640;3;2051;568257;286644;281613;184187;57451;30279;9696
641;3;2052;570147;287403;282744;184978;57625;30391;9750
642;3;2053;571645;287995;283650;185613;57758;30484;9795
643;3;2054;572776;288426;284350;186096;57857;30562;9835
644;3;2055;573615;288731;284884;186463;57925;30625;9871
645;3;2056;574127;288898;285229;186699;57958;30671;9901
646;3;2057;574353;288934;285419;186836;57961;30698;9924
647;3;2058;574170;288786;285384;186818;57925;30703;9938
648;3;2059;573569;288437;285132;186650;57852;30685;9945
649;3;2060;572528;287884;284644;186312;57744;30645;9943
650;4;2011;566779;208511;358268;145902;99211;84884;28271
651;4;2012;571695;211081;360614;147304;99615;85339;28356
652;4;2013;575495;212592;362903;148457;99952;85991;28503
653;4;2014;576805;212683;364122;148550;100403;86605;28564
654;4;2015;580703;213547;367156;149519;101328;87612;28697
655;4;2016;581776;213507;368269;148678;102043;88737;28811
656;4;2017;587168;215089;372079;149482;103140;90373;29084
657;4;2018;596031;217795;378236;151948;104429;92399;29460
658;4;2019;604933;220436;384497;154495;105663;94463;29876
659;4;2020;611957;222572;389385;156145;106604;96389;30247
660;4;2021;622057;225925;396132;159861;107504;98176;30591
661;4;2022;629061;228144;400917;162345;108042;99641;30889
662;4;2023;633391;229414;403977;163824;108255;100780;31118
663;4;2024;637186;230549;406637;165324;108345;101678;31290
664;4;2025;640251;231597;408654;166643;108399;102260;31352
665;4;2026;635867;230044;405823;163949;108086;102478;31310
666;4;2027;631746;228629;403117;161306;107780;102724;31307
667;4;2028;629245;228086;401159;158965;107705;103125;31364
668;4;2029;631316;229364;401952;158773;107913;103739;31527
669;4;2030;633971;230838;403133;158826;108100;104453;31754
670;4;2031;641633;234183;407450;161621;108492;105293;32044
671;4;2032;647510;236647;410863;164015;108631;105912;32305
672;4;2033;652101;238379;413722;166593;108486;106169;32474
673;4;2034;652501;238605;413896;167540;107927;105920;32509
674;4;2035;648202;236948;411254;166585;107028;105231;32410
675;4;2036;638627;233204;405423;163289;105733;104194;32207
676;4;2037;629596;229686;399910;160266;104534;103127;31983
677;4;2038;619423;225783;393640;156398;103443;102063;31736
678;4;2039;611830;222967;388863;153563;102588;101178;31534
679;4;2040;608096;221534;386562;152453;102109;100592;31408
680;4;2041;606264;220665;385599;152180;101857;100221;31341
681;4;2042;604760;219865;384895;151949;101697;99950;31299
682;4;2043;604986;219595;385391;152599;101722;99790;31280
683;4;2044;603326;218739;384587;152037;101710;99595;31245
684;4;2045;601831;217932;383899;151434;101735;99487;31243
685;4;2046;601803;217679;384124;151383;101912;99539;31290
686;4;2047;602982;217860;385122;151793;102212;99735;31382
687;4;2048;605113;218395;386718;152556;102623;100037;31502
688;4;2049;607862;219164;388698;153540;103099;100414;31645
689;4;2050;611049;220101;390948;154682;103599;100855;31812
690;4;2051;614517;221152;393365;155944;104100;101329;31992
691;4;2052;618001;222211;395790;157226;104581;101808;32175
692;4;2053;621365;223237;398128;158482;105028;102270;32348
693;4;2054;624441;224180;400261;159631;105420;102696;32514
694;4;2055;627150;225003;402147;160646;105754;103080;32667
695;4;2056;629439;225699;403740;161507;106018;103410;32805
696;4;2057;631364;226286;405078;162242;106222;103690;32924
697;4;2058;632888;226749;406139;162839;106364;103913;33023
698;4;2059;634039;227106;406933;163300;106446;104081;33106
699;4;2060;634875;227367;407508;163673;106477;104191;33167
700;5;2011;639603;175518;464085;107753;110070;172818;73444
701;5;2012;613095;171697;441398;101292;104890;164955;70261
702;5;2013;592868;168634;424234;95826;100964;159269;68175
703;5;2014;584095;168229;415866;93147;98979;156692;67048
704;5;2015;579072;167984;411088;91864;97737;155200;66287
705;5;2016;582526;169709;412817;93572;97611;155472;66162
706;5;2017;584818;170597;414221;94426;97594;156149;66052
707;5;2018;586070;170792;415278;94414;97597;157216;66051
708;5;2019;585253;170018;415235;93038;97641;158492;66064
709;5;2020;587600;170009;417591;92701;98195;160447;66248
710;5;2021;587831;169362;418469;90916;98558;162490;66505
711;5;2022;592645;170154;422491;91074;99202;165154;67061
712;5;2023;601299;172112;429187;93055;100076;168230;67826
713;5;2024;610035;174129;435906;95148;100959;171235;68564
714;5;2025;616955;175808;441147;96536;101595;173841;69175
715;5;2026;626910;178536;448374;100148;102288;176224;69714
716;5;2027;633777;180412;453365;102537;102726;178052;70050
717;5;2028;637997;181582;456415;103884;102999;179337;70195
718;5;2029;641768;182758;459010;105159;103226;180380;70245
719;5;2030;644852;183829;461023;106227;103454;181156;70186
720;5;2031;640680;182604;458076;103390;103187;181475;70024
721;5;2032;636804;181384;455420;100688;102861;181891;69980
722;5;2033;634497;180777;453720;98423;102700;182519;70078
723;5;2034;636718;181612;455106;98591;102746;183407;70362
724;5;2035;639505;182636;456869;99244;102687;184223;70715
725;5;2036;647137;185297;461840;102758;102908;185056;71118
726;5;2037;653040;187383;465657;105905;102968;185416;71368
727;5;2038;657691;188983;468708;109203;102883;185230;71392
728;5;2039;658186;189298;468888;110926;102500;184331;71131
729;5;2040;654011;188053;465958;110558;101830;182917;70653
730;5;2041;644698;185060;459638;107762;100767;181093;70016
731;5;2042;635900;182199;453701;105105;99799;179392;69405
732;5;2043;625923;178948;446975;101479;98874;177800;68822
733;5;2044;618502;176503;441999;98965;98145;176525;68364
734;5;2045;614807;175235;439572;98023;97749;175715;68085
735;5;2046;612968;174501;438467;97755;97570;175218;67924
736;5;2047;611441;173844;437597;97420;97476;174879;67822
737;5;2048;611625;173669;437956;97817;97553;174787;67799
738;5;2049;609950;172930;437020;97019;97571;174667;67763
739;5;2050;608460;172204;436256;96165;97607;174691;67793
740;5;2051;608412;171940;436472;95819;97777;174956;67920
741;5;2052;609554;172046;437508;95903;98051;175425;68129
742;5;2053;611639;172445;439194;96336;98403;176057;68398
743;5;2054;614332;173044;441288;96994;98801;176783;68710
744;5;2055;617458;173790;443668;97831;99222;177567;69048
745;5;2056;620842;174632;446210;98805;99642;178366;69397
746;5;2057;624248;175503;448745;99821;100044;179144;69736
747;5;2058;627552;176360;451192;100848;100413;179875;70056
748;5;2059;630555;177151;453404;101797;100733;180529;70345
749;5;2060;633198;177854;455344;102651;101010;181091;70592
750;6;2011;755515;175276;580239;119854;118799;229876;111710
751;6;2012;752194;176801;575393;119182;118146;227275;110790
752;6;2013;742698;177260;565438;117360;116285;222804;108989
753;6;2014;721918;175010;546908;113322;112296;215418;105872
754;6;2015;689802;169898;519904;106507;106790;205307;101300
755;6;2016;656649;164121;492528;98897;101258;195527;96846
756;6;2017;629099;159497;469602;92200;96482;187789;93131
757;6;2018;607600;155676;451924;86319;92785;182316;90504
758;6;2019;597820;154551;443269;83345;90772;179983;89169
759;6;2020;592129;153933;438196;81616;89562;178813;88205
760;6;2021;595055;155304;439751;82842;89407;179485;88017
761;6;2022;596852;155972;440880;83244;89274;180450;87912
762;6;2023;597604;156009;441595;82847;89142;181702;87904
763;6;2024;596306;155125;441181;81236;88985;183017;87943
764;6;2025;598196;154953;443243;80749;89237;185009;88248
765;6;2026;598140;154174;443966;79007;89350;186985;88624
766;6;2027;602732;154762;447970;79198;89904;189584;89284
767;6;2028;611321;156558;454763;81165;90871;192560;90167
768;6;2029;620035;158453;461582;83244;91905;195471;90962
769;6;2030;627013;160005;467008;84703;92794;197907;91604
770;6;2031;636926;162510;474416;88194;93754;200235;92233
771;6;2032;643756;164219;479537;90493;94431;202012;92601
772;6;2033;647978;165303;482675;91798;94880;203251;92746
773;6;2034;651830;166408;485422;93074;95235;204278;92835
774;6;2035;654994;167370;487624;94205;95435;205096;92888
775;6;2036;650985;166151;484834;91734;95078;205265;92757
776;6;2037;647214;164914;482300;89425;94722;205454;92699
777;6;2038;645028;164224;480804;87611;94603;205819;92771
778;6;2039;647261;164879;482382;88097;94762;206485;93038
779;6;2040;650053;165757;484296;89019;94938;207028;93311
780;6;2041;657649;168205;489444;92618;95471;207712;93643
781;6;2042;663553;170210;493343;95795;95844;207941;93763
782;6;2043;668210;171825;496385;99010;95999;207709;93667
783;6;2044;668720;172214;496506;100678;95787;206787;93254
784;6;2045;664616;171167;493449;100314;95182;205338;92615
785;6;2046;655388;168463;486925;97603;94159;203399;91764
786;6;2047;646659;165844;480815;95010;93198;201621;90986
787;6;2048;636748;162832;473916;91487;92218;199943;90268
788;6;2049;629323;160518;468805;88998;91451;198637;89719
789;6;2050;625604;159317;466287;87986;91028;197866;89407
790;6;2051;623742;158653;465089;87594;90818;197437;89240
791;6;2052;622218;158074;464144;87144;90683;197173;89144
792;6;2053;622406;157961;464445;87380;90665;197215;89185
793;6;2054;620748;157281;463467;86511;90557;197194;89205
794;6;2055;619245;156594;462651;85586;90480;197300;89285
795;6;2056;619211;156350;462861;85171;90552;197658;89480
796;6;2057;620354;156449;463905;85174;90744;198222;89765
797;6;2058;622432;156833;465599;85520;91011;198944;90124
798;6;2059;625104;157401;467703;86090;91333;199757;90523
799;6;2060;628209;158111;470098;86846;91704;200614;90934
800;7;2011;771524;176447;595077;141772;129880;217730;105695
801;7;2012;772758;177730;595028;142289;130243;217348;105148
802;7;2013;771200;178329;592871;142139;130127;216339;104266
803;7;2014;767572;178276;589296;140912;129769;215082;103533
804;7;2015;768515;179683;588832;140308;130082;214965;103477
805;7;2016;767990;181175;586815;139608;129870;214111;103226
806;7;2017;764224;182199;582025;138593;128946;212009;102477
807;7;2018;754109;182062;572047;136227;126504;208254;101062
808;7;2019;732931;179368;553563;131280;121901;201854;98528
809;7;2020;700626;173727;526899;123198;115807;193117;94777
810;7;2021;667321;167419;499902;114380;109867;184680;90975
811;7;2022;639754;162317;477437;106696;104859;178060;87822
812;7;2023;618180;158072;460108;100094;101108;173440;85466
813;7;2024;608304;156594;451710;96787;99080;171529;84314
814;7;2025;602496;155771;446725;94804;97854;170585;83482
815;7;2026;605255;157023;448232;95809;97621;171369;83433
816;7;2027;606825;157648;449177;96066;97368;172279;83464
817;7;2028;607326;157744;449582;95632;97208;173232;83510
818;7;2029;605792;156957;448835;94025;97009;174214;83587
819;7;2030;607484;156877;450607;93545;97265;175806;83991
820;7;2031;607376;156145;451231;91958;97557;177330;84386
821;7;2032;611992;156717;455275;92343;98463;179472;84997
822;7;2033;620660;158507;462153;94523;99817;182004;85809
823;7;2034;629451;160406;469045;96858;101187;184438;86562
824;7;2035;636510;161935;474575;98586;102377;186441;87171
825;7;2036;646471;164397;482074;102158;103624;188466;87826
826;7;2037;653350;166064;487286;104541;104541;189965;88239
827;7;2038;657600;167110;490490;105958;105168;190931;88433
828;7;2039;661525;168204;493321;107371;105678;191694;88578
829;7;2040;664747;169124;495623;108630;105930;192307;88756
830;7;2041;660782;167861;492921;106421;105561;192262;88677
831;7;2042;657039;166571;490468;104359;105264;192240;88605
832;7;2043;654882;165844;489038;102793;105221;192389;88635
833;7;2044;657122;166452;490670;103379;105510;192933;88848
834;7;2045;659916;167286;492630;104345;105904;193381;89000
835;7;2046;667481;169699;497782;107866;106680;194011;89225
836;7;2047;673358;171715;501643;110942;107226;194211;89264
837;7;2048;677968;173357;504611;113969;107454;194026;89162
838;7;2049;678478;173772;504706;115455;107219;193230;88802
839;7;2050;674376;172774;501602;114951;106470;191928;88253
840;7;2051;665148;170100;495048;112149;105277;190146;87476
841;7;2052;656414;167509;488905;109464;104125;188529;86787
842;7;2053;646511;164529;481982;105899;102921;187003;86159
843;7;2054;639082;162195;476887;103314;102000;185871;85702
844;7;2055;635379;160993;474386;102212;101466;185244;85464
845;7;2056;633515;160344;473171;101747;101157;184912;85355
846;7;2057;631995;159798;472197;101260;100931;184710;85296
847;7;2058;632163;159719;472444;101450;100813;184796;85385
848;7;2059;630515;159071;471444;100584;100600;184812;85448
849;7;2060;629017;158405;470612;99681;100465;184928;85538
850;8;2011;713864;177742;536122;185444;146385;145314;58979
851;8;2012;727354;182743;544611;188140;148989;147958;59524
852;8;2013;740541;187424;553117;191048;151609;150374;60086
853;8;2014;753749;192211;561538;193579;154068;153050;60841
854;8;2015;765359;195957;569402;195761;156310;155714;61617
855;8;2016;772659;198543;574116;196390;157791;157728;62207
856;8;2017;773436;199292;574144;195016;158259;158460;62409
857;8;2018;771633;199392;572241;192955;158376;158581;62329
858;8;2019;767865;198935;568930;189877;158533;158318;62202
859;8;2020;768905;200122;568783;187837;159616;158805;62525
860;8;2021;768637;201589;567048;185994;159889;158542;62623
861;8;2022;765101;202599;562502;183940;158940;157273;62349
862;8;2023;755185;202299;552886;180596;155908;154765;61617
863;8;2024;734295;199205;535090;174053;150248;150539;60250
864;8;2025;702294;192580;509714;163565;142964;144918;58267
865;8;2026;669223;185172;484051;152409;135853;139559;56230
866;8;2027;641872;179068;462804;142758;130021;135423;54602
867;8;2028;620406;174026;446380;134689;125883;132497;53311
868;8;2029;610593;172168;438425;130650;123648;131350;52777
869;8;2030;604825;171171;433654;128117;122283;130809;52445
870;8;2031;607581;172522;435059;128943;122110;131435;52571
871;8;2032;609111;173288;435823;129164;121944;132016;52699
872;8;2033;609560;173518;436042;128833;121840;132561;52808
873;8;2034;607986;172818;435168;127308;121758;133165;52937
874;8;2035;609658;172882;436776;126961;122202;134309;53304
875;8;2036;609600;172178;437422;125564;122862;135388;53608
876;8;2037;614266;172798;441468;126284;124276;136874;54034
877;8;2038;623013;174781;448232;128922;126150;138608;54552
878;8;2039;631867;176923;454944;131703;127944;140247;55050
879;8;2040;639004;178667;460337;133783;129524;141580;55450
880;8;2041;648985;181345;467640;137640;131141;142971;55888
881;8;2042;655885;183144;472741;140323;132325;143928;56165
882;8;2043;660132;184292;475840;141986;133067;144479;56308
883;8;2044;664064;185484;478580;143657;133592;144901;56430
884;8;2045;667279;186477;480802;145138;133760;145304;56600
885;8;2046;663346;185153;478193;143116;133315;145198;56564
886;8;2047;659597;183768;475829;141196;133048;145084;56501
887;8;2048;657456;182992;474464;139800;133086;145091;56487
888;8;2049;659656;183573;476083;140498;133552;145437;56596
889;8;2050;662408;184375;478033;141534;134228;145652;56619
890;8;2051;669921;186856;483065;145127;135222;146013;56703
891;8;2052;675784;188987;486797;148217;135838;146057;56685
892;8;2053;680363;190695;489668;151182;136000;145869;56617
893;8;2054;680866;191097;489769;152505;135545;145291;56428
894;8;2055;676775;190046;486729;151785;134422;144379;56143
895;8;2056;667568;187184;480384;148721;132859;143101;55703
896;8;2057;658855;184417;474438;145778;131358;141975;55327
897;8;2058;648996;181260;467736;141972;129857;140922;54985
898;8;2059;641586;178749;462837;139146;128769;140178;54744
899;8;2060;637882;177434;460448;137900;128130;139790;54628
900;9;2011;654124;183148;470976;275626;116480;59787;19083
901;9;2012;663631;188101;475530;273553;120293;62064;19620
902;9;2013;671316;192739;478577;271075;123558;63894;20050
903;9;2014;682345;198280;484065;271233;126741;65632;20459
904;9;2015;694885;204290;490595;272410;129835;67406;20944
905;9;2016;707978;210401;497577;274265;132732;69163;21417
906;9;2017;720937;216350;504587;276065;135613;70982;21927
907;9;2018;733475;221775;511700;277822;138673;72784;22421
908;9;2019;746192;227210;518982;279324;142006;74730;22922
909;9;2020;757497;231499;525998;280259;145578;76687;23474
910;9;2021;764815;234851;529964;279718;148324;78048;23874
911;9;2022;765727;236296;529431;276714;149976;78668;24073
912;9;2023;764247;237269;526978;273057;151015;78800;24106
913;9;2024;760799;237672;523127;268333;151800;78842;24152
914;9;2025;762168;239857;522311;265077;153308;79480;24446
915;9;2026;762236;242351;519885;261859;153578;79786;24662
916;9;2027;759046;244106;514940;258053;152521;79654;24712
917;9;2028;749497;244048;505449;252436;149506;78933;24574
918;9;2029;729106;240434;488672;242758;144451;77309;24154
919;9;2030;697688;232350;465338;228408;138280;75108;23542
920;9;2031;665163;223266;441897;213676;132423;72907;22891
921;9;2032;638267;215663;422604;201169;127868;71174;22393
922;9;2033;617132;209358;407774;191133;124735;69916;21990
923;9;2034;607537;206956;400581;186084;123075;69528;21894
924;9;2035;601971;205730;396241;182883;122079;69416;21863
925;9;2036;604852;207274;397578;183600;122109;69871;21998
926;9;2037;606486;208222;398264;183729;122167;70253;22115
927;9;2038;607013;208617;398396;183417;122217;70564;22198
928;9;2039;605514;207922;397592;181995;122438;70885;22274
929;9;2040;607241;208132;399109;181988;123204;71481;22436
930;9;2041;607284;207463;399821;181062;124189;72013;22557
931;9;2042;612026;208368;403658;182531;125700;72694;22733
932;9;2043;620837;210922;409915;186035;127459;73477;22944
933;9;2044;629743;213765;415978;189634;129035;74169;23140
934;9;2045;636940;216126;420814;192443;130373;74706;23292
935;9;2046;646906;219394;427512;197006;131748;75291;23467
936;9;2047;653757;221544;432213;200289;132688;75661;23575
937;9;2048;657999;222982;435017;202374;133180;75839;23624
938;9;2049;661916;224434;437482;204366;133493;75961;23662
939;9;2050;665115;225607;439508;206086;133600;76109;23713
940;9;2051;661231;224101;437130;204205;133270;75989;23666
941;9;2052;657494;222453;435041;202437;133147;75854;23603
942;9;2053;655376;221543;433833;201217;133270;75779;23567
943;9;2054;657569;222113;435456;202166;133783;75903;23604
944;9;2055;660306;222919;437387;203424;134410;75945;23608
945;9;2056;667781;225697;442084;207185;135161;76082;23656
946;9;2057;673640;228134;445506;210292;135475;76072;23667
947;9;2058;678190;230034;448156;213162;135362;75971;23661
948;9;2059;678697;230430;448267;214208;134720;75725;23614
