ID;Leeftijd;BurgerlijkeStaat;Geslacht;Perioden;Personen_1;AlleenstaandePersonen_2;SamenwonendePersonen_3;ThuiswonendeKinderen_4;Eenouders_5;OverigePersonen_6;InInstitutieWonendePersonen_7
0;Totaal over de leeftijden;Personen;Totale bevolking;2007;16353976.0;2556158.0;8281830.0;4581352.0;461096.0;267403.0;206137.0
1;Totaal over de leeftijden;Personen;Totale bevolking;2008;16376899.0;2599016.0;8276130.0;4562390.0;468372.0;269022.0;201971.0
2;Totaal over de leeftijden;Personen;Totale bevolking;2009;16403023.0;2642463.0;8274524.0;4543238.0;474470.0;271001.0;197327.0
3;Totaal over de leeftijden;Personen;Totale bevolking;2010;16432521.0;2686473.0;8276983.0;4523999.0;479470.0;273258.0;192338.0
4;Totaal over de leeftijden;Personen;Totale bevolking;2011;16464311.0;2730781.0;8282439.0;4504573.0;483744.0;275624.0;187151.0
5;Totaal over de leeftijden;Personen;Totale bevolking;2012;16497262.0;2775203.0;8290057.0;4484762.0;487292.0;278017.0;181932.0
6;Totaal over de leeftijden;Personen;Totale bevolking;2013;16530454.0;2819248.0;8299290.0;4464591.0;490087.0;280370.0;176870.0
7;Totaal over de leeftijden;Personen;Totale bevolking;2014;16563253.0;2862350.0;8309443.0;4444611.0;492122.0;282583.0;172144.0
8;Totaal over de leeftijden;Personen;Totale bevolking;2015;16595407.0;2904430.0;8319788.0;4425192.0;493425.0;284626.0;167946.0
9;Totaal over de leeftijden;Personen;Totale bevolking;2016;16626986.0;2945584.0;8329922.0;4406349.0;494053.0;286599.0;164479.0
10;Totaal over de leeftijden;Personen;Totale bevolking;2017;16657931.0;2986117.0;8339351.0;4387863.0;494085.0;288573.0;161945.0
11;Totaal over de leeftijden;Personen;Totale bevolking;2018;16688335.0;3026047.0;8347913.0;4369692.0;493580.0;290539.0;160565.0
12;Totaal over de leeftijden;Personen;Totale bevolking;2019;16718362.0;3065317.0;8355411.0;4351855.0;492664.0;292549.0;160568.0
13;Totaal over de leeftijden;Personen;Totale bevolking;2020;16747901.0;3103455.0;8361570.0;4334743.0;491426.0;294512.0;162194.0
14;Totaal over de leeftijden;Personen;Totale bevolking;2021;16776829.0;3140509.0;8366555.0;4318688.0;489933.0;296373.0;164774.0
15;Totaal over de leeftijden;Personen;Totale bevolking;2022;16804977.0;3176648.0;8370501.0;4303858.0;488352.0;298125.0;167493.0
