ID;Bedrijfstakken;Perioden;Wegingscoefficient_1;Prijsindexcijfer_2;Wegingscoefficient_3;Prijsindexcijfer_4;Wegingscoefficient_5;Prijsindexcijfer_6;Wegingscoefficient_7;Prijsindexcijfer_8;Wegingscoefficient_9;Prijsindexcijfer_10;Wegingscoefficient_11;Prijsindexcijfer_12;Wegingscoefficient_13;Prijsindexcijfer_14;Wegingscoefficient_15;Prijsindexcijfer_16;Wegingscoefficient_17;Prijsindexcijfer_18;Wegingscoefficient_19;Prijsindexcijfer_20;Wegingscoefficient_21;Prijsindexcijfer_22;Wegingscoefficient_23;Prijsindexcijfer_24;Wegingscoefficient_25;Prijsindexcijfer_26
10;C   Delfstoffenwinning;Oktober   1990;100000.0;97.0;60854.0;101;;;;;;;39146.0;92.0;100000.0;98.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;97.0
11;C   Delfstoffenwinning;November  1990;100000.0;97.0;60854.0;99;;;;;;;39146.0;93.0;100000.0;98.0;27460.0;100.0;;;;;21513.0;101.0;5947.0;98.0;72540.0;97.0
12;C   Delfstoffenwinning;December  1990;100000.0;98.0;60854.0;99;;;;;;;39146.0;96.0;100000.0;99.0;27460.0;100.0;;;;;21513.0;101.0;5947.0;98.0;72540.0;98.0
13;C   Delfstoffenwinning;1991;100000.0;108.0;60854.0;105;;;;;;;39146.0;114.0;100000.0;105.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;106.0
14;C   Delfstoffenwinning;Januari   1991;100000.0;108.0;60854.0;111;;;;;;;39146.0;104.0;100000.0;102.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;103.0
15;C   Delfstoffenwinning;Februari  1991;100000.0;110.0;60854.0;109;;;;;;;39146.0;111.0;100000.0;103.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;103.0
16;C   Delfstoffenwinning;Maart     1991;100000.0;111.0;60854.0;108;;;;;;;39146.0;115.0;100000.0;104.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;105.0
17;C   Delfstoffenwinning;April     1991;100000.0;113.0;60854.0;107;;;;;;;39146.0;122.0;100000.0;108.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;101.0;72540.0;110.0
18;C   Delfstoffenwinning;Mei       1991;100000.0;114.0;60854.0;107;;;;;;;39146.0;126.0;100000.0;108.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;101.0;72540.0;110.0
19;C   Delfstoffenwinning;Juni      1991;100000.0;115.0;60854.0;107;;;;;;;39146.0;127.0;100000.0;109.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;101.0;72540.0;112.0
20;C   Delfstoffenwinning;Juli      1991;100000.0;109.0;60854.0;102;;;;;;;39146.0;119.0;100000.0;107.0;27460.0;103.0;;;;;21513.0;103.0;5947.0;101.0;72540.0;109.0
21;C   Delfstoffenwinning;Augustus  1991;100000.0;110.0;60854.0;102;;;;;;;39146.0;121.0;100000.0;107.0;27460.0;103.0;;;;;21513.0;103.0;5947.0;101.0;72540.0;108.0
22;C   Delfstoffenwinning;September 1991;100000.0;110.0;60854.0;103;;;;;;;39146.0;122.0;100000.0;106.0;27460.0;103.0;;;;;21513.0;103.0;5947.0;101.0;72540.0;107.0
23;C   Delfstoffenwinning;Oktober   1991;100000.0;103.0;60854.0;101;;;;;;;39146.0;105.0;100000.0;103.0;27460.0;102.0;;;;;21513.0;103.0;5947.0;99.0;72540.0;104.0
24;C   Delfstoffenwinning;November  1991;100000.0;99.0;60854.0;101;;;;;;;39146.0;97.0;100000.0;101.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;101.0
25;C   Delfstoffenwinning;December  1991;100000.0;98.0;60854.0;100;;;;;;;39146.0;94.0;100000.0;103.0;27460.0;102.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;103.0
26;C   Delfstoffenwinning;1992;100000.0;99.0;60854.0;100;;;;;;;39146.0;98.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;100.0
27;C   Delfstoffenwinning;Januari   1992;100000.0;99.0;60854.0;101;;;;;;;39146.0;96.0;100000.0;102.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;102.0
28;C   Delfstoffenwinning;Februari  1992;100000.0;99.0;60854.0;101;;;;;;;39146.0;96.0;100000.0;102.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;102.0
29;C   Delfstoffenwinning;Maart     1992;100000.0;99.0;60854.0;101;;;;;;;39146.0;95.0;100000.0;102.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;102.0
30;C   Delfstoffenwinning;April     1992;100000.0;99.0;60854.0;100;;;;;;;39146.0;96.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;100.0
31;C   Delfstoffenwinning;Mei       1992;100000.0;99.0;60854.0;100;;;;;;;39146.0;98.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;100.0
32;C   Delfstoffenwinning;Juni      1992;100000.0;103.0;60854.0;100;;;;;;;39146.0;106.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;98.0;72540.0;100.0
33;C   Delfstoffenwinning;Juli      1992;100000.0;102.0;60854.0;98;;;;;;;39146.0;109.0;100000.0;98.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;97.0
34;C   Delfstoffenwinning;Augustus  1992;100000.0;103.0;60854.0;98;;;;;;;39146.0;111.0;100000.0;98.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;97.0
35;C   Delfstoffenwinning;September 1992;100000.0;100.0;60854.0;98;;;;;;;39146.0;102.0;100000.0;98.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;100.0;72540.0;97.0
36;C   Delfstoffenwinning;Oktober   1992;100000.0;96.0;60854.0;99;;;;;;;39146.0;89.0;100000.0;99.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;99.0
37;C   Delfstoffenwinning;November  1992;100000.0;95.0;60854.0;99;;;;;;;39146.0;88.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;100.0
38;C   Delfstoffenwinning;December  1992;100000.0;95.0;60854.0;99;;;;;;;39146.0;89.0;100000.0;100.0;27460.0;101.0;;;;;21513.0;102.0;5947.0;99.0;72540.0;99.0
39;C   Delfstoffenwinning;1993;100000.0;94.0;60854.0;92;;;;;;;39146.0;95.0;100000.0;98.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;102.0;72540.0;98.0
40;C   Delfstoffenwinning;Januari   1993;100000.0;90.0;60854.0;92;;;;;;;39146.0;88.0;100000.0;99.0;27460.0;101.0;;;;;21513.0;101.0;5947.0;102.0;72540.0;99.0
41;C   Delfstoffenwinning;Februari  1993;100000.0;90.0;60854.0;92;;;;;;;39146.0;87.0;100000.0;102.0;27460.0;101.0;;;;;21513.0;101.0;5947.0;102.0;72540.0;102.0
42;C   Delfstoffenwinning;Maart     1993;100000.0;92.0;60854.0;93;;;;;;;39146.0;92.0;100000.0;102.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;102.0;72540.0;103.0
43;C   Delfstoffenwinning;April     1993;100000.0;93.0;60854.0;93;;;;;;;39146.0;92.0;100000.0;101.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;102.0;72540.0;101.0
44;C   Delfstoffenwinning;Mei       1993;100000.0;95.0;60854.0;93;;;;;;;39146.0;99.0;100000.0;100.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;102.0;72540.0;101.0
45;C   Delfstoffenwinning;Juni      1993;100000.0;98.0;60854.0;93;;;;;;;39146.0;106.0;100000.0;98.0;27460.0;99.0;;;;;21513.0;100.0;5947.0;102.0;72540.0;97.0
46;C   Delfstoffenwinning;Juli      1993;100000.0;100.0;60854.0;93;;;;;;;39146.0;112.0;100000.0;96.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;94.0
47;C   Delfstoffenwinning;Augustus  1993;100000.0;100.0;60854.0;93;;;;;;;39146.0;110.0;100000.0;97.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;96.0
48;C   Delfstoffenwinning;September 1993;100000.0;94.0;60854.0;93;;;;;;;39146.0;95.0;100000.0;95.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;93.0
49;C   Delfstoffenwinning;Oktober   1993;100000.0;91.0;60854.0;92;;;;;;;39146.0;90.0;100000.0;96.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;102.0;72540.0;94.0
50;C   Delfstoffenwinning;November  1993;100000.0;89.0;60854.0;91;;;;;;;39146.0;87.0;100000.0;96.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;102.0;72540.0;95.0
51;C   Delfstoffenwinning;December  1993;100000.0;89.0;60854.0;91;;;;;;;39146.0;86.0;100000.0;97.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;102.0;72540.0;96.0
52;C   Delfstoffenwinning;1994;100000.0;92.0;60854.0;92;;;;;;;39146.0;91.0;100000.0;93.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;103.0;72540.0;91.0
53;C   Delfstoffenwinning;Januari   1994;100000.0;89.0;60854.0;92;;;;;;;39146.0;85.0;100000.0;96.0;27460.0;99.0;;;;;21513.0;98.0;5947.0;104.0;72540.0;95.0
54;C   Delfstoffenwinning;Februari  1994;100000.0;89.0;60854.0;91;;;;;;;39146.0;85.0;100000.0;96.0;27460.0;99.0;;;;;21513.0;98.0;5947.0;104.0;72540.0;94.0
55;C   Delfstoffenwinning;Maart     1994;100000.0;90.0;60854.0;91;;;;;;;39146.0;88.0;100000.0;95.0;27460.0;99.0;;;;;21513.0;98.0;5947.0;104.0;72540.0;94.0
56;C   Delfstoffenwinning;April     1994;100000.0;90.0;60854.0;92;;;;;;;39146.0;89.0;100000.0;94.0;27460.0;99.0;;;;;21513.0;98.0;5947.0;102.0;72540.0;93.0
57;C   Delfstoffenwinning;Mei       1994;100000.0;94.0;60854.0;92;;;;;;;39146.0;97.0;100000.0;92.0;27460.0;99.0;;;;;21513.0;98.0;5947.0;102.0;72540.0;89.0
58;C   Delfstoffenwinning;Juni      1994;100000.0;96.0;60854.0;92;;;;;;;39146.0;103.0;100000.0;93.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;102.0;72540.0;91.0
59;C   Delfstoffenwinning;Juli      1994;100000.0;99.0;60854.0;93;;;;;;;39146.0;107.0;100000.0;92.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;90.0
60;C   Delfstoffenwinning;Augustus  1994;100000.0;98.0;60854.0;93;;;;;;;39146.0;105.0;100000.0;92.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;90.0
61;C   Delfstoffenwinning;September 1994;100000.0;92.0;60854.0;93;;;;;;;39146.0;91.0;100000.0;93.0;27460.0;99.0;;;;;21513.0;99.0;5947.0;101.0;72540.0;90.0
62;C   Delfstoffenwinning;Oktober   1994;100000.0;89.0;60854.0;93;;;;;;;39146.0;82.0;100000.0;91.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;103.0;72540.0;87.0
63;C   Delfstoffenwinning;November  1994;100000.0;90.0;60854.0;93;;;;;;;39146.0;84.0;100000.0;91.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;104.0;72540.0;87.0
64;C   Delfstoffenwinning;December  1994;100000.0;88.0;60854.0;93;;;;;;;39146.0;80.0;100000.0;93.0;27460.0;100.0;;;;;21513.0;100.0;5947.0;104.0;72540.0;90.0
65;C   Delfstoffenwinning;1995;100000.0;96.0;60854.0;96;;;;;;;39146.0;95.0;100000.0;96.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;109.0;72540.0;93.0
66;C   Delfstoffenwinning;Januari   1995;100000.0;91.0;60854.0;96;;;;;;;39146.0;83.0;100000.0;96.0;27460.0;102.0;;;;;21513.0;101.0;5947.0;109.0;72540.0;94.0
67;C   Delfstoffenwinning;Februari  1995;100000.0;93.0;60854.0;96;;;;;;;39146.0;87.0;100000.0;95.0;27460.0;102.0;;;;;21513.0;101.0;5947.0;109.0;72540.0;91.0
68;C   Delfstoffenwinning;Maart     1995;100000.0;92.0;60854.0;96;;;;;;;39146.0;85.0;100000.0;94.0;27460.0;102.0;;;;;21513.0;101.0;5947.0;109.0;72540.0;91.0
69;C   Delfstoffenwinning;April     1995;100000.0;96.0;60854.0;98;;;;;;;39146.0;93.0;100000.0;95.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;110.0;72540.0;92.0
70;C   Delfstoffenwinning;Mei       1995;100000.0;97.0;60854.0;98;;;;;;;39146.0;97.0;100000.0;97.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;110.0;72540.0;94.0
71;C   Delfstoffenwinning;Juni      1995;100000.0;99.0;60854.0;98;;;;;;;39146.0;101.0;100000.0;96.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;110.0;72540.0;93.0
72;C   Delfstoffenwinning;Juli      1995;100000.0;104.0;60854.0;97;;;;;;;39146.0;116.0;100000.0;96.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;109.0;72540.0;93.0
73;C   Delfstoffenwinning;Augustus  1995;100000.0;104.0;60854.0;97;;;;;;;39146.0;117.0;100000.0;97.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;109.0;72540.0;95.0
74;C   Delfstoffenwinning;September 1995;100000.0;97.0;60854.0;97;;;;;;;39146.0;98.0;100000.0;97.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;109.0;72540.0;95.0
75;C   Delfstoffenwinning;Oktober   1995;100000.0;93.0;60854.0;94;;;;;;;39146.0;91.0;100000.0;95.0;27460.0;103.0;;;;;21513.0;102.0;5947.0;109.0;72540.0;93.0
76;C   Delfstoffenwinning;November  1995;100000.0;90.0;60854.0;94;;;;;;;39146.0;84.0;100000.0;96.0;27460.0;104.0;;;;;21513.0;103.0;5947.0;109.0;72540.0;92.0
77;C   Delfstoffenwinning;December  1995;100000.0;90.0;60854.0;94;;;;;;;39146.0;83.0;100000.0;96.0;27460.0;104.0;;;;;21513.0;103.0;5947.0;110.0;72540.0;93.0
78;C   Delfstoffenwinning;1996;100000.0;100.0;60854.0;100;;;;;;;39146.0;101.0;100000.0;105.0;27460.0;105.0;;;;;21513.0;105.0;5947.0;111.0;72540.0;104.0
79;C   Delfstoffenwinning;Januari   1996;100000.0;91.0;60854.0;95;;;;;;;39146.0;84.0;100000.0;98.0;27460.0;105.0;;;;;21513.0;105.0;5947.0;112.0;72540.0;95.0
80;C   Delfstoffenwinning;Februari  1996;100000.0;91.0;60854.0;95;;;;;;;39146.0;84.0;100000.0;100.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;112.0;72540.0;98.0
81;C   Delfstoffenwinning;Maart     1996;100000.0;92.0;60854.0;96;;;;;;;39146.0;86.0;100000.0;101.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;112.0;72540.0;100.0
82;C   Delfstoffenwinning;April     1996;100000.0;98.0;60854.0;100;;;;;;;39146.0;94.0;100000.0;104.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;111.0;72540.0;103.0
83;C   Delfstoffenwinning;Mei       1996;100000.0;99.0;60854.0;99;;;;;;;39146.0;100.0;100000.0;105.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;110.0;72540.0;105.0
84;C   Delfstoffenwinning;Juni      1996;100000.0;102.0;60854.0;99;;;;;;;39146.0;107.0;100000.0;105.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;110.0;72540.0;106.0
85;C   Delfstoffenwinning;Juli      1996;100000.0;105.0;60854.0;101;;;;;;;39146.0;112.0;100000.0;107.0;27460.0;105.0;;;;;21513.0;105.0;5947.0;110.0;72540.0;107.0
86;C   Delfstoffenwinning;Augustus  1996;100000.0;107.0;60854.0;101;;;;;;;39146.0;116.0;100000.0;106.0;27460.0;105.0;;;;;21513.0;104.0;5947.0;110.0;72540.0;107.0
87;C   Delfstoffenwinning;September 1996;100000.0;105.0;60854.0;102;;;;;;;39146.0;110.0;100000.0;106.0;27460.0;106.0;;;;;21513.0;105.0;5947.0;111.0;72540.0;106.0
88;C   Delfstoffenwinning;Oktober   1996;100000.0;104.0;60854.0;102;;;;;;;39146.0;106.0;100000.0;107.0;27460.0;106.0;;;;;21513.0;105.0;5947.0;111.0;72540.0;108.0
89;C   Delfstoffenwinning;November  1996;100000.0;103.0;60854.0;102;;;;;;;39146.0;106.0;100000.0;107.0;27460.0;106.0;;;;;21513.0;105.0;5947.0;111.0;72540.0;107.0
90;C   Delfstoffenwinning;December  1996;100000.0;103.0;60854.0;102;;;;;;;39146.0;103.0;100000.0;107.0;27460.0;106.0;;;;;21513.0;105.0;5947.0;111.0;72540.0;108.0
91;C   Delfstoffenwinning;1997;100000.0;109.0;60854.0;105;;;;;;;39146.0;115.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;114.0;72540.0;110.0
92;C   Delfstoffenwinning;Januari   1997;100000.0;106.0;60854.0;106;;;;;;;39146.0;106.0;100000.0;110.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;113.0;72540.0;111.0
93;C   Delfstoffenwinning;Februari  1997;100000.0;107.0;60854.0;105;;;;;;;39146.0;109.0;100000.0;110.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;113.0;72540.0;112.0
94;C   Delfstoffenwinning;Maart     1997;100000.0;108.0;60854.0;105;;;;;;;39146.0;113.0;100000.0;110.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;113.0;72540.0;112.0
95;C   Delfstoffenwinning;April     1997;100000.0;109.0;60854.0;106;;;;;;;39146.0;115.0;100000.0;110.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;112.0
96;C   Delfstoffenwinning;Mei       1997;100000.0;112.0;60854.0;106;;;;;;;39146.0;122.0;100000.0;108.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;108.0
97;C   Delfstoffenwinning;Juni      1997;100000.0;113.0;60854.0;106;;;;;;;39146.0;125.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;109.0
98;C   Delfstoffenwinning;Juli      1997;100000.0;112.0;60854.0;104;;;;;;;39146.0;125.0;100000.0;107.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;113.0;72540.0;107.0
99;C   Delfstoffenwinning;Augustus  1997;100000.0;112.0;60854.0;104;;;;;;;39146.0;126.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;113.0;72540.0;109.0
100;C   Delfstoffenwinning;September 1997;100000.0;110.0;60854.0;104;;;;;;;39146.0;120.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;114.0;72540.0;110.0
101;C   Delfstoffenwinning;Oktober   1997;100000.0;107.0;60854.0;104;;;;;;;39146.0;111.0;100000.0;108.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;114.0;72540.0;108.0
102;C   Delfstoffenwinning;November  1997;100000.0;103.0;60854.0;104;;;;;;;39146.0;102.0;100000.0;108.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;114.0;72540.0;109.0
103;C   Delfstoffenwinning;December  1997;100000.0;103.0;60854.0;103;;;;;;;39146.0;104.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;114.0;72540.0;110.0
104;C   Delfstoffenwinning;1998;100000.0;101.0;60854.0;100;;;;;;;39146.0;104.0;100000.0;106.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;116.0;72540.0;106.0
105;C   Delfstoffenwinning;Januari   1998;100000.0;105.0;60854.0;105;;;;;;;39146.0;106.0;100000.0;111.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;115.0;72540.0;112.0
106;C   Delfstoffenwinning;Februari  1998;100000.0;106.0;60854.0;105;;;;;;;39146.0;108.0;100000.0;110.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;111.0
107;C   Delfstoffenwinning;Maart     1998;100000.0;106.0;60854.0;105;;;;;;;39146.0;108.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;110.0
108;C   Delfstoffenwinning;April     1998;100000.0;106.0;60854.0;102;;;;;;;39146.0;111.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;106.0;5947.0;115.0;72540.0;110.0
109;C   Delfstoffenwinning;Mei       1998;100000.0;107.0;60854.0;102;;;;;;;39146.0;115.0;100000.0;107.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;107.0
110;C   Delfstoffenwinning;Juni      1998;100000.0;109.0;60854.0;102;;;;;;;39146.0;121.0;100000.0;109.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;109.0
111;C   Delfstoffenwinning;Juli      1998;100000.0;102.0;60854.0;98;;;;;;;39146.0;110.0;100000.0;106.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;106.0
112;C   Delfstoffenwinning;Augustus  1998;100000.0;103.0;60854.0;98;;;;;;;39146.0;112.0;100000.0;107.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;107.0
113;C   Delfstoffenwinning;September 1998;100000.0;101.0;60854.0;98;;;;;;;39146.0;105.0;100000.0;102.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;115.0;72540.0;100.0
114;C   Delfstoffenwinning;Oktober 1998;100000.0;94.0;60854.0;96;;;;;;;39146.0;90.0;100000.0;101.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;117.0;72540.0;99.0
115;C   Delfstoffenwinning;November 1998;100000.0;90.0;60854.0;95;;;;;;;39146.0;82.0;100000.0;101.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;117.0;72540.0;98.0
116;C   Delfstoffenwinning;December 1998;100000.0;88.0;60854.0;95;;;;;;;39146.0;78.0;100000.0;100.0;27460.0;107.0;;;;;21513.0;105.0;5947.0;117.0;72540.0;98.0
117;11  Aardolie- en aardgaswinning.;1990;6501.0;100.0;4059.0;100;;;;;;;2442.0;100.0;;;;;;;;;;;;;;
118;11  Aardolie- en aardgaswinning.;Januari   1990;6501.0;100.0;4059.0;103;;;;;;;2442.0;95.0;;;;;;;;;;;;;;
119;11  Aardolie- en aardgaswinning.;Februari  1990;6501.0;101.0;4059.0;102;;;;;;;2442.0;99.0;;;;;;;;;;;;;;
120;11  Aardolie- en aardgaswinning.;Maart     1990;6501.0;100.0;4059.0;101;;;;;;;2442.0;99.0;;;;;;;;;;;;;;
121;11  Aardolie- en aardgaswinning.;April     1990;6501.0;102.0;4059.0;101;;;;;;;2442.0;104.0;;;;;;;;;;;;;;
122;11  Aardolie- en aardgaswinning.;Mei       1990;6501.0;103.0;4059.0;101;;;;;;;2442.0;106.0;;;;;;;;;;;;;;
123;11  Aardolie- en aardgaswinning.;Juni      1990;6501.0;105.0;4059.0;101;;;;;;;2442.0;112.0;;;;;;;;;;;;;;
124;11  Aardolie- en aardgaswinning.;Juli      1990;6501.0;100.0;4059.0;95;;;;;;;2442.0;107.0;;;;;;;;;;;;;;
125;11  Aardolie- en aardgaswinning.;Augustus  1990;6501.0;102.0;4059.0;98;;;;;;;2442.0;108.0;;;;;;;;;;;;;;
126;11  Aardolie- en aardgaswinning.;September 1990;6501.0;97.0;4059.0;100;;;;;;;2442.0;93.0;;;;;;;;;;;;;;
127;11  Aardolie- en aardgaswinning.;Oktober   1990;6501.0;97.0;4059.0;101;;;;;;;2442.0;91.0;;;;;;;;;;;;;;
128;11  Aardolie- en aardgaswinning.;November  1990;6501.0;97.0;4059.0;99;;;;;;;2442.0;92.0;;;;;;;;;;;;;;
129;11  Aardolie- en aardgaswinning.;December  1990;6501.0;97.0;4059.0;99;;;;;;;2442.0;95.0;;;;;;;;;;;;;;
130;11  Aardolie- en aardgaswinning.;1991;6501.0;109.0;4059.0;105;;;;;;;2442.0;116.0;;;;;;;;;;;;;;
131;11  Aardolie- en aardgaswinning.;Januari   1991;6501.0;109.0;4059.0;111;;;;;;;2442.0;105.0;;;;;;;;;;;;;;
132;11  Aardolie- en aardgaswinning.;Februari  1991;6501.0;110.0;4059.0;109;;;;;;;2442.0;112.0;;;;;;;;;;;;;;
133;11  Aardolie- en aardgaswinning.;Maart     1991;6501.0;112.0;4059.0;108;;;;;;;2442.0;118.0;;;;;;;;;;;;;;
134;11  Aardolie- en aardgaswinning.;April     1991;6501.0;114.0;4059.0;107;;;;;;;2442.0;126.0;;;;;;;;;;;;;;
135;11  Aardolie- en aardgaswinning.;Mei       1991;6501.0;116.0;4059.0;107;;;;;;;2442.0;129.0;;;;;;;;;;;;;;
136;11  Aardolie- en aardgaswinning.;Juni      1991;6501.0;116.0;4059.0;107;;;;;;;2442.0;131.0;;;;;;;;;;;;;;
