ID;BedrijfstakkenSBI93;LoonklassenJaarloon;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
183;0;0;Nederland inclusief buitenland;Overig Zeeland (CR);2005 30 september;101.8;50.9;51.0;89.5;12.4;91.6;10.3;
184;0;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);1998 31 december;242.0;116.6;125.4;187.6;54.5;210.4;31.6;
185;0;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);2000 31 december;244.7;116.8;127.9;189.4;55.3;211.2;33.5;
186;0;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);2004 30 september;261.8;123.9;137.8;201.1;60.7;224.2;37.6;
187;0;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);2005 30 september;264.2;124.4;139.8;201.7;62.5;225.2;39.0;
188;0;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);1998 31 december;170.3;90.4;79.8;128.4;41.9;155.7;14.6;
189;0;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);2000 31 december;176.1;92.2;83.9;131.0;45.1;158.8;17.3;
190;0;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);2004 30 september;190.4;96.2;94.2;136.7;53.7;167.7;22.7;
191;0;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);2005 30 september;192.7;95.9;96.8;135.5;57.2;166.6;26.0;
192;0;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);1998 31 december;258.1;114.3;143.9;175.0;83.2;222.8;35.4;
193;0;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);2000 31 december;266.9;114.3;152.6;195.6;71.3;226.2;40.6;
194;0;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);2004 30 september;281.4;124.2;157.2;203.6;77.8;235.2;46.2;
195;0;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);2005 30 september;284.6;123.2;161.3;203.5;81.1;236.5;48.1;
196;0;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);1998 31 december;309.3;130.4;178.9;247.5;61.8;275.3;34.0;
197;0;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);2000 31 december;316.2;129.4;186.7;248.9;67.3;277.7;38.4;
198;0;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);2004 30 september;339.5;142.1;197.4;260.7;78.7;292.0;47.4;
199;0;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);2005 30 september;337.8;140.6;197.2;258.8;79.0;290.1;47.8;
200;0;0;Nederland inclusief buitenland;Noord-Limburg (CR);1998 31 december;111.3;50.7;60.7;89.5;21.8;96.0;15.3;
201;0;0;Nederland inclusief buitenland;Noord-Limburg (CR);2000 31 december;113.5;50.7;62.8;89.2;24.3;96.1;17.4;
202;0;0;Nederland inclusief buitenland;Noord-Limburg (CR);2004 30 september;125.9;61.9;64.0;94.7;31.2;101.8;24.0;
203;0;0;Nederland inclusief buitenland;Noord-Limburg (CR);2005 30 september;124.8;61.1;63.8;94.0;30.8;101.1;23.7;
204;0;0;Nederland inclusief buitenland;Midden-Limburg (CR);1998 31 december;82.6;34.1;48.5;62.9;19.7;74.9;7.7;
205;0;0;Nederland inclusief buitenland;Midden-Limburg (CR);2000 31 december;84.1;33.7;50.4;62.5;21.6;74.8;9.3;
206;0;0;Nederland inclusief buitenland;Midden-Limburg (CR);2004 30 september;90.9;37.3;53.5;66.9;23.9;79.8;11.1;
207;0;0;Nederland inclusief buitenland;Midden-Limburg (CR);2005 30 september;91.0;36.9;54.2;66.8;24.2;79.8;11.2;
208;0;0;Nederland inclusief buitenland;Zuid-Limburg (CR);1998 31 december;237.3;96.5;140.8;212.8;24.5;222.0;15.3;
209;0;0;Nederland inclusief buitenland;Zuid-Limburg (CR);2000 31 december;245.6;96.1;149.5;215.9;29.7;225.7;19.9;
210;0;0;Nederland inclusief buitenland;Zuid-Limburg (CR);2004 30 september;251.0;105.7;145.3;213.8;37.3;226.0;25.1;
211;0;0;Nederland inclusief buitenland;Zuid-Limburg (CR);2005 30 september;246.5;104.4;142.2;210.3;36.3;222.0;24.5;
212;0;0;Nederland inclusief buitenland;Flevoland (CR);1998 31 december;91.0;55.3;35.7;65.5;25.5;65.5;25.5;
213;0;0;Nederland inclusief buitenland;Flevoland (CR);2000 31 december;101.3;59.1;42.2;70.7;30.7;70.7;30.7;
214;0;0;Nederland inclusief buitenland;Flevoland (CR);2004 30 september;119.0;70.0;49.0;83.8;35.2;83.8;35.2;
215;0;0;Nederland inclusief buitenland;Flevoland (CR);2005 30 september;123.6;70.6;53.0;84.7;38.9;84.7;38.9;
216;0;0;Nederland inclusief buitenland;Corop onbekend;1998 31 december;;;;;;;;0.0
217;0;0;Nederland inclusief buitenland;Corop onbekend;2000 31 december;;;;;;;;0.0
218;0;0;Nederland inclusief buitenland;Corop onbekend;2004 30 september;51.3;;51.3;;51.3;;51.3;
219;0;0;Nederland inclusief buitenland;Corop onbekend;2005 30 september;52.7;;52.7;;52.7;;52.7;
220;0;0;Nederland inclusief buitenland;Almere;1998 31 december;37.3;21.6;15.7;24.5;12.8;24.5;12.8;
221;0;0;Nederland inclusief buitenland;Almere;2000 31 december;44.2;24.4;19.8;27.8;16.4;27.8;16.4;
222;0;0;Nederland inclusief buitenland;Almere;2004 30 september;52.1;30.9;21.2;35.1;17.0;35.1;17.0;
223;0;0;Nederland inclusief buitenland;Almere;2005 30 september;56.4;31.4;24.9;35.7;20.7;35.7;20.7;
224;0;0;Nederland inclusief buitenland;Amersfoort (GM);1998 31 december;63.4;28.2;35.2;42.4;21.0;42.4;21.0;
225;0;0;Nederland inclusief buitenland;Amersfoort (GM);2000 31 december;65.5;27.9;37.6;42.3;23.2;42.3;23.2;
226;0;0;Nederland inclusief buitenland;Amersfoort (GM);2004 30 september;70.8;30.6;40.2;45.9;24.9;45.9;24.9;
227;0;0;Nederland inclusief buitenland;Amersfoort (GM);2005 30 september;73.1;31.5;41.7;47.0;26.1;47.0;26.1;
228;0;0;Nederland inclusief buitenland;Amsterdam (GM);1998 31 december;436.4;212.2;224.2;212.2;224.2;340.2;96.2;
229;0;0;Nederland inclusief buitenland;Amsterdam (GM);2000 31 december;456.8;208.0;248.7;266.0;190.8;341.4;115.3;
230;0;0;Nederland inclusief buitenland;Amsterdam (GM);2004 30 september;466.1;213.9;252.3;273.8;192.3;347.9;118.2;
231;0;0;Nederland inclusief buitenland;Amsterdam (GM);2005 30 september;465.4;214.2;251.2;274.8;190.6;349.9;115.5;
232;0;0;Nederland inclusief buitenland;Apeldoorn (GM);1998 31 december;80.4;46.9;33.5;56.6;23.8;65.6;14.7;
233;0;0;Nederland inclusief buitenland;Apeldoorn (GM);2000 31 december;79.9;45.5;34.4;55.3;24.6;64.0;15.9;
234;0;0;Nederland inclusief buitenland;Apeldoorn (GM);2004 30 september;85.2;46.8;38.4;56.9;28.3;66.5;18.7;
235;0;0;Nederland inclusief buitenland;Apeldoorn (GM);2005 30 september;83.6;47.1;36.5;57.2;26.4;66.5;17.1;
236;0;0;Nederland inclusief buitenland;Arnhem (GM);1998 31 december;86.7;33.6;53.1;66.4;20.3;76.6;10.1;
237;0;0;Nederland inclusief buitenland;Arnhem (GM);2000 31 december;89.7;33.9;55.8;68.0;21.7;78.7;10.9;
238;0;0;Nederland inclusief buitenland;Arnhem (GM);2004 30 september;90.2;33.8;56.4;67.0;23.2;78.0;12.2;
239;0;0;Nederland inclusief buitenland;Arnhem (GM);2005 30 september;90.6;34.2;56.5;66.1;24.6;78.0;12.6;
240;0;0;Nederland inclusief buitenland;Breda (GM);1998 31 december;85.0;42.5;42.6;62.7;22.4;75.0;10.1;
241;0;0;Nederland inclusief buitenland;Breda (GM);2000 31 december;87.0;42.7;44.2;63.9;23.1;75.6;11.3;
242;0;0;Nederland inclusief buitenland;Breda (GM);2004 30 september;88.3;44.0;44.3;65.5;22.7;76.9;11.4;
243;0;0;Nederland inclusief buitenland;Breda (GM);2005 30 september;87.9;44.4;43.5;65.3;22.6;76.7;11.2;
244;0;0;Nederland inclusief buitenland;Dordrecht (GM);1998 31 december;51.7;26.0;25.7;36.3;15.4;43.1;8.6;
245;0;0;Nederland inclusief buitenland;Dordrecht (GM);2000 31 december;52.6;26.6;26.0;36.9;15.7;44.1;8.6;
246;0;0;Nederland inclusief buitenland;Dordrecht (GM);2004 30 september;55.2;27.2;28.0;38.2;17.0;46.5;8.7;
247;0;0;Nederland inclusief buitenland;Dordrecht (GM);2005 30 september;54.4;26.9;27.4;37.9;16.4;46.0;8.4;
248;0;0;Nederland inclusief buitenland;Ede;1998 31 december;41.6;22.9;18.7;27.5;14.1;33.2;8.4;
249;0;0;Nederland inclusief buitenland;Ede;2000 31 december;40.4;23.0;17.4;27.9;12.5;33.3;7.1;
250;0;0;Nederland inclusief buitenland;Ede;2004 30 september;42.8;24.0;18.8;28.8;14.0;34.4;8.4;
251;0;0;Nederland inclusief buitenland;Ede;2005 30 september;43.3;24.4;18.9;29.2;14.0;35.1;8.2;
252;0;0;Nederland inclusief buitenland;Eindhoven (GM);1998 31 december;139.2;56.9;82.3;105.9;33.3;120.6;18.6;
253;0;0;Nederland inclusief buitenland;Eindhoven (GM);2000 31 december;135.7;55.0;80.7;102.8;32.9;117.6;18.1;
