ID;Bedrijfstakken;Bedrijfskenmerken;Perioden;Bedrijven_1
5956;"1830 Bereiden en verven van bont; ..";5 tot 10 werkzame personen;2006, 1 januari;0
5957;"1830 Bereiden en verven van bont; ..";5 tot 10 werkzame personen;2007, 1 januari;0
5958;"1830 Bereiden en verven van bont; ..";5 tot 10 werkzame personen;2008, 1 januari;0
5959;"1830 Bereiden en verven van bont; ..";5 tot 10 werkzame personen;2009, 1 januari;0
5960;"1830 Bereiden en verven van bont; ..";10 tot 20 werkzame personen;2006, 1 januari;0
5961;"1830 Bereiden en verven van bont; ..";10 tot 20 werkzame personen;2007, 1 januari;0
5962;"1830 Bereiden en verven van bont; ..";10 tot 20 werkzame personen;2008, 1 januari;0
5963;"1830 Bereiden en verven van bont; ..";10 tot 20 werkzame personen;2009, 1 januari;0
5964;"1830 Bereiden en verven van bont; ..";20 tot 50 werkzame personen;2006, 1 januari;0
5965;"1830 Bereiden en verven van bont; ..";20 tot 50 werkzame personen;2007, 1 januari;0
5966;"1830 Bereiden en verven van bont; ..";20 tot 50 werkzame personen;2008, 1 januari;0
5967;"1830 Bereiden en verven van bont; ..";20 tot 50 werkzame personen;2009, 1 januari;0
5968;"1830 Bereiden en verven van bont; ..";50 tot 100 werkzame personen;2006, 1 januari;0
5969;"1830 Bereiden en verven van bont; ..";50 tot 100 werkzame personen;2007, 1 januari;0
5970;"1830 Bereiden en verven van bont; ..";50 tot 100 werkzame personen;2008, 1 januari;0
5971;"1830 Bereiden en verven van bont; ..";50 tot 100 werkzame personen;2009, 1 januari;0
5972;"1830 Bereiden en verven van bont; ..";100 werkzame personen of meer;2006, 1 januari;0
5973;"1830 Bereiden en verven van bont; ..";100 werkzame personen of meer;2007, 1 januari;0
5974;"1830 Bereiden en verven van bont; ..";100 werkzame personen of meer;2008, 1 januari;0
5975;"1830 Bereiden en verven van bont; ..";100 werkzame personen of meer;2009, 1 januari;0
5976;"1830 Bereiden en verven van bont; ..";Natuurlijke personen;2006, 1 januari;5
5977;"1830 Bereiden en verven van bont; ..";Natuurlijke personen;2007, 1 januari;5
5978;"1830 Bereiden en verven van bont; ..";Natuurlijke personen;2008, 1 januari;5
5979;"1830 Bereiden en verven van bont; ..";Natuurlijke personen;2009, 1 januari;5
5980;"1830 Bereiden en verven van bont; ..";Rechtspersonen;2006, 1 januari;0
5981;"1830 Bereiden en verven van bont; ..";Rechtspersonen;2007, 1 januari;0
5982;"1830 Bereiden en verven van bont; ..";Rechtspersonen;2008, 1 januari;0
5983;"1830 Bereiden en verven van bont; ..";Rechtspersonen;2009, 1 januari;5
5984;19 VV leer en lederwaren (geen kleding);Totaal aantal bedrijven;2006, 1 januari;315
5985;19 VV leer en lederwaren (geen kleding);Totaal aantal bedrijven;2007, 1 januari;315
5986;19 VV leer en lederwaren (geen kleding);Totaal aantal bedrijven;2008, 1 januari;295
5987;19 VV leer en lederwaren (geen kleding);Totaal aantal bedrijven;2009, 1 januari;305
5988;19 VV leer en lederwaren (geen kleding);1 werkzame persoon;2006, 1 januari;135
5989;19 VV leer en lederwaren (geen kleding);1 werkzame persoon;2007, 1 januari;140
5990;19 VV leer en lederwaren (geen kleding);1 werkzame persoon;2008, 1 januari;140
5991;19 VV leer en lederwaren (geen kleding);1 werkzame persoon;2009, 1 januari;150
5992;19 VV leer en lederwaren (geen kleding);2 werkzame personen;2006, 1 januari;75
5993;19 VV leer en lederwaren (geen kleding);2 werkzame personen;2007, 1 januari;55
5994;19 VV leer en lederwaren (geen kleding);2 werkzame personen;2008, 1 januari;55
5995;19 VV leer en lederwaren (geen kleding);2 werkzame personen;2009, 1 januari;60
5996;19 VV leer en lederwaren (geen kleding);3 tot 5 werkzame personen;2006, 1 januari;40
5997;19 VV leer en lederwaren (geen kleding);3 tot 5 werkzame personen;2007, 1 januari;45
5998;19 VV leer en lederwaren (geen kleding);3 tot 5 werkzame personen;2008, 1 januari;30
5999;19 VV leer en lederwaren (geen kleding);3 tot 5 werkzame personen;2009, 1 januari;30
6000;19 VV leer en lederwaren (geen kleding);5 tot 10 werkzame personen;2006, 1 januari;30
6001;19 VV leer en lederwaren (geen kleding);5 tot 10 werkzame personen;2007, 1 januari;35
6002;19 VV leer en lederwaren (geen kleding);5 tot 10 werkzame personen;2008, 1 januari;30
6003;19 VV leer en lederwaren (geen kleding);5 tot 10 werkzame personen;2009, 1 januari;30
6004;19 VV leer en lederwaren (geen kleding);10 tot 20 werkzame personen;2006, 1 januari;20
6005;19 VV leer en lederwaren (geen kleding);10 tot 20 werkzame personen;2007, 1 januari;20
6006;19 VV leer en lederwaren (geen kleding);10 tot 20 werkzame personen;2008, 1 januari;25
6007;19 VV leer en lederwaren (geen kleding);10 tot 20 werkzame personen;2009, 1 januari;20
6008;19 VV leer en lederwaren (geen kleding);20 tot 50 werkzame personen;2006, 1 januari;10
6009;19 VV leer en lederwaren (geen kleding);20 tot 50 werkzame personen;2007, 1 januari;10
6010;19 VV leer en lederwaren (geen kleding);20 tot 50 werkzame personen;2008, 1 januari;5
6011;19 VV leer en lederwaren (geen kleding);20 tot 50 werkzame personen;2009, 1 januari;10
6012;19 VV leer en lederwaren (geen kleding);50 tot 100 werkzame personen;2006, 1 januari;0
6013;19 VV leer en lederwaren (geen kleding);50 tot 100 werkzame personen;2007, 1 januari;0
6014;19 VV leer en lederwaren (geen kleding);50 tot 100 werkzame personen;2008, 1 januari;0
6015;19 VV leer en lederwaren (geen kleding);50 tot 100 werkzame personen;2009, 1 januari;5
6016;19 VV leer en lederwaren (geen kleding);100 werkzame personen of meer;2006, 1 januari;5
6017;19 VV leer en lederwaren (geen kleding);100 werkzame personen of meer;2007, 1 januari;5
6018;19 VV leer en lederwaren (geen kleding);100 werkzame personen of meer;2008, 1 januari;5
6019;19 VV leer en lederwaren (geen kleding);100 werkzame personen of meer;2009, 1 januari;5
6020;19 VV leer en lederwaren (geen kleding);Natuurlijke personen;2006, 1 januari;205
6021;19 VV leer en lederwaren (geen kleding);Natuurlijke personen;2007, 1 januari;205
6022;19 VV leer en lederwaren (geen kleding);Natuurlijke personen;2008, 1 januari;190
6023;19 VV leer en lederwaren (geen kleding);Natuurlijke personen;2009, 1 januari;195
6024;19 VV leer en lederwaren (geen kleding);Rechtspersonen;2006, 1 januari;110
6025;19 VV leer en lederwaren (geen kleding);Rechtspersonen;2007, 1 januari;110
6026;19 VV leer en lederwaren (geen kleding);Rechtspersonen;2008, 1 januari;105
6027;19 VV leer en lederwaren (geen kleding);Rechtspersonen;2009, 1 januari;115
6028;191 Looien en bewerken van leer;Totaal aantal bedrijven;2006, 1 januari;35
6029;191 Looien en bewerken van leer;Totaal aantal bedrijven;2007, 1 januari;35
6030;191 Looien en bewerken van leer;Totaal aantal bedrijven;2008, 1 januari;30
6031;191 Looien en bewerken van leer;Totaal aantal bedrijven;2009, 1 januari;35
6032;191 Looien en bewerken van leer;1 werkzame persoon;2006, 1 januari;10
6033;191 Looien en bewerken van leer;1 werkzame persoon;2007, 1 januari;10
6034;191 Looien en bewerken van leer;1 werkzame persoon;2008, 1 januari;15
6035;191 Looien en bewerken van leer;1 werkzame persoon;2009, 1 januari;15
6036;191 Looien en bewerken van leer;2 werkzame personen;2006, 1 januari;5
6037;191 Looien en bewerken van leer;2 werkzame personen;2007, 1 januari;10
6038;191 Looien en bewerken van leer;2 werkzame personen;2008, 1 januari;5
6039;191 Looien en bewerken van leer;2 werkzame personen;2009, 1 januari;5
6040;191 Looien en bewerken van leer;3 tot 5 werkzame personen;2006, 1 januari;5
6041;191 Looien en bewerken van leer;3 tot 5 werkzame personen;2007, 1 januari;5
6042;191 Looien en bewerken van leer;3 tot 5 werkzame personen;2008, 1 januari;5
6043;191 Looien en bewerken van leer;3 tot 5 werkzame personen;2009, 1 januari;0
6044;191 Looien en bewerken van leer;5 tot 10 werkzame personen;2006, 1 januari;5
6045;191 Looien en bewerken van leer;5 tot 10 werkzame personen;2007, 1 januari;5
6046;191 Looien en bewerken van leer;5 tot 10 werkzame personen;2008, 1 januari;5
6047;191 Looien en bewerken van leer;5 tot 10 werkzame personen;2009, 1 januari;5
6048;191 Looien en bewerken van leer;10 tot 20 werkzame personen;2006, 1 januari;5
6049;191 Looien en bewerken van leer;10 tot 20 werkzame personen;2007, 1 januari;5
6050;191 Looien en bewerken van leer;10 tot 20 werkzame personen;2008, 1 januari;5
6051;191 Looien en bewerken van leer;10 tot 20 werkzame personen;2009, 1 januari;5
6052;191 Looien en bewerken van leer;20 tot 50 werkzame personen;2006, 1 januari;0
6053;191 Looien en bewerken van leer;20 tot 50 werkzame personen;2007, 1 januari;5
6054;191 Looien en bewerken van leer;20 tot 50 werkzame personen;2008, 1 januari;0
6055;191 Looien en bewerken van leer;20 tot 50 werkzame personen;2009, 1 januari;5
6056;191 Looien en bewerken van leer;50 tot 100 werkzame personen;2006, 1 januari;0
6057;191 Looien en bewerken van leer;50 tot 100 werkzame personen;2007, 1 januari;0
6058;191 Looien en bewerken van leer;50 tot 100 werkzame personen;2008, 1 januari;0
6059;191 Looien en bewerken van leer;50 tot 100 werkzame personen;2009, 1 januari;0
6060;191 Looien en bewerken van leer;100 werkzame personen of meer;2006, 1 januari;0
6061;191 Looien en bewerken van leer;100 werkzame personen of meer;2007, 1 januari;0
6062;191 Looien en bewerken van leer;100 werkzame personen of meer;2008, 1 januari;0
6063;191 Looien en bewerken van leer;100 werkzame personen of meer;2009, 1 januari;0
6064;191 Looien en bewerken van leer;Natuurlijke personen;2006, 1 januari;15
6065;191 Looien en bewerken van leer;Natuurlijke personen;2007, 1 januari;10
6066;191 Looien en bewerken van leer;Natuurlijke personen;2008, 1 januari;10
6067;191 Looien en bewerken van leer;Natuurlijke personen;2009, 1 januari;10
6068;191 Looien en bewerken van leer;Rechtspersonen;2006, 1 januari;20
6069;191 Looien en bewerken van leer;Rechtspersonen;2007, 1 januari;25
6070;191 Looien en bewerken van leer;Rechtspersonen;2008, 1 januari;20
6071;191 Looien en bewerken van leer;Rechtspersonen;2009, 1 januari;25
6072;1910 Looien en bewerken van leer;Totaal aantal bedrijven;2006, 1 januari;35
6073;1910 Looien en bewerken van leer;Totaal aantal bedrijven;2007, 1 januari;35
6074;1910 Looien en bewerken van leer;Totaal aantal bedrijven;2008, 1 januari;30
6075;1910 Looien en bewerken van leer;Totaal aantal bedrijven;2009, 1 januari;35
6076;1910 Looien en bewerken van leer;1 werkzame persoon;2006, 1 januari;10
6077;1910 Looien en bewerken van leer;1 werkzame persoon;2007, 1 januari;10
6078;1910 Looien en bewerken van leer;1 werkzame persoon;2008, 1 januari;15
6079;1910 Looien en bewerken van leer;1 werkzame persoon;2009, 1 januari;15
6080;1910 Looien en bewerken van leer;2 werkzame personen;2006, 1 januari;5
6081;1910 Looien en bewerken van leer;2 werkzame personen;2007, 1 januari;10
6082;1910 Looien en bewerken van leer;2 werkzame personen;2008, 1 januari;5
6083;1910 Looien en bewerken van leer;2 werkzame personen;2009, 1 januari;5
6084;1910 Looien en bewerken van leer;3 tot 5 werkzame personen;2006, 1 januari;5
6085;1910 Looien en bewerken van leer;3 tot 5 werkzame personen;2007, 1 januari;5
6086;1910 Looien en bewerken van leer;3 tot 5 werkzame personen;2008, 1 januari;5
6087;1910 Looien en bewerken van leer;3 tot 5 werkzame personen;2009, 1 januari;0
6088;1910 Looien en bewerken van leer;5 tot 10 werkzame personen;2006, 1 januari;5
6089;1910 Looien en bewerken van leer;5 tot 10 werkzame personen;2007, 1 januari;5
6090;1910 Looien en bewerken van leer;5 tot 10 werkzame personen;2008, 1 januari;5
6091;1910 Looien en bewerken van leer;5 tot 10 werkzame personen;2009, 1 januari;5
6092;1910 Looien en bewerken van leer;10 tot 20 werkzame personen;2006, 1 januari;5
6093;1910 Looien en bewerken van leer;10 tot 20 werkzame personen;2007, 1 januari;5
6094;1910 Looien en bewerken van leer;10 tot 20 werkzame personen;2008, 1 januari;5
6095;1910 Looien en bewerken van leer;10 tot 20 werkzame personen;2009, 1 januari;5
6096;1910 Looien en bewerken van leer;20 tot 50 werkzame personen;2006, 1 januari;0
6097;1910 Looien en bewerken van leer;20 tot 50 werkzame personen;2007, 1 januari;5
6098;1910 Looien en bewerken van leer;20 tot 50 werkzame personen;2008, 1 januari;0
6099;1910 Looien en bewerken van leer;20 tot 50 werkzame personen;2009, 1 januari;5
6100;1910 Looien en bewerken van leer;50 tot 100 werkzame personen;2006, 1 januari;0
6101;1910 Looien en bewerken van leer;50 tot 100 werkzame personen;2007, 1 januari;0
6102;1910 Looien en bewerken van leer;50 tot 100 werkzame personen;2008, 1 januari;0
6103;1910 Looien en bewerken van leer;50 tot 100 werkzame personen;2009, 1 januari;0
6104;1910 Looien en bewerken van leer;100 werkzame personen of meer;2006, 1 januari;0
6105;1910 Looien en bewerken van leer;100 werkzame personen of meer;2007, 1 januari;0
6106;1910 Looien en bewerken van leer;100 werkzame personen of meer;2008, 1 januari;0
6107;1910 Looien en bewerken van leer;100 werkzame personen of meer;2009, 1 januari;0
6108;1910 Looien en bewerken van leer;Natuurlijke personen;2006, 1 januari;15
6109;1910 Looien en bewerken van leer;Natuurlijke personen;2007, 1 januari;10
6110;1910 Looien en bewerken van leer;Natuurlijke personen;2008, 1 januari;10
6111;1910 Looien en bewerken van leer;Natuurlijke personen;2009, 1 januari;10
6112;1910 Looien en bewerken van leer;Rechtspersonen;2006, 1 januari;20
6113;1910 Looien en bewerken van leer;Rechtspersonen;2007, 1 januari;25
6114;1910 Looien en bewerken van leer;Rechtspersonen;2008, 1 januari;20
6115;1910 Looien en bewerken van leer;Rechtspersonen;2009, 1 januari;25
6116;192 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2006, 1 januari;170
6117;192 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2007, 1 januari;170
6118;192 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2008, 1 januari;160
6119;192 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2009, 1 januari;170
6120;192 VV lederwaren (geen kleding en ..;1 werkzame persoon;2006, 1 januari;80
6121;192 VV lederwaren (geen kleding en ..;1 werkzame persoon;2007, 1 januari;90
6122;192 VV lederwaren (geen kleding en ..;1 werkzame persoon;2008, 1 januari;80
6123;192 VV lederwaren (geen kleding en ..;1 werkzame persoon;2009, 1 januari;90
6124;192 VV lederwaren (geen kleding en ..;2 werkzame personen;2006, 1 januari;45
6125;192 VV lederwaren (geen kleding en ..;2 werkzame personen;2007, 1 januari;30
6126;192 VV lederwaren (geen kleding en ..;2 werkzame personen;2008, 1 januari;35
6127;192 VV lederwaren (geen kleding en ..;2 werkzame personen;2009, 1 januari;35
6128;192 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2006, 1 januari;15
6129;192 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2007, 1 januari;20
6130;192 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2008, 1 januari;15
6131;192 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2009, 1 januari;20
6132;192 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2006, 1 januari;15
6133;192 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2007, 1 januari;20
6134;192 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2008, 1 januari;15
6135;192 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2009, 1 januari;15
6136;192 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2006, 1 januari;10
6137;192 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2007, 1 januari;5
6138;192 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2008, 1 januari;10
6139;192 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2009, 1 januari;10
6140;192 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2006, 1 januari;5
6141;192 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2007, 1 januari;0
6142;192 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2008, 1 januari;0
6143;192 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2009, 1 januari;5
6144;192 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2006, 1 januari;0
6145;192 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2007, 1 januari;0
6146;192 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2008, 1 januari;0
6147;192 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2009, 1 januari;0
6148;192 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2006, 1 januari;0
6149;192 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2007, 1 januari;0
6150;192 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2008, 1 januari;0
6151;192 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2009, 1 januari;0
6152;192 VV lederwaren (geen kleding en ..;Natuurlijke personen;2006, 1 januari;125
6153;192 VV lederwaren (geen kleding en ..;Natuurlijke personen;2007, 1 januari;130
6154;192 VV lederwaren (geen kleding en ..;Natuurlijke personen;2008, 1 januari;125
6155;192 VV lederwaren (geen kleding en ..;Natuurlijke personen;2009, 1 januari;130
6156;192 VV lederwaren (geen kleding en ..;Rechtspersonen;2006, 1 januari;40
6157;192 VV lederwaren (geen kleding en ..;Rechtspersonen;2007, 1 januari;40
6158;192 VV lederwaren (geen kleding en ..;Rechtspersonen;2008, 1 januari;40
6159;192 VV lederwaren (geen kleding en ..;Rechtspersonen;2009, 1 januari;45
6160;1920 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2006, 1 januari;170
6161;1920 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2007, 1 januari;170
6162;1920 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2008, 1 januari;160
6163;1920 VV lederwaren (geen kleding en ..;Totaal aantal bedrijven;2009, 1 januari;170
6164;1920 VV lederwaren (geen kleding en ..;1 werkzame persoon;2006, 1 januari;80
6165;1920 VV lederwaren (geen kleding en ..;1 werkzame persoon;2007, 1 januari;90
6166;1920 VV lederwaren (geen kleding en ..;1 werkzame persoon;2008, 1 januari;80
6167;1920 VV lederwaren (geen kleding en ..;1 werkzame persoon;2009, 1 januari;90
6168;1920 VV lederwaren (geen kleding en ..;2 werkzame personen;2006, 1 januari;45
6169;1920 VV lederwaren (geen kleding en ..;2 werkzame personen;2007, 1 januari;30
6170;1920 VV lederwaren (geen kleding en ..;2 werkzame personen;2008, 1 januari;35
6171;1920 VV lederwaren (geen kleding en ..;2 werkzame personen;2009, 1 januari;35
6172;1920 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2006, 1 januari;15
6173;1920 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2007, 1 januari;20
6174;1920 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2008, 1 januari;15
6175;1920 VV lederwaren (geen kleding en ..;3 tot 5 werkzame personen;2009, 1 januari;20
6176;1920 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2006, 1 januari;15
6177;1920 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2007, 1 januari;20
6178;1920 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2008, 1 januari;15
6179;1920 VV lederwaren (geen kleding en ..;5 tot 10 werkzame personen;2009, 1 januari;15
6180;1920 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2006, 1 januari;10
6181;1920 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2007, 1 januari;5
6182;1920 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2008, 1 januari;10
6183;1920 VV lederwaren (geen kleding en ..;10 tot 20 werkzame personen;2009, 1 januari;10
6184;1920 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2006, 1 januari;5
6185;1920 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2007, 1 januari;0
6186;1920 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2008, 1 januari;0
6187;1920 VV lederwaren (geen kleding en ..;20 tot 50 werkzame personen;2009, 1 januari;5
6188;1920 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2006, 1 januari;0
6189;1920 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2007, 1 januari;0
6190;1920 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2008, 1 januari;0
6191;1920 VV lederwaren (geen kleding en ..;50 tot 100 werkzame personen;2009, 1 januari;0
6192;1920 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2006, 1 januari;0
6193;1920 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2007, 1 januari;0
6194;1920 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2008, 1 januari;0
6195;1920 VV lederwaren (geen kleding en ..;100 werkzame personen of meer;2009, 1 januari;0
6196;1920 VV lederwaren (geen kleding en ..;Natuurlijke personen;2006, 1 januari;125
6197;1920 VV lederwaren (geen kleding en ..;Natuurlijke personen;2007, 1 januari;130
6198;1920 VV lederwaren (geen kleding en ..;Natuurlijke personen;2008, 1 januari;125
6199;1920 VV lederwaren (geen kleding en ..;Natuurlijke personen;2009, 1 januari;130
6200;1920 VV lederwaren (geen kleding en ..;Rechtspersonen;2006, 1 januari;40
6201;1920 VV lederwaren (geen kleding en ..;Rechtspersonen;2007, 1 januari;40
6202;1920 VV lederwaren (geen kleding en ..;Rechtspersonen;2008, 1 januari;40
6203;1920 VV lederwaren (geen kleding en ..;Rechtspersonen;2009, 1 januari;45
6204;193 Vervaardiging van schoeisel;Totaal aantal bedrijven;2006, 1 januari;110
6205;193 Vervaardiging van schoeisel;Totaal aantal bedrijven;2007, 1 januari;110
6206;193 Vervaardiging van schoeisel;Totaal aantal bedrijven;2008, 1 januari;100
6207;193 Vervaardiging van schoeisel;Totaal aantal bedrijven;2009, 1 januari;100
6208;193 Vervaardiging van schoeisel;1 werkzame persoon;2006, 1 januari;40
6209;193 Vervaardiging van schoeisel;1 werkzame persoon;2007, 1 januari;45
6210;193 Vervaardiging van schoeisel;1 werkzame persoon;2008, 1 januari;45
6211;193 Vervaardiging van schoeisel;1 werkzame persoon;2009, 1 januari;45
6212;193 Vervaardiging van schoeisel;2 werkzame personen;2006, 1 januari;25
6213;193 Vervaardiging van schoeisel;2 werkzame personen;2007, 1 januari;20
6214;193 Vervaardiging van schoeisel;2 werkzame personen;2008, 1 januari;15
6215;193 Vervaardiging van schoeisel;2 werkzame personen;2009, 1 januari;20
6216;193 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2006, 1 januari;15
6217;193 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2007, 1 januari;15
6218;193 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2008, 1 januari;15
6219;193 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2009, 1 januari;10
6220;193 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2006, 1 januari;10
6221;193 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2007, 1 januari;10
6222;193 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2008, 1 januari;10
6223;193 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2009, 1 januari;10
6224;193 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2006, 1 januari;5
6225;193 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2007, 1 januari;10
6226;193 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2008, 1 januari;10
6227;193 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2009, 1 januari;5
6228;193 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2006, 1 januari;5
6229;193 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2007, 1 januari;5
6230;193 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2008, 1 januari;0
6231;193 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2009, 1 januari;0
6232;193 Vervaardiging van schoeisel;50 tot 100 werkzame personen;2006, 1 januari;0
6233;193 Vervaardiging van schoeisel;50 tot 100 werkzame personen;2007, 1 januari;0
6234;193 Vervaardiging van schoeisel;50 tot 100 werkzame personen;2008, 1 januari;0
6235;193 Vervaardiging van schoeisel;50 tot 100 werkzame personen;2009, 1 januari;5
6236;193 Vervaardiging van schoeisel;100 werkzame personen of meer;2006, 1 januari;5
6237;193 Vervaardiging van schoeisel;100 werkzame personen of meer;2007, 1 januari;0
6238;193 Vervaardiging van schoeisel;100 werkzame personen of meer;2008, 1 januari;0
6239;193 Vervaardiging van schoeisel;100 werkzame personen of meer;2009, 1 januari;0
6240;193 Vervaardiging van schoeisel;Natuurlijke personen;2006, 1 januari;65
6241;193 Vervaardiging van schoeisel;Natuurlijke personen;2007, 1 januari;60
6242;193 Vervaardiging van schoeisel;Natuurlijke personen;2008, 1 januari;55
6243;193 Vervaardiging van schoeisel;Natuurlijke personen;2009, 1 januari;55
6244;193 Vervaardiging van schoeisel;Rechtspersonen;2006, 1 januari;50
6245;193 Vervaardiging van schoeisel;Rechtspersonen;2007, 1 januari;50
6246;193 Vervaardiging van schoeisel;Rechtspersonen;2008, 1 januari;45
6247;193 Vervaardiging van schoeisel;Rechtspersonen;2009, 1 januari;45
6248;1930 Vervaardiging van schoeisel;Totaal aantal bedrijven;2006, 1 januari;110
6249;1930 Vervaardiging van schoeisel;Totaal aantal bedrijven;2007, 1 januari;110
6250;1930 Vervaardiging van schoeisel;Totaal aantal bedrijven;2008, 1 januari;100
6251;1930 Vervaardiging van schoeisel;Totaal aantal bedrijven;2009, 1 januari;100
6252;1930 Vervaardiging van schoeisel;1 werkzame persoon;2006, 1 januari;40
6253;1930 Vervaardiging van schoeisel;1 werkzame persoon;2007, 1 januari;45
6254;1930 Vervaardiging van schoeisel;1 werkzame persoon;2008, 1 januari;45
6255;1930 Vervaardiging van schoeisel;1 werkzame persoon;2009, 1 januari;45
6256;1930 Vervaardiging van schoeisel;2 werkzame personen;2006, 1 januari;25
6257;1930 Vervaardiging van schoeisel;2 werkzame personen;2007, 1 januari;20
6258;1930 Vervaardiging van schoeisel;2 werkzame personen;2008, 1 januari;15
6259;1930 Vervaardiging van schoeisel;2 werkzame personen;2009, 1 januari;20
6260;1930 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2006, 1 januari;15
6261;1930 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2007, 1 januari;15
6262;1930 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2008, 1 januari;15
6263;1930 Vervaardiging van schoeisel;3 tot 5 werkzame personen;2009, 1 januari;10
6264;1930 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2006, 1 januari;10
6265;1930 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2007, 1 januari;10
6266;1930 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2008, 1 januari;10
6267;1930 Vervaardiging van schoeisel;5 tot 10 werkzame personen;2009, 1 januari;10
6268;1930 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2006, 1 januari;5
6269;1930 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2007, 1 januari;10
6270;1930 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2008, 1 januari;10
6271;1930 Vervaardiging van schoeisel;10 tot 20 werkzame personen;2009, 1 januari;5
6272;1930 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2006, 1 januari;5
6273;1930 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2007, 1 januari;5
6274;1930 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2008, 1 januari;0
6275;1930 Vervaardiging van schoeisel;20 tot 50 werkzame personen;2009, 1 januari;0
6276;1930 Vervaardiging van schoeisel;50 tot 100 werkzame personen;2006, 1 januari;0
