ID;BedrijfstakkenBranchesSBI2008;Aardgas;Elektriciteit;Perioden;Adressen_1;GeleverdAardgas_2;GeleverdeElektriciteit_3
19;A-U Alle economische activiteiten;Totaal aardgas;50 001 t/m 100 000 kWh;2019;48985.0;;3405400.0
20;A-U Alle economische activiteiten;Totaal aardgas;50 001 t/m 100 000 kWh;2020;47165.0;;3277600.0
21;A-U Alle economische activiteiten;Totaal aardgas;50 001 t/m 100 000 kWh;2021;45130.0;553200.0;3134600.0
22;A-U Alle economische activiteiten;Totaal aardgas;50 001 t/m 100 000 kWh;2022;45085.0;416300.0;3135300.0
23;A-U Alle economische activiteiten;Totaal aardgas;50 001 t/m 100 000 kWh;2023;42805.0;370600.0;2974800.0
24;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2018;24820.0;975300.0;3443700.0
25;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2019;24790.0;811100.0;3435000.0
26;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2020;23615.0;804400.0;3274700.0
27;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2021;22905.0;900600.0;3190200.0
28;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2022;23215.0;591100.0;3232700.0
29;A-U Alle economische activiteiten;Totaal aardgas;100 001 t/m 200 000 kWh;2023;22740.0;620800.0;3165900.0
30;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2018;30790.0;9493300.0;25379200.0
31;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2019;29755.0;11250200.0;24650800.0
32;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2020;28605.0;10797500.0;23641000.0
33;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2021;28765.0;10672000.0;23744100.0
34;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2022;29070.0;8957000.0;23654900.0
35;A-U Alle economische activiteiten;Totaal aardgas;200 001 t/m 10 000 000 kWh;2023;28645.0;7241500.0;23170300.0
36;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2018;660.0;11117400.0;30870700.0
37;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2019;635.0;10239000.0;30332800.0
38;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2020;620.0;11641400.0;30092300.0
39;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2021;620.0;8972400.0;30600000.0
40;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2022;590.0;7996100.0;28542300.0
41;A-U Alle economische activiteiten;Totaal aardgas;10 000 001 kWh of meer;2023;575.0;6995300.0;26705800.0
42;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2018;68435.0;6538700.0;
43;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2019;57485.0;5783400.0;
44;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2020;45145.0;5801900.0;
45;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2021;48300.0;5574100.0;
46;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2022;46160.0;3319500.0;
47;A-U Alle economische activiteiten;Totaal aardgas;Geen elektriciteitsaansluiting;2023;47100.0;5680900.0;
48;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2018;509840.0;980000.0;6536200.0
49;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2019;470745.0;872900.0;6374800.0
50;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2020;406890.0;724800.0;6033000.0
51;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2021;396735.0;745800.0;5495000.0
52;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2022;414200.0;698000.0;6040500.0
53;A-U Alle economische activiteiten;0 t/m 5 000 m3;Totaal elektriciteit;2023;422675.0;639900.0;6150100.0
54;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2018;342085.0;569500.0;1287100.0
55;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2019;310935.0;484900.0;1171400.0
56;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2020;264150.0;387200.0;993800.0
57;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2021;263180.0;424400.0;973600.0
58;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2022;270610.0;373000.0;990600.0
59;A-U Alle economische activiteiten;0 t/m 5 000 m3;0 t/m 10 000 kWh;2023;278585.0;337000.0;973800.0
60;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2018;102435.0;270200.0;2180600.0
61;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2019;102700.0;262600.0;2199400.0
62;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2020;96080.0;238700.0;2054700.0
63;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2021;86655.0;222700.0;1833300.0
64;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2022;94000.0;225700.0;2019100.0
65;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 001 t/m 50 000 kWh;2023;92350.0;206000.0;1993400.0
66;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2018;12120.0;34200.0;817100.0
67;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2019;12695.0;35300.0;857300.0
68;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2020;11450.0;30700.0;774200.0
69;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2021;9980.0;27300.0;674300.0
70;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2022;11560.0;30400.0;782400.0
71;A-U Alle economische activiteiten;0 t/m 5 000 m3;50 001 t/m 100 000 kWh;2023;11620.0;29400.0;785500.0
72;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2018;3635.0;9900.0;489700.0
73;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2019;3740.0;10000.0;503400.0
74;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2020;3550.0;9500.0;479000.0
75;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2021;3035.0;8100.0;411900.0
76;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2022;3565.0;9300.0;481000.0
77;A-U Alle economische activiteiten;0 t/m 5 000 m3;100 001 t/m 200 000 kWh;2023;3675.0;9300.0;498000.0
78;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2018;2300.0;5900.0;1425800.0
79;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2019;2220.0;5600.0;1389300.0
80;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2020;2215.0;5500.0;1428800.0
81;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2021;2070.0;5200.0;1332700.0
82;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2022;2395.0;5800.0;1519000.0
83;A-U Alle economische activiteiten;0 t/m 5 000 m3;200 001 t/m 10 000 000 kWh;2023;2475.0;5700.0;1606600.0
84;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2018;15.0;0.0;335900.0
85;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2019;15.0;100.0;253900.0
86;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2020;15.0;0.0;302400.0
87;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2021;15.0;0.0;269200.0
88;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2022;15.0;0.0;248500.0
89;A-U Alle economische activiteiten;0 t/m 5 000 m3;10 000 001 kWh of meer;2023;15.0;0.0;292800.0
90;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2018;47255.0;90200.0;
91;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2019;38440.0;74500.0;
92;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2020;29435.0;53200.0;
93;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2021;31800.0;58100.0;
94;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2022;32050.0;53700.0;
95;A-U Alle economische activiteiten;0 t/m 5 000 m3;Geen elektriciteitsaansluiting;2023;33955.0;52400.0;
96;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2018;133405.0;1345000.0;8834900.0
97;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2019;123690.0;1247400.0;8488800.0
98;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2020;109905.0;1126200.0;8123600.0
99;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2021;117540.0;1204300.0;7809800.0
100;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2022;98840.0;1016200.0;7834800.0
101;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Totaal elektriciteit;2023;84510.0;873900.0;7192700.0
102;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2018;15465.0;116000.0;97100.0
103;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2019;12685.0;95200.0;80000.0
104;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2020;10705.0;80600.0;68100.0
105;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2021;14700.0;109600.0;93400.0
106;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2022;9270.0;69700.0;59500.0
107;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;0 t/m 10 000 kWh;2023;7285.0;55500.0;45900.0
108;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2018;62900.0;576100.0;1652600.0
109;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2019;58930.0;539800.0;1565400.0
110;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2020;53270.0;491900.0;1423400.0
111;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2021;59250.0;564300.0;1539300.0
112;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2022;47480.0;440100.0;1267400.0
113;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 001 t/m 50 000 kWh;2023;38800.0;358000.0;1046000.0
114;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2018;22155.0;254200.0;1541200.0
115;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2019;21400.0;244200.0;1492400.0
116;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2020;19460.0;224800.0;1356600.0
117;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2021;18185.0;216500.0;1260500.0
118;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2022;17250.0;198800.0;1205400.0
119;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;50 001 t/m 100 000 kWh;2023;15175.0;173100.0;1062200.0
120;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2018;10160.0;137300.0;1386800.0
121;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2019;9845.0;131700.0;1341500.0
122;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2020;8855.0;119600.0;1208300.0
123;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2021;7845.0;105800.0;1071700.0
124;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2022;8430.0;112000.0;1160400.0
125;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;100 001 t/m 200 000 kWh;2023;7950.0;106000.0;1097200.0
126;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2018;6490.0;90600.0;3451300.0
127;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2019;6200.0;85200.0;3338200.0
128;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2020;5815.0;80900.0;3234200.0
129;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2021;5330.0;74300.0;2974900.0
130;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2022;5855.0;81300.0;3235700.0
131;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;200 001 t/m 10 000 000 kWh;2023;5505.0;75800.0;3059200.0
132;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2018;30.0;400.0;705800.0
133;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2019;25.0;400.0;671400.0
134;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2020;30.0;400.0;832900.0
135;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2021;25.0;400.0;870000.0
136;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2022;25.0;400.0;906400.0
137;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;10 000 001 kWh of meer;2023;25.0;300.0;882100.0
138;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2018;16200.0;170300.0;
139;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2019;14610.0;150900.0;
140;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2020;11770.0;127900.0;
141;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2021;12210.0;133400.0;
142;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2022;10530.0;114000.0;
143;A-U Alle economische activiteiten;5 001 t/m 25 000 m3;Geen elektriciteitsaansluiting;2023;9775.0;105100.0;
144;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2018;18700.0;766200.0;5592900.0
145;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2019;17795.0;730500.0;4951700.0
146;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2020;15965.0;652600.0;4405800.0
147;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2021;17635.0;721500.0;6435600.0
148;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2022;14805.0;603200.0;6212900.0
149;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Totaal elektriciteit;2023;13370.0;547200.0;5352200.0
150;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2018;345.0;13400.0;1700.0
151;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2019;290.0;11600.0;1400.0
152;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2020;245.0;9800.0;1100.0
153;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2021;265.0;10700.0;1200.0
154;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2022;210.0;8300.0;
155;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;0 t/m 10 000 kWh;2023;190.0;7700.0;900.0
156;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2018;1910.0;69700.0;59300.0
157;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2019;1730.0;;54200.0
158;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2020;1515.0;54300.0;48600.0
159;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2021;2075.0;73400.0;67100.0
160;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2022;1360.0;48600.0;
161;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 001 t/m 50 000 kWh;2023;1100.0;39900.0;35700.0
162;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2018;2795.0;100400.0;209400.0
163;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2019;2710.0;97900.0;203000.0
164;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2020;2375.0;84600.0;177600.0
165;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2021;3110.0;111700.0;231000.0
166;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2022;2175.0;77200.0;
167;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;50 001 t/m 100 000 kWh;2023;1830.0;64500.0;137800.0
168;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2018;4070.0;160600.0;591700.0
169;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2019;4115.0;;597400.0
170;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2020;3770.0;148300.0;546400.0
171;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2021;4140.0;167400.0;599900.0
172;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2022;3335.0;131000.0;
173;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;100 001 t/m 200 000 kWh;2023;3005.0;116900.0;439400.0
174;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2018;6485.0;293900.0;3832100.0
175;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2019;6260.0;284400.0;3674800.0
176;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2020;5710.0;258900.0;3418700.0
177;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2021;5460.0;250600.0;3190400.0
178;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2022;5540.0;248500.0;
179;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;200 001 t/m 10 000 000 kWh;2023;5215.0;234700.0;3202500.0
180;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2018;25.0;1200.0;898700.0
181;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2019;20.0;900.0;420900.0
182;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2020;15.0;600.0;213400.0
183;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2021;15.0;800.0;2345900.0
184;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2022;10.0;500.0;
185;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;10 000 001 kWh of meer;2023;20.0;1000.0;1535900.0
186;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2018;3070.0;127000.0;
187;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2019;2670.0;111000.0;
188;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2020;2335.0;96100.0;
189;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2021;2565.0;107000.0;
190;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2022;2165.0;89100.0;
191;A-U Alle economische activiteiten;25 001 t/m 75 000 m3;Geen elektriciteitsaansluiting;2023;2010.0;82400.0;
192;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2018;5635.0;622600.0;3526400.0
193;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2019;5540.0;614800.0;3718500.0
194;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2020;4975.0;547700.0;3682200.0
195;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2021;5595.0;623200.0;3847500.0
196;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2022;4525.0;498100.0;3574000.0
197;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;Totaal elektriciteit;2023;3965.0;439500.0;2700900.0
198;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2018;80.0;;300.0
199;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2019;75.0;8400.0;300.0
200;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2020;60.0;6700.0;200.0
201;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2021;70.0;7700.0;300.0
202;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2022;65.0;7100.0;
203;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;0 t/m 10 000 kWh;2023;50.0;5500.0;200.0
204;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2018;255.0;28500.0;8000.0
205;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2019;230.0;25200.0;7200.0
206;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2020;225.0;24500.0;7000.0
207;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2021;290.0;31700.0;9200.0
208;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2022;195.0;21300.0;
209;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;10 001 t/m 50 000 kWh;2023;175.0;19600.0;5300.0
210;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2018;295.0;32100.0;21100.0
211;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2019;260.0;29200.0;19100.0
212;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2020;215.0;23100.0;15200.0
213;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2021;245.0;26600.0;18300.0
214;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2022;200.0;22400.0;
215;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;50 001 t/m 100 000 kWh;2023;165.0;18400.0;11900.0
216;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2018;490.0;;74000.0
217;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2019;485.0;50800.0;72900.0
218;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2020;475.0;48700.0;72400.0
219;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2021;590.0;60200.0;90200.0
220;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2022;405.0;41600.0;61900.0
221;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;100 001 t/m 200 000 kWh;2023;330.0;33900.0;51500.0
222;A-U Alle economische activiteiten;75 001 t/m 170 000 m3;200 001 t/m 10 000 000 kWh;2018;3550.0;395600.0;2937700.0
