ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;InkomstenniveauHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
2582;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2006/'07;16440.0;540.0;15900.0;3.3
2583;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2007/'08;15990.0;400.0;15590.0;2.5
2584;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2008/'09;14470.0;310.0;14160.0;2.1
2585;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2004/'05;26390.0;790.0;25600.0;3.0
2586;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2005/'06;27370.0;670.0;26700.0;2.4
2587;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2006/'07;23980.0;480.0;23500.0;2.0
2588;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2007/'08;21870.0;450.0;21410.0;2.1
2589;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2008/'09;24430.0;390.0;24040.0;1.6
2590;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,5 tot 2 keer minimumloon;2004/'05;18060.0;460.0;17590.0;2.6
2591;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,5 tot 2 keer minimumloon;2005/'06;18480.0;450.0;18040.0;2.4
2592;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,5 tot 2 keer minimumloon;2006/'07;18290.0;360.0;17930.0;2.0
2593;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,5 tot 2 keer minimumloon;2007/'08;17610.0;290.0;17320.0;1.7
2594;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;1,5 tot 2 keer minimumloon;2008/'09;17680.0;270.0;17420.0;1.5
2595;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;2 tot 4 keer minimumloon;2004/'05;58660.0;1190.0;57470.0;2.0
2596;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;2 tot 4 keer minimumloon;2005/'06;59120.0;970.0;58150.0;1.6
2597;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;2 tot 4 keer minimumloon;2006/'07;57560.0;910.0;56660.0;1.6
2598;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;2 tot 4 keer minimumloon;2007/'08;58510.0;760.0;57750.0;1.3
2599;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;2 tot 4 keer minimumloon;2008/'09;58710.0;620.0;58080.0;1.1
2600;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;>= 4 keer minimumloon;2004/'05;28000.0;470.0;27530.0;1.7
2601;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;>= 4 keer minimumloon;2005/'06;29870.0;460.0;29410.0;1.5
2602;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;>= 4 keer minimumloon;2006/'07;33250.0;470.0;32770.0;1.4
2603;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;>= 4 keer minimumloon;2007/'08;38690.0;540.0;38140.0;1.4
2604;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;>= 4 keer minimumloon;2008/'09;37810.0;420.0;37390.0;1.1
2605;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;Inkomstenniveau onbekend;2004/'05;2230.0;180.0;2040.0;8.3
2606;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;Inkomstenniveau onbekend;2005/'06;2380.0;190.0;2190.0;7.8
2607;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;Inkomstenniveau onbekend;2006/'07;3600.0;210.0;3400.0;5.7
2608;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;Inkomstenniveau onbekend;2007/'08;2540.0;140.0;2410.0;5.4
2609;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;17 jaar of jonger;Inkomstenniveau onbekend;2008/'09;590.0;60.0;530.0;10.2
2610;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2004/'05;16490.0;1350.0;15150.0;8.2
2611;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2005/'06;16660.0;990.0;15670.0;5.9
2612;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2006/'07;17050.0;880.0;16160.0;5.2
2613;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2007/'08;17400.0;890.0;16510.0;5.1
2614;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2008/'09;17480.0;730.0;16750.0;4.2
2615;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 2 keer minimumloon;2004/'05;7260.0;810.0;6450.0;11.2
2616;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 2 keer minimumloon;2005/'06;7220.0;570.0;6650.0;7.9
2617;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 2 keer minimumloon;2006/'07;6880.0;490.0;6390.0;7.1
2618;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 2 keer minimumloon;2007/'08;6500.0;490.0;6010.0;7.5
2619;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 2 keer minimumloon;2008/'09;6740.0;390.0;6360.0;5.7
2620;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 0,9 keer minimumloon;2004/'05;2250.0;380.0;1870.0;16.7
2621;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 0,9 keer minimumloon;2005/'06;2000.0;230.0;1770.0;11.6
2622;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 0,9 keer minimumloon;2006/'07;2030.0;200.0;1830.0;9.8
2623;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 0,9 keer minimumloon;2007/'08;1790.0;220.0;1570.0;12.2
2624;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;< 0,9 keer minimumloon;2008/'09;1590.0;120.0;1470.0;7.7
2625;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2004/'05;1020.0;110.0;910.0;10.9
2626;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2005/'06;1020.0;80.0;940.0;7.4
2627;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2006/'07;940.0;50.0;890.0;5.5
2628;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2007/'08;960.0;60.0;900.0;6.1
2629;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2008/'09;920.0;70.0;850.0;7.6
2630;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2004/'05;2320.0;190.0;2130.0;8.2
2631;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2005/'06;2450.0;140.0;2310.0;5.8
2632;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2006/'07;2190.0;140.0;2050.0;6.6
2633;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2007/'08;2060.0;130.0;1930.0;6.2
2634;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2008/'09;2370.0;100.0;2270.0;4.3
2635;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2004/'05;1680.0;140.0;1540.0;8.1
2636;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2005/'06;1750.0;120.0;1630.0;6.8
2637;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2006/'07;1720.0;90.0;1630.0;5.5
2638;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2007/'08;1700.0;80.0;1610.0;4.9
2639;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2008/'09;1860.0;90.0;1770.0;4.8
2640;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;2 tot 4 keer minimumloon;2004/'05;5260.0;340.0;4920.0;6.5
2641;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;2 tot 4 keer minimumloon;2005/'06;5260.0;230.0;5030.0;4.4
2642;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;2 tot 4 keer minimumloon;2006/'07;5340.0;230.0;5110.0;4.3
2643;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;2 tot 4 keer minimumloon;2007/'08;5730.0;240.0;5490.0;4.2
2644;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;2 tot 4 keer minimumloon;2008/'09;5510.0;210.0;5300.0;3.7
2645;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;>= 4 keer minimumloon;2004/'05;3790.0;150.0;3640.0;3.9
2646;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;>= 4 keer minimumloon;2005/'06;3990.0;130.0;3860.0;3.2
2647;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;>= 4 keer minimumloon;2006/'07;4480.0;120.0;4360.0;2.8
2648;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;>= 4 keer minimumloon;2007/'08;5070.0;140.0;4930.0;2.8
2649;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;>= 4 keer minimumloon;2008/'09;5160.0;120.0;5040.0;2.4
2650;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Inkomstenniveau onbekend;2004/'05;180.0;40.0;140.0;22.1
2651;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Inkomstenniveau onbekend;2005/'06;190.0;60.0;130.0;31.7
2652;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Inkomstenniveau onbekend;2006/'07;340.0;40.0;300.0;12.9
2653;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Inkomstenniveau onbekend;2007/'08;110.0;20.0;90.0;14.7
2654;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;18 tot 23 jaar;Inkomstenniveau onbekend;2008/'09;70.0;10.0;50.0;19.4
2655;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Totaal inkomstenniveau huishouden;2004/'05;40.0;30.0;10.0;71.8
2656;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Totaal inkomstenniveau huishouden;2005/'06;50.0;30.0;10.0;70.2
2657;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Totaal inkomstenniveau huishouden;2006/'07;40.0;20.0;20.0;48.8
2658;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Totaal inkomstenniveau huishouden;2007/'08;20.0;10.0;;58.8
2659;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Totaal inkomstenniveau huishouden;2008/'09;;;;
2660;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 2 keer minimumloon;2004/'05;30.0;20.0;;78.6
2661;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 2 keer minimumloon;2005/'06;20.0;10.0;;55.6
2662;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 2 keer minimumloon;2006/'07;30.0;20.0;10.0;53.3
2663;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 2 keer minimumloon;2007/'08;10.0;;;
2664;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 2 keer minimumloon;2008/'09;;;;
2665;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 0,9 keer minimumloon;2004/'05;20.0;10.0;;76.5
2666;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 0,9 keer minimumloon;2005/'06;;;;
2667;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 0,9 keer minimumloon;2006/'07;20.0;10.0;;57.9
2668;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 0,9 keer minimumloon;2007/'08;;;;
2669;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;< 0,9 keer minimumloon;2008/'09;;;;
2670;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2004/'05;;;0.0;
2671;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2005/'06;;;;
2672;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2006/'07;;;;
2673;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2007/'08;;0.0;;0.0
2674;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2008/'09;0.0;0.0;0.0;0.0
2675;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2004/'05;;;0.0;
2676;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2005/'06;;;;
2677;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2006/'07;;;;
2678;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2007/'08;;0.0;;0.0
2679;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2008/'09;;0.0;;0.0
2680;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,5 tot 2 keer minimumloon;2004/'05;;;;
2681;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,5 tot 2 keer minimumloon;2005/'06;;;;
2682;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,5 tot 2 keer minimumloon;2006/'07;;;;
2683;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,5 tot 2 keer minimumloon;2007/'08;;0.0;;0.0
2684;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;1,5 tot 2 keer minimumloon;2008/'09;;;0.0;
2685;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;2 tot 4 keer minimumloon;2004/'05;;0.0;;0.0
2686;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;2 tot 4 keer minimumloon;2005/'06;;;;
2687;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;2 tot 4 keer minimumloon;2006/'07;;;;
2688;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;2 tot 4 keer minimumloon;2007/'08;;;;
2689;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;2 tot 4 keer minimumloon;2008/'09;0.0;0.0;0.0;0.0
2690;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;>= 4 keer minimumloon;2004/'05;;;;
2691;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;>= 4 keer minimumloon;2005/'06;;;;
2692;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;>= 4 keer minimumloon;2006/'07;;;;
2693;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;>= 4 keer minimumloon;2007/'08;;;0.0;
2694;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;>= 4 keer minimumloon;2008/'09;;;0.0;
2695;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Inkomstenniveau onbekend;2004/'05;;;;
2696;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Inkomstenniveau onbekend;2005/'06;20.0;20.0;;90.0
2697;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Inkomstenniveau onbekend;2006/'07;;;0.0;
2698;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Inkomstenniveau onbekend;2007/'08;;;;
2699;Totaal mannen en vrouwen;Allochtonen;Voortgezet onderwijs;23 jaar of ouder;Inkomstenniveau onbekend;2008/'09;;0.0;;0.0
2700;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Totaal inkomstenniveau huishouden;2004/'05;107920.0;20310.0;87610.0;18.8
2701;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Totaal inkomstenniveau huishouden;2005/'06;123510.0;19960.0;103560.0;16.2
2702;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Totaal inkomstenniveau huishouden;2006/'07;128600.0;19650.0;108960.0;15.3
2703;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Totaal inkomstenniveau huishouden;2007/'08;133680.0;20190.0;113480.0;15.1
2704;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Totaal inkomstenniveau huishouden;2008/'09;134710.0;18040.0;116670.0;13.4
2705;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 2 keer minimumloon;2004/'05;56580.0;11520.0;45060.0;20.4
2706;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 2 keer minimumloon;2005/'06;65280.0;11630.0;53660.0;17.8
2707;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 2 keer minimumloon;2006/'07;65500.0;11080.0;54420.0;16.9
2708;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 2 keer minimumloon;2007/'08;63180.0;10720.0;52460.0;17.0
2709;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 2 keer minimumloon;2008/'09;69530.0;10090.0;59440.0;14.5
2710;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 0,9 keer minimumloon;2004/'05;22480.0;4790.0;17690.0;21.3
2711;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 0,9 keer minimumloon;2005/'06;26460.0;4950.0;21510.0;18.7
2712;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 0,9 keer minimumloon;2006/'07;26590.0;4630.0;21960.0;17.4
2713;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 0,9 keer minimumloon;2007/'08;22960.0;4030.0;18930.0;17.6
2714;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;< 0,9 keer minimumloon;2008/'09;28280.0;3900.0;24380.0;13.8
2715;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;0,9 tot 1,1 keer minimumloon;2004/'05;7030.0;1590.0;5440.0;22.6
2716;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;0,9 tot 1,1 keer minimumloon;2005/'06;7800.0;1520.0;6280.0;19.5
2717;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;0,9 tot 1,1 keer minimumloon;2006/'07;8230.0;1540.0;6690.0;18.7
2718;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;0,9 tot 1,1 keer minimumloon;2007/'08;8610.0;1570.0;7030.0;18.3
2719;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;0,9 tot 1,1 keer minimumloon;2008/'09;8470.0;1590.0;6880.0;18.8
2720;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,1 tot 1,5 keer minimumloon;2004/'05;14460.0;2790.0;11670.0;19.3
2721;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,1 tot 1,5 keer minimumloon;2005/'06;16670.0;2840.0;13830.0;17.0
2722;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,1 tot 1,5 keer minimumloon;2006/'07;15620.0;2630.0;12980.0;16.9
2723;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,1 tot 1,5 keer minimumloon;2007/'08;15800.0;2650.0;13150.0;16.8
2724;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,1 tot 1,5 keer minimumloon;2008/'09;17440.0;2540.0;14900.0;14.6
2725;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,5 tot 2 keer minimumloon;2004/'05;12610.0;2360.0;10250.0;18.7
2726;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,5 tot 2 keer minimumloon;2005/'06;14350.0;2320.0;12030.0;16.1
2727;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,5 tot 2 keer minimumloon;2006/'07;15070.0;2280.0;12790.0;15.1
2728;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,5 tot 2 keer minimumloon;2007/'08;15810.0;2460.0;13350.0;15.6
2729;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;1,5 tot 2 keer minimumloon;2008/'09;15340.0;2050.0;13290.0;13.4
2730;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;2 tot 4 keer minimumloon;2004/'05;35900.0;6200.0;29700.0;17.3
2731;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;2 tot 4 keer minimumloon;2005/'06;40610.0;5850.0;34760.0;14.4
2732;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;2 tot 4 keer minimumloon;2006/'07;41450.0;5800.0;35650.0;14.0
2733;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;2 tot 4 keer minimumloon;2007/'08;45700.0;6330.0;39370.0;13.9
2734;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;2 tot 4 keer minimumloon;2008/'09;42850.0;5320.0;37530.0;12.4
2735;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;>= 4 keer minimumloon;2004/'05;13810.0;2070.0;11740.0;15.0
2736;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;>= 4 keer minimumloon;2005/'06;15670.0;1910.0;13760.0;12.2
2737;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;>= 4 keer minimumloon;2006/'07;18240.0;2070.0;16170.0;11.3
2738;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;>= 4 keer minimumloon;2007/'08;23480.0;2740.0;20740.0;11.7
2739;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;>= 4 keer minimumloon;2008/'09;21360.0;2320.0;19040.0;10.9
2740;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Inkomstenniveau onbekend;2004/'05;1630.0;510.0;1120.0;31.3
2741;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Inkomstenniveau onbekend;2005/'06;1960.0;570.0;1390.0;29.2
2742;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Inkomstenniveau onbekend;2006/'07;3420.0;700.0;2720.0;20.5
2743;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Inkomstenniveau onbekend;2007/'08;1320.0;400.0;920.0;30.5
2744;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);0;Inkomstenniveau onbekend;2008/'09;970.0;310.0;660.0;32.1
2745;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;Totaal inkomstenniveau huishouden;2004/'05;81580.0;12700.0;68890.0;15.6
2746;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;Totaal inkomstenniveau huishouden;2005/'06;92370.0;12520.0;79860.0;13.5
2747;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;Totaal inkomstenniveau huishouden;2006/'07;94720.0;12230.0;82480.0;12.9
2748;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;Totaal inkomstenniveau huishouden;2007/'08;95490.0;12040.0;83450.0;12.6
2749;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;Totaal inkomstenniveau huishouden;2008/'09;94890.0;10430.0;84460.0;11.0
2750;Totaal mannen en vrouwen;Allochtonen;Mbo (inclusief extraneï);22 jaar of jonger;< 2 keer minimumloon;2004/'05;43110.0;7330.0;35780.0;17.0
