ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
5653;Listed monuments total;Bladel;2013;36
5654;Listed monuments total;Bladel;2014;36
5655;Listed monuments total;Bladel;2015;36
5656;Listed monuments total;Bladel;2016;36
5657;Listed monuments total;Bladel;2017;35
5658;Listed monuments total;Bladel;2018;35
5659;Listed monuments total;Bladel;2019;35
5660;Listed monuments total;Bladel;2020;35
5661;Listed monuments total;Bladel;2021;35
5662;Listed monuments total;Bladel;2022;35
5663;Listed monuments total;Bladel;2023;35
5664;Listed monuments total;Blaricum;1965;0
5665;Listed monuments total;Blaricum;1966;46
5666;Listed monuments total;Blaricum;1967;46
5667;Listed monuments total;Blaricum;1968;46
5668;Listed monuments total;Blaricum;1969;48
5669;Listed monuments total;Blaricum;1970;48
5670;Listed monuments total;Blaricum;1971;48
5671;Listed monuments total;Blaricum;1972;49
5672;Listed monuments total;Blaricum;1973;49
5673;Listed monuments total;Blaricum;1974;49
5674;Listed monuments total;Blaricum;1975;49
5675;Listed monuments total;Blaricum;1976;49
5676;Listed monuments total;Blaricum;1977;49
5677;Listed monuments total;Blaricum;1978;49
5678;Listed monuments total;Blaricum;1979;49
5679;Listed monuments total;Blaricum;1980;49
5680;Listed monuments total;Blaricum;1981;49
5681;Listed monuments total;Blaricum;1982;49
5682;Listed monuments total;Blaricum;1983;49
5683;Listed monuments total;Blaricum;1984;49
5684;Listed monuments total;Blaricum;1985;50
5685;Listed monuments total;Blaricum;1986;51
5686;Listed monuments total;Blaricum;1987;51
5687;Listed monuments total;Blaricum;1988;51
5688;Listed monuments total;Blaricum;1989;51
5689;Listed monuments total;Blaricum;1990;51
5690;Listed monuments total;Blaricum;1991;51
5691;Listed monuments total;Blaricum;1992;51
5692;Listed monuments total;Blaricum;1993;51
5693;Listed monuments total;Blaricum;1994;51
5694;Listed monuments total;Blaricum;1995;51
5695;Listed monuments total;Blaricum;1996;51
5696;Listed monuments total;Blaricum;1997;51
5697;Listed monuments total;Blaricum;1998;69
5698;Listed monuments total;Blaricum;1999;69
5699;Listed monuments total;Blaricum;2000;69
5700;Listed monuments total;Blaricum;2001;69
5701;Listed monuments total;Blaricum;2002;69
5702;Listed monuments total;Blaricum;2003;69
5703;Listed monuments total;Blaricum;2004;69
5704;Listed monuments total;Blaricum;2005;69
5705;Listed monuments total;Blaricum;2006;70
5706;Listed monuments total;Blaricum;2007;70
5707;Listed monuments total;Blaricum;2008;69
5708;Listed monuments total;Blaricum;2009;69
5709;Listed monuments total;Blaricum;2010;69
5710;Listed monuments total;Blaricum;2011;69
5711;Listed monuments total;Blaricum;2012;69
5712;Listed monuments total;Blaricum;2013;69
5713;Listed monuments total;Blaricum;2014;69
5714;Listed monuments total;Blaricum;2015;69
5715;Listed monuments total;Blaricum;2016;69
5716;Listed monuments total;Blaricum;2017;69
5717;Listed monuments total;Blaricum;2018;69
5718;Listed monuments total;Blaricum;2019;69
5719;Listed monuments total;Blaricum;2020;69
5720;Listed monuments total;Blaricum;2021;69
5721;Listed monuments total;Blaricum;2022;69
5722;Listed monuments total;Blaricum;2023;69
5723;Listed monuments total;Bloemendaal;1965;0
5724;Listed monuments total;Bloemendaal;1966;0
5725;Listed monuments total;Bloemendaal;1967;0
5726;Listed monuments total;Bloemendaal;1968;0
5727;Listed monuments total;Bloemendaal;1969;0
5728;Listed monuments total;Bloemendaal;1970;0
5729;Listed monuments total;Bloemendaal;1971;0
5730;Listed monuments total;Bloemendaal;1972;2
5731;Listed monuments total;Bloemendaal;1973;97
5732;Listed monuments total;Bloemendaal;1974;97
5733;Listed monuments total;Bloemendaal;1975;101
5734;Listed monuments total;Bloemendaal;1976;103
5735;Listed monuments total;Bloemendaal;1977;103
5736;Listed monuments total;Bloemendaal;1978;104
5737;Listed monuments total;Bloemendaal;1979;104
5738;Listed monuments total;Bloemendaal;1980;104
5739;Listed monuments total;Bloemendaal;1981;104
5740;Listed monuments total;Bloemendaal;1982;104
5741;Listed monuments total;Bloemendaal;1983;104
5742;Listed monuments total;Bloemendaal;1984;104
5743;Listed monuments total;Bloemendaal;1985;104
5744;Listed monuments total;Bloemendaal;1986;104
5745;Listed monuments total;Bloemendaal;1987;104
5746;Listed monuments total;Bloemendaal;1988;105
5747;Listed monuments total;Bloemendaal;1989;106
5748;Listed monuments total;Bloemendaal;1990;143
5749;Listed monuments total;Bloemendaal;1991;144
5750;Listed monuments total;Bloemendaal;1992;145
5751;Listed monuments total;Bloemendaal;1993;145
5752;Listed monuments total;Bloemendaal;1994;146
5753;Listed monuments total;Bloemendaal;1995;146
5754;Listed monuments total;Bloemendaal;1996;149
5755;Listed monuments total;Bloemendaal;1997;149
5756;Listed monuments total;Bloemendaal;1998;211
5757;Listed monuments total;Bloemendaal;1999;216
5758;Listed monuments total;Bloemendaal;2000;239
5759;Listed monuments total;Bloemendaal;2001;239
5760;Listed monuments total;Bloemendaal;2002;247
5761;Listed monuments total;Bloemendaal;2003;247
5762;Listed monuments total;Bloemendaal;2004;247
5763;Listed monuments total;Bloemendaal;2005;262
5764;Listed monuments total;Bloemendaal;2006;277
5765;Listed monuments total;Bloemendaal;2007;276
5766;Listed monuments total;Bloemendaal;2008;276
5767;Listed monuments total;Bloemendaal;2009;276
5768;Listed monuments total;Bloemendaal;2010;286
5769;Listed monuments total;Bloemendaal;2011;291
5770;Listed monuments total;Bloemendaal;2012;291
5771;Listed monuments total;Bloemendaal;2013;271
5772;Listed monuments total;Bloemendaal;2014;271
5773;Listed monuments total;Bloemendaal;2015;272
5774;Listed monuments total;Bloemendaal;2016;272
5775;Listed monuments total;Bloemendaal;2017;271
5776;Listed monuments total;Bloemendaal;2018;271
5777;Listed monuments total;Bloemendaal;2019;271
5778;Listed monuments total;Bloemendaal;2020;271
5779;Listed monuments total;Bloemendaal;2021;271
5780;Listed monuments total;Bloemendaal;2022;270
5781;Listed monuments total;Bloemendaal;2023;269
5782;Listed monuments total;Bodegraven-Reeuwijk;1965;0
5783;Listed monuments total;Bodegraven-Reeuwijk;1966;0
5784;Listed monuments total;Bodegraven-Reeuwijk;1967;0
5785;Listed monuments total;Bodegraven-Reeuwijk;1968;0
5786;Listed monuments total;Bodegraven-Reeuwijk;1969;0
5787;Listed monuments total;Bodegraven-Reeuwijk;1970;0
5788;Listed monuments total;Bodegraven-Reeuwijk;1971;0
5789;Listed monuments total;Bodegraven-Reeuwijk;1972;22
5790;Listed monuments total;Bodegraven-Reeuwijk;1973;41
5791;Listed monuments total;Bodegraven-Reeuwijk;1974;43
5792;Listed monuments total;Bodegraven-Reeuwijk;1975;43
5793;Listed monuments total;Bodegraven-Reeuwijk;1976;43
5794;Listed monuments total;Bodegraven-Reeuwijk;1977;45
5795;Listed monuments total;Bodegraven-Reeuwijk;1978;46
5796;Listed monuments total;Bodegraven-Reeuwijk;1979;47
5797;Listed monuments total;Bodegraven-Reeuwijk;1980;47
5798;Listed monuments total;Bodegraven-Reeuwijk;1981;47
5799;Listed monuments total;Bodegraven-Reeuwijk;1982;47
5800;Listed monuments total;Bodegraven-Reeuwijk;1983;47
5801;Listed monuments total;Bodegraven-Reeuwijk;1984;47
5802;Listed monuments total;Bodegraven-Reeuwijk;1985;47
5803;Listed monuments total;Bodegraven-Reeuwijk;1986;47
5804;Listed monuments total;Bodegraven-Reeuwijk;1987;47
5805;Listed monuments total;Bodegraven-Reeuwijk;1988;47
5806;Listed monuments total;Bodegraven-Reeuwijk;1989;47
5807;Listed monuments total;Bodegraven-Reeuwijk;1990;46
5808;Listed monuments total;Bodegraven-Reeuwijk;1991;45
5809;Listed monuments total;Bodegraven-Reeuwijk;1992;45
5810;Listed monuments total;Bodegraven-Reeuwijk;1993;45
5811;Listed monuments total;Bodegraven-Reeuwijk;1994;45
5812;Listed monuments total;Bodegraven-Reeuwijk;1995;44
5813;Listed monuments total;Bodegraven-Reeuwijk;1996;44
5814;Listed monuments total;Bodegraven-Reeuwijk;1997;44
5815;Listed monuments total;Bodegraven-Reeuwijk;1998;51
5816;Listed monuments total;Bodegraven-Reeuwijk;1999;51
5817;Listed monuments total;Bodegraven-Reeuwijk;2000;51
5818;Listed monuments total;Bodegraven-Reeuwijk;2001;51
5819;Listed monuments total;Bodegraven-Reeuwijk;2002;52
5820;Listed monuments total;Bodegraven-Reeuwijk;2003;52
5821;Listed monuments total;Bodegraven-Reeuwijk;2004;54
5822;Listed monuments total;Bodegraven-Reeuwijk;2005;54
5823;Listed monuments total;Bodegraven-Reeuwijk;2006;53
5824;Listed monuments total;Bodegraven-Reeuwijk;2007;53
5825;Listed monuments total;Bodegraven-Reeuwijk;2008;53
5826;Listed monuments total;Bodegraven-Reeuwijk;2009;53
5827;Listed monuments total;Bodegraven-Reeuwijk;2010;53
5828;Listed monuments total;Bodegraven-Reeuwijk;2011;53
5829;Listed monuments total;Bodegraven-Reeuwijk;2012;53
5830;Listed monuments total;Bodegraven-Reeuwijk;2013;53
5831;Listed monuments total;Bodegraven-Reeuwijk;2014;53
5832;Listed monuments total;Bodegraven-Reeuwijk;2015;53
5833;Listed monuments total;Bodegraven-Reeuwijk;2016;53
5834;Listed monuments total;Bodegraven-Reeuwijk;2017;53
5835;Listed monuments total;Bodegraven-Reeuwijk;2018;53
5836;Listed monuments total;Bodegraven-Reeuwijk;2019;53
5837;Listed monuments total;Bodegraven-Reeuwijk;2020;53
5838;Listed monuments total;Bodegraven-Reeuwijk;2021;53
5839;Listed monuments total;Bodegraven-Reeuwijk;2022;53
5840;Listed monuments total;Bodegraven-Reeuwijk;2023;53
5841;Listed monuments total;Boekel;1965;0
5842;Listed monuments total;Boekel;1966;0
5843;Listed monuments total;Boekel;1967;0
5844;Listed monuments total;Boekel;1968;0
5845;Listed monuments total;Boekel;1969;0
5846;Listed monuments total;Boekel;1970;0
5847;Listed monuments total;Boekel;1971;0
5848;Listed monuments total;Boekel;1972;0
5849;Listed monuments total;Boekel;1973;1
5850;Listed monuments total;Boekel;1974;1
5851;Listed monuments total;Boekel;1975;1
5852;Listed monuments total;Boekel;1976;1
5853;Listed monuments total;Boekel;1977;1
5854;Listed monuments total;Boekel;1978;1
5855;Listed monuments total;Boekel;1979;1
5856;Listed monuments total;Boekel;1980;1
5857;Listed monuments total;Boekel;1981;1
5858;Listed monuments total;Boekel;1982;1
5859;Listed monuments total;Boekel;1983;3
5860;Listed monuments total;Boekel;1984;3
5861;Listed monuments total;Boekel;1985;3
5862;Listed monuments total;Boekel;1986;3
5863;Listed monuments total;Boekel;1987;3
5864;Listed monuments total;Boekel;1988;3
5865;Listed monuments total;Boekel;1989;3
5866;Listed monuments total;Boekel;1990;3
5867;Listed monuments total;Boekel;1991;3
5868;Listed monuments total;Boekel;1992;3
5869;Listed monuments total;Boekel;1993;2
5870;Listed monuments total;Boekel;1994;2
5871;Listed monuments total;Boekel;1995;2
5872;Listed monuments total;Boekel;1996;2
5873;Listed monuments total;Boekel;1997;2
5874;Listed monuments total;Boekel;1998;2
5875;Listed monuments total;Boekel;1999;2
5876;Listed monuments total;Boekel;2000;2
5877;Listed monuments total;Boekel;2001;9
5878;Listed monuments total;Boekel;2002;9
5879;Listed monuments total;Boekel;2003;12
5880;Listed monuments total;Boekel;2004;12
5881;Listed monuments total;Boekel;2005;13
5882;Listed monuments total;Boekel;2006;13
5883;Listed monuments total;Boekel;2007;13
5884;Listed monuments total;Boekel;2008;13
5885;Listed monuments total;Boekel;2009;13
5886;Listed monuments total;Boekel;2010;13
5887;Listed monuments total;Boekel;2011;13
5888;Listed monuments total;Boekel;2012;13
5889;Listed monuments total;Boekel;2013;13
5890;Listed monuments total;Boekel;2014;13
5891;Listed monuments total;Boekel;2015;13
5892;Listed monuments total;Boekel;2016;13
5893;Listed monuments total;Boekel;2017;13
5894;Listed monuments total;Boekel;2018;13
5895;Listed monuments total;Boekel;2019;13
5896;Listed monuments total;Boekel;2020;13
5897;Listed monuments total;Boekel;2021;13
5898;Listed monuments total;Boekel;2022;13
5899;Listed monuments total;Boekel;2023;13
5900;Listed monuments total;Borger-Odoorn;1965;5
5901;Listed monuments total;Borger-Odoorn;1966;5
5902;Listed monuments total;Borger-Odoorn;1967;5
5903;Listed monuments total;Borger-Odoorn;1968;6
5904;Listed monuments total;Borger-Odoorn;1969;6
5905;Listed monuments total;Borger-Odoorn;1970;6
5906;Listed monuments total;Borger-Odoorn;1971;6
5907;Listed monuments total;Borger-Odoorn;1972;6
5908;Listed monuments total;Borger-Odoorn;1973;6
5909;Listed monuments total;Borger-Odoorn;1974;6
5910;Listed monuments total;Borger-Odoorn;1975;6
5911;Listed monuments total;Borger-Odoorn;1976;6
5912;Listed monuments total;Borger-Odoorn;1977;6
5913;Listed monuments total;Borger-Odoorn;1978;7
5914;Listed monuments total;Borger-Odoorn;1979;10
5915;Listed monuments total;Borger-Odoorn;1980;10
5916;Listed monuments total;Borger-Odoorn;1981;10
5917;Listed monuments total;Borger-Odoorn;1982;10
5918;Listed monuments total;Borger-Odoorn;1983;10
5919;Listed monuments total;Borger-Odoorn;1984;12
5920;Listed monuments total;Borger-Odoorn;1985;12
5921;Listed monuments total;Borger-Odoorn;1986;12
5922;Listed monuments total;Borger-Odoorn;1987;12
5923;Listed monuments total;Borger-Odoorn;1988;12
5924;Listed monuments total;Borger-Odoorn;1989;12
5925;Listed monuments total;Borger-Odoorn;1990;12
5926;Listed monuments total;Borger-Odoorn;1991;12
5927;Listed monuments total;Borger-Odoorn;1992;14
5928;Listed monuments total;Borger-Odoorn;1993;20
5929;Listed monuments total;Borger-Odoorn;1994;21
5930;Listed monuments total;Borger-Odoorn;1995;21
5931;Listed monuments total;Borger-Odoorn;1996;21
5932;Listed monuments total;Borger-Odoorn;1997;24
5933;Listed monuments total;Borger-Odoorn;1998;34
5934;Listed monuments total;Borger-Odoorn;1999;33
5935;Listed monuments total;Borger-Odoorn;2000;33
5936;Listed monuments total;Borger-Odoorn;2001;33
5937;Listed monuments total;Borger-Odoorn;2002;33
5938;Listed monuments total;Borger-Odoorn;2003;33
5939;Listed monuments total;Borger-Odoorn;2004;34
5940;Listed monuments total;Borger-Odoorn;2005;35
5941;Listed monuments total;Borger-Odoorn;2006;35
5942;Listed monuments total;Borger-Odoorn;2007;35
5943;Listed monuments total;Borger-Odoorn;2008;35
5944;Listed monuments total;Borger-Odoorn;2009;35
5945;Listed monuments total;Borger-Odoorn;2010;35
5946;Listed monuments total;Borger-Odoorn;2011;35
5947;Listed monuments total;Borger-Odoorn;2012;35
5948;Listed monuments total;Borger-Odoorn;2013;35
5949;Listed monuments total;Borger-Odoorn;2014;35
5950;Listed monuments total;Borger-Odoorn;2015;35
5951;Listed monuments total;Borger-Odoorn;2016;35
5952;Listed monuments total;Borger-Odoorn;2017;35
5953;Listed monuments total;Borger-Odoorn;2018;34
5954;Listed monuments total;Borger-Odoorn;2019;34
5955;Listed monuments total;Borger-Odoorn;2020;34
5956;Listed monuments total;Borger-Odoorn;2021;34
5957;Listed monuments total;Borger-Odoorn;2022;34
5958;Listed monuments total;Borger-Odoorn;2023;34
5959;Listed monuments total;Borne;1965;0
5960;Listed monuments total;Borne;1966;0
5961;Listed monuments total;Borne;1967;0
5962;Listed monuments total;Borne;1968;0
5963;Listed monuments total;Borne;1969;0
5964;Listed monuments total;Borne;1970;0
5965;Listed monuments total;Borne;1971;13
5966;Listed monuments total;Borne;1972;13
5967;Listed monuments total;Borne;1973;14
5968;Listed monuments total;Borne;1974;14
5969;Listed monuments total;Borne;1975;18
5970;Listed monuments total;Borne;1976;19
5971;Listed monuments total;Borne;1977;19
5972;Listed monuments total;Borne;1978;22
5973;Listed monuments total;Borne;1979;23
5974;Listed monuments total;Borne;1980;23
5975;Listed monuments total;Borne;1981;23
5976;Listed monuments total;Borne;1982;23
5977;Listed monuments total;Borne;1983;23
5978;Listed monuments total;Borne;1984;23
5979;Listed monuments total;Borne;1985;23
5980;Listed monuments total;Borne;1986;23
5981;Listed monuments total;Borne;1987;23
5982;Listed monuments total;Borne;1988;24
5983;Listed monuments total;Borne;1989;24
5984;Listed monuments total;Borne;1990;23
5985;Listed monuments total;Borne;1991;23
5986;Listed monuments total;Borne;1992;23
5987;Listed monuments total;Borne;1993;23
5988;Listed monuments total;Borne;1994;23
5989;Listed monuments total;Borne;1995;23
5990;Listed monuments total;Borne;1996;23
5991;Listed monuments total;Borne;1997;31
5992;Listed monuments total;Borne;1998;37
5993;Listed monuments total;Borne;1999;37
5994;Listed monuments total;Borne;2000;37
5995;Listed monuments total;Borne;2001;37
5996;Listed monuments total;Borne;2002;37
5997;Listed monuments total;Borne;2003;39
5998;Listed monuments total;Borne;2004;41
5999;Listed monuments total;Borne;2005;41
6000;Listed monuments total;Borne;2006;41
6001;Listed monuments total;Borne;2007;41
6002;Listed monuments total;Borne;2008;41
6003;Listed monuments total;Borne;2009;41
6004;Listed monuments total;Borne;2010;41
6005;Listed monuments total;Borne;2011;41
6006;Listed monuments total;Borne;2012;41
6007;Listed monuments total;Borne;2013;39
6008;Listed monuments total;Borne;2014;39
6009;Listed monuments total;Borne;2015;39
6010;Listed monuments total;Borne;2016;39
6011;Listed monuments total;Borne;2017;39
6012;Listed monuments total;Borne;2018;39
6013;Listed monuments total;Borne;2019;39
6014;Listed monuments total;Borne;2020;39
6015;Listed monuments total;Borne;2021;39
6016;Listed monuments total;Borne;2022;39
6017;Listed monuments total;Borne;2023;39
6018;Listed monuments total;Borsele;1965;0
6019;Listed monuments total;Borsele;1966;5
6020;Listed monuments total;Borsele;1967;68
6021;Listed monuments total;Borsele;1968;68
6022;Listed monuments total;Borsele;1969;70
6023;Listed monuments total;Borsele;1970;70
6024;Listed monuments total;Borsele;1971;71
6025;Listed monuments total;Borsele;1972;74
6026;Listed monuments total;Borsele;1973;78
6027;Listed monuments total;Borsele;1974;78
6028;Listed monuments total;Borsele;1975;81
6029;Listed monuments total;Borsele;1976;86
6030;Listed monuments total;Borsele;1977;87
6031;Listed monuments total;Borsele;1978;87
6032;Listed monuments total;Borsele;1979;89
6033;Listed monuments total;Borsele;1980;89
6034;Listed monuments total;Borsele;1981;89
6035;Listed monuments total;Borsele;1982;89
6036;Listed monuments total;Borsele;1983;91
6037;Listed monuments total;Borsele;1984;91
6038;Listed monuments total;Borsele;1985;91
6039;Listed monuments total;Borsele;1986;91
6040;Listed monuments total;Borsele;1987;91
6041;Listed monuments total;Borsele;1988;91
6042;Listed monuments total;Borsele;1989;90
6043;Listed monuments total;Borsele;1990;90
6044;Listed monuments total;Borsele;1991;91
6045;Listed monuments total;Borsele;1992;91
6046;Listed monuments total;Borsele;1993;91
6047;Listed monuments total;Borsele;1994;91
6048;Listed monuments total;Borsele;1995;91
6049;Listed monuments total;Borsele;1996;91
6050;Listed monuments total;Borsele;1997;91
6051;Listed monuments total;Borsele;1998;154
6052;Listed monuments total;Borsele;1999;159
6053;Listed monuments total;Borsele;2000;159
6054;Listed monuments total;Borsele;2001;159
6055;Listed monuments total;Borsele;2002;166
6056;Listed monuments total;Borsele;2003;167
6057;Listed monuments total;Borsele;2004;167
6058;Listed monuments total;Borsele;2005;174
6059;Listed monuments total;Borsele;2006;176
6060;Listed monuments total;Borsele;2007;176
6061;Listed monuments total;Borsele;2008;176
6062;Listed monuments total;Borsele;2009;176
6063;Listed monuments total;Borsele;2010;176
6064;Listed monuments total;Borsele;2011;176
6065;Listed monuments total;Borsele;2012;175
6066;Listed monuments total;Borsele;2013;173
6067;Listed monuments total;Borsele;2014;173
6068;Listed monuments total;Borsele;2015;173
6069;Listed monuments total;Borsele;2016;173
6070;Listed monuments total;Borsele;2017;173
6071;Listed monuments total;Borsele;2018;173
6072;Listed monuments total;Borsele;2019;173
6073;Listed monuments total;Borsele;2020;174
6074;Listed monuments total;Borsele;2021;174
6075;Listed monuments total;Borsele;2022;174
6076;Listed monuments total;Borsele;2023;174
6077;Listed monuments total;Boxtel;1965;0
6078;Listed monuments total;Boxtel;1966;0
6079;Listed monuments total;Boxtel;1967;0
6080;Listed monuments total;Boxtel;1968;0
6081;Listed monuments total;Boxtel;1969;0
6082;Listed monuments total;Boxtel;1970;0
6083;Listed monuments total;Boxtel;1971;0
6084;Listed monuments total;Boxtel;1972;0
6085;Listed monuments total;Boxtel;1973;11
6086;Listed monuments total;Boxtel;1974;11
6087;Listed monuments total;Boxtel;1975;12
6088;Listed monuments total;Boxtel;1976;17
6089;Listed monuments total;Boxtel;1977;17
6090;Listed monuments total;Boxtel;1978;18
6091;Listed monuments total;Boxtel;1979;44
6092;Listed monuments total;Boxtel;1980;44
6093;Listed monuments total;Boxtel;1981;45
6094;Listed monuments total;Boxtel;1982;46
6095;Listed monuments total;Boxtel;1983;46
6096;Listed monuments total;Boxtel;1984;46
6097;Listed monuments total;Boxtel;1985;46
6098;Listed monuments total;Boxtel;1986;46
6099;Listed monuments total;Boxtel;1987;46
6100;Listed monuments total;Boxtel;1988;46
6101;Listed monuments total;Boxtel;1989;46
6102;Listed monuments total;Boxtel;1990;46
6103;Listed monuments total;Boxtel;1991;46
6104;Listed monuments total;Boxtel;1992;46
6105;Listed monuments total;Boxtel;1993;46
6106;Listed monuments total;Boxtel;1994;46
6107;Listed monuments total;Boxtel;1995;46
6108;Listed monuments total;Boxtel;1996;46
6109;Listed monuments total;Boxtel;1997;46
6110;Listed monuments total;Boxtel;1998;46
6111;Listed monuments total;Boxtel;1999;46
6112;Listed monuments total;Boxtel;2000;46
6113;Listed monuments total;Boxtel;2001;75
6114;Listed monuments total;Boxtel;2002;85
6115;Listed monuments total;Boxtel;2003;85
6116;Listed monuments total;Boxtel;2004;93
6117;Listed monuments total;Boxtel;2005;93
6118;Listed monuments total;Boxtel;2006;93
6119;Listed monuments total;Boxtel;2007;93
6120;Listed monuments total;Boxtel;2008;93
6121;Listed monuments total;Boxtel;2009;93
6122;Listed monuments total;Boxtel;2010;93
6123;Listed monuments total;Boxtel;2011;93
6124;Listed monuments total;Boxtel;2012;93
6125;Listed monuments total;Boxtel;2013;91
6126;Listed monuments total;Boxtel;2014;91
6127;Listed monuments total;Boxtel;2015;91
6128;Listed monuments total;Boxtel;2016;91
6129;Listed monuments total;Boxtel;2017;91
6130;Listed monuments total;Boxtel;2018;91
6131;Listed monuments total;Boxtel;2019;90
6132;Listed monuments total;Boxtel;2020;90
6133;Listed monuments total;Boxtel;2021;90
6134;Listed monuments total;Boxtel;2022;90
6135;Listed monuments total;Boxtel;2023;90
6136;Listed monuments total;Breda;1965;0
6137;Listed monuments total;Breda;1966;309
6138;Listed monuments total;Breda;1967;309
6139;Listed monuments total;Breda;1968;310
6140;Listed monuments total;Breda;1969;310
6141;Listed monuments total;Breda;1970;310
6142;Listed monuments total;Breda;1971;356
6143;Listed monuments total;Breda;1972;356
6144;Listed monuments total;Breda;1973;356
6145;Listed monuments total;Breda;1974;357
6146;Listed monuments total;Breda;1975;358
6147;Listed monuments total;Breda;1976;362
6148;Listed monuments total;Breda;1977;362
6149;Listed monuments total;Breda;1978;362
6150;Listed monuments total;Breda;1979;362
6151;Listed monuments total;Breda;1980;365
6152;Listed monuments total;Breda;1981;370
6153;Listed monuments total;Breda;1982;372
6154;Listed monuments total;Breda;1983;372
6155;Listed monuments total;Breda;1984;374
6156;Listed monuments total;Breda;1985;375
6157;Listed monuments total;Breda;1986;376
6158;Listed monuments total;Breda;1987;380
6159;Listed monuments total;Breda;1988;380
6160;Listed monuments total;Breda;1989;380
6161;Listed monuments total;Breda;1990;382
6162;Listed monuments total;Breda;1991;382
6163;Listed monuments total;Breda;1992;382
6164;Listed monuments total;Breda;1993;383
6165;Listed monuments total;Breda;1994;383
6166;Listed monuments total;Breda;1995;383
6167;Listed monuments total;Breda;1996;383
6168;Listed monuments total;Breda;1997;384
6169;Listed monuments total;Breda;1998;384
6170;Listed monuments total;Breda;1999;383
6171;Listed monuments total;Breda;2000;393
6172;Listed monuments total;Breda;2001;393
6173;Listed monuments total;Breda;2002;512
6174;Listed monuments total;Breda;2003;514
6175;Listed monuments total;Breda;2004;522
6176;Listed monuments total;Breda;2005;526
6177;Listed monuments total;Breda;2006;545
6178;Listed monuments total;Breda;2007;553
6179;Listed monuments total;Breda;2008;552
6180;Listed monuments total;Breda;2009;552
6181;Listed monuments total;Breda;2010;560
6182;Listed monuments total;Breda;2011;560
6183;Listed monuments total;Breda;2012;558
6184;Listed monuments total;Breda;2013;548
6185;Listed monuments total;Breda;2014;548
6186;Listed monuments total;Breda;2015;548
6187;Listed monuments total;Breda;2016;548
6188;Listed monuments total;Breda;2017;547
6189;Listed monuments total;Breda;2018;548
6190;Listed monuments total;Breda;2019;548
6191;Listed monuments total;Breda;2020;548
6192;Listed monuments total;Breda;2021;548
6193;Listed monuments total;Breda;2022;548
6194;Listed monuments total;Breda;2023;546
6195;Listed monuments total;Bronckhorst;1965;0
6196;Listed monuments total;Bronckhorst;1966;76
6197;Listed monuments total;Bronckhorst;1967;113
6198;Listed monuments total;Bronckhorst;1968;113
6199;Listed monuments total;Bronckhorst;1969;113
6200;Listed monuments total;Bronckhorst;1970;114
6201;Listed monuments total;Bronckhorst;1971;115
6202;Listed monuments total;Bronckhorst;1972;115
6203;Listed monuments total;Bronckhorst;1973;116
6204;Listed monuments total;Bronckhorst;1974;117
6205;Listed monuments total;Bronckhorst;1975;117
6206;Listed monuments total;Bronckhorst;1976;124
6207;Listed monuments total;Bronckhorst;1977;127
6208;Listed monuments total;Bronckhorst;1978;138
6209;Listed monuments total;Bronckhorst;1979;142
6210;Listed monuments total;Bronckhorst;1980;142
6211;Listed monuments total;Bronckhorst;1981;142
6212;Listed monuments total;Bronckhorst;1982;143
6213;Listed monuments total;Bronckhorst;1983;143
6214;Listed monuments total;Bronckhorst;1984;143
6215;Listed monuments total;Bronckhorst;1985;143
6216;Listed monuments total;Bronckhorst;1986;143
6217;Listed monuments total;Bronckhorst;1987;143
6218;Listed monuments total;Bronckhorst;1988;143
6219;Listed monuments total;Bronckhorst;1989;143
6220;Listed monuments total;Bronckhorst;1990;143
6221;Listed monuments total;Bronckhorst;1991;143
6222;Listed monuments total;Bronckhorst;1992;143
6223;Listed monuments total;Bronckhorst;1993;145
6224;Listed monuments total;Bronckhorst;1994;147
6225;Listed monuments total;Bronckhorst;1995;147
6226;Listed monuments total;Bronckhorst;1996;147
6227;Listed monuments total;Bronckhorst;1997;149
6228;Listed monuments total;Bronckhorst;1998;149
6229;Listed monuments total;Bronckhorst;1999;203
6230;Listed monuments total;Bronckhorst;2000;215
6231;Listed monuments total;Bronckhorst;2001;228
6232;Listed monuments total;Bronckhorst;2002;241
6233;Listed monuments total;Bronckhorst;2003;242
6234;Listed monuments total;Bronckhorst;2004;264
6235;Listed monuments total;Bronckhorst;2005;348
6236;Listed monuments total;Bronckhorst;2006;375
6237;Listed monuments total;Bronckhorst;2007;375
6238;Listed monuments total;Bronckhorst;2008;375
6239;Listed monuments total;Bronckhorst;2009;375
6240;Listed monuments total;Bronckhorst;2010;375
6241;Listed monuments total;Bronckhorst;2011;375
6242;Listed monuments total;Bronckhorst;2012;375
6243;Listed monuments total;Bronckhorst;2013;351
6244;Listed monuments total;Bronckhorst;2014;351
6245;Listed monuments total;Bronckhorst;2015;351
6246;Listed monuments total;Bronckhorst;2016;351
6247;Listed monuments total;Bronckhorst;2017;351
6248;Listed monuments total;Bronckhorst;2018;351
6249;Listed monuments total;Bronckhorst;2019;351
6250;Listed monuments total;Bronckhorst;2020;351
6251;Listed monuments total;Bronckhorst;2021;351
6252;Listed monuments total;Bronckhorst;2022;351
6253;Listed monuments total;Bronckhorst;2023;352
6254;Listed monuments total;Brummen;1965;0
6255;Listed monuments total;Brummen;1966;0
6256;Listed monuments total;Brummen;1967;0
6257;Listed monuments total;Brummen;1968;0
