ID;Geslacht;Landen;MeerOfMinderjarig;Perioden;BeslissingenOntvangenDublinVerzoeken_1;BeslissingenVerzondenDublinVerzoeken_2;TotaalEersteBeslissingen_3;TotaalHeroverwegingsBeslissingen_4;PositieveEersteBeslissingen_5;NegatieveEersteBeslissingen_6;PositieveHeroverwegingsbeslissingen_7;NegatieveHeroverwegingsbeslissingen_8;TotaalEersteBeslissingen_9;TotaalHeroverwegingsbeslissingen_10;PositieveEersteBeslissingen_11;NegatieveEersteBeslissingen_12;PositieveHeroverwegingsbeslissingen_13;NegatieveHeroverwegingsbeslissingen_14
646;Totaal mannen en vrouwen;Luxemburg;Totaal;2020;40.0;35.0;40.0;0.0;20.0;15.0;0.0;0.0;35.0;5.0;30.0;5.0;5.0;0.0
647;Totaal mannen en vrouwen;Luxemburg;Totaal;2021;55.0;30.0;50.0;5.0;30.0;20.0;5.0;0.0;30.0;0.0;20.0;10.0;0.0;0.0
648;Totaal mannen en vrouwen;Luxemburg;Totaal;2022;50.0;25.0;40.0;5.0;30.0;15.0;5.0;0.0;25.0;0.0;20.0;5.0;0.0;0.0
649;Totaal mannen en vrouwen;Luxemburg;Totaal;2023;65.0;15.0;60.0;5.0;40.0;20.0;5.0;5.0;15.0;0.0;10.0;5.0;0.0;0.0
650;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2014;;;;;;;;;;;;;;
651;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2015;;;;;;;;;;;;;;
652;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2016;;;;;;;;;;;;;;
653;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2017;;;;;;;;;;;;;;
654;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2018;;;;;;;;;;;;;;
655;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2019;;;;;;;;;;;;;;
656;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2020;;;;;;;;;;;;;;
657;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2021;55.0;30.0;50.0;5.0;30.0;20.0;5.0;0.0;30.0;0.0;20.0;10.0;0.0;0.0
658;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2022;50.0;25.0;40.0;5.0;30.0;15.0;5.0;0.0;25.0;0.0;15.0;5.0;0.0;0.0
659;Totaal mannen en vrouwen;Luxemburg;Meerderjarig;2023;65.0;15.0;60.0;5.0;40.0;20.0;5.0;5.0;15.0;0.0;10.0;5.0;0.0;0.0
660;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
661;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
662;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
663;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
664;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
665;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
666;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
667;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
668;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
669;Totaal mannen en vrouwen;Luxemburg;Minderjarig met ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
670;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
671;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
672;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
673;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
674;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
675;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
676;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
677;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
678;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
679;Totaal mannen en vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
680;Totaal mannen en vrouwen;Malta;Totaal;2014;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;5.0;85.0;5.0;0.0;5.0
681;Totaal mannen en vrouwen;Malta;Totaal;2015;5.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;5.0;50.0;0.0;0.0
682;Totaal mannen en vrouwen;Malta;Totaal;2016;5.0;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
683;Totaal mannen en vrouwen;Malta;Totaal;2017;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
684;Totaal mannen en vrouwen;Malta;Totaal;2018;10.0;15.0;10.0;0.0;0.0;5.0;0.0;0.0;15.0;0.0;10.0;0.0;0.0;0.0
685;Totaal mannen en vrouwen;Malta;Totaal;2019;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;25.0;15.0;0.0;0.0
686;Totaal mannen en vrouwen;Malta;Totaal;2020;5.0;55.0;5.0;0.0;0.0;5.0;0.0;0.0;50.0;5.0;35.0;10.0;5.0;0.0
687;Totaal mannen en vrouwen;Malta;Totaal;2021;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;5.0;35.0;10.0;0.0;5.0
688;Totaal mannen en vrouwen;Malta;Totaal;2022;5.0;140.0;5.0;0.0;0.0;5.0;0.0;0.0;125.0;20.0;90.0;35.0;15.0;5.0
689;Totaal mannen en vrouwen;Malta;Totaal;2023;5.0;120.0;5.0;0.0;5.0;0.0;0.0;0.0;115.0;5.0;95.0;20.0;5.0;0.0
690;Totaal mannen en vrouwen;Malta;Meerderjarig;2014;;;;;;;;;;;;;;
691;Totaal mannen en vrouwen;Malta;Meerderjarig;2015;;;;;;;;;;;;;;
692;Totaal mannen en vrouwen;Malta;Meerderjarig;2016;;;;;;;;;;;;;;
693;Totaal mannen en vrouwen;Malta;Meerderjarig;2017;;;;;;;;;;;;;;
694;Totaal mannen en vrouwen;Malta;Meerderjarig;2018;;;;;;;;;;;;;;
695;Totaal mannen en vrouwen;Malta;Meerderjarig;2019;;;;;;;;;;;;;;
696;Totaal mannen en vrouwen;Malta;Meerderjarig;2020;;;;;;;;;;;;;;
697;Totaal mannen en vrouwen;Malta;Meerderjarig;2021;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;5.0;35.0;10.0;0.0;5.0
698;Totaal mannen en vrouwen;Malta;Meerderjarig;2022;5.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;15.0;75.0;25.0;10.0;5.0
699;Totaal mannen en vrouwen;Malta;Meerderjarig;2023;5.0;100.0;5.0;0.0;5.0;0.0;0.0;0.0;95.0;5.0;80.0;15.0;5.0;0.0
700;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
701;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
702;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
703;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
704;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
705;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
706;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
707;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
708;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2022;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;5.0;10.0;10.0;5.0;0.0
709;Totaal mannen en vrouwen;Malta;Minderjarig met ouder of voogd;2023;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;15.0;5.0;0.0;0.0
710;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
711;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
712;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
713;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
714;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
715;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
716;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
717;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
718;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
719;Totaal mannen en vrouwen;Malta;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
720;Totaal mannen en vrouwen;Oostenrijk;Totaal;2014;50.0;65.0;45.0;5.0;30.0;15.0;5.0;5.0;50.0;15.0;25.0;25.0;10.0;5.0
721;Totaal mannen en vrouwen;Oostenrijk;Totaal;2015;65.0;155.0;55.0;5.0;30.0;25.0;0.0;5.0;140.0;15.0;45.0;95.0;10.0;5.0
722;Totaal mannen en vrouwen;Oostenrijk;Totaal;2016;160.0;225.0;150.0;10.0;75.0;75.0;5.0;0.0;200.0;25.0;115.0;85.0;15.0;10.0
723;Totaal mannen en vrouwen;Oostenrijk;Totaal;2017;120.0;200.0;115.0;5.0;65.0;55.0;5.0;0.0;175.0;25.0;115.0;60.0;15.0;10.0
724;Totaal mannen en vrouwen;Oostenrijk;Totaal;2018;95.0;220.0;90.0;5.0;40.0;50.0;5.0;0.0;190.0;30.0;115.0;70.0;15.0;15.0
725;Totaal mannen en vrouwen;Oostenrijk;Totaal;2019;20.0;235.0;20.0;0.0;20.0;0.0;0.0;0.0;190.0;45.0;105.0;85.0;30.0;15.0
726;Totaal mannen en vrouwen;Oostenrijk;Totaal;2020;70.0;150.0;65.0;5.0;35.0;30.0;0.0;5.0;115.0;35.0;70.0;45.0;20.0;15.0
727;Totaal mannen en vrouwen;Oostenrijk;Totaal;2021;115.0;235.0;105.0;10.0;40.0;60.0;5.0;5.0;210.0;25.0;145.0;65.0;15.0;10.0
728;Totaal mannen en vrouwen;Oostenrijk;Totaal;2022;125.0;605.0;120.0;5.0;50.0;70.0;5.0;5.0;550.0;55.0;310.0;240.0;30.0;25.0
729;Totaal mannen en vrouwen;Oostenrijk;Totaal;2023;145.0;900.0;135.0;10.0;70.0;70.0;5.0;5.0;795.0;100.0;495.0;300.0;60.0;45.0
730;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2014;;;;;;;;;;;;;;
731;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2015;;;;;;;;;;;;;;
732;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2016;;;;;;;;;;;;;;
733;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2017;;;;;;;;;;;;;;
734;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2018;;;;;;;;;;;;;;
735;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2019;;;;;;;;;;;;;;
736;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2020;;;;;;;;;;;;;;
737;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2021;100.0;210.0;90.0;10.0;35.0;55.0;5.0;0.0;190.0;20.0;135.0;50.0;15.0;5.0
738;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2022;115.0;470.0;110.0;5.0;45.0;65.0;5.0;0.0;420.0;50.0;285.0;135.0;30.0;20.0
739;Totaal mannen en vrouwen;Oostenrijk;Meerderjarig;2023;135.0;775.0;125.0;10.0;60.0;65.0;5.0;5.0;680.0;100.0;455.0;225.0;60.0;40.0
740;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
741;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
742;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
743;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
744;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
745;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
746;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
747;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2021;15.0;10.0;10.0;0.0;5.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0
748;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2022;10.0;20.0;5.0;0.0;5.0;5.0;0.0;0.0;20.0;0.0;20.0;0.0;0.0;0.0
749;Totaal mannen en vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2023;15.0;35.0;15.0;0.0;10.0;5.0;0.0;0.0;35.0;0.0;30.0;5.0;0.0;0.0
750;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
751;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
752;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
753;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
754;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
755;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
756;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
757;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2021;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;5.0;5.0;10.0;0.0;5.0
758;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2022;0.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;5.0;5.0;100.0;0.0;5.0
759;Totaal mannen en vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2023;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;5.0;10.0;75.0;0.0;5.0
760;Totaal mannen en vrouwen;Polen;Totaal;2014;5.0;220.0;5.0;0.0;0.0;0.0;0.0;0.0;215.0;0.0;195.0;20.0;0.0;0.0
761;Totaal mannen en vrouwen;Polen;Totaal;2015;5.0;180.0;5.0;0.0;5.0;0.0;0.0;0.0;170.0;10.0;95.0;80.0;0.0;5.0
762;Totaal mannen en vrouwen;Polen;Totaal;2016;5.0;280.0;5.0;0.0;5.0;0.0;0.0;0.0;280.0;5.0;270.0;5.0;5.0;0.0
763;Totaal mannen en vrouwen;Polen;Totaal;2017;5.0;225.0;5.0;0.0;5.0;0.0;0.0;0.0;225.0;5.0;215.0;10.0;0.0;0.0
764;Totaal mannen en vrouwen;Polen;Totaal;2018;10.0;165.0;10.0;0.0;0.0;10.0;0.0;0.0;165.0;0.0;155.0;5.0;0.0;0.0
765;Totaal mannen en vrouwen;Polen;Totaal;2019;0.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0;5.0;155.0;10.0;5.0;0.0
766;Totaal mannen en vrouwen;Polen;Totaal;2020;10.0;85.0;5.0;0.0;0.0;5.0;0.0;0.0;80.0;0.0;70.0;10.0;0.0;0.0
767;Totaal mannen en vrouwen;Polen;Totaal;2021;5.0;90.0;5.0;0.0;0.0;0.0;0.0;0.0;90.0;0.0;80.0;10.0;0.0;0.0
768;Totaal mannen en vrouwen;Polen;Totaal;2022;10.0;270.0;10.0;0.0;5.0;5.0;0.0;0.0;260.0;5.0;245.0;15.0;5.0;5.0
769;Totaal mannen en vrouwen;Polen;Totaal;2023;10.0;205.0;10.0;0.0;5.0;5.0;0.0;0.0;200.0;5.0;190.0;15.0;0.0;5.0
770;Totaal mannen en vrouwen;Polen;Meerderjarig;2014;;;;;;;;;;;;;;
771;Totaal mannen en vrouwen;Polen;Meerderjarig;2015;;;;;;;;;;;;;;
772;Totaal mannen en vrouwen;Polen;Meerderjarig;2016;;;;;;;;;;;;;;
773;Totaal mannen en vrouwen;Polen;Meerderjarig;2017;;;;;;;;;;;;;;
774;Totaal mannen en vrouwen;Polen;Meerderjarig;2018;;;;;;;;;;;;;;
775;Totaal mannen en vrouwen;Polen;Meerderjarig;2019;;;;;;;;;;;;;;
776;Totaal mannen en vrouwen;Polen;Meerderjarig;2020;;;;;;;;;;;;;;
777;Totaal mannen en vrouwen;Polen;Meerderjarig;2021;5.0;75.0;5.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;65.0;10.0;0.0;0.0
778;Totaal mannen en vrouwen;Polen;Meerderjarig;2022;10.0;215.0;5.0;0.0;5.0;0.0;0.0;0.0;210.0;5.0;200.0;10.0;0.0;5.0
779;Totaal mannen en vrouwen;Polen;Meerderjarig;2023;10.0;190.0;10.0;0.0;5.0;5.0;0.0;0.0;185.0;5.0;170.0;15.0;0.0;5.0
780;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
781;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
782;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
783;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
784;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
785;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
786;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
787;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2021;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;0.0;0.0;0.0
788;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2022;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;40.0;0.0;0.0;0.0
789;Totaal mannen en vrouwen;Polen;Minderjarig met ouder of voogd;2023;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;0.0;0.0
790;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
791;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
792;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
793;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
794;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
795;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
796;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
797;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
798;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2022;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0
799;Totaal mannen en vrouwen;Polen;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800;Totaal mannen en vrouwen;Portugal;Totaal;2014;5.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;5.0;15.0;5.0;5.0;0.0
801;Totaal mannen en vrouwen;Portugal;Totaal;2015;5.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;10.0;65.0;0.0;0.0
802;Totaal mannen en vrouwen;Portugal;Totaal;2016;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;0.0;0.0;0.0
803;Totaal mannen en vrouwen;Portugal;Totaal;2017;10.0;55.0;10.0;0.0;0.0;5.0;0.0;0.0;55.0;0.0;55.0;0.0;0.0;0.0
804;Totaal mannen en vrouwen;Portugal;Totaal;2018;5.0;55.0;5.0;0.0;0.0;5.0;0.0;0.0;55.0;0.0;50.0;5.0;0.0;0.0
805;Totaal mannen en vrouwen;Portugal;Totaal;2019;5.0;50.0;5.0;0.0;5.0;0.0;0.0;0.0;50.0;0.0;45.0;0.0;0.0;0.0
806;Totaal mannen en vrouwen;Portugal;Totaal;2020;10.0;20.0;10.0;0.0;0.0;5.0;0.0;0.0;20.0;0.0;15.0;5.0;0.0;0.0
807;Totaal mannen en vrouwen;Portugal;Totaal;2021;10.0;20.0;5.0;0.0;0.0;5.0;0.0;0.0;20.0;0.0;10.0;10.0;0.0;0.0
808;Totaal mannen en vrouwen;Portugal;Totaal;2022;35.0;40.0;30.0;5.0;15.0;15.0;0.0;0.0;35.0;0.0;30.0;5.0;0.0;0.0
809;Totaal mannen en vrouwen;Portugal;Totaal;2023;35.0;60.0;35.0;5.0;10.0;20.0;0.0;0.0;55.0;0.0;45.0;15.0;0.0;0.0
810;Totaal mannen en vrouwen;Portugal;Meerderjarig;2014;;;;;;;;;;;;;;
811;Totaal mannen en vrouwen;Portugal;Meerderjarig;2015;;;;;;;;;;;;;;
812;Totaal mannen en vrouwen;Portugal;Meerderjarig;2016;;;;;;;;;;;;;;
813;Totaal mannen en vrouwen;Portugal;Meerderjarig;2017;;;;;;;;;;;;;;
814;Totaal mannen en vrouwen;Portugal;Meerderjarig;2018;;;;;;;;;;;;;;
815;Totaal mannen en vrouwen;Portugal;Meerderjarig;2019;;;;;;;;;;;;;;
816;Totaal mannen en vrouwen;Portugal;Meerderjarig;2020;;;;;;;;;;;;;;
817;Totaal mannen en vrouwen;Portugal;Meerderjarig;2021;10.0;15.0;5.0;0.0;0.0;5.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
818;Totaal mannen en vrouwen;Portugal;Meerderjarig;2022;35.0;30.0;30.0;5.0;15.0;15.0;0.0;0.0;30.0;0.0;20.0;5.0;0.0;0.0
819;Totaal mannen en vrouwen;Portugal;Meerderjarig;2023;35.0;55.0;30.0;5.0;10.0;20.0;0.0;0.0;50.0;0.0;40.0;10.0;0.0;0.0
820;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
821;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
822;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
823;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
824;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
825;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
826;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
827;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
828;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
829;Totaal mannen en vrouwen;Portugal;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
830;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
831;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
832;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
833;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
834;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
835;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
836;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
837;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
838;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
839;Totaal mannen en vrouwen;Portugal;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
840;Totaal mannen en vrouwen;Roemenië;Totaal;2014;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;5.0;15.0;15.0;0.0;0.0
841;Totaal mannen en vrouwen;Roemenië;Totaal;2015;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;5.0;70.0;0.0;0.0
842;Totaal mannen en vrouwen;Roemenië;Totaal;2016;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0
