ID;Geslacht;Landen;MeerOfMinderjarig;Perioden;BeslissingenOntvangenDublinVerzoeken_1;BeslissingenVerzondenDublinVerzoeken_2;TotaalEersteBeslissingen_3;TotaalHeroverwegingsBeslissingen_4;PositieveEersteBeslissingen_5;NegatieveEersteBeslissingen_6;PositieveHeroverwegingsbeslissingen_7;NegatieveHeroverwegingsbeslissingen_8;TotaalEersteBeslissingen_9;TotaalHeroverwegingsbeslissingen_10;PositieveEersteBeslissingen_11;NegatieveEersteBeslissingen_12;PositieveHeroverwegingsbeslissingen_13;NegatieveHeroverwegingsbeslissingen_14
2007;Mannen;Oostenrijk;Totaal;2021;100.0;220.0;90.0;10.0;35.0;55.0;5.0;0.0;195.0;25.0;135.0;60.0;15.0;10.0
2008;Mannen;Oostenrijk;Totaal;2022;115.0;560.0;105.0;5.0;45.0;60.0;5.0;5.0;505.0;55.0;280.0;230.0;30.0;25.0
2009;Mannen;Oostenrijk;Totaal;2023;130.0;825.0;120.0;10.0;60.0;65.0;5.0;5.0;735.0;90.0;450.0;285.0;50.0;40.0
2010;Mannen;Oostenrijk;Meerderjarig;2014;;;;;;;;;;;;;;
2011;Mannen;Oostenrijk;Meerderjarig;2015;;;;;;;;;;;;;;
2012;Mannen;Oostenrijk;Meerderjarig;2016;;;;;;;;;;;;;;
2013;Mannen;Oostenrijk;Meerderjarig;2017;;;;;;;;;;;;;;
2014;Mannen;Oostenrijk;Meerderjarig;2018;;;;;;;;;;;;;;
2015;Mannen;Oostenrijk;Meerderjarig;2019;;;;;;;;;;;;;;
2016;Mannen;Oostenrijk;Meerderjarig;2020;;;;;;;;;;;;;;
2017;Mannen;Oostenrijk;Meerderjarig;2021;95.0;195.0;85.0;10.0;30.0;55.0;5.0;0.0;175.0;20.0;130.0;50.0;15.0;5.0
2018;Mannen;Oostenrijk;Meerderjarig;2022;105.0;440.0;95.0;5.0;40.0;55.0;5.0;0.0;390.0;45.0;265.0;130.0;30.0;15.0
2019;Mannen;Oostenrijk;Meerderjarig;2023;120.0;720.0;110.0;10.0;50.0;60.0;5.0;5.0;630.0;90.0;420.0;210.0;50.0;40.0
2020;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2021;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2022;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2023;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2024;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2025;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2026;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2027;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2021;5.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
2028;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2022;10.0;10.0;5.0;0.0;5.0;5.0;0.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0
2029;Mannen;Oostenrijk;Minderjarig met ouder of voogd;2023;10.0;25.0;10.0;0.0;5.0;5.0;0.0;0.0;25.0;0.0;20.0;5.0;0.0;0.0
2030;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2031;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2032;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2033;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2034;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2035;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2036;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2037;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2021;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;5.0;0.0;5.0
2038;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2022;0.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;5.0;5.0;100.0;0.0;5.0
2039;Mannen;Oostenrijk;Minderjarig zonder ouder of voogd;2023;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;5.0;10.0;75.0;0.0;5.0
2040;Mannen;Polen;Totaal;2014;;;;;;;;;;;;;;
2041;Mannen;Polen;Totaal;2015;;;;;;;;;;;;;;
2042;Mannen;Polen;Totaal;2016;;;;;;;;;;;;;;
2043;Mannen;Polen;Totaal;2017;;;;;;;;;;;;;;
2044;Mannen;Polen;Totaal;2018;;;;;;;;;;;;;;
2045;Mannen;Polen;Totaal;2019;;;;;;;;;;;;;;
2046;Mannen;Polen;Totaal;2020;;;;;;;;;;;;;;
2047;Mannen;Polen;Totaal;2021;5.0;65.0;5.0;0.0;0.0;0.0;0.0;0.0;65.0;0.0;55.0;10.0;0.0;0.0
2048;Mannen;Polen;Totaal;2022;10.0;180.0;10.0;0.0;5.0;5.0;0.0;0.0;180.0;5.0;165.0;10.0;0.0;0.0
2049;Mannen;Polen;Totaal;2023;5.0;160.0;5.0;0.0;5.0;5.0;0.0;0.0;155.0;5.0;145.0;10.0;0.0;5.0
2050;Mannen;Polen;Meerderjarig;2014;;;;;;;;;;;;;;
2051;Mannen;Polen;Meerderjarig;2015;;;;;;;;;;;;;;
2052;Mannen;Polen;Meerderjarig;2016;;;;;;;;;;;;;;
2053;Mannen;Polen;Meerderjarig;2017;;;;;;;;;;;;;;
2054;Mannen;Polen;Meerderjarig;2018;;;;;;;;;;;;;;
2055;Mannen;Polen;Meerderjarig;2019;;;;;;;;;;;;;;
2056;Mannen;Polen;Meerderjarig;2020;;;;;;;;;;;;;;
2057;Mannen;Polen;Meerderjarig;2021;5.0;55.0;5.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;50.0;5.0;0.0;0.0
2058;Mannen;Polen;Meerderjarig;2022;10.0;160.0;5.0;0.0;5.0;0.0;0.0;0.0;155.0;5.0;145.0;10.0;0.0;0.0
2059;Mannen;Polen;Meerderjarig;2023;5.0;150.0;5.0;0.0;5.0;5.0;0.0;0.0;145.0;5.0;130.0;10.0;0.0;5.0
2060;Mannen;Polen;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2061;Mannen;Polen;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2062;Mannen;Polen;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2063;Mannen;Polen;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2064;Mannen;Polen;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2065;Mannen;Polen;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2066;Mannen;Polen;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2067;Mannen;Polen;Minderjarig met ouder of voogd;2021;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0
2068;Mannen;Polen;Minderjarig met ouder of voogd;2022;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;0.0;0.0;0.0
2069;Mannen;Polen;Minderjarig met ouder of voogd;2023;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
2070;Mannen;Polen;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2071;Mannen;Polen;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2072;Mannen;Polen;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2073;Mannen;Polen;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2074;Mannen;Polen;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2075;Mannen;Polen;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2076;Mannen;Polen;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2077;Mannen;Polen;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2078;Mannen;Polen;Minderjarig zonder ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
2079;Mannen;Polen;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2080;Mannen;Portugal;Totaal;2014;;;;;;;;;;;;;;
2081;Mannen;Portugal;Totaal;2015;;;;;;;;;;;;;;
2082;Mannen;Portugal;Totaal;2016;;;;;;;;;;;;;;
2083;Mannen;Portugal;Totaal;2017;;;;;;;;;;;;;;
2084;Mannen;Portugal;Totaal;2018;;;;;;;;;;;;;;
2085;Mannen;Portugal;Totaal;2019;;;;;;;;;;;;;;
2086;Mannen;Portugal;Totaal;2020;;;;;;;;;;;;;;
2087;Mannen;Portugal;Totaal;2021;10.0;15.0;5.0;0.0;0.0;5.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
2088;Mannen;Portugal;Totaal;2022;35.0;25.0;30.0;5.0;15.0;15.0;0.0;0.0;20.0;0.0;15.0;5.0;0.0;0.0
2089;Mannen;Portugal;Totaal;2023;35.0;40.0;30.0;5.0;10.0;20.0;0.0;0.0;40.0;0.0;35.0;5.0;0.0;0.0
2090;Mannen;Portugal;Meerderjarig;2014;;;;;;;;;;;;;;
2091;Mannen;Portugal;Meerderjarig;2015;;;;;;;;;;;;;;
2092;Mannen;Portugal;Meerderjarig;2016;;;;;;;;;;;;;;
2093;Mannen;Portugal;Meerderjarig;2017;;;;;;;;;;;;;;
2094;Mannen;Portugal;Meerderjarig;2018;;;;;;;;;;;;;;
2095;Mannen;Portugal;Meerderjarig;2019;;;;;;;;;;;;;;
2096;Mannen;Portugal;Meerderjarig;2020;;;;;;;;;;;;;;
2097;Mannen;Portugal;Meerderjarig;2021;10.0;15.0;5.0;0.0;0.0;5.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
2098;Mannen;Portugal;Meerderjarig;2022;35.0;20.0;30.0;5.0;15.0;15.0;0.0;0.0;20.0;0.0;10.0;5.0;0.0;0.0
2099;Mannen;Portugal;Meerderjarig;2023;30.0;40.0;30.0;5.0;10.0;20.0;0.0;0.0;40.0;0.0;30.0;5.0;0.0;0.0
2100;Mannen;Portugal;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2101;Mannen;Portugal;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2102;Mannen;Portugal;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2103;Mannen;Portugal;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2104;Mannen;Portugal;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2105;Mannen;Portugal;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2106;Mannen;Portugal;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2107;Mannen;Portugal;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
2108;Mannen;Portugal;Minderjarig met ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2109;Mannen;Portugal;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
2110;Mannen;Portugal;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2111;Mannen;Portugal;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2112;Mannen;Portugal;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2113;Mannen;Portugal;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2114;Mannen;Portugal;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2115;Mannen;Portugal;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2116;Mannen;Portugal;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2117;Mannen;Portugal;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2118;Mannen;Portugal;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2119;Mannen;Portugal;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2120;Mannen;Roemenië;Totaal;2014;;;;;;;;;;;;;;
2121;Mannen;Roemenië;Totaal;2015;;;;;;;;;;;;;;
2122;Mannen;Roemenië;Totaal;2016;;;;;;;;;;;;;;
2123;Mannen;Roemenië;Totaal;2017;;;;;;;;;;;;;;
2124;Mannen;Roemenië;Totaal;2018;;;;;;;;;;;;;;
2125;Mannen;Roemenië;Totaal;2019;;;;;;;;;;;;;;
2126;Mannen;Roemenië;Totaal;2020;;;;;;;;;;;;;;
2127;Mannen;Roemenië;Totaal;2021;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;20.0;85.0;45.0;5.0;15.0
2128;Mannen;Roemenië;Totaal;2022;0.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;15.0;75.0;40.0;5.0;10.0
2129;Mannen;Roemenië;Totaal;2023;0.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;5.0;75.0;25.0;0.0;5.0
2130;Mannen;Roemenië;Meerderjarig;2014;;;;;;;;;;;;;;
2131;Mannen;Roemenië;Meerderjarig;2015;;;;;;;;;;;;;;
2132;Mannen;Roemenië;Meerderjarig;2016;;;;;;;;;;;;;;
2133;Mannen;Roemenië;Meerderjarig;2017;;;;;;;;;;;;;;
2134;Mannen;Roemenië;Meerderjarig;2018;;;;;;;;;;;;;;
2135;Mannen;Roemenië;Meerderjarig;2019;;;;;;;;;;;;;;
2136;Mannen;Roemenië;Meerderjarig;2020;;;;;;;;;;;;;;
2137;Mannen;Roemenië;Meerderjarig;2021;0.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;20.0;80.0;40.0;5.0;15.0
2138;Mannen;Roemenië;Meerderjarig;2022;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;15.0;75.0;35.0;5.0;10.0
2139;Mannen;Roemenië;Meerderjarig;2023;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;5.0;70.0;20.0;0.0;5.0
2140;Mannen;Roemenië;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2141;Mannen;Roemenië;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2142;Mannen;Roemenië;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2143;Mannen;Roemenië;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2144;Mannen;Roemenië;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2145;Mannen;Roemenië;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2146;Mannen;Roemenië;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2147;Mannen;Roemenië;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
2148;Mannen;Roemenië;Minderjarig met ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
2149;Mannen;Roemenië;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
2150;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2151;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2152;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2153;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2154;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2155;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2156;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2157;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
2158;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
2159;Mannen;Roemenië;Minderjarig zonder ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
2160;Mannen;Slovenië;Totaal;2014;;;;;;;;;;;;;;
2161;Mannen;Slovenië;Totaal;2015;;;;;;;;;;;;;;
2162;Mannen;Slovenië;Totaal;2016;;;;;;;;;;;;;;
2163;Mannen;Slovenië;Totaal;2017;;;;;;;;;;;;;;
2164;Mannen;Slovenië;Totaal;2018;;;;;;;;;;;;;;
2165;Mannen;Slovenië;Totaal;2019;;;;;;;;;;;;;;
2166;Mannen;Slovenië;Totaal;2020;;;;;;;;;;;;;;
2167;Mannen;Slovenië;Totaal;2021;10.0;90.0;10.0;0.0;5.0;5.0;0.0;0.0;80.0;10.0;60.0;20.0;5.0;5.0
2168;Mannen;Slovenië;Totaal;2022;5.0;80.0;5.0;0.0;0.0;5.0;0.0;0.0;70.0;10.0;50.0;20.0;5.0;5.0
2169;Mannen;Slovenië;Totaal;2023;5.0;105.0;5.0;0.0;0.0;5.0;0.0;0.0;90.0;15.0;55.0;35.0;5.0;5.0
2170;Mannen;Slovenië;Meerderjarig;2014;;;;;;;;;;;;;;
2171;Mannen;Slovenië;Meerderjarig;2015;;;;;;;;;;;;;;
2172;Mannen;Slovenië;Meerderjarig;2016;;;;;;;;;;;;;;
2173;Mannen;Slovenië;Meerderjarig;2017;;;;;;;;;;;;;;
2174;Mannen;Slovenië;Meerderjarig;2018;;;;;;;;;;;;;;
2175;Mannen;Slovenië;Meerderjarig;2019;;;;;;;;;;;;;;
2176;Mannen;Slovenië;Meerderjarig;2020;;;;;;;;;;;;;;
2177;Mannen;Slovenië;Meerderjarig;2021;10.0;90.0;10.0;0.0;5.0;5.0;0.0;0.0;80.0;10.0;60.0;20.0;5.0;5.0
2178;Mannen;Slovenië;Meerderjarig;2022;5.0;80.0;5.0;0.0;0.0;5.0;0.0;0.0;70.0;10.0;50.0;20.0;5.0;5.0
2179;Mannen;Slovenië;Meerderjarig;2023;5.0;105.0;5.0;0.0;0.0;5.0;0.0;0.0;90.0;15.0;55.0;35.0;5.0;5.0
2180;Mannen;Slovenië;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2181;Mannen;Slovenië;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2182;Mannen;Slovenië;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2183;Mannen;Slovenië;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2184;Mannen;Slovenië;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2185;Mannen;Slovenië;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2186;Mannen;Slovenië;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2187;Mannen;Slovenië;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2188;Mannen;Slovenië;Minderjarig met ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2189;Mannen;Slovenië;Minderjarig met ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2190;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2191;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2192;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2193;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2194;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2195;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2196;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2197;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2198;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2199;Mannen;Slovenië;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2200;Mannen;Slowakije;Totaal;2014;;;;;;;;;;;;;;
2201;Mannen;Slowakije;Totaal;2015;;;;;;;;;;;;;;
2202;Mannen;Slowakije;Totaal;2016;;;;;;;;;;;;;;
2203;Mannen;Slowakije;Totaal;2017;;;;;;;;;;;;;;
2204;Mannen;Slowakije;Totaal;2018;;;;;;;;;;;;;;
2205;Mannen;Slowakije;Totaal;2019;;;;;;;;;;;;;;
2206;Mannen;Slowakije;Totaal;2020;;;;;;;;;;;;;;
2207;Mannen;Slowakije;Totaal;2021;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
2208;Mannen;Slowakije;Totaal;2022;15.0;10.0;10.0;5.0;0.0;10.0;0.0;5.0;10.0;5.0;5.0;5.0;0.0;0.0
2209;Mannen;Slowakije;Totaal;2023;15.0;20.0;10.0;5.0;5.0;10.0;0.0;5.0;15.0;5.0;5.0;10.0;0.0;0.0
2210;Mannen;Slowakije;Meerderjarig;2014;;;;;;;;;;;;;;
2211;Mannen;Slowakije;Meerderjarig;2015;;;;;;;;;;;;;;
2212;Mannen;Slowakije;Meerderjarig;2016;;;;;;;;;;;;;;
2213;Mannen;Slowakije;Meerderjarig;2017;;;;;;;;;;;;;;
2214;Mannen;Slowakije;Meerderjarig;2018;;;;;;;;;;;;;;
2215;Mannen;Slowakije;Meerderjarig;2019;;;;;;;;;;;;;;
2216;Mannen;Slowakije;Meerderjarig;2020;;;;;;;;;;;;;;
2217;Mannen;Slowakije;Meerderjarig;2021;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
2218;Mannen;Slowakije;Meerderjarig;2022;15.0;10.0;10.0;5.0;0.0;5.0;0.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0
2219;Mannen;Slowakije;Meerderjarig;2023;15.0;20.0;10.0;5.0;5.0;10.0;0.0;5.0;15.0;5.0;5.0;10.0;0.0;0.0
2220;Mannen;Slowakije;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
2221;Mannen;Slowakije;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
2222;Mannen;Slowakije;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
2223;Mannen;Slowakije;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
2224;Mannen;Slowakije;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
2225;Mannen;Slowakije;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
2226;Mannen;Slowakije;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
2227;Mannen;Slowakije;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2228;Mannen;Slowakije;Minderjarig met ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2229;Mannen;Slowakije;Minderjarig met ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2230;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
2231;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
2232;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
2233;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
2234;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
2235;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
2236;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
2237;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2238;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2239;Mannen;Slowakije;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2240;Mannen;Spanje;Totaal;2014;;;;;;;;;;;;;;
2241;Mannen;Spanje;Totaal;2015;;;;;;;;;;;;;;
2242;Mannen;Spanje;Totaal;2016;;;;;;;;;;;;;;
2243;Mannen;Spanje;Totaal;2017;;;;;;;;;;;;;;
2244;Mannen;Spanje;Totaal;2018;;;;;;;;;;;;;;
2245;Mannen;Spanje;Totaal;2019;;;;;;;;;;;;;;
2246;Mannen;Spanje;Totaal;2020;;;;;;;;;;;;;;
2247;Mannen;Spanje;Totaal;2021;0.0;555.0;0.0;0.0;0.0;0.0;0.0;0.0;525.0;35.0;435.0;85.0;25.0;10.0
2248;Mannen;Spanje;Totaal;2022;25.0;800.0;25.0;0.0;5.0;20.0;0.0;0.0;715.0;85.0;580.0;130.0;25.0;60.0
2249;Mannen;Spanje;Totaal;2023;10.0;1005.0;10.0;0.0;0.0;5.0;0.0;0.0;860.0;145.0;640.0;220.0;35.0;110.0
2250;Mannen;Spanje;Meerderjarig;2014;;;;;;;;;;;;;;
2251;Mannen;Spanje;Meerderjarig;2015;;;;;;;;;;;;;;
2252;Mannen;Spanje;Meerderjarig;2016;;;;;;;;;;;;;;
2253;Mannen;Spanje;Meerderjarig;2017;;;;;;;;;;;;;;
2254;Mannen;Spanje;Meerderjarig;2018;;;;;;;;;;;;;;
2255;Mannen;Spanje;Meerderjarig;2019;;;;;;;;;;;;;;
2256;Mannen;Spanje;Meerderjarig;2020;;;;;;;;;;;;;;
2257;Mannen;Spanje;Meerderjarig;2021;0.0;530.0;0.0;0.0;0.0;0.0;0.0;0.0;495.0;35.0;430.0;65.0;25.0;10.0
