ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
5699;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2003;2.0
5700;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2004;1.9
5701;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2005;1.9
5702;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2006;1.8
5703;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2007;1.6
5704;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2008;1.4
5705;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2009;1.2
5706;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2010;1.0
5707;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2011;1.0
5708;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2012;0.9
5709;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2013;0.8
5710;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2014;0.8
5711;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2015;0.7
5712;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2016;0.7
5713;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2017;0.6
5714;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2018;0.6
5715;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2019;0.6
5716;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2020;0.6
5717;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2021;0.5
5718;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2022;0.4
5719;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2023;0.4
5720;"Non-road mobile machinery; industry";Ammonia (NH3);1990;0.0
5721;"Non-road mobile machinery; industry";Ammonia (NH3);1995;0.0
5722;"Non-road mobile machinery; industry";Ammonia (NH3);2000;0.0
5723;"Non-road mobile machinery; industry";Ammonia (NH3);2001;0.0
5724;"Non-road mobile machinery; industry";Ammonia (NH3);2002;0.0
5725;"Non-road mobile machinery; industry";Ammonia (NH3);2003;0.0
5726;"Non-road mobile machinery; industry";Ammonia (NH3);2004;0.0
5727;"Non-road mobile machinery; industry";Ammonia (NH3);2005;0.0
5728;"Non-road mobile machinery; industry";Ammonia (NH3);2006;0.0
5729;"Non-road mobile machinery; industry";Ammonia (NH3);2007;0.0
5730;"Non-road mobile machinery; industry";Ammonia (NH3);2008;0.0
5731;"Non-road mobile machinery; industry";Ammonia (NH3);2009;0.0
5732;"Non-road mobile machinery; industry";Ammonia (NH3);2010;0.0
5733;"Non-road mobile machinery; industry";Ammonia (NH3);2011;0.0
5734;"Non-road mobile machinery; industry";Ammonia (NH3);2012;0.0
5735;"Non-road mobile machinery; industry";Ammonia (NH3);2013;0.0
5736;"Non-road mobile machinery; industry";Ammonia (NH3);2014;0.0
5737;"Non-road mobile machinery; industry";Ammonia (NH3);2015;0.0
5738;"Non-road mobile machinery; industry";Ammonia (NH3);2016;0.0
5739;"Non-road mobile machinery; industry";Ammonia (NH3);2017;0.0
5740;"Non-road mobile machinery; industry";Ammonia (NH3);2018;0.0
5741;"Non-road mobile machinery; industry";Ammonia (NH3);2019;0.0
5742;"Non-road mobile machinery; industry";Ammonia (NH3);2020;0.0
5743;"Non-road mobile machinery; industry";Ammonia (NH3);2021;0.0
5744;"Non-road mobile machinery; industry";Ammonia (NH3);2022;0.0
5745;"Non-road mobile machinery; industry";Ammonia (NH3);2023;0.0
5746;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);1990;2.1
5747;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);1995;2.6
5748;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2000;4.2
5749;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2001;4.3
5750;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2002;4.4
5751;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2003;4.4
5752;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2004;4.3
5753;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2005;4.1
5754;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2006;4.0
5755;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2007;3.9
5756;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2008;3.9
5757;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2009;3.9
5758;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2010;3.6
5759;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2011;3.4
5760;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2012;3.2
5761;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2013;3.0
5762;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2014;2.8
5763;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2015;2.6
5764;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2016;2.4
5765;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2017;2.3
5766;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2018;2.1
5767;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2019;2.0
5768;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2020;1.9
5769;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2021;1.8
5770;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2022;1.7
5771;"Non-road mobile machinery; industry";Nitrogen oxides (NOx);2023;1.6
5772;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);1990;0.1
5773;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);1995;0.2
5774;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2000;0.3
5775;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2001;0.3
5776;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2002;0.3
5777;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2003;0.3
5778;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2004;0.3
5779;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2005;0.3
5780;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2006;0.3
5781;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2007;0.3
5782;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2008;0.2
5783;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2009;0.1
5784;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2010;0.0
5785;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2011;0.0
5786;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2012;0.0
5787;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2013;0.0
5788;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2014;0.0
5789;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2015;0.0
5790;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2016;0.0
5791;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2017;0.0
5792;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2018;0.0
5793;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2019;0.0
5794;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2020;0.0
5795;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2021;0.0
5796;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2022;0.0
5797;"Non-road mobile machinery; industry";Sulphur dioxide (SO2);2023;0.0
5798;"Non-road mobile machinery; industry";NMVOC;1990;0.4
5799;"Non-road mobile machinery; industry";NMVOC;1995;0.4
5800;"Non-road mobile machinery; industry";NMVOC;2000;0.6
5801;"Non-road mobile machinery; industry";NMVOC;2001;0.6
5802;"Non-road mobile machinery; industry";NMVOC;2002;0.6
5803;"Non-road mobile machinery; industry";NMVOC;2003;0.5
5804;"Non-road mobile machinery; industry";NMVOC;2004;0.5
5805;"Non-road mobile machinery; industry";NMVOC;2005;0.5
5806;"Non-road mobile machinery; industry";NMVOC;2006;0.4
5807;"Non-road mobile machinery; industry";NMVOC;2007;0.4
5808;"Non-road mobile machinery; industry";NMVOC;2008;0.4
5809;"Non-road mobile machinery; industry";NMVOC;2009;0.4
5810;"Non-road mobile machinery; industry";NMVOC;2010;0.3
5811;"Non-road mobile machinery; industry";NMVOC;2011;0.3
5812;"Non-road mobile machinery; industry";NMVOC;2012;0.3
5813;"Non-road mobile machinery; industry";NMVOC;2013;0.3
5814;"Non-road mobile machinery; industry";NMVOC;2014;0.2
5815;"Non-road mobile machinery; industry";NMVOC;2015;0.2
5816;"Non-road mobile machinery; industry";NMVOC;2016;0.2
5817;"Non-road mobile machinery; industry";NMVOC;2017;0.2
5818;"Non-road mobile machinery; industry";NMVOC;2018;0.2
5819;"Non-road mobile machinery; industry";NMVOC;2019;0.2
5820;"Non-road mobile machinery; industry";NMVOC;2020;0.2
5821;"Non-road mobile machinery; industry";NMVOC;2021;0.1
5822;"Non-road mobile machinery; industry";NMVOC;2022;0.1
5823;"Non-road mobile machinery; industry";NMVOC;2023;0.1
5824;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);1990;0.1
5825;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);1995;0.2
5826;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2000;0.3
5827;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2001;0.3
5828;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2002;0.3
5829;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2003;0.3
5830;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2004;0.3
5831;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2005;0.3
5832;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2006;0.2
5833;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2007;0.2
5834;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2008;0.2
5835;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2009;0.2
5836;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2010;0.2
5837;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2011;0.1
5838;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2012;0.1
5839;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2013;0.1
5840;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2014;0.1
5841;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2015;0.1
5842;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2016;0.1
5843;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2017;0.1
5844;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2018;0.1
5845;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2019;0.1
5846;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2020;0.1
5847;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2021;0.1
5848;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2022;0.1
5849;"Non-road mobile machinery; industry";PM2.5 (Particulate matter);2023;0.1
5850;"Non-road mobile machinery; services";Ammonia (NH3);1990;0.0
5851;"Non-road mobile machinery; services";Ammonia (NH3);1995;0.0
5852;"Non-road mobile machinery; services";Ammonia (NH3);2000;0.0
5853;"Non-road mobile machinery; services";Ammonia (NH3);2001;0.0
5854;"Non-road mobile machinery; services";Ammonia (NH3);2002;0.0
5855;"Non-road mobile machinery; services";Ammonia (NH3);2003;0.0
5856;"Non-road mobile machinery; services";Ammonia (NH3);2004;0.0
5857;"Non-road mobile machinery; services";Ammonia (NH3);2005;0.0
5858;"Non-road mobile machinery; services";Ammonia (NH3);2006;0.0
5859;"Non-road mobile machinery; services";Ammonia (NH3);2007;0.0
5860;"Non-road mobile machinery; services";Ammonia (NH3);2008;0.0
5861;"Non-road mobile machinery; services";Ammonia (NH3);2009;0.0
5862;"Non-road mobile machinery; services";Ammonia (NH3);2010;0.0
5863;"Non-road mobile machinery; services";Ammonia (NH3);2011;0.0
5864;"Non-road mobile machinery; services";Ammonia (NH3);2012;0.0
5865;"Non-road mobile machinery; services";Ammonia (NH3);2013;0.0
5866;"Non-road mobile machinery; services";Ammonia (NH3);2014;0.0
5867;"Non-road mobile machinery; services";Ammonia (NH3);2015;0.0
5868;"Non-road mobile machinery; services";Ammonia (NH3);2016;0.0
5869;"Non-road mobile machinery; services";Ammonia (NH3);2017;0.0
5870;"Non-road mobile machinery; services";Ammonia (NH3);2018;0.0
5871;"Non-road mobile machinery; services";Ammonia (NH3);2019;0.0
5872;"Non-road mobile machinery; services";Ammonia (NH3);2020;0.0
5873;"Non-road mobile machinery; services";Ammonia (NH3);2021;0.0
5874;"Non-road mobile machinery; services";Ammonia (NH3);2022;0.0
5875;"Non-road mobile machinery; services";Ammonia (NH3);2023;0.0
5876;"Non-road mobile machinery; services";Nitrogen oxides (NOx);1990;5.9
5877;"Non-road mobile machinery; services";Nitrogen oxides (NOx);1995;6.2
5878;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2000;6.8
5879;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2001;6.6
5880;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2002;6.6
5881;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2003;6.6
5882;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2004;6.6
5883;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2005;6.6
5884;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2006;6.3
5885;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2007;6.4
5886;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2008;6.3
5887;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2009;6.0
5888;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2010;5.9
5889;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2011;5.8
5890;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2012;5.5
5891;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2013;5.1
5892;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2014;5.0
5893;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2015;4.6
5894;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2016;4.2
5895;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2017;4.0
5896;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2018;3.9
5897;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2019;3.7
5898;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2020;3.5
5899;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2021;3.4
5900;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2022;3.3
5901;"Non-road mobile machinery; services";Nitrogen oxides (NOx);2023;3.1
5902;"Non-road mobile machinery; services";Sulphur dioxide (SO2);1990;0.4
5903;"Non-road mobile machinery; services";Sulphur dioxide (SO2);1995;0.4
5904;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2000;0.4
5905;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2001;0.4
5906;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2002;0.4
5907;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2003;0.4
5908;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2004;0.5
5909;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2005;0.5
5910;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2006;0.5
5911;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2007;0.5
5912;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2008;0.3
5913;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2009;0.1
5914;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2010;0.1
5915;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2011;0.0
5916;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2012;0.0
5917;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2013;0.0
5918;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2014;0.0
5919;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2015;0.0
5920;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2016;0.0
5921;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2017;0.0
5922;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2018;0.0
5923;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2019;0.0
5924;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2020;0.0
5925;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2021;0.0
5926;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2022;0.0
5927;"Non-road mobile machinery; services";Sulphur dioxide (SO2);2023;0.0
5928;"Non-road mobile machinery; services";NMVOC;1990;1.3
5929;"Non-road mobile machinery; services";NMVOC;1995;1.2
5930;"Non-road mobile machinery; services";NMVOC;2000;1.2
5931;"Non-road mobile machinery; services";NMVOC;2001;1.1
5932;"Non-road mobile machinery; services";NMVOC;2002;1.1
5933;"Non-road mobile machinery; services";NMVOC;2003;1.1
5934;"Non-road mobile machinery; services";NMVOC;2004;1.1
5935;"Non-road mobile machinery; services";NMVOC;2005;1.0
5936;"Non-road mobile machinery; services";NMVOC;2006;1.0
5937;"Non-road mobile machinery; services";NMVOC;2007;0.9
5938;"Non-road mobile machinery; services";NMVOC;2008;0.9
5939;"Non-road mobile machinery; services";NMVOC;2009;0.9
5940;"Non-road mobile machinery; services";NMVOC;2010;0.8
5941;"Non-road mobile machinery; services";NMVOC;2011;0.8
5942;"Non-road mobile machinery; services";NMVOC;2012;0.7
5943;"Non-road mobile machinery; services";NMVOC;2013;0.7
5944;"Non-road mobile machinery; services";NMVOC;2014;0.7
5945;"Non-road mobile machinery; services";NMVOC;2015;0.6
5946;"Non-road mobile machinery; services";NMVOC;2016;0.6
5947;"Non-road mobile machinery; services";NMVOC;2017;0.5
5948;"Non-road mobile machinery; services";NMVOC;2018;0.5
5949;"Non-road mobile machinery; services";NMVOC;2019;0.5
5950;"Non-road mobile machinery; services";NMVOC;2020;0.5
5951;"Non-road mobile machinery; services";NMVOC;2021;0.4
5952;"Non-road mobile machinery; services";NMVOC;2022;0.4
5953;"Non-road mobile machinery; services";NMVOC;2023;0.3
5954;"Non-road mobile machinery; services";PM2.5 (Particulate matter);1990;0.5
5955;"Non-road mobile machinery; services";PM2.5 (Particulate matter);1995;0.5
5956;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2000;0.5
5957;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2001;0.4
5958;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2002;0.4
5959;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2003;0.4
5960;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2004;0.4
5961;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2005;0.4
5962;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2006;0.4
5963;"Non-road mobile machinery; services";PM2.5 (Particulate matter);2007;0.4
