ID;Geslacht;Leeftijd;Sterftequotient_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;LevensverwachtingInJaren_4
163;Vrouwen;57;0.00485;94159;457;25.92
164;Vrouwen;58;0.00544;93702;510;25.04
165;Vrouwen;59;0.00567;93192;529;24.18
166;Vrouwen;60;0.00636;92664;589;23.31
167;Vrouwen;61;0.00692;92074;637;22.46
168;Vrouwen;62;0.0076;91437;695;21.61
169;Vrouwen;63;0.00835;90742;758;20.77
170;Vrouwen;64;0.00921;89985;829;19.94
171;Vrouwen;65;0.0101;89156;900;19.13
172;Vrouwen;66;0.01104;88255;975;18.32
173;Vrouwen;67;0.01222;87281;1066;17.51
174;Vrouwen;68;0.01413;86214;1218;16.72
175;Vrouwen;69;0.01519;84996;1291;15.96
176;Vrouwen;70;0.01674;83705;1401;15.2
177;Vrouwen;71;0.01884;82304;1551;14.45
178;Vrouwen;72;0.0203;80753;1640;13.71
179;Vrouwen;73;0.02251;79114;1780;12.99
180;Vrouwen;74;0.02542;77333;1966;12.27
181;Vrouwen;75;0.02849;75367;2148;11.58
182;Vrouwen;76;0.0315;73219;2306;10.91
183;Vrouwen;77;0.03584;70913;2541;10.25
184;Vrouwen;78;0.04053;68372;2771;9.61
185;Vrouwen;79;0.04546;65601;2982;8.99
186;Vrouwen;80;0.05191;62618;3251;8.4
187;Vrouwen;81;0.05938;59368;3526;7.83
188;Vrouwen;82;0.06694;55842;3738;7.29
189;Vrouwen;83;0.07596;52104;3958;6.78
190;Vrouwen;84;0.08525;48146;4104;6.3
191;Vrouwen;85;0.09559;44042;4210;5.84
192;Vrouwen;86;0.10719;39832;4270;5.4
193;Vrouwen;87;0.12302;35562;4375;4.99
194;Vrouwen;88;0.13675;31187;4265;4.62
195;Vrouwen;89;0.15222;26922;4098;4.27
196;Vrouwen;90;0.16894;22824;3856;3.95
197;Vrouwen;91;0.18861;18968;3578;3.65
198;Vrouwen;92;0.20884;15391;3214;3.38
199;Vrouwen;93;0.22531;12177;2744;3.14
200;Vrouwen;94;0.2465;9433;2325;2.91
201;Vrouwen;95;0.27078;7108;1925;2.69
202;Vrouwen;96;0.29468;5183;1527;2.51
203;Vrouwen;97;0.3148;3656;1151;2.35
204;Vrouwen;98;0.34046;2505;853;2.2
205;Vrouwen;99;0.35167;1652;581;2.08
206;Vrouwen;100 jaar;0.37993;1071;407;1.93
207;Vrouwen;101 jaar;0.40162;664;267;1.81
208;Vrouwen;102 jaar;0.44444;397;177;1.68
209;Vrouwen;103 jaar;0.43678;221;96;1.63
210;Vrouwen;104 jaar;0.51837;124;64;1.51
211;Vrouwen;105 jaar;0.47934;60;29;1.59
