ID;Geslacht;Leeftijd;Sterftequotient_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;LevensverwachtingInJaren_4
0;Mannen;0;0.00584;100000;584;75.05
1;Mannen;1;0.0005;99416;50;74.49
2;Mannen;2;0.00038;99366;38;73.53
3;Mannen;3;0.00025;99329;25;72.56
4;Mannen;4;0.00018;99304;18;71.58
5;Mannen;5;0.00022;99285;22;70.59
6;Mannen;6;0.00017;99264;17;69.6
7;Mannen;7;0.00017;99247;17;68.62
8;Mannen;8;0.00014;99230;14;67.63
9;Mannen;9;0.00013;99216;12;66.64
10;Mannen;10;0.00015;99204;14;65.64
11;Mannen;11;0.00011;99190;11;64.65
12;Mannen;12;0.00019;99179;19;63.66
13;Mannen;13;0.00019;99160;18;62.67
14;Mannen;14;0.00024;99141;24;61.69
15;Mannen;15;0.00027;99117;27;60.7
16;Mannen;16;0.00046;99090;46;59.72
17;Mannen;17;0.00049;99045;48;58.74
18;Mannen;18;0.00056;98996;55;57.77
19;Mannen;19;0.00064;98941;64;56.8
20;Mannen;20;0.00068;98878;68;55.84
21;Mannen;21;0.00065;98810;64;54.88
22;Mannen;22;0.00066;98746;66;53.91
23;Mannen;23;0.00069;98681;68;52.95
24;Mannen;24;0.00069;98612;68;51.99
25;Mannen;25;0.00073;98544;72;51.02
26;Mannen;26;0.0007;98472;69;50.06
27;Mannen;27;0.00068;98404;67;49.09
28;Mannen;28;0.00068;98336;67;48.13
29;Mannen;29;0.00067;98270;66;47.16
30;Mannen;30;0.00072;98204;70;46.19
31;Mannen;31;0.00077;98134;75;45.22
32;Mannen;32;0.00083;98058;81;44.26
33;Mannen;33;0.00085;97977;84;43.29
34;Mannen;34;0.00087;97893;86;42.33
35;Mannen;35;0.00091;97808;89;41.37
36;Mannen;36;0.00099;97718;96;40.4
37;Mannen;37;0.0011;97622;108;39.44
38;Mannen;38;0.00125;97514;122;38.49
39;Mannen;39;0.0013;97392;127;37.53
40;Mannen;40;0.00144;97266;140;36.58
41;Mannen;41;0.00158;97126;154;35.63
42;Mannen;42;0.00182;96972;177;34.69
43;Mannen;43;0.00198;96795;192;33.75
44;Mannen;44;0.00225;96603;217;32.82
45;Mannen;45;0.00229;96386;221;31.89
46;Mannen;46;0.00259;96165;249;30.96
47;Mannen;47;0.00307;95916;295;30.04
48;Mannen;48;0.00318;95621;304;29.13
49;Mannen;49;0.00362;95318;345;28.22
50;Mannen;50;0.00383;94972;363;27.32
51;Mannen;51;0.00436;94609;412;26.43
52;Mannen;52;0.00491;94197;463;25.54
53;Mannen;53;0.00529;93734;495;24.66
54;Mannen;54;0.00598;93239;557;23.79
55;Mannen;55;0.00658;92681;609;22.93
56;Mannen;56;0.00726;92072;668;22.08
57;Mannen;57;0.00799;91404;730;21.24
58;Mannen;58;0.00899;90674;815;20.41
59;Mannen;59;0.00971;89859;873;19.59
60;Mannen;60;0.01133;88986;1009;18.77
61;Mannen;61;0.01273;87977;1120;17.98
62;Mannen;62;0.01407;86857;1222;17.21
63;Mannen;63;0.01575;85635;1349;16.45
64;Mannen;64;0.018;84286;1517;15.7
65;Mannen;65;0.01994;82769;1651;14.98
66;Mannen;66;0.02248;81118;1824;14.28
67;Mannen;67;0.0247;79295;1959;13.59
68;Mannen;68;0.02711;77336;2097;12.92
69;Mannen;69;0.02999;75239;2257;12.27
70;Mannen;70;0.03287;72983;2399;11.63
71;Mannen;71;0.03724;70584;2629;11.01
72;Mannen;72;0.04124;67955;2802;10.42
73;Mannen;73;0.04559;65153;2970;9.85
74;Mannen;74;0.05116;62183;3181;9.29
75;Mannen;75;0.05587;59002;3297;8.77
76;Mannen;76;0.06089;55705;3392;8.26
77;Mannen;77;0.06838;52313;3577;7.76
78;Mannen;78;0.07535;48736;3672;7.29
79;Mannen;79;0.08361;45063;3768;6.84
80;Mannen;80;0.09161;41296;3783;6.42
81;Mannen;81;0.10083;37513;3782;6.02
82;Mannen;82;0.11103;33730;3745;5.64
83;Mannen;83;0.1229;29985;3685;5.28
84;Mannen;84;0.13288;26300;3495;4.95
85;Mannen;85;0.14262;22805;3252;4.63
86;Mannen;86;0.15806;19553;3090;4.32
87;Mannen;87;0.17019;16462;2802;4.04
88;Mannen;88;0.18891;13661;2581;3.77
89;Mannen;89;0.20525;11080;2274;3.53
90;Mannen;90;0.2198;8806;1935;3.31
91;Mannen;91;0.23874;6870;1640;3.1
92;Mannen;92;0.25465;5230;1332;2.92
93;Mannen;93;0.26646;3898;1039;2.74
94;Mannen;94;0.28592;2860;818;2.55
95;Mannen;95;0.30481;2042;622;2.38
96;Mannen;96;0.33131;1420;470;2.2
97;Mannen;97;0.36491;949;346;2.04
98;Mannen;98;0.36816;603;222;1.93
99;Mannen;99;0.38595;381;147;1.76
100;Mannen;100 jaar;0.45725;234;107;1.55
101;Mannen;101 jaar;0.51049;127;65;1.43
102;Mannen;102 jaar;0.575;62;36;1.4
103;Mannen;103 jaar;0.51351;26;14;1.62
104;Mannen;104 jaar;0.42222;13;5;1.8
105;Mannen;105 jaar;0.46429;7;3;1.76
106;Vrouwen;0;0.00469;100000;469;80.47
107;Vrouwen;1;0.00042;99531;42;79.86
108;Vrouwen;2;0.00027;99490;26;78.89
109;Vrouwen;3;0.00019;99463;19;77.91
110;Vrouwen;4;0.00016;99444;15;76.92
111;Vrouwen;5;0.00013;99429;13;75.94
112;Vrouwen;6;0.00011;99416;11;74.95
113;Vrouwen;7;0.0001;99406;10;73.95
114;Vrouwen;8;0.0001;99395;10;72.96
115;Vrouwen;9;0.0001;99385;10;71.97
116;Vrouwen;10;9e-05;99376;9;70.98
117;Vrouwen;11;9e-05;99367;9;69.98
118;Vrouwen;12;0.00014;99357;14;68.99
119;Vrouwen;13;0.00018;99343;18;68.0
120;Vrouwen;14;0.00016;99325;16;67.01
121;Vrouwen;15;0.00021;99309;21;66.02
122;Vrouwen;16;0.00023;99289;23;65.03
123;Vrouwen;17;0.00023;99266;23;64.05
124;Vrouwen;18;0.00024;99243;24;63.06
125;Vrouwen;19;0.00025;99219;25;62.08
126;Vrouwen;20;0.00028;99193;28;61.09
127;Vrouwen;21;0.00028;99166;28;60.11
128;Vrouwen;22;0.00031;99137;30;59.13
129;Vrouwen;23;0.00027;99107;26;58.15
130;Vrouwen;24;0.00029;99081;28;57.16
131;Vrouwen;25;0.00033;99052;32;56.18
132;Vrouwen;26;0.00033;99020;33;55.2
133;Vrouwen;27;0.00038;98987;37;54.21
134;Vrouwen;28;0.00034;98950;34;53.23
135;Vrouwen;29;0.00041;98916;41;52.25
136;Vrouwen;30;0.00041;98876;41;51.27
137;Vrouwen;31;0.00044;98835;44;50.29
138;Vrouwen;32;0.00042;98792;41;49.32
139;Vrouwen;33;0.00054;98750;53;48.34
140;Vrouwen;34;0.00062;98697;61;47.36
141;Vrouwen;35;0.00062;98636;61;46.39
142;Vrouwen;36;0.00075;98575;74;45.42
143;Vrouwen;37;0.00075;98502;74;44.45
144;Vrouwen;38;0.00094;98427;92;43.49
145;Vrouwen;39;0.00095;98335;94;42.53
146;Vrouwen;40;0.00116;98241;114;41.57
147;Vrouwen;41;0.00125;98128;123;40.62
148;Vrouwen;42;0.00139;98005;137;39.67
149;Vrouwen;43;0.00145;97868;142;38.72
150;Vrouwen;44;0.00162;97726;158;37.78
151;Vrouwen;45;0.0018;97568;176;36.84
152;Vrouwen;46;0.00195;97392;190;35.9
153;Vrouwen;47;0.00218;97202;212;34.97
154;Vrouwen;48;0.0023;96990;223;34.05
155;Vrouwen;49;0.00254;96767;246;33.12
156;Vrouwen;50;0.00271;96521;262;32.21
157;Vrouwen;51;0.003;96259;289;31.29
158;Vrouwen;52;0.00346;95971;332;30.39
159;Vrouwen;53;0.00345;95638;330;29.49
160;Vrouwen;54;0.00372;95308;354;28.59
161;Vrouwen;55;0.00407;94954;386;27.69
162;Vrouwen;56;0.00432;94567;409;26.81
