ID;Landen;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;Onbekend_4;AlleLeeftijden_5;JongerDan15Jaar_6;k_15Tot17Jaar_7;k_18JaarOfOuder_8
44;Totaal landen;2006;14470.0;8970.0;5480.0;20.0;14470.0;3600.0;920.0;9940.0
45;Totaal landen;2007 1e kwartaal;2530.0;1590.0;940.0;0.0;2530.0;550.0;150.0;1840.0
46;Totaal landen;2007 2e kwartaal;2140.0;1390.0;750.0;0.0;2140.0;420.0;140.0;1580.0
47;Totaal landen;2007 3e kwartaal;2470.0;1620.0;850.0;0.0;2470.0;420.0;150.0;1910.0
48;Totaal landen;2007 4e kwartaal;2590.0;1760.0;830.0;;2590.0;420.0;190.0;1980.0
49;Totaal landen;2007;9730.0;6360.0;3370.0;10.0;9730.0;1800.0;620.0;7310.0
50;Afrika totaal;1998 1e kwartaal;1830.0;1260.0;570.0;;1830.0;320.0;410.0;1100.0
51;Afrika totaal;1998 2e kwartaal;2100.0;1430.0;660.0;0.0;2100.0;360.0;500.0;1240.0
52;Afrika totaal;1998 3e kwartaal;2910.0;1970.0;930.0;10.0;2910.0;560.0;730.0;1620.0
53;Afrika totaal;1998 4e kwartaal;3080.0;2100.0;980.0;10.0;3080.0;580.0;760.0;1740.0
54;Afrika totaal;1998;9920.0;6760.0;3140.0;20.0;9920.0;1820.0;2400.0;5710.0
55;Afrika totaal;1999 1e kwartaal;2710.0;1860.0;850.0;10.0;2710.0;600.0;610.0;1510.0
56;Afrika totaal;1999 2e kwartaal;2620.0;1810.0;790.0;20.0;2620.0;540.0;610.0;1480.0
57;Afrika totaal;1999 3e kwartaal;2780.0;1930.0;840.0;10.0;2780.0;650.0;690.0;1440.0
58;Afrika totaal;1999 4e kwartaal;3600.0;2460.0;1120.0;20.0;3600.0;680.0;990.0;1930.0
59;Afrika totaal;1999;11710.0;8060.0;3610.0;50.0;11710.0;2470.0;2890.0;6350.0
60;Afrika totaal;2000 1e kwartaal;3560.0;2540.0;980.0;30.0;3560.0;630.0;1040.0;1880.0
61;Afrika totaal;2000 2e kwartaal;2810.0;1930.0;840.0;40.0;2810.0;520.0;770.0;1520.0
62;Afrika totaal;2000 3e kwartaal;3380.0;2310.0;1040.0;30.0;3380.0;630.0;890.0;1870.0
63;Afrika totaal;2000 4e kwartaal;3990.0;2880.0;1080.0;40.0;3990.0;600.0;1160.0;2240.0
64;Afrika totaal;2000;13740.0;9660.0;3930.0;150.0;13740.0;2380.0;3860.0;7510.0
65;Afrika totaal;2001 1e kwartaal;3740.0;2580.0;1070.0;90.0;3740.0;660.0;1040.0;2040.0
66;Afrika totaal;2001 2e kwartaal;3250.0;2310.0;890.0;50.0;3250.0;500.0;910.0;1840.0
67;Afrika totaal;2001 3e kwartaal;3600.0;2530.0;1020.0;50.0;3600.0;710.0;940.0;1950.0
68;Afrika totaal;2001 4e kwartaal;4020.0;2830.0;1130.0;60.0;4020.0;760.0;1080.0;2180.0
69;Afrika totaal;2001;14610.0;10250.0;4120.0;240.0;14610.0;2630.0;3970.0;8010.0
70;Afrika totaal;2002 1e kwartaal;3330.0;2320.0;970.0;50.0;3330.0;640.0;800.0;1890.0
71;Afrika totaal;2002 2e kwartaal;2520.0;1730.0;740.0;50.0;2520.0;440.0;590.0;1480.0
72;Afrika totaal;2002 3e kwartaal;1930.0;1290.0;590.0;50.0;1930.0;320.0;390.0;1220.0
73;Afrika totaal;2002 4e kwartaal;1580.0;1040.0;490.0;50.0;1580.0;210.0;290.0;1090.0
74;Afrika totaal;2002;9360.0;6380.0;2780.0;210.0;9360.0;1600.0;2080.0;5690.0
75;Afrika totaal;2003 1e kwartaal;1270.0;840.0;370.0;60.0;1270.0;180.0;230.0;860.0
76;Afrika totaal;2003 2e kwartaal;1020.0;650.0;330.0;40.0;1020.0;160.0;150.0;710.0
77;Afrika totaal;2003 3e kwartaal;1190.0;790.0;360.0;40.0;1190.0;180.0;170.0;830.0
78;Afrika totaal;2003 4e kwartaal;950.0;610.0;320.0;20.0;950.0;160.0;140.0;660.0
79;Afrika totaal;2003;4430.0;2890.0;1380.0;160.0;4430.0;680.0;680.0;3060.0
80;Afrika totaal;2004 1e kwartaal;930.0;550.0;340.0;40.0;930.0;200.0;120.0;610.0
81;Afrika totaal;2004 2e kwartaal;740.0;440.0;280.0;20.0;740.0;190.0;60.0;490.0
82;Afrika totaal;2004 3e kwartaal;740.0;410.0;330.0;0.0;740.0;200.0;60.0;480.0
83;Afrika totaal;2004 4e kwartaal;870.0;470.0;390.0;10.0;870.0;250.0;100.0;510.0
84;Afrika totaal;2004;3270.0;1870.0;1330.0;70.0;3270.0;840.0;340.0;2090.0
85;Afrika totaal;2005 1e kwartaal;840.0;490.0;340.0;10.0;840.0;250.0;80.0;520.0
86;Afrika totaal;2005 2e kwartaal;800.0;440.0;360.0;0.0;800.0;220.0;70.0;510.0
87;Afrika totaal;2005 3e kwartaal;1170.0;690.0;480.0;0.0;1170.0;310.0;70.0;790.0
88;Afrika totaal;2005 4e kwartaal;1280.0;730.0;550.0;;1280.0;310.0;80.0;900.0
89;Afrika totaal;2005;4090.0;2350.0;1730.0;10.0;4090.0;1100.0;290.0;2710.0
90;Afrika totaal;2006 1e kwartaal;1230.0;720.0;500.0;10.0;1230.0;320.0;60.0;850.0
91;Afrika totaal;2006 2e kwartaal;1270.0;760.0;510.0;0.0;1270.0;310.0;90.0;870.0
92;Afrika totaal;2006 3e kwartaal;1020.0;610.0;410.0;0.0;1020.0;180.0;80.0;760.0
93;Afrika totaal;2006 4e kwartaal;930.0;590.0;340.0;0.0;930.0;180.0;70.0;690.0
94;Afrika totaal;2006;4450.0;2690.0;1750.0;10.0;4450.0;980.0;310.0;3170.0
95;Afrika totaal;2007 1e kwartaal;1090.0;660.0;430.0;0.0;1090.0;180.0;70.0;840.0
96;Afrika totaal;2007 2e kwartaal;950.0;580.0;370.0;0.0;950.0;160.0;70.0;730.0
97;Afrika totaal;2007 3e kwartaal;1040.0;630.0;410.0;0.0;1040.0;180.0;80.0;780.0
98;Afrika totaal;2007 4e kwartaal;930.0;580.0;350.0;;930.0;140.0;80.0;710.0
99;Afrika totaal;2007;4010.0;2450.0;1550.0;0.0;4010.0;650.0;300.0;3050.0
100;Amerika totaal;1998 1e kwartaal;20.0;10.0;0.0;;20.0;;0.0;20.0
101;Amerika totaal;1998 2e kwartaal;30.0;20.0;10.0;;30.0;10.0;;20.0
102;Amerika totaal;1998 3e kwartaal;20.0;10.0;10.0;0.0;20.0;;0.0;20.0
103;Amerika totaal;1998 4e kwartaal;30.0;30.0;10.0;;30.0;0.0;0.0;30.0
104;Amerika totaal;1998;100.0;70.0;30.0;0.0;100.0;10.0;0.0;80.0
105;Amerika totaal;1999 1e kwartaal;30.0;20.0;10.0;0.0;30.0;10.0;0.0;20.0
106;Amerika totaal;1999 2e kwartaal;20.0;20.0;10.0;;20.0;10.0;0.0;20.0
107;Amerika totaal;1999 3e kwartaal;20.0;20.0;10.0;0.0;20.0;0.0;0.0;20.0
108;Amerika totaal;1999 4e kwartaal;40.0;20.0;20.0;;40.0;10.0;;30.0
109;Amerika totaal;1999;110.0;70.0;40.0;0.0;110.0;20.0;10.0;90.0
110;Amerika totaal;2000 1e kwartaal;30.0;20.0;0.0;0.0;30.0;0.0;0.0;20.0
111;Amerika totaal;2000 2e kwartaal;20.0;10.0;10.0;0.0;20.0;0.0;;10.0
112;Amerika totaal;2000 3e kwartaal;10.0;10.0;0.0;0.0;10.0;0.0;;10.0
113;Amerika totaal;2000 4e kwartaal;20.0;20.0;10.0;0.0;20.0;10.0;0.0;20.0
114;Amerika totaal;2000;80.0;50.0;20.0;10.0;80.0;20.0;10.0;60.0
115;Amerika totaal;2001 1e kwartaal;40.0;20.0;10.0;10.0;40.0;10.0;;30.0
116;Amerika totaal;2001 2e kwartaal;30.0;20.0;10.0;0.0;30.0;10.0;;20.0
117;Amerika totaal;2001 3e kwartaal;10.0;10.0;0.0;;10.0;0.0;0.0;10.0
118;Amerika totaal;2001 4e kwartaal;20.0;10.0;0.0;10.0;20.0;0.0;;20.0
119;Amerika totaal;2001;100.0;60.0;20.0;10.0;100.0;20.0;0.0;70.0
120;Amerika totaal;2002 1e kwartaal;20.0;20.0;10.0;0.0;20.0;0.0;0.0;20.0
121;Amerika totaal;2002 2e kwartaal;20.0;10.0;0.0;0.0;20.0;0.0;0.0;10.0
122;Amerika totaal;2002 3e kwartaal;10.0;10.0;0.0;0.0;10.0;0.0;;10.0
123;Amerika totaal;2002 4e kwartaal;20.0;20.0;0.0;0.0;20.0;;;20.0
124;Amerika totaal;2002;70.0;50.0;20.0;10.0;70.0;10.0;0.0;60.0
125;Amerika totaal;2003 1e kwartaal;20.0;10.0;10.0;;20.0;0.0;0.0;20.0
126;Amerika totaal;2003 2e kwartaal;20.0;20.0;0.0;0.0;20.0;0.0;;20.0
127;Amerika totaal;2003 3e kwartaal;20.0;20.0;10.0;;20.0;0.0;;20.0
128;Amerika totaal;2003 4e kwartaal;10.0;10.0;0.0;0.0;10.0;;;10.0
129;Amerika totaal;2003;80.0;50.0;20.0;0.0;80.0;10.0;0.0;70.0
130;Amerika totaal;2004 1e kwartaal;40.0;20.0;20.0;0.0;40.0;10.0;0.0;30.0
131;Amerika totaal;2004 2e kwartaal;110.0;50.0;50.0;0.0;110.0;20.0;0.0;80.0
132;Amerika totaal;2004 3e kwartaal;40.0;30.0;10.0;;40.0;0.0;;30.0
133;Amerika totaal;2004 4e kwartaal;20.0;10.0;10.0;0.0;20.0;0.0;;20.0
134;Amerika totaal;2004;200.0;100.0;90.0;10.0;200.0;40.0;10.0;160.0
135;Amerika totaal;2005 1e kwartaal;30.0;20.0;10.0;;30.0;0.0;0.0;20.0
136;Amerika totaal;2005 2e kwartaal;90.0;50.0;40.0;0.0;90.0;30.0;10.0;60.0
137;Amerika totaal;2005 3e kwartaal;130.0;70.0;60.0;;130.0;40.0;0.0;90.0
138;Amerika totaal;2005 4e kwartaal;120.0;80.0;50.0;;120.0;30.0;0.0;90.0
139;Amerika totaal;2005;380.0;210.0;160.0;0.0;380.0;100.0;10.0;270.0
140;Amerika totaal;2006 1e kwartaal;40.0;30.0;10.0;;40.0;0.0;0.0;40.0
141;Amerika totaal;2006 2e kwartaal;60.0;30.0;30.0;;60.0;20.0;10.0;30.0
142;Amerika totaal;2006 3e kwartaal;30.0;20.0;0.0;;30.0;10.0;0.0;20.0
143;Amerika totaal;2006 4e kwartaal;20.0;20.0;0.0;;20.0;;;20.0
144;Amerika totaal;2006;140.0;90.0;50.0;;140.0;30.0;10.0;100.0
145;Amerika totaal;2007 1e kwartaal;20.0;10.0;10.0;;20.0;10.0;;10.0
146;Amerika totaal;2007 2e kwartaal;20.0;20.0;10.0;;20.0;0.0;0.0;20.0
147;Amerika totaal;2007 3e kwartaal;20.0;10.0;10.0;;20.0;10.0;;10.0
148;Amerika totaal;2007 4e kwartaal;50.0;20.0;30.0;;50.0;0.0;;50.0
149;Amerika totaal;2007;110.0;60.0;50.0;;110.0;20.0;0.0;90.0
150;Azië totaal;1998 1e kwartaal;4710.0;3220.0;1490.0;10.0;4710.0;1230.0;360.0;3130.0
151;Azië totaal;1998 2e kwartaal;4460.0;2950.0;1510.0;10.0;4460.0;1170.0;370.0;2930.0
152;Azië totaal;1998 3e kwartaal;5930.0;3870.0;2060.0;10.0;5930.0;1630.0;480.0;3830.0
153;Azië totaal;1998 4e kwartaal;5720.0;4020.0;1690.0;10.0;5720.0;1310.0;540.0;3870.0
154;Azië totaal;1998;20830.0;14050.0;6740.0;30.0;20830.0;5330.0;1740.0;13760.0
155;Azië totaal;1999 1e kwartaal;3150.0;2060.0;1080.0;10.0;3150.0;840.0;320.0;1990.0
156;Azië totaal;1999 2e kwartaal;2620.0;1680.0;940.0;10.0;2620.0;770.0;320.0;1540.0
157;Azië totaal;1999 3e kwartaal;3290.0;2080.0;1190.0;20.0;3290.0;980.0;400.0;1900.0
158;Azië totaal;1999 4e kwartaal;4540.0;2850.0;1660.0;30.0;4540.0;1330.0;640.0;2580.0
159;Azië totaal;1999;13600.0;8670.0;4860.0;70.0;13600.0;3910.0;1670.0;8020.0
160;Azië totaal;2000 1e kwartaal;3790.0;2390.0;1380.0;30.0;3790.0;1100.0;460.0;2240.0
161;Azië totaal;2000 2e kwartaal;3230.0;1990.0;1210.0;30.0;3230.0;960.0;400.0;1870.0
162;Azië totaal;2000 3e kwartaal;3990.0;2510.0;1440.0;40.0;3990.0;1150.0;490.0;2360.0
163;Azië totaal;2000 4e kwartaal;4410.0;2670.0;1700.0;40.0;4410.0;1190.0;520.0;2700.0
164;Azië totaal;2000;15420.0;9560.0;5730.0;130.0;15420.0;4400.0;1860.0;9160.0
165;Azië totaal;2001 1e kwartaal;3050.0;1910.0;1080.0;60.0;3050.0;770.0;370.0;1910.0
166;Azië totaal;2001 2e kwartaal;2210.0;1440.0;740.0;30.0;2210.0;490.0;230.0;1490.0
167;Azië totaal;2001 3e kwartaal;2070.0;1310.0;720.0;40.0;2070.0;520.0;180.0;1370.0
168;Azië totaal;2001 4e kwartaal;2390.0;1570.0;780.0;40.0;2390.0;510.0;250.0;1640.0
169;Azië totaal;2001;9720.0;6230.0;3320.0;170.0;9720.0;2280.0;1030.0;6410.0
170;Azië totaal;2002 1e kwartaal;1650.0;1140.0;490.0;20.0;1650.0;320.0;240.0;1100.0
171;Azië totaal;2002 2e kwartaal;1240.0;800.0;390.0;50.0;1240.0;220.0;160.0;860.0
172;Azië totaal;2002 3e kwartaal;1130.0;720.0;370.0;40.0;1130.0;240.0;140.0;750.0
173;Azië totaal;2002 4e kwartaal;910.0;590.0;290.0;30.0;910.0;180.0;110.0;620.0
174;Azië totaal;2002;4930.0;3250.0;1540.0;140.0;4930.0;950.0;650.0;3330.0
175;Azië totaal;2003 1e kwartaal;1700.0;1120.0;500.0;70.0;1700.0;370.0;120.0;1200.0
176;Azië totaal;2003 2e kwartaal;2010.0;1480.0;500.0;30.0;2010.0;360.0;130.0;1520.0
177;Azië totaal;2003 3e kwartaal;1120.0;800.0;290.0;30.0;1120.0;190.0;130.0;800.0
178;Azië totaal;2003 4e kwartaal;970.0;690.0;260.0;20.0;970.0;180.0;140.0;660.0
179;Azië totaal;2003;5800.0;4090.0;1550.0;160.0;5800.0;1100.0;520.0;4180.0
180;Azië totaal;2004 1e kwartaal;860.0;560.0;270.0;30.0;860.0;230.0;110.0;520.0
181;Azië totaal;2004 2e kwartaal;590.0;360.0;210.0;20.0;590.0;150.0;50.0;390.0
182;Azië totaal;2004 3e kwartaal;880.0;530.0;350.0;0.0;880.0;240.0;90.0;560.0
183;Azië totaal;2004 4e kwartaal;1050.0;680.0;360.0;10.0;1050.0;240.0;100.0;720.0
184;Azië totaal;2004;3390.0;2130.0;1200.0;60.0;3390.0;850.0;350.0;2190.0
185;Azië totaal;2005 1e kwartaal;1100.0;710.0;380.0;10.0;1100.0;250.0;150.0;700.0
186;Azië totaal;2005 2e kwartaal;950.0;630.0;320.0;0.0;950.0;180.0;120.0;660.0
187;Azië totaal;2005 3e kwartaal;940.0;610.0;330.0;0.0;940.0;190.0;90.0;660.0
188;Azië totaal;2005 4e kwartaal;1620.0;1050.0;570.0;0.0;1620.0;320.0;120.0;1190.0
189;Azië totaal;2005;4610.0;3000.0;1600.0;10.0;4610.0;930.0;470.0;3210.0
190;Azië totaal;2006 1e kwartaal;2600.0;1880.0;720.0;0.0;2600.0;450.0;140.0;2010.0
191;Azië totaal;2006 2e kwartaal;1490.0;900.0;590.0;0.0;1490.0;330.0;120.0;1040.0
192;Azië totaal;2006 3e kwartaal;1120.0;680.0;440.0;;1120.0;220.0;70.0;820.0
193;Azië totaal;2006 4e kwartaal;1060.0;690.0;370.0;;1060.0;220.0;80.0;760.0
194;Azië totaal;2006;6260.0;4150.0;2110.0;0.0;6260.0;1230.0;410.0;4630.0
195;Azië totaal;2007 1e kwartaal;980.0;640.0;340.0;;980.0;180.0;60.0;740.0
196;Azië totaal;2007 2e kwartaal;870.0;610.0;260.0;0.0;870.0;130.0;60.0;680.0
197;Azië totaal;2007 3e kwartaal;1140.0;800.0;340.0;0.0;1140.0;140.0;60.0;940.0
198;Azië totaal;2007 4e kwartaal;1340.0;990.0;350.0;;1340.0;180.0;90.0;1070.0
199;Azië totaal;2007;4320.0;3030.0;1290.0;0.0;4320.0;630.0;260.0;3430.0
200;Europa totaal;1998 1e kwartaal;2180.0;1330.0;850.0;0.0;2180.0;660.0;120.0;1410.0
201;Europa totaal;1998 2e kwartaal;2830.0;1720.0;1100.0;10.0;2830.0;870.0;130.0;1830.0
202;Europa totaal;1998 3e kwartaal;4040.0;2370.0;1670.0;0.0;4040.0;1300.0;210.0;2530.0
203;Europa totaal;1998 4e kwartaal;4500.0;2670.0;1830.0;10.0;4500.0;1290.0;280.0;2940.0
204;Europa totaal;1998;13550.0;8080.0;5450.0;30.0;13550.0;4110.0;740.0;8700.0
205;Europa totaal;1999 1e kwartaal;2770.0;1650.0;1110.0;10.0;2770.0;810.0;150.0;1810.0
206;Europa totaal;1999 2e kwartaal;3150.0;1840.0;1260.0;40.0;3150.0;880.0;160.0;2110.0
207;Europa totaal;1999 3e kwartaal;3810.0;2130.0;1670.0;20.0;3810.0;1150.0;230.0;2440.0
208;Europa totaal;1999 4e kwartaal;3230.0;1950.0;1260.0;20.0;3230.0;860.0;220.0;2150.0
209;Europa totaal;1999;12950.0;7570.0;5290.0;90.0;12950.0;3690.0;760.0;8510.0
210;Europa totaal;2000 1e kwartaal;3810.0;2220.0;1560.0;30.0;3810.0;1170.0;210.0;2430.0
211;Europa totaal;2000 2e kwartaal;3230.0;1890.0;1250.0;90.0;3230.0;990.0;170.0;2070.0
212;Europa totaal;2000 3e kwartaal;3290.0;1870.0;1360.0;60.0;3290.0;1020.0;210.0;2060.0
213;Europa totaal;2000 4e kwartaal;2800.0;1730.0;1040.0;30.0;2800.0;780.0;200.0;1830.0
214;Europa totaal;2000;13140.0;7710.0;5200.0;220.0;13140.0;3960.0;790.0;8380.0
215;Europa totaal;2001 1e kwartaal;2350.0;1440.0;850.0;60.0;2350.0;600.0;130.0;1620.0
216;Europa totaal;2001 2e kwartaal;1840.0;1130.0;680.0;20.0;1840.0;440.0;100.0;1290.0
217;Europa totaal;2001 3e kwartaal;1560.0;970.0;550.0;30.0;1560.0;390.0;130.0;1040.0
218;Europa totaal;2001 4e kwartaal;1290.0;820.0;440.0;40.0;1290.0;310.0;110.0;880.0
219;Europa totaal;2001;7030.0;4360.0;2520.0;150.0;7030.0;1740.0;460.0;4830.0
220;Europa totaal;2002 1e kwartaal;1080.0;660.0;390.0;30.0;1080.0;250.0;90.0;750.0
221;Europa totaal;2002 2e kwartaal;930.0;570.0;340.0;20.0;930.0;220.0;70.0;650.0
222;Europa totaal;2002 3e kwartaal;1030.0;630.0;370.0;30.0;1030.0;270.0;80.0;680.0
223;Europa totaal;2002 4e kwartaal;740.0;460.0;250.0;30.0;740.0;130.0;60.0;550.0
224;Europa totaal;2002;3790.0;2320.0;1350.0;110.0;3790.0;870.0;290.0;2630.0
225;Europa totaal;2003 1e kwartaal;580.0;350.0;200.0;40.0;580.0;130.0;20.0;430.0
226;Europa totaal;2003 2e kwartaal;560.0;340.0;200.0;20.0;560.0;160.0;30.0;370.0
227;Europa totaal;2003 3e kwartaal;660.0;420.0;230.0;10.0;660.0;140.0;60.0;450.0
228;Europa totaal;2003 4e kwartaal;540.0;350.0;170.0;10.0;540.0;130.0;40.0;370.0
229;Europa totaal;2003;2330.0;1450.0;800.0;80.0;2330.0;550.0;150.0;1630.0
230;Europa totaal;2004 1e kwartaal;600.0;360.0;200.0;40.0;600.0;160.0;40.0;400.0
231;Europa totaal;2004 2e kwartaal;390.0;240.0;130.0;20.0;390.0;90.0;20.0;290.0
232;Europa totaal;2004 3e kwartaal;410.0;260.0;150.0;0.0;410.0;100.0;30.0;280.0
233;Europa totaal;2004 4e kwartaal;450.0;270.0;180.0;10.0;450.0;120.0;20.0;310.0
234;Europa totaal;2004;1850.0;1130.0;660.0;70.0;1850.0;470.0;120.0;1270.0
235;Europa totaal;2005 1e kwartaal;410.0;260.0;150.0;0.0;410.0;80.0;20.0;310.0
236;Europa totaal;2005 2e kwartaal;440.0;280.0;160.0;;440.0;90.0;30.0;320.0
237;Europa totaal;2005 3e kwartaal;390.0;230.0;160.0;;390.0;90.0;20.0;280.0
238;Europa totaal;2005 4e kwartaal;670.0;420.0;250.0;0.0;670.0;160.0;40.0;470.0
239;Europa totaal;2005;1910.0;1190.0;710.0;0.0;1910.0;410.0;110.0;1390.0
240;Europa totaal;2006 1e kwartaal;900.0;470.0;430.0;;900.0;230.0;60.0;610.0
241;Europa totaal;2006 2e kwartaal;670.0;390.0;280.0;0.0;670.0;160.0;50.0;470.0
242;Europa totaal;2006 3e kwartaal;510.0;300.0;200.0;;510.0;120.0;40.0;350.0
243;Europa totaal;2006 4e kwartaal;300.0;200.0;100.0;0.0;300.0;50.0;20.0;230.0
244;Europa totaal;2006;2380.0;1360.0;1010.0;0.0;2380.0;560.0;160.0;1660.0
245;Europa totaal;2007 1e kwartaal;270.0;180.0;90.0;0.0;270.0;50.0;10.0;210.0
246;Europa totaal;2007 2e kwartaal;140.0;90.0;50.0;;140.0;20.0;10.0;110.0
247;Europa totaal;2007 3e kwartaal;160.0;110.0;60.0;;160.0;20.0;10.0;140.0
248;Europa totaal;2007 4e kwartaal;160.0;110.0;50.0;;160.0;30.0;10.0;130.0
249;Europa totaal;2007;740.0;490.0;240.0;0.0;740.0;120.0;40.0;580.0
250;Oceanië;1998 1e kwartaal;;;;;;;;
251;Oceanië;1998 2e kwartaal;;;;;;;;
252;Oceanië;1998 3e kwartaal;;;;;;;;
253;Oceanië;1998 4e kwartaal;0.0;0.0;;;0.0;;;0.0
254;Oceanië;1998;0.0;0.0;;;0.0;;;0.0
255;Oceanië;1999 1e kwartaal;;;;;;;;
256;Oceanië;1999 2e kwartaal;;;;;;;;
257;Oceanië;1999 3e kwartaal;;;;;;;;
258;Oceanië;1999 4e kwartaal;;;;;;;;
259;Oceanië;1999;;;;;;;;
260;Oceanië;2000 1e kwartaal;0.0;0.0;;;0.0;;;0.0
261;Oceanië;2000 2e kwartaal;;;;;;;;
262;Oceanië;2000 3e kwartaal;;;;;;;;
263;Oceanië;2000 4e kwartaal;;;;;;;;
264;Oceanië;2000;0.0;0.0;;;0.0;;;0.0
265;Oceanië;2001 1e kwartaal;;;;;;;;
266;Oceanië;2001 2e kwartaal;;;;;;;;
