ID;Persoonskenmerken;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;Zelfstandige_5;PositieInDeWerkkringOnbekend_6;Beroepsniveau1_7;Beroepsniveau2_8;Beroepsniveau3_9;Beroepsniveau4_10;BeroepsniveauOnbekend_11;WerklozeBeroepsbevolking_12;Werkloosheidspercentage_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16
54;Totaal personen;Oost-Nederland (LD);2019;2733.0;1950.0;1888.0;1595.0;294.0;0.0;174.0;818.0;325.0;555.0;17.0;61.0;3.2;783.0;71.3;69.1
55;Totaal personen;Oost-Nederland (LD);2020;2752.0;1969.0;1898.0;1590.0;309.0;0.0;177.0;794.0;330.0;579.0;19.0;70.0;3.6;783.0;71.5;69.0
56;Totaal personen;Oost-Nederland (LD);2021;2759.0;2041.0;1962.0;1668.0;294.0;0.0;160.0;789.0;348.0;645.0;20.0;79.0;3.9;717.0;74.0;71.1
57;Totaal personen;West-Nederland (LD);2003;5641.0;3827.0;3640.0;3183.0;458.0;0.0;277.0;1610.0;677.0;1025.0;51.0;187.0;4.9;1814.0;67.8;64.5
58;Totaal personen;West-Nederland (LD);2004;5669.0;3860.0;3643.0;3161.0;482.0;0.0;269.0;1657.0;665.0;1026.0;26.0;217.0;5.6;1809.0;68.1;64.3
59;Totaal personen;West-Nederland (LD);2005;5690.0;3909.0;3679.0;3182.0;497.0;0.0;273.0;1685.0;656.0;1041.0;23.0;229.0;5.9;1781.0;68.7;64.7
60;Totaal personen;West-Nederland (LD);2006;5709.0;3936.0;3738.0;3225.0;513.0;0.0;295.0;1685.0;652.0;1067.0;39.0;198.0;5.0;1774.0;68.9;65.5
61;Totaal personen;West-Nederland (LD);2007;5732.0;4010.0;3843.0;3304.0;539.0;0.0;307.0;1688.0;676.0;1129.0;43.0;167.0;4.2;1722.0;70.0;67.0
62;Totaal personen;West-Nederland (LD);2008;5764.0;4080.0;3932.0;3369.0;562.0;0.0;303.0;1718.0;696.0;1177.0;38.0;148.0;3.6;1685.0;70.8;68.2
63;Totaal personen;West-Nederland (LD);2009;5806.0;4129.0;3951.0;3370.0;581.0;0.0;292.0;1727.0;702.0;1183.0;46.0;177.0;4.3;1677.0;71.1;68.1
64;Totaal personen;West-Nederland (LD);2010;5826.0;4111.0;3907.0;3317.0;590.0;0.0;279.0;1667.0;701.0;1208.0;52.0;204.0;5.0;1715.0;70.6;67.1
65;Totaal personen;West-Nederland (LD);2011;5857.0;4120.0;3910.0;3312.0;598.0;0.0;274.0;1644.0;719.0;1219.0;52.0;210.0;5.1;1738.0;70.3;66.7
66;Totaal personen;West-Nederland (LD);2012;5911.0;4199.0;3947.0;3334.0;613.0;0.0;297.0;1656.0;715.0;1232.0;48.0;252.0;6.0;1712.0;71.0;66.8
67;Totaal personen;West-Nederland (LD);2013;5967.0;4223.0;3910.0;3271.0;639.0;0.0;311.0;1573.0;665.0;1295.0;67.0;313.0;7.4;1744.0;70.8;65.5
68;Totaal personen;West-Nederland (LD);2014;5992.0;4222.0;3905.0;3233.0;671.0;0.0;307.0;1578.0;650.0;1317.0;53.0;317.0;7.5;1770.0;70.5;65.2
69;Totaal personen;West-Nederland (LD);2015;6012.0;4238.0;3942.0;3259.0;683.0;0.0;321.0;1597.0;644.0;1339.0;41.0;297.0;7.0;1773.0;70.5;65.6
70;Totaal personen;West-Nederland (LD);2016;6063.0;4270.0;4008.0;3314.0;694.0;0.0;317.0;1613.0;672.0;1364.0;42.0;261.0;6.1;1794.0;70.4;66.1
71;Totaal personen;West-Nederland (LD);2017;6119.0;4302.0;4089.0;3391.0;698.0;0.0;336.0;1619.0;676.0;1395.0;63.0;213.0;5.0;1817.0;70.3;66.8
72;Totaal personen;West-Nederland (LD);2018;6162.0;4371.0;4199.0;3473.0;726.0;0.0;342.0;1634.0;717.0;1445.0;60.0;172.0;3.9;1792.0;70.9;68.1
73;Totaal personen;West-Nederland (LD);2019;6208.0;4446.0;4288.0;3553.0;736.0;0.0;346.0;1647.0;763.0;1495.0;38.0;157.0;3.5;1762.0;71.6;69.1
74;Totaal personen;West-Nederland (LD);2020;6255.0;4465.0;4286.0;3524.0;762.0;0.0;328.0;1593.0;752.0;1567.0;46.0;179.0;4.0;1790.0;71.4;68.5
75;Totaal personen;West-Nederland (LD);2021;6310.0;4653.0;4438.0;3720.0;718.0;0.0;327.0;1602.0;796.0;1677.0;35.0;216.0;4.6;1657.0;73.7;70.3
76;Totaal personen;Zuid-Nederland (LD);2003;2679.0;1798.0;1713.0;1495.0;217.0;0.0;156.0;824.0;305.0;401.0;26.0;85.0;4.7;882.0;67.1;63.9
77;Totaal personen;Zuid-Nederland (LD);2004;2679.0;1797.0;1698.0;1481.0;216.0;0.0;154.0;828.0;297.0;401.0;17.0;100.0;5.6;881.0;67.1;63.4
78;Totaal personen;Zuid-Nederland (LD);2005;2681.0;1808.0;1708.0;1481.0;227.0;0.0;168.0;851.0;295.0;379.0;14.0;100.0;5.5;873.0;67.4;63.7
79;Totaal personen;Zuid-Nederland (LD);2006;2682.0;1816.0;1727.0;1498.0;229.0;0.0;172.0;838.0;298.0;393.0;26.0;89.0;4.9;866.0;67.7;64.4
80;Totaal personen;Zuid-Nederland (LD);2007;2683.0;1840.0;1765.0;1529.0;236.0;0.0;171.0;853.0;312.0;402.0;27.0;75.0;4.1;843.0;68.6;65.8
81;Totaal personen;Zuid-Nederland (LD);2008;2690.0;1874.0;1808.0;1557.0;251.0;0.0;169.0;867.0;323.0;425.0;24.0;67.0;3.6;815.0;69.7;67.2
82;Totaal personen;Zuid-Nederland (LD);2009;2693.0;1882.0;1800.0;1543.0;256.0;0.0;159.0;861.0;321.0;431.0;28.0;83.0;4.4;811.0;69.9;66.8
83;Totaal personen;Zuid-Nederland (LD);2010;2699.0;1875.0;1783.0;1515.0;267.0;0.0;168.0;832.0;316.0;444.0;24.0;93.0;4.9;823.0;69.5;66.1
84;Totaal personen;Zuid-Nederland (LD);2011;2700.0;1872.0;1784.0;1519.0;265.0;0.0;164.0;829.0;321.0;446.0;24.0;88.0;4.7;829.0;69.3;66.1
85;Totaal personen;Zuid-Nederland (LD);2012;2714.0;1897.0;1794.0;1528.0;266.0;0.0;167.0;828.0;321.0;458.0;20.0;103.0;5.4;817.0;69.9;66.1
86;Totaal personen;Zuid-Nederland (LD);2013;2730.0;1909.0;1778.0;1506.0;272.0;0.0;172.0;810.0;299.0;470.0;27.0;131.0;6.8;822.0;69.9;65.1
87;Totaal personen;Zuid-Nederland (LD);2014;2732.0;1897.0;1762.0;1492.0;270.0;0.0;176.0;806.0;285.0;472.0;23.0;135.0;7.1;834.0;69.5;64.5
88;Totaal personen;Zuid-Nederland (LD);2015;2730.0;1904.0;1779.0;1500.0;279.0;0.0;169.0;820.0;286.0;486.0;18.0;125.0;6.6;826.0;69.8;65.2
89;Totaal personen;Zuid-Nederland (LD);2016;2742.0;1908.0;1803.0;1522.0;281.0;0.0;173.0;815.0;290.0;507.0;17.0;105.0;5.5;834.0;69.6;65.7
90;Totaal personen;Zuid-Nederland (LD);2017;2758.0;1921.0;1835.0;1541.0;294.0;0.0;180.0;831.0;295.0;504.0;25.0;86.0;4.5;837.0;69.7;66.5
91;Totaal personen;Zuid-Nederland (LD);2018;2766.0;1937.0;1870.0;1576.0;294.0;0.0;181.0;843.0;307.0;516.0;23.0;67.0;3.5;829.0;70.0;67.6
92;Totaal personen;Zuid-Nederland (LD);2019;2777.0;1973.0;1910.0;1608.0;302.0;0.0;179.0;852.0;315.0;552.0;12.0;63.0;3.2;804.0;71.1;68.8
93;Totaal personen;Zuid-Nederland (LD);2020;2787.0;1976.0;1905.0;1596.0;309.0;0.0;174.0;811.0;331.0;567.0;21.0;71.0;3.6;811.0;70.9;68.4
94;Totaal personen;Zuid-Nederland (LD);2021;2785.0;2037.0;1963.0;1670.0;294.0;0.0;176.0;794.0;354.0;617.0;24.0;73.0;3.6;748.0;73.1;70.5
95;Totaal personen;Groningen (PV);2003;435.0;285.0;268.0;232.0;35.0;0.0;28.0;125.0;47.0;63.0;6.0;17.0;6.0;150.0;65.4;61.5
96;Totaal personen;Groningen (PV);2004;436.0;286.0;266.0;229.0;37.0;0.0;24.0;128.0;46.0;65.0;4.0;20.0;7.1;149.0;65.7;61.1
97;Totaal personen;Groningen (PV);2005;436.0;288.0;266.0;229.0;37.0;0.0;25.0;130.0;44.0;66.0;2.0;22.0;7.7;148.0;66.1;61.0
98;Totaal personen;Groningen (PV);2006;436.0;285.0;268.0;230.0;37.0;0.0;25.0;130.0;44.0;65.0;3.0;18.0;6.3;151.0;65.5;61.4
99;Totaal personen;Groningen (PV);2007;437.0;294.0;278.0;239.0;39.0;0.0;27.0;132.0;47.0;68.0;4.0;16.0;5.5;143.0;67.3;63.6
100;Totaal personen;Groningen (PV);2008;438.0;298.0;284.0;244.0;41.0;0.0;26.0;134.0;49.0;71.0;4.0;13.0;4.5;140.0;68.0;64.9
101;Totaal personen;Groningen (PV);2009;438.0;297.0;281.0;242.0;39.0;0.0;25.0;131.0;49.0;72.0;3.0;16.0;5.5;141.0;67.8;64.1
102;Totaal personen;Groningen (PV);2010;441.0;302.0;284.0;241.0;44.0;0.0;24.0;122.0;50.0;84.0;4.0;18.0;5.8;139.0;68.5;64.5
103;Totaal personen;Groningen (PV);2011;442.0;302.0;284.0;242.0;42.0;0.0;24.0;127.0;50.0;79.0;5.0;18.0;6.0;140.0;68.4;64.3
104;Totaal personen;Groningen (PV);2012;445.0;302.0;281.0;238.0;43.0;0.0;25.0;127.0;50.0;76.0;4.0;20.0;6.8;143.0;67.8;63.2
105;Totaal personen;Groningen (PV);2013;448.0;306.0;281.0;238.0;43.0;0.0;26.0;129.0;46.0;77.0;3.0;25.0;8.1;142.0;68.2;62.7
106;Totaal personen;Groningen (PV);2014;448.0;300.0;275.0;231.0;44.0;0.0;25.0;126.0;45.0;75.0;4.0;25.0;8.5;147.0;67.1;61.4
107;Totaal personen;Groningen (PV);2015;448.0;305.0;279.0;235.0;44.0;0.0;27.0;126.0;44.0;78.0;4.0;26.0;8.5;143.0;68.1;62.4
108;Totaal personen;Groningen (PV);2016;448.0;304.0;281.0;234.0;47.0;0.0;27.0;124.0;46.0;80.0;4.0;23.0;7.4;145.0;67.7;62.7
109;Totaal personen;Groningen (PV);2017;450.0;305.0;286.0;240.0;47.0;0.0;27.0;123.0;48.0;81.0;7.0;19.0;6.2;145.0;67.8;63.6
110;Totaal personen;Groningen (PV);2018;450.0;304.0;288.0;241.0;48.0;0.0;26.0;124.0;49.0;85.0;4.0;16.0;5.1;145.0;67.6;64.2
111;Totaal personen;Groningen (PV);2019;450.0;307.0;293.0;246.0;47.0;0.0;26.0;128.0;51.0;84.0;4.0;14.0;4.4;143.0;68.1;65.1
112;Totaal personen;Groningen (PV);2020;451.0;307.0;293.0;241.0;51.0;0.0;24.0;123.0;51.0;91.0;4.0;14.0;4.5;144.0;68.0;64.9
113;Totaal personen;Groningen (PV);2021;449.0;322.0;307.0;260.0;46.0;0.0;27.0;120.0;56.0;99.0;4.0;16.0;4.9;126.0;71.8;68.3
114;Totaal personen;Fryslân (PV);2003;474.0;312.0;296.0;252.0;44.0;0.0;26.0;155.0;52.0;59.0;4.0;16.0;5.2;161.0;65.9;62.5
115;Totaal personen;Fryslân (PV);2004;475.0;314.0;295.0;249.0;46.0;0.0;23.0;159.0;51.0;59.0;3.0;19.0;6.2;160.0;66.2;62.1
116;Totaal personen;Fryslân (PV);2005;475.0;319.0;299.0;251.0;48.0;0.0;26.0;162.0;50.0;58.0;2.0;19.0;6.1;156.0;67.1;63.0
117;Totaal personen;Fryslân (PV);2006;474.0;318.0;301.0;251.0;50.0;0.0;25.0;163.0;50.0;60.0;3.0;17.0;5.2;156.0;67.0;63.5
118;Totaal personen;Fryslân (PV);2007;475.0;325.0;311.0;258.0;53.0;0.0;27.0;170.0;51.0;62.0;2.0;14.0;4.2;150.0;68.4;65.5
119;Totaal personen;Fryslân (PV);2008;477.0;331.0;319.0;266.0;52.0;0.0;27.0;172.0;53.0;64.0;2.0;12.0;3.8;146.0;69.5;66.8
120;Totaal personen;Fryslân (PV);2009;477.0;333.0;318.0;263.0;55.0;0.0;27.0;167.0;54.0;67.0;3.0;15.0;4.5;144.0;69.8;66.7
121;Totaal personen;Fryslân (PV);2010;479.0;330.0;313.0;258.0;54.0;0.0;29.0;156.0;53.0;71.0;4.0;17.0;5.2;149.0;68.9;65.3
122;Totaal personen;Fryslân (PV);2011;478.0;329.0;312.0;259.0;52.0;0.0;30.0;152.0;55.0;72.0;3.0;17.0;5.2;149.0;68.8;65.2
123;Totaal personen;Fryslân (PV);2012;479.0;333.0;312.0;257.0;54.0;0.0;29.0;152.0;56.0;69.0;6.0;21.0;6.3;146.0;69.4;65.0
124;Totaal personen;Fryslân (PV);2013;481.0;335.0;309.0;253.0;56.0;0.0;28.0;151.0;53.0;71.0;6.0;26.0;7.9;145.0;69.8;64.3
125;Totaal personen;Fryslân (PV);2014;480.0;333.0;307.0;250.0;56.0;0.0;31.0;150.0;50.0;69.0;6.0;27.0;8.0;147.0;69.4;63.9
126;Totaal personen;Fryslân (PV);2015;479.0;332.0;308.0;250.0;58.0;0.0;31.0;154.0;49.0;68.0;6.0;24.0;7.3;146.0;69.4;64.3
127;Totaal personen;Fryslân (PV);2016;480.0;333.0;312.0;254.0;57.0;0.0;32.0;152.0;51.0;70.0;5.0;21.0;6.3;147.0;69.3;64.9
128;Totaal personen;Fryslân (PV);2017;482.0;332.0;315.0;260.0;55.0;0.0;32.0;154.0;52.0;70.0;7.0;17.0;5.2;149.0;69.0;65.4
129;Totaal personen;Fryslân (PV);2018;482.0;336.0;323.0;263.0;59.0;0.0;31.0;156.0;53.0;79.0;4.0;14.0;4.2;145.0;69.9;67.0
130;Totaal personen;Fryslân (PV);2019;483.0;340.0;329.0;270.0;59.0;0.0;33.0;158.0;56.0;78.0;3.0;12.0;3.4;142.0;70.6;68.2
131;Totaal personen;Fryslân (PV);2020;484.0;339.0;326.0;267.0;59.0;0.0;33.0;153.0;58.0;76.0;6.0;13.0;3.8;144.0;70.2;67.5
132;Totaal personen;Fryslân (PV);2021;481.0;350.0;336.0;280.0;55.0;0.0;33.0;141.0;66.0;87.0;9.0;14.0;4.1;131.0;72.8;69.8
133;Totaal personen;Drenthe (PV);2003;355.0;234.0;223.0;190.0;33.0;0.0;22.0;113.0;40.0;45.0;3.0;12.0;5.0;121.0;65.9;62.6
134;Totaal personen;Drenthe (PV);2004;355.0;236.0;221.0;189.0;32.0;0.0;22.0;113.0;38.0;47.0;1.0;15.0;6.3;119.0;66.4;62.2
135;Totaal personen;Drenthe (PV);2005;356.0;236.0;220.0;188.0;32.0;0.0;23.0;110.0;38.0;47.0;2.0;16.0;6.8;120.0;66.4;61.9
136;Totaal personen;Drenthe (PV);2006;357.0;238.0;225.0;191.0;34.0;0.0;22.0;114.0;38.0;47.0;3.0;13.0;5.5;119.0;66.6;62.9
137;Totaal personen;Drenthe (PV);2007;358.0;242.0;231.0;198.0;34.0;0.0;23.0;114.0;41.0;50.0;5.0;11.0;4.5;116.0;67.6;64.6
138;Totaal personen;Drenthe (PV);2008;360.0;248.0;238.0;202.0;36.0;0.0;22.0;118.0;43.0;49.0;6.0;10.0;3.9;112.0;68.8;66.1
139;Totaal personen;Drenthe (PV);2009;360.0;249.0;237.0;199.0;38.0;0.0;22.0;115.0;42.0;53.0;5.0;12.0;4.8;111.0;69.1;65.8
140;Totaal personen;Drenthe (PV);2010;361.0;246.0;234.0;200.0;34.0;0.0;21.0;113.0;42.0;53.0;5.0;13.0;5.2;115.0;68.2;64.7
141;Totaal personen;Drenthe (PV);2011;360.0;244.0;231.0;198.0;33.0;0.0;22.0;107.0;42.0;54.0;5.0;12.0;5.1;117.0;67.6;64.1
142;Totaal personen;Drenthe (PV);2012;361.0;249.0;234.0;199.0;35.0;0.0;23.0;113.0;42.0;51.0;5.0;15.0;6.1;112.0;69.0;64.8
143;Totaal personen;Drenthe (PV);2013;362.0;249.0;231.0;193.0;38.0;0.0;25.0;105.0;41.0;54.0;7.0;18.0;7.2;113.0;68.8;63.9
144;Totaal personen;Drenthe (PV);2014;361.0;248.0;230.0;193.0;37.0;0.0;24.0;102.0;40.0;57.0;7.0;18.0;7.3;113.0;68.7;63.7
145;Totaal personen;Drenthe (PV);2015;360.0;248.0;231.0;191.0;40.0;0.0;22.0;109.0;39.0;55.0;7.0;17.0;7.0;112.0;68.9;64.1
146;Totaal personen;Drenthe (PV);2016;361.0;245.0;230.0;190.0;40.0;0.0;22.0;106.0;40.0;56.0;6.0;15.0;6.1;116.0;67.9;63.7
147;Totaal personen;Drenthe (PV);2017;363.0;249.0;237.0;195.0;42.0;0.0;23.0;109.0;41.0;55.0;9.0;12.0;4.9;114.0;68.6;65.2
148;Totaal personen;Drenthe (PV);2018;364.0;249.0;239.0;200.0;39.0;0.0;22.0;109.0;43.0;59.0;7.0;10.0;3.9;115.0;68.3;65.7
149;Totaal personen;Drenthe (PV);2019;365.0;251.0;244.0;205.0;39.0;0.0;23.0;110.0;43.0;63.0;4.0;7.0;2.9;114.0;68.8;66.8
150;Totaal personen;Drenthe (PV);2020;366.0;252.0;243.0;203.0;40.0;0.0;24.0;106.0;44.0;64.0;6.0;9.0;3.7;114.0;69.0;66.4
