ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
178;A Landbouw, bosbouw en visserij;2012 3e kwartaal;87.6;102.5;89.1;102.4;6.6;7.3;20.6;21.5;14.6;14.1;31.9;30.1
179;A Landbouw, bosbouw en visserij;2012 4e kwartaal;93.9;102.6;92.9;103.8;7.5;7.3;21.6;22.1;15.4;14.1;32.0;30.4
180;A Landbouw, bosbouw en visserij;2013 1e kwartaal;90.0;103.8;86.2;106.9;7.3;7.5;20.6;21.9;15.7;14.3;33.0;29.3
181;A Landbouw, bosbouw en visserij;2013 2e kwartaal;137.8;104.8;141.1;101.8;8.3;7.5;25.3;21.6;11.6;14.1;24.7;30.4
182;A Landbouw, bosbouw en visserij;2013 3e kwartaal;91.5;102.8;93.1;104.8;6.8;7.5;20.8;21.9;14.4;14.4;30.8;29.9
183;A Landbouw, bosbouw en visserij;2013 4e kwartaal;96.3;102.3;93.8;104.1;7.6;7.4;21.0;21.4;15.2;14.3;30.9;29.5
184;A Landbouw, bosbouw en visserij;2014 1e kwartaal;83.0;100.3;78.3;98.0;7.4;7.6;20.7;21.9;17.2;15.0;36.4;32.0
185;A Landbouw, bosbouw en visserij;2014 2e kwartaal;134.5;99.5;141.2;102.5;8.3;7.6;25.3;22.0;12.0;15.0;24.7;30.8
186;A Landbouw, bosbouw en visserij;2014 3e kwartaal;88.6;102.8;89.5;101.9;7.0;7.6;20.8;21.8;15.2;14.7;32.1;30.7
187;A Landbouw, bosbouw en visserij;2014 4e kwartaal;98.0;101.8;96.5;105.8;7.9;7.7;22.0;22.4;15.5;15.0;31.4;30.3
188;A Landbouw, bosbouw en visserij;2015 1e kwartaal;86.2;101.7;79.5;98.0;7.4;7.7;21.0;22.2;16.7;14.9;36.4;32.5
189;A Landbouw, bosbouw en visserij;2015 2e kwartaal;137.2;102.5;142.4;101.4;8.6;7.8;26.2;22.5;12.0;14.9;25.4;31.7
190;A Landbouw, bosbouw en visserij;2015 3e kwartaal;86.6;98.4;89.3;102.2;7.1;7.7;21.3;22.3;15.8;15.5;32.9;31.3
191;A Landbouw, bosbouw en visserij;2015 4e kwartaal;90.0;97.5;88.8;98.5;7.9;7.7;21.6;22.2;16.9;15.6;33.5;32.3
192;A Landbouw, bosbouw en visserij;2016 1e kwartaal;84.9;98.1;81.9;100.7;7.5;7.8;21.2;22.3;17.1;15.6;35.6;31.7
193;A Landbouw, bosbouw en visserij;2016 2e kwartaal;129.3;96.0;133.9;97.3;8.5;7.7;24.9;21.9;12.7;15.8;25.6;32.2
194;A Landbouw, bosbouw en visserij;2016 3e kwartaal;84.4;97.9;86.2;96.8;7.2;7.8;21.4;22.5;16.4;15.8;34.3;33.2
195;A Landbouw, bosbouw en visserij;2016 4e kwartaal;97.1;106.3;94.2;106.6;8.0;7.8;21.8;22.2;15.8;14.5;31.9;29.8
196;A Landbouw, bosbouw en visserij;2017 1e kwartaal;89.1;101.5;84.5;103.4;7.7;7.9;20.7;22.2;16.6;15.4;33.7;30.8
197;A Landbouw, bosbouw en visserij;2017 2e kwartaal;133.1;101.9;136.8;101.2;8.7;7.9;25.2;22.1;12.6;15.3;25.4;31.2
198;A Landbouw, bosbouw en visserij;2017 3e kwartaal;90.4;103.6;90.5;103.3;7.3;8.0;21.5;22.1;15.7;15.2;32.7;30.7
199;A Landbouw, bosbouw en visserij;2017 4e kwartaal;95.3;103.2;93.4;101.3;8.3;8.1;22.5;22.6;16.7;15.6;33.2;31.9
200;A Landbouw, bosbouw en visserij;2018 1e kwartaal;94.8;106.1;86.3;104.7;8.0;8.3;21.4;22.8;16.3;15.4;34.2;31.3
201;A Landbouw, bosbouw en visserij;2018 2e kwartaal;139.5;107.7;142.0;105.7;9.2;8.4;26.1;22.9;12.7;15.3;25.3;31.1
202;A Landbouw, bosbouw en visserij;2018 3e kwartaal;95.8;109.8;94.8;107.5;7.7;8.4;22.1;22.8;15.5;15.0;32.1;30.3
203;A Landbouw, bosbouw en visserij;2018 4e kwartaal;102.9;111.4;100.0;110.7;8.5;8.3;22.5;22.7;15.9;14.8;31.0;29.4
204;A Landbouw, bosbouw en visserij;2019 1e kwartaal;98.7;110.9;91.7;109.1;8.3;8.5;22.1;23.2;16.2;15.1;33.2;30.5
205;A Landbouw, bosbouw en visserij;2019 2e kwartaal;141.1;110.8;143.7;111.2;9.5;8.6;26.3;23.5;12.9;15.3;25.3;30.3
206;A Landbouw, bosbouw en visserij;2019 3e kwartaal;96.6;112.2;93.9;107.4;8.0;8.7;22.3;23.1;16.0;15.3;32.8;30.8
207;A Landbouw, bosbouw en visserij;2019 4e kwartaal;106.7;113.2;103.2;111.8;8.9;8.7;23.3;23.6;16.0;15.2;31.2;30.3
208;A Landbouw, bosbouw en visserij;2020 1e kwartaal;103.7;113.8;95.8;114.0;8.6;8.8;23.5;25.1;15.9;15.3;33.8;31.5
209;A Landbouw, bosbouw en visserij;2020 2e kwartaal;136.9;110.9;132.9;101.0;9.4;8.5;25.3;22.1;13.2;15.1;26.2;31.3
210;A Landbouw, bosbouw en visserij;2020 3e kwartaal;97.2;113.9;96.7;111.7;8.0;8.7;23.6;24.0;15.9;15.0;33.6;30.8
211;A Landbouw, bosbouw en visserij;2020 4e kwartaal;102.9;110.7;96.1;104.5;8.7;8.6;22.3;23.1;16.3;15.3;32.1;31.7
212;A Landbouw, bosbouw en visserij;2021 1e kwartaal;105.0;115.2;98.5;110.8;8.5;8.8;22.3;23.7;15.6;15.0;31.3;30.6
213;A Landbouw, bosbouw en visserij;2021 2e kwartaal;146.1;112.8;145.1;112.8;9.7;8.8;26.9;23.9;12.9;15.5;25.6;30.3
214;A Landbouw, bosbouw en visserij;2021 3e kwartaal;95.6;113.9;93.6;109.1;8.3;9.0;24.6;24.9;16.8;15.6;36.3;32.7
215;A Landbouw, bosbouw en visserij;2021 4e kwartaal;107.1;115.5;95.3;107.4;9.1;9.1;23.6;24.9;16.5;15.5;34.2;33.2
216;A Landbouw, bosbouw en visserij;2022 1e kwartaal;115.1;120.9;104.5;117.8;9.0;9.3;23.3;25.0;15.2;15.2;30.8;30.4
217;A Landbouw, bosbouw en visserij;2022 2e kwartaal;156.1;121.7;148.6;115.3;10.4;9.4;29.1;25.7;12.9;15.3;27.0;32.0
218;A Landbouw, bosbouw en visserij;2022 3e kwartaal;103.7;124.1;102.5;119.1;8.8;9.6;25.4;25.6;16.4;15.2;34.1;30.7
219;A Landbouw, bosbouw en visserij;2022 4e kwartaal;125.2;132.3;117.5;131.6;9.9;9.8;25.4;26.2;15.2;14.6;29.8;28.5
220;A Landbouw, bosbouw en visserij;2023 1e kwartaal;125.7;135.2;114.2;127.7;10.0;10.2;25.2;27.4;15.3;15.0;30.4;30.7
221;A Landbouw, bosbouw en visserij;2023 2e kwartaal;178.5;142.3;170.1;134.7;11.4;10.4;31.3;27.6;12.4;14.4;25.4;29.4
222;A Landbouw, bosbouw en visserij;2023 3e kwartaal;118.8;142.9;118.5;138.1;9.7;10.6;28.1;28.0;15.8;14.6;32.8;29.0
223;A Landbouw, bosbouw en visserij;2023 4e kwartaal;138.4;142.5;128.3;139.2;10.6;10.6;27.8;28.3;14.9;14.6;29.8;29.1
224;B-E Nijverheid (geen bouw) en energie;1996 1e kwartaal;74.8;86.5;74.5;86.6;7.8;8.3;18.0;19.7;22.6;20.6;51.1;48.1
225;B-E Nijverheid (geen bouw) en energie;1996 2e kwartaal;106.8;87.7;107.5;87.8;9.4;8.2;23.8;19.8;18.9;20.2;46.9;47.7
226;B-E Nijverheid (geen bouw) en energie;1996 3e kwartaal;87.7;87.0;87.8;87.2;7.6;8.2;20.4;19.7;18.8;20.4;49.1;47.9
227;B-E Nijverheid (geen bouw) en energie;1996 4e kwartaal;81.5;87.2;81.5;87.4;8.1;8.2;17.7;19.7;21.4;20.4;46.1;47.6
228;B-E Nijverheid (geen bouw) en energie;1997 1e kwartaal;78.8;88.7;78.6;88.8;7.9;8.3;18.7;19.9;21.6;20.1;50.2;47.5
229;B-E Nijverheid (geen bouw) en energie;1997 2e kwartaal;107.8;88.9;108.3;89.0;9.5;8.3;23.6;19.9;19.0;20.2;46.1;47.4
230;B-E Nijverheid (geen bouw) en energie;1997 3e kwartaal;88.8;88.5;88.9;88.7;7.8;8.4;21.0;20.3;18.9;20.4;49.9;48.3
231;B-E Nijverheid (geen bouw) en energie;1997 4e kwartaal;82.6;88.2;82.5;88.3;8.3;8.4;18.4;20.3;21.6;20.6;47.1;48.7
232;B-E Nijverheid (geen bouw) en energie;1998 1e kwartaal;78.4;88.2;78.2;88.5;8.1;8.5;18.8;20.4;22.4;20.8;50.9;48.7
233;B-E Nijverheid (geen bouw) en energie;1998 2e kwartaal;106.8;88.0;107.7;88.4;9.7;8.5;24.6;20.5;19.6;20.9;48.2;49.2
234;B-E Nijverheid (geen bouw) en energie;1998 3e kwartaal;89.4;89.5;89.8;89.9;8.0;8.6;21.7;20.9;19.4;20.8;51.2;49.2
235;B-E Nijverheid (geen bouw) en energie;1998 4e kwartaal;83.4;89.8;83.6;90.2;8.5;8.7;19.0;21.2;22.0;20.9;48.0;49.7
236;B-E Nijverheid (geen bouw) en energie;1999 1e kwartaal;80.2;89.9;80.1;90.2;8.4;8.8;19.7;21.3;22.6;21.1;51.9;50.0
237;B-E Nijverheid (geen bouw) en energie;1999 2e kwartaal;108.3;89.7;109.1;90.1;10.1;8.9;25.6;21.5;20.0;21.3;49.6;50.5
238;B-E Nijverheid (geen bouw) en energie;1999 3e kwartaal;89.9;89.7;90.2;90.0;8.3;8.9;22.7;21.7;19.9;21.5;53.2;51.2
239;B-E Nijverheid (geen bouw) en energie;1999 4e kwartaal;82.1;89.2;82.0;89.4;8.8;9.0;19.2;21.7;23.1;21.7;49.6;51.5
240;B-E Nijverheid (geen bouw) en energie;2000 1e kwartaal;81.2;92.7;80.8;93.0;9.0;9.3;20.6;22.8;23.8;21.7;53.9;52.0
241;B-E Nijverheid (geen bouw) en energie;2000 2e kwartaal;108.1;90.9;108.6;90.9;10.5;9.3;26.6;22.4;21.0;22.1;51.8;52.2
242;B-E Nijverheid (geen bouw) en energie;2000 3e kwartaal;91.7;90.2;92.0;90.5;8.7;9.4;24.6;23.2;20.6;22.5;56.5;54.4
243;B-E Nijverheid (geen bouw) en energie;2000 4e kwartaal;84.6;89.2;84.7;89.3;9.2;9.4;21.4;23.2;23.5;22.8;53.3;55.1
244;B-E Nijverheid (geen bouw) en energie;2001 1e kwartaal;80.6;90.0;80.3;90.3;9.1;9.5;21.2;23.3;24.4;22.7;55.9;54.6
245;B-E Nijverheid (geen bouw) en energie;2001 2e kwartaal;105.5;89.4;105.9;89.4;10.7;9.4;27.4;23.1;21.8;22.8;54.7;54.6
246;B-E Nijverheid (geen bouw) en energie;2001 3e kwartaal;91.6;90.9;91.8;91.0;8.9;9.6;24.8;23.5;21.0;22.8;57.2;54.7
247;B-E Nijverheid (geen bouw) en energie;2001 4e kwartaal;85.2;90.4;85.1;90.4;9.4;9.6;21.4;23.6;23.9;23.0;53.2;55.2
248;B-E Nijverheid (geen bouw) en energie;2002 1e kwartaal;84.4;92.9;83.7;92.7;9.4;9.8;22.3;24.2;24.2;22.8;56.4;55.2
249;B-E Nijverheid (geen bouw) en energie;2002 2e kwartaal;109.0;92.4;109.3;92.3;11.2;9.9;29.1;24.4;22.2;23.2;56.2;56.0
250;B-E Nijverheid (geen bouw) en energie;2002 3e kwartaal;92.0;92.8;91.8;92.6;9.4;10.1;25.7;24.7;22.0;23.4;59.2;56.5
251;B-E Nijverheid (geen bouw) en energie;2002 4e kwartaal;87.9;92.9;87.7;93.0;10.0;10.2;22.8;25.0;24.6;23.7;54.9;56.9
252;B-E Nijverheid (geen bouw) en energie;2003 1e kwartaal;83.4;92.6;82.7;92.3;9.8;10.2;23.0;25.0;25.3;23.8;58.7;57.2
253;B-E Nijverheid (geen bouw) en energie;2003 2e kwartaal;113.8;94.8;114.1;94.6;11.7;10.3;30.3;25.3;22.2;23.5;56.1;56.5
254;B-E Nijverheid (geen bouw) en energie;2003 3e kwartaal;93.9;94.8;93.7;94.6;9.7;10.5;26.5;25.7;22.4;23.8;59.9;57.5
255;B-E Nijverheid (geen bouw) en energie;2003 4e kwartaal;88.0;92.9;87.7;92.8;10.4;10.6;23.7;26.0;25.4;24.5;57.2;59.2
256;B-E Nijverheid (geen bouw) en energie;2004 1e kwartaal;82.5;92.4;81.9;92.5;10.3;10.7;23.8;26.3;26.9;25.1;61.4;60.1
257;B-E Nijverheid (geen bouw) en energie;2004 2e kwartaal;108.6;90.5;109.0;90.4;12.1;10.7;31.5;26.1;24.1;25.5;61.2;61.1
258;B-E Nijverheid (geen bouw) en energie;2004 3e kwartaal;88.6;90.0;88.5;89.8;10.0;10.8;27.1;26.5;24.3;25.8;64.7;62.4
259;B-E Nijverheid (geen bouw) en energie;2004 4e kwartaal;84.6;90.8;83.9;90.3;10.6;10.8;23.7;26.5;27.1;25.6;59.7;62.1
260;B-E Nijverheid (geen bouw) en energie;2005 1e kwartaal;81.0;90.1;80.5;90.4;10.3;10.8;24.3;26.6;27.5;25.8;64.0;62.3
261;B-E Nijverheid (geen bouw) en energie;2005 2e kwartaal;104.5;89.3;105.2;89.5;12.4;10.9;31.9;26.9;25.5;26.2;64.2;63.5
262;B-E Nijverheid (geen bouw) en energie;2005 3e kwartaal;87.0;88.5;86.9;88.3;10.1;11.0;27.3;27.0;25.0;26.7;66.4;64.6
263;B-E Nijverheid (geen bouw) en energie;2005 4e kwartaal;83.6;88.5;83.5;88.5;10.7;10.9;24.7;26.9;27.7;26.6;62.5;64.4
264;B-E Nijverheid (geen bouw) en energie;2006 1e kwartaal;78.4;87.7;77.8;88.0;10.5;11.0;24.2;27.1;29.0;27.0;65.9;65.2
265;B-E Nijverheid (geen bouw) en energie;2006 2e kwartaal;103.8;87.5;104.5;87.5;12.7;11.1;33.3;27.5;26.4;27.3;67.4;66.5
266;B-E Nijverheid (geen bouw) en energie;2006 3e kwartaal;87.7;88.9;87.9;89.1;10.2;11.1;27.8;27.5;25.0;27.0;66.9;65.3
267;B-E Nijverheid (geen bouw) en energie;2006 4e kwartaal;84.9;89.1;84.9;89.1;11.0;11.2;25.8;27.7;28.0;27.2;64.3;65.9
268;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;80.7;88.4;80.1;88.1;10.8;11.3;25.2;27.7;29.0;27.6;66.5;66.6
269;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;105.8;89.0;106.1;89.1;13.0;11.3;34.2;27.8;26.5;27.5;68.2;66.0
270;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;85.0;88.1;85.1;88.1;10.4;11.4;28.3;28.3;26.5;28.0;70.4;67.9
271;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;82.1;86.9;82.0;87.0;11.6;11.8;26.7;29.1;30.4;29.2;68.9;70.7
272;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;83.1;90.8;82.5;90.4;11.5;12.0;27.3;29.5;29.9;28.4;70.0;69.1
273;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;106.4;89.7;106.8;89.7;13.7;12.0;36.1;29.6;27.8;28.8;71.6;69.9
274;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;87.9;91.1;87.9;91.2;10.9;12.0;29.4;30.0;26.9;28.5;70.7;69.6
275;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;89.5;94.6;89.4;94.7;11.9;12.1;27.8;30.2;28.8;27.7;65.8;67.6
276;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;94.6;104.5;94.2;104.5;11.8;12.3;28.7;30.9;27.0;25.4;64.5;62.6
277;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;122.1;102.2;122.9;102.4;14.1;12.3;38.5;31.1;25.0;25.9;66.3;64.2
278;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;98.1;100.9;98.4;101.4;11.4;12.6;31.0;31.9;25.1;26.9;66.7;66.7
279;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;92.0;97.2;91.9;97.4;12.3;12.6;28.9;31.8;29.0;27.9;66.7;69.1
280;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;87.3;92.0;86.9;92.2;11.6;12.0;28.3;30.3;28.7;28.2;68.8;69.6
281;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;107.4;92.7;108.4;92.9;14.0;12.3;38.2;30.6;28.2;28.6;74.6;69.8
282;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;88.4;92.8;88.5;93.0;11.2;12.3;29.2;30.3;27.3;28.6;69.8;69.1
283;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;85.3;90.4;85.1;90.6;12.2;12.4;28.0;30.7;30.9;29.6;69.5;71.8
284;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;87.1;92.3;86.6;92.7;12.2;12.6;29.0;31.3;30.1;29.5;70.8;71.5
285;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;106.9;92.0;107.6;92.2;14.4;12.6;38.3;31.7;29.1;29.6;75.2;72.7
286;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;88.0;91.9;87.5;91.4;11.6;12.7;29.9;31.2;28.5;29.9;72.4;72.4
287;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;89.8;95.5;89.6;95.5;12.6;12.8;29.7;31.7;30.3;28.9;70.2;70.2
288;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;89.6;94.7;89.1;94.9;12.4;12.9;29.2;31.9;30.0;29.4;69.2;71.1
289;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;109.3;94.8;110.0;95.0;14.8;13.0;39.2;32.2;29.3;29.6;75.4;71.8
290;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;92.4;96.0;92.2;96.0;12.0;13.2;31.8;32.7;28.1;29.6;72.9;72.1
291;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;90.0;96.1;89.7;95.7;13.0;13.2;31.2;33.0;31.1;29.6;73.5;73.1
292;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;92.5;92.9;91.8;92.6;12.9;13.4;30.8;32.9;30.0;31.0;71.0;75.2
293;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;107.8;95.9;107.8;95.5;15.3;13.4;39.5;32.7;30.6;30.1;77.6;72.5
294;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;90.6;96.6;90.5;96.9;12.3;13.5;31.6;32.9;29.2;30.1;73.9;72.0
295;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;88.9;94.6;88.7;94.3;13.2;13.5;31.1;32.8;32.2;30.7;74.1;73.8
296;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;96.0;101.0;95.5;101.0;13.3;13.8;31.4;33.4;29.9;29.5;69.4;70.1
297;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;111.6;97.6;111.5;97.3;15.8;13.8;40.8;34.3;30.5;30.5;77.4;74.7
298;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;95.0;98.6;94.3;98.2;12.7;14.0;32.4;33.7;29.0;30.7;72.7;72.8
299;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;94.3;99.3;94.0;99.3;14.0;14.2;32.8;34.6;32.0;30.8;73.8;73.8
300;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;95.9;97.5;95.0;96.6;13.2;13.7;31.6;33.7;29.8;30.4;70.4;73.8
301;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;112.8;99.9;113.5;100.1;15.8;13.8;41.5;34.1;30.3;29.9;77.3;72.0
302;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;94.9;100.1;95.0;100.2;12.6;13.8;32.6;33.9;28.5;29.8;72.6;71.6
303;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;96.4;102.5;96.6;103.0;13.7;13.9;31.8;34.0;30.7;29.3;69.7;69.8
304;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;99.1;100.7;98.9;100.9;13.6;14.0;32.5;34.5;29.5;30.1;69.4;72.4
305;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;113.6;102.8;114.2;103.3;16.1;14.1;40.6;34.4;30.6;29.5;75.3;70.5
306;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;96.5;102.2;97.1;102.8;12.8;14.1;33.4;34.7;28.6;29.8;72.8;71.5
307;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;96.1;100.1;96.2;100.3;13.8;14.0;32.6;34.4;30.9;30.2;71.8;72.6
308;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;96.4;100.4;96.1;100.8;13.6;14.2;31.9;34.7;30.6;30.4;70.1;73.0
309;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;112.2;99.0;113.1;99.5;16.3;14.2;41.7;34.8;31.3;31.0;78.0;74.1
310;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;95.0;99.6;95.3;100.1;12.9;14.3;34.0;35.0;29.4;30.9;75.5;74.0
311;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;94.9;98.8;95.1;98.8;14.1;14.4;34.0;35.4;32.1;31.3;75.6;75.7
312;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;97.7;100.7;97.0;100.6;14.0;14.5;33.2;35.7;31.0;31.1;72.4;75.2
313;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;114.2;101.2;114.5;101.3;16.6;14.6;42.8;35.9;31.4;31.0;79.1;75.0
314;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;96.9;101.5;96.7;101.4;13.3;14.6;35.1;36.1;29.6;31.1;76.7;75.3
315;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;97.3;102.8;97.6;102.9;14.3;14.6;33.9;35.6;31.7;30.5;73.5;73.2
316;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;102.4;104.0;102.2;104.4;14.2;14.7;34.1;36.2;30.0;30.5;70.6;73.4
317;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;120.4;107.6;120.5;107.6;17.0;14.9;43.5;37.0;30.4;29.8;76.3;72.8
318;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;101.8;107.5;101.6;107.5;13.6;15.0;35.2;36.9;28.9;30.1;73.4;72.6
319;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;102.0;108.0;102.2;108.5;14.8;15.0;35.4;37.0;31.3;30.0;73.2;72.3
320;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;106.5;109.0;106.5;109.3;14.7;15.1;36.7;39.3;29.8;30.0;72.9;76.1
321;B-E Nijverheid (geen bouw) en energie;2020 2e kwartaal;126.0;110.4;126.0;110.2;16.4;14.3;43.5;35.9;28.0;27.9;73.0;69.0
322;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;105.8;111.1;106.2;111.4;13.7;15.1;38.5;38.2;28.0;29.4;76.8;72.5
323;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;100.1;107.5;99.6;106.9;14.9;15.2;35.5;38.2;32.0;30.4;75.4;75.7
324;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;102.6;105.0;102.0;104.9;14.9;15.3;35.7;38.3;31.4;31.4;74.0;77.3
325;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;117.7;103.7;116.8;103.2;17.5;15.4;44.5;38.2;32.1;32.0;80.6;78.4
326;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;100.5;105.2;100.3;104.6;14.1;15.6;39.5;39.2;30.4;32.0;83.4;79.4
327;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;98.4;105.6;98.2;105.8;15.4;15.7;36.3;39.5;33.7;32.1;78.2;79.0
328;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;106.9;108.6;106.2;108.5;15.9;16.2;37.6;40.8;32.1;32.3;74.9;79.6
329;B-E Nijverheid (geen bouw) en energie;2022 2e kwartaal;122.2;108.5;122.4;108.8;18.5;16.3;48.3;41.5;32.6;32.4;83.4;80.7
330;B-E Nijverheid (geen bouw) en energie;2022 3e kwartaal;107.7;111.5;107.6;111.6;15.1;16.6;41.9;41.7;30.2;32.1;82.3;79.0
331;B-E Nijverheid (geen bouw) en energie;2022 4e kwartaal;105.6;113.7;105.1;112.9;16.4;16.8;39.8;42.3;33.5;31.8;80.0;79.3
332;B-E Nijverheid (geen bouw) en energie;2023 1e kwartaal;119.7;119.2;118.0;118.5;17.0;17.3;39.9;43.7;30.6;31.3;71.5;78.1
333;B-E Nijverheid (geen bouw) en energie;2023 2e kwartaal;138.7;121.6;137.9;120.9;19.7;17.4;51.4;44.1;30.7;30.9;78.9;77.2
334;B-E Nijverheid (geen bouw) en energie;2023 3e kwartaal;120.0;124.7;119.4;123.9;15.9;17.5;44.9;44.3;28.6;30.3;79.5;75.7
335;B-E Nijverheid (geen bouw) en energie;2023 4e kwartaal;117.4;128.2;116.8;127.6;17.5;17.9;43.3;45.3;32.2;30.1;78.5;75.1
336;B Delfstoffenwinning;1996 1e kwartaal;;;;;;;;;;;;
337;B Delfstoffenwinning;1996 2e kwartaal;;;;;;;;;;;;
338;B Delfstoffenwinning;1996 3e kwartaal;;;;;;;;;;;;
339;B Delfstoffenwinning;1996 4e kwartaal;;;;;;;;;;;;
340;B Delfstoffenwinning;1997 1e kwartaal;;;;;;;;;;;;
341;B Delfstoffenwinning;1997 2e kwartaal;;;;;;;;;;;;
342;B Delfstoffenwinning;1997 3e kwartaal;;;;;;;;;;;;
343;B Delfstoffenwinning;1997 4e kwartaal;;;;;;;;;;;;
344;B Delfstoffenwinning;1998 1e kwartaal;;;;;;;;;;;;
345;B Delfstoffenwinning;1998 2e kwartaal;;;;;;;;;;;;
346;B Delfstoffenwinning;1998 3e kwartaal;;;;;;;;;;;;
347;B Delfstoffenwinning;1998 4e kwartaal;;;;;;;;;;;;
348;B Delfstoffenwinning;1999 1e kwartaal;;;;;;;;;;;;
349;B Delfstoffenwinning;1999 2e kwartaal;;;;;;;;;;;;
350;B Delfstoffenwinning;1999 3e kwartaal;;;;;;;;;;;;
351;B Delfstoffenwinning;1999 4e kwartaal;;;;;;;;;;;;
352;B Delfstoffenwinning;2000 1e kwartaal;;;;;;;;;;;;
353;B Delfstoffenwinning;2000 2e kwartaal;;;;;;;;;;;;
354;B Delfstoffenwinning;2000 3e kwartaal;;;;;;;;;;;;
355;B Delfstoffenwinning;2000 4e kwartaal;;;;;;;;;;;;
356;B Delfstoffenwinning;2001 1e kwartaal;;;;;;;;;;;;
357;B Delfstoffenwinning;2001 2e kwartaal;;;;;;;;;;;;
358;B Delfstoffenwinning;2001 3e kwartaal;;;;;;;;;;;;
359;B Delfstoffenwinning;2001 4e kwartaal;;;;;;;;;;;;
360;B Delfstoffenwinning;2002 1e kwartaal;;;;;;;;;;;;
361;B Delfstoffenwinning;2002 2e kwartaal;;;;;;;;;;;;
362;B Delfstoffenwinning;2002 3e kwartaal;;;;;;;;;;;;
363;B Delfstoffenwinning;2002 4e kwartaal;;;;;;;;;;;;
364;B Delfstoffenwinning;2003 1e kwartaal;;;;;;;;;;;;
365;B Delfstoffenwinning;2003 2e kwartaal;;;;;;;;;;;;
