ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;k_0Tot3Jaar_2;k_3Tot6Jaar_3;k_6Tot12Jaar_4;k_12Tot18Jaar_5;k_18JaarOfOuder_6
495;2;2018;43289;36788;5985;517.0;;
496;2;2019;43117;36700;5940;478.0;;
497;2;2020;42935;36610;5873;452.0;;
498;2;2021;43321;36986;5896;440.0;;
499;2;2022;43973;37546;5990;437.0;;
500;2;2023;44495;37988;6072;434.0;;
501;2;2024;44615;38087;6103;426.0;;
502;2;2025;44561;38022;6120;419.0;;
503;2;2026;43825;37406;6016;402.0;;
504;2;2027;43123;36813;5924;386.0;;
505;2;2028;42344;36161;5814;370.0;;
506;2;2029;41411;35402;5662;347.0;;
507;2;2030;40733;34855;5548;329.0;;
508;2;2031;40385;34561;5506;318.0;;
509;2;2032;40084;34318;5449;317.0;;
510;2;2033;39862;34143;5394;326.0;;
511;2;2034;39705;34025;5350;329.0;;
512;2;2035;39596;33954;5325;317.0;;
513;2;2036;39544;33929;5308;307.0;;
514;2;2037;39566;33964;5306;295.0;;
515;2;2038;39653;34056;5315;282.0;;
516;2;2039;39797;34195;5329;274.0;;
517;2;2040;39985;34366;5354;265.0;;
518;2;2041;40197;34561;5380;256.0;;
519;2;2042;40406;34748;5412;247.0;;
520;2;2043;40601;34915;5448;238.0;;
521;2;2044;40749;35039;5480;230.0;;
522;2;2045;40828;35105;5498;226.0;;
523;2;2046;40828;35105;5498;226.0;;
524;2;2047;40828;35105;5498;226.0;;
525;2;2048;40828;35105;5498;226.0;;
526;2;2049;40828;35105;5498;226.0;;
527;2;2050;40828;35105;5498;226.0;;
528;3;2007;152865;111959;30056;10588.0;262.0;
529;3;2008;151179;109751;29339;11877.0;212.0;
530;3;2009;149581;108906;27715;12699.0;261.0;
531;3;2010;149516;109667;26448;13193.0;209.0;
532;3;2011;148229;109493;25191;13252.0;292.0;
533;3;2012;147954;109957;24985;12681.0;332.0;
534;3;2013;149268;111457;25373;12056.0;382.0;
535;3;2014;151249;113438;25935;11359.0;518.0;
536;3;2015;153064;115193;26395;10967.0;508.0;
537;3;2016;155189;117056;26797;10884.0;453.0;
538;3;2017;156560;118374;27153;10709.0;325.0;
539;3;2018;158019;119664;27527;10566.0;262.0;
540;3;2019;159542;120975;27918;10308.0;342.0;
541;3;2020;160588;121930;28222;10082.0;354.0;
542;3;2021;159552;121402;28060;9766.0;323.0;
543;3;2022;158068;120481;27789;9515.0;283.0;
544;3;2023;157329;120039;27665;9421.0;204.0;
545;3;2024;157251;120067;27677;9333.0;174.0;
546;3;2025;157202;120136;27660;9249.0;157.0;
547;3;2026;158986;121498;28006;9333.0;150.0;
548;3;2027;161182;123096;28428;9513.0;145.0;
549;3;2028;162704;124180;28713;9669.0;142.0;
550;3;2029;162950;124348;28751;9716.0;136.0;
551;3;2030;162331;123857;28624;9719.0;131.0;
552;3;2031;159579;121871;28062;9523.0;122.0;
553;3;2032;156987;120004;27536;9335.0;113.0;
554;3;2033;154243;118039;26982;9118.0;104.0;
555;3;2034;151230;115928;26360;8848.0;95.0;
556;3;2035;149110;114461;25915;8650.0;85.0;
557;3;2036;148033;113720;25682;8553.0;78.0;
558;3;2037;147111;113089;25478;8468.0;76.0;
559;3;2038;146471;112662;25334;8395.0;80.0;
560;3;2039;146052;112391;25245;8322.0;94.0;
561;3;2040;145822;112262;25186;8273.0;101.0;
562;3;2041;145797;112275;25170;8256.0;96.0;
563;3;2042;146020;112466;25207;8259.0;88.0;
564;3;2043;146455;112812;25279;8285.0;80.0;
565;3;2044;147078;113283;25395;8328.0;73.0;
566;3;2045;147832;113844;25538;8383.0;68.0;
567;3;2046;148671;114467;25700;8442.0;62.0;
568;3;2047;149446;115038;25843;8509.0;55.0;
569;3;2048;150104;115515;25963;8577.0;49.0;
570;3;2049;150555;115829;26054;8629.0;42.0;
571;3;2050;150791;115989;26106;8658.0;38.0;
572;4;2007;337793;193368;88892;47909.0;7501.0;124.0
573;4;2008;321826;184040;84336;46725.0;6611.0;114.0
574;4;2009;313124;178744;81403;47088.0;5777.0;110.0
575;4;2010;306799;176576;76944;47681.0;5504.0;95.0
576;4;2011;306434;178662;74216;47914.0;5548.0;94.0
577;4;2012;307542;180692;73129;47658.0;5951.0;110.0
578;4;2013;307365;181161;74191;44751.0;7170.0;92.0
579;4;2014;306204;180386;76000;41503.0;8225.0;90.0
580;4;2015;306180;180071;77046;40072.0;8897.0;95.0
581;4;2016;304454;179445;76759;38793.0;9378.0;79.0
582;4;2017;304917;180196;76972;38463.0;9198.0;88.0
583;4;2018;307755;182083;77893;39079.0;8599.0;101.0
584;4;2019;311435;184259;79089;39932.0;8032.0;124.0
585;4;2020;314835;186253;80174;40702.0;7548.0;158.0
586;4;2021;319099;188801;81343;41421.0;7384.0;151.0
587;4;2022;322073;190669;82170;41828.0;7289.0;117.0
588;4;2023;324692;192099;82973;42485.0;7053.0;82.0
589;4;2024;327037;193258;83762;43145.0;6801.0;71.0
590;4;2025;328496;193937;84318;43643.0;6496.0;102.0
591;4;2026;326300;192700;83892;43454.0;6157.0;97.0
592;4;2027;323379;191111;83216;43056.0;5911.0;86.0
593;4;2028;322062;190469;82884;42859.0;5773.0;77.0
594;4;2029;322394;190889;82896;42852.0;5703.0;54.0
595;4;2030;322937;191494;82973;42821.0;5605.0;45.0
596;4;2031;326688;193786;83867;43363.0;5632.0;41.0
597;4;2032;330410;195735;84852;44054.0;5729.0;40.0
598;4;2033;332614;196744;85473;44538.0;5823.0;37.0
599;4;2034;332594;196586;85519;44601.0;5853.0;35.0
600;4;2035;330669;195248;85115;44413.0;5861.0;32.0
601;4;2036;325138;192091;83779;43503.0;5735.0;29.0
602;4;2037;320038;189218;82524;42653.0;5618.0;24.0
603;4;2038;314901;186421;81229;41749.0;5482.0;21.0
604;4;2039;309653;183727;79872;40740.0;5296.0;18.0
605;4;2040;306017;181908;78928;40010.0;5156.0;15.0
606;4;2041;304112;180946;78439;39630.0;5086.0;11.0
607;4;2042;302515;180157;78023;39299.0;5026.0;9.0
608;4;2043;301422;179641;77739;39056.0;4975.0;10.0
609;4;2044;300739;179355;77556;38890.0;4921.0;17.0
610;4;2045;300425;179282;77458;38789.0;4865.0;31.0
611;4;2046;300512;179436;77455;38749.0;4845.0;28.0
612;4;2047;301052;179843;77561;38787.0;4835.0;25.0
613;4;2048;301976;180453;77765;38901.0;4836.0;21.0
614;4;2049;303226;181234;78050;39070.0;4854.0;18.0
615;4;2050;304710;182137;78396;39284.0;4878.0;15.0
616;5;2007;509074;138165;151314;169621.0;45216.0;4759.0
617;5;2008;503719;135380;151364;168948.0;43159.0;4868.0
618;5;2009;488991;130652;144647;168145.0;40372.0;5176.0
619;5;2010;465956;125606;135108;163357.0;36601.0;5284.0
620;5;2011;441145;120389;126518;155043.0;34446.0;4749.0
621;5;2012;418988;116046;120341;145804.0;32537.0;4260.0
622;5;2013;400847;112771;115677;136033.0;32510.0;3856.0
623;5;2014;391303;111225;113703;130648.0;32367.0;3362.0
624;5;2015;385052;110355;113154;125255.0;33317.0;2971.0
625;5;2016;385553;111038;114265;123012.0;34261.0;2977.0
626;5;2017;386942;111454;114746;122524.0;35057.0;3162.0
627;5;2018;386254;110866;114419;123556.0;33809.0;3604.0
628;5;2019;384349;110035;113624;125062.0;31282.0;4345.0
629;5;2020;384124;110006;113264;126531.0;29198.0;5124.0
630;5;2021;382530;110353;112837;126091.0;27673.0;5576.0
631;5;2022;383864;111576;113335;126296.0;27058.0;5600.0
632;5;2023;387706;112942;114568;127748.0;27129.0;5320.0
633;5;2024;392361;114165;115973;129701.0;27934.0;4588.0
634;5;2025;396812;115387;117235;131458.0;28409.0;4324.0
635;5;2026;402564;117246;118804;133401.0;28875.0;4239.0
636;5;2027;406623;118640;119998;134716.0;29085.0;4185.0
637;5;2028;409820;119403;120941;136006.0;29362.0;4108.0
638;5;2029;412529;119849;121690;137285.0;29905.0;3799.0
639;5;2030;414280;120130;122103;138225.0;30280.0;3542.0
640;5;2031;411626;119325;121351;137510.0;30133.0;3307.0
641;5;2032;408164;118407;120374;136382.0;29850.0;3151.0
642;5;2033;406854;118272;119971;135840.0;29703.0;3070.0
643;5;2034;407826;119041;120238;135835.0;29694.0;3018.0
644;5;2035;409033;119852;120688;135858.0;29679.0;2956.0
645;5;2036;414088;121554;122195;137280.0;30111.0;2950.0
646;5;2037;418555;122524;123492;138895.0;30648.0;2996.0
647;5;2038;421000;122796;124174;139963.0;31031.0;3036.0
648;5;2039;420819;122499;124103;140072.0;31096.0;3048.0
649;5;2040;418079;121332;123258;139469.0;30963.0;3057.0
650;5;2041;411081;119241;121312;137250.0;30291.0;2988.0
651;5;2042;404764;117487;119494;135204.0;29649.0;2930.0
652;5;2043;398549;115930;117722;133070.0;28966.0;2861.0
653;5;2044;392401;114591;116058;130789.0;28201.0;2761.0
654;5;2045;388202;113720;114959;129188.0;27651.0;2683.0
655;5;2046;386008;113238;114388;128372.0;27352.0;2657.0
656;5;2047;384197;112860;113932;127682.0;27105.0;2619.0
657;5;2048;382996;112632;113649;127195.0;26934.0;2586.0
658;5;2049;382307;112546;113510;126886.0;26810.0;2556.0
659;5;2050;382095;112598;113506;126721.0;26743.0;2526.0
660;6;2007;522737;27805;67463;227174.0;159576.0;40718.0
661;6;2008;520911;28359;68969;232311.0;153059.0;38213.0
662;6;2009;519971;29430;70574;238506.0;144443.0;37019.0
663;6;2010;522253;30444;71533;247585.0;137079.0;35612.0
664;6;2011;523702;31095;72096;252698.0;133744.0;34069.0
665;6;2012;521633;31094;71958;254771.0;130783.0;33028.0
666;6;2013;515655;30557;71450;251362.0;130194.0;32092.0
667;6;2014;500006;29209;69505;242868.0;128453.0;29972.0
668;6;2015;476251;27831;66881;229718.0;125066.0;26755.0
669;6;2016;451300;26635;63990;215451.0;120878.0;24345.0
670;6;2017;429518;25829;61566;204594.0;114637.0;22892.0
671;6;2018;411562;25391;59847;195591.0;108682.0;22050.0
672;6;2019;402280;25352;59195;191825.0;103175.0;22734.0
673;6;2020;395994;25384;58907;190478.0;98359.0;22865.0
674;6;2021;396418;25712;59347;192398.0;95215.0;23746.0
675;6;2022;397451;25897;59629;193748.0;93550.0;24627.0
676;6;2023;396197;25737;59366;193451.0;93145.0;24497.0
677;6;2024;393899;25573;58994;192116.0;93992.0;23223.0
678;6;2025;393477;25669;59040;191615.0;95240.0;21914.0
679;6;2026;391981;25932;59291;191002.0;95074.0;20681.0
680;6;2027;393734;26404;60028;191890.0;95400.0;20012.0
681;6;2028;398000;26786;60801;193957.0;96579.0;19877.0
682;6;2029;403037;27070;61484;196268.0;98227.0;19989.0
683;6;2030;407806;27397;62165;198392.0;99680.0;20172.0
684;6;2031;413903;27943;63202;201106.0;101251.0;20401.0
685;6;2032;418254;28351;63984;203121.0;102332.0;20466.0
686;6;2033;421589;28518;64409;204660.0;103402.0;20601.0
687;6;2034;424414;28585;64656;205880.0;104490.0;20803.0
688;6;2035;426306;28646;64819;206581.0;105289.0;20971.0
689;6;2036;423691;28455;64397;205293.0;104771.0;20775.0
690;6;2037;420246;28267;63924;203634.0;103904.0;20518.0
691;6;2038;419051;28324;63880;202989.0;103468.0;20390.0
692;6;2039;420279;28662;64319;203501.0;103443.0;20354.0
693;6;2040;421709;28970;64786;204253.0;103404.0;20296.0
694;6;2041;426996;29457;65730;206781.0;104476.0;20553.0
695;6;2042;431436;29629;66249;208912.0;105741.0;20905.0
696;6;2043;433769;29621;66387;210005.0;106590.0;21165.0
697;6;2044;433491;29517;66220;209871.0;106670.0;21212.0
698;6;2045;430530;29168;65566;208442.0;106218.0;21137.0
699;6;2046;423328;28648;64442;205102.0;104460.0;20677.0
700;6;2047;416895;28255;63505;202059.0;102831.0;20244.0
701;6;2048;410633;27939;62675;199109.0;101132.0;19777.0
702;6;2049;404521;27711;61974;196317.0;99284.0;19235.0
703;6;2050;400368;27570;61524;194461.0;97975.0;18838.0
704;7;2007;470156;1234;8298;90214.0;210556.0;159853.0
705;7;2008;478767;1364;8692;95467.0;216363.0;156881.0
706;7;2009;486922;1592;9164;101425.0;219342.0;155400.0
707;7;2010;493231;1652;9848;108104.0;221028.0;152599.0
708;7;2011;496917;1677;10213;113036.0;223514.0;148476.0
709;7;2012;497089;1680;10470;117277.0;224833.0;142829.0
710;7;2013;496228;1682;10619;119540.0;227076.0;137311.0
711;7;2014;495412;1692;10852;122685.0;230857.0;129327.0
712;7;2015;498051;1742;11261;126016.0;238010.0;121021.0
713;7;2016;499881;1733;11425;126860.0;245662.0;114200.0
714;7;2017;498547;1689;11294;126216.0;247925.0;111423.0
715;7;2018;493596;1622;10969;124875.0;246925.0;109205.0
716;7;2019;479383;1528;10457;120978.0;237491.0;108929.0
717;7;2020;457192;1443;9939;116404.0;225120.0;104285.0
718;7;2021;433376;1382;9546;111404.0;210506.0;100538.0
719;7;2022;412358;1344;9310;107423.0;197290.0;96991.0
720;7;2023;394574;1327;9188;104444.0;187474.0;92141.0
721;7;2024;385197;1334;9204;103292.0;181776.0;89592.0
722;7;2025;378897;1338;9221;102761.0;179824.0;85753.0
723;7;2026;379306;1355;9355;103552.0;182128.0;82916.0
724;7;2027;380519;1351;9434;104015.0;184149.0;81569.0
725;7;2028;380176;1327;9354;103519.0;184671.0;81305.0
726;7;2029;378934;1309;9285;102823.0;183832.0;81685.0
727;7;2030;379213;1315;9331;102917.0;183337.0;82313.0
728;7;2031;378381;1327;9448;103388.0;182433.0;81785.0
729;7;2032;380459;1349;9643;104685.0;182929.0;81853.0
730;7;2033;384813;1355;9782;106035.0;184782.0;82860.0
731;7;2034;389772;1353;9880;107203.0;187033.0;84302.0
732;7;2035;394407;1359;9997;108400.0;189049.0;85604.0
733;7;2036;400308;1385;10205;110228.0;191536.0;86954.0
734;7;2037;404562;1397;10356;111606.0;193340.0;87863.0
735;7;2038;407800;1393;10399;112330.0;194831.0;88846.0
736;7;2039;410515;1379;10413;112753.0;196100.0;89870.0
737;7;2040;412328;1373;10428;113030.0;196853.0;90644.0
738;7;2041;409854;1356;10343;112296.0;195624.0;90236.0
739;7;2042;406584;1340;10270;111469.0;194009.0;89497.0
740;7;2043;405475;1337;10312;111411.0;193292.0;89123.0
741;7;2044;406688;1357;10459;112219.0;193578.0;89075.0
742;7;2045;408111;1366;10572;113067.0;194077.0;89029.0
743;7;2046;413192;1384;10757;114734.0;196343.0;89973.0
744;7;2047;417413;1374;10800;115627.0;198449.0;91164.0
745;7;2048;419614;1364;10771;115851.0;199632.0;91996.0
746;7;2049;419346;1349;10722;115565.0;199582.0;92128.0
747;7;2050;416504;1327;10572;114419.0;198381.0;91805.0
748;8;2007;301940;33;172;10970.0;82714.0;208052.0
749;8;2008;314572;29;188;11852.0;90073.0;212430.0
750;8;2009;328035;14;257;12800.0;95644.0;219321.0
751;8;2010;342336;16;229;13812.0;101558.0;226721.0
752;8;2011;354999;19;214;14843.0;106809.0;233114.0
753;8;2012;366827;19;231;15764.0;111768.0;239045.0
754;8;2013;376979;21;239;16563.0;116840.0;243316.0
755;8;2014;386245;23;255;17422.0;123816.0;244729.0
756;8;2015;394422;23;268;18545.0;131104.0;244483.0
757;8;2016;400405;23;271;19177.0;138053.0;242881.0
758;8;2017;404473;20;269;19454.0;142809.0;241921.0
759;8;2018;407845;19;267;20120.0;146932.0;240507.0
760;8;2019;412221;19;268;20499.0;149961.0;241474.0
761;8;2020;419299;22;276;21259.0;154314.0;243428.0
762;8;2021;424597;23;276;21616.0;156674.0;246007.0
763;8;2022;425430;20;272;21460.0;155259.0;248419.0
764;8;2023;421351;17;263;20918.0;152754.0;247398.0
765;8;2024;407783;14;248;19919.0;147756.0;239846.0
766;8;2025;388656;13;230;18980.0;142139.0;227295.0
767;8;2026;368487;13;222;18170.0;136183.0;213900.0
768;8;2027;351348;13;215;17688.0;131215.0;202217.0
769;8;2028;337443;13;219;17421.0;127531.0;192260.0
770;8;2029;330508;14;221;17425.0;125834.0;187015.0
771;8;2030;326554;14;219;17456.0;124945.0;183920.0
772;8;2031;328131;14;222;17697.0;125749.0;184450.0
773;8;2032;329796;14;222;17815.0;126269.0;185477.0
774;8;2033;329532;13;219;17673.0;125682.0;185946.0
775;8;2034;328117;13;216;17542.0;124800.0;185547.0
776;8;2035;328115;12;217;17624.0;124782.0;185480.0
777;8;2036;327806;11;218;17825.0;125192.0;184560.0
778;8;2037;330030;11;219;18174.0;126600.0;185027.0
779;8;2038;333876;11;216;18424.0;128198.0;187027.0
780;8;2039;337992;11;216;18602.0;129630.0;189533.0
781;8;2040;341862;11;218;18815.0;131046.0;191772.0
782;8;2041;346976;11;224;19201.0;133162.0;194378.0
783;8;2042;350756;11;226;19477.0;134778.0;196264.0
784;8;2043;353437;9;225;19563.0;135692.0;197948.0
785;8;2044;355521;8;224;19585.0;136242.0;199461.0
786;8;2045;356844;8;225;19614.0;136589.0;200407.0
787;8;2046;354643;8;220;19464.0;135709.0;199242.0
788;8;2047;351852;8;218;19323.0;134690.0;197613.0
789;8;2048;351005;8;219;19381.0;134535.0;196861.0
790;8;2049;352316;8;226;19638.0;135391.0;197053.0
791;8;2050;353875;8;226;19852.0;136328.0;197461.0
792;9;2007;122594;0;1;318.0;11598.0;110677.0
793;9;2008;126627;0;0;365.0;12656.0;113606.0
794;9;2009;132285;0;0;340.0;14090.0;117855.0
795;9;2010;139629;0;0;370.0;15285.0;123973.0
796;9;2011;147774;0;0;404.0;16204.0;131166.0
797;9;2012;157347;0;0;447.0;17073.0;139827.0
798;9;2013;166797;0;0;491.0;18449.0;147857.0
799;9;2014;175996;0;0;462.0;19659.0;155875.0
800;9;2015;185406;0;0;573.0;21199.0;163634.0
801;9;2016;193738;0;0;543.0;22767.0;170429.0
802;9;2017;201821;0;0;573.0;24344.0;176905.0
803;9;2018;209254;0;0;659.0;25914.0;182680.0
804;9;2019;217228;0;0;689.0;27263.0;189276.0
805;9;2020;225067;0;0;718.0;28754.0;195595.0
806;9;2021;231432;0;0;728.0;29726.0;200978.0
807;9;2022;236246;0;0;721.0;30345.0;205180.0
808;9;2023;240317;0;0;717.0;30922.0;208679.0
809;9;2024;244510;0;0;719.0;32029.0;211762.0
810;9;2025;250018;0;0;742.0;33142.0;216135.0
811;9;2026;253311;0;0;738.0;33809.0;218764.0
812;9;2027;253106;0;0;720.0;33757.0;218629.0
813;9;2028;249996;0;0;688.0;33133.0;216176.0
814;9;2029;241433;0;0;648.0;31650.0;209136.0
815;9;2030;230589;0;0;609.0;30152.0;199828.0
816;9;2031;219476;0;0;581.0;28865.0;190030.0
817;9;2032;210413;0;0;566.0;28009.0;181838.0
818;9;2033;203421;0;0;562.0;27543.0;175316.0
819;9;2034;200278;0;0;571.0;27504.0;172203.0
820;9;2035;198623;0;0;571.0;27534.0;170517.0
821;9;2036;199884;0;0;572.0;27898.0;171415.0
822;9;2037;200834;0;0;573.0;28092.0;172168.0
823;9;2038;200203;0;0;560.0;27904.0;171738.0
824;9;2039;199005;0;0;553.0;27714.0;170738.0
825;9;2040;199004;0;0;555.0;27822.0;170627.0
826;9;2041;199307;0;0;558.0;28115.0;170635.0
827;9;2042;201192;0;0;563.0;28636.0;171993.0
828;9;2043;203632;0;0;561.0;29046.0;174025.0
829;9;2044;205984;0;0;558.0;29346.0;176079.0
830;9;2045;208278;0;0;562.0;29692.0;178023.0
831;9;2046;211562;0;0;573.0;30286.0;180703.0
832;9;2047;214018;0;0;580.0;30723.0;182715.0
833;9;2048;215513;0;0;574.0;30893.0;184046.0
834;9;2049;216527;0;0;567.0;30958.0;185002.0
835;9;2050;217171;0;0;566.0;31017.0;185588.0
836;10;2007;36512;0;0;7.0;552.0;35953.0
837;10;2008;39454;0;0;9.0;567.0;38878.0
838;10;2009;41599;0;0;7.0;671.0;40921.0
839;10;2010;43217;0;0;10.0;722.0;42485.0
840;10;2011;45404;0;0;8.0;717.0;44679.0
841;10;2012;46233;0;0;5.0;704.0;45524.0
842;10;2013;48130;0;0;4.0;741.0;47385.0
843;10;2014;50645;0;0;8.0;799.0;49838.0
844;10;2015;53652;0;0;8.0;804.0;52840.0
845;10;2016;56747;0;0;6.0;860.0;55881.0
846;10;2017;60329;0;0;13.0;961.0;59355.0
847;10;2018;64029;0;0;6.0;1081.0;62942.0
848;10;2019;67537;0;0;5.0;1086.0;66446.0
849;10;2020;71194;0;0;8.0;1030.0;70156.0
850;10;2021;74488;0;0;8.0;1297.0;73182.0
851;10;2022;77848;0;0;8.0;1264.0;76577.0
852;10;2023;81171;0;0;9.0;1389.0;79773.0
853;10;2024;84647;0;0;9.0;1612.0;83027.0
854;10;2025;88176;0;0;9.0;1673.0;86493.0
855;10;2026;90776;0;0;9.0;1699.0;89068.0
856;10;2027;92570;0;0;8.0;1700.0;90862.0
857;10;2028;94116;0;0;8.0;1702.0;92406.0
858;10;2029;95768;0;0;8.0;1712.0;94049.0
859;10;2030;97997;0;0;9.0;1762.0;96226.0
860;10;2031;99180;0;0;9.0;1755.0;97416.0
861;10;2032;98927;0;0;8.0;1712.0;97207.0
862;10;2033;97532;0;0;6.0;1645.0;95881.0
863;10;2034;94043;0;0;5.0;1548.0;92490.0
864;10;2035;89848;0;0;5.0;1461.0;88382.0
865;10;2036;85670;0;0;5.0;1400.0;84265.0
866;10;2037;82388;0;0;5.0;1364.0;81019.0
867;10;2038;79980;0;0;5.0;1349.0;78626.0
868;10;2039;79013;0;0;5.0;1355.0;77652.0
869;10;2040;78514;0;0;5.0;1360.0;77149.0
870;10;2041;79103;0;0;5.0;1374.0;77724.0
871;10;2042;79497;0;0;5.0;1370.0;78122.0
872;10;2043;79155;0;0;5.0;1345.0;77805.0
873;10;2044;78656;0;0;5.0;1325.0;77326.0
874;10;2045;78729;0;0;4.0;1332.0;77393.0
875;10;2046;79014;0;0;4.0;1344.0;77666.0
876;10;2047;79931;0;0;4.0;1364.0;78563.0
877;10;2048;80930;0;0;4.0;1367.0;79559.0
878;10;2049;81832;0;0;4.0;1366.0;80462.0
879;10;2050;82748;0;0;4.0;1373.0;81371.0
880;11;2007;12916;0;0;0.0;21.0;12895.0
881;11;2008;12689;0;0;0.0;21.0;12668.0
882;11;2009;12707;0;0;0.0;17.0;12689.0
883;11;2010;12888;0;0;0.0;19.0;12869.0
884;11;2011;12852;0;0;0.0;20.0;12833.0
885;11;2012;14309;0;0;0.0;18.0;14291.0
886;11;2013;15355;0;0;0.0;15.0;15340.0
887;11;2014;16097;0;0;0.0;19.0;16078.0
888;11;2015;16608;0;0;0.0;22.0;16586.0
889;11;2016;17302;0;0;0.0;24.0;17279.0
890;11;2017;17387;0;0;0.0;15.0;17372.0
891;11;2018;17826;0;0;0.0;11.0;17815.0
892;11;2019;18457;0;0;0.0;17.0;18440.0
893;11;2020;19272;0;0;0.0;21.0;19251.0
894;11;2021;20129;0;0;0.0;20.0;20109.0
895;11;2022;21200;0;0;0.0;32.0;21168.0
896;11;2023;22315;0;0;0.0;29.0;22286.0
897;11;2024;23359;0;0;0.0;13.0;23346.0
898;11;2025;24448;0;0;0.0;15.0;24433.0
899;11;2026;25476;0;0;0.0;18.0;25458.0
900;11;2027;26470;0;0;0.0;18.0;26452.0
901;11;2028;27495;0;0;0.0;20.0;27475.0
902;11;2029;28551;0;0;0.0;22.0;28529.0
903;11;2030;29583;0;0;0.0;22.0;29561.0
904;11;2031;30285;0;0;0.0;22.0;30263.0
905;11;2032;30705;0;0;0.0;19.0;30686.0
906;11;2033;31068;0;0;0.0;18.0;31050.0
907;11;2034;31475;0;0;0.0;18.0;31456.0
908;11;2035;32110;0;0;0.0;21.0;32089.0
909;11;2036;32427;0;0;0.0;22.0;32405.0
910;11;2037;32300;0;0;0.0;19.0;32281.0
911;11;2038;31809;0;0;0.0;16.0;31793.0
912;11;2039;30662;0;0;0.0;13.0;30649.0
913;11;2040;29269;0;0;0.0;12.0;29257.0
914;11;2041;27897;0;0;0.0;12.0;27885.0
915;11;2042;26817;0;0;0.0;12.0;26805.0
916;11;2043;26017;0;0;0.0;12.0;26004.0
917;11;2044;25691;0;0;0.0;13.0;25677.0
918;11;2045;25510;0;0;0.0;13.0;25497.0
919;11;2046;25689;0;0;0.0;13.0;25675.0
920;11;2047;25811;0;0;0.0;13.0;25798.0
921;11;2048;25697;0;0;0.0;12.0;25685.0
922;11;2049;25536;0;0;0.0;12.0;25524.0
923;11;2050;25563;0;0;0.0;11.0;25552.0
924;12;2007;7038;0;0;0.0;0.0;7038.0
925;12;2008;6940;0;0;0.0;0.0;6940.0
926;12;2009;6851;0;0;0.0;0.0;6851.0
927;12;2010;6756;0;0;0.0;0.0;6756.0
928;12;2011;6648;0;0;0.0;0.0;6648.0
929;12;2012;6483;0;0;0.0;0.0;6483.0
930;12;2013;6378;0;0;0.0;0.0;6378.0
931;12;2014;6378;0;0;0.0;0.0;6378.0
932;12;2015;6447;0;0;0.0;0.0;6447.0
933;12;2016;6407;0;0;0.0;0.0;6407.0
934;12;2017;7032;0;0;0.0;0.0;7032.0
935;12;2018;7496;0;0;0.0;0.0;7496.0
936;12;2019;7789;0;0;0.0;0.0;7789.0
937;12;2020;7968;0;0;0.0;0.0;7968.0
938;12;2021;8222;0;0;0.0;0.0;8222.0
939;12;2022;8134;0;0;0.0;0.0;8134.0
940;12;2023;8208;0;0;0.0;0.0;8208.0
941;12;2024;8376;0;0;0.0;0.0;8376.0
942;12;2025;8640;0;0;0.0;0.0;8640.0
943;12;2026;8940;0;0;0.0;0.0;8940.0
944;12;2027;9331;0;0;0.0;0.0;9331.0
945;12;2028;9725;0;0;0.0;0.0;9725.0
946;12;2029;10105;0;0;0.0;0.0;10105.0
947;12;2030;10503;0;0;0.0;0.0;10503.0
948;12;2031;10873;0;0;0.0;0.0;10873.0
949;12;2032;11228;0;0;0.0;0.0;11228.0
950;12;2033;11576;0;0;0.0;0.0;11576.0
951;12;2034;11922;0;0;0.0;0.0;11922.0
952;12;2035;12249;0;0;0.0;0.0;12249.0
953;12;2036;12465;0;0;0.0;0.0;12465.0
954;12;2037;12578;0;0;0.0;0.0;12578.0
955;12;2038;12668;0;0;0.0;0.0;12668.0
956;12;2039;12775;0;0;0.0;0.0;12775.0
957;12;2040;12970;0;0;0.0;0.0;12970.0
958;12;2041;13071;0;0;0.0;0.0;13071.0
959;12;2042;13020;0;0;0.0;0.0;13020.0
960;12;2043;12836;0;0;0.0;0.0;12836.0
961;12;2044;12397;0;0;0.0;0.0;12397.0
962;12;2045;11834;0;0;0.0;0.0;11834.0
963;12;2046;11266;0;0;0.0;0.0;11266.0
964;12;2047;10803;0;0;0.0;0.0;10803.0
965;12;2048;10445;0;0;0.0;0.0;10445.0
966;12;2049;10285;0;0;0.0;0.0;10285.0
967;12;2050;10190;0;0;0.0;0.0;10190.0
968;13;2007;3893;0;0;0.0;0.0;3893.0
969;13;2008;3893;0;0;0.0;0.0;3893.0
970;13;2009;3893;0;0;0.0;0.0;3893.0
971;13;2010;3893;0;0;0.0;0.0;3893.0
972;13;2011;3893;0;0;0.0;0.0;3893.0
973;13;2012;3867;0;0;0.0;0.0;3867.0
974;13;2013;3819;0;0;0.0;0.0;3819.0
975;13;2014;3775;0;0;0.0;0.0;3775.0
976;13;2015;3722;0;0;0.0;0.0;3722.0
977;13;2016;3655;0;0;0.0;0.0;3655.0
978;13;2017;3554;0;0;0.0;0.0;3554.0
979;13;2018;3480;0;0;0.0;0.0;3480.0
980;13;2019;3463;0;0;0.0;0.0;3463.0
981;13;2020;3482;0;0;0.0;0.0;3482.0
982;13;2021;3440;0;0;0.0;0.0;3440.0
983;13;2022;3757;0;0;0.0;0.0;3757.0
984;13;2023;3992;0;0;0.0;0.0;3992.0
985;13;2024;4130;0;0;0.0;0.0;4130.0
