ID;MotievenEBusiness;BelangVanMotief;BedrijfstakkenBranchesSBI93;Perioden;AantalBedrijven250WerkzamePersonen_1;PercentageBedrijven250WerkzPers_2
918;9;3;6;2006;233;54
919;9;3;6;2007;219;52
920;9;3;6;2008;225;52
921;9;3;7;2006;483;58
922;9;3;7;2007;465;56
923;9;3;7;2008;431;52
924;9;4;1;2006;0;0
925;9;4;1;2007;101;4
926;9;4;1;2008;116;5
927;9;4;2;2006;0;0
928;9;4;2;2007;19;4
929;9;4;2;2008;18;4
930;9;4;3;2006;0;0
931;9;4;3;2007;11;4
932;9;4;3;2008;17;6
933;9;4;4;2006;0;0
934;9;4;4;2007;6;4
935;9;4;4;2008;7;5
936;9;4;5;2006;0;0
937;9;4;5;2007;6;8
938;9;4;5;2008;0;0
939;9;4;6;2006;0;0
940;9;4;6;2007;18;4
941;9;4;6;2008;28;7
942;9;4;7;2006;0;0
943;9;4;7;2007;41;5
944;9;4;7;2008;45;5
