ID;MotievenEBusiness;BelangVanMotief;BedrijfstakkenBranchesSBI93;Perioden;AantalBedrijven250WerkzamePersonen_1;PercentageBedrijven250WerkzPers_2
243;3;1;5;2006;30;41
244;3;1;5;2007;26;36
245;3;1;5;2008;33;52
246;3;1;6;2006;93;22
247;3;1;6;2007;116;27
248;3;1;6;2008;98;23
249;3;1;7;2006;105;13
250;3;1;7;2007;129;16
251;3;1;7;2008;136;16
252;3;2;1;2006;750;33
253;3;2;1;2007;691;30
254;3;2;1;2008;646;29
255;3;2;2;2006;167;34
256;3;2;2;2007;145;29
257;3;2;2;2008;130;26
258;3;2;3;2006;97;33
259;3;2;3;2007;90;30
260;3;2;3;2008;103;34
261;3;2;4;2006;39;26
262;3;2;4;2007;32;21
263;3;2;4;2008;28;19
264;3;2;5;2006;26;35
265;3;2;5;2007;30;41
266;3;2;5;2008;21;33
267;3;2;6;2006;150;35
268;3;2;6;2007;134;32
269;3;2;6;2008;116;27
270;3;2;7;2006;271;32
271;3;2;7;2007;260;31
272;3;2;7;2008;249;30
273;3;3;1;2006;1188;52
274;3;3;1;2007;1046;46
275;3;3;1;2008;1072;48
276;3;3;2;2006;294;59
277;3;3;2;2007;269;54
278;3;3;2;2008;292;59
279;3;3;3;2006;151;52
280;3;3;3;2007;118;40
281;3;3;3;2008;103;34
282;3;3;4;2006;75;49
283;3;3;4;2007;84;55
284;3;3;4;2008;74;51
285;3;3;5;2006;18;24
286;3;3;5;2007;11;15
287;3;3;5;2008;9;14
288;3;3;6;2006;187;43
289;3;3;6;2007;161;38
290;3;3;6;2008;195;45
291;3;3;7;2006;463;55
292;3;3;7;2007;403;49
293;3;3;7;2008;399;48
294;3;4;1;2006;0;0
295;3;4;1;2007;91;4
296;3;4;1;2008;104;5
297;3;4;2;2006;0;0
298;3;4;2;2007;19;4
299;3;4;2;2008;17;3
300;3;4;3;2006;0;0
301;3;4;3;2007;11;4
302;3;4;3;2008;17;6
303;3;4;4;2006;0;0
304;3;4;4;2007;4;3
305;3;4;4;2008;6;4
306;3;4;5;2006;0;0
307;3;4;5;2007;6;8
308;3;4;5;2008;0;0
309;3;4;6;2006;0;0
310;3;4;6;2007;13;3
311;3;4;6;2008;21;5
312;3;4;7;2006;0;0
313;3;4;7;2007;38;5
314;3;4;7;2008;43;5
315;4;0;1;2006;2282;100
316;4;0;1;2007;2273;100
317;4;0;1;2008;2256;100
318;4;0;2;2006;495;100
319;4;0;2;2007;496;100
320;4;0;2;2008;492;100
321;4;0;3;2006;293;100
322;4;0;3;2007;298;100
323;4;0;3;2008;299;100
324;4;0;4;2006;152;100
325;4;0;4;2007;153;100
326;4;0;4;2008;146;100
327;4;0;5;2006;74;100
328;4;0;5;2007;73;100
329;4;0;5;2008;63;100
330;4;0;6;2006;430;100
331;4;0;6;2007;423;100
332;4;0;6;2008;430;100
333;4;0;7;2006;838;100
334;4;0;7;2007;830;100
335;4;0;7;2008;827;100
336;4;1;1;2006;139;6
337;4;1;1;2007;199;9
338;4;1;1;2008;220;10
339;4;1;2;2006;25;5
340;4;1;2;2007;32;6
341;4;1;2;2008;31;6
342;4;1;3;2006;29;10
343;4;1;3;2007;44;15
344;4;1;3;2008;44;15
345;4;1;4;2006;8;5
346;4;1;4;2007;28;18
347;4;1;4;2008;32;22
348;4;1;5;2006;18;24
349;4;1;5;2007;12;16
350;4;1;5;2008;21;33
351;4;1;6;2006;37;9
352;4;1;6;2007;57;13
353;4;1;6;2008;52;12
354;4;1;7;2006;22;3
355;4;1;7;2007;27;3
356;4;1;7;2008;40;5
357;4;2;1;2006;354;16
358;4;2;1;2007;406;18
359;4;2;1;2008;397;18
360;4;2;2;2006;128;26
361;4;2;2;2007;94;19
362;4;2;2;2008;99;20
363;4;2;3;2006;35;12
364;4;2;3;2007;56;19
365;4;2;3;2008;71;24
366;4;2;4;2006;30;20
367;4;2;4;2007;29;19
368;4;2;4;2008;22;15
369;4;2;5;2006;19;26
370;4;2;5;2007;33;45
371;4;2;5;2008;15;24
372;4;2;6;2006;67;16
373;4;2;6;2007;77;18
374;4;2;6;2008;85;20
375;4;2;7;2006;75;9
376;4;2;7;2007;117;14
377;4;2;7;2008;105;13
378;4;3;1;2006;1789;78
379;4;3;1;2007;1574;69
380;4;3;1;2008;1535;68
381;4;3;2;2006;342;69
382;4;3;2;2007;354;71
383;4;3;2;2008;349;71
384;4;3;3;2006;228;78
385;4;3;3;2007;194;65
386;4;3;3;2008;167;56
387;4;3;4;2006;114;75
388;4;3;4;2007;90;59
389;4;3;4;2008;86;59
390;4;3;5;2006;38;51
391;4;3;5;2007;23;32
392;4;3;5;2008;26;41
393;4;3;6;2006;326;76
394;4;3;6;2007;269;64
395;4;3;6;2008;272;63
396;4;3;7;2006;740;88
397;4;3;7;2007;644;78
398;4;3;7;2008;635;77
399;4;4;1;2006;0;0
400;4;4;1;2007;94;4
401;4;4;1;2008;104;5
402;4;4;2;2006;0;0
403;4;4;2;2007;16;3
404;4;4;2;2008;13;3
405;4;4;3;2006;0;0
406;4;4;3;2007;4;1
407;4;4;3;2008;17;6
408;4;4;4;2006;0;0
409;4;4;4;2007;6;4
410;4;4;4;2008;6;4
411;4;4;5;2006;0;0
412;4;4;5;2007;6;8
413;4;4;5;2008;0;0
414;4;4;6;2006;0;0
415;4;4;6;2007;20;5
416;4;4;6;2008;21;5
417;4;4;7;2006;0;0
418;4;4;7;2007;42;5
419;4;4;7;2008;47;6
420;5;0;1;2006;2282;100
421;5;0;1;2007;2273;100
422;5;0;1;2008;2256;100
423;5;0;2;2006;495;100
424;5;0;2;2007;496;100
425;5;0;2;2008;492;100
426;5;0;3;2006;293;100
427;5;0;3;2007;298;100
428;5;0;3;2008;299;100
429;5;0;4;2006;152;100
430;5;0;4;2007;153;100
431;5;0;4;2008;146;100
432;5;0;5;2006;74;100
433;5;0;5;2007;73;100
434;5;0;5;2008;63;100
435;5;0;6;2006;430;100
436;5;0;6;2007;423;100
437;5;0;6;2008;430;100
438;5;0;7;2006;838;100
439;5;0;7;2007;830;100
440;5;0;7;2008;827;100
441;5;1;1;2006;162;7
442;5;1;1;2007;184;8
443;5;1;1;2008;235;10
444;5;1;2;2006;56;11
445;5;1;2;2007;56;11
446;5;1;2;2008;75;15
447;5;1;3;2006;26;9
448;5;1;3;2007;43;14
449;5;1;3;2008;57;19
450;5;1;4;2006;10;7
451;5;1;4;2007;14;9
452;5;1;4;2008;18;12
453;5;1;5;2006;0;0
454;5;1;5;2007;0;0
455;5;1;5;2008;2;3
456;5;1;6;2006;24;6
457;5;1;6;2007;29;7
458;5;1;6;2008;30;7
459;5;1;7;2006;47;6
460;5;1;7;2007;41;5
461;5;1;7;2008;55;7
462;5;2;1;2006;420;18
463;5;2;1;2007;406;18
464;5;2;1;2008;437;19
465;5;2;2;2006;126;25
466;5;2;2;2007;132;27
467;5;2;2;2008;124;25
468;5;2;3;2006;81;28
469;5;2;3;2007;79;27
470;5;2;3;2008;84;28
471;5;2;4;2006;32;21
472;5;2;4;2007;23;15
473;5;2;4;2008;22;15
474;5;2;5;2006;16;22
475;5;2;5;2007;10;14
476;5;2;5;2008;5;8
477;5;2;6;2006;49;11
478;5;2;6;2007;35;8
479;5;2;6;2008;56;13
480;5;2;7;2006;117;14
481;5;2;7;2007;127;15
482;5;2;7;2008;147;18
483;5;3;1;2006;1700;74
484;5;3;1;2007;1587;70
485;5;3;1;2008;1488;66
486;5;3;2;2006;313;63
487;5;3;2;2007;289;58
488;5;3;2;2008;277;56
489;5;3;3;2006;186;63
490;5;3;3;2007;172;58
491;5;3;3;2008;146;49
492;5;3;4;2006;111;73
493;5;3;4;2007;107;70
494;5;3;4;2008;97;66
495;5;3;5;2006;59;80
496;5;3;5;2007;57;78
497;5;3;5;2008;56;89
498;5;3;6;2006;357;83
499;5;3;6;2007;336;79
500;5;3;6;2008;323;75
501;5;3;7;2006;675;81
502;5;3;7;2007;626;75
503;5;3;7;2008;588;71
504;5;4;1;2006;0;0
505;5;4;1;2007;96;4
506;5;4;1;2008;95;4
507;5;4;2;2006;0;0
508;5;4;2;2007;20;4
509;5;4;2;2008;16;3
510;5;4;3;2006;0;0
511;5;4;3;2007;4;1
512;5;4;3;2008;12;4
513;5;4;4;2006;0;0
514;5;4;4;2007;8;5
515;5;4;4;2008;9;6
516;5;4;5;2006;0;0
517;5;4;5;2007;6;8
518;5;4;5;2008;0;0
519;5;4;6;2006;0;0
520;5;4;6;2007;22;5
521;5;4;6;2008;21;5
522;5;4;7;2006;0;0
523;5;4;7;2007;36;4
524;5;4;7;2008;37;4
525;6;0;1;2006;2282;100
526;6;0;1;2007;2273;100
527;6;0;1;2008;2256;100
528;6;0;2;2006;495;100
529;6;0;2;2007;496;100
530;6;0;2;2008;492;100
531;6;0;3;2006;293;100
532;6;0;3;2007;298;100
533;6;0;3;2008;299;100
534;6;0;4;2006;152;100
535;6;0;4;2007;153;100
536;6;0;4;2008;146;100
537;6;0;5;2006;74;100
538;6;0;5;2007;73;100
539;6;0;5;2008;63;100
540;6;0;6;2006;430;100
541;6;0;6;2007;423;100
542;6;0;6;2008;430;100
543;6;0;7;2006;838;100
544;6;0;7;2007;830;100
545;6;0;7;2008;827;100
546;6;1;1;2006;191;8
547;6;1;1;2007;173;8
548;6;1;1;2008;152;7
549;6;1;2;2006;64;13
550;6;1;2;2007;60;12
551;6;1;2;2008;43;9
552;6;1;3;2006;12;4
553;6;1;3;2007;19;6
554;6;1;3;2008;11;4
555;6;1;4;2006;21;14
556;6;1;4;2007;8;5
557;6;1;4;2008;10;7
558;6;1;5;2006;12;16
559;6;1;5;2007;0;0
560;6;1;5;2008;7;11
561;6;1;6;2006;35;8
562;6;1;6;2007;46;11
563;6;1;6;2008;27;6
564;6;1;7;2006;47;6
565;6;1;7;2007;40;5
566;6;1;7;2008;54;7
567;6;2;1;2006;858;38
568;6;2;1;2007;656;29
569;6;2;1;2008;585;26
570;6;2;2;2006;226;46
571;6;2;2;2007;175;35
572;6;2;2;2008;157;32
573;6;2;3;2006;75;26
574;6;2;3;2007;67;22
575;6;2;3;2008;77;26
576;6;2;4;2006;44;29
577;6;2;4;2007;41;27
578;6;2;4;2008;31;21
579;6;2;5;2006;16;22
580;6;2;5;2007;13;18
581;6;2;5;2008;9;14
582;6;2;6;2006;160;37
583;6;2;6;2007;128;30
584;6;2;6;2008;104;24
585;6;2;7;2006;338;40
586;6;2;7;2007;232;28
587;6;2;7;2008;208;25
588;6;3;1;2006;1233;54
589;6;3;1;2007;1349;59
590;6;3;1;2008;1424;63
591;6;3;2;2006;205;41
592;6;3;2;2007;241;49
593;6;3;2;2008;272;55
594;6;3;3;2006;206;70
595;6;3;3;2007;207;69
596;6;3;3;2008;199;67
597;6;3;4;2006;87;57
598;6;3;4;2007;95;62
599;6;3;4;2008;96;66
600;6;3;5;2006;46;62
601;6;3;5;2007;54;74
602;6;3;5;2008;47;75
603;6;3;6;2006;235;55
604;6;3;6;2007;230;54
605;6;3;6;2008;278;65
606;6;3;7;2006;453;54
607;6;3;7;2007;522;63
608;6;3;7;2008;531;64
609;6;4;1;2006;0;0
610;6;4;1;2007;95;4
611;6;4;1;2008;95;4
612;6;4;2;2006;0;0
613;6;4;2;2007;20;4
614;6;4;2;2008;21;4
615;6;4;3;2006;0;0
616;6;4;3;2007;6;2
617;6;4;3;2008;11;4
618;6;4;4;2006;0;0
619;6;4;4;2007;8;5
620;6;4;4;2008;9;6
621;6;4;5;2006;0;0
622;6;4;5;2007;6;8
623;6;4;5;2008;0;0
624;6;4;6;2006;0;0
625;6;4;6;2007;19;4
626;6;4;6;2008;21;5
627;6;4;7;2006;0;0
628;6;4;7;2007;36;4
629;6;4;7;2008;33;4
630;7;0;1;2006;2282;100
631;7;0;1;2007;2273;100
632;7;0;1;2008;2256;100
633;7;0;2;2006;495;100
634;7;0;2;2007;496;100
635;7;0;2;2008;492;100
636;7;0;3;2006;293;100
637;7;0;3;2007;298;100
638;7;0;3;2008;299;100
639;7;0;4;2006;152;100
640;7;0;4;2007;153;100
641;7;0;4;2008;146;100
642;7;0;5;2006;74;100
643;7;0;5;2007;73;100
644;7;0;5;2008;63;100
645;7;0;6;2006;430;100
646;7;0;6;2007;423;100
647;7;0;6;2008;430;100
648;7;0;7;2006;838;100
649;7;0;7;2007;830;100
650;7;0;7;2008;827;100
651;7;1;1;2006;119;5
652;7;1;1;2007;157;7
653;7;1;1;2008;216;10
654;7;1;2;2006;24;5
655;7;1;2;2007;39;8
656;7;1;2;2008;51;10
657;7;1;3;2006;10;3
658;7;1;3;2007;24;8
659;7;1;3;2008;33;11
660;7;1;4;2006;14;9
661;7;1;4;2007;13;8
662;7;1;4;2008;19;13
663;7;1;5;2006;6;8
664;7;1;5;2007;0;0
665;7;1;5;2008;8;13
666;7;1;6;2006;28;7
667;7;1;6;2007;29;7
668;7;1;6;2008;29;7
669;7;1;7;2006;35;4
670;7;1;7;2007;52;6
671;7;1;7;2008;76;9
672;7;2;1;2006;545;24
673;7;2;1;2007;560;25
674;7;2;1;2008;525;23
675;7;2;2;2006;153;31
676;7;2;2;2007;130;26
677;7;2;2;2008;137;28
678;7;2;3;2006;64;22
679;7;2;3;2007;83;28
680;7;2;3;2008;68;23
681;7;2;4;2006;37;24
682;7;2;4;2007;40;26
683;7;2;4;2008;25;17
684;7;2;5;2006;13;18
685;7;2;5;2007;16;22
686;7;2;5;2008;17;27
687;7;2;6;2006;82;19
688;7;2;6;2007;87;21
689;7;2;6;2008;95;22
690;7;2;7;2006;197;24
691;7;2;7;2007;204;25
692;7;2;7;2008;183;22
693;7;3;1;2006;1619;71
694;7;3;1;2007;1461;64
695;7;3;1;2008;1410;63
696;7;3;2;2006;318;64
697;7;3;2;2007;307;62
698;7;3;2;2008;288;59
699;7;3;3;2006;219;75
700;7;3;3;2007;186;62
701;7;3;3;2008;184;62
702;7;3;4;2006;101;66
703;7;3;4;2007;91;59
704;7;3;4;2008;93;64
705;7;3;5;2006;56;76
706;7;3;5;2007;51;70
707;7;3;5;2008;38;60
708;7;3;6;2006;320;74
709;7;3;6;2007;287;68
710;7;3;6;2008;285;66
711;7;3;7;2006;606;72
712;7;3;7;2007;539;65
713;7;3;7;2008;521;63
714;7;4;1;2006;0;0
715;7;4;1;2007;94;4
716;7;4;1;2008;105;5
717;7;4;2;2006;0;0
718;7;4;2;2007;20;4
719;7;4;2;2008;15;3
720;7;4;3;2006;0;0
721;7;4;3;2007;6;2
722;7;4;3;2008;13;4
723;7;4;4;2006;0;0
724;7;4;4;2007;8;5
725;7;4;4;2008;9;6
726;7;4;5;2006;0;0
727;7;4;5;2007;6;8
728;7;4;5;2008;0;0
729;7;4;6;2006;0;0
730;7;4;6;2007;21;5
731;7;4;6;2008;21;5
732;7;4;7;2006;0;0
733;7;4;7;2007;34;4
734;7;4;7;2008;46;6
735;8;0;1;2006;2282;100
736;8;0;1;2007;2273;100
737;8;0;1;2008;2256;100
738;8;0;2;2006;495;100
739;8;0;2;2007;496;100
740;8;0;2;2008;492;100
741;8;0;3;2006;293;100
742;8;0;3;2007;298;100
743;8;0;3;2008;299;100
744;8;0;4;2006;152;100
745;8;0;4;2007;153;100
746;8;0;4;2008;146;100
747;8;0;5;2006;74;100
748;8;0;5;2007;73;100
749;8;0;5;2008;63;100
750;8;0;6;2006;430;100
751;8;0;6;2007;423;100
752;8;0;6;2008;430;100
753;8;0;7;2006;838;100
754;8;0;7;2007;830;100
755;8;0;7;2008;827;100
756;8;1;1;2006;398;17
757;8;1;1;2007;435;19
758;8;1;1;2008;472;21
759;8;1;2;2006;103;21
760;8;1;2;2007;106;21
761;8;1;2;2008;100;20
762;8;1;3;2006;62;21
763;8;1;3;2007;79;27
764;8;1;3;2008;86;29
765;8;1;4;2006;67;44
766;8;1;4;2007;67;44
767;8;1;4;2008;65;45
768;8;1;5;2006;23;31
769;8;1;5;2007;28;38
770;8;1;5;2008;39;62
771;8;1;6;2006;59;14
772;8;1;6;2007;56;13
773;8;1;6;2008;64;15
774;8;1;7;2006;85;10
775;8;1;7;2007;100;12
776;8;1;7;2008;118;14
777;8;2;1;2006;668;29
778;8;2;1;2007;576;25
779;8;2;1;2008;606;27
780;8;2;2;2006;179;36
781;8;2;2;2007;140;28
782;8;2;2;2008;174;35
783;8;2;3;2006;81;28
784;8;2;3;2007;92;31
785;8;2;3;2008;91;30
786;8;2;4;2006;24;16
787;8;2;4;2007;34;22
788;8;2;4;2008;23;16
789;8;2;5;2006;17;23
790;8;2;5;2007;24;33
791;8;2;5;2008;6;10
792;8;2;6;2006;126;29
793;8;2;6;2007;106;25
794;8;2;6;2008;92;21
795;8;2;7;2006;239;29
796;8;2;7;2007;180;22
797;8;2;7;2008;220;27
798;8;3;1;2006;1216;53
799;8;3;1;2007;1168;51
800;8;3;1;2008;1058;47
801;8;3;2;2006;213;43
802;8;3;2;2007;230;46
803;8;3;2;2008;198;40
804;8;3;3;2006;150;51
805;8;3;3;2007;123;41
806;8;3;3;2008;104;35
807;8;3;4;2006;61;40
808;8;3;4;2007;47;31
809;8;3;4;2008;50;34
810;8;3;5;2006;34;46
811;8;3;5;2007;15;21
812;8;3;5;2008;16;25
813;8;3;6;2006;245;57
814;8;3;6;2007;244;58
815;8;3;6;2008;250;58
816;8;3;7;2006;514;61
817;8;3;7;2007;509;61
818;8;3;7;2008;439;53
819;8;4;1;2006;0;0
820;8;4;1;2007;94;4
821;8;4;1;2008;120;5
822;8;4;2;2006;0;0
823;8;4;2;2007;20;4
824;8;4;2;2008;19;4
825;8;4;3;2006;0;0
826;8;4;3;2007;4;1
827;8;4;3;2008;17;6
828;8;4;4;2006;0;0
829;8;4;4;2007;6;4
830;8;4;4;2008;7;5
831;8;4;5;2006;0;0
832;8;4;5;2007;6;8
833;8;4;5;2008;2;3
834;8;4;6;2006;0;0
835;8;4;6;2007;17;4
836;8;4;6;2008;24;6
837;8;4;7;2006;0;0
838;8;4;7;2007;42;5
839;8;4;7;2008;50;6
840;9;0;1;2006;2282;100
841;9;0;1;2007;2273;100
842;9;0;1;2008;2256;100
843;9;0;2;2006;495;100
844;9;0;2;2007;496;100
845;9;0;2;2008;492;100
846;9;0;3;2006;293;100
847;9;0;3;2007;298;100
848;9;0;3;2008;299;100
849;9;0;4;2006;152;100
850;9;0;4;2007;153;100
851;9;0;4;2008;146;100
852;9;0;5;2006;74;100
853;9;0;5;2007;73;100
854;9;0;5;2008;63;100
855;9;0;6;2006;430;100
856;9;0;6;2007;423;100
857;9;0;6;2008;430;100
858;9;0;7;2006;838;100
859;9;0;7;2007;830;100
860;9;0;7;2008;827;100
861;9;1;1;2006;439;19
862;9;1;1;2007;413;18
863;9;1;1;2008;429;19
864;9;1;2;2006;83;17
865;9;1;2;2007;82;17
866;9;1;2;2008;78;16
867;9;1;3;2006;68;23
868;9;1;3;2007;73;24
869;9;1;3;2008;79;26
870;9;1;4;2006;72;47
871;9;1;4;2007;56;37
872;9;1;4;2008;55;38
873;9;1;5;2006;30;41
874;9;1;5;2007;41;56
875;9;1;5;2008;30;48
876;9;1;6;2006;88;20
877;9;1;6;2007;72;17
878;9;1;6;2008;70;16
879;9;1;7;2006;98;12
880;9;1;7;2007;89;11
881;9;1;7;2008;116;14
882;9;2;1;2006;673;29
883;9;2;1;2007;628;28
884;9;2;1;2008;641;28
885;9;2;2;2006;177;36
886;9;2;2;2007;139;28
887;9;2;2;2008;169;34
888;9;2;3;2006;66;23
889;9;2;3;2007;94;32
890;9;2;3;2008;82;27
891;9;2;4;2006;38;25
892;9;2;4;2007;31;20
893;9;2;4;2008;31;21
894;9;2;5;2006;24;32
895;9;2;5;2007;15;21
896;9;2;5;2008;18;29
897;9;2;6;2006;109;25
898;9;2;6;2007;114;27
899;9;2;6;2008;106;25
900;9;2;7;2006;257;31
901;9;2;7;2007;235;28
902;9;2;7;2008;234;28
903;9;3;1;2006;1171;51
904;9;3;1;2007;1132;50
905;9;3;1;2008;1070;47
906;9;3;2;2006;235;47
907;9;3;2;2007;256;52
908;9;3;2;2008;227;46
909;9;3;3;2006;159;54
910;9;3;3;2007;121;41
911;9;3;3;2008;120;40
912;9;3;4;2006;41;27
913;9;3;4;2007;60;39
914;9;3;4;2008;52;36
915;9;3;5;2006;20;27
916;9;3;5;2007;11;15
917;9;3;5;2008;14;22
