ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1
396;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2006;72332.0
397;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2007;71209.0
398;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2008;68382.0
399;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2009;63166.0
400;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2010;55480.0
401;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2011;57795.0
402;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2012;56257.0
403;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2013;55942.0
404;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2014;56780.0
405;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2015;54945.0
406;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2016;54132.0
407;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2017;55494.0
408;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2018;57856.0
409;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2019;54307.0
410;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2020;52396.0
411;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2021;55352.0
412;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2022;51004.0
413;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2023;49622.0
414;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1955;
415;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1956;
416;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1957;
417;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1958;
418;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1959;
419;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1960;
420;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1961;
421;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1962;
422;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1963;
423;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1964;
424;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1965;
425;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1966;
426;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1967;
427;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1968;
428;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1969;
429;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1970;
430;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1971;
431;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1972;
432;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1973;
433;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1974;
434;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1975;
435;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1976;
436;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1977;
437;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1978;
438;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1979;
439;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1980;
440;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1981;
441;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1982;
442;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1983;
443;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1984;
444;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1985;
445;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1986;
446;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1987;
447;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1988;
448;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1989;
449;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1990;
450;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1991;
451;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1992;
452;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1993;
453;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1994;
454;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1995;
455;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1996;
456;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1997;54445.0
457;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1998;54686.0
458;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;1999;59100.0
459;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2000;54143.0
460;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2001;56623.0
461;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2002;55684.0
462;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2003;57518.0
463;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2004;61413.0
464;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2005;58900.0
465;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2006;60201.0
466;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2007;59846.0
467;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2008;58881.0
468;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2009;52405.0
469;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2010;50962.0
470;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2011;53463.0
471;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2012;50461.0
472;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2013;48280.0
473;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2014;49845.0
474;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2015;47302.0
475;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2016;46731.0
476;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2017;48571.0
477;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2018;47955.0
478;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2019;45890.0
479;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2020;46869.0
480;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2021;47170.0
481;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2022;42046.0
482;Beroeps- en eigen vervoer;Bilateraal, gelost in Nederland;2023;41406.0
483;Beroeps- en eigen vervoer;Cabotagevervoer;1955;
484;Beroeps- en eigen vervoer;Cabotagevervoer;1956;
485;Beroeps- en eigen vervoer;Cabotagevervoer;1957;
486;Beroeps- en eigen vervoer;Cabotagevervoer;1958;
487;Beroeps- en eigen vervoer;Cabotagevervoer;1959;
488;Beroeps- en eigen vervoer;Cabotagevervoer;1960;
489;Beroeps- en eigen vervoer;Cabotagevervoer;1961;
490;Beroeps- en eigen vervoer;Cabotagevervoer;1962;
491;Beroeps- en eigen vervoer;Cabotagevervoer;1963;
492;Beroeps- en eigen vervoer;Cabotagevervoer;1964;
493;Beroeps- en eigen vervoer;Cabotagevervoer;1965;
494;Beroeps- en eigen vervoer;Cabotagevervoer;1966;
495;Beroeps- en eigen vervoer;Cabotagevervoer;1967;
496;Beroeps- en eigen vervoer;Cabotagevervoer;1968;
497;Beroeps- en eigen vervoer;Cabotagevervoer;1969;
498;Beroeps- en eigen vervoer;Cabotagevervoer;1970;
499;Beroeps- en eigen vervoer;Cabotagevervoer;1971;
500;Beroeps- en eigen vervoer;Cabotagevervoer;1972;
501;Beroeps- en eigen vervoer;Cabotagevervoer;1973;
502;Beroeps- en eigen vervoer;Cabotagevervoer;1974;
503;Beroeps- en eigen vervoer;Cabotagevervoer;1975;
504;Beroeps- en eigen vervoer;Cabotagevervoer;1976;
505;Beroeps- en eigen vervoer;Cabotagevervoer;1977;
506;Beroeps- en eigen vervoer;Cabotagevervoer;1978;
507;Beroeps- en eigen vervoer;Cabotagevervoer;1979;
508;Beroeps- en eigen vervoer;Cabotagevervoer;1980;
509;Beroeps- en eigen vervoer;Cabotagevervoer;1981;
510;Beroeps- en eigen vervoer;Cabotagevervoer;1982;
511;Beroeps- en eigen vervoer;Cabotagevervoer;1983;
512;Beroeps- en eigen vervoer;Cabotagevervoer;1984;
513;Beroeps- en eigen vervoer;Cabotagevervoer;1985;
514;Beroeps- en eigen vervoer;Cabotagevervoer;1986;
515;Beroeps- en eigen vervoer;Cabotagevervoer;1987;
516;Beroeps- en eigen vervoer;Cabotagevervoer;1988;
517;Beroeps- en eigen vervoer;Cabotagevervoer;1989;
518;Beroeps- en eigen vervoer;Cabotagevervoer;1990;
519;Beroeps- en eigen vervoer;Cabotagevervoer;1991;
520;Beroeps- en eigen vervoer;Cabotagevervoer;1992;
521;Beroeps- en eigen vervoer;Cabotagevervoer;1993;
522;Beroeps- en eigen vervoer;Cabotagevervoer;1994;
523;Beroeps- en eigen vervoer;Cabotagevervoer;1995;
524;Beroeps- en eigen vervoer;Cabotagevervoer;1996;
525;Beroeps- en eigen vervoer;Cabotagevervoer;1997;7967.0
526;Beroeps- en eigen vervoer;Cabotagevervoer;1998;8543.0
527;Beroeps- en eigen vervoer;Cabotagevervoer;1999;9885.0
528;Beroeps- en eigen vervoer;Cabotagevervoer;2000;9566.0
529;Beroeps- en eigen vervoer;Cabotagevervoer;2001;11603.0
530;Beroeps- en eigen vervoer;Cabotagevervoer;2002;9910.0
531;Beroeps- en eigen vervoer;Cabotagevervoer;2003;13047.0
532;Beroeps- en eigen vervoer;Cabotagevervoer;2004;14938.0
533;Beroeps- en eigen vervoer;Cabotagevervoer;2005;16905.0
534;Beroeps- en eigen vervoer;Cabotagevervoer;2006;14142.0
535;Beroeps- en eigen vervoer;Cabotagevervoer;2007;13689.0
536;Beroeps- en eigen vervoer;Cabotagevervoer;2008;16291.0
537;Beroeps- en eigen vervoer;Cabotagevervoer;2009;12947.0
538;Beroeps- en eigen vervoer;Cabotagevervoer;2010;16172.0
539;Beroeps- en eigen vervoer;Cabotagevervoer;2011;16848.0
540;Beroeps- en eigen vervoer;Cabotagevervoer;2012;16642.0
541;Beroeps- en eigen vervoer;Cabotagevervoer;2013;20703.0
542;Beroeps- en eigen vervoer;Cabotagevervoer;2014;17867.0
543;Beroeps- en eigen vervoer;Cabotagevervoer;2015;19580.0
544;Beroeps- en eigen vervoer;Cabotagevervoer;2016;18066.0
545;Beroeps- en eigen vervoer;Cabotagevervoer;2017;18287.0
546;Beroeps- en eigen vervoer;Cabotagevervoer;2018;17380.0
547;Beroeps- en eigen vervoer;Cabotagevervoer;2019;19259.0
548;Beroeps- en eigen vervoer;Cabotagevervoer;2020;16874.0
549;Beroeps- en eigen vervoer;Cabotagevervoer;2021;17168.0
550;Beroeps- en eigen vervoer;Cabotagevervoer;2022;16188.0
551;Beroeps- en eigen vervoer;Cabotagevervoer;2023;17724.0
552;Beroeps- en eigen vervoer;Derdelandenvervoer;1955;
553;Beroeps- en eigen vervoer;Derdelandenvervoer;1956;
554;Beroeps- en eigen vervoer;Derdelandenvervoer;1957;
555;Beroeps- en eigen vervoer;Derdelandenvervoer;1958;
556;Beroeps- en eigen vervoer;Derdelandenvervoer;1959;
557;Beroeps- en eigen vervoer;Derdelandenvervoer;1960;
558;Beroeps- en eigen vervoer;Derdelandenvervoer;1961;
559;Beroeps- en eigen vervoer;Derdelandenvervoer;1962;
560;Beroeps- en eigen vervoer;Derdelandenvervoer;1963;
561;Beroeps- en eigen vervoer;Derdelandenvervoer;1964;
562;Beroeps- en eigen vervoer;Derdelandenvervoer;1965;
563;Beroeps- en eigen vervoer;Derdelandenvervoer;1966;
564;Beroeps- en eigen vervoer;Derdelandenvervoer;1967;
565;Beroeps- en eigen vervoer;Derdelandenvervoer;1968;
566;Beroeps- en eigen vervoer;Derdelandenvervoer;1969;
567;Beroeps- en eigen vervoer;Derdelandenvervoer;1970;
568;Beroeps- en eigen vervoer;Derdelandenvervoer;1971;
569;Beroeps- en eigen vervoer;Derdelandenvervoer;1972;
570;Beroeps- en eigen vervoer;Derdelandenvervoer;1973;
571;Beroeps- en eigen vervoer;Derdelandenvervoer;1974;
572;Beroeps- en eigen vervoer;Derdelandenvervoer;1975;
573;Beroeps- en eigen vervoer;Derdelandenvervoer;1976;
574;Beroeps- en eigen vervoer;Derdelandenvervoer;1977;
575;Beroeps- en eigen vervoer;Derdelandenvervoer;1978;
576;Beroeps- en eigen vervoer;Derdelandenvervoer;1979;
577;Beroeps- en eigen vervoer;Derdelandenvervoer;1980;
578;Beroeps- en eigen vervoer;Derdelandenvervoer;1981;
579;Beroeps- en eigen vervoer;Derdelandenvervoer;1982;
580;Beroeps- en eigen vervoer;Derdelandenvervoer;1983;
581;Beroeps- en eigen vervoer;Derdelandenvervoer;1984;
582;Beroeps- en eigen vervoer;Derdelandenvervoer;1985;
583;Beroeps- en eigen vervoer;Derdelandenvervoer;1986;
584;Beroeps- en eigen vervoer;Derdelandenvervoer;1987;
585;Beroeps- en eigen vervoer;Derdelandenvervoer;1988;
586;Beroeps- en eigen vervoer;Derdelandenvervoer;1989;
587;Beroeps- en eigen vervoer;Derdelandenvervoer;1990;
588;Beroeps- en eigen vervoer;Derdelandenvervoer;1991;
589;Beroeps- en eigen vervoer;Derdelandenvervoer;1992;
590;Beroeps- en eigen vervoer;Derdelandenvervoer;1993;
591;Beroeps- en eigen vervoer;Derdelandenvervoer;1994;
592;Beroeps- en eigen vervoer;Derdelandenvervoer;1995;
593;Beroeps- en eigen vervoer;Derdelandenvervoer;1996;
594;Beroeps- en eigen vervoer;Derdelandenvervoer;1997;11519.0
595;Beroeps- en eigen vervoer;Derdelandenvervoer;1998;12283.0
596;Beroeps- en eigen vervoer;Derdelandenvervoer;1999;12911.0
597;Beroeps- en eigen vervoer;Derdelandenvervoer;2000;12719.0
598;Beroeps- en eigen vervoer;Derdelandenvervoer;2001;12393.0
599;Beroeps- en eigen vervoer;Derdelandenvervoer;2002;13423.0
600;Beroeps- en eigen vervoer;Derdelandenvervoer;2003;13682.0
601;Beroeps- en eigen vervoer;Derdelandenvervoer;2004;17347.0
602;Beroeps- en eigen vervoer;Derdelandenvervoer;2005;14000.0
603;Beroeps- en eigen vervoer;Derdelandenvervoer;2006;14013.0
604;Beroeps- en eigen vervoer;Derdelandenvervoer;2007;13202.0
605;Beroeps- en eigen vervoer;Derdelandenvervoer;2008;12990.0
606;Beroeps- en eigen vervoer;Derdelandenvervoer;2009;12104.0
607;Beroeps- en eigen vervoer;Derdelandenvervoer;2010;14158.0
608;Beroeps- en eigen vervoer;Derdelandenvervoer;2011;12820.0
609;Beroeps- en eigen vervoer;Derdelandenvervoer;2012;10911.0
610;Beroeps- en eigen vervoer;Derdelandenvervoer;2013;12154.0
611;Beroeps- en eigen vervoer;Derdelandenvervoer;2014;12096.0
612;Beroeps- en eigen vervoer;Derdelandenvervoer;2015;10731.0
613;Beroeps- en eigen vervoer;Derdelandenvervoer;2016;9119.0
614;Beroeps- en eigen vervoer;Derdelandenvervoer;2017;9595.0
615;Beroeps- en eigen vervoer;Derdelandenvervoer;2018;9173.0
616;Beroeps- en eigen vervoer;Derdelandenvervoer;2019;9415.0
617;Beroeps- en eigen vervoer;Derdelandenvervoer;2020;9293.0
618;Beroeps- en eigen vervoer;Derdelandenvervoer;2021;9541.0
619;Beroeps- en eigen vervoer;Derdelandenvervoer;2022;8190.0
620;Beroeps- en eigen vervoer;Derdelandenvervoer;2023;7571.0
621;Beroepsvervoer;Totaal;1955;
622;Beroepsvervoer;Totaal;1956;
623;Beroepsvervoer;Totaal;1957;
624;Beroepsvervoer;Totaal;1958;
625;Beroepsvervoer;Totaal;1959;
626;Beroepsvervoer;Totaal;1960;
627;Beroepsvervoer;Totaal;1961;
628;Beroepsvervoer;Totaal;1962;
629;Beroepsvervoer;Totaal;1963;
630;Beroepsvervoer;Totaal;1964;
631;Beroepsvervoer;Totaal;1965;
632;Beroepsvervoer;Totaal;1966;
633;Beroepsvervoer;Totaal;1967;
634;Beroepsvervoer;Totaal;1968;
635;Beroepsvervoer;Totaal;1969;
636;Beroepsvervoer;Totaal;1970;
637;Beroepsvervoer;Totaal;1971;
638;Beroepsvervoer;Totaal;1972;
639;Beroepsvervoer;Totaal;1973;
640;Beroepsvervoer;Totaal;1974;
641;Beroepsvervoer;Totaal;1975;
642;Beroepsvervoer;Totaal;1976;
643;Beroepsvervoer;Totaal;1977;
644;Beroepsvervoer;Totaal;1978;
645;Beroepsvervoer;Totaal;1979;
646;Beroepsvervoer;Totaal;1980;
647;Beroepsvervoer;Totaal;1981;
648;Beroepsvervoer;Totaal;1982;
649;Beroepsvervoer;Totaal;1983;
650;Beroepsvervoer;Totaal;1984;
651;Beroepsvervoer;Totaal;1985;
652;Beroepsvervoer;Totaal;1986;
653;Beroepsvervoer;Totaal;1987;
654;Beroepsvervoer;Totaal;1988;
655;Beroepsvervoer;Totaal;1989;
656;Beroepsvervoer;Totaal;1990;
657;Beroepsvervoer;Totaal;1991;
658;Beroepsvervoer;Totaal;1992;
659;Beroepsvervoer;Totaal;1993;
660;Beroepsvervoer;Totaal;1994;
661;Beroepsvervoer;Totaal;1995;
662;Beroepsvervoer;Totaal;1996;
663;Beroepsvervoer;Totaal;1997;443592.0
664;Beroepsvervoer;Totaal;1998;456906.0
665;Beroepsvervoer;Totaal;1999;501217.0
666;Beroepsvervoer;Totaal;2000;473827.0
667;Beroepsvervoer;Totaal;2001;487903.0
668;Beroepsvervoer;Totaal;2002;466918.0
669;Beroepsvervoer;Totaal;2003;471575.0
670;Beroepsvervoer;Totaal;2004;497451.0
671;Beroepsvervoer;Totaal;2005;483558.0
672;Beroepsvervoer;Totaal;2006;495676.0
673;Beroepsvervoer;Totaal;2007;524446.0
674;Beroepsvervoer;Totaal;2008;530989.0
675;Beroepsvervoer;Totaal;2009;485601.0
676;Beroepsvervoer;Totaal;2010;508001.0
677;Beroepsvervoer;Totaal;2011;500985.0
678;Beroepsvervoer;Totaal;2012;480511.0
679;Beroepsvervoer;Totaal;2013;481647.0
680;Beroepsvervoer;Totaal;2014;488280.0
681;Beroepsvervoer;Totaal;2015;494521.0
682;Beroepsvervoer;Totaal;2016;519654.0
683;Beroepsvervoer;Totaal;2017;535520.0
684;Beroepsvervoer;Totaal;2018;549105.0
685;Beroepsvervoer;Totaal;2019;550297.0
686;Beroepsvervoer;Totaal;2020;549667.0
687;Beroepsvervoer;Totaal;2021;564456.0
688;Beroepsvervoer;Totaal;2022;561205.0
689;Beroepsvervoer;Totaal;2023;519177.0
690;Beroepsvervoer;Binnenlands en bilateraal vervoer;1955;
691;Beroepsvervoer;Binnenlands en bilateraal vervoer;1956;
692;Beroepsvervoer;Binnenlands en bilateraal vervoer;1957;
693;Beroepsvervoer;Binnenlands en bilateraal vervoer;1958;
694;Beroepsvervoer;Binnenlands en bilateraal vervoer;1959;
695;Beroepsvervoer;Binnenlands en bilateraal vervoer;1960;
696;Beroepsvervoer;Binnenlands en bilateraal vervoer;1961;
697;Beroepsvervoer;Binnenlands en bilateraal vervoer;1962;
698;Beroepsvervoer;Binnenlands en bilateraal vervoer;1963;
699;Beroepsvervoer;Binnenlands en bilateraal vervoer;1964;
700;Beroepsvervoer;Binnenlands en bilateraal vervoer;1965;
701;Beroepsvervoer;Binnenlands en bilateraal vervoer;1966;
702;Beroepsvervoer;Binnenlands en bilateraal vervoer;1967;
703;Beroepsvervoer;Binnenlands en bilateraal vervoer;1968;
704;Beroepsvervoer;Binnenlands en bilateraal vervoer;1969;
705;Beroepsvervoer;Binnenlands en bilateraal vervoer;1970;
706;Beroepsvervoer;Binnenlands en bilateraal vervoer;1971;
707;Beroepsvervoer;Binnenlands en bilateraal vervoer;1972;
708;Beroepsvervoer;Binnenlands en bilateraal vervoer;1973;
709;Beroepsvervoer;Binnenlands en bilateraal vervoer;1974;
710;Beroepsvervoer;Binnenlands en bilateraal vervoer;1975;
711;Beroepsvervoer;Binnenlands en bilateraal vervoer;1976;
712;Beroepsvervoer;Binnenlands en bilateraal vervoer;1977;
713;Beroepsvervoer;Binnenlands en bilateraal vervoer;1978;
714;Beroepsvervoer;Binnenlands en bilateraal vervoer;1979;
715;Beroepsvervoer;Binnenlands en bilateraal vervoer;1980;
716;Beroepsvervoer;Binnenlands en bilateraal vervoer;1981;
717;Beroepsvervoer;Binnenlands en bilateraal vervoer;1982;267171.0
718;Beroepsvervoer;Binnenlands en bilateraal vervoer;1983;252325.0
719;Beroepsvervoer;Binnenlands en bilateraal vervoer;1984;273270.0
720;Beroepsvervoer;Binnenlands en bilateraal vervoer;1985;280084.0
721;Beroepsvervoer;Binnenlands en bilateraal vervoer;1986;300745.0
722;Beroepsvervoer;Binnenlands en bilateraal vervoer;1987;315759.0
723;Beroepsvervoer;Binnenlands en bilateraal vervoer;1988;341806.0
724;Beroepsvervoer;Binnenlands en bilateraal vervoer;1989;331634.0
725;Beroepsvervoer;Binnenlands en bilateraal vervoer;1990;347017.0
726;Beroepsvervoer;Binnenlands en bilateraal vervoer;1991;351408.0
727;Beroepsvervoer;Binnenlands en bilateraal vervoer;1992;388268.0
728;Beroepsvervoer;Binnenlands en bilateraal vervoer;1993;391282.0
729;Beroepsvervoer;Binnenlands en bilateraal vervoer;1994;397134.0
730;Beroepsvervoer;Binnenlands en bilateraal vervoer;1995;412216.0
731;Beroepsvervoer;Binnenlands en bilateraal vervoer;1996;407143.0
732;Beroepsvervoer;Binnenlands en bilateraal vervoer;1997;424647.0
733;Beroepsvervoer;Binnenlands en bilateraal vervoer;1998;436486.0
734;Beroepsvervoer;Binnenlands en bilateraal vervoer;1999;479179.0
735;Beroepsvervoer;Binnenlands en bilateraal vervoer;2000;452341.0
736;Beroepsvervoer;Binnenlands en bilateraal vervoer;2001;464502.0
737;Beroepsvervoer;Binnenlands en bilateraal vervoer;2002;444093.0
738;Beroepsvervoer;Binnenlands en bilateraal vervoer;2003;445488.0
739;Beroepsvervoer;Binnenlands en bilateraal vervoer;2004;466410.0
740;Beroepsvervoer;Binnenlands en bilateraal vervoer;2005;454786.0
741;Beroepsvervoer;Binnenlands en bilateraal vervoer;2006;469727.0
742;Beroepsvervoer;Binnenlands en bilateraal vervoer;2007;499982.0
743;Beroepsvervoer;Binnenlands en bilateraal vervoer;2008;504383.0
744;Beroepsvervoer;Binnenlands en bilateraal vervoer;2009;461810.0
745;Beroepsvervoer;Binnenlands en bilateraal vervoer;2010;478575.0
746;Beroepsvervoer;Binnenlands en bilateraal vervoer;2011;472566.0
747;Beroepsvervoer;Binnenlands en bilateraal vervoer;2012;454690.0
748;Beroepsvervoer;Binnenlands en bilateraal vervoer;2013;450984.0
749;Beroepsvervoer;Binnenlands en bilateraal vervoer;2014;460212.0
750;Beroepsvervoer;Binnenlands en bilateraal vervoer;2015;465639.0
751;Beroepsvervoer;Binnenlands en bilateraal vervoer;2016;494164.0
752;Beroepsvervoer;Binnenlands en bilateraal vervoer;2017;508888.0
753;Beroepsvervoer;Binnenlands en bilateraal vervoer;2018;524250.0
754;Beroepsvervoer;Binnenlands en bilateraal vervoer;2019;523441.0
755;Beroepsvervoer;Binnenlands en bilateraal vervoer;2020;524856.0
756;Beroepsvervoer;Binnenlands en bilateraal vervoer;2021;540329.0
757;Beroepsvervoer;Binnenlands en bilateraal vervoer;2022;539228.0
758;Beroepsvervoer;Binnenlands en bilateraal vervoer;2023;497136.0
759;Beroepsvervoer;Binnenlands vervoer;1955;82518.0
760;Beroepsvervoer;Binnenlands vervoer;1956;86560.0
761;Beroepsvervoer;Binnenlands vervoer;1957;90033.0
762;Beroepsvervoer;Binnenlands vervoer;1958;83394.0
763;Beroepsvervoer;Binnenlands vervoer;1959;94259.0
764;Beroepsvervoer;Binnenlands vervoer;1960;104412.0
765;Beroepsvervoer;Binnenlands vervoer;1961;119477.0
766;Beroepsvervoer;Binnenlands vervoer;1962;128050.0
767;Beroepsvervoer;Binnenlands vervoer;1963;131875.0
768;Beroepsvervoer;Binnenlands vervoer;1964;142644.0
769;Beroepsvervoer;Binnenlands vervoer;1965;152119.0
770;Beroepsvervoer;Binnenlands vervoer;1966;160690.0
771;Beroepsvervoer;Binnenlands vervoer;1967;167074.0
772;Beroepsvervoer;Binnenlands vervoer;1968;176633.0
773;Beroepsvervoer;Binnenlands vervoer;1969;187650.0
774;Beroepsvervoer;Binnenlands vervoer;1970;195728.0
775;Beroepsvervoer;Binnenlands vervoer;1971;205789.0
776;Beroepsvervoer;Binnenlands vervoer;1972;208054.0
777;Beroepsvervoer;Binnenlands vervoer;1973;211948.0
778;Beroepsvervoer;Binnenlands vervoer;1974;217551.0
779;Beroepsvervoer;Binnenlands vervoer;1975;218311.0
780;Beroepsvervoer;Binnenlands vervoer;1976;226201.0
781;Beroepsvervoer;Binnenlands vervoer;1977;225717.0
782;Beroepsvervoer;Binnenlands vervoer;1978;243039.0
783;Beroepsvervoer;Binnenlands vervoer;1979;228822.0
784;Beroepsvervoer;Binnenlands vervoer;1980;228927.0
785;Beroepsvervoer;Binnenlands vervoer;1981;223174.0
786;Beroepsvervoer;Binnenlands vervoer;1982;222777.0
787;Beroepsvervoer;Binnenlands vervoer;1983;205763.0
788;Beroepsvervoer;Binnenlands vervoer;1984;224280.0
789;Beroepsvervoer;Binnenlands vervoer;1985;228010.0
790;Beroepsvervoer;Binnenlands vervoer;1986;243365.0
791;Beroepsvervoer;Binnenlands vervoer;1987;253128.0
792;Beroepsvervoer;Binnenlands vervoer;1988;271683.0
793;Beroepsvervoer;Binnenlands vervoer;1989;258189.0
794;Beroepsvervoer;Binnenlands vervoer;1990;268409.0
795;Beroepsvervoer;Binnenlands vervoer;1991;268874.0
796;Beroepsvervoer;Binnenlands vervoer;1992;298954.0
797;Beroepsvervoer;Binnenlands vervoer;1993;298370.0
798;Beroepsvervoer;Binnenlands vervoer;1994;297850.0
799;Beroepsvervoer;Binnenlands vervoer;1995;308172.0
800;Beroepsvervoer;Binnenlands vervoer;1996;304786.0
801;Beroepsvervoer;Binnenlands vervoer;1997;318852.0
802;Beroepsvervoer;Binnenlands vervoer;1998;329542.0
803;Beroepsvervoer;Binnenlands vervoer;1999;365057.0
804;Beroepsvervoer;Binnenlands vervoer;2000;346350.0
805;Beroepsvervoer;Binnenlands vervoer;2001;357145.0
806;Beroepsvervoer;Binnenlands vervoer;2002;335123.0
807;Beroepsvervoer;Binnenlands vervoer;2003;337728.0
808;Beroepsvervoer;Binnenlands vervoer;2004;348839.0
809;Beroepsvervoer;Binnenlands vervoer;2005;340030.0
810;Beroepsvervoer;Binnenlands vervoer;2006;353637.0
811;Beroepsvervoer;Binnenlands vervoer;2007;387781.0
812;Beroepsvervoer;Binnenlands vervoer;2008;391745.0
813;Beroepsvervoer;Binnenlands vervoer;2009;360931.0
814;Beroepsvervoer;Binnenlands vervoer;2010;383125.0
815;Beroepsvervoer;Binnenlands vervoer;2011;373490.0
816;Beroepsvervoer;Binnenlands vervoer;2012;359362.0
817;Beroepsvervoer;Binnenlands vervoer;2013;359687.0
818;Beroepsvervoer;Binnenlands vervoer;2014;366153.0
819;Beroepsvervoer;Binnenlands vervoer;2015;375984.0
820;Beroepsvervoer;Binnenlands vervoer;2016;405529.0
821;Beroepsvervoer;Binnenlands vervoer;2017;416498.0
822;Beroepsvervoer;Binnenlands vervoer;2018;430261.0
