ID;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemersvertrouwen_1
822;45+47 Detailhandel en automobielbranche;2022 3e kwartaal;1.7
823;45+47 Detailhandel en automobielbranche;2022 4e kwartaal;1.8
824;45+47 Detailhandel en automobielbranche;2023 1e kwartaal;5.0
825;45+47 Detailhandel en automobielbranche;2023 2e kwartaal;6.6
826;45 Autohandel en -reparatie;2008 4e kwartaal;-23.2
827;45 Autohandel en -reparatie;2009 1e kwartaal;-43.3
828;45 Autohandel en -reparatie;2009 2e kwartaal;-43.3
829;45 Autohandel en -reparatie;2009 3e kwartaal;-26.6
830;45 Autohandel en -reparatie;2009 4e kwartaal;-30.0
831;45 Autohandel en -reparatie;2010 1e kwartaal;-9.5
832;45 Autohandel en -reparatie;2010 2e kwartaal;4.8
833;45 Autohandel en -reparatie;2010 3e kwartaal;-3.5
834;45 Autohandel en -reparatie;2010 4e kwartaal;2.8
835;45 Autohandel en -reparatie;2011 1e kwartaal;10.2
836;45 Autohandel en -reparatie;2011 2e kwartaal;3.4
837;45 Autohandel en -reparatie;2011 3e kwartaal;-0.5
838;45 Autohandel en -reparatie;2011 4e kwartaal;-4.2
839;45 Autohandel en -reparatie;2012 1e kwartaal;-14.8
840;45 Autohandel en -reparatie;2012 2e kwartaal;-20.9
841;45 Autohandel en -reparatie;2012 3e kwartaal;-24.6
842;45 Autohandel en -reparatie;2012 4e kwartaal;-32.8
843;45 Autohandel en -reparatie;2013 1e kwartaal;-23.2
844;45 Autohandel en -reparatie;2013 2e kwartaal;-25.9
845;45 Autohandel en -reparatie;2013 3e kwartaal;-11.9
846;45 Autohandel en -reparatie;2013 4e kwartaal;-16.0
847;45 Autohandel en -reparatie;2014 1e kwartaal;1.0
848;45 Autohandel en -reparatie;2014 2e kwartaal;-12.8
849;45 Autohandel en -reparatie;2014 3e kwartaal;-4.3
850;45 Autohandel en -reparatie;2014 4e kwartaal;-4.7
851;45 Autohandel en -reparatie;2015 1e kwartaal;-3.7
852;45 Autohandel en -reparatie;2015 2e kwartaal;2.7
853;45 Autohandel en -reparatie;2015 3e kwartaal;4.9
854;45 Autohandel en -reparatie;2015 4e kwartaal;11.4
855;45 Autohandel en -reparatie;2016 1e kwartaal;0.9
856;45 Autohandel en -reparatie;2016 2e kwartaal;-0.9
857;45 Autohandel en -reparatie;2016 3e kwartaal;4.0
858;45 Autohandel en -reparatie;2016 4e kwartaal;-0.3
859;45 Autohandel en -reparatie;2017 1e kwartaal;2.7
860;45 Autohandel en -reparatie;2017 2e kwartaal;9.1
861;45 Autohandel en -reparatie;2017 3e kwartaal;6.3
862;45 Autohandel en -reparatie;2017 4e kwartaal;7.4
863;45 Autohandel en -reparatie;2018 1e kwartaal;9.2
864;45 Autohandel en -reparatie;2018 2e kwartaal;6.7
865;45 Autohandel en -reparatie;2018 3e kwartaal;-0.8
866;45 Autohandel en -reparatie;2018 4e kwartaal;2.7
867;45 Autohandel en -reparatie;2019 1e kwartaal;-5.1
868;45 Autohandel en -reparatie;2019 2e kwartaal;-5.3
869;45 Autohandel en -reparatie;2019 3e kwartaal;-12.7
870;45 Autohandel en -reparatie;2019 4e kwartaal;-7.2
871;45 Autohandel en -reparatie;2020 1e kwartaal;-7.6
872;45 Autohandel en -reparatie;2020 2e kwartaal;-46.9
873;45 Autohandel en -reparatie;2020 3e kwartaal;-9.0
874;45 Autohandel en -reparatie;2020 4e kwartaal;-6.9
875;45 Autohandel en -reparatie;2021 1e kwartaal;-20.5
876;45 Autohandel en -reparatie;2021 2e kwartaal;-6.2
877;45 Autohandel en -reparatie;2021 3e kwartaal;16.1
878;45 Autohandel en -reparatie;2021 4e kwartaal;4.8
879;45 Autohandel en -reparatie;2022 1e kwartaal;1.7
880;45 Autohandel en -reparatie;2022 2e kwartaal;4.5
881;45 Autohandel en -reparatie;2022 3e kwartaal;3.4
882;45 Autohandel en -reparatie;2022 4e kwartaal;5.5
883;45 Autohandel en -reparatie;2023 1e kwartaal;11.6
884;45 Autohandel en -reparatie;2023 2e kwartaal;4.0
885;46 Groothandel en handelsbemiddeling;2008 4e kwartaal;-3.9
886;46 Groothandel en handelsbemiddeling;2009 1e kwartaal;-33.1
887;46 Groothandel en handelsbemiddeling;2009 2e kwartaal;-46.1
888;46 Groothandel en handelsbemiddeling;2009 3e kwartaal;-28.3
889;46 Groothandel en handelsbemiddeling;2009 4e kwartaal;-16.2
890;46 Groothandel en handelsbemiddeling;2010 1e kwartaal;-9.1
891;46 Groothandel en handelsbemiddeling;2010 2e kwartaal;5.1
892;46 Groothandel en handelsbemiddeling;2010 3e kwartaal;2.8
893;46 Groothandel en handelsbemiddeling;2010 4e kwartaal;7.2
894;46 Groothandel en handelsbemiddeling;2011 1e kwartaal;14.0
895;46 Groothandel en handelsbemiddeling;2011 2e kwartaal;20.1
896;46 Groothandel en handelsbemiddeling;2011 3e kwartaal;8.3
897;46 Groothandel en handelsbemiddeling;2011 4e kwartaal;-4.5
898;46 Groothandel en handelsbemiddeling;2012 1e kwartaal;-6.7
899;46 Groothandel en handelsbemiddeling;2012 2e kwartaal;-6.5
900;46 Groothandel en handelsbemiddeling;2012 3e kwartaal;-11.7
901;46 Groothandel en handelsbemiddeling;2012 4e kwartaal;-14.9
902;46 Groothandel en handelsbemiddeling;2013 1e kwartaal;-21.6
903;46 Groothandel en handelsbemiddeling;2013 2e kwartaal;-22.0
904;46 Groothandel en handelsbemiddeling;2013 3e kwartaal;-11.7
905;46 Groothandel en handelsbemiddeling;2013 4e kwartaal;-1.5
906;46 Groothandel en handelsbemiddeling;2014 1e kwartaal;6.6
907;46 Groothandel en handelsbemiddeling;2014 2e kwartaal;12.3
908;46 Groothandel en handelsbemiddeling;2014 3e kwartaal;10.8
909;46 Groothandel en handelsbemiddeling;2014 4e kwartaal;10.9
910;46 Groothandel en handelsbemiddeling;2015 1e kwartaal;5.9
911;46 Groothandel en handelsbemiddeling;2015 2e kwartaal;12.1
912;46 Groothandel en handelsbemiddeling;2015 3e kwartaal;20.3
913;46 Groothandel en handelsbemiddeling;2015 4e kwartaal;18.8
914;46 Groothandel en handelsbemiddeling;2016 1e kwartaal;19.2
915;46 Groothandel en handelsbemiddeling;2016 2e kwartaal;19.2
916;46 Groothandel en handelsbemiddeling;2016 3e kwartaal;17.5
917;46 Groothandel en handelsbemiddeling;2016 4e kwartaal;18.7
918;46 Groothandel en handelsbemiddeling;2017 1e kwartaal;25.2
919;46 Groothandel en handelsbemiddeling;2017 2e kwartaal;27.4
920;46 Groothandel en handelsbemiddeling;2017 3e kwartaal;30.2
921;46 Groothandel en handelsbemiddeling;2017 4e kwartaal;19.9
922;46 Groothandel en handelsbemiddeling;2018 1e kwartaal;29.3
923;46 Groothandel en handelsbemiddeling;2018 2e kwartaal;25.3
924;46 Groothandel en handelsbemiddeling;2018 3e kwartaal;27.8
925;46 Groothandel en handelsbemiddeling;2018 4e kwartaal;18.4
926;46 Groothandel en handelsbemiddeling;2019 1e kwartaal;15.3
927;46 Groothandel en handelsbemiddeling;2019 2e kwartaal;13.4
928;46 Groothandel en handelsbemiddeling;2019 3e kwartaal;12.9
929;46 Groothandel en handelsbemiddeling;2019 4e kwartaal;10.8
930;46 Groothandel en handelsbemiddeling;2020 1e kwartaal;12.3
931;46 Groothandel en handelsbemiddeling;2020 2e kwartaal;-34.0
932;46 Groothandel en handelsbemiddeling;2020 3e kwartaal;-19.0
933;46 Groothandel en handelsbemiddeling;2020 4e kwartaal;1.3
934;46 Groothandel en handelsbemiddeling;2021 1e kwartaal;0.0
935;46 Groothandel en handelsbemiddeling;2021 2e kwartaal;12.3
936;46 Groothandel en handelsbemiddeling;2021 3e kwartaal;25.9
937;46 Groothandel en handelsbemiddeling;2021 4e kwartaal;23.5
938;46 Groothandel en handelsbemiddeling;2022 1e kwartaal;9.9
939;46 Groothandel en handelsbemiddeling;2022 2e kwartaal;18.4
940;46 Groothandel en handelsbemiddeling;2022 3e kwartaal;7.7
941;46 Groothandel en handelsbemiddeling;2022 4e kwartaal;-2.7
942;46 Groothandel en handelsbemiddeling;2023 1e kwartaal;7.4
943;46 Groothandel en handelsbemiddeling;2023 2e kwartaal;12.0
944;47 Detailhandel (niet in auto’s);2008 4e kwartaal;13.8
945;47 Detailhandel (niet in auto’s);2009 1e kwartaal;-3.0
946;47 Detailhandel (niet in auto’s);2009 2e kwartaal;-5.5
947;47 Detailhandel (niet in auto’s);2009 3e kwartaal;-4.7
948;47 Detailhandel (niet in auto’s);2009 4e kwartaal;-9.1
949;47 Detailhandel (niet in auto’s);2010 1e kwartaal;2.4
950;47 Detailhandel (niet in auto’s);2010 2e kwartaal;2.0
951;47 Detailhandel (niet in auto’s);2010 3e kwartaal;0.5
952;47 Detailhandel (niet in auto’s);2010 4e kwartaal;8.0
953;47 Detailhandel (niet in auto’s);2011 1e kwartaal;2.3
954;47 Detailhandel (niet in auto’s);2011 2e kwartaal;4.4
955;47 Detailhandel (niet in auto’s);2011 3e kwartaal;2.2
956;47 Detailhandel (niet in auto’s);2011 4e kwartaal;-1.9
957;47 Detailhandel (niet in auto’s);2012 1e kwartaal;0.3
958;47 Detailhandel (niet in auto’s);2012 2e kwartaal;1.1
959;47 Detailhandel (niet in auto’s);2012 3e kwartaal;2.9
960;47 Detailhandel (niet in auto’s);2012 4e kwartaal;-2.3
961;47 Detailhandel (niet in auto’s);2013 1e kwartaal;-3.4
962;47 Detailhandel (niet in auto’s);2013 2e kwartaal;-4.6
963;47 Detailhandel (niet in auto’s);2013 3e kwartaal;-4.5
964;47 Detailhandel (niet in auto’s);2013 4e kwartaal;-4.2
965;47 Detailhandel (niet in auto’s);2014 1e kwartaal;-4.0
966;47 Detailhandel (niet in auto’s);2014 2e kwartaal;3.4
967;47 Detailhandel (niet in auto’s);2014 3e kwartaal;5.9
968;47 Detailhandel (niet in auto’s);2014 4e kwartaal;7.1
969;47 Detailhandel (niet in auto’s);2015 1e kwartaal;2.5
970;47 Detailhandel (niet in auto’s);2015 2e kwartaal;9.0
971;47 Detailhandel (niet in auto’s);2015 3e kwartaal;7.7
972;47 Detailhandel (niet in auto’s);2015 4e kwartaal;7.4
973;47 Detailhandel (niet in auto’s);2016 1e kwartaal;9.0
974;47 Detailhandel (niet in auto’s);2016 2e kwartaal;3.2
975;47 Detailhandel (niet in auto’s);2016 3e kwartaal;7.5
976;47 Detailhandel (niet in auto’s);2016 4e kwartaal;9.0
977;47 Detailhandel (niet in auto’s);2017 1e kwartaal;12.0
978;47 Detailhandel (niet in auto’s);2017 2e kwartaal;9.0
979;47 Detailhandel (niet in auto’s);2017 3e kwartaal;15.1
980;47 Detailhandel (niet in auto’s);2017 4e kwartaal;14.7
981;47 Detailhandel (niet in auto’s);2018 1e kwartaal;14.8
982;47 Detailhandel (niet in auto’s);2018 2e kwartaal;2.4
983;47 Detailhandel (niet in auto’s);2018 3e kwartaal;8.6
984;47 Detailhandel (niet in auto’s);2018 4e kwartaal;12.6
985;47 Detailhandel (niet in auto’s);2019 1e kwartaal;4.9
986;47 Detailhandel (niet in auto’s);2019 2e kwartaal;10.9
987;47 Detailhandel (niet in auto’s);2019 3e kwartaal;7.6
988;47 Detailhandel (niet in auto’s);2019 4e kwartaal;12.9
989;47 Detailhandel (niet in auto’s);2020 1e kwartaal;5.7
990;47 Detailhandel (niet in auto’s);2020 2e kwartaal;-12.8
991;47 Detailhandel (niet in auto’s);2020 3e kwartaal;4.5
992;47 Detailhandel (niet in auto’s);2020 4e kwartaal;1.7
993;47 Detailhandel (niet in auto’s);2021 1e kwartaal;-10.4
994;47 Detailhandel (niet in auto’s);2021 2e kwartaal;-1.6
995;47 Detailhandel (niet in auto’s);2021 3e kwartaal;5.7
996;47 Detailhandel (niet in auto’s);2021 4e kwartaal;1.9
997;47 Detailhandel (niet in auto’s);2022 1e kwartaal;-5.0
998;47 Detailhandel (niet in auto’s);2022 2e kwartaal;1.8
999;47 Detailhandel (niet in auto’s);2022 3e kwartaal;1.6
1000;47 Detailhandel (niet in auto’s);2022 4e kwartaal;1.0
1001;47 Detailhandel (niet in auto’s);2023 1e kwartaal;3.5
1002;47 Detailhandel (niet in auto’s);2023 2e kwartaal;6.5
1003;49-96 Totaal dienstverlening;2008 4e kwartaal;-9.8
1004;49-96 Totaal dienstverlening;2009 1e kwartaal;-29.7
1005;49-96 Totaal dienstverlening;2009 2e kwartaal;-36.0
1006;49-96 Totaal dienstverlening;2009 3e kwartaal;-28.9
1007;49-96 Totaal dienstverlening;2009 4e kwartaal;-15.7
1008;49-96 Totaal dienstverlening;2010 1e kwartaal;-4.9
1009;49-96 Totaal dienstverlening;2010 2e kwartaal;4.9
1010;49-96 Totaal dienstverlening;2010 3e kwartaal;10.6
1011;49-96 Totaal dienstverlening;2010 4e kwartaal;12.2
1012;49-96 Totaal dienstverlening;2011 1e kwartaal;12.3
1013;49-96 Totaal dienstverlening;2011 2e kwartaal;14.3
1014;49-96 Totaal dienstverlening;2011 3e kwartaal;5.9
1015;49-96 Totaal dienstverlening;2011 4e kwartaal;-3.3
1016;49-96 Totaal dienstverlening;2012 1e kwartaal;-7.7
1017;49-96 Totaal dienstverlening;2012 2e kwartaal;-7.7
1018;49-96 Totaal dienstverlening;2012 3e kwartaal;-7.2
1019;49-96 Totaal dienstverlening;2012 4e kwartaal;-8.0
1020;49-96 Totaal dienstverlening;2013 1e kwartaal;-10.9
1021;49-96 Totaal dienstverlening;2013 2e kwartaal;-10.6
1022;49-96 Totaal dienstverlening;2013 3e kwartaal;-10.9
1023;49-96 Totaal dienstverlening;2013 4e kwartaal;-2.4
1024;49-96 Totaal dienstverlening;2014 1e kwartaal;2.5
1025;49-96 Totaal dienstverlening;2014 2e kwartaal;5.7
1026;49-96 Totaal dienstverlening;2014 3e kwartaal;2.8
1027;49-96 Totaal dienstverlening;2014 4e kwartaal;5.4
1028;49-96 Totaal dienstverlening;2015 1e kwartaal;9.4
1029;49-96 Totaal dienstverlening;2015 2e kwartaal;5.7
1030;49-96 Totaal dienstverlening;2015 3e kwartaal;7.1
1031;49-96 Totaal dienstverlening;2015 4e kwartaal;6.5
1032;49-96 Totaal dienstverlening;2016 1e kwartaal;10.1
1033;49-96 Totaal dienstverlening;2016 2e kwartaal;10.0
1034;49-96 Totaal dienstverlening;2016 3e kwartaal;7.1
1035;49-96 Totaal dienstverlening;2016 4e kwartaal;9.2
1036;49-96 Totaal dienstverlening;2017 1e kwartaal;13.9
1037;49-96 Totaal dienstverlening;2017 2e kwartaal;14.0
1038;49-96 Totaal dienstverlening;2017 3e kwartaal;14.9
1039;49-96 Totaal dienstverlening;2017 4e kwartaal;13.8
1040;49-96 Totaal dienstverlening;2018 1e kwartaal;17.0
1041;49-96 Totaal dienstverlening;2018 2e kwartaal;14.2
1042;49-96 Totaal dienstverlening;2018 3e kwartaal;15.1
1043;49-96 Totaal dienstverlening;2018 4e kwartaal;13.3
1044;49-96 Totaal dienstverlening;2019 1e kwartaal;9.4
1045;49-96 Totaal dienstverlening;2019 2e kwartaal;12.8
1046;49-96 Totaal dienstverlening;2019 3e kwartaal;11.5
1047;49-96 Totaal dienstverlening;2019 4e kwartaal;6.3
1048;49-96 Totaal dienstverlening;2020 1e kwartaal;6.4
1049;49-96 Totaal dienstverlening;2020 2e kwartaal;-47.1
1050;49-96 Totaal dienstverlening;2020 3e kwartaal;-28.1
1051;49-96 Totaal dienstverlening;2020 4e kwartaal;-6.1
1052;49-96 Totaal dienstverlening;2021 1e kwartaal;-11.1
1053;49-96 Totaal dienstverlening;2021 2e kwartaal;-2.4
1054;49-96 Totaal dienstverlening;2021 3e kwartaal;21.1
1055;49-96 Totaal dienstverlening;2021 4e kwartaal;23.3
1056;49-96 Totaal dienstverlening;2022 1e kwartaal;3.8
1057;49-96 Totaal dienstverlening;2022 2e kwartaal;21.6
1058;49-96 Totaal dienstverlening;2022 3e kwartaal;8.0
1059;49-96 Totaal dienstverlening;2022 4e kwartaal;-3.0
1060;49-96 Totaal dienstverlening;2023 1e kwartaal;6.7
1061;49-96 Totaal dienstverlening;2023 2e kwartaal;7.1
1062;H Vervoer en opslag;2008 4e kwartaal;-25.2
1063;H Vervoer en opslag;2009 1e kwartaal;-28.2
1064;H Vervoer en opslag;2009 2e kwartaal;-41.5
1065;H Vervoer en opslag;2009 3e kwartaal;-34.1
1066;H Vervoer en opslag;2009 4e kwartaal;-16.2
1067;H Vervoer en opslag;2010 1e kwartaal;-11.4
1068;H Vervoer en opslag;2010 2e kwartaal;2.3
1069;H Vervoer en opslag;2010 3e kwartaal;3.8
1070;H Vervoer en opslag;2010 4e kwartaal;4.9
1071;H Vervoer en opslag;2011 1e kwartaal;8.0
1072;H Vervoer en opslag;2011 2e kwartaal;8.8
1073;H Vervoer en opslag;2011 3e kwartaal;-2.8
1074;H Vervoer en opslag;2011 4e kwartaal;-15.5
1075;H Vervoer en opslag;2012 1e kwartaal;-14.4
1076;H Vervoer en opslag;2012 2e kwartaal;-11.9
1077;H Vervoer en opslag;2012 3e kwartaal;-4.8
1078;H Vervoer en opslag;2012 4e kwartaal;-7.1
1079;H Vervoer en opslag;2013 1e kwartaal;-17.7
1080;H Vervoer en opslag;2013 2e kwartaal;-19.0
1081;H Vervoer en opslag;2013 3e kwartaal;-13.8
1082;H Vervoer en opslag;2013 4e kwartaal;-4.4
1083;H Vervoer en opslag;2014 1e kwartaal;2.4
1084;H Vervoer en opslag;2014 2e kwartaal;1.0
1085;H Vervoer en opslag;2014 3e kwartaal;-0.1
1086;H Vervoer en opslag;2014 4e kwartaal;4.0
1087;H Vervoer en opslag;2015 1e kwartaal;4.0
1088;H Vervoer en opslag;2015 2e kwartaal;2.4
1089;H Vervoer en opslag;2015 3e kwartaal;2.9
1090;H Vervoer en opslag;2015 4e kwartaal;4.5
1091;H Vervoer en opslag;2016 1e kwartaal;2.6
1092;H Vervoer en opslag;2016 2e kwartaal;2.5
1093;H Vervoer en opslag;2016 3e kwartaal;2.3
1094;H Vervoer en opslag;2016 4e kwartaal;4.8
1095;H Vervoer en opslag;2017 1e kwartaal;8.1
1096;H Vervoer en opslag;2017 2e kwartaal;7.4
1097;H Vervoer en opslag;2017 3e kwartaal;7.5
1098;H Vervoer en opslag;2017 4e kwartaal;8.0
1099;H Vervoer en opslag;2018 1e kwartaal;12.1
1100;H Vervoer en opslag;2018 2e kwartaal;9.1
1101;H Vervoer en opslag;2018 3e kwartaal;7.6
1102;H Vervoer en opslag;2018 4e kwartaal;8.3
1103;H Vervoer en opslag;2019 1e kwartaal;-0.2
1104;H Vervoer en opslag;2019 2e kwartaal;8.4
1105;H Vervoer en opslag;2019 3e kwartaal;10.3
1106;H Vervoer en opslag;2019 4e kwartaal;0.0
1107;H Vervoer en opslag;2020 1e kwartaal;1.6
1108;H Vervoer en opslag;2020 2e kwartaal;-50.1
1109;H Vervoer en opslag;2020 3e kwartaal;-21.7
1110;H Vervoer en opslag;2020 4e kwartaal;-4.8
1111;H Vervoer en opslag;2021 1e kwartaal;2.9
1112;H Vervoer en opslag;2021 2e kwartaal;-3.9
1113;H Vervoer en opslag;2021 3e kwartaal;23.0
1114;H Vervoer en opslag;2021 4e kwartaal;20.2
1115;H Vervoer en opslag;2022 1e kwartaal;14.1
1116;H Vervoer en opslag;2022 2e kwartaal;13.1
1117;H Vervoer en opslag;2022 3e kwartaal;8.7
1118;H Vervoer en opslag;2022 4e kwartaal;-1.5
1119;H Vervoer en opslag;2023 1e kwartaal;3.5
1120;H Vervoer en opslag;2023 2e kwartaal;-3.4
1121;I Horeca;2008 4e kwartaal;-10.4
1122;I Horeca;2009 1e kwartaal;-29.6
1123;I Horeca;2009 2e kwartaal;-30.5
1124;I Horeca;2009 3e kwartaal;-29.4
1125;I Horeca;2009 4e kwartaal;-23.9
1126;I Horeca;2010 1e kwartaal;-4.0
1127;I Horeca;2010 2e kwartaal;4.3
1128;I Horeca;2010 3e kwartaal;8.6
1129;I Horeca;2010 4e kwartaal;15.4
1130;I Horeca;2011 1e kwartaal;6.1
1131;I Horeca;2011 2e kwartaal;9.4
1132;I Horeca;2011 3e kwartaal;11.4
1133;I Horeca;2011 4e kwartaal;-4.1
1134;I Horeca;2012 1e kwartaal;-5.2
1135;I Horeca;2012 2e kwartaal;-11.6
1136;I Horeca;2012 3e kwartaal;-16.7
1137;I Horeca;2012 4e kwartaal;-14.0
1138;I Horeca;2013 1e kwartaal;-17.5
1139;I Horeca;2013 2e kwartaal;-25.1
1140;I Horeca;2013 3e kwartaal;-21.5
1141;I Horeca;2013 4e kwartaal;-15.5
1142;I Horeca;2014 1e kwartaal;-4.1
1143;I Horeca;2014 2e kwartaal;9.5
1144;I Horeca;2014 3e kwartaal;2.8
1145;I Horeca;2014 4e kwartaal;4.8
1146;I Horeca;2015 1e kwartaal;6.8
1147;I Horeca;2015 2e kwartaal;7.1
1148;I Horeca;2015 3e kwartaal;10.8
1149;I Horeca;2015 4e kwartaal;13.2
1150;I Horeca;2016 1e kwartaal;10.3
1151;I Horeca;2016 2e kwartaal;13.4
1152;I Horeca;2016 3e kwartaal;9.7
1153;I Horeca;2016 4e kwartaal;13.3
1154;I Horeca;2017 1e kwartaal;14.9
1155;I Horeca;2017 2e kwartaal;19.8
1156;I Horeca;2017 3e kwartaal;21.5
1157;I Horeca;2017 4e kwartaal;13.0
1158;I Horeca;2018 1e kwartaal;18.4
1159;I Horeca;2018 2e kwartaal;12.0
1160;I Horeca;2018 3e kwartaal;12.3
1161;I Horeca;2018 4e kwartaal;11.2
1162;I Horeca;2019 1e kwartaal;11.9
1163;I Horeca;2019 2e kwartaal;8.6
1164;I Horeca;2019 3e kwartaal;7.4
1165;I Horeca;2019 4e kwartaal;1.9
1166;I Horeca;2020 1e kwartaal;0.2
1167;I Horeca;2020 2e kwartaal;-84.3
1168;I Horeca;2020 3e kwartaal;-52.4
1169;I Horeca;2020 4e kwartaal;-27.4
1170;I Horeca;2021 1e kwartaal;-57.1
1171;I Horeca;2021 2e kwartaal;-32.6
1172;I Horeca;2021 3e kwartaal;39.8
1173;I Horeca;2021 4e kwartaal;34.5
1174;I Horeca;2022 1e kwartaal;-35.3
1175;I Horeca;2022 2e kwartaal;40.9
1176;I Horeca;2022 3e kwartaal;15.5
1177;I Horeca;2022 4e kwartaal;-12.2
1178;I Horeca;2023 1e kwartaal;3.2
1179;I Horeca;2023 2e kwartaal;11.5
1180;J Informatie en communicatie;2008 4e kwartaal;16.2
1181;J Informatie en communicatie;2009 1e kwartaal;-22.2
1182;J Informatie en communicatie;2009 2e kwartaal;-35.2
1183;J Informatie en communicatie;2009 3e kwartaal;-28.8
1184;J Informatie en communicatie;2009 4e kwartaal;-10.0
1185;J Informatie en communicatie;2010 1e kwartaal;4.1
1186;J Informatie en communicatie;2010 2e kwartaal;6.8
1187;J Informatie en communicatie;2010 3e kwartaal;-5.8
1188;J Informatie en communicatie;2010 4e kwartaal;19.3
1189;J Informatie en communicatie;2011 1e kwartaal;7.9
1190;J Informatie en communicatie;2011 2e kwartaal;17.2
1191;J Informatie en communicatie;2011 3e kwartaal;15.8
1192;J Informatie en communicatie;2011 4e kwartaal;-7.8
1193;J Informatie en communicatie;2012 1e kwartaal;2.6
1194;J Informatie en communicatie;2012 2e kwartaal;-6.0
1195;J Informatie en communicatie;2012 3e kwartaal;-4.8
1196;J Informatie en communicatie;2012 4e kwartaal;-6.5
1197;J Informatie en communicatie;2013 1e kwartaal;-4.0
1198;J Informatie en communicatie;2013 2e kwartaal;-11.4
1199;J Informatie en communicatie;2013 3e kwartaal;-10.7
1200;J Informatie en communicatie;2013 4e kwartaal;-0.2
1201;J Informatie en communicatie;2014 1e kwartaal;7.0
1202;J Informatie en communicatie;2014 2e kwartaal;11.1
1203;J Informatie en communicatie;2014 3e kwartaal;5.8
1204;J Informatie en communicatie;2014 4e kwartaal;5.4
1205;J Informatie en communicatie;2015 1e kwartaal;16.6
1206;J Informatie en communicatie;2015 2e kwartaal;8.0
1207;J Informatie en communicatie;2015 3e kwartaal;6.4
1208;J Informatie en communicatie;2015 4e kwartaal;11.9
1209;J Informatie en communicatie;2016 1e kwartaal;9.1
1210;J Informatie en communicatie;2016 2e kwartaal;15.3
1211;J Informatie en communicatie;2016 3e kwartaal;15.5
1212;J Informatie en communicatie;2016 4e kwartaal;12.7
1213;J Informatie en communicatie;2017 1e kwartaal;11.5
1214;J Informatie en communicatie;2017 2e kwartaal;23.4
1215;J Informatie en communicatie;2017 3e kwartaal;17.1
1216;J Informatie en communicatie;2017 4e kwartaal;13.3
1217;J Informatie en communicatie;2018 1e kwartaal;15.2
1218;J Informatie en communicatie;2018 2e kwartaal;21.3
1219;J Informatie en communicatie;2018 3e kwartaal;24.6
1220;J Informatie en communicatie;2018 4e kwartaal;16.4
1221;J Informatie en communicatie;2019 1e kwartaal;13.7
1222;J Informatie en communicatie;2019 2e kwartaal;17.9
1223;J Informatie en communicatie;2019 3e kwartaal;25.0
1224;J Informatie en communicatie;2019 4e kwartaal;9.5
1225;J Informatie en communicatie;2020 1e kwartaal;10.5
1226;J Informatie en communicatie;2020 2e kwartaal;-22.1
1227;J Informatie en communicatie;2020 3e kwartaal;-20.5
1228;J Informatie en communicatie;2020 4e kwartaal;-4.5
1229;J Informatie en communicatie;2021 1e kwartaal;2.2
1230;J Informatie en communicatie;2021 2e kwartaal;4.9
1231;J Informatie en communicatie;2021 3e kwartaal;15.7
1232;J Informatie en communicatie;2021 4e kwartaal;21.8
1233;J Informatie en communicatie;2022 1e kwartaal;4.6
1234;J Informatie en communicatie;2022 2e kwartaal;17.2
1235;J Informatie en communicatie;2022 3e kwartaal;15.5
1236;J Informatie en communicatie;2022 4e kwartaal;5.9
1237;J Informatie en communicatie;2023 1e kwartaal;10.2
1238;J Informatie en communicatie;2023 2e kwartaal;13.4
1239;L Verhuur en handel van onroerend goed;2008 4e kwartaal;-14.2
1240;L Verhuur en handel van onroerend goed;2009 1e kwartaal;-23.6
1241;L Verhuur en handel van onroerend goed;2009 2e kwartaal;-12.6
1242;L Verhuur en handel van onroerend goed;2009 3e kwartaal;-29.9
1243;L Verhuur en handel van onroerend goed;2009 4e kwartaal;-14.2
1244;L Verhuur en handel van onroerend goed;2010 1e kwartaal;-10.4
1245;L Verhuur en handel van onroerend goed;2010 2e kwartaal;-12.9
1246;L Verhuur en handel van onroerend goed;2010 3e kwartaal;-1.3
1247;L Verhuur en handel van onroerend goed;2010 4e kwartaal;-3.1
1248;L Verhuur en handel van onroerend goed;2011 1e kwartaal;9.0
1249;L Verhuur en handel van onroerend goed;2011 2e kwartaal;6.5
1250;L Verhuur en handel van onroerend goed;2011 3e kwartaal;4.0
1251;L Verhuur en handel van onroerend goed;2011 4e kwartaal;-2.3
1252;L Verhuur en handel van onroerend goed;2012 1e kwartaal;-5.1
1253;L Verhuur en handel van onroerend goed;2012 2e kwartaal;-4.5
1254;L Verhuur en handel van onroerend goed;2012 3e kwartaal;-5.1
1255;L Verhuur en handel van onroerend goed;2012 4e kwartaal;-4.9
1256;L Verhuur en handel van onroerend goed;2013 1e kwartaal;-11.3
1257;L Verhuur en handel van onroerend goed;2013 2e kwartaal;-12.6
1258;L Verhuur en handel van onroerend goed;2013 3e kwartaal;-4.1
1259;L Verhuur en handel van onroerend goed;2013 4e kwartaal;2.2
1260;L Verhuur en handel van onroerend goed;2014 1e kwartaal;2.1
1261;L Verhuur en handel van onroerend goed;2014 2e kwartaal;5.1
1262;L Verhuur en handel van onroerend goed;2014 3e kwartaal;7.8
1263;L Verhuur en handel van onroerend goed;2014 4e kwartaal;6.1
1264;L Verhuur en handel van onroerend goed;2015 1e kwartaal;6.1
1265;L Verhuur en handel van onroerend goed;2015 2e kwartaal;9.2
