ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
770;Totaal woningen;Drogeham;Drogeham                                ;Buurt     ;BU00590102;1800.0;3100.0;
771;Totaal woningen;Augustinusga;Augustinusga                            ;Buurt     ;BU00590103;1900.0;3400.0;
772;Totaal woningen;Verspreide huizen Stroobos;Verspreide huizen Stroobos              ;Buurt     ;BU00590107;1850.0;3600.0;
773;Totaal woningen;Verspreide huizen Drogeham;Verspreide huizen Drogeham              ;Buurt     ;BU00590108;2700.0;4550.0;
774;Totaal woningen;Verspreide huizen Augustinusga;Verspreide huizen Augustinusga          ;Buurt     ;BU00590109;2350.0;4600.0;
775;Totaal woningen;Wijk 02 Zuid;Wijk 02 Zuid                            ;Wijk      ;WK005902  ;1850.0;3250.0;
776;Totaal woningen;Surhuisterveen;Surhuisterveen                          ;Buurt     ;BU00590200;1750.0;3000.0;
777;Totaal woningen;Harkema;Harkema                                 ;Buurt     ;BU00590201;1850.0;3300.0;
778;Totaal woningen;Surhuizum;Surhuizum                               ;Buurt     ;BU00590202;1900.0;3350.0;
779;Totaal woningen;Boelenslaan;Boelenslaan                             ;Buurt     ;BU00590203;1800.0;3250.0;
780;Totaal woningen;Verspreide huizen Surhuisterveen;Verspreide huizen Surhuisterveen        ;Buurt     ;BU00590206;1900.0;4200.0;
781;Totaal woningen;Verspreide huizen Harkema;Verspreide huizen Harkema               ;Buurt     ;BU00590207;2200.0;4250.0;
782;Totaal woningen;Verspreide huizen Surhuizum;Verspreide huizen Surhuizum             ;Buurt     ;BU00590208;2200.0;4100.0;
783;Totaal woningen;Verspreide huizen Boelenslaan;Verspreide huizen Boelenslaan           ;Buurt     ;BU00590209;2250.0;3750.0;
784;Totaal woningen;Ameland;Ameland                                 ;Gemeente  ;GM0060    ;1950.0;3550.0;
785;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK006000  ;1950.0;3550.0;
786;Totaal woningen;Nes;Nes                                     ;Buurt     ;BU00600000;2050.0;3650.0;
787;Totaal woningen;Buren;Buren                                   ;Buurt     ;BU00600001;2050.0;4000.0;
788;Totaal woningen;Ballum;Ballum                                  ;Buurt     ;BU00600002;1950.0;3350.0;
789;Totaal woningen;Hollum;Hollum                                  ;Buurt     ;BU00600003;1850.0;3350.0;
790;Totaal woningen;Verspreide huizen Ballum;Verspreide huizen Ballum                ;Buurt     ;BU00600007;2750.0;3550.0;
791;Totaal woningen;Verspreide huizen Nes;Verspreide huizen Nes                   ;Buurt     ;BU00600008;2650.0;;
792;Totaal woningen;Verspreide huizen Hollum;Verspreide huizen Hollum                ;Buurt     ;BU00600009;2550.0;3850.0;
793;Totaal woningen;het Bildt;het Bildt                               ;Gemeente  ;GM0063    ;1700.0;3000.0;
794;Totaal woningen;Wijk 00 West;Wijk 00 West                            ;Wijk      ;WK006300  ;1650.0;2950.0;
795;Totaal woningen;Sint Annaparochie;Sint Annaparochie                       ;Buurt     ;BU00630000;1550.0;2800.0;
796;Totaal woningen;Oude Bildtdijk Sint Annaparochie;Oude Bildtdijk Sint Annaparochie        ;Buurt     ;BU00630001;1900.0;3100.0;
797;Totaal woningen;Nieuwe Bildtdijk Sint Annaparochie;Nieuwe Bildtdijk Sint Annaparochie      ;Buurt     ;BU00630002;2000.0;3250.0;
798;Totaal woningen;Nij Altoenae;Nij Altoenae                            ;Buurt     ;BU00630003;1850.0;3150.0;
799;Totaal woningen;Sint Jacobiparochie;Sint Jacobiparochie                     ;Buurt     ;BU00630004;1700.0;3050.0;
800;Totaal woningen;Oude Bildtdijk Sint Jacobiparochie;Oude Bildtdijk Sint Jacobiparochie      ;Buurt     ;BU00630005;1850.0;2950.0;
801;Totaal woningen;Verspreide huizen Sint Annaparochie;Verspreide huizen Sint Annaparochie     ;Buurt     ;BU00630008;2150.0;4300.0;
802;Totaal woningen;Verspreide huizen Sint Jacobiparochie;Verspreide huizen Sint Jacobiparochie   ;Buurt     ;BU00630009;2200.0;3400.0;
803;Totaal woningen;Wijk 01 Oost;Wijk 01 Oost                            ;Wijk      ;WK006301  ;1850.0;3250.0;
804;Totaal woningen;Vrouwenparochie;Vrouwenparochie                         ;Buurt     ;BU00630100;1750.0;3100.0;
805;Totaal woningen;Oude Bildtzijl;Oude Bildtzijl                          ;Buurt     ;BU00630101;1850.0;3250.0;
806;Totaal woningen;Oude Bildtdijk Oude Bildtzijl;Oude Bildtdijk Oude Bildtzijl           ;Buurt     ;BU00630102;2000.0;2950.0;
807;Totaal woningen;Nieuwe Bildtzijl en Nieuwe Bildtdijk;Nieuwe Bildtzijl en Nieuwe Bildtdijk    ;Buurt     ;BU00630103;2000.0;2800.0;
808;Totaal woningen;Verspreide huizen Vrouwenparochie;Verspreide huizen Vrouwenparochie       ;Buurt     ;BU00630108;1850.0;4000.0;
809;Totaal woningen;Verspreide huizen Oude Bildtzijl;Verspreide huizen Oude Bildtzijl        ;Buurt     ;BU00630109;2000.0;4250.0;
810;Totaal woningen;Wijk 02 Zuid;Wijk 02 Zuid                            ;Wijk      ;WK006302  ;1800.0;3100.0;
811;Totaal woningen;Minnertsga;Minnertsga                              ;Buurt     ;BU00630200;1750.0;3000.0;
812;Totaal woningen;Verspreide huizen Minnertsga;Verspreide huizen Minnertsga            ;Buurt     ;BU00630201;2000.0;4150.0;
813;Totaal woningen;Franekeradeel;Franekeradeel                           ;Gemeente  ;GM0070    ;1650.0;3050.0;
814;Totaal woningen;Wijk 00 Franeker;Wijk 00 Franeker                        ;Wijk      ;WK007000  ;1600.0;2800.0;
815;Totaal woningen;Franeker Binnenstad;Franeker Binnenstad                     ;Buurt     ;BU00700000;1450.0;2350.0;
816;Totaal woningen;Professorenbuurt;Professorenbuurt                        ;Buurt     ;BU00700001;1450.0;2400.0;
817;Totaal woningen;Stationsbuurt, O. en Z. industrieterrein;Stationsbuurt, oostelijk en zuidelijk in;Buurt     ;BU00700002;2000.0;2800.0;
818;Totaal woningen;Vliet, Tuinen en Frisia;Vliet, Tuinen en Frisia                 ;Buurt     ;BU00700003;1750.0;3250.0;
819;Totaal woningen;Kaatsersbuurt;Kaatsersbuurt                           ;Buurt     ;BU00700004;1800.0;2850.0;
820;Totaal woningen;C. van Saarloosstraat en omgeving;C. van Saarloosstraat en omgeving       ;Buurt     ;BU00700005;1500.0;2550.0;
821;Totaal woningen;Hamburgerrak en Het Want;Hamburgerrak en Het Want                ;Buurt     ;BU00700006;1350.0;2750.0;
822;Totaal woningen;Schalsumerplan en Arkens;Schalsumerplan en Arkens                ;Buurt     ;BU00700007;1900.0;3200.0;
823;Totaal woningen;Watertoren, Bloemketerp en Zevenhuizen;Watertoren, Bloemketerp en Zevenhuizen  ;Buurt     ;BU00700008;1800.0;2900.0;
824;Totaal woningen;Verspreide huizen Franeker;Verspreide huizen Franeker              ;Buurt     ;BU00700009;2400.0;4350.0;
825;Totaal woningen;Wijk 01 Noord;Wijk 01 Noord                           ;Wijk      ;WK007001  ;1800.0;3050.0;
826;Totaal woningen;Dongjum;Dongjum                                 ;Buurt     ;BU00700100;1700.0;3150.0;
827;Totaal woningen;Firdgum;Firdgum                                 ;Buurt     ;BU00700101;2250.0;3450.0;
828;Totaal woningen;Klooster-Lidlum;Klooster-Lidlum                         ;Buurt     ;BU00700102;1850.0;5450.0;
829;Totaal woningen;Oosterbierum;Oosterbierum                            ;Buurt     ;BU00700103;1750.0;3000.0;
830;Totaal woningen;Tzummarum;Tzummarum                               ;Buurt     ;BU00700104;1800.0;2900.0;
831;Totaal woningen;Verspreide huizen Dongjum;Verspreide huizen Dongjum               ;Buurt     ;BU00700107;2050.0;3500.0;
832;Totaal woningen;Verspreide huizen Oosterbierum;Verspreide huizen Oosterbierum          ;Buurt     ;BU00700108;1950.0;3650.0;
833;Totaal woningen;Verspreide huizen Tzummarum;Verspreide huizen Tzummarum             ;Buurt     ;BU00700109;2150.0;3700.0;
834;Totaal woningen;Wijk 02 Noordoost;Wijk 02 Noordoost                       ;Wijk      ;WK007002  ;1950.0;3400.0;
835;Totaal woningen;Boer;Boer                                    ;Buurt     ;BU00700200;2000.0;3550.0;
836;Totaal woningen;Peins;Peins                                   ;Buurt     ;BU00700201;1850.0;3250.0;
837;Totaal woningen;Ried;Ried                                    ;Buurt     ;BU00700202;1800.0;3250.0;
838;Totaal woningen;Schalsum;Schalsum                                ;Buurt     ;BU00700203;2200.0;3650.0;
839;Totaal woningen;Zweins;Zweins                                  ;Buurt     ;BU00700204;2000.0;3700.0;
840;Totaal woningen;Verspreide huizen Peins;Verspreide huizen Peins                 ;Buurt     ;BU00700208;1950.0;3650.0;
841;Totaal woningen;Verspreide huizen Ried;Verspreide huizen Ried                  ;Buurt     ;BU00700209;2700.0;4150.0;
842;Totaal woningen;Wijk 03 Zuid;Wijk 03 Zuid                            ;Wijk      ;WK007003  ;1650.0;3150.0;
843;Totaal woningen;Achlum;Achlum                                  ;Buurt     ;BU00700300;1700.0;2950.0;
844;Totaal woningen;Hitzum;Hitzum                                  ;Buurt     ;BU00700301;1650.0;3050.0;
845;Totaal woningen;Tzum;Tzum                                    ;Buurt     ;BU00700302;1500.0;3000.0;
846;Totaal woningen;Verspreide huizen Achlum;Verspreide huizen Achlum                ;Buurt     ;BU00700307;;6000.0;
847;Totaal woningen;Verspreide huizen Hitzum;Verspreide huizen Hitzum                ;Buurt     ;BU00700308;2100.0;3650.0;
848;Totaal woningen;Verspreide huizen Tzum;Verspreide huizen Tzum                  ;Buurt     ;BU00700309;2200.0;4300.0;
849;Totaal woningen;Wijk 04 West;Wijk 04 West                            ;Wijk      ;WK007004  ;1750.0;3150.0;
850;Totaal woningen;Herbaijum;Herbaijum                               ;Buurt     ;BU00700400;1800.0;3500.0;
851;Totaal woningen;Pietersbierum;Pietersbierum                           ;Buurt     ;BU00700401;2300.0;4300.0;
852;Totaal woningen;Sexbierum;Sexbierum                               ;Buurt     ;BU00700402;1700.0;2950.0;
853;Totaal woningen;Verspreide huizen Herbaijum;Verspreide huizen Herbaijum             ;Buurt     ;BU00700407;1550.0;3350.0;
854;Totaal woningen;Verspreide huizen Pietersbierum;Verspreide huizen Pietersbierum         ;Buurt     ;BU00700408;1950.0;3100.0;
855;Totaal woningen;Verspreide huizen Sexbierum;Verspreide huizen Sexbierum             ;Buurt     ;BU00700409;2100.0;4500.0;
856;Totaal woningen;Wijk 05 Franeker Zuidoost;Wijk 05 Franeker Zuidoost               ;Wijk      ;WK007005  ;1650.0;3750.0;
857;Totaal woningen;Sexbierumerplan;Sexbierumerplan                         ;Buurt     ;BU00700500;1700.0;3150.0;
858;Totaal woningen;'t War, Witzens en Groot Lankum;'t War, Witzens en Groot Lankum         ;Buurt     ;BU00700501;1550.0;4200.0;
859;Totaal woningen;Franeker-Zuid;Franeker-Zuid                           ;Buurt     ;BU00700502;1800.0;3900.0;
860;Totaal woningen;Industriegeb. West en bedrijventerr. Kie;Industriegebied West en bedrijventerrein;Buurt     ;BU00700503;1900.0;4400.0;
861;Totaal woningen;Harlingen;Harlingen                               ;Gemeente  ;GM0072    ;1550.0;3000.0;
862;Totaal woningen;Wijk 00 Harlingen;Wijk 00 Harlingen                       ;Wijk      ;WK007200  ;1500.0;3000.0;
863;Totaal woningen;De Spiker en het industrieterrein Hermes;De Spiker en het industrieterrein Hermes;Buurt     ;BU00720001;1650.0;2800.0;
864;Totaal woningen;Trebolbuurt;Trebolbuurt                             ;Buurt     ;BU00720002;1550.0;2700.0;
865;Totaal woningen;Plan-Zuid;Plan-Zuid                               ;Buurt     ;BU00720003;1100.0;1950.0;
866;Totaal woningen;Oosterpark;Oosterpark                              ;Buurt     ;BU00720004;1500.0;3150.0;
867;Totaal woningen;Koningsbuurt;Koningsbuurt                            ;Buurt     ;BU00720005;1850.0;3400.0;
868;Totaal woningen;Binnenstad;Binnenstad                              ;Buurt     ;BU00720006;1550.0;2800.0;
869;Totaal woningen;Industriehaven en omgeving;                                        ;          ;          ;;;
870;Totaal woningen;Verspreide huizen Harlingen;Verspreide huizen Harlingen             ;Buurt     ;BU00720009;2200.0;3800.0;
871;Totaal woningen;Wijk 01 Midlum;Wijk 01 Midlum                          ;Wijk      ;WK007201  ;1900.0;3500.0;
872;Totaal woningen;Midlum;Midlum                                  ;Buurt     ;BU00720100;1850.0;3450.0;
873;Totaal woningen;Verspreide huizen Midlum;Verspreide huizen Midlum                ;Buurt     ;BU00720109;2300.0;3650.0;
874;Totaal woningen;Wijk 02 Wijnaldum;Wijk 02 Wijnaldum                       ;Wijk      ;WK007202  ;1850.0;3350.0;
875;Totaal woningen;Wijnaldum;Wijnaldum                               ;Buurt     ;BU00720200;1700.0;3300.0;
876;Totaal woningen;Verspreide huizen Wijnaldum;Verspreide huizen Wijnaldum             ;Buurt     ;BU00720209;2300.0;3350.0;
877;Totaal woningen;Heerenveen;Heerenveen                              ;Gemeente  ;GM0074    ;1600.0;3100.0;
878;Totaal woningen;Wijk 01 Heerenveen;Wijk 01 Heerenveen                      ;Wijk      ;WK007401  ;1450.0;2850.0;
879;Totaal woningen;Noord;Noord                                   ;Buurt     ;BU00740100;1600.0;2700.0;
880;Totaal woningen;Centrum;Centrum                                 ;Buurt     ;BU00740101;1200.0;2250.0;
881;Totaal woningen;Midden;Midden                                  ;Buurt     ;BU00740102;1400.0;2450.0;
882;Totaal woningen;Nijehaske;Nijehaske                               ;Buurt     ;BU00740103;1350.0;3150.0;
883;Totaal woningen;De Greiden;De Greiden                              ;Buurt     ;BU00740104;1550.0;2800.0;
884;Totaal woningen;De Heide;De Heide                                ;Buurt     ;BU00740105;2050.0;4300.0;
885;Totaal woningen;De Akkers;De Akkers                               ;Buurt     ;BU00740106;1400.0;2550.0;
886;Totaal woningen;Skoatterwald;Skoatterwald                            ;Buurt     ;BU00740107;1300.0;3750.0;
887;Totaal woningen;Het meer;Het Meer                                ;Buurt     ;BU00740108;2150.0;3750.0;
888;Totaal woningen;Nieuweschoot;Nieuweschoot                            ;Buurt     ;BU00740109;2350.0;4900.0;
889;Totaal woningen;Wijk 02 Noord-Heerenveen;Wijk 02 Noord-Heerenveen                ;Wijk      ;WK007402  ;2050.0;3900.0;
890;Totaal woningen;Terband;Terband                                 ;Buurt     ;BU00740201;2300.0;4400.0;
891;Totaal woningen;Luinjeberd;Luinjeberd                              ;Buurt     ;BU00740202;2150.0;3500.0;
892;Totaal woningen;Tjalleberd;Tjalleberd                              ;Buurt     ;BU00740203;1900.0;3800.0;
893;Totaal woningen;Gersloot;Gersloot                                ;Buurt     ;BU00740204;2100.0;4650.0;
894;Totaal woningen;Gersloot-polder;Gersloot-polder                         ;Buurt     ;BU00740205;2150.0;3950.0;
895;Totaal woningen;Wijk 03 Hoornsterzwaag;Wijk 03 Hoornsterzwaag                  ;Wijk      ;WK007403  ;1950.0;3850.0;
896;Totaal woningen;De Knipe;De Knipe                                ;Buurt     ;BU00740301;1900.0;3750.0;
897;Totaal woningen;Bontebok;Bontebok                                ;Buurt     ;BU00740302;2100.0;4150.0;
898;Totaal woningen;Wijk 04 Jubbega;Wijk 04 Jubbega                         ;Wijk      ;WK007404  ;1950.0;3600.0;
899;Totaal woningen;Oudeschoot;Oudeschoot                              ;Buurt     ;BU00740401;1600.0;3150.0;
900;Totaal woningen;Mildam;Mildam                                  ;Buurt     ;BU00740402;2150.0;3600.0;
901;Totaal woningen;Katlijk;Katlijk                                 ;Buurt     ;BU00740403;2200.0;4250.0;
902;Totaal woningen;Nieuwehorne;Nieuwehorne                             ;Buurt     ;BU00740404;1850.0;3350.0;
903;Totaal woningen;Oudehorne;Oudehorne                               ;Buurt     ;BU00740405;2300.0;4250.0;
904;Totaal woningen;Jubbega;Jubbega                                 ;Buurt     ;BU00740406;1950.0;3500.0;
905;Totaal woningen;Hoornsterzwaag;Hoornsterzwaag                          ;Buurt     ;BU00740407;2250.0;4150.0;
906;Totaal woningen;Wijk 06 Oranjewoud;Wijk 06 Oranjewoud                      ;Wijk      ;WK007406  ;2250.0;3750.0;
907;Totaal woningen;Oranjewoud;Oranjewoud                              ;Buurt     ;BU00740601;2250.0;3750.0;
908;Totaal woningen;Kollumerland en Nieuwkruisland;Kollumerland en Nieuwkruisland          ;Gemeente  ;GM0079    ;1800.0;3100.0;
909;Totaal woningen;Wijk 00 Kollum;Wijk 00 Kollum                          ;Wijk      ;WK007900  ;1750.0;2900.0;
910;Totaal woningen;Kollum;Kollum                                  ;Buurt     ;BU00790000;1750.0;2850.0;
911;Totaal woningen;Verspreide huizen Kollum;Verspreide huizen Kollum                ;Buurt     ;BU00790009;1950.0;3950.0;
912;Totaal woningen;Wijk 01 Oost;Wijk 01 Oost                            ;Wijk      ;WK007901  ;1900.0;3100.0;
913;Totaal woningen;Burum;Burum                                   ;Buurt     ;BU00790100;1900.0;3350.0;
914;Totaal woningen;Kollumerpomp;Kollumerpomp                            ;Buurt     ;BU00790101;1850.0;2950.0;
915;Totaal woningen;Warfstermolen;Warfstermolen                           ;Buurt     ;BU00790102;1750.0;3300.0;
916;Totaal woningen;Munnekezijl;Munnekezijl                             ;Buurt     ;BU00790103;1750.0;2650.0;
917;Totaal woningen;Augsbuurt;Augsbuurt                               ;Buurt     ;BU00790104;2100.0;4050.0;
918;Totaal woningen;Verspreide huizen Burum;Verspreide huizen Burum                 ;Buurt     ;BU00790106;2550.0;3600.0;
919;Totaal woningen;Verspreide huizen Kollumerpomp;Verspreide huizen Kollumerpomp          ;Buurt     ;BU00790107;2300.0;3500.0;
920;Totaal woningen;Verspreide huizen Warfstermolen;Verspreide huizen Warfstermolen         ;Buurt     ;BU00790108;2150.0;3450.0;
921;Totaal woningen;Verspreide huizen Munnekezijl;Verspreide huizen Munnekezijl           ;Buurt     ;BU00790109;2150.0;3150.0;
922;Totaal woningen;Wijk 02 Noordwest;Wijk 02 Noordwest                       ;Wijk      ;WK007902  ;1950.0;3500.0;
923;Totaal woningen;Oudwoude;Oudwoude                                ;Buurt     ;BU00790200;1900.0;3600.0;
924;Totaal woningen;Triemen;Triemen                                 ;Buurt     ;BU00790201;2000.0;3800.0;
925;Totaal woningen;Westergeest;Westergeest                             ;Buurt     ;BU00790202;2000.0;3200.0;
926;Totaal woningen;Verspreide huizen Oudwoude;Verspreide huizen Oudwoude              ;Buurt     ;BU00790208;1900.0;3850.0;
927;Totaal woningen;Verspreide huizen Westergeest;Verspreide huizen Westergeest           ;Buurt     ;BU00790209;2950.0;3400.0;
928;Totaal woningen;Wijk 03 Zuidwest;Wijk 03 Zuidwest                        ;Wijk      ;WK007903  ;1900.0;3250.0;
929;Totaal woningen;Kollumerzwaag;Kollumerzwaag                           ;Buurt     ;BU00790300;1900.0;3150.0;
930;Totaal woningen;Zwagerbosch;Zwagerbosch                             ;Buurt     ;BU00790301;1800.0;3500.0;
931;Totaal woningen;Veenklooster;Veenklooster                            ;Buurt     ;BU00790302;2100.0;3700.0;
932;Totaal woningen;Verspreide huizen Kollumerzwaag;Verspreide huizen Kollumerzwaag         ;Buurt     ;BU00790309;2300.0;3950.0;
933;Totaal woningen;Leeuwarden;Leeuwarden                              ;Gemeente  ;GM0080    ;1350.0;2650.0;
934;Totaal woningen;Wijk 10 Binnenstad;Wijk 10 Binnenstad                      ;Wijk      ;WK008010  ;1100.0;2050.0;
935;Totaal woningen;De Waag;De Waag                                 ;Buurt     ;BU00801001;1550.0;2500.0;
936;Totaal woningen;Nieuwestad;Nieuwestad                              ;Buurt     ;BU00801002;1300.0;2300.0;
937;Totaal woningen;Oldehove;Oldehove                                ;Buurt     ;BU00801003;1300.0;2600.0;
938;Totaal woningen;Grote Kerkbuurt;Grote Kerkbuurt                         ;Buurt     ;BU00801004;1100.0;2150.0;
939;Totaal woningen;Hoek;Hoek                                    ;Buurt     ;BU00801005;950.0;1500.0;
940;Totaal woningen;Blokhuisplein;Blokhuisplein                           ;Buurt     ;BU00801006;950.0;1600.0;
941;Totaal woningen;Zaailand;Zaailand                                ;Buurt     ;BU00801007;1000.0;2050.0;
942;Totaal woningen;Stationskwartier;Stationskwartier                        ;Buurt     ;BU00801008;1050.0;2100.0;
943;Totaal woningen;Wijk 20 Transvaalwijk & Rengerspark;Wijk 20 Transvaalwijk & Rengerspark     ;Wijk      ;WK008020  ;1550.0;2450.0;
944;Totaal woningen;Transvaalwijk;Transvaalwijk                           ;Buurt     ;BU00802001;1700.0;2700.0;
945;Totaal woningen;Bonifatius;Bonifatius                              ;Buurt     ;BU00802002;1900.0;3250.0;
946;Totaal woningen;Rengerspark;Rengerspark                             ;Buurt     ;BU00802003;1000.0;1600.0;
947;Totaal woningen;Wijk 21 Bilgaard & Havankpark e.o.;Wijk 21 Bilgaard & Havankpark en omgevin;Wijk      ;WK008021  ;1300.0;2400.0;
948;Totaal woningen;Bilgaard;Bilgaard                                ;Buurt     ;BU00802101;1250.0;2300.0;
949;Totaal woningen;Havankpark;Havankpark                              ;Buurt     ;BU00802102;1350.0;4050.0;
950;Totaal woningen;Vierhuisterweg en omgeving;Vierhuisterweg en omgeving              ;Buurt     ;BU00802103;2450.0;3700.0;
951;Totaal woningen;Wijk 22 Vrijheidswijk;Wijk 22 Vrijheidswijk                   ;Wijk      ;WK008022  ;1100.0;2400.0;
952;Totaal woningen;Vrijheidswijk-West;Vrijheidswijk-West                      ;Buurt     ;BU00802201;1100.0;2550.0;
953;Totaal woningen;Vrijheidswijk-Oost;Vrijheidswijk-Oost                      ;Buurt     ;BU00802202;950.0;2200.0;
954;Totaal woningen;Wijk 23 Lekkum en omgeving;Wijk 23 Lekkum en omgeving              ;Wijk      ;WK008023  ;1700.0;3050.0;
955;Totaal woningen;Lekkum;Lekkum                                  ;Buurt     ;BU00802301;1600.0;3000.0;
956;Totaal woningen;Snakkerburen;Snakkerburen                            ;Buurt     ;BU00802302;1700.0;2850.0;
957;Totaal woningen;Buitengebied Lekkum en Miedum;Buitengebied Lekkum en Miedum           ;Buurt     ;BU00802303;3100.0;5100.0;
958;Totaal woningen;Wijk 24 Blitsaerd;Wijk 24 Blitsaerd                       ;Wijk      ;WK008024  ;1650.0;4200.0;
959;Totaal woningen;Blitsaerd;Blitsaerd                               ;Buurt     ;BU00802401;1650.0;4200.0;
960;Totaal woningen;Wijk 30 Oldegalileën & Bloemenbuurt;Wijk 30 OldegalileÃ«n & Bloemenbuurt    ;Wijk      ;WK008030  ;1400.0;2250.0;
961;Totaal woningen;Oldegalileën;OldegalileÃ«n                           ;Buurt     ;BU00803001;1300.0;2250.0;
962;Totaal woningen;Bloemenbuurt;Bloemenbuurt                            ;Buurt     ;BU00803002;1450.0;2250.0;
963;Totaal woningen;Wijk 31 Tjerk Hiddes & Cambuursterhoek;Wijk 31 Tjerk Hiddes & Cambuursterhoek  ;Wijk      ;WK008031  ;1500.0;2600.0;
964;Totaal woningen;Cambuursterpad;Cambuursterpad                          ;Buurt     ;BU00803101;1400.0;2500.0;
965;Totaal woningen;Zamenhofpark;Zamenhofpark                            ;Buurt     ;BU00803102;1650.0;2750.0;
966;Totaal woningen;Cambuur;Cambuur                                 ;Buurt     ;BU00803103;1350.0;2650.0;
967;Totaal woningen;Wijk 32 't Vliet;Wijk 32 't Vliet                        ;Wijk      ;WK008032  ;1400.0;2350.0;
968;Totaal woningen;Zeeheldenbuurt;Zeeheldenbuurt                          ;Buurt     ;BU00803201;1350.0;2350.0;
969;Totaal woningen;Indische buurt;Indische buurt                          ;Buurt     ;BU00803202;1300.0;2200.0;
970;Totaal woningen;Molenpad;Molenpad                                ;Buurt     ;BU00803203;1550.0;2650.0;
971;Totaal woningen;Welgelegen;Welgelegen                              ;Buurt     ;BU00803204;1250.0;2350.0;
972;Totaal woningen;Wijk 33 Oranjewijk & Tulpenburg;Wijk 33 Oranjewijk & Tulpenburg         ;Wijk      ;WK008033  ;1550.0;2550.0;
973;Totaal woningen;Tulpenburg;Tulpenburg                              ;Buurt     ;BU00803301;1100.0;2400.0;
974;Totaal woningen;Oranjewijk;Oranjewijk                              ;Buurt     ;BU00803302;1700.0;2600.0;
975;Totaal woningen;Wijk 34 Heechterp;Wijk 34 Heechterp                       ;Wijk      ;WK008034  ;950.0;2100.0;
976;Totaal woningen;Heechterp;Heechterp                               ;Buurt     ;BU00803401;950.0;2100.0;
977;Totaal woningen;Wijk 35 Schieringen & De Centrale;Wijk 35 Schieringen & De Centrale       ;Wijk      ;WK008035  ;1150.0;2050.0;
978;Totaal woningen;Schieringen;Schieringen                             ;Buurt     ;BU00803501;1150.0;2050.0;
979;Totaal woningen;De Centrale;De Centrale                             ;Buurt     ;BU00803502;1350.0;3050.0;
980;Totaal woningen;Wijk 36 Camminghaburen;Wijk 36 Camminghaburen                  ;Wijk      ;WK008036  ;1150.0;3200.0;20.0
981;Totaal woningen;Camminghaburen-Noord;Camminghaburen-Noord                    ;Buurt     ;BU00803601;750.0;3150.0;51.0
982;Totaal woningen;Camminghaburen-Midden;Camminghaburen-Midden                   ;Buurt     ;BU00803602;1250.0;2950.0;
983;Totaal woningen;Camminghaburen-Zuid;Camminghaburen-Zuid                     ;Buurt     ;BU00803603;1550.0;3700.0;
984;Totaal woningen;Wijk 37 Grote Wielen & Kleine Wielen;Wijk 37 Grote Wielen & Kleine Wielen    ;Wijk      ;WK008037  ;2150.0;4300.0;
985;Totaal woningen;Grote Wielen;Grote Wielen                            ;Buurt     ;BU00803701;;;
986;Totaal woningen;Kleine Wielen;Kleine Wielen                           ;Buurt     ;BU00803702;2100.0;4250.0;
987;Totaal woningen;Wijk 38 Bedrijventerrein-Oost;Wijk 38 Bedrijventerrein-Oost           ;Wijk      ;WK008038  ;;;
988;Totaal woningen;Hemrik;Hemrik                                  ;Buurt     ;BU00803801;;;
989;Totaal woningen;Wijk 40 Achter de Hoven;Wijk 40 Achter de Hoven                 ;Wijk      ;WK008040  ;1450.0;2700.0;
990;Totaal woningen;Achter de Hoven;Achter de Hoven                         ;Buurt     ;BU00804001;1450.0;2700.0;
991;Totaal woningen;Wijk 41 Schepenbuurt;Wijk 41 Schepenbuurt                    ;Wijk      ;WK008041  ;1050.0;2150.0;
992;Totaal woningen;Schepenbuurt;Schepenbuurt                            ;Buurt     ;BU00804101;1050.0;2150.0;
993;Totaal woningen;Wijk 42 Wielenpôlle;Wijk 42 WielenpÃ´lle                    ;Wijk      ;WK008042  ;1500.0;2700.0;
994;Totaal woningen;Wielenpôlle;WielenpÃ´lle                            ;Buurt     ;BU00804201;1500.0;2700.0;
995;Totaal woningen;Wijk 43 Huizum-Oost;Wijk 43 Huizum-Oost                     ;Wijk      ;WK008043  ;1350.0;2700.0;
996;Totaal woningen;Huizum-Dorp;Huizum-Dorp                             ;Buurt     ;BU00804301;1150.0;2900.0;
997;Totaal woningen;Huizum-Sixma;Huizum-Sixma                            ;Buurt     ;BU00804302;1000.0;2750.0;
998;Totaal woningen;Huizum-Bornia;Huizum-Bornia                           ;Buurt     ;BU00804303;1500.0;2550.0;
999;Totaal woningen;Huizum-Badweg;Huizum-Badweg                           ;Buurt     ;BU00804304;1550.0;2400.0;
1000;Totaal woningen;Wijk 44 Huizum-West;Wijk 44 Huizum-West                     ;Wijk      ;WK008044  ;1400.0;2450.0;
1001;Totaal woningen;Hollanderwijk;Hollanderwijk                           ;Buurt     ;BU00804401;1350.0;2350.0;
1002;Totaal woningen;Gerard Dou;Gerard Dou                              ;Buurt     ;BU00804402;1600.0;2600.0;
1003;Totaal woningen;Julianapark;Julianapark                             ;Buurt     ;BU00804403;1750.0;2800.0;
1004;Totaal woningen;Jan van Scorelbuurt;Jan van Scorelbuurt                     ;Buurt     ;BU00804404;1100.0;2050.0;
