ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
85;451 Autohandel en reparatie;2009 1e kwartaal;103.7;-18.8
86;451 Autohandel en reparatie;2009 2e kwartaal;93.9;-20.5
87;451 Autohandel en reparatie;2009 3e kwartaal;87.2;-18.5
88;451 Autohandel en reparatie;2009 4e kwartaal;87.8;-11.2
89;451 Autohandel en reparatie;2009;93.1;-17.5
90;451 Autohandel en reparatie;2010 1e kwartaal;102.8;-0.9
91;451 Autohandel en reparatie;2010 2e kwartaal;101.0;7.5
92;451 Autohandel en reparatie;2010 3e kwartaal;96.0;10.1
93;451 Autohandel en reparatie;2010 4e kwartaal;100.2;14.2
94;451 Autohandel en reparatie;2010;100.0;7.4
95;451 Autohandel en reparatie;2011 1e kwartaal;115.7;12.6
96;451 Autohandel en reparatie;2011 2e kwartaal;111.0;10.0
97;451 Autohandel en reparatie;2011 3e kwartaal;100.5;4.7
98;451 Autohandel en reparatie;2011 4e kwartaal;100.4;0.1
99;451 Autohandel en reparatie;2011;106.9;6.9
100;451 Autohandel en reparatie;2012 1e kwartaal;109.7;-5.2
101;451 Autohandel en reparatie;2012 2e kwartaal;116.1;4.6
102;451 Autohandel en reparatie;2012 3e kwartaal;88.2;-12.3
103;451 Autohandel en reparatie;2012 4e kwartaal;90.3;-10.1
104;451 Autohandel en reparatie;2012;101.1;-5.5
105;451 Autohandel en reparatie;2013 1e kwartaal;90.6;-17.4
106;451 Autohandel en reparatie;2013 2e kwartaal;93.5;-19.5
107;451 Autohandel en reparatie;2013 3e kwartaal;85.7;-2.8
108;451 Autohandel en reparatie;2013 4e kwartaal ;106.2;17.7
109;451 Autohandel en reparatie;2013;94.0;-7.0
110;451 Autohandel en reparatie;2014 1e kwartaal;90.8;0.2
111;451 Autohandel en reparatie;2014 2e kwartaal;91.4;-2.2
112;451 Autohandel en reparatie;2014 3e kwartaal;84.9;-0.9
113;451 Autohandel en reparatie;2014 4e kwartaal;97.8;-8.0
114;451 Autohandel en reparatie;2014;91.2;-3.0
115;451 Autohandel en reparatie;2015 1e kwartaal;91.6;0.9
116;451 Autohandel en reparatie;2015 2e kwartaal;96.6;5.7
117;451 Autohandel en reparatie;2015 3e kwartaal;96.0;13.2
118;451 Autohandel en reparatie;2015 4e kwartaal;125.1;27.9
119;451 Autohandel en reparatie;2015;102.4;12.2
120;451 Autohandel en reparatie;2016 1e kwartaal;99.2;8.3
121;451 Autohandel en reparatie;2016 2e kwartaal;104.2;7.8
122;451 Autohandel en reparatie;2016 3e kwartaal;95.6;-0.4
123;451 Autohandel en reparatie;2016 4e kwartaal;112.2;-10.3
124;451 Autohandel en reparatie;2016;102.8;0.4
125;451 Autohandel en reparatie;2017 1e kwartaal;108.2;9.1
126;451 Autohandel en reparatie;2017 2e kwartaal;111.3;6.8
127;451 Autohandel en reparatie;2017 3e kwartaal;100.7;5.3
128;451 Autohandel en reparatie;2017 4e kwartaal;113.0;0.7
129;451 Autohandel en reparatie;2017;108.3;5.3
130;45111 Import van nieuwe personenauto's;2005 1e kwartaal;108.0;-4.4
131;45111 Import van nieuwe personenauto's;2005 2e kwartaal;122.2;5.2
132;45111 Import van nieuwe personenauto's;2005 3e kwartaal;104.8;2.9
133;45111 Import van nieuwe personenauto's;2005 4e kwartaal;121.2;-0.9
134;45111 Import van nieuwe personenauto's;2005;114.1;0.6
135;45111 Import van nieuwe personenauto's;2006 1e kwartaal;118.0;9.3
136;45111 Import van nieuwe personenauto's;2006 2e kwartaal;129.4;5.8
137;45111 Import van nieuwe personenauto's;2006 3e kwartaal;110.0;4.9
138;45111 Import van nieuwe personenauto's;2006 4e kwartaal;124.7;2.9
139;45111 Import van nieuwe personenauto's;2006;120.5;5.7
140;45111 Import van nieuwe personenauto's;2007 1e kwartaal;123.4;4.5
141;45111 Import van nieuwe personenauto's;2007 2e kwartaal;133.0;2.8
142;45111 Import van nieuwe personenauto's;2007 3e kwartaal;115.0;4.5
143;45111 Import van nieuwe personenauto's;2007 4e kwartaal;127.5;2.2
144;45111 Import van nieuwe personenauto's;2007;124.7;3.4
145;45111 Import van nieuwe personenauto's;2008 1e kwartaal;127.5;3.3
146;45111 Import van nieuwe personenauto's;2008 2e kwartaal;124.3;-6.5
147;45111 Import van nieuwe personenauto's;2008 3e kwartaal;108.0;-6.0
148;45111 Import van nieuwe personenauto's;2008 4e kwartaal;98.6;-22.6
149;45111 Import van nieuwe personenauto's;2008;114.6;-8.1
150;45111 Import van nieuwe personenauto's;2009 1e kwartaal;87.1;-31.6
151;45111 Import van nieuwe personenauto's;2009 2e kwartaal;83.2;-33.0
152;45111 Import van nieuwe personenauto's;2009 3e kwartaal;78.5;-27.3
153;45111 Import van nieuwe personenauto's;2009 4e kwartaal;86.3;-12.5
154;45111 Import van nieuwe personenauto's;2009;83.8;-26.9
155;45111 Import van nieuwe personenauto's;2010 1e kwartaal;93.9;7.7
156;45111 Import van nieuwe personenauto's;2010 2e kwartaal;99.8;19.9
157;45111 Import van nieuwe personenauto's;2010 3e kwartaal;96.5;22.9
158;45111 Import van nieuwe personenauto's;2010 4e kwartaal;109.9;27.3
159;45111 Import van nieuwe personenauto's;2010;100.0;19.3
160;45111 Import van nieuwe personenauto's;2011 1e kwartaal;116.1;23.7
161;45111 Import van nieuwe personenauto's;2011 2e kwartaal;115.8;16.0
162;45111 Import van nieuwe personenauto's;2011 3e kwartaal;103.5;7.3
163;45111 Import van nieuwe personenauto's;2011 4e kwartaal;115.4;5.0
164;45111 Import van nieuwe personenauto's;2011;112.7;12.7
165;45111 Import van nieuwe personenauto's;2012 1e kwartaal;116.2;0.0
166;45111 Import van nieuwe personenauto's;2012 2e kwartaal;144.4;24.7
167;45111 Import van nieuwe personenauto's;2012 3e kwartaal;86.6;-16.3
168;45111 Import van nieuwe personenauto's;2012 4e kwartaal;105.7;-8.4
169;45111 Import van nieuwe personenauto's;2012;113.2;0.5
170;45111 Import van nieuwe personenauto's;2013 1e kwartaal;89.3;-23.1
171;45111 Import van nieuwe personenauto's;2013 2e kwartaal;99.0;-31.4
172;45111 Import van nieuwe personenauto's;2013 3e kwartaal;88.3;1.9
173;45111 Import van nieuwe personenauto's;2013 4e kwartaal ;131.3;24.2
174;45111 Import van nieuwe personenauto's;2013;102.0;-9.9
175;45111 Import van nieuwe personenauto's;2014 1e kwartaal;90.2;1.0
176;45111 Import van nieuwe personenauto's;2014 2e kwartaal;98.5;-0.5
177;45111 Import van nieuwe personenauto's;2014 3e kwartaal;87.3;-1.1
178;45111 Import van nieuwe personenauto's;2014 4e kwartaal;118.1;-10.1
179;45111 Import van nieuwe personenauto's;2014;98.5;-3.4
180;45111 Import van nieuwe personenauto's;2015 1e kwartaal;88.0;-2.4
181;45111 Import van nieuwe personenauto's;2015 2e kwartaal;106.9;8.5
182;45111 Import van nieuwe personenauto's;2015 3e kwartaal;107.0;22.5
183;45111 Import van nieuwe personenauto's;2015 4e kwartaal;165.9;40.5
184;45111 Import van nieuwe personenauto's;2015;116.9;18.7
185;45111 Import van nieuwe personenauto's;2016 1e kwartaal;95.5;8.5
186;45111 Import van nieuwe personenauto's;2016 2e kwartaal;111.5;4.3
187;45111 Import van nieuwe personenauto's;2016 3e kwartaal;96.9;-9.4
188;45111 Import van nieuwe personenauto's;2016 4e kwartaal;139.2;-16.1
189;45111 Import van nieuwe personenauto's;2016;110.8;-5.3
190;45111 Import van nieuwe personenauto's;2017 1e kwartaal;103.4;8.3
191;45111 Import van nieuwe personenauto's;2017 2e kwartaal;123.0;10.3
192;45111 Import van nieuwe personenauto's;2017 3e kwartaal;103.6;6.9
193;45111 Import van nieuwe personenauto's;2017 4e kwartaal;140.1;0.6
194;45111 Import van nieuwe personenauto's;2017;117.5;6.1
195;45112 Handel en reparatie personenauto's;2005 1e kwartaal;116.3;-3.3
196;45112 Handel en reparatie personenauto's;2005 2e kwartaal;110.6;-1.5
197;45112 Handel en reparatie personenauto's;2005 3e kwartaal;101.7;-0.6
198;45112 Handel en reparatie personenauto's;2005 4e kwartaal;98.5;-1.2
199;45112 Handel en reparatie personenauto's;2005;106.8;-1.8
200;45112 Handel en reparatie personenauto's;2006 1e kwartaal;123.1;5.8
201;45112 Handel en reparatie personenauto's;2006 2e kwartaal;112.6;1.8
202;45112 Handel en reparatie personenauto's;2006 3e kwartaal;104.3;2.5
203;45112 Handel en reparatie personenauto's;2006 4e kwartaal;101.5;3.1
204;45112 Handel en reparatie personenauto's;2006;110.4;3.4
205;45112 Handel en reparatie personenauto's;2007 1e kwartaal;125.6;2.1
206;45112 Handel en reparatie personenauto's;2007 2e kwartaal;116.7;3.6
207;45112 Handel en reparatie personenauto's;2007 3e kwartaal;110.2;5.7
208;45112 Handel en reparatie personenauto's;2007 4e kwartaal;103.7;2.1
209;45112 Handel en reparatie personenauto's;2007;114.0;3.3
210;45112 Handel en reparatie personenauto's;2008 1e kwartaal;124.7;-0.7
211;45112 Handel en reparatie personenauto's;2008 2e kwartaal;112.9;-3.3
212;45112 Handel en reparatie personenauto's;2008 3e kwartaal;104.2;-5.4
213;45112 Handel en reparatie personenauto's;2008 4e kwartaal;92.6;-10.7
214;45112 Handel en reparatie personenauto's;2008;108.6;-4.8
215;45112 Handel en reparatie personenauto's;2009 1e kwartaal;107.1;-14.1
216;45112 Handel en reparatie personenauto's;2009 2e kwartaal;96.2;-14.8
217;45112 Handel en reparatie personenauto's;2009 3e kwartaal;88.4;-15.2
218;45112 Handel en reparatie personenauto's;2009 4e kwartaal;85.5;-7.7
219;45112 Handel en reparatie personenauto's;2009;94.3;-13.2
220;45112 Handel en reparatie personenauto's;2010 1e kwartaal;106.6;-0.5
221;45112 Handel en reparatie personenauto's;2010 2e kwartaal;101.6;5.6
222;45112 Handel en reparatie personenauto's;2010 3e kwartaal;96.0;8.6
223;45112 Handel en reparatie personenauto's;2010 4e kwartaal;95.8;12.1
224;45112 Handel en reparatie personenauto's;2010;100.0;6.0
225;45112 Handel en reparatie personenauto's;2011 1e kwartaal;115.3;8.1
226;45112 Handel en reparatie personenauto's;2011 2e kwartaal;107.2;5.5
227;45112 Handel en reparatie personenauto's;2011 3e kwartaal;96.7;0.7
228;45112 Handel en reparatie personenauto's;2011 4e kwartaal;92.4;-3.5
229;45112 Handel en reparatie personenauto's;2011;102.9;2.9
230;45112 Handel en reparatie personenauto's;2012 1e kwartaal;108.1;-6.3
231;45112 Handel en reparatie personenauto's;2012 2e kwartaal;107.7;0.5
232;45112 Handel en reparatie personenauto's;2012 3e kwartaal;87.7;-9.3
233;45112 Handel en reparatie personenauto's;2012 4e kwartaal;82.6;-10.6
234;45112 Handel en reparatie personenauto's;2012;96.5;-6.2
235;45112 Handel en reparatie personenauto's;2013 1e kwartaal;90.1;-16.6
236;45112 Handel en reparatie personenauto's;2013 2e kwartaal;89.8;-16.7
237;45112 Handel en reparatie personenauto's;2013 3e kwartaal;84.3;-3.9
238;45112 Handel en reparatie personenauto's;2013 4e kwartaal ;95.3;15.3
239;45112 Handel en reparatie personenauto's;2013;89.9;-6.9
240;45112 Handel en reparatie personenauto's;2014 1e kwartaal;89.4;-0.8
241;45112 Handel en reparatie personenauto's;2014 2e kwartaal;87.0;-3.1
242;45112 Handel en reparatie personenauto's;2014 3e kwartaal;82.4;-2.2
243;45112 Handel en reparatie personenauto's;2014 4e kwartaal;89.0;-6.6
244;45112 Handel en reparatie personenauto's;2014;86.9;-3.3
245;45112 Handel en reparatie personenauto's;2015 1e kwartaal;89.8;0.5
246;45112 Handel en reparatie personenauto's;2015 2e kwartaal;89.6;3.0
247;45112 Handel en reparatie personenauto's;2015 3e kwartaal;89.7;8.9
248;45112 Handel en reparatie personenauto's;2015 4e kwartaal;110.1;23.7
249;45112 Handel en reparatie personenauto's;2015;94.8;9.0
250;45112 Handel en reparatie personenauto's;2016 1e kwartaal;95.7;6.6
251;45112 Handel en reparatie personenauto's;2016 2e kwartaal;97.1;8.4
252;45112 Handel en reparatie personenauto's;2016 3e kwartaal;91.9;2.5
253;45112 Handel en reparatie personenauto's;2016 4e kwartaal;98.4;-10.6
254;45112 Handel en reparatie personenauto's;2016;95.8;1.1
255;45112 Handel en reparatie personenauto's;2017 1e kwartaal;106.9;11.7
256;45112 Handel en reparatie personenauto's;2017 2e kwartaal;103.9;7.0
257;45112 Handel en reparatie personenauto's;2017 3e kwartaal;97.7;6.3
258;45112 Handel en reparatie personenauto's;2017 4e kwartaal;101.0;2.6
259;45112 Handel en reparatie personenauto's;2017;102.4;6.9
260;4519 Handel in vrachtwagens, aanhangers;2005 1e kwartaal;107.4;0.2
261;4519 Handel in vrachtwagens, aanhangers;2005 2e kwartaal;106.3;1.6
262;4519 Handel in vrachtwagens, aanhangers;2005 3e kwartaal;96.5;-0.4
263;4519 Handel in vrachtwagens, aanhangers;2005 4e kwartaal;113.0;12.9
264;4519 Handel in vrachtwagens, aanhangers;2005;105.8;3.8
265;4519 Handel in vrachtwagens, aanhangers;2006 1e kwartaal;132.6;23.5
266;4519 Handel in vrachtwagens, aanhangers;2006 2e kwartaal;117.5;10.5
267;4519 Handel in vrachtwagens, aanhangers;2006 3e kwartaal;111.3;15.3
268;4519 Handel in vrachtwagens, aanhangers;2006 4e kwartaal;133.2;17.8
269;4519 Handel in vrachtwagens, aanhangers;2006;123.7;16.8
270;4519 Handel in vrachtwagens, aanhangers;2007 1e kwartaal;131.0;-1.2
271;4519 Handel in vrachtwagens, aanhangers;2007 2e kwartaal;132.9;13.1
272;4519 Handel in vrachtwagens, aanhangers;2007 3e kwartaal;125.0;12.3
273;4519 Handel in vrachtwagens, aanhangers;2007 4e kwartaal;150.6;13.1
274;4519 Handel in vrachtwagens, aanhangers;2007;134.9;9.1
275;4519 Handel in vrachtwagens, aanhangers;2008 1e kwartaal;146.2;11.6
276;4519 Handel in vrachtwagens, aanhangers;2008 2e kwartaal;134.9;1.5
277;4519 Handel in vrachtwagens, aanhangers;2008 3e kwartaal;121.0;-3.2
278;4519 Handel in vrachtwagens, aanhangers;2008 4e kwartaal;138.3;-8.2
279;4519 Handel in vrachtwagens, aanhangers;2008;135.1;0.2
280;4519 Handel in vrachtwagens, aanhangers;2009 1e kwartaal;122.1;-16.5
281;4519 Handel in vrachtwagens, aanhangers;2009 2e kwartaal;105.3;-22.0
282;4519 Handel in vrachtwagens, aanhangers;2009 3e kwartaal;100.3;-17.1
283;4519 Handel in vrachtwagens, aanhangers;2009 4e kwartaal;105.8;-23.5
284;4519 Handel in vrachtwagens, aanhangers;2009;108.4;-19.8
285;4519 Handel in vrachtwagens, aanhangers;2010 1e kwartaal;100.3;-17.8
286;4519 Handel in vrachtwagens, aanhangers;2010 2e kwartaal;100.0;-5.0
287;4519 Handel in vrachtwagens, aanhangers;2010 3e kwartaal;95.0;-5.3
288;4519 Handel in vrachtwagens, aanhangers;2010 4e kwartaal;104.6;-1.1
289;4519 Handel in vrachtwagens, aanhangers;2010;100.0;-7.7
290;4519 Handel in vrachtwagens, aanhangers;2011 1e kwartaal;117.5;17.1
291;4519 Handel in vrachtwagens, aanhangers;2011 2e kwartaal;123.4;23.3
292;4519 Handel in vrachtwagens, aanhangers;2011 3e kwartaal;117.4;23.6
293;4519 Handel in vrachtwagens, aanhangers;2011 4e kwartaal;113.3;8.3
294;4519 Handel in vrachtwagens, aanhangers;2011;117.9;17.9
295;4519 Handel in vrachtwagens, aanhangers;2012 1e kwartaal;104.2;-11.4
296;4519 Handel in vrachtwagens, aanhangers;2012 2e kwartaal;99.9;-19.0
297;4519 Handel in vrachtwagens, aanhangers;2012 3e kwartaal;94.9;-19.2
298;4519 Handel in vrachtwagens, aanhangers;2012 4e kwartaal;100.4;-11.4
299;4519 Handel in vrachtwagens, aanhangers;2012;99.8;-15.3
300;4519 Handel in vrachtwagens, aanhangers;2013 1e kwartaal;97.0;-6.9
301;4519 Handel in vrachtwagens, aanhangers;2013 2e kwartaal;102.9;3.0
302;4519 Handel in vrachtwagens, aanhangers;2013 3e kwartaal;88.0;-7.2
303;4519 Handel in vrachtwagens, aanhangers;2013 4e kwartaal ;113.9;13.4
304;4519 Handel in vrachtwagens, aanhangers;2013;100.5;0.6
305;4519 Handel in vrachtwagens, aanhangers;2014 1e kwartaal;101.2;4.4
306;4519 Handel in vrachtwagens, aanhangers;2014 2e kwartaal;101.7;-1.2
307;4519 Handel in vrachtwagens, aanhangers;2014 3e kwartaal;94.5;7.3
308;4519 Handel in vrachtwagens, aanhangers;2014 4e kwartaal;103.4;-9.2
309;4519 Handel in vrachtwagens, aanhangers;2014;100.2;-0.2
310;4519 Handel in vrachtwagens, aanhangers;2015 1e kwartaal;111.8;10.5
311;4519 Handel in vrachtwagens, aanhangers;2015 2e kwartaal;115.8;13.8
312;4519 Handel in vrachtwagens, aanhangers;2015 3e kwartaal;109.1;15.4
313;4519 Handel in vrachtwagens, aanhangers;2015 4e kwartaal;120.1;16.2
314;4519 Handel in vrachtwagens, aanhangers;2015;114.2;14.0
315;4519 Handel in vrachtwagens, aanhangers;2016 1e kwartaal;130.0;16.3
316;4519 Handel in vrachtwagens, aanhangers;2016 2e kwartaal;130.5;12.7
317;4519 Handel in vrachtwagens, aanhangers;2016 3e kwartaal;115.5;5.9
318;4519 Handel in vrachtwagens, aanhangers;2016 4e kwartaal;132.5;10.3
319;4519 Handel in vrachtwagens, aanhangers;2016;127.1;11.3
320;4519 Handel in vrachtwagens, aanhangers;2017 1e kwartaal;128.0;-1.6
321;4519 Handel in vrachtwagens, aanhangers;2017 2e kwartaal;129.0;-1.1
322;4519 Handel in vrachtwagens, aanhangers;2017 3e kwartaal;112.1;-2.9
323;4519 Handel in vrachtwagens, aanhangers;2017 4e kwartaal;122.4;-7.6
324;4519 Handel in vrachtwagens, aanhangers;2017;122.9;-3.3
325;452 Gespecialiseerde autoreparatie;2005 1e kwartaal;89.2;1.6
326;452 Gespecialiseerde autoreparatie;2005 2e kwartaal;94.4;5.1
327;452 Gespecialiseerde autoreparatie;2005 3e kwartaal;89.2;2.6
328;452 Gespecialiseerde autoreparatie;2005 4e kwartaal;94.7;0.9
329;452 Gespecialiseerde autoreparatie;2005;91.9;2.5
330;452 Gespecialiseerde autoreparatie;2006 1e kwartaal;93.1;4.4
331;452 Gespecialiseerde autoreparatie;2006 2e kwartaal;94.7;0.4
332;452 Gespecialiseerde autoreparatie;2006 3e kwartaal;93.7;5.0
333;452 Gespecialiseerde autoreparatie;2006 4e kwartaal;101.8;7.5
334;452 Gespecialiseerde autoreparatie;2006;95.8;4.3
335;452 Gespecialiseerde autoreparatie;2007 1e kwartaal;99.5;6.8
336;452 Gespecialiseerde autoreparatie;2007 2e kwartaal;99.6;5.2
337;452 Gespecialiseerde autoreparatie;2007 3e kwartaal;94.4;0.8
338;452 Gespecialiseerde autoreparatie;2007 4e kwartaal;104.2;2.4
339;452 Gespecialiseerde autoreparatie;2007;99.4;3.8
340;452 Gespecialiseerde autoreparatie;2008 1e kwartaal;101.3;1.8
341;452 Gespecialiseerde autoreparatie;2008 2e kwartaal;103.8;4.2
342;452 Gespecialiseerde autoreparatie;2008 3e kwartaal;99.9;5.9
343;452 Gespecialiseerde autoreparatie;2008 4e kwartaal;109.5;5.1
344;452 Gespecialiseerde autoreparatie;2008;103.6;4.2
345;452 Gespecialiseerde autoreparatie;2009 1e kwartaal;100.1;-1.2
346;452 Gespecialiseerde autoreparatie;2009 2e kwartaal;96.2;-7.3
347;452 Gespecialiseerde autoreparatie;2009 3e kwartaal;91.7;-8.3
348;452 Gespecialiseerde autoreparatie;2009 4e kwartaal;105.4;-3.7
349;452 Gespecialiseerde autoreparatie;2009;98.3;-5.1
350;452 Gespecialiseerde autoreparatie;2010 1e kwartaal;99.8;-0.3
351;452 Gespecialiseerde autoreparatie;2010 2e kwartaal;96.1;-0.1
352;452 Gespecialiseerde autoreparatie;2010 3e kwartaal;93.7;2.3
353;452 Gespecialiseerde autoreparatie;2010 4e kwartaal;110.3;4.7
354;452 Gespecialiseerde autoreparatie;2010;100.0;1.7
355;452 Gespecialiseerde autoreparatie;2011 1e kwartaal;98.0;-1.9
356;452 Gespecialiseerde autoreparatie;2011 2e kwartaal;101.4;5.5
357;452 Gespecialiseerde autoreparatie;2011 3e kwartaal;94.5;0.8
358;452 Gespecialiseerde autoreparatie;2011 4e kwartaal;112.5;1.9
359;452 Gespecialiseerde autoreparatie;2011;101.6;1.6
360;452 Gespecialiseerde autoreparatie;2012 1e kwartaal;95.7;-2.3
361;452 Gespecialiseerde autoreparatie;2012 2e kwartaal;97.1;-4.2
362;452 Gespecialiseerde autoreparatie;2012 3e kwartaal;93.7;-0.8
363;452 Gespecialiseerde autoreparatie;2012 4e kwartaal;102.8;-8.6
364;452 Gespecialiseerde autoreparatie;2012;97.3;-4.2
365;452 Gespecialiseerde autoreparatie;2013 1e kwartaal;87.4;-8.6
366;452 Gespecialiseerde autoreparatie;2013 2e kwartaal;92.2;-5.1
367;452 Gespecialiseerde autoreparatie;2013 3e kwartaal;87.2;-7.0
368;452 Gespecialiseerde autoreparatie;2013 4e kwartaal ;103.9;1.1
369;452 Gespecialiseerde autoreparatie;2013;92.7;-4.8
370;452 Gespecialiseerde autoreparatie;2014 1e kwartaal;87.9;0.6
371;452 Gespecialiseerde autoreparatie;2014 2e kwartaal;91.2;-1.1
372;452 Gespecialiseerde autoreparatie;2014 3e kwartaal;85.4;-2.0
373;452 Gespecialiseerde autoreparatie;2014 4e kwartaal;97.3;-6.3
374;452 Gespecialiseerde autoreparatie;2014;90.5;-2.4
375;452 Gespecialiseerde autoreparatie;2015 1e kwartaal;86.6;-1.5
376;452 Gespecialiseerde autoreparatie;2015 2e kwartaal;91.2;0.0
377;452 Gespecialiseerde autoreparatie;2015 3e kwartaal;91.1;6.6
378;452 Gespecialiseerde autoreparatie;2015 4e kwartaal;105.6;8.5
379;452 Gespecialiseerde autoreparatie;2015;93.6;3.5
380;452 Gespecialiseerde autoreparatie;2016 1e kwartaal;90.8;4.9
381;452 Gespecialiseerde autoreparatie;2016 2e kwartaal;99.1;8.7
