ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
4470;Overige goederen;2011 april;98.1;-4.1;-4.1;87.4;1.2;5.6
4471;Overige goederen;2011 mei;93.9;-5.2;-5.5;85.0;0.3;5.8
4472;Overige goederen;2011 juni;90.3;-0.2;0.2;82.1;5.0;5.2
4473;Overige goederen;2011 2e kwartaal;94.1;-3.3;-3.2;84.8;2.1;5.6
4474;Overige goederen;2011 juli;91.8;1.5;2.9;80.9;7.5;5.9
4475;Overige goederen;2011 augustus;90.3;1.9;0.6;78.6;7.3;5.3
4476;Overige goederen;2011 september;91.2;-2.8;-2.9;80.5;3.2;6.2
4477;Overige goederen;2011 3e kwartaal;91.1;0.2;0.2;80.0;6.0;5.8
4478;Overige goederen;2011 oktober;94.8;-2.8;-2.4;85.3;2.4;5.3
4479;Overige goederen;2011 november;105.5;-3.7;-3.9;93.4;1.6;5.5
4480;Overige goederen;2011 december;124.7;-8.8;-8.8;108.2;-5.1;4.1
4481;Overige goederen;2011 4e kwartaal;108.3;-5.5;-5.4;95.6;-0.8;4.9
4482;Overige goederen;2012 januari;113.3;-2.9;-3.1;104.0;2.4;5.5
4483;Overige goederen;2012 februari;114.2;8.5;6.8;106.9;14.8;5.9
4484;Overige goederen;2012 maart;102.7;-4.6;-5.0;97.7;1.0;5.9
4485;Overige goederen;2012 1e kwartaal;110.0;0.2;-0.5;102.9;5.9;5.7
4486;Overige goederen;2012 april;101.2;3.2;4.5;94.9;8.6;5.2
4487;Overige goederen;2012 mei;94.6;0.7;-0.1;88.9;4.6;3.8
4488;Overige goederen;2012 juni;90.3;0.1;-1.0;84.8;3.3;3.3
4489;Overige goederen;2012 2e kwartaal;95.4;1.4;1.2;89.5;5.6;4.1
4490;Overige goederen;2012 juli;88.1;-4.0;-3.0;79.2;-2.1;2.0
4491;Overige goederen;2012 augustus;89.5;-0.9;-1.6;80.3;2.2;3.0
4492;Overige goederen;2012 september;90.2;-1.0;0.0;82.3;2.2;3.2
4493;Overige goederen;2012 3e kwartaal;89.3;-2.0;-1.5;80.6;0.7;2.8
4494;Overige goederen;2012 oktober;95.1;0.3;-0.4;89.7;5.2;4.9
4495;Overige goederen;2012 november;105.0;-0.5;-0.8;96.5;3.3;3.8
4496;Overige goederen;2012 december;121.8;-2.3;-0.9;109.3;1.0;3.4
4497;Overige goederen;2012 4e kwartaal;107.3;-1.0;-0.7;98.5;3.0;4.0
4498;Overige goederen;2013 januari;116.7;3.0;2.4;110.2;6.0;2.9
4499;Overige goederen;2013 februari;105.7;-7.4;-4.9;101.9;-4.7;2.9
4500;Overige goederen;2013 maart;114.2;11.2;12.1;109.9;12.5;1.2
4501;Overige goederen;2013 1e kwartaal;112.2;2.0;2.9;107.3;4.3;2.3
4502;Overige goederen;2013 april;100.7;-0.5;-1.4;95.2;0.3;0.8
4503;Overige goederen;2013 mei;96.2;1.7;1.4;91.7;3.2;1.4
4504;Overige goederen;2013 juni;86.6;-4.2;-2.7;83.1;-2.0;2.3
4505;Overige goederen;2013 2e kwartaal;94.5;-0.9;-0.9;90.0;0.5;1.4
4506;Overige goederen;2013 juli;87.1;-1.2;-2.6;79.7;0.7;1.9
4507;Overige goederen;2013 augustus;86.8;-3.0;-3.4;78.9;-1.7;1.3
4508;Overige goederen;2013 september;86.7;-3.9;-3.2;79.3;-3.6;0.3
4509;Overige goederen;2013 3e kwartaal;86.9;-2.7;-3.1;79.3;-1.6;1.2
4510;Overige goederen;2013 oktober;91.1;-4.2;-4.4;84.1;-6.3;-2.2
4511;Overige goederen;2013 november;103.6;-1.3;-1.7;93.8;-2.8;-1.5
4512;Overige goederen;2013 december;117.5;-3.5;-3.1;104.8;-4.1;-0.6
4513;Overige goederen;2013 4e kwartaal;104.1;-3.0;-3.0;94.2;-4.3;-1.4
4514;Overige goederen;2014 januari;110.9;-5.0;-5.2;103.9;-5.7;-0.8
4515;Overige goederen;2014 februari;97.9;-7.4;-7.4;92.9;-8.8;-1.5
4516;Overige goederen;2014 maart;99.4;-13.0;-12.5;94.4;-14.1;-1.3
4517;Overige goederen;2014 1e kwartaal;102.7;-8.5;-8.4;97.1;-9.6;-1.2
4518;Overige goederen;2014 april;93.5;-7.2;-7.6;87.3;-8.3;-1.2
4519;Overige goederen;2014 mei;94.2;-2.1;-2.5;89.1;-2.8;-0.8
4520;Overige goederen;2014 juni;85.6;-1.1;0.0;81.8;-1.6;-0.5
4521;Overige goederen;2014 2e kwartaal;91.1;-3.6;-3.5;86.1;-4.4;-0.8
4522;Overige goederen;2014 juli;86.5;-0.6;-0.9;79.3;-0.6;0.0
4523;Overige goederen;2014 augustus;85.6;-1.4;0.0;77.5;-1.8;-0.4
4524;Overige goederen;2014 september;85.2;-1.8;-2.9;77.5;-2.3;-0.5
4525;Overige goederen;2014 3e kwartaal;85.8;-1.3;-1.3;78.1;-1.6;-0.3
4526;Overige goederen;2014 oktober;88.8;-2.5;-2.8;81.7;-2.9;-0.4
4527;Overige goederen;2014 november;98.4;-5.0;-3.8;88.2;-5.9;-1.0
4528;Overige goederen;2014 december;121.6;3.5;2.3;106.0;1.1;-2.3
4529;Overige goederen;2014 4e kwartaal;103.0;-1.1;-1.3;91.9;-2.4;-1.4
4530;Overige goederen;2015 januari;114.8;3.5;3.3;102.8;-1.1;-4.4
4531;Overige goederen;2015 februari;103.0;5.3;4.6;94.0;1.2;-3.9
4532;Overige goederen;2015 maart;106.2;6.9;6.8;97.6;3.4;-3.3
4533;Overige goederen;2015 1e kwartaal;108.0;5.2;4.8;98.1;1.1;-3.9
4534;Overige goederen;2015 april;99.6;6.5;6.4;89.8;2.9;-3.4
4535;Overige goederen;2015 mei;93.1;-1.2;0.4;85.4;-4.1;-3.0
4536;Overige goederen;2015 juni;89.6;4.6;3.1;82.9;1.4;-3.1
4537;Overige goederen;2015 2e kwartaal;94.1;3.3;3.3;86.0;0.0;-3.2
4538;Overige goederen;2015 juli;86.3;-0.3;-0.5;77.5;-2.2;-2.0
4539;Overige goederen;2015 augustus;83.3;-2.8;-2.4;73.2;-5.6;-2.9
4540;Overige goederen;2015 september;87.9;3.2;3.0;76.3;-1.5;-4.6
4541;Overige goederen;2015 3e kwartaal;85.8;0.1;0.0;75.7;-3.1;-3.1
4542;Overige goederen;2015 oktober;95.3;7.3;7.5;83.2;1.9;-5.1
4543;Overige goederen;2015 november;97.3;-1.2;-0.9;83.9;-4.8;-3.7
4544;Overige goederen;2015 december;113.2;-6.9;-7.1;95.5;-9.9;-3.2
4545;Overige goederen;2015 4e kwartaal;101.9;-1.0;-0.8;87.5;-4.8;-3.8
4546;Overige goederen;2016 januari;113.2;-1.4;-0.4;97.0;-5.6;-4.2
4547;Overige goederen;2016 februari;106.4;3.3;1.5;91.6;-2.5;-5.6
4548;Overige goederen;2016 maart;110.9;4.4;3.6;95.8;-1.9;-6.0
4549;Overige goederen;2016 1e kwartaal;110.1;2.0;1.5;94.8;-3.4;-5.3
4550;Overige goederen;2016 april;102.0;2.4;1.8;87.7;-2.4;-4.7
4551;Overige goederen;2016 mei;91.8;-1.4;-0.4;80.2;-6.1;-4.7
4552;Overige goederen;2016 juni;90.4;0.9;0.3;79.7;-3.8;-4.7
4553;Overige goederen;2016 2e kwartaal;94.7;0.7;0.6;82.5;-4.1;-4.7
4554;Overige goederen;2016 juli;86.9;0.7;1.6;74.6;-3.7;-4.4
4555;Overige goederen;2016 augustus;85.1;2.2;1.5;72.7;-0.7;-2.8
4556;Overige goederen;2016 september;85.1;-3.2;-3.5;72.9;-4.5;-1.4
4557;Overige goederen;2016 3e kwartaal;85.7;-0.1;-0.2;73.4;-3.0;-2.9
4558;Overige goederen;2016 oktober;90.5;-5.0;-3.9;80.5;-3.3;1.9
4559;Overige goederen;2016 november;105.3;8.2;7.2;92.0;9.6;1.3
4560;Overige goederen;2016 december;120.0;6.0;5.1;104.5;9.4;3.2
4561;Overige goederen;2016 4e kwartaal;105.3;3.3;2.9;92.3;5.4;2.1
4562;Overige goederen;2017 januari;121.0;6.9;7.4;105.9;9.1;2.1
4563;Overige goederen;2017 februari;103.4;-2.8;-0.4;92.0;0.4;3.3
4564;Overige goederen;2017 maart;105.8;-4.6;-4.8;93.7;-2.2;2.5
4565;Overige goederen;2017 1e kwartaal;110.1;-0.1;0.8;97.2;2.5;2.6
4566;Overige goederen;2017 april;101.9;-0.1;1.3;89.0;1.5;1.6
4567;Overige goederen;2017 mei;95.8;4.4;2.6;83.8;4.5;0.1
4568;Overige goederen;2017 juni;91.3;1.0;1.1;80.5;1.0;0.0
4569;Overige goederen;2017 2e kwartaal;96.3;1.7;1.7;84.4;2.3;0.6
4570;Overige goederen;2017 juli;87.5;0.7;1.2;75.1;0.7;0.0
4571;Overige goederen;2017 augustus;86.4;1.5;1.1;74.3;2.2;0.7
4572;Overige goederen;2017 september;90.6;6.5;6.0;78.4;7.6;1.1
4573;Overige goederen;2017 3e kwartaal;88.2;2.9;2.7;75.9;3.5;0.6
4574;Overige goederen;2017 oktober;88.6;-2.1;-1.6;79.8;-0.8;1.3
4575;Overige goederen;2017 november;103.9;-1.3;-1.4;93.9;2.1;3.5
4576;Overige goederen;2017 december;120.2;0.2;1.5;107.0;2.5;2.3
4577;Overige goederen;2017 4e kwartaal;104.2;-1.0;-0.4;93.6;1.4;2.4
4578;Overige goederen;2018 januari;115.5;-4.5;-5.3;104.6;-1.2;3.4
4579;Overige goederen;2018 februari;111.8;8.1;8.1;102.3;11.2;2.9
4580;Overige goederen;2018 maart;117.1;10.7;10.2;107.0;14.3;3.3
4581;Overige goederen;2018 1e kwartaal;114.8;4.3;3.9;104.6;7.7;3.2
4582;Overige goederen;2018 april;97.2;-4.6;-3.6;87.4;-1.8;2.9
4583;Overige goederen;2018 mei;94.0;-1.9;-1.9;86.6;3.3;5.3
4584;Overige goederen;2018 juni;92.8;1.7;0.9;86.0;6.8;5.1
4585;Overige goederen;2018 2e kwartaal;94.7;-1.7;-1.6;86.6;2.6;4.4
4586;Overige goederen;2018 juli;88.1;0.7;1.4;79.5;5.8;5.1
4587;Overige goederen;2018 augustus;86.7;0.3;0.0;78.4;5.6;5.2
4588;Overige goederen;2018 september;87.9;-3.0;-1.6;79.4;1.3;4.5
4589;Overige goederen;2018 3e kwartaal;87.6;-0.7;-0.1;79.1;4.2;4.9
4590;Overige goederen;2018 oktober;90.7;2.3;1.0;86.4;8.3;5.9
4591;Overige goederen;2018 november;106.2;2.3;2.2;99.6;6.0;3.6
4592;Overige goederen;2018 december;116.8;-2.9;-2.5;106.6;-0.4;2.5
4593;Overige goederen;2018 4e kwartaal;104.6;0.3;0.1;97.5;4.2;3.9
4594;Overige goederen;2019 januari;119.1;3.1;2.8;112.7;7.7;4.5
4595;Overige goederen;2019 februari;100.2;-10.3;-11.3;95.9;-6.2;4.6
4596;Overige goederen;2019 maart;105.9;-9.5;-8.3;102.1;-4.6;5.4
4597;Overige goederen;2019 1e kwartaal;108.4;-5.6;-5.6;103.6;-1.0;4.8
4598;Overige goederen;2019 april;100.0;2.9;1.5;94.0;7.6;4.5
4599;Overige goederen;2019 mei;100.9;7.2;6.7;96.4;11.4;3.9
4600;Overige goederen;2019 juni;89.6;-3.5;-1.7;85.2;-0.9;2.6
4601;Overige goederen;2019 2e kwartaal;96.8;2.3;2.1;91.9;6.0;3.7
4602;Overige goederen;2019 juli;89.0;1.0;-0.4;82.5;3.8;2.8
4603;Overige goederen;2019 augustus;87.3;0.7;0.7;80.3;2.5;1.7
4604;Overige goederen;2019 september;88.0;0.1;0.5;80.4;1.3;1.2
4605;Overige goederen;2019 3e kwartaal;88.1;0.6;0.2;81.1;2.5;1.9
4606;Overige goederen;2019 oktober;91.2;0.6;0.3;89.2;3.2;2.6
4607;Overige goederen;2019 november;106.4;0.2;0.3;103.3;3.8;3.6
4608;Overige goederen;2019 december;117.5;0.6;0.8;112.6;5.6;5.0
4609;Overige goederen;2019 4e kwartaal;105.0;0.5;0.5;101.7;4.3;3.8
4610;Overige goederen;2020 januari;112.4;-5.6;-5.8;112.1;-0.6;5.4
4611;Overige goederen;2020 februari;100.6;0.4;-1.6;99.9;4.2;3.8
4612;Overige goederen;2020 maart;103.2;-2.6;-1.8;101.7;-0.3;2.3
4613;Overige goederen;2020 1e kwartaal;105.4;-2.8;-3.2;104.6;1.0;3.9
4614;Overige goederen;2020 april;90.4;-9.6;-10.1;83.8;-10.8;-1.3
4615;Overige goederen;2020 mei;93.4;-7.4;-6.7;86.7;-10.2;-2.9
4616;Overige goederen;2020 juni;89.1;-0.5;-0.8;81.8;-4.0;-3.5
4617;Overige goederen;2020 2e kwartaal;90.9;-6.1;-6.0;84.1;-8.5;-2.6
4618;Overige goederen;2020 juli;91.5;2.9;2.1;81.3;-1.5;-4.2
4619;Overige goederen;2020 augustus;88.2;1.0;2.7;77.9;-3.0;-4.0
4620;Overige goederen;2020 september;88.8;0.9;-0.3;78.3;-2.6;-3.5
4621;Overige goederen;2020 3e kwartaal;89.5;1.6;1.5;79.2;-2.4;-3.9
4622;Overige goederen;2020 oktober;90.4;-0.9;-1.5;85.3;-4.4;-3.6
4623;Overige goederen;2020 november;101.3;-4.9;-3.3;95.8;-7.3;-2.6
4624;Overige goederen;2020 december;114.1;-2.9;-4.0;108.6;-3.6;-0.7
4625;Overige goederen;2020 4e kwartaal;101.9;-3.0;-3.0;96.5;-5.1;-2.2
4626;Overige goederen;2020;96.9;-2.7;-2.8;91.1;-3.7;-1.0
4627;Overige goederen;2021 januari;115.7;3.0;3.6;109.8;-2.0;-4.9
4628;Overige goederen;2021 februari;100.4;-0.2;3.1;97.9;-2.0;-1.8
4629;Overige goederen;2021 maart;108.0;4.6;3.5;108.1;6.2;1.5
4630;Overige goederen;2021 1e kwartaal;108.0;2.5;3.4;105.3;0.7;-1.8
4631;Overige goederen;2021 april;108.5;20.0;20.0;106.8;27.4;6.2
4632;Overige goederen;2021 mei;102.4;9.7;10.5;101.3;16.9;6.6
4633;Overige goederen;2021 juni;90.1;1.1;0.3;88.7;8.4;7.3
4634;Overige goederen;2021 2e kwartaal;100.3;10.3;10.3;98.9;17.7;6.7
4635;Overige goederen;2021 juli;88.9;-2.9;-3.4;87.3;7.3;10.6
4636;Overige goederen;2021 augustus;87.3;-1.0;-0.3;86.1;10.5;11.6
4637;Overige goederen;2021 september;88.5;-0.3;-0.4;87.7;12.0;12.3
4638;Overige goederen;2021 3e kwartaal;88.2;-1.4;-1.4;87.1;9.9;11.5
4639;Overige goederen;2021 oktober;90.5;0.1;1.4;90.3;5.9;5.7
4640;Overige goederen;2021 november;104.7;3.4;2.4;110.7;15.6;11.7
4641;Overige goederen;2021 december;115.0;0.8;0.4;125.3;15.4;14.4
4642;Overige goederen;2021 4e kwartaal;103.4;1.5;1.3;108.7;12.6;11.0
4643;Overige goederen;2021;100.0;3.2;3.4;100.0;9.8;6.4
4644;Overige goederen;2022 januari;114.8;-0.8;-0.4;121.9;11.0;11.9
4645;Overige goederen;2022 februari;99.1;-1.3;-1.3;109.6;11.9;13.4
4646;Overige goederen;2022 maart;99.3;-8.0;-8.2;114.3;5.8;15.0
4647;Overige goederen;2022 1e kwartaal;104.4;-3.4;-3.3;115.2;9.5;13.3
4648;Overige goederen;2022 april;102.9;-5.2;-5.8;119.4;11.8;17.9
4649;Overige goederen;2022 mei;92.2;-9.9;-9.5;104.6;3.2;14.6
4650;Overige goederen;2022 juni;90.6;0.6;0.7;105.5;19.0;18.3
4651;Overige goederen;2022 2e kwartaal;95.2;-5.1;-5.1;109.8;11.0;16.9
4652;Overige goederen;2022 juli;85.8;-3.4;-2.0;95.4;9.2;13.1
4653;Overige goederen;2022 augustus;87.0;-0.3;-1.7;96.7;12.3;12.6
4654;Overige goederen;2022 september;88.9;0.4;0.3;100.3;14.4;13.9
4655;Overige goederen;2022 3e kwartaal;87.3;-1.1;-1.1;97.5;12.0;13.2
4656;Overige goederen;2022 oktober;83.4;-7.9;-7.4;96.4;6.8;16.0
4657;Overige goederen;2022 november;98.7;-5.7;-6.1;137.0;23.8;31.4
4658;Overige goederen;2022 december;118.7;3.2;2.8;181.8;45.1;40.6
4659;Overige goederen;2022 4e kwartaal;100.3;-3.1;-3.2;138.4;27.3;31.3
4660;Overige goederen;2022;96.8;-3.2;-3.2;115.2;15.2;19.1
4661;Overige goederen;2023 januari;110.3;-3.9;-4.6;138.0;13.2;17.8
4662;Overige goederen;2023 februari;95.4;-3.7;-5.1;119.5;9.1;13.3
4663;Overige goederen;2023 maart;105.0;5.8;7.3;130.7;14.3;8.1
4664;Overige goederen;2023 1e kwartaal;103.6;-0.8;-1.0;129.4;12.3;13.2
4665;Overige goederen;2023 april;101.1;-1.7;-0.4;127.0;6.4;8.2
4666;Overige goederen;2023 mei;92.4;0.1;-0.7;108.7;3.9;3.8
4667;Overige goederen;2023 juni;95.8;5.8;4.8;110.6;4.9;-0.9
4668;Overige goederen;2023 2e kwartaal;96.4;1.3;1.2;115.4;5.1;3.8
4669;Overige goederen;2023 juli;83.5;-2.8;-2.1;100.3;5.1;8.2
4670;Overige goederen;2023 augustus;85.4;-1.9;-2.0;104.8;8.4;10.4
4671;Overige goederen;2023 september;83.0;-6.7;-7.2;102.6;2.2;9.5
4672;Overige goederen;2023 3e kwartaal;83.9;-3.8;-3.8;102.5;5.2;9.4
4673;Overige goederen;2023 oktober;86.8;4.1;4.5;105.8;9.7;5.4
4674;Overige goederen;2023 november;98.1;-0.7;0.1;130.8;-4.6;-3.9
4675;Overige goederen;2023 december;111.5;-6.1;-5.5;154.4;-15.1;-9.6
4676;Overige goederen;2023 4e kwartaal;98.8;-1.5;-0.9;130.3;-5.8;-4.4
4677;Overige goederen;2023;95.7;-1.1;-1.0;119.4;3.6;4.8
4678;Overige goederen;2024 januari;116.8;5.8;6.7;143.6;4.0;-1.7
4679;Overige goederen;2024 februari;93.8;-1.7;-4.0;118.3;-1.0;0.7
4680;Overige goederen;2024 maart;98.6;-6.1;-6.9;124.7;-4.6;1.7
4681;Overige goederen;2024 1e kwartaal;103.0;-0.5;-1.3;128.9;-0.4;0.1
4682;Overige goederen;2024 april;101.4;0.3;-0.3;124.8;-1.7;-2.0
4683;Overige goederen;2024 mei;91.3;-1.1;-2.1;109.8;1.1;2.2
4684;Overige goederen;2024 juni;91.7;-4.3;-1.9;110.2;-0.4;4.1
4685;Overige goederen;2024 2e kwartaal;94.8;-1.7;-1.4;114.9;-0.4;1.3
4686;Overige goederen;2024 juli;87.8;5.3;4.2;103.8;3.5;-1.7
4687;Overige goederen;2024 augustus;88.9;4.1;3.2;106.3;1.5;-2.5
4688;Overige goederen;2024 september;85.5;3.1;5.7;102.2;-0.4;-3.4
4689;Overige goederen;2024 3e kwartaal;87.4;4.2;4.3;104.1;1.5;-2.5
4690;Overige goederen;2024 oktober;90.9;4.7;3.2;106.9;1.0;-3.5
4691;Overige goederen;2024 november;101.0;3.0;2.3;132.6;1.4;-1.6
4692;Overige goederen;2024 december;113.5;1.8;2.6;155.9;1.0;-0.9
4693;Overige goederen;2024 4e kwartaal;101.8;3.1;2.7;131.8;1.1;-1.9
4694;Overige goederen;2024;96.8;1.1;0.9;119.9;0.4;-0.7
4695;Overige goederen;2025 januari;116.0;-0.7;-1.8;141.0;-1.8;-1.1
4696;Overige goederen;2025 februari;98.7;5.2;9.3;123.7;4.5;-0.6
4697;Energie, water en motorbrandstoffen;2000;112.1;0.6;;56.3;14.7;14.0
4698;Energie, water en motorbrandstoffen;2001;115.7;3.3;;64.5;14.7;11.0
4699;Energie, water en motorbrandstoffen;2002;114.8;-0.8;;65.8;1.9;2.7
4700;Energie, water en motorbrandstoffen;2003;116.8;1.7;;69.4;5.5;3.7
4701;Energie, water en motorbrandstoffen;2004;117.3;0.4;;74.4;7.3;6.8
4702;Energie, water en motorbrandstoffen;2005;114.8;-2.1;;81.3;9.2;11.6
4703;Energie, water en motorbrandstoffen;2006;114.8;0.0;;87.2;7.2;7.2
4704;Energie, water en motorbrandstoffen;2007;111.3;-3.0;;86.6;-0.6;2.5
4705;Energie, water en motorbrandstoffen;2008;109.1;-2.0;;96.1;11.0;13.2
4706;Energie, water en motorbrandstoffen;2009;110.3;1.1;;91.3;-5.0;-6.0
4707;Energie, water en motorbrandstoffen;2010;112.2;1.7;;95.1;4.1;2.4
4708;Energie, water en motorbrandstoffen;2011;106.3;-5.3;;96.8;1.8;7.5
4709;Energie, water en motorbrandstoffen;2012;106.7;0.3;;102.4;5.8;5.4
4710;Energie, water en motorbrandstoffen;2013;105.9;-0.7;;101.6;-0.8;-0.1
4711;Energie, water en motorbrandstoffen;2014;98.9;-6.6;;93.6;-7.9;-1.4
4712;Energie, water en motorbrandstoffen;2015;101.2;2.4;;90.3;-3.5;-5.8
4713;Energie, water en motorbrandstoffen;2016;103.3;2.1;;87.3;-3.3;-5.3
4714;Energie, water en motorbrandstoffen;2017;102.9;-0.4;;89.1;2.1;2.5
4715;Energie, water en motorbrandstoffen;2018;103.7;0.7;;94.6;6.2;5.4
4716;Energie, water en motorbrandstoffen;2019;101.6;-2.0;;96.7;2.2;4.3
4717;Energie, water en motorbrandstoffen;2000 januari;140.2;4.3;;59.8;10.5;6.0
4718;Energie, water en motorbrandstoffen;2000 februari;126.1;-2.1;;55.9;7.1;9.5
4719;Energie, water en motorbrandstoffen;2000 maart;124.4;-0.8;;58.0;10.9;11.8
4720;Energie, water en motorbrandstoffen;2000 1e kwartaal;130.2;0.5;;57.9;9.5;9.0
4721;Energie, water en motorbrandstoffen;2000 april;115.4;2.7;;55.5;11.6;8.7
4722;Energie, water en motorbrandstoffen;2000 mei;96.6;1.3;;52.2;13.5;12.0
4723;Energie, water en motorbrandstoffen;2000 juni;82.7;-3.5;;46.5;12.5;16.6
4724;Energie, water en motorbrandstoffen;2000 2e kwartaal;98.2;0.4;;51.4;12.5;12.0
4725;Energie, water en motorbrandstoffen;2000 juli;85.5;-1.5;;47.8;14.1;15.9
4726;Energie, water en motorbrandstoffen;2000 augustus;83.0;-0.5;;46.3;13.3;13.8
4727;Energie, water en motorbrandstoffen;2000 september;91.0;-1.3;;51.1;14.9;16.4
4728;Energie, water en motorbrandstoffen;2000 3e kwartaal;86.5;-1.1;;48.4;14.1;15.4
4729;Energie, water en motorbrandstoffen;2000 oktober;104.9;-2.0;;58.9;20.5;22.9
4730;Energie, water en motorbrandstoffen;2000 november;132.4;2.8;;67.5;23.9;20.5
4731;Energie, water en motorbrandstoffen;2000 december;162.8;4.2;;75.7;21.7;16.9
4732;Energie, water en motorbrandstoffen;2000 4e kwartaal;133.4;2.1;;67.4;22.1;19.6
4733;Energie, water en motorbrandstoffen;2001 januari;140.5;0.2;;75.8;26.8;26.5
4734;Energie, water en motorbrandstoffen;2001 februari;122.2;-3.1;;66.8;19.5;23.3
4735;Energie, water en motorbrandstoffen;2001 maart;131.0;5.3;;72.4;24.9;18.5
4736;Energie, water en motorbrandstoffen;2001 1e kwartaal;131.2;0.8;;71.7;23.8;22.8
4737;Energie, water en motorbrandstoffen;2001 april;117.5;1.7;;67.4;21.5;19.4
4738;Energie, water en motorbrandstoffen;2001 mei;97.4;0.8;;61.2;17.1;16.2
4739;Energie, water en motorbrandstoffen;2001 juni;87.0;5.2;;53.5;15.0;9.3
4740;Energie, water en motorbrandstoffen;2001 2e kwartaal;100.6;2.4;;60.7;18.1;15.3
4741;Energie, water en motorbrandstoffen;2001 juli;91.3;6.9;;54.1;13.0;5.7
4742;Energie, water en motorbrandstoffen;2001 augustus;87.3;5.1;;51.9;12.1;6.7
4743;Energie, water en motorbrandstoffen;2001 september;96.3;5.8;;57.0;11.6;5.4
4744;Energie, water en motorbrandstoffen;2001 3e kwartaal;91.6;5.9;;54.3;12.2;5.9
4745;Energie, water en motorbrandstoffen;2001 oktober;108.6;3.5;;59.8;1.5;-1.9
4746;Energie, water en motorbrandstoffen;2001 november;137.2;3.7;;70.6;4.5;0.8
4747;Energie, water en motorbrandstoffen;2001 december;172.6;6.0;;83.8;10.7;4.4
4748;Energie, water en motorbrandstoffen;2001 4e kwartaal;139.5;4.6;;71.4;6.0;1.3
4749;Energie, water en motorbrandstoffen;2002 januari;144.1;2.5;;80.2;5.8;3.2
4750;Energie, water en motorbrandstoffen;2002 februari;123.5;1.1;;69.0;3.2;2.1
4751;Energie, water en motorbrandstoffen;2002 maart;127.9;-2.3;;73.2;1.1;3.5
4752;Energie, water en motorbrandstoffen;2002 1e kwartaal;131.9;0.5;;74.1;3.4;2.9
4753;Energie, water en motorbrandstoffen;2002 april;114.6;-2.5;;67.6;0.3;2.8
4754;Energie, water en motorbrandstoffen;2002 mei;97.9;0.6;;61.4;0.4;-0.2
4755;Energie, water en motorbrandstoffen;2002 juni;89.2;2.6;;55.4;3.6;1.0
4756;Energie, water en motorbrandstoffen;2002 2e kwartaal;100.6;0.0;;61.5;1.3;1.3
4757;Energie, water en motorbrandstoffen;2002 juli;90.7;-0.7;;54.4;0.7;1.4
4758;Energie, water en motorbrandstoffen;2002 augustus;86.3;-1.0;;52.4;0.8;1.9
4759;Energie, water en motorbrandstoffen;2002 september;94.4;-1.9;;56.7;-0.5;1.5
4760;Energie, water en motorbrandstoffen;2002 3e kwartaal;90.5;-1.2;;54.5;0.3;1.6
4761;Energie, water en motorbrandstoffen;2002 oktober;109.6;1.0;;63.3;5.9;4.9
4762;Energie, water en motorbrandstoffen;2002 november;132.7;-3.3;;70.7;0.1;3.5
4763;Energie, water en motorbrandstoffen;2002 december;167.1;-3.2;;84.9;1.3;4.6
4764;Energie, water en motorbrandstoffen;2002 4e kwartaal;136.5;-2.1;;73.0;2.2;4.4
4765;Energie, water en motorbrandstoffen;2003 januari;149.1;3.5;;87.5;9.1;5.5
4766;Energie, water en motorbrandstoffen;2003 februari;134.7;9.0;;80.6;16.8;7.1
4767;Energie, water en motorbrandstoffen;2003 maart;127.6;-0.2;;77.1;5.2;5.5
4768;Energie, water en motorbrandstoffen;2003 1e kwartaal;137.1;4.0;;81.7;10.2;6.0
4769;Energie, water en motorbrandstoffen;2003 april;114.9;0.3;;69.4;2.6;2.3
4770;Energie, water en motorbrandstoffen;2003 mei;99.7;1.8;;63.5;3.4;1.6
4771;Energie, water en motorbrandstoffen;2003 juni;88.2;-1.2;;55.9;0.8;2.0
4772;Energie, water en motorbrandstoffen;2003 2e kwartaal;100.9;0.3;;62.9;2.3;2.0
4773;Energie, water en motorbrandstoffen;2003 juli;89.8;-1.0;;55.1;1.3;2.3
4774;Energie, water en motorbrandstoffen;2003 augustus;87.1;0.9;;54.0;3.2;2.3
4775;Energie, water en motorbrandstoffen;2003 september;98.8;4.6;;60.1;6.0;1.3
4776;Energie, water en motorbrandstoffen;2003 3e kwartaal;91.9;1.5;;56.4;3.5;2.0
4777;Energie, water en motorbrandstoffen;2003 oktober;115.6;5.4;;68.6;8.3;2.7
4778;Energie, water en motorbrandstoffen;2003 november;131.3;-1.1;;73.4;3.8;5.0
4779;Energie, water en motorbrandstoffen;2003 december;165.1;-1.2;;87.4;3.0;4.2
4780;Energie, water en motorbrandstoffen;2003 4e kwartaal;137.3;0.6;;76.5;4.8;4.2
4781;Energie, water en motorbrandstoffen;2004 januari;144.6;-3.0;;87.0;-0.5;2.6
4782;Energie, water en motorbrandstoffen;2004 februari;132.0;-2.0;;79.9;-0.9;1.1
4783;Energie, water en motorbrandstoffen;2004 maart;134.5;5.4;;83.3;8.0;2.5
4784;Energie, water en motorbrandstoffen;2004 1e kwartaal;137.1;-0.1;;83.4;2.0;2.1
4785;Energie, water en motorbrandstoffen;2004 april;115.4;0.5;;73.7;6.1;5.6
