ID;Leeftijdklassen;BaansituatieBijStartWWUitkering;BaansituatieOpPeilmoment;WWSituatieOpPeilmoment;InstroomEnPeilmoment;Perioden;AllePersonenIngestroomdInDeWW_1;PersonenMetEenBaanVoorInstroom_2;PersonenMetAOZWVoorInstroom_3
71;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2010;158810.0;126660.0;21490.0
72;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2011;163180.0;130000.0;23960.0
73;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2012;224040.0;184340.0;26470.0
74;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2013;257000.0;214100.0;27360.0
75;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2014;234530.0;190730.0;30090.0
76;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2015;237170.0;199650.0;26500.0
77;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2016;215860.0;180730.0;24440.0
78;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2017;174650.0;145730.0;21580.0
79;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2018;146180.0;120710.0;19560.0
80;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2019;143630.0;119540.0;18780.0
81;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2020;188980.0;162940.0;19540.0
82;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2021;120990.0;101150.0;16920.0
83;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;5 maanden na instroom in WW;2022;93310.0;77260.0;13650.0
84;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2009;161060.0;129190.0;19670.0
85;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2010;142730.0;113330.0;19640.0
86;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2011;147360.0;117010.0;21860.0
87;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2012;204780.0;167980.0;24380.0
88;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2013;234760.0;195330.0;25000.0
89;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2014;210880.0;170840.0;27350.0
90;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2015;211120.0;177320.0;23660.0
91;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2016;191780.0;160150.0;21760.0
92;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2017;153450.0;127620.0;19040.0
93;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2018;127900.0;105330.0;17230.0
94;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2019;125890.0;104660.0;16500.0
95;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2020;161360.0;138550.0;17030.0
96;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2021;106420.0;88990.0;14770.0
97;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;6 maanden na instroom in WW;2022;81470.0;67450.0;11890.0
98;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2009;148990.0;119270.0;18260.0
99;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2010;131110.0;104120.0;18020.0
100;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2011;136640.0;108530.0;20230.0
101;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2012;190840.0;156510.0;22610.0
102;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2013;219300.0;182570.0;23120.0
103;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2014;194630.0;157690.0;25140.0
104;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2015;191500.0;160710.0;21400.0
105;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2016;173980.0;145190.0;19630.0
106;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2017;138230.0;115000.0;16950.0
107;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2018;114460.0;94260.0;15330.0
108;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2019;113080.0;94040.0;14680.0
109;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2020;142200.0;121910.0;15070.0
110;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2021;93370.0;78180.0;12860.0
111;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;7 maanden na instroom in WW;2022;71550.0;59210.0;10420.0
112;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2009;137680.0;109980.0;17030.0
113;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2010;121260.0;96210.0;16630.0
114;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2011;126950.0;100740.0;18800.0
115;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2012;179350.0;147050.0;21140.0
116;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2013;203470.0;169210.0;21350.0
117;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2014;180800.0;146500.0;23200.0
118;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2015;177920.0;149410.0;19730.0
119;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2016;159160.0;132890.0;17730.0
120;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2017;125860.0;104710.0;15250.0
121;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2018;103780.0;85540.0;13740.0
122;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2019;104010.0;86720.0;13280.0
123;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2020;127720.0;109450.0;13500.0
124;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2021;83230.0;69820.0;11290.0
125;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;8 maanden na instroom in WW;2022;63840.0;52970.0;9150.0
126;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2009;128480.0;102520.0;15860.0
127;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2010;113370.0;90040.0;15410.0
128;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2011;119900.0;95370.0;17520.0
129;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2012;170270.0;139660.0;19930.0
130;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2013;192180.0;159990.0;19940.0
131;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2014;169370.0;137390.0;21430.0
132;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2015;166770.0;140240.0;18210.0
133;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2016;146950.0;122670.0;16210.0
134;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2017;115340.0;96100.0;13740.0
135;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2018;95380.0;78770.0;12380.0
136;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2019;95900.0;80190.0;12000.0
137;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2020;115940.0;99420.0;12150.0
138;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2021;75210.0;63290.0;10000.0
139;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;9 maanden na instroom in WW;2022;57970.0;48320.0;8080.0
140;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2009;120720.0;96430.0;14840.0
141;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2010;107770.0;85820.0;14440.0
142;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2011;114340.0;91150.0;16480.0
143;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2012;163390.0;134300.0;18840.0
144;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2013;182770.0;152380.0;18730.0
145;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2014;161080.0;131100.0;19940.0
146;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2015;157330.0;132480.0;16930.0
147;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2016;137580.0;115000.0;14930.0
148;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2017;106310.0;88650.0;12480.0
149;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2018;87760.0;72680.0;11140.0
150;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2019;88880.0;74620.0;10790.0
151;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2020;104520.0;89870.0;10690.0
152;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2021;68390.0;57640.0;8990.0
153;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;10 maanden na instroom in WW;2022;53390.0;44730.0;7250.0
154;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2009;115570.0;92590.0;14030.0
155;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2010;104520.0;83770.0;13600.0
156;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2011;112070.0;90000.0;15590.0
157;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2012;159140.0;131400.0;17840.0
158;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2013;177000.0;148290.0;17510.0
159;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2014;157450.0;128940.0;18820.0
160;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2015;153030.0;129500.0;15940.0
161;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2016;130730.0;109630.0;13840.0
162;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2017;100840.0;84330.0;11580.0
163;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2018;83960.0;69940.0;10220.0
164;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2019;84290.0;71130.0;9830.0
165;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2020;95390.0;82110.0;9640.0
166;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2021;62550.0;53010.0;7960.0
167;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;11 maanden na instroom in WW;2022;48900.0;41130.0;6440.0
168;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2009;115220.0;93310.0;13340.0
169;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2010;105530.0;85780.0;12890.0
170;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2011;115770.0;94740.0;14760.0
171;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2012;163110.0;136360.0;17140.0
172;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2013;178890.0;151450.0;16670.0
173;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2014;159690.0;132530.0;17800.0
174;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2015;153200.0;130700.0;15140.0
175;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2016;129230.0;109270.0;12960.0
176;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2017;99580.0;84170.0;10700.0
177;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2018;83330.0;70300.0;9470.0
178;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2019;82970.0;70730.0;9100.0
179;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2020;90540.0;78410.0;8760.0
180;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2021;59530.0;50850.0;7220.0
181;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;12 maanden na instroom in WW;2022;46780.0;39740.0;5830.0
182;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2009;82110.0;66090.0;9590.0
183;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2010;80140.0;65210.0;9510.0
184;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2011;94340.0;77520.0;11490.0
185;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2012;128620.0;107700.0;12870.0
186;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2013;134030.0;113310.0;12130.0
187;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2014;125750.0;104890.0;13180.0
188;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2015;118000.0;101350.0;10790.0
189;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2016;94340.0;80070.0;8830.0
190;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2017;72360.0;61320.0;7330.0
191;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2018;63110.0;53860.0;6470.0
192;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2019;60970.0;52570.0;6040.0
193;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2020;57260.0;50010.0;5050.0
194;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2021;41270.0;35930.0;4340.0
195;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;18 maanden na instroom in WW;2022;;;
196;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2009;72330.0;59330.0;7830.0
197;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2010;78320.0;65430.0;8110.0
198;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2011;92850.0;78110.0;9960.0
199;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2012;115600.0;98530.0;10270.0
200;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2013;120390.0;103570.0;9680.0
201;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2014;112340.0;95220.0;10440.0
202;Totaal;Totaal bij start van de WW-uitkering;Totaal;WW-uitkering;24 maanden na instroom in WW;2015;100810.0;87470.0;8420.0
