ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
54;Totaal hergebruik en eindverwerking;1530a Verw.groente,fruit,plant/diervet;2002;4597;4574;4127;0;0;0;4126;1;239;0;0;7;232;194;3;0;191;0;0.0;14;23;15.0;10.0;2.0;2.0;2.0;4.0;3.0;0.0;0.0;1.0;0;4;4478.0;95.0;54.0;27.0;3.0;11.0;19.0;5.0;2.0;3.0;0.0;0.0;4597;4574;3.0;6.0;122.0;84.0;234.0;3568.0;557.0;23;1.0;2.0;2.0;2.0;3.0;10.0;5.0
55;Totaal hergebruik en eindverwerking;1530a Verw.groente,fruit,plant/diervet;2003;4319;4296;3871;0;0;0;3871;0;235;0;0;7;228;177;3;0;174;0;0.0;13;23;15.0;9.0;2.0;2.0;2.0;4.0;3.0;0.0;0.0;1.0;0;4;4216.0;79.0;39.0;26.0;3.0;11.0;18.0;5.0;2.0;3.0;0.0;0.0;4319;4296;;;;;;;;23;;;;;;;
56;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;1994;421;391;329;0;0;0;353;0;8;3;0;0;39;50;16;0;34;0;;4;30;10.0;9.0;1.0;1.0;0.0;5.0;2.0;0.0;0.0;4.0;0;14;374.0;18.0;17.0;1.0;0.0;0.0;16.0;14.0;11.0;3.0;0.0;0.0;421;391;;6.0;0.0;2.0;1.0;184.0;198.0;30;;0.0;5.0;2.0;1.0;2.0;20.0
57;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;1996;309;277;229;0;0;0;229;0;1;0;0;0;1;45;32;0;13;0;;2;32;11.0;9.0;1.0;1.0;0.0;12.0;11.0;1.0;0.0;1.0;0;8;268.0;9.0;6.0;1.0;1.0;0.0;23.0;9.0;3.0;5.0;0.0;0.0;309;277;;0.0;0.0;0.0;2.0;227.0;47.0;32;;0.0;6.0;2.0;1.0;2.0;20.0
58;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;1998;266;236;63;2;0;0;61;0;1;0;0;0;1;170;107;0;63;0;0.0;1;30;10.0;7.0;1.0;2.0;0.0;8.0;2.0;4.0;0.0;2.0;0;11;214.0;22.0;17.0;4.0;0.0;1.0;17.0;13.0;4.0;8.0;1.0;0.0;266;236;;32.0;2.0;2.0;18.0;17.0;165.0;30;;0.0;1.0;2.0;1.0;2.0;24.0
59;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;2000;232;202;130;0;0;0;129;1;1;0;0;0;1;69;8;2;60;0;0.0;3;30;11.0;7.0;1.0;2.0;0.0;11.0;6.0;3.0;0.0;2.0;0;9;199.0;3.0;1.0;2.0;0.0;0.0;21.0;9.0;2.0;7.0;0.0;0.0;232;202;;11.0;0.0;2.0;16.0;0.0;173.0;30;;0.0;2.0;2.0;1.0;0.0;24.0
60;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;2001;235;204;138;0;0;0;138;0;1;0;0;0;1;61;8;2;52;0;0.0;3;31;11.0;8.0;1.0;2.0;0.0;10.0;6.0;3.0;0.0;2.0;0;9;197.0;6.0;1.0;2.0;0.0;3.0;21.0;10.0;2.0;7.0;1.0;0.0;235;204;;;;;;;;31;;;;;;;
61;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;2002;186;160;85;0;0;0;84;1;2;0;0;2;0;64;2;3;58;0;0.0;9;25;10.0;7.0;2.0;1.0;0.0;11.0;6.0;4.0;0.0;1.0;0;4;153.0;8.0;3.0;3.0;1.0;1.0;21.0;4.0;1.0;3.0;0.0;0.0;186;160;21.0;5.0;0.0;4.0;11.0;16.0;103.0;25;1.0;0.0;0.0;1.0;1.0;1.0;19.0
62;Totaal hergebruik en eindverwerking;155 Zuivelindustrie;2003;178;152;87;0;0;0;87;0;2;0;0;2;0;53;3;3;47;0;0.0;9;26;11.0;8.0;2.0;1.0;0.0;11.0;6.0;4.0;0.0;1.0;0;4;145.0;8.0;3.0;3.0;1.0;1.0;22.0;5.0;1.0;4.0;0.0;0.0;178;152;;;;;;;;26;;;;;;;
63;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;1994;1304;1198;985;0;0;0;348;0;23;0;0;15;102;174;76;3;96;0;;16;106;33.0;28.0;2.0;2.0;1.0;16.0;16.0;0.0;0.0;0.0;6;50;528.0;669.0;634.0;21.0;0.0;14.0;49.0;56.0;34.0;22.0;1.0;0.0;1304;1198;;3.0;0.0;5.0;24.0;42.0;1124.0;106;;12.0;13.0;17.0;15.0;32.0;17.0
64;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;1996;1076;936;752;0;0;0;753;0;8;0;0;7;0;147;49;0;98;0;;29;140;60.0;53.0;2.0;4.0;1.0;25.0;21.0;0.0;0.0;4.0;1;53;307.0;630.0;572.0;48.0;4.0;6.0;85.0;55.0;34.0;19.0;2.0;0.0;1076;936;;0.0;17.0;19.0;90.0;42.0;770.0;140;;11.0;30.0;17.0;45.0;16.0;20.0
65;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;1998;1268;1173;961;0;0;0;954;7;84;0;0;24;60;112;29;1;82;0;0.0;15;95;42.0;23.0;11.0;7.0;1.0;7.0;4.0;0.0;0.0;3.0;0;44;477.0;695.0;649.0;38.0;2.0;6.0;43.0;53.0;19.0;31.0;3.0;0.0;1268;1173;;1.0;1.0;31.0;27.0;90.0;1023.0;95;;10.0;9.0;20.0;12.0;23.0;21.0
66;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;2000;3035;2963;1361;0;0;1;1361;0;1366;0;0;6;1360;188;20;0;168;0;0.0;47;71;29.0;24.0;2.0;2.0;1.0;6.0;4.0;0.0;0.0;2.0;10;25;2695.0;269.0;213.0;19.0;3.0;34.0;37.0;36.0;6.0;21.0;6.0;3.0;3035;2963;;3.0;2.0;114.0;59.0;119.0;2665.0;72;;5.0;14.0;12.0;12.0;14.0;16.0
67;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;2001;2720;2641;1176;0;0;1;1176;0;1238;0;0;6;1231;177;20;0;157;0;0.0;49;80;34.0;28.0;2.0;2.0;2.0;14.0;4.0;0.0;0.0;10.0;3;28;2345.0;297.0;252.0;21.0;3.0;21.0;41.0;39.0;7.0;23.0;6.0;3.0;2720;2641;;;;;;;;80;;;;;;;
68;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;2002;2919;2863;1262;0;0;0;1251;11;1246;0;0;11;1236;295;37;0;258;0;0.0;59;56;32.0;24.0;4.0;3.0;1.0;6.0;4.0;0.0;0.0;2.0;0;17;2524.0;338.0;217.0;91.0;4.0;26.0;38.0;18.0;5.0;12.0;1.0;0.0;2919;2863;26.0;21.0;10.0;123.0;97.0;97.0;2489.0;56;2.0;1.0;8.0;8.0;12.0;12.0;13.0
69;Totaal hergebruik en eindverwerking;1560b Meel-, diervoeder- en overige ind.;2003;2772;2716;1366;0;0;0;1355;11;1053;0;0;11;1042;238;37;0;201;0;0.0;59;56;32.0;24.0;4.0;3.0;1.0;6.0;4.0;0.0;0.0;2.0;0;17;2423.0;293.0;171.0;92.0;4.0;26.0;38.0;18.0;5.0;12.0;1.0;0.0;2772;2716;;;;;;;;56;;;;;;;
70;Totaal hergebruik en eindverwerking;159 Drankenindustrie;1994;494;422;378;0;0;0;378;0;2;0;0;4;16;40;5;4;31;0;;2;72;20.0;12.0;1.0;8.0;0.0;43.0;1.0;1.0;0.0;40.0;0;9;403.0;20.0;18.0;1.0;0.0;0.0;63.0;9.0;4.0;4.0;1.0;0.0;494;422;;0.0;0.0;0.0;1.0;21.0;399.0;72;;0.0;4.0;1.0;2.0;20.0;44.0
71;Totaal hergebruik en eindverwerking;159 Drankenindustrie;1996;581;532;474;0;0;0;474;0;3;0;0;3;0;55;2;1;49;0;;1;49;17.0;10.0;0.0;6.0;0.0;22.0;3.0;1.0;0.0;19.0;2;7;512.0;20.0;12.0;9.0;0.0;0.0;41.0;8.0;5.0;3.0;0.0;0.0;581;532;;4.0;0.0;0.0;14.0;12.0;502.0;49;;0.0;1.0;1.0;3.0;4.0;39.0
72;Totaal hergebruik en eindverwerking;159 Drankenindustrie;1998;519;471;433;0;0;0;424;9;5;0;0;5;0;31;4;4;23;0;0.0;2;48;17.0;12.0;0.0;5.0;0.0;25.0;2.0;1.0;0.0;22.0;0;5;457.0;14.0;5.0;9.0;0.0;0.0;43.0;5.0;1.0;4.0;0.0;0.0;519;471;;9.0;5.0;12.0;5.0;18.0;420.0;48;;0.0;1.0;1.0;4.0;11.0;30.0
73;Totaal hergebruik en eindverwerking;159 Drankenindustrie;2000;772;742;689;2;0;0;687;0;28;0;0;4;21;34;0;1;33;0;0.0;4;30;15.0;9.0;1.0;5.0;0.0;12.0;1.0;1.0;0.0;10.0;0;3;710.0;32.0;3.0;8.0;1.0;20.0;28.0;3.0;1.0;2.0;0.0;0.0;772;742;;3.0;10.0;7.0;186.0;0.0;535.0;30;;0.0;0.0;2.0;3.0;1.0;24.0
74;Totaal hergebruik en eindverwerking;159 Drankenindustrie;2001;750;721;553;2;0;0;551;0;138;0;0;4;133;25;0;1;24;0;0.0;4;30;15.0;9.0;0.0;5.0;0.0;12.0;1.0;1.0;0.0;10.0;0;2;699.0;22.0;3.0;8.0;1.0;10.0;27.0;2.0;1.0;1.0;0.0;0.0;750;721;;;;;;;;30;;;;;;;
75;Totaal hergebruik en eindverwerking;159 Drankenindustrie;2002;756;727;563;2;0;0;551;10;132;0;0;6;125;28;6;0;22;0;0.0;5;29;16.0;9.0;1.0;6.0;0.0;11.0;1.0;0.0;0.0;9.0;0;2;702.0;25.0;2.0;11.0;3.0;9.0;27.0;2.0;1.0;1.0;0.0;0.0;756;727;3.0;4.0;19.0;9.0;211.0;0.0;482.0;29;0.0;0.0;1.0;1.0;2.0;1.0;23.0
76;Totaal hergebruik en eindverwerking;159 Drankenindustrie;2003;748;720;561;2;0;0;549;10;129;0;0;6;123;25;5;0;20;0;0.0;5;28;16.0;9.0;1.0;6.0;0.0;10.0;1.0;0.0;0.0;9.0;0;2;697.0;23.0;2.0;11.0;3.0;7.0;26.0;2.0;1.0;1.0;0.0;0.0;748;720;;;;;;;;28;;;;;;;
77;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;1994;33;18;14;0;0;0;5;0;0;0;0;1;1;0;0;0;0;0;;5;14;10.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;5.0;14.0;13.0;1.0;0.0;0.0;11.0;3.0;3.0;1.0;0.0;0.0;33;18;;0.0;0.0;0.0;0.0;1.0;17.0;14;;0.0;0.0;0.0;0.0;1.0;14.0
78;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;1996;29;16;13;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;;3;12;10.0;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;2;9.0;8.0;3.0;1.0;5.0;0.0;11.0;2.0;1.0;1.0;0.0;0.0;29;16;;0.0;0.0;0.0;0.0;0.0;15.0;12;;0.0;0.0;0.0;0.0;0.0;11.0
79;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;1998;22;9;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0.0;1;12;10.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;7.0;2.0;0.0;2.0;0.0;0.0;11.0;2.0;0.0;2.0;0.0;0.0;22;9;;0.0;0.0;0.0;0.0;1.0;8.0;12;;0.0;0.0;0.0;0.0;0.0;12.0
80;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;2000;24;11;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0.0;3;12;11.0;9.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1;7.0;5.0;1.0;4.0;0.0;0.0;11.0;1.0;0.0;1.0;0.0;0.0;24;11;;0.0;0.0;0.0;0.0;1.0;10.0;12;;0.0;0.0;0.0;0.0;0.0;12.0
81;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;2001;24;11;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0.0;3;13;11.0;9.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1;7.0;5.0;1.0;4.0;0.0;0.0;11.0;1.0;0.0;1.0;0.0;0.0;24;11;;;;;;;;13;;;;;;;
82;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;2002;23;9;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0.0;3;13;12.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;6.0;4.0;1.0;3.0;0.0;0.0;13.0;1.0;0.0;1.0;0.0;0.0;23;9;0.0;0.0;0.0;0.0;0.0;2.0;7.0;13;0.0;0.0;0.0;0.0;0.0;1.0;12.0
83;Totaal hergebruik en eindverwerking;16 Tabakverwerkende industrie;2003;21;9;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0.0;3;13;11.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;6.0;3.0;1.0;2.0;0.0;0.0;12.0;1.0;0.0;1.0;0.0;0.0;21;9;;;;;;;;13;;;;;;;
84;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;1994;70;50;25;0;0;2;14;12;0;0;0;0;0;9;6;0;3;0;;16;20;8.0;5.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1;10;12.0;38.0;31.0;6.0;0.0;0.0;8.0;11.0;10.0;1.0;0.0;0.0;70;50;;0.0;7.0;9.0;19.0;14.0;1.0;20;;0.0;1.0;3.0;6.0;4.0;5.0
85;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;1996;63;45;30;0;7;2;16;5;0;0;0;0;0;3;0;0;3;0;;12;18;5.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;11;25.0;20.0;14.0;5.0;1.0;0.0;5.0;12.0;10.0;1.0;1.0;0.0;63;45;;1.0;8.0;16.0;7.0;13.0;0.0;18;;2.0;1.0;4.0;4.0;4.0;1.0
86;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;1998;79;66;43;0;30;0;4;9;0;0;0;0;0;2;0;0;2;0;0.0;20;13;6.0;5.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;6;39.0;26.0;21.0;5.0;0.0;0.0;7.0;6.0;4.0;2.0;0.0;0.0;79;66;;2.0;37.0;8.0;7.0;12.0;0.0;13;;1.0;1.0;3.0;4.0;5.0;0.0
87;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;2000;71;62;23;0;18;1;0;4;0;0;0;0;0;15;0;0;15;0;0.0;24;9;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;22.0;39.0;26.0;13.0;0.0;0.0;5.0;4.0;2.0;2.0;0.0;0.0;71;62;;1.0;13.0;21.0;21.0;6.0;0.0;9;;0.0;2.0;2.0;2.0;2.0;0.0
88;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;2001;68;59;23;0;18;1;0;4;0;0;0;0;0;10;0;0;10;0;0.0;26;9;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;22.0;37.0;24.0;13.0;0.0;0.0;5.0;4.0;2.0;2.0;0.0;0.0;68;59;;;;;;;;9;;;;;;;
89;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;2002;99;77;38;0;0;3;0;35;0;0;0;0;0;14;0;0;13;0;0.0;25;21;14.0;9.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;31.0;46.0;15.0;31.0;0.0;0.0;14.0;8.0;1.0;5.0;2.0;0.0;99;77;13.0;6.0;16.0;6.0;29.0;9.0;0.0;21;8.0;4.0;1.0;3.0;3.0;2.0;0.0
90;Totaal hergebruik en eindverwerking;1700a Textiel,kleding en lederindustrie;2003;93;72;37;0;0;3;0;34;0;0;0;0;0;12;0;0;12;0;0.0;24;20;12.0;8.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;30.0;43.0;13.0;30.0;0.0;0.0;13.0;7.0;1.0;4.0;2.0;0.0;93;72;;;;;;;;20;;;;;;;
91;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1994;277;264;251;0;182;0;5;12;2;0;0;0;0;0;0;0;0;0;;11;13;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;11;184.0;80.0;14.0;66.0;0.0;0.0;2.0;11.0;8.0;2.0;1.0;0.0;277;264;;68.0;53.0;51.0;22.0;70.0;0.0;13;;2.0;6.0;2.0;1.0;1.0;0.0
92;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1996;214;205;191;0;190;1;0;0;1;1;0;0;0;0;0;0;0;0;;12;9;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;7;133.0;71.0;10.0;58.0;3.0;0.0;2.0;7.0;4.0;2.0;1.0;0.0;214;205;;43.0;46.0;42.0;23.0;50.0;0.0;9;;0.0;3.0;1.0;1.0;2.0;0.0
93;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1998;248;233;213;0;213;0;0;0;1;1;0;0;0;0;0;0;0;0;0.0;19;15;5.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;9;137.0;96.0;10.0;80.0;6.0;0.0;3.0;11.0;6.0;4.0;1.0;0.0;248;233;;53.0;52.0;67.0;36.0;27.0;0.0;15;;3.0;2.0;6.0;1.0;2.0;0.0
94;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2000;283;272;255;0;249;4;0;2;1;1;0;0;0;0;0;0;0;0;0.0;17;11;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;155.0;118.0;14.0;94.0;10.0;0.0;4.0;6.0;2.0;2.0;2.0;0.0;283;272;;48.0;55.0;99.0;46.0;23.0;0.0;11;;2.0;2.0;2.0;1.0;3.0;0.0
95;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2001;347;334;315;0;307;4;0;4;1;1;0;0;0;0;0;0;0;0;0.0;18;13;5.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;195.0;138.0;15.0;107.0;16.0;0.0;4.0;7.0;3.0;2.0;2.0;0.0;347;334;;;;;;;;13;;;;;;;
96;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2002;312;295;265;0;262;1;0;2;1;1;0;0;0;0;0;0;0;0;0.0;29;17;10.0;4.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;5;181.0;113.0;31.0;80.0;2.0;0.0;11.0;5.0;3.0;2.0;0.0;0.0;312;295;89.0;52.0;45.0;62.0;24.0;23.0;0.0;17;3.0;2.0;3.0;5.0;1.0;2.0;0.0
97;Totaal hergebruik en eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2003;305;288;260;0;257;1;0;2;1;1;0;0;0;0;0;0;0;0;0.0;29;17;10.0;4.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;5;178.0;110.0;30.0;78.0;2.0;0.0;10.0;5.0;3.0;2.0;0.0;0.0;305;288;;;;;;;;17;;;;;;;
98;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;1994;1005;946;473;420;60;11;27;5;16;0;4;13;27;395;0;0;396;18;;44;59;19.0;16.0;2.0;2.0;0.0;5.0;5.0;0.0;0.0;0.0;7;28;504.0;442.0;314.0;109.0;19.0;0.0;24.0;35.0;25.0;8.0;1.0;0.0;1005;946;;16.0;38.0;80.0;86.0;409.0;318.0;59;;4.0;7.0;7.0;8.0;17.0;16.0
99;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;1996;978;926;491;440;6;16;30;0;17;0;4;0;13;369;0;0;370;0;;48;52;11.0;7.0;3.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;3;32;543.0;383.0;266.0;116.0;1.0;0.0;16.0;36.0;19.0;15.0;2.0;0.0;978;926;;16.0;45.0;99.0;110.0;366.0;289.0;52;;3.0;7.0;7.0;10.0;13.0;12.0
100;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;1998;1094;1024;547;493;4;14;24;12;3;0;3;0;0;324;0;0;324;0;111.0;38;69;24.0;13.0;8.0;3.0;0.0;12.0;7.0;0.0;0.0;5.0;0;33;661.0;363.0;239.0;118.0;6.0;0.0;35.0;34.0;16.0;16.0;2.0;0.0;1094;1024;;25.0;53.0;112.0;101.0;512.0;220.0;69;;5.0;7.0;7.0;8.0;23.0;20.0
101;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;2000;1188;1127;606;559;5;14;26;2;3;0;3;0;0;330;1;0;329;0;159.0;28;61;22.0;11.0;7.0;1.0;3.0;7.0;6.0;0.0;0.0;0.0;3;28;807.0;319.0;138.0;178.0;3.0;0.0;32.0;29.0;12.0;16.0;1.0;0.0;1188;1127;;31.0;72.0;108.0;158.0;495.0;263.0;61;;5.0;10.0;5.0;7.0;20.0;14.0
102;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;2001;1207;1141;640;595;5;14;23;3;3;0;3;0;0;322;1;0;322;0;147.0;26;66;23.0;12.0;7.0;1.0;3.0;9.0;7.0;0.0;0.0;2.0;1;33;772.0;370.0;85.0;278.0;3.0;4.0;31.0;34.0;12.0;21.0;1.0;0.0;1207;1141;;;;;;;;66;;;;;;;
103;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;2002;1204;1144;644;591;4;24;20;5;19;3;4;0;10;314;0;0;311;0;125.0;41;60;30.0;16.0;10.0;3.0;1.0;8.0;4.0;0.0;0.0;4.0;0;22;857.0;287.0;62.0;210.0;11.0;4.0;36.0;24.0;5.0;15.0;4.0;0.0;1204;1144;29.0;27.0;120.0;83.0;153.0;518.0;215.0;60;5.0;4.0;7.0;5.0;7.0;16.0;15.0
104;Totaal hergebruik en eindverwerking;2100a Papierindustrie, drukken, uitgeven;2003;1227;1167;636;584;4;24;20;4;17;3;4;0;10;344;0;0;344;0;128.0;41;60;30.0;16.0;10.0;3.0;1.0;8.0;4.0;0.0;0.0;4.0;0;22;916.0;252.0;62.0;175.0;11.0;4.0;36.0;24.0;5.0;15.0;4.0;0.0;1227;1167;;;;;;;;60;;;;;;;
105;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;1994;741;714;268;220;60;10;26;5;13;0;1;13;27;395;0;0;395;0;;38;27;8.0;5.0;2.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;2;13;302.0;412.0;310.0;101.0;0.0;0.0;13.0;14.0;12.0;2.0;1.0;0.0;741;714;;4.0;12.0;37.0;58.0;346.0;257.0;27;;1.0;2.0;2.0;6.0;11.0;6.0
106;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;1996;698;676;251;205;6;11;30;0;14;0;2;0;13;369;0;0;370;0;;41;22;5.0;2.0;2.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;2;10;306.0;370.0;258.0;111.0;1.0;0.0;9.0;13.0;9.0;3.0;1.0;0.0;698;676;;2.0;13.0;36.0;90.0;336.0;198.0;22;;0.0;1.0;2.0;6.0;9.0;5.0
107;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;1998;793;756;290;240;4;10;24;12;0;0;0;0;0;324;0;0;324;0;111.0;31;37;13.0;6.0;5.0;2.0;0.0;11.0;6.0;0.0;0.0;5.0;0;12;404.0;352.0;237.0;113.0;2.0;0.0;24.0;13.0;7.0;5.0;1.0;0.0;793;756;;7.0;16.0;62.0;61.0;454.0;155.0;37;;1.0;1.0;3.0;4.0;16.0;12.0
108;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;2000;855;822;313;268;5;11;26;3;0;0;0;0;0;330;1;0;329;0;158.0;20;33;14.0;7.0;6.0;1.0;0.0;6.0;5.0;0.0;0.0;0.0;3;9;510.0;311.0;136.0;173.0;2.0;0.0;23.0;10.0;5.0;5.0;0.0;0.0;855;822;;3.0;38.0;56.0;105.0;422.0;198.0;33;;0.0;3.0;2.0;4.0;16.0;8.0
109;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;2001;836;804;315;273;5;11;23;3;0;0;0;0;0;322;1;0;322;0;146.0;19;32;14.0;7.0;6.0;1.0;0.0;8.0;6.0;0.0;0.0;2.0;1;9;443.0;362.0;83.0;273.0;2.0;4.0;21.0;10.0;5.0;5.0;0.0;0.0;836;804;;;;;;;;32;;;;;;;
110;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;2002;837;805;339;299;4;12;20;4;15;3;1;0;10;313;0;0;310;0;124.0;12;32;18.0;8.0;8.0;2.0;0.0;7.0;4.0;0.0;0.0;4.0;0;7;553.0;252.0;58.0;187.0;3.0;4.0;23.0;9.0;3.0;4.0;2.0;0.0;837;805;14.0;18.0;31.0;50.0;101.0;410.0;183.0;32;1.0;1.0;1.0;2.0;4.0;12.0;10.0
111;Totaal hergebruik en eindverwerking;21 Papier(waren)- en karton(waren)ind.;2003;868;836;339;299;4;12;20;4;14;3;1;0;10;343;0;0;343;0;127.0;13;32;18.0;8.0;8.0;2.0;0.0;8.0;4.0;0.0;0.0;4.0;0;7;619.0;218.0;58.0;153.0;3.0;4.0;23.0;9.0;3.0;4.0;2.0;0.0;868;836;;;;;;;;32;;;;;;;
112;Totaal hergebruik en eindverwerking;211 Pulp-, papier- en kartonindustrie;1994;376;364;49;16;59;0;26;0;12;0;0;13;27;269;0;0;269;0;;34;12;3.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1;5;85.0;279.0;180.0;100.0;0.0;0.0;6.0;5.0;4.0;0.0;0.0;0.0;376;364;;0.0;2.0;1.0;6.0;150.0;205.0;12;;0.0;0.0;0.0;1.0;6.0;5.0
