ID;Geslacht;Leeftijd;BurgerlijkeStaat;Regio;Bewoners_1
2485;Totaal mannen en vrouwen;2 maand;Gehuwd;Utrecht (provincie);
2486;Totaal mannen en vrouwen;2 maand;Gehuwd;Noord-Holland;
2487;Totaal mannen en vrouwen;2 maand;Gehuwd;Zuid-Holland;
2488;Totaal mannen en vrouwen;2 maand;Gehuwd;Zeeland;
2489;Totaal mannen en vrouwen;2 maand;Gehuwd;Noord-Brabant;
2490;Totaal mannen en vrouwen;2 maand;Gehuwd;Limburg;
2491;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met meer dan 100000 inwoners;
2492;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 50001 - 100000 inwoners;
2493;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 20001 - 50000 inwoners;
2494;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 10001 - 20000 inwoners;
2495;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 5001 - 10000 inwoners;
2496;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 2001 - 5000 inwoners;
2497;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 1001 - 2000 inwoners;
2498;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 501 - 1000 inwoners;
2499;Totaal mannen en vrouwen;2 maand;Gehuwd;Gemeenten met 500 of minder inwoners;
2500;Totaal mannen en vrouwen;2 maand;Gehuwd;Amsterdam;
2501;Totaal mannen en vrouwen;2 maand;Gehuwd;Rotterdam;
2502;Totaal mannen en vrouwen;2 maand;Gehuwd;'s-Gravenhage;
2503;Totaal mannen en vrouwen;2 maand;Gehuwd;Utrecht;
2504;Totaal mannen en vrouwen;2 maand;Gehuwd;Haarlem;
2505;Totaal mannen en vrouwen;2 maand;Gehuwd;Groningen;
2506;Totaal mannen en vrouwen;2 maand;Gehuwd;Eindhoven;
2507;Totaal mannen en vrouwen;2 maand;Gehuwd;Nijmegen;
2508;Totaal mannen en vrouwen;2 maand;Gehuwd;Tilburg;
2509;Totaal mannen en vrouwen;2 maand;Gehuwd;Arnhem;
2510;Totaal mannen en vrouwen;2 maand;Gehuwd;Leiden;
2511;Totaal mannen en vrouwen;2 maand;Gehuwd;Maastricht;
2512;Totaal mannen en vrouwen;2 maand;Gehuwd;Apeldoorn;
2513;Totaal mannen en vrouwen;2 maand;Gehuwd;Hilversum;
2514;Totaal mannen en vrouwen;2 maand;Gehuwd;Dordrecht;
2515;Totaal mannen en vrouwen;2 maand;Gehuwd;Schiedam;
2516;Totaal mannen en vrouwen;2 maand;Gehuwd;Enschede;
2517;Totaal mannen en vrouwen;2 maand;Gehuwd;Delft;
2518;Totaal mannen en vrouwen;2 maand;Gehuwd;Leeuwarden;
2519;Totaal mannen en vrouwen;2 maand;Gehuwd;Heerlen;
2520;Totaal mannen en vrouwen;2 maand;Gehuwd;Breda;
2521;Totaal mannen en vrouwen;2 maand;Gehuwd;'s-Hertogenbosch;
2522;Totaal mannen en vrouwen;2 maand;Gehuwd;Velsen;
2523;Totaal mannen en vrouwen;2 maand;Gehuwd;Emmen;
2524;Totaal mannen en vrouwen;2 maand;Gehuwd;Zwolle;
2525;Totaal mannen en vrouwen;2 maand;Gehuwd;Amersfoort;
2526;Totaal mannen en vrouwen;2 maand;Gehuwd;Kerkrade;
2527;Totaal mannen en vrouwen;2 maand;Gehuwd;Deventer;
2528;Totaal mannen en vrouwen;2 maand;Gehuwd;Hengelo (O.);
2529;Totaal mannen en vrouwen;2 maand;Gehuwd;Zaandam;
2530;Totaal mannen en vrouwen;2 maand;Gehuwd;Almelo;
2531;Totaal mannen en vrouwen;2 maand;Gehuwd;Lonneker;
2532;Totaal mannen en vrouwen;2 maand;Gehuwd;Ede;
2533;Totaal mannen en vrouwen;2 maand;Gehuwd;Helder (Den);
2534;Totaal mannen en vrouwen;2 maand;Gehuwd;Gouda;
2535;Totaal mannen en vrouwen;2 maand;Gehuwd;Alkmaar;
2536;Totaal mannen en vrouwen;2 maand;Gehuwd;Vlaardingen;
2537;Totaal mannen en vrouwen;2 maand;Gehuwd;Haarlemmermeer;
2538;Totaal mannen en vrouwen;2 maand;Gehuwd;Helmond;
2539;Totaal mannen en vrouwen;2 maand;Gehuwd;Bussum;
2540;Totaal mannen en vrouwen;2 maand;Gehuwd;Zeist;
2541;Totaal mannen en vrouwen;2 maand;Gehuwd;Rheden;
2542;Totaal mannen en vrouwen;2 maand;Gehuwd;Venlo;
2543;Totaal mannen en vrouwen;2 maand;Gehuwd;Roosendaal en Nispen;
2544;Totaal mannen en vrouwen;2 maand;Gehuwd;Vlissingen;
2545;Totaal mannen en vrouwen;2 maand;Gehuwd;Bergen op Zoom;
2546;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Nederland;
2547;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Groningen (provincie);
2548;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Friesland;
2549;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Drenthe;
2550;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Overijssel;
2551;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gelderland;
2552;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Utrecht (provincie);
2553;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Noord-Holland;
2554;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Zuid-Holland;
2555;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Zeeland;
2556;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Noord-Brabant;
2557;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Limburg;
2558;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met meer dan 100000 inwoners;
2559;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 50001 - 100000 inwoners;
2560;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 20001 - 50000 inwoners;
2561;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 10001 - 20000 inwoners;
2562;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 5001 - 10000 inwoners;
2563;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 2001 - 5000 inwoners;
2564;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 1001 - 2000 inwoners;
2565;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 501 - 1000 inwoners;
2566;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gemeenten met 500 of minder inwoners;
2567;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Amsterdam;
2568;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Rotterdam;
2569;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;'s-Gravenhage;
2570;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Utrecht;
2571;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Haarlem;
2572;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Groningen;
2573;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Eindhoven;
2574;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Nijmegen;
2575;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Tilburg;
2576;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Arnhem;
2577;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Leiden;
2578;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Maastricht;
2579;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Apeldoorn;
2580;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Hilversum;
2581;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Dordrecht;
2582;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Schiedam;
2583;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Enschede;
2584;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Delft;
2585;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Leeuwarden;
2586;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Heerlen;
2587;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Breda;
2588;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;'s-Hertogenbosch;
2589;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Velsen;
2590;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Emmen;
2591;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Zwolle;
2592;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Amersfoort;
2593;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Kerkrade;
2594;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Deventer;
2595;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Hengelo (O.);
2596;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Zaandam;
2597;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Almelo;
2598;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Lonneker;
2599;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Ede;
2600;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Helder (Den);
2601;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Gouda;
2602;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Alkmaar;
2603;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Vlaardingen;
2604;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Haarlemmermeer;
2605;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Helmond;
2606;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Bussum;
2607;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Zeist;
2608;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Rheden;
2609;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Venlo;
2610;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Roosendaal en Nispen;
2611;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Vlissingen;
2612;Totaal mannen en vrouwen;2 maand;Gescheiden van tafel en bed;Bergen op Zoom;
2613;Totaal mannen en vrouwen;2 maand;Weduwstaat;Nederland;
2614;Totaal mannen en vrouwen;2 maand;Weduwstaat;Groningen (provincie);
2615;Totaal mannen en vrouwen;2 maand;Weduwstaat;Friesland;
2616;Totaal mannen en vrouwen;2 maand;Weduwstaat;Drenthe;
2617;Totaal mannen en vrouwen;2 maand;Weduwstaat;Overijssel;
2618;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gelderland;
2619;Totaal mannen en vrouwen;2 maand;Weduwstaat;Utrecht (provincie);
2620;Totaal mannen en vrouwen;2 maand;Weduwstaat;Noord-Holland;
2621;Totaal mannen en vrouwen;2 maand;Weduwstaat;Zuid-Holland;
2622;Totaal mannen en vrouwen;2 maand;Weduwstaat;Zeeland;
2623;Totaal mannen en vrouwen;2 maand;Weduwstaat;Noord-Brabant;
2624;Totaal mannen en vrouwen;2 maand;Weduwstaat;Limburg;
2625;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met meer dan 100000 inwoners;
2626;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 50001 - 100000 inwoners;
2627;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 20001 - 50000 inwoners;
2628;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 10001 - 20000 inwoners;
2629;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 5001 - 10000 inwoners;
2630;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 2001 - 5000 inwoners;
2631;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 1001 - 2000 inwoners;
2632;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 501 - 1000 inwoners;
2633;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gemeenten met 500 of minder inwoners;
2634;Totaal mannen en vrouwen;2 maand;Weduwstaat;Amsterdam;
2635;Totaal mannen en vrouwen;2 maand;Weduwstaat;Rotterdam;
2636;Totaal mannen en vrouwen;2 maand;Weduwstaat;'s-Gravenhage;
2637;Totaal mannen en vrouwen;2 maand;Weduwstaat;Utrecht;
2638;Totaal mannen en vrouwen;2 maand;Weduwstaat;Haarlem;
2639;Totaal mannen en vrouwen;2 maand;Weduwstaat;Groningen;
2640;Totaal mannen en vrouwen;2 maand;Weduwstaat;Eindhoven;
2641;Totaal mannen en vrouwen;2 maand;Weduwstaat;Nijmegen;
2642;Totaal mannen en vrouwen;2 maand;Weduwstaat;Tilburg;
2643;Totaal mannen en vrouwen;2 maand;Weduwstaat;Arnhem;
2644;Totaal mannen en vrouwen;2 maand;Weduwstaat;Leiden;
2645;Totaal mannen en vrouwen;2 maand;Weduwstaat;Maastricht;
2646;Totaal mannen en vrouwen;2 maand;Weduwstaat;Apeldoorn;
2647;Totaal mannen en vrouwen;2 maand;Weduwstaat;Hilversum;
2648;Totaal mannen en vrouwen;2 maand;Weduwstaat;Dordrecht;
2649;Totaal mannen en vrouwen;2 maand;Weduwstaat;Schiedam;
2650;Totaal mannen en vrouwen;2 maand;Weduwstaat;Enschede;
2651;Totaal mannen en vrouwen;2 maand;Weduwstaat;Delft;
2652;Totaal mannen en vrouwen;2 maand;Weduwstaat;Leeuwarden;
2653;Totaal mannen en vrouwen;2 maand;Weduwstaat;Heerlen;
2654;Totaal mannen en vrouwen;2 maand;Weduwstaat;Breda;
2655;Totaal mannen en vrouwen;2 maand;Weduwstaat;'s-Hertogenbosch;
2656;Totaal mannen en vrouwen;2 maand;Weduwstaat;Velsen;
2657;Totaal mannen en vrouwen;2 maand;Weduwstaat;Emmen;
2658;Totaal mannen en vrouwen;2 maand;Weduwstaat;Zwolle;
2659;Totaal mannen en vrouwen;2 maand;Weduwstaat;Amersfoort;
2660;Totaal mannen en vrouwen;2 maand;Weduwstaat;Kerkrade;
2661;Totaal mannen en vrouwen;2 maand;Weduwstaat;Deventer;
2662;Totaal mannen en vrouwen;2 maand;Weduwstaat;Hengelo (O.);
2663;Totaal mannen en vrouwen;2 maand;Weduwstaat;Zaandam;
2664;Totaal mannen en vrouwen;2 maand;Weduwstaat;Almelo;
2665;Totaal mannen en vrouwen;2 maand;Weduwstaat;Lonneker;
2666;Totaal mannen en vrouwen;2 maand;Weduwstaat;Ede;
2667;Totaal mannen en vrouwen;2 maand;Weduwstaat;Helder (Den);
2668;Totaal mannen en vrouwen;2 maand;Weduwstaat;Gouda;
2669;Totaal mannen en vrouwen;2 maand;Weduwstaat;Alkmaar;
2670;Totaal mannen en vrouwen;2 maand;Weduwstaat;Vlaardingen;
2671;Totaal mannen en vrouwen;2 maand;Weduwstaat;Haarlemmermeer;
2672;Totaal mannen en vrouwen;2 maand;Weduwstaat;Helmond;
2673;Totaal mannen en vrouwen;2 maand;Weduwstaat;Bussum;
2674;Totaal mannen en vrouwen;2 maand;Weduwstaat;Zeist;
2675;Totaal mannen en vrouwen;2 maand;Weduwstaat;Rheden;
2676;Totaal mannen en vrouwen;2 maand;Weduwstaat;Venlo;
2677;Totaal mannen en vrouwen;2 maand;Weduwstaat;Roosendaal en Nispen;
2678;Totaal mannen en vrouwen;2 maand;Weduwstaat;Vlissingen;
2679;Totaal mannen en vrouwen;2 maand;Weduwstaat;Bergen op Zoom;
2680;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Nederland;
2681;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Groningen (provincie);
2682;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Friesland;
2683;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Drenthe;
2684;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Overijssel;
2685;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gelderland;
2686;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Utrecht (provincie);
2687;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Noord-Holland;
2688;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Zuid-Holland;
2689;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Zeeland;
2690;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Noord-Brabant;
2691;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Limburg;
2692;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met meer dan 100000 inwoners;
2693;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 50001 - 100000 inwoners;
2694;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 20001 - 50000 inwoners;
2695;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 10001 - 20000 inwoners;
2696;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 5001 - 10000 inwoners;
2697;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 2001 - 5000 inwoners;
2698;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 1001 - 2000 inwoners;
2699;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 501 - 1000 inwoners;
2700;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gemeenten met 500 of minder inwoners;
2701;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Amsterdam;
2702;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Rotterdam;
2703;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;'s-Gravenhage;
2704;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Utrecht;
2705;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Haarlem;
2706;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Groningen;
2707;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Eindhoven;
2708;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Nijmegen;
2709;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Tilburg;
2710;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Arnhem;
2711;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Leiden;
2712;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Maastricht;
2713;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Apeldoorn;
2714;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Hilversum;
2715;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Dordrecht;
2716;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Schiedam;
2717;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Enschede;
2718;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Delft;
2719;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Leeuwarden;
2720;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Heerlen;
2721;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Breda;
2722;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;'s-Hertogenbosch;
2723;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Velsen;
2724;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Emmen;
2725;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Zwolle;
2726;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Amersfoort;
2727;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Kerkrade;
2728;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Deventer;
2729;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Hengelo (O.);
2730;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Zaandam;
2731;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Almelo;
2732;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Lonneker;
2733;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Ede;
2734;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Helder (Den);
2735;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Gouda;
2736;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Alkmaar;
2737;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Vlaardingen;
2738;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Haarlemmermeer;
2739;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Helmond;
2740;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Bussum;
2741;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Zeist;
2742;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Rheden;
2743;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Venlo;
2744;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Roosendaal en Nispen;
2745;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Vlissingen;
2746;Totaal mannen en vrouwen;2 maand;Gescheiden van echt;Bergen op Zoom;
2747;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Nederland;
2748;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Groningen (provincie);
2749;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Friesland;
2750;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Drenthe;
2751;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Overijssel;
2752;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gelderland;
2753;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Utrecht (provincie);
2754;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Noord-Holland;
2755;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Zuid-Holland;
2756;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Zeeland;
2757;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Noord-Brabant;
2758;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Limburg;
2759;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met meer dan 100000 inwoners;
2760;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 50001 - 100000 inwoners;
2761;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 20001 - 50000 inwoners;
2762;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 10001 - 20000 inwoners;
2763;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 5001 - 10000 inwoners;
2764;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 2001 - 5000 inwoners;
2765;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 1001 - 2000 inwoners;
2766;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 501 - 1000 inwoners;
2767;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gemeenten met 500 of minder inwoners;
2768;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Amsterdam;
2769;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Rotterdam;
2770;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;'s-Gravenhage;
2771;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Utrecht;
2772;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Haarlem;
2773;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Groningen;
2774;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Eindhoven;
2775;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Nijmegen;
2776;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Tilburg;
2777;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Arnhem;
2778;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Leiden;
2779;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Maastricht;
2780;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Apeldoorn;
2781;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Hilversum;
2782;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Dordrecht;
2783;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Schiedam;
2784;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Enschede;
2785;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Delft;
2786;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Leeuwarden;
2787;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Heerlen;
2788;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Breda;
2789;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;'s-Hertogenbosch;
2790;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Velsen;
2791;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Emmen;
2792;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Zwolle;
2793;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Amersfoort;
2794;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Kerkrade;
2795;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Deventer;
2796;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Hengelo (O.);
2797;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Zaandam;
2798;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Almelo;
2799;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Lonneker;
2800;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Ede;
2801;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Helder (Den);
2802;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Gouda;
2803;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Alkmaar;
2804;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Vlaardingen;
2805;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Haarlemmermeer;
2806;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Helmond;
2807;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Bussum;
2808;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Zeist;
2809;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Rheden;
2810;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Venlo;
2811;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Roosendaal en Nispen;
2812;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Vlissingen;
2813;Totaal mannen en vrouwen;2 maand;Burgerlijke staat onbekend;Bergen op Zoom;
2814;Totaal mannen en vrouwen;3 maand;Totaal alle burgerlijke staten;Nederland;14410.0
