ID;HerkomstBestemming;Afvalsoorten;Perioden;Afval_1
3281;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2010;
3282;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2012;1.0
3283;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2014;1.0
3284;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2016;1.0
3285;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2018;0.0
3286;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2020;0.0
3287;26 Elektrotechnische industrie;Dierlijk en plantaardig afval;2022;0.0
3288;26 Elektrotechnische industrie;Gemengd afval;2008;
3289;26 Elektrotechnische industrie;Gemengd afval;2010;
3290;26 Elektrotechnische industrie;Gemengd afval;2012;12.0
3291;26 Elektrotechnische industrie;Gemengd afval;2014;5.0
3292;26 Elektrotechnische industrie;Gemengd afval;2016;5.0
3293;26 Elektrotechnische industrie;Gemengd afval;2018;4.0
3294;26 Elektrotechnische industrie;Gemengd afval;2020;6.0
3295;26 Elektrotechnische industrie;Gemengd afval;2022;8.0
3296;26 Elektrotechnische industrie;Slib;2008;
3297;26 Elektrotechnische industrie;Slib;2010;
3298;26 Elektrotechnische industrie;Slib;2012;0.0
3299;26 Elektrotechnische industrie;Slib;2014;0.0
3300;26 Elektrotechnische industrie;Slib;2016;0.0
3301;26 Elektrotechnische industrie;Slib;2018;0.0
3302;26 Elektrotechnische industrie;Slib;2020;0.0
3303;26 Elektrotechnische industrie;Slib;2022;0.0
3304;26 Elektrotechnische industrie;Mineraal afval;2008;
3305;26 Elektrotechnische industrie;Mineraal afval;2010;
3306;26 Elektrotechnische industrie;Mineraal afval;2012;0.0
3307;26 Elektrotechnische industrie;Mineraal afval;2014;0.0
3308;26 Elektrotechnische industrie;Mineraal afval;2016;1.0
3309;26 Elektrotechnische industrie;Mineraal afval;2018;0.0
3310;26 Elektrotechnische industrie;Mineraal afval;2020;0.0
3311;26 Elektrotechnische industrie;Mineraal afval;2022;0.0
3312;27 Elektrische apparatenindustrie;Totaal afval;2008;
3313;27 Elektrische apparatenindustrie;Totaal afval;2010;
3314;27 Elektrische apparatenindustrie;Totaal afval;2012;52.0
3315;27 Elektrische apparatenindustrie;Totaal afval;2014;64.0
3316;27 Elektrische apparatenindustrie;Totaal afval;2016;58.0
3317;27 Elektrische apparatenindustrie;Totaal afval;2018;44.0
3318;27 Elektrische apparatenindustrie;Totaal afval;2020;36.0
3319;27 Elektrische apparatenindustrie;Totaal afval;2022;40.0
3320;27 Elektrische apparatenindustrie;Chemisch afval;2008;
3321;27 Elektrische apparatenindustrie;Chemisch afval;2010;
3322;27 Elektrische apparatenindustrie;Chemisch afval;2012;1.0
3323;27 Elektrische apparatenindustrie;Chemisch afval;2014;1.0
3324;27 Elektrische apparatenindustrie;Chemisch afval;2016;1.0
3325;27 Elektrische apparatenindustrie;Chemisch afval;2018;1.0
3326;27 Elektrische apparatenindustrie;Chemisch afval;2020;1.0
3327;27 Elektrische apparatenindustrie;Chemisch afval;2022;2.0
3328;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2008;
3329;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2010;
3330;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2012;32.0
3331;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2014;33.0
3332;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2016;28.0
3333;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2018;24.0
3334;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2020;23.0
3335;27 Elektrische apparatenindustrie;Totaal recyclebaar afval;2022;25.0
3336;27 Elektrische apparatenindustrie;IJzerafval;2008;
3337;27 Elektrische apparatenindustrie;IJzerafval;2010;
3338;27 Elektrische apparatenindustrie;IJzerafval;2012;4.0
3339;27 Elektrische apparatenindustrie;IJzerafval;2014;9.0
3340;27 Elektrische apparatenindustrie;IJzerafval;2016;3.0
3341;27 Elektrische apparatenindustrie;IJzerafval;2018;2.0
3342;27 Elektrische apparatenindustrie;IJzerafval;2020;4.0
3343;27 Elektrische apparatenindustrie;IJzerafval;2022;5.0
3344;27 Elektrische apparatenindustrie;Ander metaalafval;2008;
3345;27 Elektrische apparatenindustrie;Ander metaalafval;2010;
3346;27 Elektrische apparatenindustrie;Ander metaalafval;2012;2.0
3347;27 Elektrische apparatenindustrie;Ander metaalafval;2014;1.0
3348;27 Elektrische apparatenindustrie;Ander metaalafval;2016;3.0
3349;27 Elektrische apparatenindustrie;Ander metaalafval;2018;2.0
3350;27 Elektrische apparatenindustrie;Ander metaalafval;2020;3.0
3351;27 Elektrische apparatenindustrie;Ander metaalafval;2022;3.0
3352;27 Elektrische apparatenindustrie;Gemengd metaalafval;2008;
3353;27 Elektrische apparatenindustrie;Gemengd metaalafval;2010;
3354;27 Elektrische apparatenindustrie;Gemengd metaalafval;2012;10.0
3355;27 Elektrische apparatenindustrie;Gemengd metaalafval;2014;13.0
3356;27 Elektrische apparatenindustrie;Gemengd metaalafval;2016;12.0
3357;27 Elektrische apparatenindustrie;Gemengd metaalafval;2018;8.0
3358;27 Elektrische apparatenindustrie;Gemengd metaalafval;2020;6.0
3359;27 Elektrische apparatenindustrie;Gemengd metaalafval;2022;6.0
3360;27 Elektrische apparatenindustrie;Glasafval;2008;
3361;27 Elektrische apparatenindustrie;Glasafval;2010;
3362;27 Elektrische apparatenindustrie;Glasafval;2012;1.0
3363;27 Elektrische apparatenindustrie;Glasafval;2014;0.0
3364;27 Elektrische apparatenindustrie;Glasafval;2016;0.0
3365;27 Elektrische apparatenindustrie;Glasafval;2018;0.0
3366;27 Elektrische apparatenindustrie;Glasafval;2020;0.0
3367;27 Elektrische apparatenindustrie;Glasafval;2022;0.0
3368;27 Elektrische apparatenindustrie;Papierafval;2008;
3369;27 Elektrische apparatenindustrie;Papierafval;2010;
3370;27 Elektrische apparatenindustrie;Papierafval;2012;5.0
3371;27 Elektrische apparatenindustrie;Papierafval;2014;4.0
3372;27 Elektrische apparatenindustrie;Papierafval;2016;5.0
3373;27 Elektrische apparatenindustrie;Papierafval;2018;4.0
3374;27 Elektrische apparatenindustrie;Papierafval;2020;4.0
3375;27 Elektrische apparatenindustrie;Papierafval;2022;4.0
3376;27 Elektrische apparatenindustrie;Rubberafval;2008;
3377;27 Elektrische apparatenindustrie;Rubberafval;2010;
3378;27 Elektrische apparatenindustrie;Rubberafval;2012;0.0
3379;27 Elektrische apparatenindustrie;Rubberafval;2014;0.0
3380;27 Elektrische apparatenindustrie;Rubberafval;2016;0.0
3381;27 Elektrische apparatenindustrie;Rubberafval;2018;0.0
3382;27 Elektrische apparatenindustrie;Rubberafval;2020;0.0
3383;27 Elektrische apparatenindustrie;Rubberafval;2022;0.0
3384;27 Elektrische apparatenindustrie;Plasticafval;2008;
3385;27 Elektrische apparatenindustrie;Plasticafval;2010;
3386;27 Elektrische apparatenindustrie;Plasticafval;2012;7.0
3387;27 Elektrische apparatenindustrie;Plasticafval;2014;1.0
3388;27 Elektrische apparatenindustrie;Plasticafval;2016;3.0
3389;27 Elektrische apparatenindustrie;Plasticafval;2018;4.0
3390;27 Elektrische apparatenindustrie;Plasticafval;2020;3.0
3391;27 Elektrische apparatenindustrie;Plasticafval;2022;3.0
3392;27 Elektrische apparatenindustrie;Houtafval;2008;
3393;27 Elektrische apparatenindustrie;Houtafval;2010;
3394;27 Elektrische apparatenindustrie;Houtafval;2012;3.0
3395;27 Elektrische apparatenindustrie;Houtafval;2014;3.0
3396;27 Elektrische apparatenindustrie;Houtafval;2016;2.0
3397;27 Elektrische apparatenindustrie;Houtafval;2018;3.0
3398;27 Elektrische apparatenindustrie;Houtafval;2020;3.0
3399;27 Elektrische apparatenindustrie;Houtafval;2022;3.0
3400;27 Elektrische apparatenindustrie;Textielafval;2008;
3401;27 Elektrische apparatenindustrie;Textielafval;2010;
3402;27 Elektrische apparatenindustrie;Textielafval;2012;0.0
3403;27 Elektrische apparatenindustrie;Textielafval;2014;0.0
3404;27 Elektrische apparatenindustrie;Textielafval;2016;0.0
3405;27 Elektrische apparatenindustrie;Textielafval;2018;0.0
3406;27 Elektrische apparatenindustrie;Textielafval;2020;0.0
3407;27 Elektrische apparatenindustrie;Textielafval;2022;0.0
3408;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2008;
3409;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2010;
3410;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2012;0.0
3411;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2014;0.0
3412;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2016;0.0
3413;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2018;0.0
3414;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2020;0.0
3415;27 Elektrische apparatenindustrie;Overig recyclebaar afval;2022;0.0
3416;27 Elektrische apparatenindustrie;Afgedankt materiaal;2008;
3417;27 Elektrische apparatenindustrie;Afgedankt materiaal;2010;
3418;27 Elektrische apparatenindustrie;Afgedankt materiaal;2012;1.0
3419;27 Elektrische apparatenindustrie;Afgedankt materiaal;2014;1.0
3420;27 Elektrische apparatenindustrie;Afgedankt materiaal;2016;1.0
3421;27 Elektrische apparatenindustrie;Afgedankt materiaal;2018;0.0
3422;27 Elektrische apparatenindustrie;Afgedankt materiaal;2020;0.0
3423;27 Elektrische apparatenindustrie;Afgedankt materiaal;2022;1.0
3424;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2008;
3425;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2010;
3426;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2012;0.0
3427;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2014;0.0
3428;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2016;0.0
3429;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2018;0.0
3430;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2020;0.0
3431;27 Elektrische apparatenindustrie;Dierlijk en plantaardig afval;2022;0.0
3432;27 Elektrische apparatenindustrie;Gemengd afval;2008;
3433;27 Elektrische apparatenindustrie;Gemengd afval;2010;
3434;27 Elektrische apparatenindustrie;Gemengd afval;2012;11.0
3435;27 Elektrische apparatenindustrie;Gemengd afval;2014;9.0
3436;27 Elektrische apparatenindustrie;Gemengd afval;2016;8.0
3437;27 Elektrische apparatenindustrie;Gemengd afval;2018;6.0
3438;27 Elektrische apparatenindustrie;Gemengd afval;2020;7.0
3439;27 Elektrische apparatenindustrie;Gemengd afval;2022;8.0
3440;27 Elektrische apparatenindustrie;Slib;2008;
3441;27 Elektrische apparatenindustrie;Slib;2010;
3442;27 Elektrische apparatenindustrie;Slib;2012;0.0
3443;27 Elektrische apparatenindustrie;Slib;2014;0.0
3444;27 Elektrische apparatenindustrie;Slib;2016;0.0
3445;27 Elektrische apparatenindustrie;Slib;2018;0.0
3446;27 Elektrische apparatenindustrie;Slib;2020;0.0
3447;27 Elektrische apparatenindustrie;Slib;2022;0.0
3448;27 Elektrische apparatenindustrie;Mineraal afval;2008;
3449;27 Elektrische apparatenindustrie;Mineraal afval;2010;
3450;27 Elektrische apparatenindustrie;Mineraal afval;2012;6.0
3451;27 Elektrische apparatenindustrie;Mineraal afval;2014;20.0
3452;27 Elektrische apparatenindustrie;Mineraal afval;2016;20.0
3453;27 Elektrische apparatenindustrie;Mineraal afval;2018;13.0
3454;27 Elektrische apparatenindustrie;Mineraal afval;2020;5.0
3455;27 Elektrische apparatenindustrie;Mineraal afval;2022;5.0
3456;28 Machine-industrie;Totaal afval;2008;
3457;28 Machine-industrie;Totaal afval;2010;
3458;28 Machine-industrie;Totaal afval;2012;159.0
3459;28 Machine-industrie;Totaal afval;2014;155.0
3460;28 Machine-industrie;Totaal afval;2016;165.0
3461;28 Machine-industrie;Totaal afval;2018;126.0
3462;28 Machine-industrie;Totaal afval;2020;140.0
3463;28 Machine-industrie;Totaal afval;2022;180.0
3464;28 Machine-industrie;Chemisch afval;2008;
3465;28 Machine-industrie;Chemisch afval;2010;
3466;28 Machine-industrie;Chemisch afval;2012;12.0
3467;28 Machine-industrie;Chemisch afval;2014;11.0
3468;28 Machine-industrie;Chemisch afval;2016;11.0
3469;28 Machine-industrie;Chemisch afval;2018;11.0
3470;28 Machine-industrie;Chemisch afval;2020;10.0
3471;28 Machine-industrie;Chemisch afval;2022;10.0
3472;28 Machine-industrie;Totaal recyclebaar afval;2008;
3473;28 Machine-industrie;Totaal recyclebaar afval;2010;
3474;28 Machine-industrie;Totaal recyclebaar afval;2012;112.0
3475;28 Machine-industrie;Totaal recyclebaar afval;2014;98.0
3476;28 Machine-industrie;Totaal recyclebaar afval;2016;111.0
3477;28 Machine-industrie;Totaal recyclebaar afval;2018;90.0
3478;28 Machine-industrie;Totaal recyclebaar afval;2020;98.0
3479;28 Machine-industrie;Totaal recyclebaar afval;2022;125.0
3480;28 Machine-industrie;IJzerafval;2008;
3481;28 Machine-industrie;IJzerafval;2010;
3482;28 Machine-industrie;IJzerafval;2012;29.0
3483;28 Machine-industrie;IJzerafval;2014;27.0
3484;28 Machine-industrie;IJzerafval;2016;20.0
3485;28 Machine-industrie;IJzerafval;2018;14.0
3486;28 Machine-industrie;IJzerafval;2020;19.0
3487;28 Machine-industrie;IJzerafval;2022;18.0
3488;28 Machine-industrie;Ander metaalafval;2008;
3489;28 Machine-industrie;Ander metaalafval;2010;
3490;28 Machine-industrie;Ander metaalafval;2012;8.0
3491;28 Machine-industrie;Ander metaalafval;2014;13.0
3492;28 Machine-industrie;Ander metaalafval;2016;10.0
3493;28 Machine-industrie;Ander metaalafval;2018;12.0
3494;28 Machine-industrie;Ander metaalafval;2020;22.0
3495;28 Machine-industrie;Ander metaalafval;2022;26.0
3496;28 Machine-industrie;Gemengd metaalafval;2008;
3497;28 Machine-industrie;Gemengd metaalafval;2010;
3498;28 Machine-industrie;Gemengd metaalafval;2012;42.0
3499;28 Machine-industrie;Gemengd metaalafval;2014;34.0
3500;28 Machine-industrie;Gemengd metaalafval;2016;45.0
3501;28 Machine-industrie;Gemengd metaalafval;2018;33.0
3502;28 Machine-industrie;Gemengd metaalafval;2020;20.0
3503;28 Machine-industrie;Gemengd metaalafval;2022;27.0
3504;28 Machine-industrie;Glasafval;2008;
3505;28 Machine-industrie;Glasafval;2010;
3506;28 Machine-industrie;Glasafval;2012;0.0
3507;28 Machine-industrie;Glasafval;2014;0.0
3508;28 Machine-industrie;Glasafval;2016;0.0
3509;28 Machine-industrie;Glasafval;2018;0.0
3510;28 Machine-industrie;Glasafval;2020;0.0
3511;28 Machine-industrie;Glasafval;2022;0.0
3512;28 Machine-industrie;Papierafval;2008;
3513;28 Machine-industrie;Papierafval;2010;
3514;28 Machine-industrie;Papierafval;2012;20.0
3515;28 Machine-industrie;Papierafval;2014;12.0
3516;28 Machine-industrie;Papierafval;2016;22.0
3517;28 Machine-industrie;Papierafval;2018;18.0
3518;28 Machine-industrie;Papierafval;2020;22.0
3519;28 Machine-industrie;Papierafval;2022;33.0
3520;28 Machine-industrie;Rubberafval;2008;
3521;28 Machine-industrie;Rubberafval;2010;
3522;28 Machine-industrie;Rubberafval;2012;0.0
3523;28 Machine-industrie;Rubberafval;2014;0.0
3524;28 Machine-industrie;Rubberafval;2016;0.0
3525;28 Machine-industrie;Rubberafval;2018;0.0
3526;28 Machine-industrie;Rubberafval;2020;0.0
3527;28 Machine-industrie;Rubberafval;2022;0.0
3528;28 Machine-industrie;Plasticafval;2008;
3529;28 Machine-industrie;Plasticafval;2010;
3530;28 Machine-industrie;Plasticafval;2012;2.0
3531;28 Machine-industrie;Plasticafval;2014;3.0
3532;28 Machine-industrie;Plasticafval;2016;2.0
3533;28 Machine-industrie;Plasticafval;2018;1.0
3534;28 Machine-industrie;Plasticafval;2020;1.0
3535;28 Machine-industrie;Plasticafval;2022;2.0
3536;28 Machine-industrie;Houtafval;2008;
3537;28 Machine-industrie;Houtafval;2010;
3538;28 Machine-industrie;Houtafval;2012;11.0
3539;28 Machine-industrie;Houtafval;2014;8.0
3540;28 Machine-industrie;Houtafval;2016;11.0
3541;28 Machine-industrie;Houtafval;2018;11.0
3542;28 Machine-industrie;Houtafval;2020;15.0
3543;28 Machine-industrie;Houtafval;2022;19.0
3544;28 Machine-industrie;Textielafval;2008;
3545;28 Machine-industrie;Textielafval;2010;
3546;28 Machine-industrie;Textielafval;2012;0.0
3547;28 Machine-industrie;Textielafval;2014;0.0
3548;28 Machine-industrie;Textielafval;2016;0.0
3549;28 Machine-industrie;Textielafval;2018;0.0
3550;28 Machine-industrie;Textielafval;2020;0.0
3551;28 Machine-industrie;Textielafval;2022;0.0
3552;28 Machine-industrie;Overig recyclebaar afval;2008;
3553;28 Machine-industrie;Overig recyclebaar afval;2010;
3554;28 Machine-industrie;Overig recyclebaar afval;2012;0.0
3555;28 Machine-industrie;Overig recyclebaar afval;2014;0.0
3556;28 Machine-industrie;Overig recyclebaar afval;2016;0.0
3557;28 Machine-industrie;Overig recyclebaar afval;2018;0.0
3558;28 Machine-industrie;Overig recyclebaar afval;2020;0.0
3559;28 Machine-industrie;Overig recyclebaar afval;2022;0.0
3560;28 Machine-industrie;Afgedankt materiaal;2008;
3561;28 Machine-industrie;Afgedankt materiaal;2010;
3562;28 Machine-industrie;Afgedankt materiaal;2012;2.0
3563;28 Machine-industrie;Afgedankt materiaal;2014;1.0
3564;28 Machine-industrie;Afgedankt materiaal;2016;1.0
3565;28 Machine-industrie;Afgedankt materiaal;2018;2.0
3566;28 Machine-industrie;Afgedankt materiaal;2020;1.0
3567;28 Machine-industrie;Afgedankt materiaal;2022;1.0
3568;28 Machine-industrie;Dierlijk en plantaardig afval;2008;
3569;28 Machine-industrie;Dierlijk en plantaardig afval;2010;
3570;28 Machine-industrie;Dierlijk en plantaardig afval;2012;1.0
3571;28 Machine-industrie;Dierlijk en plantaardig afval;2014;1.0
3572;28 Machine-industrie;Dierlijk en plantaardig afval;2016;2.0
3573;28 Machine-industrie;Dierlijk en plantaardig afval;2018;1.0
3574;28 Machine-industrie;Dierlijk en plantaardig afval;2020;1.0
3575;28 Machine-industrie;Dierlijk en plantaardig afval;2022;3.0
3576;28 Machine-industrie;Gemengd afval;2008;
3577;28 Machine-industrie;Gemengd afval;2010;
3578;28 Machine-industrie;Gemengd afval;2012;31.0
3579;28 Machine-industrie;Gemengd afval;2014;37.0
3580;28 Machine-industrie;Gemengd afval;2016;35.0
3581;28 Machine-industrie;Gemengd afval;2018;18.0
3582;28 Machine-industrie;Gemengd afval;2020;25.0
3583;28 Machine-industrie;Gemengd afval;2022;30.0
3584;28 Machine-industrie;Slib;2008;
3585;28 Machine-industrie;Slib;2010;
3586;28 Machine-industrie;Slib;2012;0.0
3587;28 Machine-industrie;Slib;2014;4.0
3588;28 Machine-industrie;Slib;2016;1.0
3589;28 Machine-industrie;Slib;2018;0.0
3590;28 Machine-industrie;Slib;2020;0.0
3591;28 Machine-industrie;Slib;2022;0.0
3592;28 Machine-industrie;Mineraal afval;2008;
3593;28 Machine-industrie;Mineraal afval;2010;
3594;28 Machine-industrie;Mineraal afval;2012;1.0
3595;28 Machine-industrie;Mineraal afval;2014;2.0
3596;28 Machine-industrie;Mineraal afval;2016;5.0
3597;28 Machine-industrie;Mineraal afval;2018;5.0
3598;28 Machine-industrie;Mineraal afval;2020;5.0
3599;28 Machine-industrie;Mineraal afval;2022;12.0
3600;29-30 Transportmiddelenindustrie;Totaal afval;2008;
3601;29-30 Transportmiddelenindustrie;Totaal afval;2010;
3602;29-30 Transportmiddelenindustrie;Totaal afval;2012;98.0
3603;29-30 Transportmiddelenindustrie;Totaal afval;2014;92.0
3604;29-30 Transportmiddelenindustrie;Totaal afval;2016;128.0
3605;29-30 Transportmiddelenindustrie;Totaal afval;2018;131.0
3606;29-30 Transportmiddelenindustrie;Totaal afval;2020;115.0
3607;29-30 Transportmiddelenindustrie;Totaal afval;2022;119.0
3608;29-30 Transportmiddelenindustrie;Chemisch afval;2008;
3609;29-30 Transportmiddelenindustrie;Chemisch afval;2010;
3610;29-30 Transportmiddelenindustrie;Chemisch afval;2012;9.0
3611;29-30 Transportmiddelenindustrie;Chemisch afval;2014;10.0
3612;29-30 Transportmiddelenindustrie;Chemisch afval;2016;11.0
3613;29-30 Transportmiddelenindustrie;Chemisch afval;2018;12.0
3614;29-30 Transportmiddelenindustrie;Chemisch afval;2020;8.0
3615;29-30 Transportmiddelenindustrie;Chemisch afval;2022;9.0
3616;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2008;
3617;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2010;
3618;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2012;63.0
3619;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2014;59.0
3620;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2016;83.0
3621;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2018;89.0
3622;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2020;82.0
3623;29-30 Transportmiddelenindustrie;Totaal recyclebaar afval;2022;86.0
3624;29-30 Transportmiddelenindustrie;IJzerafval;2008;
3625;29-30 Transportmiddelenindustrie;IJzerafval;2010;
3626;29-30 Transportmiddelenindustrie;IJzerafval;2012;18.0
3627;29-30 Transportmiddelenindustrie;IJzerafval;2014;16.0
3628;29-30 Transportmiddelenindustrie;IJzerafval;2016;11.0
3629;29-30 Transportmiddelenindustrie;IJzerafval;2018;12.0
3630;29-30 Transportmiddelenindustrie;IJzerafval;2020;12.0
3631;29-30 Transportmiddelenindustrie;IJzerafval;2022;10.0
3632;29-30 Transportmiddelenindustrie;Ander metaalafval;2008;
3633;29-30 Transportmiddelenindustrie;Ander metaalafval;2010;
3634;29-30 Transportmiddelenindustrie;Ander metaalafval;2012;0.0
3635;29-30 Transportmiddelenindustrie;Ander metaalafval;2014;2.0
3636;29-30 Transportmiddelenindustrie;Ander metaalafval;2016;4.0
3637;29-30 Transportmiddelenindustrie;Ander metaalafval;2018;0.0
3638;29-30 Transportmiddelenindustrie;Ander metaalafval;2020;1.0
3639;29-30 Transportmiddelenindustrie;Ander metaalafval;2022;1.0
3640;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2008;
3641;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2010;
3642;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2012;24.0
3643;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2014;26.0
3644;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2016;36.0
3645;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2018;57.0
3646;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2020;48.0
3647;29-30 Transportmiddelenindustrie;Gemengd metaalafval;2022;51.0
3648;29-30 Transportmiddelenindustrie;Glasafval;2008;
3649;29-30 Transportmiddelenindustrie;Glasafval;2010;
3650;29-30 Transportmiddelenindustrie;Glasafval;2012;0.0
3651;29-30 Transportmiddelenindustrie;Glasafval;2014;0.0
3652;29-30 Transportmiddelenindustrie;Glasafval;2016;0.0
3653;29-30 Transportmiddelenindustrie;Glasafval;2018;0.0
3654;29-30 Transportmiddelenindustrie;Glasafval;2020;0.0
3655;29-30 Transportmiddelenindustrie;Glasafval;2022;0.0
3656;29-30 Transportmiddelenindustrie;Papierafval;2008;
3657;29-30 Transportmiddelenindustrie;Papierafval;2010;
3658;29-30 Transportmiddelenindustrie;Papierafval;2012;10.0
3659;29-30 Transportmiddelenindustrie;Papierafval;2014;6.0
3660;29-30 Transportmiddelenindustrie;Papierafval;2016;12.0
3661;29-30 Transportmiddelenindustrie;Papierafval;2018;10.0
3662;29-30 Transportmiddelenindustrie;Papierafval;2020;9.0
3663;29-30 Transportmiddelenindustrie;Papierafval;2022;10.0
3664;29-30 Transportmiddelenindustrie;Rubberafval;2008;
3665;29-30 Transportmiddelenindustrie;Rubberafval;2010;
3666;29-30 Transportmiddelenindustrie;Rubberafval;2012;0.0
3667;29-30 Transportmiddelenindustrie;Rubberafval;2014;0.0
3668;29-30 Transportmiddelenindustrie;Rubberafval;2016;0.0
3669;29-30 Transportmiddelenindustrie;Rubberafval;2018;0.0
3670;29-30 Transportmiddelenindustrie;Rubberafval;2020;0.0
3671;29-30 Transportmiddelenindustrie;Rubberafval;2022;0.0
3672;29-30 Transportmiddelenindustrie;Plasticafval;2008;
3673;29-30 Transportmiddelenindustrie;Plasticafval;2010;
3674;29-30 Transportmiddelenindustrie;Plasticafval;2012;1.0
3675;29-30 Transportmiddelenindustrie;Plasticafval;2014;2.0
3676;29-30 Transportmiddelenindustrie;Plasticafval;2016;7.0
3677;29-30 Transportmiddelenindustrie;Plasticafval;2018;1.0
3678;29-30 Transportmiddelenindustrie;Plasticafval;2020;2.0
3679;29-30 Transportmiddelenindustrie;Plasticafval;2022;2.0
3680;29-30 Transportmiddelenindustrie;Houtafval;2008;
3681;29-30 Transportmiddelenindustrie;Houtafval;2010;
3682;29-30 Transportmiddelenindustrie;Houtafval;2012;11.0
3683;29-30 Transportmiddelenindustrie;Houtafval;2014;6.0
3684;29-30 Transportmiddelenindustrie;Houtafval;2016;11.0
3685;29-30 Transportmiddelenindustrie;Houtafval;2018;10.0
3686;29-30 Transportmiddelenindustrie;Houtafval;2020;10.0
3687;29-30 Transportmiddelenindustrie;Houtafval;2022;11.0
3688;29-30 Transportmiddelenindustrie;Textielafval;2008;
3689;29-30 Transportmiddelenindustrie;Textielafval;2010;
3690;29-30 Transportmiddelenindustrie;Textielafval;2012;0.0
3691;29-30 Transportmiddelenindustrie;Textielafval;2014;0.0
3692;29-30 Transportmiddelenindustrie;Textielafval;2016;0.0
3693;29-30 Transportmiddelenindustrie;Textielafval;2018;0.0
3694;29-30 Transportmiddelenindustrie;Textielafval;2020;0.0
3695;29-30 Transportmiddelenindustrie;Textielafval;2022;0.0
3696;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2008;
3697;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2010;
3698;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2012;0.0
3699;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2014;0.0
3700;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2016;0.0
3701;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2018;0.0
3702;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2020;0.0
3703;29-30 Transportmiddelenindustrie;Overig recyclebaar afval;2022;0.0
3704;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2008;
3705;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2010;
3706;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2012;1.0
3707;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2014;2.0
3708;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2016;1.0
3709;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2018;0.0
3710;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2020;0.0
3711;29-30 Transportmiddelenindustrie;Afgedankt materiaal;2022;1.0
3712;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2008;
3713;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2010;
3714;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2012;1.0
3715;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2014;1.0
3716;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2016;3.0
3717;29-30 Transportmiddelenindustrie;Dierlijk en plantaardig afval;2018;2.0
