ID;CPIWithUnderlyingInflation;Periods;PriceIndex_1;YearOnYearChange_2
623;Underlying series III;2012 December;108.68;1.6
624;Underlying series III;2013 January;107.82;1.4
625;Underlying series III;2013 February;108.92;1.4
626;Underlying series III;2013 March;110.62;1.6
627;Underlying series III;2013 April;110.81;1.3
628;Underlying series III;2013 May;110.96;1.5
629;Underlying series III;2013 June;110.33;1.5
630;Underlying series III;2013 July;110.41;1.5
631;Underlying series III;2013 August;110.08;1.3
632;Underlying series III;2013 September;110.14;1.0
633;Underlying series III;2013 October;109.98;0.8
634;Underlying series III;2013 November;109.34;0.6
635;Underlying series III;2013 December;109.44;0.7
636;Underlying series III;2014 January;108.55;0.7
637;Underlying series III;2014 February;109.27;0.3
638;Underlying series III;2014 March;110.72;0.1
639;Underlying series III;2014 April;111.33;0.5
640;Underlying series III;2014 May;110.75;-0.2
641;Underlying series III;2014 June;110.26;-0.1
642;Underlying series III;2014 July;110.42;0.0
643;Underlying series III;2014 August;110.39;0.3
644;Underlying series III;2014 September;110.32;0.2
645;Underlying series III;2014 October;110.32;0.3
646;Underlying series III;2014 November;109.55;0.2
647;Underlying series III;2014 December;109.65;0.2
648;Underlying series III;2015 January;108.41;-0.1
649;Underlying series III;2015 February;109.23;0.0
650;Underlying series III;2015 March;110.66;-0.1
651;Underlying series III;2015 April;111.5;0.2
652;Underlying series III;2015 May;111.72;0.9
653;Underlying series III;2015 June;111.01;0.7
654;Underlying series III;2015 July;111.71;1.2
655;Underlying series III;2015 August;111.42;0.9
656;Underlying series III;2015 September;111.35;0.9
657;Underlying series III;2015 October;111.5;1.1
658;Underlying series III;2015 November;110.52;0.9
659;Underlying series III;2015 December;110.63;0.9
660;Underlying series IV;2006 January;98.77;
661;Underlying series IV;2006 February;99.44;
662;Underlying series IV;2006 March;100.37;
663;Underlying series IV;2006 April;100.72;
664;Underlying series IV;2006 May;100.77;
665;Underlying series IV;2006 June;100.1;
666;Underlying series IV;2006 July;98.99;
667;Underlying series IV;2006 August;99.6;
668;Underlying series IV;2006 September;100.52;
669;Underlying series IV;2006 October;100.55;
670;Underlying series IV;2006 November;100.38;
671;Underlying series IV;2006 December;99.78;
672;Underlying series IV;2007 January;99.4;0.6
673;Underlying series IV;2007 February;100.03;0.6
674;Underlying series IV;2007 March;101.39;1.0
675;Underlying series IV;2007 April;101.83;1.1
676;Underlying series IV;2007 May;101.77;1.0
677;Underlying series IV;2007 June;101.12;1.0
678;Underlying series IV;2007 July;100.35;1.4
679;Underlying series IV;2007 August;100.68;1.1
680;Underlying series IV;2007 September;101.46;0.9
681;Underlying series IV;2007 October;101.66;1.1
682;Underlying series IV;2007 November;101.63;1.2
683;Underlying series IV;2007 December;101.02;1.2
684;Underlying series IV;2008 January;101.01;1.6
685;Underlying series IV;2008 February;101.99;2.0
686;Underlying series IV;2008 March;103.26;1.8
687;Underlying series IV;2008 April;103.48;1.6
688;Underlying series IV;2008 May;103.68;1.9
689;Underlying series IV;2008 June;103.09;1.9
690;Underlying series IV;2008 July;102.35;2.0
691;Underlying series IV;2008 August;102.87;2.2
692;Underlying series IV;2008 September;103.62;2.1
693;Underlying series IV;2008 October;103.98;2.3
694;Underlying series IV;2008 November;103.85;2.2
695;Underlying series IV;2008 December;103.16;2.1
696;Underlying series IV;2009 January;102.54;1.5
697;Underlying series IV;2009 February;103.48;1.5
698;Underlying series IV;2009 March;105.0;1.7
699;Underlying series IV;2009 April;105.41;1.9
700;Underlying series IV;2009 May;105.45;1.7
701;Underlying series IV;2009 June;104.69;1.6
702;Underlying series IV;2009 July;103.8;1.4
703;Underlying series IV;2009 August;104.03;1.1
704;Underlying series IV;2009 September;105.02;1.4
705;Underlying series IV;2009 October;105.28;1.3
706;Underlying series IV;2009 November;105.01;1.1
707;Underlying series IV;2009 December;104.14;0.9
708;Underlying series IV;2010 January;103.61;1.0
709;Underlying series IV;2010 February;104.65;1.1
710;Underlying series IV;2010 March;106.14;1.1
711;Underlying series IV;2010 April;106.38;0.9
712;Underlying series IV;2010 May;106.39;0.9
713;Underlying series IV;2010 June;105.6;0.9
714;Underlying series IV;2010 July;104.55;0.7
715;Underlying series IV;2010 August;104.71;0.7
716;Underlying series IV;2010 September;105.61;0.6
717;Underlying series IV;2010 October;105.94;0.6
718;Underlying series IV;2010 November;105.69;0.6
719;Underlying series IV;2010 December;105.07;0.9
720;Underlying series IV;2011 January before recalculation;104.68;1.0
721;Underlying series IV;2011 February before recalculation;105.67;1.0
722;Underlying series IV;2011 March before recalculation;107.26;1.1
723;Underlying series IV;2011 April before recalculation;107.61;1.2
724;Underlying series IV;2011 May before recalculation;107.78;1.3
725;Underlying series IV;2011 June before recalculation;107.14;1.5
726;Underlying series IV;2011 July before recalculation;106.32;1.7
727;Underlying series IV;2011 August before recalculation;106.55;1.8
728;Underlying series IV;2011 September before recalculation;107.62;1.9
729;Underlying series IV;2011 October before recalculation;107.77;1.7
730;Underlying series IV;2011 November before recalculation;107.6;1.8
731;Underlying series IV;2011 December before recalculation;106.92;1.8
732;Underlying series IV;2011 January after recalculation;104.49;
733;Underlying series IV;2011 February after recalculation;105.59;
734;Underlying series IV;2011 March after recalculation;107.09;
735;Underlying series IV;2011 April after recalculation;107.52;
736;Underlying series IV;2011 May after recalculation;107.57;
737;Underlying series IV;2011 June after recalculation;106.92;
738;Underlying series IV;2011 July after recalculation;106.84;
739;Underlying series IV;2011 August after recalculation;107.11;
740;Underlying series IV;2011 September after recalculation;107.6;
741;Underlying series IV;2011 October after recalculation;107.85;
742;Underlying series IV;2011 November after recalculation;107.38;
743;Underlying series IV;2011 December after recalculation;106.98;
744;Underlying series IV;2012 January;106.31;1.7
745;Underlying series IV;2012 February;107.28;1.6
746;Underlying series IV;2012 March;108.82;1.6
747;Underlying series IV;2012 April;109.29;1.6
748;Underlying series IV;2012 May;109.23;1.5
749;Underlying series IV;2012 June;108.59;1.6
750;Underlying series IV;2012 July;108.66;1.7
751;Underlying series IV;2012 August;108.63;1.4
752;Underlying series IV;2012 September;109.03;1.3
753;Underlying series IV;2012 October;108.99;1.1
754;Underlying series IV;2012 November;108.56;1.1
755;Underlying series IV;2012 December;108.45;1.4
756;Underlying series IV;2013 January;107.61;1.2
757;Underlying series IV;2013 February;108.64;1.3
758;Underlying series IV;2013 March;110.35;1.4
759;Underlying series IV;2013 April;110.53;1.1
760;Underlying series IV;2013 May;110.63;1.3
761;Underlying series IV;2013 June;109.98;1.3
762;Underlying series IV;2013 July;110.17;1.4
763;Underlying series IV;2013 August;109.93;1.2
764;Underlying series IV;2013 September;110.05;0.9
765;Underlying series IV;2013 October;109.92;0.9
766;Underlying series IV;2013 November;109.3;0.7
767;Underlying series IV;2013 December;109.3;0.8
768;Underlying series IV;2014 January;108.37;0.7
769;Underlying series IV;2014 February;109.11;0.4
770;Underlying series IV;2014 March;110.58;0.2
771;Underlying series IV;2014 April;111.19;0.6
772;Underlying series IV;2014 May;110.65;0.0
773;Underlying series IV;2014 June;110.16;0.2
774;Underlying series IV;2014 July;110.38;0.2
775;Underlying series IV;2014 August;110.42;0.4
776;Underlying series IV;2014 September;110.34;0.3
777;Underlying series IV;2014 October;110.37;0.4
778;Underlying series IV;2014 November;109.52;0.2
779;Underlying series IV;2014 December;109.59;0.3
780;Underlying series IV;2015 January;108.34;0.0
781;Underlying series IV;2015 February;109.12;0.0
782;Underlying series IV;2015 March;110.6;0.0
783;Underlying series IV;2015 April;111.42;0.2
784;Underlying series IV;2015 May;111.61;0.9
785;Underlying series IV;2015 June;110.83;0.6
786;Underlying series IV;2015 July;111.52;1.0
787;Underlying series IV;2015 August;111.13;0.6
788;Underlying series IV;2015 September;111.11;0.7
789;Underlying series IV;2015 October;111.21;0.8
790;Underlying series IV;2015 November;110.25;0.7
791;Underlying series IV;2015 December;110.32;0.7
792;Underlying series V;2006 January;98.75;
793;Underlying series V;2006 February;99.29;
794;Underlying series V;2006 March;100.04;
795;Underlying series V;2006 April;100.32;
796;Underlying series V;2006 May;100.36;
797;Underlying series V;2006 June;99.82;
798;Underlying series V;2006 July;99.45;
799;Underlying series V;2006 August;99.93;
800;Underlying series V;2006 September;100.68;
801;Underlying series V;2006 October;100.7;
802;Underlying series V;2006 November;100.56;
803;Underlying series V;2006 December;100.08;
804;Underlying series V;2007 January;99.78;1.0
805;Underlying series V;2007 February;100.28;1.0
806;Underlying series V;2007 March;101.38;1.3
807;Underlying series V;2007 April;101.73;1.4
808;Underlying series V;2007 May;101.68;1.3
809;Underlying series V;2007 June;101.16;1.3
810;Underlying series V;2007 July;100.81;1.4
811;Underlying series V;2007 August;101.07;1.1
812;Underlying series V;2007 September;101.7;1.0
813;Underlying series V;2007 October;101.87;1.2
814;Underlying series V;2007 November;101.84;1.3
815;Underlying series V;2007 December;101.35;1.3
816;Underlying series V;2008 January;101.34;1.6
817;Underlying series V;2008 February;102.13;1.8
818;Underlying series V;2008 March;103.15;1.7
819;Underlying series V;2008 April;103.33;1.6
820;Underlying series V;2008 May;103.5;1.8
821;Underlying series V;2008 June;103.02;1.8
822;Underlying series V;2008 July;102.81;2.0
823;Underlying series V;2008 August;103.22;2.1
824;Underlying series V;2008 September;103.83;2.1
825;Underlying series V;2008 October;104.12;2.2
826;Underlying series V;2008 November;104.01;2.1
827;Underlying series V;2008 December;103.45;2.1
828;Underlying series V;2009 January;102.95;1.6
829;Underlying series V;2009 February;103.72;1.6
830;Underlying series V;2009 March;104.95;1.7
831;Underlying series V;2009 April;105.28;1.9
832;Underlying series V;2009 May;105.31;1.7
833;Underlying series V;2009 June;104.7;1.6
834;Underlying series V;2009 July;104.54;1.7
835;Underlying series V;2009 August;104.72;1.5
836;Underlying series V;2009 September;105.53;1.6
837;Underlying series V;2009 October;105.73;1.5
838;Underlying series V;2009 November;105.51;1.4
839;Underlying series V;2009 December;104.81;1.3
840;Underlying series V;2010 January;104.38;1.4
841;Underlying series V;2010 February;105.23;1.5
842;Underlying series V;2010 March;106.43;1.4
843;Underlying series V;2010 April;106.63;1.3
844;Underlying series V;2010 May;106.63;1.3
845;Underlying series V;2010 June;105.99;1.2
846;Underlying series V;2010 July;105.48;0.9
847;Underlying series V;2010 August;105.6;0.8
848;Underlying series V;2010 September;106.33;0.8
849;Underlying series V;2010 October;106.6;0.8
850;Underlying series V;2010 November;106.4;0.8
851;Underlying series V;2010 December;105.89;1.0
852;Underlying series V;2011 January before recalculation;105.58;1.1
853;Underlying series V;2011 February before recalculation;106.38;1.1
854;Underlying series V;2011 March before recalculation;107.66;1.2
855;Underlying series V;2011 April before recalculation;107.94;1.2
856;Underlying series V;2011 May before recalculation;108.08;1.4
857;Underlying series V;2011 June before recalculation;107.56;1.5
858;Underlying series V;2011 July before recalculation;107.27;1.7
859;Underlying series V;2011 August before recalculation;107.45;1.8
860;Underlying series V;2011 September before recalculation;108.31;1.9
861;Underlying series V;2011 October before recalculation;108.44;1.7
862;Underlying series V;2011 November before recalculation;108.29;1.8
863;Underlying series V;2011 December before recalculation;107.75;1.8
864;Underlying series V;2011 January after recalculation;105.43;
865;Underlying series V;2011 February after recalculation;106.32;
866;Underlying series V;2011 March after recalculation;107.52;
867;Underlying series V;2011 April after recalculation;107.87;
868;Underlying series V;2011 May after recalculation;107.91;
869;Underlying series V;2011 June after recalculation;107.38;
870;Underlying series V;2011 July after recalculation;107.69;
871;Underlying series V;2011 August after recalculation;107.9;
872;Underlying series V;2011 September after recalculation;108.29;
873;Underlying series V;2011 October after recalculation;108.5;
874;Underlying series V;2011 November after recalculation;108.12;
875;Underlying series V;2011 December after recalculation;107.8;
876;Underlying series V;2012 January;107.26;1.7
877;Underlying series V;2012 February;108.04;1.6
878;Underlying series V;2012 March;109.28;1.6
879;Underlying series V;2012 April;109.65;1.7
880;Underlying series V;2012 May;109.6;1.6
881;Underlying series V;2012 June;109.09;1.6
882;Underlying series V;2012 July;109.74;1.9
883;Underlying series V;2012 August;109.71;1.7
884;Underlying series V;2012 September;110.04;1.6
885;Underlying series V;2012 October;110.0;1.4
886;Underlying series V;2012 November;109.66;1.4
887;Underlying series V;2012 December;109.57;1.6
888;Underlying series V;2013 January;108.9;1.5
889;Underlying series V;2013 February;109.73;1.6
890;Underlying series V;2013 March;111.1;1.7
891;Underlying series V;2013 April;111.24;1.5
892;Underlying series V;2013 May;111.32;1.6
893;Underlying series V;2013 June;110.8;1.6
894;Underlying series V;2013 July;111.97;2.0
895;Underlying series V;2013 August;111.78;1.9
896;Underlying series V;2013 September;111.88;1.7
897;Underlying series V;2013 October;111.77;1.6
898;Underlying series V;2013 November;111.27;1.5
899;Underlying series V;2013 December;111.27;1.6
900;Underlying series V;2014 January;110.53;1.5
901;Underlying series V;2014 February;111.12;1.3
902;Underlying series V;2014 March;112.29;1.1
903;Underlying series V;2014 April;112.78;1.4
904;Underlying series V;2014 May;112.36;0.9
905;Underlying series V;2014 June;111.96;1.0
906;Underlying series V;2014 July;113.15;1.1
907;Underlying series V;2014 August;113.17;1.2
908;Underlying series V;2014 September;113.11;1.1
909;Underlying series V;2014 October;113.14;1.2
910;Underlying series V;2014 November;112.46;1.1
911;Underlying series V;2014 December;112.51;1.1
912;Underlying series V;2015 January;111.53;0.9
913;Underlying series V;2015 February;112.14;0.9
914;Underlying series V;2015 March;113.3;0.9
915;Underlying series V;2015 April;113.94;1.0
916;Underlying series V;2015 May;114.1;1.5
917;Underlying series V;2015 June;113.49;1.4
918;Underlying series V;2015 July;114.66;1.3
919;Underlying series V;2015 August;114.35;1.0
920;Underlying series V;2015 September;114.33;1.1
921;Underlying series V;2015 October;114.37;1.1
922;Underlying series V;2015 November;113.62;1.0
923;Underlying series V;2015 December;113.68;1.0
