ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
4479;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020 augustus;108.5;0.7;-7.5
4480;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020 september;112.6;3.8;-7.2
4481;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020 oktober;112.6;0.0;-10.4
4482;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020 november;111.1;-1.4;-14.9
4483;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020 december;109.6;-1.3;-19.3
4484;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2020;117.4;;-0.3
4485;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 januari;111.4;1.6;-15.6
4486;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 februari;112.2;0.8;-13.2
4487;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 maart;119.1;6.1;-6.9
4488;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 april;121.7;2.1;-2.1
4489;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 mei;122.7;0.8;4.2
4490;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 juni;122.5;-0.2;5.9
4491;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 juli;124.1;1.3;15.2
4492;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 augustus;126.1;1.6;16.2
4493;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 september;127.9;1.4;13.6
4494;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 oktober;124.0;-3.0;10.1
4495;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 november;127.2;2.6;14.6
4496;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021 december;128.8;1.3;17.6
4497;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2021;122.3;;4.2
4498;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 januari;128.0;-0.7;14.9
4499;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 februari;129.0;0.8;14.9
4500;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 maart;140.2;8.7;17.7
4501;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 april;152.8;9.0;25.6
4502;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 mei;151.5;-0.9;23.4
4503;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 juni;150.8;-0.5;23.1
4504;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 juli;157.1;4.2;26.6
4505;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 augustus;159.1;1.3;26.2
4506;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 september;162.8;2.3;27.3
4507;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 oktober;162.0;-0.5;30.6
4508;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 november;163.4;0.9;28.4
4509;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022 december ;166.6;1.9;29.3
4510;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2022;151.9;;24.2
4511;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 januari;163.9;-1.6;28.1
4512;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 februari;168.1;2.6;30.3
4513;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 maart;174.1;3.6;24.2
4514;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 april;176.7;1.5;15.6
4515;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 mei;177.7;0.5;17.3
4516;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 juni;176.9;-0.5;17.3
4517;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 juli;177.2;0.2;12.8
4518;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 augustus;173.9;-1.8;9.3
4519;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 september;172.7;-0.7;6.1
4520;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 oktober;169.7;-1.7;4.8
4521;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 november;168.3;-0.8;3.0
4522;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023 december;169.3;0.5;1.6
4523;Totaal afzetprijzen;1011 Vlees, verwerkt en verduurzaamd;2023;172.4;;13.5
4524;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 januari;107.1;;
4525;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 februari;105.0;-1.9;
4526;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 maart;103.9;-1.1;
4527;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 april;103.8;-0.1;
4528;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 mei;103.1;-0.7;
4529;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 juni;103.4;0.3;
4530;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 juli;102.4;-0.9;
4531;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 augustus;103.3;0.8;
4532;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 september;106.1;2.7;
4533;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 oktober;107.5;1.3;
4534;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 november;107.0;-0.4;
4535;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012 december;107.5;0.4;
4536;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2012;105.0;;
4537;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 januari;108.8;1.2;1.5
4538;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 februari;108.3;-0.4;3.1
4539;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 maart;109.6;1.2;5.5
4540;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 april;108.0;-1.5;3.9
4541;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 mei;105.6;-2.2;2.4
4542;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 juni;104.4;-1.1;1.0
4543;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 juli;104.2;-0.3;1.7
4544;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 augustus;104.0;-0.1;0.7
4545;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 september;107.0;2.8;0.9
4546;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 oktober;106.1;-0.8;-1.2
4547;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 november;106.0;-0.2;-1.0
4548;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013 december;107.8;1.7;0.2
4549;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2013;106.6;;1.5
4550;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 januari;109.4;1.5;0.6
4551;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 februari;109.2;-0.1;0.9
4552;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 maart;107.7;-1.4;-1.7
4553;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 april;108.8;1.0;0.8
4554;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 mei;105.2;-3.3;-0.3
4555;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 juni;103.2;-1.9;-1.2
4556;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 juli;100.6;-2.6;-3.5
4557;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 augustus;100.5;-0.1;-3.4
4558;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 september;101.7;1.2;-5.0
4559;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 oktober;99.0;-2.6;-6.7
4560;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 november;98.7;-0.3;-6.9
4561;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014 december;100.9;2.2;-6.4
4562;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2014;103.7;;-2.7
4563;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 januari;101.3;0.4;-7.3
4564;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 februari;100.4;-0.9;-8.1
4565;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 maart;101.5;1.1;-5.8
4566;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 april;101.7;0.2;-6.5
4567;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 mei;98.7;-2.9;-6.2
4568;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 juni;99.0;0.3;-4.1
4569;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 juli;96.8;-2.2;-3.7
4570;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 augustus;96.4;-0.4;-4.0
4571;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 september;101.1;4.8;-0.6
4572;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 oktober;100.0;-1.1;1.0
4573;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 november;100.5;0.5;1.8
4574;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015 december;102.7;2.2;1.8
4575;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2015;100.0;;-3.6
4576;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 januari;102.4;-0.3;1.0
4577;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 februari;98.8;-3.5;-1.6
4578;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 maart;99.1;0.3;-2.3
4579;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 april;97.0;-2.2;-4.6
4580;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 mei;94.7;-2.3;-4.1
4581;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 juni;93.2;-1.6;-5.9
4582;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 juli;90.6;-2.8;-6.4
4583;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 augustus;89.5;-1.2;-7.2
4584;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 september;92.9;3.8;-8.1
4585;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 oktober;93.6;0.7;-6.4
4586;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 november;98.2;5.0;-2.2
4587;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016 december;102.3;4.2;-0.3
4588;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2016;96.0;;-4.0
4589;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 januari;99.7;-2.6;-2.6
4590;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 februari;98.5;-1.2;-0.3
4591;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 maart;97.4;-1.2;-1.8
4592;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 april;97.6;0.3;0.6
4593;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 mei;97.0;-0.7;2.4
4594;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 juni;95.9;-1.1;2.9
4595;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 juli;92.9;-3.2;2.5
4596;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 augustus;94.5;1.7;5.5
4597;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 september;99.9;5.8;7.5
4598;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 oktober;103.5;3.6;10.6
4599;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 november;106.5;2.9;8.4
4600;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017 december;106.9;0.4;4.5
4601;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2017;99.2;;3.3
4602;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 januari;103.8;-2.9;4.1
4603;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 februari;105.3;1.5;6.9
4604;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 maart;106.6;1.2;9.5
4605;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 april;101.5;-4.8;4.0
4606;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 mei;97.9;-3.5;1.0
4607;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 juni;95.8;-2.2;-0.2
4608;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 juli;92.1;-3.8;-0.8
4609;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 augustus;93.0;0.9;-1.6
4610;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 september;97.2;4.5;-2.8
4611;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 oktober;96.4;-0.8;-6.9
4612;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 november;98.8;2.5;-7.2
4613;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018 december;101.2;2.5;-5.3
4614;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2018;99.1;;-0.1
4615;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 januari;100.5;-0.7;-3.2
4616;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 februari;96.9;-3.6;-8.0
4617;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 maart;96.2;-0.7;-9.7
4618;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 april;97.0;0.8;-4.4
4619;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 mei;95.3;-1.8;-2.7
4620;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 juni;92.7;-2.7;-3.2
4621;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 juli;89.5;-3.5;-2.8
4622;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 augustus;91.7;2.5;-1.4
4623;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 september;95.5;4.2;-1.7
4624;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 oktober;96.7;1.2;0.3
4625;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 november;101.3;4.7;2.5
4626;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019 december;102.8;1.5;1.6
4627;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2019;96.3;;-2.8
4628;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 januari;103.8;1.0;3.3
4629;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 februari;101.8;-2.0;5.0
4630;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 maart;102.3;0.5;6.3
4631;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 april;94.4;-7.8;-2.7
4632;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 mei;88.8;-5.9;-6.8
4633;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 juni;88.3;-0.6;-4.8
4634;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 juli;88.5;0.2;-1.2
4635;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 augustus;90.0;1.7;-1.9
4636;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 september;94.7;5.2;-0.9
4637;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 oktober;96.3;1.7;-0.4
4638;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 november;96.8;0.5;-4.4
4639;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020 december;96.7;-0.2;-6.0
4640;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2020;95.2;;-1.2
4641;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 januari;97.7;1.1;-5.9
4642;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 februari;96.5;-1.2;-5.1
4643;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 maart;96.2;-0.3;-5.9
4644;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 april;94.9;-1.4;0.6
4645;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 mei;95.7;0.8;7.7
4646;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 juni;100.8;5.3;14.1
4647;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 juli;101.8;1.1;15.1
4648;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 augustus;106.7;4.8;18.7
4649;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 september;112.8;5.7;19.1
4650;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 oktober;115.3;2.3;19.7
4651;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 november;121.0;4.9;25.0
4652;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021 december;121.3;0.2;25.5
4653;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2021;105.1;;10.4
4654;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 januari;122.6;1.1;25.5
4655;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 februari;126.9;3.5;31.4
4656;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 maart;133.8;5.4;39.1
4657;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 april;137.9;3.0;45.3
4658;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 mei;137.6;-0.2;43.9
4659;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 juni;133.4;-3.0;32.4
4660;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 juli;132.5;-0.7;30.1
4661;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 augustus;132.2;-0.2;23.9
4662;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 september;136.6;3.3;21.1
4663;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 oktober;135.7;-0.6;17.7
4664;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 november;135.1;-0.4;11.7
4665;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022 december ;136.8;1.2;12.8
4666;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2022;133.4;;27.0
4667;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 januari;137.5;0.5;12.1
4668;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 februari;137.4;-0.1;8.3
4669;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 maart;139.6;1.6;4.4
4670;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 april;140.6;0.7;2.0
4671;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 mei;138.1;-1.8;0.4
4672;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 juni;136.8;-1.0;2.5
4673;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 juli;134.6;-1.6;1.6
4674;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 augustus;134.0;-0.5;1.4
4675;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 september;132.9;-0.8;-2.7
4676;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 oktober;132.0;-0.7;-2.7
4677;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 november;132.2;0.1;-2.2
4678;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023 december;134.9;2.0;-1.4
4679;Totaal afzetprijzen;"101111 Vlees van runderen; vers of ...";2023;135.9;;1.8
4680;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 januari;107.5;;
4681;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 februari;109.2;1.6;
4682;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 maart;110.3;1.0;
4683;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 april;111.2;0.8;
4684;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 mei;111.1;-0.1;
4685;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 juni;112.2;0.9;
4686;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 juli;112.7;0.5;
4687;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 augustus;118.9;5.5;
4688;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 september;121.6;2.2;
4689;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 oktober;122.0;0.3;
4690;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 november;120.4;-1.3;
4691;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012 december;118.6;-1.5;
4692;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2012;114.7;;
4693;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 januari;114.7;-3.3;6.6
4694;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 februari;113.4;-1.1;3.8
4695;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 maart;113.6;0.2;2.9
4696;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 april;112.7;-0.7;1.3
4697;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 mei;111.6;-1.0;0.4
4698;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 juni;113.1;1.3;0.8
4699;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 juli;115.8;2.5;2.8
4700;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 augustus;119.7;3.3;0.6
4701;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 september;120.0;0.3;-1.3
4702;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 oktober;116.2;-3.2;-4.8
4703;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 november;113.4;-2.4;-5.8
4704;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013 december;112.6;-0.7;-5.0
4705;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2013;114.7;;0.1
4706;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 januari;109.5;-2.7;-4.5
4707;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 februari;105.8;-3.4;-6.7
4708;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 maart;104.6;-1.2;-7.9
4709;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 april;106.7;2.0;-5.4
4710;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 mei;108.3;1.5;-3.0
4711;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 juni;109.1;0.7;-3.5
4712;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 juli;111.2;2.0;-4.0
4713;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 augustus;109.3;-1.7;-8.7
4714;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 september;107.7;-1.4;-10.2
4715;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 oktober;100.4;-6.8;-13.6
4716;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 november;99.2;-1.2;-12.5
4717;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014 december;99.0;-0.2;-12.1
4718;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2014;105.9;;-7.7
4719;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 januari;98.5;-0.4;-10.0
4720;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 februari;98.5;0.0;-6.9
4721;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 maart;99.4;0.9;-5.0
4722;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 april;100.7;1.4;-5.6
4723;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 mei;100.5;-0.2;-7.2
4724;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 juni;101.2;0.7;-7.2
4725;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 juli;100.0;-1.2;-10.1
4726;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 augustus;99.6;-0.3;-8.9
4727;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 september;101.3;1.7;-6.0
4728;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 oktober;100.0;-1.2;-0.3
4729;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 november;100.2;0.2;1.1
4730;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015 december;100.0;-0.2;1.1
4731;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2015;100.0;;-5.6
4732;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 januari;100.6;0.6;2.1
4733;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 februari;98.7;-1.9;0.2
4734;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 maart;100.2;1.6;0.8
4735;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 april;100.2;-0.1;-0.6
4736;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 mei;106.3;6.1;5.8
4737;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 juni;110.9;4.3;9.6
4738;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 juli;115.3;4.0;15.4
4739;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 augustus;116.7;1.2;17.1
4740;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 september;117.1;0.4;15.6
4741;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 oktober;119.6;2.1;19.6
4742;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 november;116.7;-2.5;16.4
4743;Totaal afzetprijzen;"101112 Vlees van varkens; vers of g...";2016 december;114.7;-1.7;14.7
