ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
1879;Totaal afzetprijzen;08 Andere delfstoffen;2012 augustus;100.4;1.1;
1880;Totaal afzetprijzen;08 Andere delfstoffen;2012 september;99.4;-1.0;
1881;Totaal afzetprijzen;08 Andere delfstoffen;2012 oktober;100.2;0.8;
1882;Totaal afzetprijzen;08 Andere delfstoffen;2012 november;101.2;1.0;
1883;Totaal afzetprijzen;08 Andere delfstoffen;2012 december;100.6;-0.5;
1884;Totaal afzetprijzen;08 Andere delfstoffen;2012;99.8;;
1885;Totaal afzetprijzen;08 Andere delfstoffen;2013 januari;99.9;-0.8;0.6
1886;Totaal afzetprijzen;08 Andere delfstoffen;2013 februari;100.0;0.1;0.7
1887;Totaal afzetprijzen;08 Andere delfstoffen;2013 maart;100.5;0.5;1.3
1888;Totaal afzetprijzen;08 Andere delfstoffen;2013 april;100.4;-0.1;2.1
1889;Totaal afzetprijzen;08 Andere delfstoffen;2013 mei;100.7;0.3;1.1
1890;Totaal afzetprijzen;08 Andere delfstoffen;2013 juni;100.9;0.2;-0.2
1891;Totaal afzetprijzen;08 Andere delfstoffen;2013 juli;98.2;-2.6;-1.1
1892;Totaal afzetprijzen;08 Andere delfstoffen;2013 augustus;99.4;1.2;-1.0
1893;Totaal afzetprijzen;08 Andere delfstoffen;2013 september;98.5;-0.9;-0.9
1894;Totaal afzetprijzen;08 Andere delfstoffen;2013 oktober;100.5;2.0;0.3
1895;Totaal afzetprijzen;08 Andere delfstoffen;2013 november;99.3;-1.2;-1.8
1896;Totaal afzetprijzen;08 Andere delfstoffen;2013 december;99.2;-0.1;-1.4
1897;Totaal afzetprijzen;08 Andere delfstoffen;2013;99.8;;0.0
1898;Totaal afzetprijzen;08 Andere delfstoffen;2014 januari;100.8;1.6;0.9
1899;Totaal afzetprijzen;08 Andere delfstoffen;2014 februari;99.5;-1.3;-0.5
1900;Totaal afzetprijzen;08 Andere delfstoffen;2014 maart;99.9;0.4;-0.6
1901;Totaal afzetprijzen;08 Andere delfstoffen;2014 april;100.3;0.4;-0.2
1902;Totaal afzetprijzen;08 Andere delfstoffen;2014 mei;100.8;0.6;0.1
1903;Totaal afzetprijzen;08 Andere delfstoffen;2014 juni;101.5;0.6;0.6
1904;Totaal afzetprijzen;08 Andere delfstoffen;2014 juli;98.8;-2.6;0.6
1905;Totaal afzetprijzen;08 Andere delfstoffen;2014 augustus;98.7;-0.1;-0.6
1906;Totaal afzetprijzen;08 Andere delfstoffen;2014 september;98.3;-0.4;-0.2
1907;Totaal afzetprijzen;08 Andere delfstoffen;2014 oktober;96.3;-2.1;-4.2
1908;Totaal afzetprijzen;08 Andere delfstoffen;2014 november;95.5;-0.8;-3.8
1909;Totaal afzetprijzen;08 Andere delfstoffen;2014 december;97.3;1.8;-2.0
1910;Totaal afzetprijzen;08 Andere delfstoffen;2014;99.0;;-0.8
1911;Totaal afzetprijzen;08 Andere delfstoffen;2015 januari;98.2;1.0;-2.6
1912;Totaal afzetprijzen;08 Andere delfstoffen;2015 februari;98.4;0.2;-1.1
1913;Totaal afzetprijzen;08 Andere delfstoffen;2015 maart;98.7;0.4;-1.1
1914;Totaal afzetprijzen;08 Andere delfstoffen;2015 april;99.3;0.6;-1.0
1915;Totaal afzetprijzen;08 Andere delfstoffen;2015 mei;101.1;1.9;0.3
1916;Totaal afzetprijzen;08 Andere delfstoffen;2015 juni;100.4;-0.7;-1.0
1917;Totaal afzetprijzen;08 Andere delfstoffen;2015 juli;102.4;2.0;3.6
1918;Totaal afzetprijzen;08 Andere delfstoffen;2015 augustus;102.6;0.1;3.9
1919;Totaal afzetprijzen;08 Andere delfstoffen;2015 september;100.5;-2.0;2.2
1920;Totaal afzetprijzen;08 Andere delfstoffen;2015 oktober;100.6;0.1;4.5
1921;Totaal afzetprijzen;08 Andere delfstoffen;2015 november;99.2;-1.5;3.8
1922;Totaal afzetprijzen;08 Andere delfstoffen;2015 december;98.6;-0.6;1.4
1923;Totaal afzetprijzen;08 Andere delfstoffen;2015;100.0;;1.0
1924;Totaal afzetprijzen;08 Andere delfstoffen;2016 januari;98.2;-0.4;0.0
1925;Totaal afzetprijzen;08 Andere delfstoffen;2016 februari;98.3;0.1;0.0
1926;Totaal afzetprijzen;08 Andere delfstoffen;2016 maart;98.7;0.4;0.0
1927;Totaal afzetprijzen;08 Andere delfstoffen;2016 april;99.8;1.0;0.5
1928;Totaal afzetprijzen;08 Andere delfstoffen;2016 mei;98.3;-1.4;-2.8
1929;Totaal afzetprijzen;08 Andere delfstoffen;2016 juni;98.1;-0.2;-2.3
1930;Totaal afzetprijzen;08 Andere delfstoffen;2016 juli;98.8;0.7;-3.5
1931;Totaal afzetprijzen;08 Andere delfstoffen;2016 augustus;99.7;1.0;-2.7
1932;Totaal afzetprijzen;08 Andere delfstoffen;2016 september;96.8;-2.9;-3.7
1933;Totaal afzetprijzen;08 Andere delfstoffen;2016 oktober;97.8;1.0;-2.8
1934;Totaal afzetprijzen;08 Andere delfstoffen;2016 november;97.8;0.0;-1.4
1935;Totaal afzetprijzen;08 Andere delfstoffen;2016 december;97.8;0.0;-0.8
1936;Totaal afzetprijzen;08 Andere delfstoffen;2016;98.4;;-1.6
1937;Totaal afzetprijzen;08 Andere delfstoffen;2017 januari;98.4;0.6;0.2
1938;Totaal afzetprijzen;08 Andere delfstoffen;2017 februari;99.9;1.5;1.6
1939;Totaal afzetprijzen;08 Andere delfstoffen;2017 maart;99.5;-0.3;0.8
1940;Totaal afzetprijzen;08 Andere delfstoffen;2017 april;100.3;0.8;0.6
1941;Totaal afzetprijzen;08 Andere delfstoffen;2017 mei;99.6;-0.7;1.3
1942;Totaal afzetprijzen;08 Andere delfstoffen;2017 juni;98.9;-0.7;0.8
1943;Totaal afzetprijzen;08 Andere delfstoffen;2017 juli;98.7;-0.2;-0.1
1944;Totaal afzetprijzen;08 Andere delfstoffen;2017 augustus;98.3;-0.4;-1.4
1945;Totaal afzetprijzen;08 Andere delfstoffen;2017 september;98.7;0.3;1.9
1946;Totaal afzetprijzen;08 Andere delfstoffen;2017 oktober;97.5;-1.2;-0.3
1947;Totaal afzetprijzen;08 Andere delfstoffen;2017 november;98.8;1.4;1.1
1948;Totaal afzetprijzen;08 Andere delfstoffen;2017 december;98.3;-0.5;0.5
1949;Totaal afzetprijzen;08 Andere delfstoffen;2017;98.9;;0.6
1950;Totaal afzetprijzen;08 Andere delfstoffen;2018 januari;102.9;4.7;4.6
1951;Totaal afzetprijzen;08 Andere delfstoffen;2018 februari;102.5;-0.3;2.7
1952;Totaal afzetprijzen;08 Andere delfstoffen;2018 maart;103.8;1.2;4.3
1953;Totaal afzetprijzen;08 Andere delfstoffen;2018 april;103.3;-0.4;3.0
1954;Totaal afzetprijzen;08 Andere delfstoffen;2018 mei;103.1;-0.3;3.5
1955;Totaal afzetprijzen;08 Andere delfstoffen;2018 juni;102.8;-0.2;3.9
1956;Totaal afzetprijzen;08 Andere delfstoffen;2018 juli;104.6;1.8;6.0
1957;Totaal afzetprijzen;08 Andere delfstoffen;2018 augustus;103.7;-0.9;5.4
1958;Totaal afzetprijzen;08 Andere delfstoffen;2018 september;104.7;1.0;6.1
1959;Totaal afzetprijzen;08 Andere delfstoffen;2018 oktober;106.1;1.4;8.9
1960;Totaal afzetprijzen;08 Andere delfstoffen;2018 november;106.2;0.0;7.4
1961;Totaal afzetprijzen;08 Andere delfstoffen;2018 december;106.3;0.2;8.2
1962;Totaal afzetprijzen;08 Andere delfstoffen;2018;104.2;;5.3
1963;Totaal afzetprijzen;08 Andere delfstoffen;2019 januari;107.3;0.9;4.3
1964;Totaal afzetprijzen;08 Andere delfstoffen;2019 februari;107.6;0.3;4.9
1965;Totaal afzetprijzen;08 Andere delfstoffen;2019 maart;106.7;-0.8;2.8
1966;Totaal afzetprijzen;08 Andere delfstoffen;2019 april;109.5;2.6;6.0
1967;Totaal afzetprijzen;08 Andere delfstoffen;2019 mei;110.5;0.9;7.2
1968;Totaal afzetprijzen;08 Andere delfstoffen;2019 juni;109.2;-1.2;6.2
1969;Totaal afzetprijzen;08 Andere delfstoffen;2019 juli;107.4;-1.6;2.7
1970;Totaal afzetprijzen;08 Andere delfstoffen;2019 augustus;108.6;1.2;4.8
1971;Totaal afzetprijzen;08 Andere delfstoffen;2019 september;111.2;2.3;6.2
1972;Totaal afzetprijzen;08 Andere delfstoffen;2019 oktober;112.4;1.1;5.9
1973;Totaal afzetprijzen;08 Andere delfstoffen;2019 november;112.2;-0.2;5.7
1974;Totaal afzetprijzen;08 Andere delfstoffen;2019 december;113.0;0.7;6.3
1975;Totaal afzetprijzen;08 Andere delfstoffen;2019;109.6;;5.2
1976;Totaal afzetprijzen;08 Andere delfstoffen;2020 januari;111.9;-1.0;4.3
1977;Totaal afzetprijzen;08 Andere delfstoffen;2020 februari;113.1;1.0;5.1
1978;Totaal afzetprijzen;08 Andere delfstoffen;2020 maart;112.3;-0.6;5.2
1979;Totaal afzetprijzen;08 Andere delfstoffen;2020 april;113.0;0.6;3.2
1980;Totaal afzetprijzen;08 Andere delfstoffen;2020 mei;111.1;-1.7;0.5
1981;Totaal afzetprijzen;08 Andere delfstoffen;2020 juni;111.2;0.0;1.8
1982;Totaal afzetprijzen;08 Andere delfstoffen;2020 juli;108.4;-2.4;1.0
1983;Totaal afzetprijzen;08 Andere delfstoffen;2020 augustus;108.6;0.1;0.0
1984;Totaal afzetprijzen;08 Andere delfstoffen;2020 september;107.4;-1.1;-3.4
1985;Totaal afzetprijzen;08 Andere delfstoffen;2020 oktober;109.6;2.0;-2.5
1986;Totaal afzetprijzen;08 Andere delfstoffen;2020 november;109.7;0.1;-2.2
1987;Totaal afzetprijzen;08 Andere delfstoffen;2020 december;110.3;0.6;-2.4
1988;Totaal afzetprijzen;08 Andere delfstoffen;2020;110.6;;0.8
1989;Totaal afzetprijzen;08 Andere delfstoffen;2021 januari;108.7;-1.5;-2.9
1990;Totaal afzetprijzen;08 Andere delfstoffen;2021 februari;109.0;0.3;-3.6
1991;Totaal afzetprijzen;08 Andere delfstoffen;2021 maart;109.1;0.1;-2.9
1992;Totaal afzetprijzen;08 Andere delfstoffen;2021 april;110.8;1.5;-2.0
1993;Totaal afzetprijzen;08 Andere delfstoffen;2021 mei;110.3;-0.4;-0.7
1994;Totaal afzetprijzen;08 Andere delfstoffen;2021 juni;109.9;-0.4;-1.2
1995;Totaal afzetprijzen;08 Andere delfstoffen;2021 juli;112.3;2.2;3.6
1996;Totaal afzetprijzen;08 Andere delfstoffen;2021 augustus;113.5;1.0;4.5
1997;Totaal afzetprijzen;08 Andere delfstoffen;2021 september;113.7;0.2;5.8
1998;Totaal afzetprijzen;08 Andere delfstoffen;2021 oktober;119.0;4.7;8.6
1999;Totaal afzetprijzen;08 Andere delfstoffen;2021 november;119.4;0.3;8.8
2000;Totaal afzetprijzen;08 Andere delfstoffen;2021 december;121.1;1.5;9.8
2001;Totaal afzetprijzen;08 Andere delfstoffen;2021;113.1;;2.3
2002;Totaal afzetprijzen;08 Andere delfstoffen;2022 januari;131.7;8.8;21.2
2003;Totaal afzetprijzen;08 Andere delfstoffen;2022 februari;132.5;0.6;21.7
2004;Totaal afzetprijzen;08 Andere delfstoffen;2022 maart;135.1;1.9;23.8
2005;Totaal afzetprijzen;08 Andere delfstoffen;2022 april;137.9;2.1;24.5
2006;Totaal afzetprijzen;08 Andere delfstoffen;2022 mei;138.7;0.6;25.7
2007;Totaal afzetprijzen;08 Andere delfstoffen;2022 juni;138.4;-0.2;25.9
2008;Totaal afzetprijzen;08 Andere delfstoffen;2022 juli;137.5;-0.6;22.4
2009;Totaal afzetprijzen;08 Andere delfstoffen;2022 augustus;139.0;1.1;22.5
2010;Totaal afzetprijzen;08 Andere delfstoffen;2022 september;137.8;-0.8;21.2
2011;Totaal afzetprijzen;08 Andere delfstoffen;2022 oktober;139.1;1.0;16.9
2012;Totaal afzetprijzen;08 Andere delfstoffen;2022 november;163.0;17.2;36.6
2013;Totaal afzetprijzen;08 Andere delfstoffen;2022 december ;161.6;-0.8;33.4
2014;Totaal afzetprijzen;08 Andere delfstoffen;2022;141.0;;24.7
2015;Totaal afzetprijzen;08 Andere delfstoffen;2023 januari;159.1;-1.6;20.7
2016;Totaal afzetprijzen;08 Andere delfstoffen;2023 februari;148.0;-6.9;11.7
2017;Totaal afzetprijzen;08 Andere delfstoffen;2023 maart;145.0;-2.0;7.4
2018;Totaal afzetprijzen;08 Andere delfstoffen;2023 april;139.6;-3.7;1.2
2019;Totaal afzetprijzen;08 Andere delfstoffen;2023 mei;139.7;0.1;0.7
2020;Totaal afzetprijzen;08 Andere delfstoffen;2023 juni;138.8;-0.7;0.3
2021;Totaal afzetprijzen;08 Andere delfstoffen;2023 juli;142.3;2.5;3.5
2022;Totaal afzetprijzen;08 Andere delfstoffen;2023 augustus;141.4;-0.6;1.7
2023;Totaal afzetprijzen;08 Andere delfstoffen;2023 september;141.6;0.2;2.8
2024;Totaal afzetprijzen;08 Andere delfstoffen;2023 oktober;142.4;0.5;2.3
2025;Totaal afzetprijzen;08 Andere delfstoffen;2023 november;141.0;-1.0;-13.5
2026;Totaal afzetprijzen;08 Andere delfstoffen;2023 december;140.9;-0.1;-12.8
2027;Totaal afzetprijzen;08 Andere delfstoffen;2023;143.3;;1.6
2028;Totaal afzetprijzen;081 Steen, zand en klei;2012 januari;99.2;;
2029;Totaal afzetprijzen;081 Steen, zand en klei;2012 februari;99.2;0.0;
2030;Totaal afzetprijzen;081 Steen, zand en klei;2012 maart;99.0;-0.2;
2031;Totaal afzetprijzen;081 Steen, zand en klei;2012 april;100.8;1.8;
2032;Totaal afzetprijzen;081 Steen, zand en klei;2012 mei;100.9;0.1;
2033;Totaal afzetprijzen;081 Steen, zand en klei;2012 juni;101.0;0.0;
2034;Totaal afzetprijzen;081 Steen, zand en klei;2012 juli;101.1;0.1;
2035;Totaal afzetprijzen;081 Steen, zand en klei;2012 augustus;101.1;0.0;
2036;Totaal afzetprijzen;081 Steen, zand en klei;2012 september;101.1;0.0;
2037;Totaal afzetprijzen;081 Steen, zand en klei;2012 oktober;101.1;0.0;
2038;Totaal afzetprijzen;081 Steen, zand en klei;2012 november;101.0;0.0;
2039;Totaal afzetprijzen;081 Steen, zand en klei;2012 december;101.0;0.0;
2040;Totaal afzetprijzen;081 Steen, zand en klei;2012;100.5;;
2041;Totaal afzetprijzen;081 Steen, zand en klei;2013 januari;100.6;-0.5;1.4
2042;Totaal afzetprijzen;081 Steen, zand en klei;2013 februari;100.6;0.0;1.4
2043;Totaal afzetprijzen;081 Steen, zand en klei;2013 maart;101.1;0.5;2.1
2044;Totaal afzetprijzen;081 Steen, zand en klei;2013 april;101.4;0.3;0.6
2045;Totaal afzetprijzen;081 Steen, zand en klei;2013 mei;101.4;0.0;0.5
2046;Totaal afzetprijzen;081 Steen, zand en klei;2013 juni;101.4;-0.1;0.4
2047;Totaal afzetprijzen;081 Steen, zand en klei;2013 juli;100.9;-0.5;-0.2
2048;Totaal afzetprijzen;081 Steen, zand en klei;2013 augustus;100.9;0.0;-0.2
2049;Totaal afzetprijzen;081 Steen, zand en klei;2013 september;100.5;-0.5;-0.6
2050;Totaal afzetprijzen;081 Steen, zand en klei;2013 oktober;100.0;-0.5;-1.0
2051;Totaal afzetprijzen;081 Steen, zand en klei;2013 november;100.0;0.0;-1.0
2052;Totaal afzetprijzen;081 Steen, zand en klei;2013 december;100.0;0.0;-1.0
2053;Totaal afzetprijzen;081 Steen, zand en klei;2013;100.7;;0.2
2054;Totaal afzetprijzen;081 Steen, zand en klei;2014 januari;100.6;0.6;0.0
2055;Totaal afzetprijzen;081 Steen, zand en klei;2014 februari;99.0;-1.6;-1.5
2056;Totaal afzetprijzen;081 Steen, zand en klei;2014 maart;99.0;0.0;-2.0
2057;Totaal afzetprijzen;081 Steen, zand en klei;2014 april;98.8;-0.2;-2.5
2058;Totaal afzetprijzen;081 Steen, zand en klei;2014 mei;98.8;0.0;-2.5
2059;Totaal afzetprijzen;081 Steen, zand en klei;2014 juni;98.8;0.0;-2.5
2060;Totaal afzetprijzen;081 Steen, zand en klei;2014 juli;97.2;-1.7;-3.7
2061;Totaal afzetprijzen;081 Steen, zand en klei;2014 augustus;97.2;0.0;-3.7
2062;Totaal afzetprijzen;081 Steen, zand en klei;2014 september;97.2;0.0;-3.3
2063;Totaal afzetprijzen;081 Steen, zand en klei;2014 oktober;96.0;-1.2;-4.0
2064;Totaal afzetprijzen;081 Steen, zand en klei;2014 november;96.1;0.0;-3.9
2065;Totaal afzetprijzen;081 Steen, zand en klei;2014 december;96.0;0.0;-4.0
2066;Totaal afzetprijzen;081 Steen, zand en klei;2014;97.9;;-2.8
2067;Totaal afzetprijzen;081 Steen, zand en klei;2015 januari;97.8;1.9;-2.8
2068;Totaal afzetprijzen;081 Steen, zand en klei;2015 februari;98.6;0.8;-0.4
2069;Totaal afzetprijzen;081 Steen, zand en klei;2015 maart;98.6;0.0;-0.4
2070;Totaal afzetprijzen;081 Steen, zand en klei;2015 april;99.7;1.2;0.9
2071;Totaal afzetprijzen;081 Steen, zand en klei;2015 mei;99.6;-0.1;0.8
2072;Totaal afzetprijzen;081 Steen, zand en klei;2015 juni;99.6;0.0;0.8
2073;Totaal afzetprijzen;081 Steen, zand en klei;2015 juli;100.6;1.0;3.5
2074;Totaal afzetprijzen;081 Steen, zand en klei;2015 augustus;100.7;0.1;3.6
2075;Totaal afzetprijzen;081 Steen, zand en klei;2015 september;100.8;0.2;3.8
2076;Totaal afzetprijzen;081 Steen, zand en klei;2015 oktober;101.3;0.5;5.5
2077;Totaal afzetprijzen;081 Steen, zand en klei;2015 november;101.2;-0.2;5.3
2078;Totaal afzetprijzen;081 Steen, zand en klei;2015 december;101.4;0.2;5.5
2079;Totaal afzetprijzen;081 Steen, zand en klei;2015;100.0;;2.1
2080;Totaal afzetprijzen;081 Steen, zand en klei;2016 januari;101.3;0.0;3.6
2081;Totaal afzetprijzen;081 Steen, zand en klei;2016 februari;101.7;0.4;3.2
2082;Totaal afzetprijzen;081 Steen, zand en klei;2016 maart;101.8;0.1;3.2
2083;Totaal afzetprijzen;081 Steen, zand en klei;2016 april;103.1;1.3;3.4
2084;Totaal afzetprijzen;081 Steen, zand en klei;2016 mei;103.2;0.1;3.6
2085;Totaal afzetprijzen;081 Steen, zand en klei;2016 juni;103.2;0.0;3.6
2086;Totaal afzetprijzen;081 Steen, zand en klei;2016 juli;102.4;-0.8;1.8
2087;Totaal afzetprijzen;081 Steen, zand en klei;2016 augustus;102.3;-0.1;1.6
2088;Totaal afzetprijzen;081 Steen, zand en klei;2016 september;102.0;-0.3;1.1
2089;Totaal afzetprijzen;081 Steen, zand en klei;2016 oktober;102.1;0.1;0.7
2090;Totaal afzetprijzen;081 Steen, zand en klei;2016 november;102.0;-0.1;0.8
2091;Totaal afzetprijzen;081 Steen, zand en klei;2016 december;101.9;-0.1;0.6
2092;Totaal afzetprijzen;081 Steen, zand en klei;2016;102.3;;2.3
2093;Totaal afzetprijzen;081 Steen, zand en klei;2017 januari;102.9;0.9;1.5
2094;Totaal afzetprijzen;081 Steen, zand en klei;2017 februari;102.2;-0.6;0.5
2095;Totaal afzetprijzen;081 Steen, zand en klei;2017 maart;102.6;0.4;0.9
2096;Totaal afzetprijzen;081 Steen, zand en klei;2017 april;103.9;1.3;0.8
2097;Totaal afzetprijzen;081 Steen, zand en klei;2017 mei;103.7;-0.2;0.5
2098;Totaal afzetprijzen;081 Steen, zand en klei;2017 juni;103.1;-0.6;-0.1
2099;Totaal afzetprijzen;081 Steen, zand en klei;2017 juli;100.8;-2.2;-1.5
2100;Totaal afzetprijzen;081 Steen, zand en klei;2017 augustus;101.0;0.2;-1.2
2101;Totaal afzetprijzen;081 Steen, zand en klei;2017 september;100.8;-0.2;-1.1
2102;Totaal afzetprijzen;081 Steen, zand en klei;2017 oktober;100.9;0.0;-1.2
2103;Totaal afzetprijzen;081 Steen, zand en klei;2017 november;100.6;-0.3;-1.4
2104;Totaal afzetprijzen;081 Steen, zand en klei;2017 december;101.5;0.8;-0.5
2105;Totaal afzetprijzen;081 Steen, zand en klei;2017;102.0;;-0.2
2106;Totaal afzetprijzen;081 Steen, zand en klei;2018 januari;103.4;2.0;0.5
2107;Totaal afzetprijzen;081 Steen, zand en klei;2018 februari;103.6;0.1;1.3
2108;Totaal afzetprijzen;081 Steen, zand en klei;2018 maart;104.1;0.5;1.4
2109;Totaal afzetprijzen;081 Steen, zand en klei;2018 april;104.5;0.4;0.5
2110;Totaal afzetprijzen;081 Steen, zand en klei;2018 mei;104.7;0.2;0.9
2111;Totaal afzetprijzen;081 Steen, zand en klei;2018 juni;103.6;-1.0;0.4
2112;Totaal afzetprijzen;081 Steen, zand en klei;2018 juli;104.4;0.8;3.5
2113;Totaal afzetprijzen;081 Steen, zand en klei;2018 augustus;103.9;-0.5;2.9
2114;Totaal afzetprijzen;081 Steen, zand en klei;2018 september;104.6;0.6;3.7
2115;Totaal afzetprijzen;081 Steen, zand en klei;2018 oktober;105.1;0.5;4.2
2116;Totaal afzetprijzen;081 Steen, zand en klei;2018 november;105.0;-0.1;4.4
2117;Totaal afzetprijzen;081 Steen, zand en klei;2018 december;105.3;0.3;3.8
2118;Totaal afzetprijzen;081 Steen, zand en klei;2018;104.4;;2.3
2119;Totaal afzetprijzen;081 Steen, zand en klei;2019 januari;106.3;0.9;2.8
2120;Totaal afzetprijzen;081 Steen, zand en klei;2019 februari;106.5;0.1;2.8
2121;Totaal afzetprijzen;081 Steen, zand en klei;2019 maart;107.3;0.8;3.1
2122;Totaal afzetprijzen;081 Steen, zand en klei;2019 april;112.9;5.2;8.1
2123;Totaal afzetprijzen;081 Steen, zand en klei;2019 mei;114.1;1.1;9.0
2124;Totaal afzetprijzen;081 Steen, zand en klei;2019 juni;112.7;-1.2;8.8
2125;Totaal afzetprijzen;081 Steen, zand en klei;2019 juli;113.0;0.3;8.3
2126;Totaal afzetprijzen;081 Steen, zand en klei;2019 augustus;113.8;0.7;9.5
2127;Totaal afzetprijzen;081 Steen, zand en klei;2019 september;118.2;3.9;13.0
2128;Totaal afzetprijzen;081 Steen, zand en klei;2019 oktober;119.3;1.0;13.5
2129;Totaal afzetprijzen;081 Steen, zand en klei;2019 november;119.0;-0.3;13.3
2130;Totaal afzetprijzen;081 Steen, zand en klei;2019 december;119.6;0.5;13.6
2131;Totaal afzetprijzen;081 Steen, zand en klei;2019;113.6;;8.8
2132;Totaal afzetprijzen;081 Steen, zand en klei;2020 januari;118.4;-1.0;11.4
2133;Totaal afzetprijzen;081 Steen, zand en klei;2020 februari;120.0;1.4;12.8
2134;Totaal afzetprijzen;081 Steen, zand en klei;2020 maart;119.1;-0.8;11.0
2135;Totaal afzetprijzen;081 Steen, zand en klei;2020 april;121.4;1.9;7.5
2136;Totaal afzetprijzen;081 Steen, zand en klei;2020 mei;120.4;-0.8;5.5
2137;Totaal afzetprijzen;081 Steen, zand en klei;2020 juni;120.3;-0.1;6.7
2138;Totaal afzetprijzen;081 Steen, zand en klei;2020 juli;117.2;-2.5;3.7
2139;Totaal afzetprijzen;081 Steen, zand en klei;2020 augustus;118.7;1.3;4.4
2140;Totaal afzetprijzen;081 Steen, zand en klei;2020 september;116.7;-1.7;-1.3
2141;Totaal afzetprijzen;081 Steen, zand en klei;2020 oktober;118.8;1.8;-0.4
2142;Totaal afzetprijzen;081 Steen, zand en klei;2020 november;118.9;0.0;-0.1
2143;Totaal afzetprijzen;081 Steen, zand en klei;2020 december;118.4;-0.4;-1.1
2144;Totaal afzetprijzen;081 Steen, zand en klei;2020;119.0;;4.8
2145;Totaal afzetprijzen;081 Steen, zand en klei;2021 januari;118.7;0.3;0.3
2146;Totaal afzetprijzen;081 Steen, zand en klei;2021 februari;119.0;0.2;-0.9
2147;Totaal afzetprijzen;081 Steen, zand en klei;2021 maart;118.9;0.0;-0.1
2148;Totaal afzetprijzen;081 Steen, zand en klei;2021 april;120.2;1.0;-1.0
2149;Totaal afzetprijzen;081 Steen, zand en klei;2021 mei;120.0;-0.1;-0.3
2150;Totaal afzetprijzen;081 Steen, zand en klei;2021 juni;119.6;-0.3;-0.6
2151;Totaal afzetprijzen;081 Steen, zand en klei;2021 juli;121.4;1.5;3.6
2152;Totaal afzetprijzen;081 Steen, zand en klei;2021 augustus;121.8;0.3;2.6
2153;Totaal afzetprijzen;081 Steen, zand en klei;2021 september;121.5;-0.2;4.1
2154;Totaal afzetprijzen;081 Steen, zand en klei;2021 oktober;121.4;-0.1;2.2
2155;Totaal afzetprijzen;081 Steen, zand en klei;2021 november;121.5;0.1;2.2
2156;Totaal afzetprijzen;081 Steen, zand en klei;2021 december;121.6;0.0;2.7
2157;Totaal afzetprijzen;081 Steen, zand en klei;2021;120.5;;1.2
2158;Totaal afzetprijzen;081 Steen, zand en klei;2022 januari;122.1;0.5;2.9
2159;Totaal afzetprijzen;081 Steen, zand en klei;2022 februari;122.0;-0.1;2.5
2160;Totaal afzetprijzen;081 Steen, zand en klei;2022 maart;123.0;0.9;3.4
2161;Totaal afzetprijzen;081 Steen, zand en klei;2022 april;126.4;2.8;5.2
2162;Totaal afzetprijzen;081 Steen, zand en klei;2022 mei;126.3;-0.1;5.2
2163;Totaal afzetprijzen;081 Steen, zand en klei;2022 juni;127.2;0.7;6.4
2164;Totaal afzetprijzen;081 Steen, zand en klei;2022 juli;129.0;1.4;6.2
2165;Totaal afzetprijzen;081 Steen, zand en klei;2022 augustus;130.2;1.0;6.9
2166;Totaal afzetprijzen;081 Steen, zand en klei;2022 september;130.6;0.3;7.5
2167;Totaal afzetprijzen;081 Steen, zand en klei;2022 oktober;130.6;0.0;7.6
2168;Totaal afzetprijzen;081 Steen, zand en klei;2022 november;129.4;-0.9;6.5
2169;Totaal afzetprijzen;081 Steen, zand en klei;2022 december ;129.6;0.2;6.6
2170;Totaal afzetprijzen;081 Steen, zand en klei;2022;127.2;;5.6
2171;Totaal afzetprijzen;081 Steen, zand en klei;2023 januari;135.7;4.7;11.2
2172;Totaal afzetprijzen;081 Steen, zand en klei;2023 februari;138.6;2.1;13.6
2173;Totaal afzetprijzen;081 Steen, zand en klei;2023 maart;137.9;-0.5;12.1
2174;Totaal afzetprijzen;081 Steen, zand en klei;2023 april;143.4;4.0;13.4
2175;Totaal afzetprijzen;081 Steen, zand en klei;2023 mei;143.6;0.2;13.7
2176;Totaal afzetprijzen;081 Steen, zand en klei;2023 juni;144.1;0.3;13.2
2177;Totaal afzetprijzen;081 Steen, zand en klei;2023 juli;151.6;5.2;17.5
2178;Totaal afzetprijzen;081 Steen, zand en klei;2023 augustus;151.4;-0.1;16.3
2179;Totaal afzetprijzen;081 Steen, zand en klei;2023 september;151.7;0.2;16.2
2180;Totaal afzetprijzen;081 Steen, zand en klei;2023 oktober;153.2;1.0;17.3
2181;Totaal afzetprijzen;081 Steen, zand en klei;2023 november;153.2;0.0;18.4
2182;Totaal afzetprijzen;081 Steen, zand en klei;2023 december;152.9;-0.2;18.0
2183;Totaal afzetprijzen;081 Steen, zand en klei;2023;146.4;;15.1
2184;Totaal afzetprijzen;0811 Bouw- en siersteen, kalksteen, .;2012 januari;;;
2185;Totaal afzetprijzen;0811 Bouw- en siersteen, kalksteen, .;2012 februari;;;
2186;Totaal afzetprijzen;0811 Bouw- en siersteen, kalksteen, .;2012 maart;;;
2187;Totaal afzetprijzen;0811 Bouw- en siersteen, kalksteen, .;2012 april;;;
2188;Totaal afzetprijzen;0811 Bouw- en siersteen, kalksteen, .;2012 mei;;;
