ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
2870;56102-56103 Cafetaria's, ijssalons e.d.;2001 december;96.0;97.0;89.0;88.0;107.0;111.0;8.1;3.5;5.6;5.5;2.3;-1.9
2871;56102-56103 Cafetaria's, ijssalons e.d.;2001 4e kwartaal;96.0;97.0;89.0;88.0;108.0;111.0;7.9;3.5;5.6;5.5;2.2;-1.9
2872;56102-56103 Cafetaria's, ijssalons e.d.;2001;97.0;97.0;88.0;88.0;111.0;111.0;3.5;3.5;5.5;5.5;-1.9;-1.9
2873;56102-56103 Cafetaria's, ijssalons e.d.;2002 januari;88.0;98.0;92.0;88.0;96.0;111.0;6.2;6.2;7.1;7.1;-0.8;-0.8
2874;56102-56103 Cafetaria's, ijssalons e.d.;2002 februari;86.0;98.0;93.0;89.0;92.0;111.0;4.0;5.1;8.0;7.6;-3.7;-2.3
2875;56102-56103 Cafetaria's, ijssalons e.d.;2002 maart;99.0;99.0;93.0;89.0;107.0;111.0;8.5;6.3;7.9;7.7;0.6;-1.3
2876;56102-56103 Cafetaria's, ijssalons e.d.;2002 1e kwartaal;91.0;99.0;93.0;89.0;99.0;111.0;6.3;6.3;7.7;7.7;-1.3;-1.3
2877;56102-56103 Cafetaria's, ijssalons e.d.;2002 april;105.0;100.0;93.0;90.0;112.0;111.0;11.2;7.6;6.7;7.4;4.3;0.2
2878;56102-56103 Cafetaria's, ijssalons e.d.;2002 mei;111.0;100.0;94.0;90.0;118.0;111.0;7.3;7.6;7.2;7.4;0.1;0.2
2879;56102-56103 Cafetaria's, ijssalons e.d.;2002 juni;111.0;100.0;94.0;91.0;118.0;111.0;1.6;6.4;6.9;7.3;-4.9;-0.8
2880;56102-56103 Cafetaria's, ijssalons e.d.;2002 2e kwartaal;109.0;100.0;94.0;91.0;116.0;111.0;6.5;6.4;6.9;7.3;-0.4;-0.8
2881;56102-56103 Cafetaria's, ijssalons e.d.;2002 juli;110.0;101.0;95.0;91.0;117.0;110.0;1.0;5.6;7.3;7.3;-5.8;-1.6
2882;56102-56103 Cafetaria's, ijssalons e.d.;2002 augustus;114.0;101.0;95.0;92.0;121.0;109.0;3.0;5.2;7.3;7.3;-4.0;-1.9
2883;56102-56103 Cafetaria's, ijssalons e.d.;2002 september;103.0;101.0;95.0;93.0;108.0;109.0;5.4;5.2;7.0;7.3;-1.6;-1.9
2884;56102-56103 Cafetaria's, ijssalons e.d.;2002 3e kwartaal;109.0;101.0;95.0;93.0;115.0;109.0;3.1;5.2;7.2;7.3;-3.9;-1.9
2885;56102-56103 Cafetaria's, ijssalons e.d.;2002 oktober;96.0;101.0;95.0;93.0;102.0;109.0;-2.6;4.4;6.6;7.2;-8.6;-2.6
2886;56102-56103 Cafetaria's, ijssalons e.d.;2002 november;95.0;101.0;95.0;94.0;100.0;108.0;1.5;4.2;6.7;7.1;-4.9;-2.8
2887;56102-56103 Cafetaria's, ijssalons e.d.;2002 december;92.0;101.0;95.0;94.0;96.0;107.0;-4.2;3.5;6.4;7.1;-10.0;-3.3
2888;56102-56103 Cafetaria's, ijssalons e.d.;2002 4e kwartaal;94.0;101.0;95.0;94.0;99.0;107.0;-1.8;3.5;6.6;7.1;-7.8;-3.3
2889;56102-56103 Cafetaria's, ijssalons e.d.;2002;101.0;101.0;94.0;94.0;107.0;107.0;3.5;3.5;7.1;7.1;-3.3;-3.3
2890;56102-56103 Cafetaria's, ijssalons e.d.;2003 januari;90.0;101.0;96.0;94.0;93.0;107.0;1.6;1.6;4.6;4.6;-2.9;-2.9
2891;56102-56103 Cafetaria's, ijssalons e.d.;2003 februari;79.0;100.0;96.0;95.0;82.0;106.0;-8.1;-3.2;3.4;4.0;-11.1;-6.9
2892;56102-56103 Cafetaria's, ijssalons e.d.;2003 maart;99.0;100.0;96.0;95.0;103.0;106.0;-0.8;-2.3;3.3;3.8;-3.9;-5.8
2893;56102-56103 Cafetaria's, ijssalons e.d.;2003 1e kwartaal;89.0;100.0;96.0;95.0;93.0;106.0;-2.3;-2.3;3.8;3.8;-5.8;-5.8
2894;56102-56103 Cafetaria's, ijssalons e.d.;2003 april;104.0;100.0;96.0;95.0;108.0;105.0;-0.8;-1.9;3.1;3.6;-3.8;-5.3
2895;56102-56103 Cafetaria's, ijssalons e.d.;2003 mei;110.0;100.0;96.0;95.0;114.0;105.0;-0.9;-1.7;1.9;3.3;-2.8;-4.7
2896;56102-56103 Cafetaria's, ijssalons e.d.;2003 juni;112.0;100.0;96.0;95.0;117.0;105.0;1.0;-1.2;1.9;3.1;-0.9;-4.0
2897;56102-56103 Cafetaria's, ijssalons e.d.;2003 2e kwartaal;108.0;100.0;96.0;95.0;113.0;105.0;-0.2;-1.2;2.3;3.1;-2.5;-4.0
2898;56102-56103 Cafetaria's, ijssalons e.d.;2003 juli;113.0;100.0;96.0;96.0;117.0;105.0;2.1;-0.7;1.8;2.9;0.4;-3.4
2899;56102-56103 Cafetaria's, ijssalons e.d.;2003 augustus;112.0;100.0;96.0;96.0;116.0;105.0;-2.1;-0.9;1.7;2.7;-3.8;-3.4
2900;56102-56103 Cafetaria's, ijssalons e.d.;2003 september;100.0;100.0;96.0;96.0;104.0;104.0;-2.6;-1.1;1.5;2.6;-4.1;-3.5
2901;56102-56103 Cafetaria's, ijssalons e.d.;2003 3e kwartaal;108.0;100.0;96.0;96.0;112.0;104.0;-0.9;-1.1;1.6;2.6;-2.5;-3.5
2902;56102-56103 Cafetaria's, ijssalons e.d.;2003 oktober;95.0;100.0;96.0;96.0;99.0;104.0;-1.2;-1.1;1.6;2.5;-2.7;-3.4
2903;56102-56103 Cafetaria's, ijssalons e.d.;2003 november;90.0;99.0;96.0;96.0;93.0;104.0;-5.4;-1.4;1.4;2.4;-6.8;-3.7
2904;56102-56103 Cafetaria's, ijssalons e.d.;2003 december;90.0;99.0;96.0;96.0;93.0;103.0;-1.7;-1.5;1.6;2.3;-3.3;-3.7
2905;56102-56103 Cafetaria's, ijssalons e.d.;2003 4e kwartaal;92.0;99.0;96.0;96.0;95.0;103.0;-2.8;-1.5;1.5;2.3;-4.2;-3.7
2906;56102-56103 Cafetaria's, ijssalons e.d.;2003;99.0;99.0;96.0;96.0;103.0;103.0;-1.5;-1.5;2.3;2.3;-3.7;-3.7
2907;56102-56103 Cafetaria's, ijssalons e.d.;2004 januari;84.0;99.0;97.0;96.0;86.0;103.0;-6.7;-6.7;1.2;1.2;-7.8;-7.8
2908;56102-56103 Cafetaria's, ijssalons e.d.;2004 februari;83.0;99.0;97.0;96.0;85.0;103.0;5.2;-1.1;1.3;1.3;3.8;-2.4
2909;56102-56103 Cafetaria's, ijssalons e.d.;2004 maart;90.0;99.0;97.0;96.0;93.0;102.0;-8.4;-3.8;1.2;1.2;-9.5;-5.0
2910;56102-56103 Cafetaria's, ijssalons e.d.;2004 1e kwartaal;86.0;99.0;97.0;96.0;88.0;102.0;-3.8;-3.8;1.2;1.2;-5.0;-5.0
2911;56102-56103 Cafetaria's, ijssalons e.d.;2004 april;104.0;99.0;97.0;97.0;107.0;102.0;0.4;-2.6;1.4;1.3;-0.9;-3.9
2912;56102-56103 Cafetaria's, ijssalons e.d.;2004 mei;114.0;99.0;98.0;97.0;115.0;102.0;3.4;-1.3;2.5;1.5;0.9;-2.8
2913;56102-56103 Cafetaria's, ijssalons e.d.;2004 juni;109.0;99.0;98.0;97.0;110.0;102.0;-3.0;-1.6;2.5;1.7;-5.4;-3.3
2914;56102-56103 Cafetaria's, ijssalons e.d.;2004 2e kwartaal;109.0;99.0;98.0;97.0;111.0;102.0;0.2;-1.6;2.1;1.7;-1.9;-3.3
2915;56102-56103 Cafetaria's, ijssalons e.d.;2004 juli;116.0;99.0;98.0;97.0;118.0;102.0;2.8;-0.9;2.3;1.8;0.5;-2.7
2916;56102-56103 Cafetaria's, ijssalons e.d.;2004 augustus;115.0;99.0;99.0;97.0;116.0;102.0;2.4;-0.4;2.4;1.9;-0.1;-2.3
2917;56102-56103 Cafetaria's, ijssalons e.d.;2004 september;99.0;99.0;98.0;98.0;100.0;101.0;-1.0;-0.5;2.3;1.9;-3.3;-2.4
2918;56102-56103 Cafetaria's, ijssalons e.d.;2004 3e kwartaal;110.0;99.0;99.0;98.0;111.0;101.0;1.5;-0.5;2.4;1.9;-0.9;-2.4
2919;56102-56103 Cafetaria's, ijssalons e.d.;2004 oktober;97.0;99.0;99.0;98.0;98.0;101.0;1.6;-0.3;2.4;2.0;-0.8;-2.3
2920;56102-56103 Cafetaria's, ijssalons e.d.;2004 november;85.0;99.0;99.0;98.0;86.0;101.0;-5.0;-0.7;2.5;2.0;-7.3;-2.7
2921;56102-56103 Cafetaria's, ijssalons e.d.;2004 december;90.0;99.0;99.0;98.0;91.0;101.0;-0.1;-0.7;2.7;2.1;-2.7;-2.7
2922;56102-56103 Cafetaria's, ijssalons e.d.;2004 4e kwartaal;91.0;99.0;99.0;98.0;92.0;101.0;-1.1;-0.7;2.5;2.1;-3.6;-2.7
2923;56102-56103 Cafetaria's, ijssalons e.d.;2004;99.0;99.0;98.0;98.0;101.0;101.0;-0.7;-0.7;2.1;2.1;-2.7;-2.7
2924;56102-56103 Cafetaria's, ijssalons e.d.;2005 januari;86.0;99.0;99.0;98.0;87.0;101.0;2.9;2.9;2.3;2.3;0.6;0.6
2925;56102-56103 Cafetaria's, ijssalons e.d.;2005 februari;80.0;99.0;99.0;99.0;81.0;100.0;-3.2;-0.1;2.2;2.3;-5.3;-2.3
2926;56102-56103 Cafetaria's, ijssalons e.d.;2005 maart;89.0;99.0;99.0;99.0;90.0;100.0;-1.3;-0.5;2.1;2.2;-3.3;-2.7
2927;56102-56103 Cafetaria's, ijssalons e.d.;2005 1e kwartaal;85.0;99.0;99.0;99.0;86.0;100.0;-0.5;-0.5;2.2;2.2;-2.7;-2.7
2928;56102-56103 Cafetaria's, ijssalons e.d.;2005 april;102.0;98.0;100.0;99.0;102.0;100.0;-2.3;-1.0;2.2;2.2;-4.4;-3.2
2929;56102-56103 Cafetaria's, ijssalons e.d.;2005 mei;111.0;98.0;100.0;99.0;112.0;99.0;-2.1;-1.3;1.1;2.0;-3.1;-3.2
2930;56102-56103 Cafetaria's, ijssalons e.d.;2005 juni;112.0;99.0;100.0;99.0;112.0;99.0;3.6;-0.4;1.9;2.0;1.6;-2.3
2931;56102-56103 Cafetaria's, ijssalons e.d.;2005 2e kwartaal;108.0;99.0;100.0;99.0;109.0;99.0;-0.3;-0.4;1.8;2.0;-2.0;-2.3
2932;56102-56103 Cafetaria's, ijssalons e.d.;2005 juli;117.0;99.0;100.0;99.0;117.0;99.0;1.2;-0.1;1.9;2.0;-0.6;-2.0
2933;56102-56103 Cafetaria's, ijssalons e.d.;2005 augustus;115.0;99.0;100.0;99.0;115.0;99.0;0.4;0.0;1.8;1.9;-1.3;-1.9
2934;56102-56103 Cafetaria's, ijssalons e.d.;2005 september;104.0;99.0;100.0;100.0;103.0;99.0;4.7;0.5;1.9;1.9;2.8;-1.4
2935;56102-56103 Cafetaria's, ijssalons e.d.;2005 3e kwartaal;112.0;99.0;100.0;100.0;112.0;99.0;2.0;0.5;1.8;1.9;0.1;-1.4
2936;56102-56103 Cafetaria's, ijssalons e.d.;2005 oktober;101.0;99.0;100.0;100.0;100.0;100.0;4.2;0.8;1.8;1.9;2.4;-1.1
2937;56102-56103 Cafetaria's, ijssalons e.d.;2005 november;89.0;100.0;100.0;100.0;89.0;100.0;4.7;1.1;1.8;1.9;2.9;-0.7
2938;56102-56103 Cafetaria's, ijssalons e.d.;2005 december;93.0;100.0;100.0;100.0;92.0;100.0;3.4;1.3;1.4;1.9;1.9;-0.5
2939;56102-56103 Cafetaria's, ijssalons e.d.;2005 4e kwartaal;94.0;100.0;100.0;100.0;94.0;100.0;4.1;1.3;1.7;1.9;2.4;-0.6
2940;56102-56103 Cafetaria's, ijssalons e.d.;2005;100.0;100.0;100.0;100.0;100.0;100.0;1.3;1.3;1.9;1.9;-0.5;-0.5
2941;56102-56103 Cafetaria's, ijssalons e.d.;2006 januari;86.0;100.0;101.0;100.0;86.0;100.0;0.3;0.3;1.5;1.5;-1.2;-1.2
2942;56102-56103 Cafetaria's, ijssalons e.d.;2006 februari;82.0;100.0;101.0;100.0;81.0;100.0;2.5;1.4;1.7;1.6;0.8;-0.2
2943;56102-56103 Cafetaria's, ijssalons e.d.;2006 maart;93.0;101.0;101.0;100.0;92.0;100.0;4.4;2.4;2.0;1.7;2.4;0.7
2944;56102-56103 Cafetaria's, ijssalons e.d.;2006 1e kwartaal;87.0;101.0;101.0;100.0;86.0;100.0;2.4;2.4;1.7;1.7;0.7;0.7
2945;56102-56103 Cafetaria's, ijssalons e.d.;2006 april;104.0;101.0;102.0;101.0;102.0;100.0;1.8;2.3;1.9;1.8;-0.1;0.5
2946;56102-56103 Cafetaria's, ijssalons e.d.;2006 mei;110.0;101.0;101.0;101.0;108.0;100.0;-1.3;1.4;1.9;1.8;-3.1;-0.4
2947;56102-56103 Cafetaria's, ijssalons e.d.;2006 juni;115.0;101.0;102.0;101.0;113.0;100.0;2.3;1.6;1.3;1.7;0.9;-0.1
2948;56102-56103 Cafetaria's, ijssalons e.d.;2006 2e kwartaal;109.0;101.0;102.0;101.0;108.0;100.0;0.9;1.6;1.7;1.7;-0.8;-0.1
2949;56102-56103 Cafetaria's, ijssalons e.d.;2006 juli;120.0;101.0;102.0;101.0;118.0;100.0;2.5;1.5;1.7;1.7;0.9;0.0
2950;56102-56103 Cafetaria's, ijssalons e.d.;2006 augustus;119.0;101.0;102.0;101.0;117.0;100.0;3.7;1.6;1.8;1.7;1.8;0.3
2951;56102-56103 Cafetaria's, ijssalons e.d.;2006 september;111.0;102.0;102.0;101.0;109.0;101.0;7.2;1.9;2.0;1.8;5.1;0.8
2952;56102-56103 Cafetaria's, ijssalons e.d.;2006 3e kwartaal;117.0;102.0;102.0;101.0;115.0;101.0;4.4;2.6;1.8;1.8;2.5;0.8
2953;56102-56103 Cafetaria's, ijssalons e.d.;2006 oktober;106.0;102.0;102.0;101.0;104.0;101.0;5.3;2.0;2.2;1.8;3.0;1.0
2954;56102-56103 Cafetaria's, ijssalons e.d.;2006 november;97.0;103.0;103.0;102.0;95.0;101.0;8.6;2.3;2.2;1.8;6.3;1.5
2955;56102-56103 Cafetaria's, ijssalons e.d.;2006 december;100.0;104.0;103.0;102.0;98.0;102.0;7.9;2.5;2.2;1.9;5.5;1.8
2956;56102-56103 Cafetaria's, ijssalons e.d.;2006 4e kwartaal;101.0;104.0;102.0;102.0;99.0;102.0;7.2;3.7;2.2;1.9;4.9;1.8
2957;56102-56103 Cafetaria's, ijssalons e.d.;2006;104.0;104.0;102.0;102.0;102.0;102.0;3.7;3.7;1.9;1.9;1.8;1.8
2958;56102-56103 Cafetaria's, ijssalons e.d.;2007 januari;94.0;104.0;104.0;102.0;90.0;102.0;8.8;8.8;3.2;3.2;5.4;5.4
2959;56102-56103 Cafetaria's, ijssalons e.d.;2007 februari;93.0;105.0;105.0;102.0;89.0;103.0;13.0;10.8;4.0;3.6;8.7;7.0
2960;56102-56103 Cafetaria's, ijssalons e.d.;2007 maart;105.0;106.0;105.0;103.0;100.0;103.0;13.1;11.7;4.0;3.7;8.8;7.7
2961;56102-56103 Cafetaria's, ijssalons e.d.;2007 1e kwartaal;97.0;106.0;105.0;103.0;93.0;103.0;11.7;11.7;3.7;3.7;7.6;7.6
2962;56102-56103 Cafetaria's, ijssalons e.d.;2007 april;117.0;107.0;105.0;103.0;111.0;104.0;12.5;11.9;3.6;3.7;8.6;7.9
2963;56102-56103 Cafetaria's, ijssalons e.d.;2007 mei;121.0;108.0;106.0;103.0;115.0;105.0;10.4;11.6;4.1;3.8;6.0;7.5
2964;56102-56103 Cafetaria's, ijssalons e.d.;2007 juni;123.0;109.0;106.0;104.0;116.0;105.0;7.4;10.8;4.3;3.9;3.0;6.6
2965;56102-56103 Cafetaria's, ijssalons e.d.;2007 2e kwartaal;120.0;109.0;106.0;104.0;114.0;105.0;10.0;10.8;4.0;3.9;5.8;6.6
2966;56102-56103 Cafetaria's, ijssalons e.d.;2007 juli;121.0;109.0;106.0;104.0;114.0;105.0;0.3;9.0;3.8;3.9;-3.3;4.9
2967;56102-56103 Cafetaria's, ijssalons e.d.;2007 augustus;121.0;109.0;106.0;104.0;114.0;105.0;1.6;7.9;3.9;3.9;-2.2;3.9
2968;56102-56103 Cafetaria's, ijssalons e.d.;2007 september;110.0;109.0;106.0;105.0;104.0;104.0;-0.7;6.9;4.0;3.9;-4.5;2.9
2969;56102-56103 Cafetaria's, ijssalons e.d.;2007 3e kwartaal;117.0;109.0;106.0;105.0;111.0;104.0;0.4;6.9;3.9;3.9;-3.3;2.9
2970;56102-56103 Cafetaria's, ijssalons e.d.;2007 oktober;108.0;109.0;106.0;105.0;101.0;104.0;1.6;6.4;4.0;3.9;-2.3;2.4
2971;56102-56103 Cafetaria's, ijssalons e.d.;2007 november;99.0;109.0;107.0;105.0;93.0;104.0;2.4;6.0;4.1;3.9;-1.6;2.1
2972;56102-56103 Cafetaria's, ijssalons e.d.;2007 december;104.0;110.0;107.0;106.0;97.0;104.0;3.3;5.8;4.4;3.9;-1.0;1.8
2973;56102-56103 Cafetaria's, ijssalons e.d.;2007 4e kwartaal;104.0;110.0;107.0;106.0;97.0;104.0;2.4;5.8;4.1;3.9;-1.6;1.8
2974;56102-56103 Cafetaria's, ijssalons e.d.;2007;110.0;110.0;106.0;106.0;104.0;104.0;5.8;5.8;3.9;3.9;1.8;1.8
2975;56102-56103 Cafetaria's, ijssalons e.d.;2008 januari;97.0;110.0;108.0;106.0;89.0;104.0;3.1;3.1;4.2;4.2;-1.1;-1.1
2976;56102-56103 Cafetaria's, ijssalons e.d.;2008 februari;99.0;110.0;109.0;106.0;91.0;104.0;6.0;4.6;3.5;3.8;2.5;0.7
2977;56102-56103 Cafetaria's, ijssalons e.d.;2008 maart;103.0;110.0;109.0;107.0;95.0;103.0;-2.4;2.1;3.2;3.6;-5.4;-1.5
2978;56102-56103 Cafetaria's, ijssalons e.d.;2008 1e kwartaal;99.0;110.0;109.0;107.0;92.0;103.0;2.1;2.1;3.6;3.6;-1.5;-1.5
2979;56102-56103 Cafetaria's, ijssalons e.d.;2008 april;114.0;110.0;109.0;107.0;104.0;103.0;-2.5;0.8;3.7;3.6;-6.0;-2.8
2980;56102-56103 Cafetaria's, ijssalons e.d.;2008 mei;123.0;110.0;109.0;107.0;112.0;103.0;1.7;1.0;3.7;3.7;-2.0;-2.6
2981;56102-56103 Cafetaria's, ijssalons e.d.;2008 juni;119.0;110.0;109.0;108.0;109.0;102.0;-3.5;0.1;3.3;3.6;-6.6;-3.3
2982;56102-56103 Cafetaria's, ijssalons e.d.;2008 2e kwartaal;119.0;110.0;109.0;108.0;108.0;102.0;-1.5;0.1;3.6;3.6;-4.9;-3.3
2983;56102-56103 Cafetaria's, ijssalons e.d.;2008 juli;120.0;110.0;110.0;108.0;110.0;102.0;-0.6;0.0;3.6;3.6;-4.0;-3.4
2984;56102-56103 Cafetaria's, ijssalons e.d.;2008 augustus;121.0;110.0;110.0;108.0;111.0;101.0;0.1;0.0;3.4;3.6;-3.2;-3.4
2985;56102-56103 Cafetaria's, ijssalons e.d.;2008 september;108.0;110.0;110.0;109.0;98.0;101.0;-2.3;-0.2;3.3;3.5;-5.4;-3.6
2986;56102-56103 Cafetaria's, ijssalons e.d.;2008 3e kwartaal;116.0;110.0;110.0;109.0;106.0;101.0;-0.9;-0.2;3.4;3.5;-4.2;-3.6
2987;56102-56103 Cafetaria's, ijssalons e.d.;2008 oktober;111.0;110.0;110.0;109.0;101.0;101.0;2.9;0.1;3.4;3.5;-0.5;-3.3
2988;56102-56103 Cafetaria's, ijssalons e.d.;2008 november;102.0;110.0;110.0;109.0;92.0;101.0;2.1;0.2;3.2;3.5;-1.1;-3.1
2989;56102-56103 Cafetaria's, ijssalons e.d.;2008 december;106.0;110.0;110.0;109.0;96.0;101.0;2.2;0.4;2.9;3.4;-0.7;-2.9
2990;56102-56103 Cafetaria's, ijssalons e.d.;2008 4e kwartaal;106.0;110.0;110.0;109.0;96.0;101.0;2.4;0.4;3.2;3.4;-0.7;-2.9
2991;56102-56103 Cafetaria's, ijssalons e.d.;2008;110.0;110.0;109.0;109.0;101.0;101.0;0.4;0.4;3.4;3.4;-2.9;-2.9
2992;56102-56103 Cafetaria's, ijssalons e.d.;2009 januari;100.0;110.0;111.0;110.0;91.0;101.0;3.7;3.7;2.0;2.0;1.7;1.7
2993;56102-56103 Cafetaria's, ijssalons e.d.;2009 februari;98.0;110.0;111.0;110.0;88.0;101.0;-0.5;1.6;2.2;2.1;-2.6;-0.5
2994;56102-56103 Cafetaria's, ijssalons e.d.;2009 maart;105.0;111.0;111.0;110.0;94.0;101.0;1.7;1.6;2.3;2.2;-0.6;-0.6
2995;56102-56103 Cafetaria's, ijssalons e.d.;2009 1e kwartaal;101.0;111.0;111.0;110.0;91.0;101.0;1.6;1.6;2.2;2.2;-0.6;-0.6
2996;56102-56103 Cafetaria's, ijssalons e.d.;2009 april;118.0;111.0;111.0;110.0;106.0;101.0;4.1;2.3;2.1;2.1;2.0;0.1
2997;56102-56103 Cafetaria's, ijssalons e.d.;2009 mei;122.0;111.0;112.0;110.0;110.0;100.0;-0.5;1.6;2.1;2.1;-2.6;-0.5
2998;56102-56103 Cafetaria's, ijssalons e.d.;2009 juni;117.0;111.0;112.0;111.0;104.0;100.0;-2.0;1.0;2.1;2.1;-4.0;-1.1
2999;56102-56103 Cafetaria's, ijssalons e.d.;2009 2e kwartaal;119.0;111.0;112.0;111.0;107.0;100.0;0.5;1.0;2.1;2.1;-1.6;-1.1
3000;56102-56103 Cafetaria's, ijssalons e.d.;2009 juli;125.0;111.0;112.0;111.0;111.0;100.0;3.7;1.4;2.3;2.1;1.3;-0.7
3001;56102-56103 Cafetaria's, ijssalons e.d.;2009 augustus;122.0;111.0;112.0;111.0;109.0;100.0;0.7;1.3;2.1;2.1;-1.4;-0.8
3002;56102-56103 Cafetaria's, ijssalons e.d.;2009 september;111.0;111.0;112.0;111.0;99.0;100.0;3.0;1.5;2.4;2.2;0.5;-0.7
3003;56102-56103 Cafetaria's, ijssalons e.d.;2009 3e kwartaal;119.0;111.0;112.0;111.0;106.0;100.0;2.4;1.5;2.3;2.2;0.1;-0.7
3004;56102-56103 Cafetaria's, ijssalons e.d.;2009 oktober;115.0;112.0;112.0;111.0;102.0;100.0;3.5;1.7;2.3;2.2;1.2;-0.5
3005;56102-56103 Cafetaria's, ijssalons e.d.;2009 november;104.0;112.0;113.0;112.0;92.0;100.0;2.1;1.7;2.4;2.2;-0.3;-0.5
3006;56102-56103 Cafetaria's, ijssalons e.d.;2009 december;103.0;112.0;113.0;112.0;91.0;100.0;-2.8;1.4;2.6;2.2;-5.3;-0.9
3007;56102-56103 Cafetaria's, ijssalons e.d.;2009 4e kwartaal;107.0;112.0;113.0;112.0;95.0;100.0;1.0;1.4;2.4;2.2;-1.5;-0.9
3008;56102-56103 Cafetaria's, ijssalons e.d.;2009;112.0;112.0;112.0;112.0;100.0;100.0;1.4;1.4;2.2;2.2;-0.9;-0.9
3009;56102-56103 Cafetaria's, ijssalons e.d.;2010 januari;98.0;111.0;113.0;112.0;86.0;99.0;-2.6;-2.6;2.5;2.5;-5.0;-5.0
3010;56102-56103 Cafetaria's, ijssalons e.d.;2010 februari;94.0;111.0;114.0;112.0;83.0;99.0;-4.4;-3.5;2.2;2.4;-6.4;-5.7
3011;56102-56103 Cafetaria's, ijssalons e.d.;2010 maart;102.0;111.0;114.0;113.0;89.0;99.0;-2.8;-3.2;2.2;2.3;-4.9;-5.4
3012;56102-56103 Cafetaria's, ijssalons e.d.;2010 1e kwartaal;98.0;111.0;114.0;113.0;86.0;99.0;-3.2;-3.2;2.3;2.3;-5.4;-5.4
3013;56102-56103 Cafetaria's, ijssalons e.d.;2010 april;115.0;111.0;114.0;113.0;101.0;98.0;-3.1;-3.2;2.1;2.3;-5.1;-5.3
3014;56102-56103 Cafetaria's, ijssalons e.d.;2010 mei;122.0;110.0;114.0;113.0;107.0;98.0;-0.4;-2.6;1.9;2.2;-2.3;-4.6
3015;56102-56103 Cafetaria's, ijssalons e.d.;2010 juni;118.0;111.0;114.0;113.0;103.0;98.0;0.9;-2.0;2.1;2.2;-1.2;-4.0
3016;56102-56103 Cafetaria's, ijssalons e.d.;2010 2e kwartaal;118.0;111.0;114.0;113.0;104.0;98.0;-0.9;-2.0;2.1;2.2;-2.9;-4.0
3017;56102-56103 Cafetaria's, ijssalons e.d.;2010 juli;131.0;111.0;114.0;113.0;115.0;98.0;5.5;-0.8;1.8;2.1;3.6;-2.8
3018;56102-56103 Cafetaria's, ijssalons e.d.;2010 augustus;122.0;111.0;114.0;113.0;107.0;98.0;0.2;-0.6;2.0;2.1;-1.7;-2.7
3019;56102-56103 Cafetaria's, ijssalons e.d.;2010 september;114.0;111.0;114.0;114.0;99.0;98.0;2.5;-0.3;1.9;2.1;0.6;-2.3
3020;56102-56103 Cafetaria's, ijssalons e.d.;2010 3e kwartaal;122.0;111.0;114.0;114.0;107.0;98.0;2.8;-0.3;1.9;2.1;0.8;-2.3
3021;56102-56103 Cafetaria's, ijssalons e.d.;2010 oktober;119.0;112.0;115.0;114.0;104.0;98.0;4.1;0.1;2.0;2.1;2.0;-1.9
3022;56102-56103 Cafetaria's, ijssalons e.d.;2010 november;103.0;112.0;115.0;114.0;89.0;98.0;-1.0;0.0;1.7;2.1;-2.7;-2.0
3023;56102-56103 Cafetaria's, ijssalons e.d.;2010 december;103.0;112.0;116.0;114.0;89.0;98.0;0.2;0.1;2.1;2.1;-1.9;-2.0
3024;56102-56103 Cafetaria's, ijssalons e.d.;2010 4e kwartaal;108.0;112.0;115.0;114.0;94.0;98.0;1.2;0.1;2.0;2.1;-0.7;-2.0
3025;56102-56103 Cafetaria's, ijssalons e.d.;2010;112.0;112.0;114.0;114.0;98.0;98.0;0.1;0.1;2.1;2.1;-2.0;-2.0
3026;56102-56103 Cafetaria's, ijssalons e.d.;2011 januari;103.0;112.0;116.0;114.0;89.0;98.0;5.1;5.1;2.1;2.1;2.9;2.9
3027;56102-56103 Cafetaria's, ijssalons e.d.;2011 februari;101.0;113.0;117.0;115.0;86.0;98.0;7.2;6.1;2.7;2.4;4.4;3.6
3028;56102-56103 Cafetaria's, ijssalons e.d.;2011 maart;113.0;114.0;117.0;115.0;96.0;99.0;11.2;7.9;3.1;2.6;7.9;5.1
3029;56102-56103 Cafetaria's, ijssalons e.d.;2011 1e kwartaal;106.0;114.0;117.0;115.0;91.0;99.0;7.9;7.9;2.6;2.6;5.1;5.1
3030;56102-56103 Cafetaria's, ijssalons e.d.;2011 april;127.0;115.0;117.0;115.0;108.0;99.0;10.3;8.6;3.1;2.7;7.0;5.6
3031;56102-56103 Cafetaria's, ijssalons e.d.;2011 mei;129.0;115.0;118.0;116.0;110.0;100.0;6.1;8.0;3.3;2.8;2.7;5.0
3032;56102-56103 Cafetaria's, ijssalons e.d.;2011 juni;134.0;117.0;118.0;116.0;114.0;101.0;14.0;9.1;3.3;2.9;10.4;5.9
3033;56102-56103 Cafetaria's, ijssalons e.d.;2011 2e kwartaal;130.0;117.0;118.0;116.0;111.0;101.0;10.1;9.1;3.2;2.9;6.6;5.9
