ID;RegioSSituatie2013;Perioden;TotaleBevolking_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarOfOuder_4;Mannen_5;Vrouwen_6;Levendgeborenen_7;Overledenen_8;Immigratie_9;EmigratieInclusiefCorrecties_10;VestigersUitAndereGemeente_11;VertrekkersNaarAndereGemeente_12
16;Nederland;2030;17593.7;3732.4;9655.3;4206.0;8697.3;8896.4;190.1;174.6;153.7;134.8;671.9;671.9
17;Nederland;2031;17628.1;3739.8;9606.7;4281.6;8712.9;8915.1;189.8;176.9;153.8;134.9;672.3;672.3
18;Nederland;2032;17659.9;3751.0;9558.6;4350.3;8727.4;8932.5;189.4;179.0;153.8;135.0;673.0;673.0
19;Nederland;2033;17689.1;3764.9;9509.8;4414.3;8740.3;8948.8;188.7;181.1;153.9;135.0;673.6;673.6
20;Nederland;2034;17715.6;3777.9;9460.3;4477.4;8751.8;8963.7;187.9;183.1;154.0;135.1;674.3;674.3
21;Nederland;2035;17739.2;3789.2;9402.6;4547.4;8761.7;8977.4;186.9;185.0;154.0;135.2;675.1;675.1
22;Nederland;2036;17759.9;3797.9;9352.4;4609.6;8769.8;8990.1;185.8;186.8;154.1;135.3;675.8;675.8
23;Nederland;2037;17777.7;3804.1;9314.2;4659.4;8776.7;9001.0;184.8;188.5;154.2;135.3;676.4;676.4
24;Nederland;2038;17792.9;3807.7;9288.7;4696.5;8782.1;9010.9;183.7;190.0;154.2;135.4;677.1;677.1
25;Nederland;2039;17805.5;3809.0;9280.9;4715.5;8785.9;9019.6;182.8;191.4;154.3;135.5;677.9;677.9
26;Nederland;2040;17815.7;3807.9;9281.8;4726.1;8788.5;9027.2;;;;;;
27;Noord-Nederland (LD);2014;1720.6;386.3;1008.2;326.1;856.0;864.6;16.0;16.2;11.1;10.3;67.2;67.2
28;Noord-Nederland (LD);2015;1721.3;381.5;1004.9;334.9;856.4;864.9;16.1;16.4;11.4;10.4;67.7;67.7
29;Noord-Nederland (LD);2016;1722.1;377.8;1001.3;343.0;856.8;865.3;16.2;16.6;11.7;10.4;68.3;68.2
30;Noord-Nederland (LD);2017;1723.1;373.9;998.4;350.9;857.3;865.8;16.4;16.7;11.9;10.5;69.0;68.8
31;Noord-Nederland (LD);2018;1724.3;370.5;994.8;359.0;858.0;866.2;16.5;16.9;12.0;10.7;69.5;69.4
32;Noord-Nederland (LD);2019;1725.5;366.3;992.0;367.1;858.8;866.7;16.7;17.1;12.0;10.8;70.2;69.9
33;Noord-Nederland (LD);2020;1726.5;362.3;989.3;374.9;859.2;867.3;16.9;17.3;12.0;10.9;70.5;70.3
34;Noord-Nederland (LD);2021;1727.5;358.2;986.2;383.1;860.0;867.6;17.1;17.5;11.9;10.9;71.1;70.8
35;Noord-Nederland (LD);2022;1728.5;354.4;983.0;391.0;860.6;867.9;17.2;17.7;11.8;10.9;71.5;71.2
36;Noord-Nederland (LD);2023;1729.5;351.3;979.4;398.7;861.0;868.4;17.3;17.9;11.8;10.9;71.8;71.5
37;Noord-Nederland (LD);2024;1730.0;348.4;975.1;406.6;861.1;868.9;17.5;18.1;11.8;10.9;71.9;71.8
38;Noord-Nederland (LD);2025;1730.5;346.6;969.7;414.2;861.4;869.1;17.6;18.4;11.8;10.9;72.2;72.0
39;Noord-Nederland (LD);2026;1730.6;345.5;963.8;421.3;861.2;869.3;17.6;18.6;11.8;10.9;72.4;72.3
40;Noord-Nederland (LD);2027;1730.6;344.8;957.2;428.6;861.1;869.5;17.7;18.9;11.8;10.9;72.8;72.5
41;Noord-Nederland (LD);2028;1730.9;344.9;950.2;435.8;861.1;869.7;17.7;19.1;11.8;10.9;73.0;72.6
42;Noord-Nederland (LD);2029;1730.8;344.8;942.8;443.2;861.0;869.8;17.7;19.4;11.7;10.9;73.1;72.5
43;Noord-Nederland (LD);2030;1730.7;344.7;935.7;450.4;860.6;870.1;17.7;19.6;11.7;10.8;72.9;72.4
44;Noord-Nederland (LD);2031;1730.4;345.1;928.1;457.2;860.3;870.1;17.7;19.8;11.7;10.8;72.9;72.2
45;Noord-Nederland (LD);2032;1729.6;345.9;921.2;462.5;859.4;870.2;17.6;20.0;11.6;10.8;72.8;72.1
46;Noord-Nederland (LD);2033;1729.0;347.4;913.6;468.0;859.1;869.9;17.4;20.2;11.6;10.7;72.8;71.9
47;Noord-Nederland (LD);2034;1728.3;348.5;906.4;473.4;858.6;869.7;17.3;20.4;11.5;10.7;72.6;71.8
48;Noord-Nederland (LD);2035;1726.8;349.6;897.8;479.4;857.6;869.2;17.1;20.6;11.5;10.6;72.6;71.6
49;Noord-Nederland (LD);2036;1725.2;350.6;890.2;484.4;856.8;868.5;17.0;20.7;11.4;10.6;72.5;71.5
50;Noord-Nederland (LD);2037;1723.4;351.4;883.5;488.5;855.6;867.8;16.8;20.9;11.4;10.5;72.6;71.3
51;Noord-Nederland (LD);2038;1721.8;351.7;878.6;491.4;854.7;867.1;16.6;21.1;11.3;10.5;72.6;71.2
52;Noord-Nederland (LD);2039;1719.5;351.7;876.1;491.7;853.0;866.5;16.5;21.1;11.3;10.4;72.6;71.1
53;Noord-Nederland (LD);2040;1717.5;351.3;874.8;491.5;852.1;865.4;;;;;;
54;Oost-Nederland (LD);2014;3559.9;860.9;2092.0;607.0;1766.8;1793.1;37.6;29.7;22.6;20.6;123.7;125.7
55;Oost-Nederland (LD);2015;3567.7;853.4;2089.1;625.2;1770.9;1796.8;37.9;30.1;22.9;20.3;123.8;126.4
56;Oost-Nederland (LD);2016;3575.4;848.7;2084.2;642.4;1774.9;1800.5;38.1;30.5;23.2;20.0;124.5;127.4
57;Oost-Nederland (LD);2017;3583.4;843.3;2080.3;659.8;1779.6;1803.8;38.4;31.0;23.6;19.7;125.6;128.3
58;Oost-Nederland (LD);2018;3592.0;838.7;2075.6;677.8;1784.2;1807.8;38.5;31.4;23.6;19.7;127.3;129.3
59;Oost-Nederland (LD);2019;3601.0;832.2;2073.6;695.1;1789.2;1811.8;38.7;31.9;23.5;19.8;128.4;130.2
60;Oost-Nederland (LD);2020;3610.0;826.4;2071.2;712.5;1794.1;1815.9;38.9;32.4;23.3;19.8;128.6;131.1
61;Oost-Nederland (LD);2021;3617.5;818.7;2069.3;729.6;1797.8;1819.7;39.1;32.8;23.2;19.8;129.9;131.9
62;Oost-Nederland (LD);2022;3625.1;812.5;2065.3;747.3;1801.8;1823.4;39.3;33.3;23.0;19.7;130.5;132.5
63;Oost-Nederland (LD);2023;3632.6;806.4;2060.9;765.3;1805.9;1826.7;39.4;33.8;22.9;19.7;131.8;133.1
64;Oost-Nederland (LD);2024;3640.3;801.1;2055.8;783.4;1810.1;1830.1;39.6;34.2;22.9;19.7;132.8;133.7
65;Oost-Nederland (LD);2025;3647.8;798.2;2047.8;801.9;1813.9;1833.9;39.8;34.7;22.9;19.7;134.0;134.3
66;Oost-Nederland (LD);2026;3656.1;797.3;2038.2;820.6;1818.3;1837.9;40.0;35.3;22.9;19.7;134.4;134.9
67;Oost-Nederland (LD);2027;3663.7;796.6;2027.1;840.0;1822.1;1841.5;40.2;35.8;22.9;19.7;135.3;135.4
68;Oost-Nederland (LD);2028;3671.1;797.4;2014.6;859.1;1826.2;1845.0;40.3;36.3;22.9;19.7;136.2;135.7
69;Oost-Nederland (LD);2029;3678.9;797.9;2003.0;878.0;1830.0;1849.0;40.4;36.8;22.9;19.7;137.3;135.8
70;Oost-Nederland (LD);2030;3687.3;799.3;1991.0;896.9;1834.4;1853.0;40.5;37.4;22.9;19.7;137.8;135.8
71;Oost-Nederland (LD);2031;3695.5;801.3;1979.4;914.8;1838.7;1856.8;40.4;37.9;22.9;19.8;137.6;135.8
72;Oost-Nederland (LD);2032;3703.1;803.9;1967.3;931.8;1842.7;1860.4;40.4;38.4;22.8;19.7;138.4;135.9
73;Oost-Nederland (LD);2033;3710.8;807.3;1955.8;947.7;1847.2;1863.7;40.3;39.0;22.8;19.7;138.6;136.0
74;Oost-Nederland (LD);2034;3717.5;811.1;1943.1;963.3;1850.4;1867.1;40.1;39.5;22.8;19.8;139.2;136.1
75;Oost-Nederland (LD);2035;3724.3;814.4;1929.5;980.4;1853.9;1870.4;39.8;39.9;22.8;19.8;139.6;136.2
76;Oost-Nederland (LD);2036;3731.0;817.0;1917.5;996.5;1857.2;1873.8;39.6;40.5;22.8;19.7;139.9;136.3
77;Oost-Nederland (LD);2037;3736.4;819.5;1908.7;1008.2;1859.7;1876.7;39.3;40.8;22.8;19.7;139.3;136.5
78;Oost-Nederland (LD);2038;3740.8;821.1;1902.2;1017.5;1861.8;1879.0;39.1;41.3;22.8;19.7;139.4;136.7
79;Oost-Nederland (LD);2039;3745.0;822.4;1899.3;1023.3;1863.8;1881.2;38.8;41.8;22.8;19.7;139.6;136.8
80;Oost-Nederland (LD);2040;3747.6;823.0;1899.0;1025.5;1864.7;1882.9;;;;;;
81;West-Nederland (LD);2014;7948.7;1823.8;4808.6;1316.3;3912.1;4036.6;88.9;64.7;89.0;83.6;301.8;297.3
82;West-Nederland (LD);2015;7982.9;1820.9;4807.9;1354.1;3928.6;4054.3;89.8;65.3;89.5;82.1;304.4;299.7
83;West-Nederland (LD);2016;8019.4;1823.8;4805.9;1389.8;3946.2;4073.2;90.6;65.8;90.4;80.7;307.3;302.5
84;West-Nederland (LD);2017;8058.4;1826.2;4809.7;1422.5;3965.2;4093.2;91.5;66.4;91.5;79.1;309.8;305.3
85;West-Nederland (LD);2018;8100.3;1829.9;4812.4;1458.1;3985.9;4114.4;92.2;67.0;91.3;79.2;312.4;308.2
86;West-Nederland (LD);2019;8141.7;1830.7;4818.8;1492.1;4005.9;4135.7;92.9;67.7;90.9;79.3;314.6;311.1
87;West-Nederland (LD);2020;8181.9;1831.3;4823.6;1527.0;4025.6;4156.3;93.5;68.3;90.3;79.3;317.8;313.8
88;West-Nederland (LD);2021;8222.1;1829.5;4830.9;1561.6;4045.5;4176.6;94.0;69.1;89.8;79.3;320.0;316.4
89;West-Nederland (LD);2022;8261.0;1829.3;4834.2;1597.5;4064.6;4196.4;94.3;69.9;89.2;79.2;322.0;318.8
90;West-Nederland (LD);2023;8298.6;1829.9;4834.5;1634.2;4083.2;4215.4;94.7;70.7;89.3;79.2;323.5;321.1
91;West-Nederland (LD);2024;8335.0;1830.4;4833.5;1671.2;4100.8;4234.2;95.1;71.6;89.4;79.3;325.1;323.3
92;West-Nederland (LD);2025;8370.4;1833.1;4827.6;1709.7;4118.0;4252.4;95.2;72.5;89.5;79.4;326.4;325.5
93;West-Nederland (LD);2026;8403.9;1837.3;4818.5;1748.0;4133.7;4270.1;95.3;73.5;89.7;79.6;328.2;327.8
94;West-Nederland (LD);2027;8436.2;1843.0;4805.5;1787.7;4149.6;4286.6;95.3;74.6;89.9;79.8;329.8;330.2
95;West-Nederland (LD);2028;8466.4;1849.1;4790.5;1826.7;4164.1;4302.2;95.4;75.6;90.0;80.0;330.4;331.9
96;West-Nederland (LD);2029;8494.6;1853.2;4775.0;1866.4;4178.1;4316.5;95.5;76.7;90.3;80.2;330.7;332.9
97;West-Nederland (LD);2030;8521.3;1856.9;4757.4;1907.0;4191.0;4330.3;95.5;77.8;90.4;80.3;330.9;333.7
98;West-Nederland (LD);2031;8546.3;1859.9;4743.7;1942.7;4202.9;4343.3;95.5;78.8;90.6;80.5;331.3;334.4
99;West-Nederland (LD);2032;8569.9;1865.5;4728.7;1975.7;4214.0;4356.0;95.4;79.9;90.8;80.6;331.8;335.2
100;West-Nederland (LD);2033;8591.9;1872.2;4712.8;2007.0;4223.9;4368.0;95.3;80.8;90.9;80.8;331.9;335.9
101;West-Nederland (LD);2034;8612.4;1878.5;4695.9;2038.0;4233.6;4378.8;95.0;81.8;91.1;80.9;332.0;336.7
102;West-Nederland (LD);2035;8630.8;1883.5;4674.6;2072.8;4241.9;4388.9;94.7;82.7;91.2;81.1;332.8;337.4
103;West-Nederland (LD);2036;8648.2;1887.6;4656.5;2104.1;4249.4;4398.8;94.4;83.6;91.4;81.2;333.6;338.2
104;West-Nederland (LD);2037;8665.1;1890.5;4642.8;2131.8;4256.8;4408.3;94.1;84.5;91.6;81.3;334.3;338.7
105;West-Nederland (LD);2038;8680.0;1892.6;4634.7;2152.6;4262.9;4417.1;93.7;85.1;91.7;81.5;334.4;339.4
106;West-Nederland (LD);2039;8693.3;1893.1;4634.5;2165.6;4268.8;4424.5;93.5;85.8;91.9;81.6;335.4;340.2
107;West-Nederland (LD);2040;8706.5;1893.1;4637.3;2176.1;4274.4;4432.1;;;;;;
108;Zuid-Nederland (LD);2014;3595.0;776.8;2143.5;674.6;1788.7;1806.2;34.0;32.3;29.3;24.6;119.7;122.2
109;Zuid-Nederland (LD);2015;3598.8;768.2;2134.9;695.6;1790.0;1808.8;34.3;32.8;29.7;24.6;121.0;123.1
110;Zuid-Nederland (LD);2016;3603.3;762.6;2126.1;714.5;1791.7;1811.6;34.6;33.4;30.1;24.4;122.2;124.3
111;Zuid-Nederland (LD);2017;3608.1;757.3;2118.5;732.3;1793.4;1814.7;35.0;33.9;30.4;24.1;123.3;125.3
112;Zuid-Nederland (LD);2018;3613.6;753.2;2110.0;750.4;1795.9;1817.8;35.2;34.4;30.4;24.3;123.9;126.3
113;Zuid-Nederland (LD);2019;3618.3;747.1;2104.2;767.0;1798.3;1820.0;35.5;34.8;30.2;24.4;125.0;126.9
114;Zuid-Nederland (LD);2020;3622.7;742.1;2097.3;783.3;1800.3;1822.3;35.7;35.3;29.9;24.4;125.8;127.6
115;Zuid-Nederland (LD);2021;3626.8;736.4;2091.1;799.3;1802.1;1824.7;35.9;35.7;29.6;24.3;126.3;128.1
116;Zuid-Nederland (LD);2022;3630.5;732.1;2082.6;815.7;1803.5;1827.0;36.1;36.2;29.3;24.2;127.0;128.5
117;Zuid-Nederland (LD);2023;3633.7;728.3;2073.4;832.0;1804.5;1829.2;36.2;36.6;29.2;24.2;127.4;128.8
118;Zuid-Nederland (LD);2024;3637.1;725.1;2062.9;849.0;1806.0;1831.1;36.3;37.1;29.1;24.1;128.0;129.0
119;Zuid-Nederland (LD);2025;3640.4;724.2;2049.3;866.9;1807.3;1833.0;36.4;37.6;29.0;24.0;128.6;129.3
120;Zuid-Nederland (LD);2026;3643.5;724.9;2034.8;883.8;1808.7;1834.8;36.5;38.1;28.9;24.0;129.6;129.7
121;Zuid-Nederland (LD);2027;3646.6;726.2;2019.0;901.3;1809.7;1836.9;36.5;38.5;28.8;24.0;130.5;130.1
122;Zuid-Nederland (LD);2028;3649.7;728.3;2003.0;918.4;1810.6;1839.1;36.5;39.0;28.8;24.0;130.8;130.2
123;Zuid-Nederland (LD);2029;3652.6;729.9;1987.4;935.3;1811.2;1841.4;36.5;39.5;28.7;23.9;130.3;130.2
124;Zuid-Nederland (LD);2030;3654.3;731.4;1971.2;951.7;1811.3;1843.0;36.3;39.9;28.7;23.9;130.4;130.0
125;Zuid-Nederland (LD);2031;3655.9;733.5;1955.6;966.9;1811.0;1844.9;36.2;40.3;28.6;23.8;130.5;129.9
126;Zuid-Nederland (LD);2032;3657.2;735.6;1941.4;980.2;1811.3;1845.9;36.0;40.7;28.6;23.8;130.0;129.8
127;Zuid-Nederland (LD);2033;3657.3;738.0;1927.7;991.7;1810.1;1847.3;35.8;41.1;28.6;23.8;130.3;129.8
128;Zuid-Nederland (LD);2034;3657.4;739.9;1914.9;1002.7;1809.2;1848.2;35.5;41.4;28.5;23.8;130.5;129.8
129;Zuid-Nederland (LD);2035;3657.2;741.7;1900.7;1014.8;1808.3;1848.9;35.2;41.8;28.5;23.8;130.2;129.8
130;Zuid-Nederland (LD);2036;3655.5;742.7;1888.2;1024.6;1806.6;1849.0;34.9;42.0;28.5;23.7;129.7;129.8
131;Zuid-Nederland (LD);2037;3652.9;742.8;1879.2;1030.9;1804.6;1848.3;34.6;42.3;28.5;23.7;130.3;129.8
132;Zuid-Nederland (LD);2038;3650.3;742.3;1873.1;1034.9;1802.6;1847.7;34.3;42.6;28.5;23.7;130.7;129.8
133;Zuid-Nederland (LD);2039;3647.7;741.8;1871.1;1034.8;1800.3;1847.3;34.1;42.7;28.4;23.7;130.4;129.9
134;Zuid-Nederland (LD);2040;3644.1;740.5;1870.7;1033.0;1797.4;1846.7;;;;;;
135;Groningen (PV);2014;583.5;122.1;358.5;103.0;289.7;293.8;5.4;5.5;5.8;5.6;28.8;27.2
136;Groningen (PV);2015;585.3;120.5;359.1;105.7;290.4;294.9;5.4;5.5;6.0;5.8;29.1;27.6
137;Groningen (PV);2016;586.8;119.5;359.1;108.2;290.9;295.9;5.5;5.5;6.1;5.9;29.5;27.8
138;Groningen (PV);2017;588.7;118.6;359.6;110.5;291.6;297.1;5.7;5.6;6.3;6.1;29.5;28.1
139;Groningen (PV);2018;590.4;117.9;359.4;113.1;292.1;298.2;5.8;5.6;6.4;6.3;30.0;28.4
140;Groningen (PV);2019;592.4;117.0;359.5;115.8;293.0;299.4;5.9;5.7;6.4;6.4;30.2;28.6
141;Groningen (PV);2020;594.1;116.2;359.7;118.1;293.7;300.4;6.1;5.7;6.4;6.5;30.5;28.9
142;Groningen (PV);2021;596.0;115.6;359.7;120.8;294.4;301.6;6.2;5.8;6.4;6.5;30.6;29.2
143;Groningen (PV);2022;597.7;115.0;359.5;123.2;295.0;302.7;6.3;5.8;6.4;6.5;30.8;29.5
144;Groningen (PV);2023;599.5;114.7;359.2;125.7;295.8;303.8;6.4;5.9;6.4;6.5;30.7;29.7
145;Groningen (PV);2024;600.9;114.3;358.5;128.0;296.1;304.7;6.5;6.0;6.4;6.5;30.4;29.8
146;Groningen (PV);2025;601.9;114.3;357.0;130.6;296.4;305.5;6.5;6.1;6.4;6.5;30.2;30.0
147;Groningen (PV);2026;602.3;114.5;355.3;132.5;296.4;306.0;6.5;6.1;6.4;6.5;30.2;30.1
148;Groningen (PV);2027;602.8;114.7;353.5;134.6;296.3;306.5;6.6;6.2;6.4;6.5;29.9;30.2
149;Groningen (PV);2028;602.9;115.2;350.9;136.8;296.2;306.7;6.6;6.3;6.4;6.5;29.7;30.2
150;Groningen (PV);2029;602.4;115.3;348.3;138.8;295.6;306.9;6.5;6.3;6.4;6.5;29.8;30.1
151;Groningen (PV);2030;602.1;115.8;345.6;140.8;295.0;307.1;6.5;6.4;6.4;6.5;29.8;30.1
152;Groningen (PV);2031;602.0;116.3;343.0;142.7;295.1;307.0;6.5;6.5;6.3;6.5;29.5;30.0
153;Groningen (PV);2032;601.4;116.6;340.7;144.1;294.2;307.1;6.4;6.5;6.3;6.4;29.0;29.8
154;Groningen (PV);2033;600.5;117.2;337.8;145.5;293.7;306.8;6.3;6.6;6.3;6.4;29.3;29.7
155;Groningen (PV);2034;599.8;117.8;335.5;146.5;293.2;306.6;6.3;6.7;6.2;6.3;29.1;29.6
156;Groningen (PV);2035;598.7;118.5;332.5;147.8;292.5;306.3;6.2;6.7;6.2;6.3;28.8;29.4
157;Groningen (PV);2036;597.5;119.0;329.7;148.8;291.7;305.8;6.2;6.7;6.2;6.3;28.8;29.3
158;Groningen (PV);2037;596.4;119.2;327.5;149.7;291.0;305.4;6.1;6.7;6.1;6.2;29.2;29.2
159;Groningen (PV);2038;595.5;119.3;326.0;150.2;290.4;305.1;6.0;6.8;6.1;6.2;29.2;29.1
160;Groningen (PV);2039;594.7;119.3;325.3;150.0;289.7;304.9;6.0;6.8;6.1;6.2;29.1;29.1
161;Groningen (PV);2040;593.8;119.2;325.0;149.6;289.4;304.5;;;;;;
162;Friesland (PV);2014;646.9;152.0;371.6;123.3;323.4;323.5;6.3;5.9;3.4;2.7;22.5;23.6
163;Friesland (PV);2015;646.9;150.1;369.7;127.1;323.6;323.3;6.3;6.0;3.4;2.7;22.8;23.8
164;Friesland (PV);2016;647.0;148.7;368.0;130.3;323.7;323.2;6.3;6.1;3.5;2.6;22.9;24.0
165;Friesland (PV);2017;647.0;147.1;366.3;133.6;323.9;323.1;6.4;6.1;3.6;2.6;23.2;24.2
166;Friesland (PV);2018;647.2;145.6;364.9;136.7;324.3;322.9;6.4;6.2;3.6;2.6;23.3;24.3
167;Friesland (PV);2019;647.5;143.9;363.4;140.1;324.7;322.8;6.4;6.3;3.6;2.6;23.4;24.5
168;Friesland (PV);2020;647.4;142.2;361.9;143.2;324.7;322.7;6.4;6.4;3.5;2.6;23.6;24.6
169;Friesland (PV);2021;647.5;140.4;360.4;146.7;325.0;322.5;6.5;6.5;3.5;2.6;23.7;24.7
170;Friesland (PV);2022;647.4;138.8;358.7;149.9;325.2;322.2;6.5;6.6;3.5;2.6;23.7;24.8
171;Friesland (PV);2023;647.2;137.3;357.1;152.8;325.2;322.0;6.5;6.7;3.5;2.6;23.7;24.8
172;Friesland (PV);2024;646.8;135.6;355.1;156.1;325.1;321.7;6.5;6.8;3.5;2.6;23.8;24.9
173;Friesland (PV);2025;646.5;134.5;352.9;159.1;325.1;321.4;6.5;6.8;3.5;2.6;23.9;24.9
174;Friesland (PV);2026;645.9;133.6;350.5;161.9;324.9;321.1;6.5;6.9;3.5;2.6;24.1;25.0
175;Friesland (PV);2027;645.4;133.0;347.7;164.8;324.6;320.8;6.5;7.0;3.4;2.6;24.3;25.1
176;Friesland (PV);2028;645.1;132.5;344.9;167.8;324.5;320.6;6.5;7.1;3.4;2.6;24.6;25.1
177;Friesland (PV);2029;644.8;132.1;342.0;170.7;324.6;320.3;6.5;7.2;3.4;2.6;24.6;25.0
178;Friesland (PV);2030;644.4;131.5;339.2;173.8;324.4;320.0;6.5;7.3;3.4;2.6;24.4;25.0
179;Friesland (PV);2031;643.9;131.2;336.0;176.8;324.1;319.8;6.5;7.4;3.4;2.6;24.5;24.9
180;Friesland (PV);2032;643.5;131.2;333.0;179.3;323.9;319.6;6.5;7.5;3.4;2.5;24.8;24.9
181;Friesland (PV);2033;643.2;131.5;330.1;181.7;323.8;319.4;6.4;7.6;3.4;2.5;24.8;24.9
182;Friesland (PV);2034;643.1;131.7;327.0;184.4;323.8;319.3;6.4;7.7;3.3;2.5;24.8;24.8
183;Friesland (PV);2035;642.6;131.8;323.7;187.1;323.6;319.0;6.3;7.8;3.3;2.5;25.0;24.8
184;Friesland (PV);2036;642.1;131.9;320.7;189.5;323.5;318.7;6.3;7.8;3.3;2.5;25.0;24.8
185;Friesland (PV);2037;641.6;132.1;318.1;191.4;323.2;318.5;6.2;7.9;3.3;2.5;24.9;24.7
186;Friesland (PV);2038;641.3;132.2;316.1;193.0;323.1;318.2;6.2;8.0;3.3;2.5;24.9;24.7
187;Friesland (PV);2039;640.3;131.9;315.2;193.3;322.4;317.9;6.1;8.0;3.3;2.5;24.8;24.7
188;Friesland (PV);2040;639.7;131.6;314.5;193.7;322.3;317.5;;;;;;
189;Drenthe (PV);2014;490.1;112.2;278.1;99.8;242.9;247.2;4.4;4.9;2.0;1.9;15.9;16.3
190;Drenthe (PV);2015;489.2;110.9;276.1;102.2;242.5;246.7;4.3;4.9;2.0;1.9;15.8;16.3
191;Drenthe (PV);2016;488.4;109.6;274.2;104.5;242.1;246.2;4.3;5.0;2.0;1.9;15.8;16.4
192;Drenthe (PV);2017;487.4;108.2;272.5;106.8;241.8;245.7;4.3;5.0;2.1;1.8;16.3;16.6
193;Drenthe (PV);2018;486.6;106.9;270.6;109.1;241.6;245.1;4.3;5.1;2.1;1.8;16.2;16.7
194;Drenthe (PV);2019;485.7;105.4;269.1;111.2;241.1;244.5;4.3;5.1;2.1;1.8;16.6;16.7
195;Drenthe (PV);2020;485.1;103.8;267.7;113.6;240.9;244.2;4.4;5.2;2.0;1.8;16.4;16.8
196;Drenthe (PV);2021;484.0;102.2;266.2;115.6;240.6;243.5;4.4;5.2;2.0;1.8;16.8;16.9
197;Drenthe (PV);2022;483.4;100.7;264.8;117.9;240.4;243.0;4.4;5.3;2.0;1.8;17.0;17.0
198;Drenthe (PV);2023;482.8;99.4;263.2;120.2;240.1;242.7;4.5;5.4;2.0;1.8;17.4;17.0
199;Drenthe (PV);2024;482.4;98.5;261.4;122.4;239.9;242.4;4.5;5.4;2.0;1.8;17.7;17.1
200;Drenthe (PV);2025;482.2;97.7;259.8;124.6;239.9;242.2;4.5;5.5;2.0;1.8;18.1;17.1
201;Drenthe (PV);2026;482.3;97.4;258.0;126.9;240.0;242.3;4.6;5.6;2.0;1.8;18.1;17.2
202;Drenthe (PV);2027;482.4;97.2;256.0;129.2;240.2;242.2;4.6;5.6;2.0;1.8;18.6;17.3
203;Drenthe (PV);2028;482.9;97.3;254.4;131.2;240.4;242.5;4.6;5.7;2.0;1.8;18.7;17.3
204;Drenthe (PV);2029;483.6;97.4;252.5;133.6;240.9;242.7;4.7;5.8;2.0;1.8;18.7;17.4
205;Drenthe (PV);2030;484.2;97.4;251.0;135.8;241.2;243.0;4.7;5.9;2.0;1.8;18.6;17.4
206;Drenthe (PV);2031;484.4;97.7;249.0;137.7;241.2;243.2;4.7;5.9;2.0;1.8;18.9;17.3
207;Drenthe (PV);2032;484.8;98.1;247.5;139.2;241.3;243.5;4.7;6.0;2.0;1.8;19.0;17.4
208;Drenthe (PV);2033;485.3;98.7;245.7;140.9;241.7;243.6;4.7;6.0;1.9;1.8;18.8;17.4
209;Drenthe (PV);2034;485.4;99.0;243.9;142.5;241.6;243.8;4.6;6.1;1.9;1.8;18.7;17.4
