ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
424;Mannen en vrouwen;132;2009;206.0;;187.0;;;20.0;;;155.0;;123.0;;;32.0;
425;Mannen en vrouwen;132;2010;216.0;;198.0;;;18.0;;;183.0;;144.0;;;39.0;
426;Mannen en vrouwen;132;2011;254.0;;239.0;;;15.0;;;211.0;;172.0;;;39.0;
427;Mannen en vrouwen;132;2012;244.0;;231.0;;;13.0;;;235.0;;191.0;;;44.0;
428;Mannen en vrouwen;132;2013;239.0;;227.0;;;12.0;;;296.0;;241.0;;;56.0;
429;Mannen en vrouwen;133;2001;;;;;;;;;;;;;;;
430;Mannen en vrouwen;133;2002;;;;;;;;;;;;;;;
431;Mannen en vrouwen;133;2003;91.0;;51.0;;;;39.0;;64.0;;44.0;;;;20.0
432;Mannen en vrouwen;133;2004;89.0;;44.0;;;;45.0;;72.0;;47.0;;;;25.0
433;Mannen en vrouwen;133;2005;83.0;;41.0;;;;41.0;;73.0;;46.0;;;;27.0
434;Mannen en vrouwen;133;2006;93.0;;44.0;;;;50.0;;68.0;;45.0;;;;23.0
435;Mannen en vrouwen;133;2007;107.0;;55.0;;;;52.0;;65.0;;46.0;;;;19.0
436;Mannen en vrouwen;133;2008;119.0;;61.0;;;;58.0;;62.0;;42.0;;;;20.0
437;Mannen en vrouwen;133;2009;106.0;;48.0;;;;57.0;;76.0;;46.0;;;;30.0
438;Mannen en vrouwen;133;2010;76.0;;26.0;;;;50.0;;58.0;;32.0;;;;26.0
439;Mannen en vrouwen;133;2011;38.0;;6.0;;;;32.0;;19.0;;3.0;;;;16.0
440;Mannen en vrouwen;133;2012;35.0;;7.0;;;;29.0;;24.0;;3.0;;;;21.0
441;Mannen en vrouwen;133;2013;32.0;;4.0;;;;28.0;;29.0;;2.0;;;;27.0
442;Mannen en vrouwen;142;2001;;;;;;;;;;;;;;;
443;Mannen en vrouwen;142;2002;;;;;;;;;;;;;;;
444;Mannen en vrouwen;142;2003;;;;;;;;;621.0;145.0;134.0;114.0;47.0;96.0;86.0
445;Mannen en vrouwen;142;2004;;;;;;;;;727.0;146.0;155.0;155.0;55.0;111.0;105.0
446;Mannen en vrouwen;142;2005;;;;;;;;;747.0;134.0;151.0;164.0;54.0;111.0;133.0
447;Mannen en vrouwen;142;2006;;;;;;;;;679.0;107.0;141.0;160.0;53.0;112.0;106.0
448;Mannen en vrouwen;142;2007;;;;;;;;;578.0;79.0;129.0;131.0;49.0;96.0;94.0
449;Mannen en vrouwen;142;2008;;;;;;;;;507.0;81.0;118.0;106.0;43.0;83.0;77.0
450;Mannen en vrouwen;142;2009;;;;;;;;;608.0;144.0;135.0;125.0;43.0;81.0;81.0
451;Mannen en vrouwen;142;2010;;;;;;;;;664.0;162.0;139.0;151.0;42.0;89.0;82.0
452;Mannen en vrouwen;142;2011;;;;;;;;;644.0;130.0;137.0;173.0;47.0;83.0;74.0
453;Mannen en vrouwen;142;2012;;;;;;;;;746.0;153.0;155.0;202.0;54.0;94.0;88.0
454;Mannen en vrouwen;142;2013;;;;;;;;;940.0;198.0;200.0;259.0;61.0;108.0;115.0
455;Mannen en vrouwen;143;2001;;;;;;;;;;;;;;;
456;Mannen en vrouwen;143;2002;;;;;;;;;;;;;;;
457;Mannen en vrouwen;143;2003;;;;;;;;;396.0;120.0;83.0;81.0;24.0;42.0;46.0
458;Mannen en vrouwen;143;2004;;;;;;;;;476.0;125.0;96.0;117.0;32.0;46.0;61.0
459;Mannen en vrouwen;143;2005;;;;;;;;;482.0;114.0;89.0;124.0;30.0;49.0;76.0
460;Mannen en vrouwen;143;2006;;;;;;;;;410.0;85.0;78.0;116.0;28.0;44.0;59.0
461;Mannen en vrouwen;143;2007;;;;;;;;;344.0;60.0;73.0;93.0;24.0;40.0;53.0
462;Mannen en vrouwen;143;2008;;;;;;;;;300.0;62.0;69.0;71.0;21.0;34.0;43.0
463;Mannen en vrouwen;143;2009;;;;;;;;;377.0;115.0;81.0;85.0;21.0;32.0;44.0
464;Mannen en vrouwen;143;2010;;;;;;;;;426.0;135.0;83.0;108.0;19.0;36.0;44.0
465;Mannen en vrouwen;143;2011;;;;;;;;;419.0;109.0;86.0;126.0;21.0;37.0;41.0
466;Mannen en vrouwen;143;2012;;;;;;;;;507.0;132.0;105.0;150.0;27.0;41.0;52.0
467;Mannen en vrouwen;143;2013;;;;;;;;;656.0;176.0;134.0;198.0;29.0;51.0;67.0
468;Mannen en vrouwen;144;2001;;;;;;;;;;;;;;;
469;Mannen en vrouwen;144;2002;;;;;;;;;;;;;;;
470;Mannen en vrouwen;144;2003;;;;;;;;;225.0;25.0;51.0;33.0;23.0;54.0;39.0
471;Mannen en vrouwen;144;2004;;;;;;;;;251.0;21.0;59.0;38.0;23.0;65.0;44.0
472;Mannen en vrouwen;144;2005;;;;;;;;;265.0;20.0;62.0;40.0;24.0;62.0;57.0
473;Mannen en vrouwen;144;2006;;;;;;;;;269.0;22.0;63.0;44.0;25.0;68.0;47.0
474;Mannen en vrouwen;144;2007;;;;;;;;;235.0;19.0;57.0;38.0;25.0;55.0;41.0
475;Mannen en vrouwen;144;2008;;;;;;;;;207.0;19.0;49.0;35.0;22.0;49.0;34.0
476;Mannen en vrouwen;144;2009;;;;;;;;;231.0;29.0;53.0;40.0;22.0;49.0;38.0
477;Mannen en vrouwen;144;2010;;;;;;;;;238.0;27.0;56.0;43.0;22.0;53.0;38.0
478;Mannen en vrouwen;144;2011;;;;;;;;;225.0;21.0;51.0;47.0;26.0;46.0;34.0
479;Mannen en vrouwen;144;2012;;;;;;;;;239.0;22.0;50.0;52.0;27.0;52.0;36.0
480;Mannen en vrouwen;144;2013;;;;;;;;;284.0;21.0;66.0;60.0;31.0;57.0;48.0
481;Mannen en vrouwen;145;2001;;;;;;;;;;;;;;;
482;Mannen en vrouwen;145;2002;;;;;;;;;;;;;;;
483;Mannen en vrouwen;145;2003;;;;;;;;;134.0;17.0;28.0;18.0;20.0;28.0;23.0
484;Mannen en vrouwen;145;2004;;;;;;;;;134.0;15.0;30.0;22.0;18.0;29.0;21.0
485;Mannen en vrouwen;145;2005;;;;;;;;;157.0;18.0;37.0;25.0;18.0;30.0;28.0
486;Mannen en vrouwen;145;2006;;;;;;;;;143.0;15.0;31.0;26.0;19.0;30.0;22.0
487;Mannen en vrouwen;145;2007;;;;;;;;;156.0;15.0;33.0;26.0;22.0;33.0;27.0
488;Mannen en vrouwen;145;2008;;;;;;;;;149.0;16.0;36.0;24.0;20.0;30.0;23.0
489;Mannen en vrouwen;145;2009;;;;;;;;;154.0;20.0;38.0;26.0;18.0;29.0;23.0
490;Mannen en vrouwen;145;2010;;;;;;;;;162.0;21.0;44.0;29.0;19.0;28.0;21.0
491;Mannen en vrouwen;145;2011;;;;;;;;;173.0;22.0;44.0;33.0;22.0;29.0;23.0
492;Mannen en vrouwen;145;2012;;;;;;;;;182.0;23.0;46.0;37.0;23.0;29.0;23.0
493;Mannen en vrouwen;145;2013;;;;;;;;;218.0;28.0;53.0;44.0;28.0;35.0;30.0
494;Mannen en vrouwen;21330;2001;;;;;;;;;;;;;;;
495;Mannen en vrouwen;21330;2002;;;;;;;;;;;;;;;
496;Mannen en vrouwen;21330;2003;407.0;205.0;94.0;57.0;6.0;16.0;29.0;200.0;54.0;3.0;16.0;6.0;2.0;19.0;9.0
497;Mannen en vrouwen;21330;2004;322.0;162.0;71.0;47.0;4.0;11.0;28.0;157.0;63.0;4.0;19.0;7.0;2.0;22.0;10.0
498;Mannen en vrouwen;21330;2005;315.0;158.0;66.0;49.0;3.0;8.0;31.0;153.0;68.0;4.0;19.0;7.0;2.0;22.0;14.0
499;Mannen en vrouwen;21330;2006;370.0;190.0;73.0;57.0;4.0;12.0;35.0;184.0;61.0;2.0;16.0;8.0;2.0;24.0;9.0
500;Mannen en vrouwen;21330;2007;436.0;227.0;92.0;60.0;5.0;14.0;38.0;222.0;55.0;2.0;15.0;7.0;2.0;20.0;8.0
501;Mannen en vrouwen;21330;2008;479.0;257.0;98.0;61.0;5.0;16.0;40.0;250.0;48.0;2.0;14.0;5.0;2.0;18.0;8.0
502;Mannen en vrouwen;21330;2009;384.0;204.0;75.0;55.0;4.0;12.0;35.0;199.0;49.0;3.0;14.0;7.0;2.0;15.0;9.0
503;Mannen en vrouwen;21330;2010;310.0;150.0;66.0;51.0;3.0;11.0;30.0;141.0;46.0;3.0;14.0;5.0;2.0;14.0;8.0
504;Mannen en vrouwen;21330;2011;300.0;130.0;76.0;53.0;2.0;9.0;28.0;124.0;44.0;2.0;14.0;5.0;;12.0;9.0
505;Mannen en vrouwen;21330;2012;258.0;111.0;62.0;47.0;3.0;8.0;26.0;106.0;50.0;3.0;14.0;7.0;2.0;14.0;10.0
506;Mannen en vrouwen;21330;2013;214.0;87.0;55.0;37.0;3.0;6.0;26.0;83.0;56.0;3.0;16.0;8.0;2.0;15.0;13.0
507;Mannen en vrouwen;21340;2001;;;;;;;;;;;;;;;
508;Mannen en vrouwen;21340;2002;;;;;;;;;;;;;;;
509;Mannen en vrouwen;21340;2003;459.0;172.0;143.0;67.0;5.0;23.0;48.0;149.0;60.0;5.0;26.0;7.0;2.0;12.0;8.0
510;Mannen en vrouwen;21340;2004;447.0;154.0;138.0;74.0;7.0;19.0;54.0;132.0;70.0;6.0;30.0;8.0;2.0;13.0;11.0
511;Mannen en vrouwen;21340;2005;470.0;151.0;144.0;88.0;7.0;19.0;61.0;128.0;73.0;6.0;29.0;9.0;2.0;13.0;14.0
512;Mannen en vrouwen;21340;2006;534.0;183.0;159.0;94.0;8.0;23.0;67.0;157.0;73.0;4.0;31.0;10.0;2.0;13.0;12.0
513;Mannen en vrouwen;21340;2007;608.0;214.0;185.0;96.0;10.0;32.0;71.0;190.0;71.0;5.0;30.0;8.0;3.0;13.0;12.0
514;Mannen en vrouwen;21340;2008;621.0;233.0;186.0;89.0;9.0;34.0;71.0;208.0;68.0;5.0;29.0;8.0;2.0;13.0;11.0
515;Mannen en vrouwen;21340;2009;560.0;217.0;163.0;85.0;9.0;25.0;60.0;195.0;77.0;6.0;34.0;10.0;3.0;12.0;11.0
516;Mannen en vrouwen;21340;2010;539.0;188.0;160.0;98.0;7.0;22.0;62.0;155.0;81.0;7.0;36.0;11.0;2.0;11.0;12.0
517;Mannen en vrouwen;21340;2011;568.0;181.0;174.0;130.0;7.0;20.0;55.0;149.0;79.0;7.0;34.0;12.0;2.0;10.0;14.0
518;Mannen en vrouwen;21340;2012;565.0;181.0;180.0;124.0;9.0;18.0;55.0;154.0;98.0;8.0;43.0;17.0;3.0;11.0;16.0
519;Mannen en vrouwen;21340;2013;549.0;165.0;181.0;120.0;7.0;15.0;60.0;133.0;130.0;11.0;60.0;21.0;3.0;12.0;23.0
520;Mannen en vrouwen;21380;2001;;;;;;;;;;;;;;;
521;Mannen en vrouwen;21380;2002;;;;;;;;;;;;;;;
522;Mannen en vrouwen;21380;2003;69.0;33.0;7.0;10.0;2.0;6.0;10.0;30.0;16.0;2.0;;3.0;;5.0;4.0
523;Mannen en vrouwen;21380;2004;66.0;33.0;7.0;10.0;;6.0;9.0;30.0;21.0;3.0;2.0;3.0;;6.0;6.0
524;Mannen en vrouwen;21380;2005;74.0;37.0;7.0;14.0;;4.0;10.0;33.0;24.0;3.0;2.0;6.0;;5.0;6.0
525;Mannen en vrouwen;21380;2006;82.0;40.0;8.0;14.0;2.0;6.0;12.0;36.0;23.0;3.0;2.0;5.0;;6.0;6.0
526;Mannen en vrouwen;21380;2007;94.0;48.0;9.0;16.0;2.0;7.0;13.0;44.0;21.0;2.0;2.0;4.0;;6.0;5.0
527;Mannen en vrouwen;21380;2008;95.0;47.0;10.0;17.0;2.0;6.0;12.0;43.0;20.0;;2.0;4.0;2.0;5.0;6.0
528;Mannen en vrouwen;21380;2009;73.0;35.0;9.0;11.0;2.0;5.0;10.0;32.0;29.0;4.0;3.0;6.0;2.0;7.0;8.0
529;Mannen en vrouwen;21380;2010;79.0;35.0;11.0;15.0;2.0;4.0;12.0;31.0;27.0;4.0;3.0;6.0;;6.0;8.0
530;Mannen en vrouwen;21380;2011;84.0;36.0;13.0;18.0;;3.0;13.0;31.0;26.0;3.0;3.0;6.0;2.0;5.0;7.0
531;Mannen en vrouwen;21380;2012;83.0;32.0;12.0;18.0;2.0;5.0;14.0;28.0;33.0;4.0;4.0;8.0;2.0;5.0;10.0
532;Mannen en vrouwen;21380;2013;81.0;30.0;14.0;19.0;;3.0;13.0;26.0;49.0;5.0;6.0;12.0;3.0;9.0;14.0
533;Mannen en vrouwen;21440;2001;;;;;;;;;;;;;;;
534;Mannen en vrouwen;21440;2002;;;;;;;;;;;;;;;
535;Mannen en vrouwen;21440;2003;;;;;;;;;625.0;152.0;119.0;116.0;62.0;88.0;88.0
536;Mannen en vrouwen;21440;2004;;;;;;;;;708.0;149.0;134.0;158.0;68.0;99.0;99.0
537;Mannen en vrouwen;21440;2005;;;;;;;;;739.0;139.0;138.0;166.0;68.0;101.0;126.0
538;Mannen en vrouwen;21440;2006;;;;;;;;;666.0;112.0;122.0;164.0;66.0;100.0;101.0
539;Mannen en vrouwen;21440;2007;;;;;;;;;587.0;85.0;115.0;137.0;66.0;90.0;96.0
540;Mannen en vrouwen;21440;2008;;;;;;;;;522.0;89.0;110.0;113.0;57.0;77.0;76.0
541;Mannen en vrouwen;21440;2009;;;;;;;;;607.0;152.0;122.0;128.0;54.0;76.0;76.0
542;Mannen en vrouwen;21440;2010;;;;;;;;;672.0;169.0;129.0;158.0;55.0;86.0;75.0
543;Mannen en vrouwen;21440;2011;;;;;;;;;668.0;139.0;130.0;184.0;64.0;85.0;67.0
544;Mannen en vrouwen;21440;2012;;;;;;;;;748.0;161.0;142.0;207.0;71.0;92.0;75.0
545;Mannen en vrouwen;21440;2013;;;;;;;;;923.0;207.0;171.0;262.0;81.0;106.0;96.0
546;Mannen en vrouwen;21220;2001;;;;;;;;;;;;;;;
547;Mannen en vrouwen;21220;2002;;;;;;;;;;;;;;;
548;Mannen en vrouwen;21220;2003;119.0;31.0;42.0;14.0;3.0;16.0;13.0;26.0;;;;;;;
549;Mannen en vrouwen;21220;2004;104.0;24.0;38.0;14.0;3.0;14.0;12.0;20.0;;;;;;;
550;Mannen en vrouwen;21220;2005;104.0;22.0;40.0;14.0;3.0;10.0;15.0;17.0;;;;;;;
551;Mannen en vrouwen;21220;2006;118.0;24.0;46.0;16.0;3.0;14.0;15.0;20.0;;;;;;;
552;Mannen en vrouwen;21220;2007;141.0;28.0;59.0;17.0;4.0;15.0;18.0;24.0;;;;;;;
553;Mannen en vrouwen;21220;2008;151.0;34.0;60.0;18.0;4.0;18.0;17.0;29.0;;;;;;;
554;Mannen en vrouwen;21220;2009;130.0;31.0;52.0;17.0;4.0;11.0;14.0;26.0;;;;;;;
555;Mannen en vrouwen;21220;2010;125.0;26.0;52.0;19.0;3.0;10.0;15.0;20.0;;;;;;;
556;Mannen en vrouwen;21220;2011;128.0;24.0;58.0;21.0;2.0;9.0;14.0;19.0;;;;;;;
557;Mannen en vrouwen;21220;2012;125.0;21.0;56.0;23.0;3.0;9.0;13.0;17.0;;;;;;;
558;Mannen en vrouwen;21220;2013;113.0;20.0;52.0;20.0;2.0;6.0;13.0;15.0;;;;;;;
559;Mannen en vrouwen;21230;2001;;;;;;;;;;;;;;;
560;Mannen en vrouwen;21230;2002;;;;;;;;;;;;;;;
561;Mannen en vrouwen;21230;2003;284.0;106.0;80.0;42.0;6.0;18.0;32.0;99.0;;;;;;;
562;Mannen en vrouwen;21230;2004;244.0;86.0;69.0;37.0;7.0;13.0;31.0;78.0;;;;;;;
563;Mannen en vrouwen;21230;2005;244.0;85.0;67.0;39.0;5.0;13.0;35.0;75.0;;;;;;;
564;Mannen en vrouwen;21230;2006;278.0;99.0;73.0;47.0;6.0;17.0;36.0;88.0;;;;;;;
565;Mannen en vrouwen;21230;2007;321.0;117.0;86.0;50.0;8.0;21.0;39.0;107.0;;;;;;;
566;Mannen en vrouwen;21230;2008;363.0;142.0;96.0;54.0;7.0;22.0;41.0;130.0;;;;;;;
567;Mannen en vrouwen;21230;2009;342.0;135.0;90.0;51.0;7.0;20.0;39.0;126.0;;;;;;;
568;Mannen en vrouwen;21230;2010;310.0;109.0;86.0;54.0;6.0;18.0;37.0;95.0;;;;;;;
569;Mannen en vrouwen;21230;2011;314.0;100.0;98.0;65.0;5.0;15.0;31.0;84.0;;;;;;;
570;Mannen en vrouwen;21230;2012;308.0;97.0;92.0;65.0;6.0;13.0;34.0;83.0;;;;;;;
571;Mannen en vrouwen;21230;2013;289.0;82.0;93.0;60.0;5.0;12.0;37.0;67.0;;;;;;;
572;Mannen en vrouwen;21240;2001;;;;;;;;;;;;;;;
573;Mannen en vrouwen;21240;2002;;;;;;;;;;;;;;;
574;Mannen en vrouwen;21240;2003;533.0;274.0;122.0;79.0;4.0;11.0;42.0;254.0;;;;;;;
575;Mannen en vrouwen;21240;2004;487.0;240.0;109.0;80.0;3.0;9.0;47.0;220.0;;;;;;;
576;Mannen en vrouwen;21240;2005;510.0;239.0;110.0;97.0;4.0;8.0;52.0;223.0;;;;;;;
577;Mannen en vrouwen;21240;2006;590.0;289.0;121.0;102.0;5.0;10.0;63.0;270.0;;;;;;;
578;Mannen en vrouwen;21240;2007;676.0;342.0;141.0;104.0;5.0;17.0;66.0;324.0;;;;;;;
579;Mannen en vrouwen;21240;2008;681.0;361.0;138.0;95.0;6.0;16.0;65.0;342.0;;;;;;;
580;Mannen en vrouwen;21240;2009;545.0;290.0;106.0;83.0;4.0;11.0;52.0;275.0;;;;;;;
581;Mannen en vrouwen;21240;2010;493.0;237.0;99.0;91.0;3.0;9.0;53.0;212.0;;;;;;;
582;Mannen en vrouwen;21240;2011;510.0;223.0;108.0;115.0;4.0;8.0;51.0;201.0;;;;;;;
583;Mannen en vrouwen;21240;2012;474.0;206.0;106.0;101.0;5.0;9.0;47.0;188.0;;;;;;;
584;Mannen en vrouwen;21240;2013;442.0;180.0;105.0;97.0;4.0;7.0;50.0;160.0;;;;;;;
585;Mannen en vrouwen;21270;2001;;;;;;;;;;;;;;;
586;Mannen en vrouwen;21270;2002;;;;;;;;;;;;;;;
587;Mannen en vrouwen;21270;2003;;;;;;;;;755.0;162.0;161.0;132.0;67.0;124.0;109.0
588;Mannen en vrouwen;21270;2004;;;;;;;;;861.0;161.0;185.0;177.0;73.0;140.0;126.0
589;Mannen en vrouwen;21270;2005;;;;;;;;;904.0;152.0;188.0;189.0;72.0;141.0;161.0
590;Mannen en vrouwen;21270;2006;;;;;;;;;822.0;122.0;171.0;186.0;72.0;142.0;128.0
591;Mannen en vrouwen;21270;2007;;;;;;;;;734.0;94.0;163.0;156.0;72.0;128.0;121.0
592;Mannen en vrouwen;21270;2008;;;;;;;;;657.0;97.0;154.0;130.0;63.0;113.0;101.0
593;Mannen en vrouwen;21270;2009;;;;;;;;;763.0;165.0;173.0;151.0;60.0;110.0;104.0
594;Mannen en vrouwen;21270;2010;;;;;;;;;825.0;183.0;182.0;179.0;61.0;117.0;103.0
595;Mannen en vrouwen;21270;2011;;;;;;;;;817.0;152.0;181.0;206.0;69.0;112.0;98.0
596;Mannen en vrouwen;21270;2012;;;;;;;;;928.0;176.0;202.0;239.0;77.0;122.0;111.0
597;Mannen en vrouwen;21270;2013;;;;;;;;;1158.0;225.0;253.0;303.0;89.0;143.0;145.0
598;Mannen;10002;2001;;;;;;;;;;;;;;;
599;Mannen;10002;2002;;;;;;;;;;;;;;;
600;Mannen;10002;2003;505.0;243.0;125.0;76.0;5.0;8.0;47.0;225.0;341.0;97.0;79.0;71.0;35.0;10.0;50.0
601;Mannen;10002;2004;464.0;212.0;116.0;77.0;6.0;6.0;48.0;193.0;385.0;94.0;92.0;97.0;34.0;11.0;57.0
602;Mannen;10002;2005;485.0;213.0;117.0;91.0;5.0;6.0;53.0;196.0;383.0;81.0;90.0;99.0;34.0;16.0;63.0
603;Mannen;10002;2006;548.0;249.0;127.0;96.0;7.0;9.0;61.0;231.0;334.0;63.0;83.0;94.0;30.0;12.0;53.0
604;Mannen;10002;2007;623.0;294.0;149.0;95.0;7.0;14.0;64.0;275.0;296.0;49.0;79.0;78.0;32.0;10.0;48.0
605;Mannen;10002;2008;640.0;313.0;155.0;89.0;6.0;12.0;64.0;295.0;271.0;48.0;77.0;65.0;29.0;9.0;43.0
606;Mannen;10002;2009;528.0;256.0;124.0;82.0;6.0;8.0;52.0;239.0;346.0;95.0;89.0;77.0;27.0;11.0;46.0
607;Mannen;10002;2010;487.0;208.0;118.0;94.0;5.0;8.0;54.0;183.0;381.0;105.0;94.0;96.0;29.0;13.0;44.0
608;Mannen;10002;2011;513.0;200.0;133.0;113.0;6.0;9.0;52.0;177.0;382.0;85.0;91.0;116.0;35.0;13.0;41.0
609;Mannen;10002;2012;481.0;187.0;127.0;103.0;7.0;8.0;48.0;169.0;444.0;103.0;102.0;132.0;38.0;16.0;52.0
610;Mannen;10002;2013;453.0;165.0;122.0;102.0;5.0;6.0;52.0;143.0;557.0;133.0;126.0;167.0;42.0;21.0;68.0
611;Mannen;15550;2001;;;;;;;;;;;;;;;
612;Mannen;15550;2002;;;;;;;;;;;;;;;
613;Mannen;15550;2003;170.0;45.0;99.0;12.0;;;13.0;38.0;93.0;14.0;63.0;6.0;;;8.0
614;Mannen;15550;2004;156.0;38.0;91.0;13.0;;;14.0;33.0;108.0;13.0;72.0;9.0;;;13.0
615;Mannen;15550;2005;160.0;37.0;90.0;14.0;;;18.0;31.0;103.0;11.0;70.0;9.0;;;12.0
616;Mannen;15550;2006;166.0;38.0;96.0;14.0;;;18.0;34.0;90.0;9.0;65.0;4.0;;;11.0
617;Mannen;15550;2007;180.0;41.0;112.0;11.0;;;16.0;35.0;87.0;7.0;65.0;4.0;;;10.0
618;Mannen;15550;2008;193.0;45.0;119.0;12.0;;;17.0;39.0;85.0;8.0;63.0;5.0;;;9.0
619;Mannen;15550;2009;165.0;38.0;97.0;13.0;;;17.0;33.0;110.0;17.0;73.0;8.0;;;12.0
620;Mannen;15550;2010;154.0;34.0;91.0;14.0;;;15.0;27.0;108.0;13.0;75.0;9.0;;;10.0
621;Mannen;15550;2011;162.0;31.0;102.0;14.0;;;14.0;26.0;91.0;9.0;68.0;6.0;;;8.0
622;Mannen;15550;2012;157.0;32.0;98.0;14.0;;;13.0;28.0;106.0;11.0;76.0;7.0;;;10.0
623;Mannen;15550;2013;142.0;26.0;90.0;14.0;;;12.0;22.0;132.0;15.0;92.0;11.0;;;13.0
624;Mannen;20940;2001;;;;;;;;;;;;;;;
625;Mannen;20940;2002;;;;;;;;;;;;;;;
626;Mannen;20940;2003;158.0;90.0;26.0;28.0;;;13.0;84.0;77.0;31.0;15.0;14.0;5.0;;11.0
627;Mannen;20940;2004;150.0;79.0;25.0;28.0;;;17.0;73.0;80.0;25.0;20.0;20.0;4.0;;11.0
628;Mannen;20940;2005;156.0;79.0;27.0;32.0;;;16.0;75.0;75.0;20.0;20.0;18.0;4.0;;13.0
629;Mannen;20940;2006;181.0;98.0;30.0;32.0;;;20.0;91.0;62.0;15.0;18.0;15.0;3.0;;11.0
630;Mannen;20940;2007;200.0;109.0;37.0;30.0;2.0;;21.0;104.0;47.0;11.0;13.0;11.0;5.0;;8.0
631;Mannen;20940;2008;195.0;111.0;36.0;27.0;;;19.0;106.0;44.0;12.0;14.0;7.0;4.0;;7.0
632;Mannen;20940;2009;160.0;89.0;27.0;26.0;;;17.0;85.0;65.0;24.0;15.0;12.0;4.0;;8.0
633;Mannen;20940;2010;146.0;70.0;27.0;30.0;;;18.0;64.0;73.0;26.0;19.0;16.0;4.0;;8.0
634;Mannen;20940;2011;154.0;70.0;31.0;35.0;;;16.0;62.0;82.0;23.0;24.0;20.0;5.0;;10.0
635;Mannen;20940;2012;145.0;64.0;28.0;34.0;2.0;;17.0;59.0;95.0;26.0;26.0;25.0;5.0;;13.0
636;Mannen;20940;2013;143.0;59.0;33.0;32.0;;;18.0;52.0;117.0;31.0;34.0;30.0;6.0;;16.0
637;Mannen;20950;2001;;;;;;;;;;;;;;;
638;Mannen;20950;2002;;;;;;;;;;;;;;;
639;Mannen;20950;2003;107.0;69.0;;20.0;;6.0;11.0;67.0;75.0;24.0;;19.0;13.0;7.0;13.0
640;Mannen;20950;2004;98.0;60.0;;22.0;2.0;4.0;10.0;55.0;86.0;25.0;;27.0;12.0;7.0;15.0
641;Mannen;20950;2005;101.0;59.0;;24.0;2.0;4.0;11.0;56.0;86.0;20.0;;26.0;13.0;10.0;17.0
642;Mannen;20950;2006;119.0;70.0;;27.0;3.0;6.0;13.0;68.0;64.0;15.0;;23.0;9.0;6.0;11.0
643;Mannen;20950;2007;140.0;90.0;;27.0;2.0;9.0;13.0;85.0;52.0;13.0;;16.0;9.0;4.0;9.0
644;Mannen;20950;2008;139.0;93.0;;24.0;2.0;7.0;13.0;90.0;42.0;11.0;;11.0;8.0;5.0;7.0
645;Mannen;20950;2009;110.0;72.0;;23.0;2.0;5.0;8.0;68.0;61.0;24.0;;16.0;7.0;6.0;9.0
646;Mannen;20950;2010;99.0;57.0;;25.0;;5.0;11.0;51.0;68.0;26.0;;21.0;7.0;7.0;7.0
647;Mannen;20950;2011;103.0;55.0;;31.0;;6.0;10.0;49.0;71.0;19.0;;29.0;10.0;7.0;6.0
648;Mannen;20950;2012;92.0;50.0;;25.0;3.0;5.0;10.0;46.0;81.0;24.0;;29.0;11.0;9.0;8.0
649;Mannen;20950;2013;84.0;42.0;;26.0;2.0;4.0;11.0;37.0;105.0;33.0;;36.0;13.0;10.0;13.0
650;Mannen;20960;2001;;;;;;;;;;;;;;;
651;Mannen;20960;2002;;;;;;;;;;;;;;;
652;Mannen;20960;2003;52.0;31.0;;11.0;2.0;2.0;5.0;29.0;56.0;18.0;;17.0;11.0;2.0;8.0
653;Mannen;20960;2004;46.0;27.0;;11.0;3.0;;5.0;24.0;67.0;20.0;;24.0;11.0;2.0;10.0
654;Mannen;20960;2005;51.0;29.0;;15.0;;;5.0;26.0;66.0;16.0;;26.0;9.0;4.0;10.0
655;Mannen;20960;2006;61.0;34.0;;17.0;2.0;2.0;7.0;31.0;63.0;14.0;;26.0;10.0;4.0;9.0
656;Mannen;20960;2007;75.0;43.0;;18.0;2.0;4.0;9.0;40.0;57.0;10.0;;22.0;11.0;4.0;10.0
657;Mannen;20960;2008;79.0;50.0;;17.0;2.0;4.0;7.0;47.0;50.0;10.0;;18.0;10.0;3.0;8.0
658;Mannen;20960;2009;68.0;45.0;;14.0;2.0;3.0;5.0;43.0;55.0;20.0;;17.0;9.0;4.0;6.0
659;Mannen;20960;2010;64.0;36.0;;17.0;2.0;2.0;7.0;31.0;67.0;25.0;;24.0;9.0;4.0;6.0
660;Mannen;20960;2011;68.0;33.0;;24.0;2.0;2.0;7.0;30.0;74.0;21.0;;31.0;10.0;4.0;7.0
661;Mannen;20960;2012;62.0;32.0;;20.0;2.0;3.0;6.0;28.0;85.0;25.0;;36.0;11.0;4.0;10.0
662;Mannen;20960;2013;60.0;28.0;;21.0;;2.0;7.0;24.0;105.0;30.0;;44.0;13.0;7.0;12.0
663;Mannen;20970;2001;;;;;;;;;;;;;;;
664;Mannen;20970;2002;;;;;;;;;;;;;;;
