ID;Persoonskenmerken;Perioden;EenKeerPerWeekOfVaker_1;TweeKeerPerMaand_2;EenKeerPerMaand_3;MinderDanEenKeerPerMaand_4;ZeldenOfNooit_5;AantalAvondenPerWeekThuis1529Jr_6;EenKeerPerWeekOfVaker_7;EenKeerPerTweeWeken_8;MinderDanEenKeerPerTweeWeken_9;Nooit_10;EenKeerPerWeekOfVaker_11;TweeKeerPerMaand_12;EenKeerPerMaand_13;MinderDanEenKeerPerMaand_14;ZeldenOfNooit_15;Ja_16;Soms_17;Nee_18;Ja_19;Soms_20;Nee_21;Ja_22;Soms_23;Nee_24;Ja_25;Soms_26;Nee_27;Ja_28;Soms_29;Nee_30;Ja_31;Soms_32;Nee_33;HeeftGenoegVriendenInnen1217Jaar_34;WordtWelEensGepestOpSchoolStraat_35;WordtVaakGepest_36;ValtWelMee_37;VoeltZichVaakAlleen1217Jaar_38;BuitengewoonTevreden_39;ZeerTevreden_40;Tevreden_41;TamelijkTevreden_42;NietZoTevreden_43;ErgGelukkig_44;Gelukkig_45;NietGelukkigNietOngelukkig_46;NietZoGelukkig_47;Ongelukkig_48;BuitengewoonTevreden_49;ZeerTevreden_50;Tevreden_51;TamelijkTevreden_52;NietZoTevreden_53;TevredenheidMetPartner_54;TevredenheidMetGezin_55;TevredenheidMetFinancien_56;TevredenheidMetOpleiding_57;TevredenheidMetSamenleving_58;TotaalParticipantenVrijwilligerswerk_59;GeorganiseerdVrijwilligerswerk_60;Jeugdwerk_61;School_62;VerzorgingVerpleging_63;Sportvereniging_64;Hobbyvereniging_65;CultureleVereniging_66;LevensbeschouwelijkeOrganisatie_67;Arbeidsorganisatie_68;PolitiekeOrganisatie_69;AndereOrganisaties_70;InformeleHulp_71;Altijd_72;Meestal_73;Soms_74;Zelden_75;Nooit_76;Meer_77;Evenveel_78;Minder_79;Niet_80;NietVanToepassing_81;Meer_82;Evenveel_83;Minder_84;Niet_85;NietVanToepassing_86;Meer_87;Evenveel_88;Minder_89;Niet_90;NietVanToepassing_91;GeenKerkelijkeGezindte_92;RoomsKatholiek_93;ProtestantseKerkInNederland_94;NederlandsHervormd_95;Gereformeerd_96;OverigeKerkelijkeGezindte_97;EenKeerPerWeekOfVaker_98;TweeTotDrieKeerPerMaand_99;EenKeerPerMaand_100;MinderDanEenKeerPerMaand_101;ZeldenOfNooit_102
380;85 jarigen of ouder;2002;80.0;7.0;5.0;2.0;6.0;;;;;;60.0;14.0;8.0;7.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;63.0;21.0;4.0;2.0;3.0;21.0;53.0;14.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;26.0;;31.0;8.0;6.0;21.0;5.0;0.0;5.0;69.0
381;85 jarigen of ouder;2003;84.0;5.0;6.0;2.0;3.0;;;;;;64.0;12.0;6.0;8.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;64.0;17.0;8.0;1.0;4.0;16.0;63.0;12.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;28.0;;31.0;11.0;7.0;27.0;2.0;2.0;5.0;64.0
382;85 jarigen of ouder;2004;86.0;5.0;4.0;2.0;3.0;;72.0;10.0;10.0;8.0;60.0;14.0;6.0;9.0;11.0;91.0;6.0;3.0;4.0;14.0;82.0;91.0;5.0;4.0;76.0;17.0;6.0;41.0;2.0;57.0;38.0;30.0;31.0;;;;;;;;;;;15.0;62.0;16.0;6.0;1.0;5.0;24.0;56.0;10.0;5.0;;;8.0;;;16.0;6.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;12.0;;;;;;2.0;12.0;0.0;4.0;82.0;0.0;7.0;0.0;3.0;90.0;6.0;67.0;2.0;2.0;24.0;24.0;26.0;5.0;32.0;7.0;6.0;15.0;8.0;3.0;4.0;69.0
383;85 jarigen of ouder;2005;91.0;5.0;1.0;2.0;1.0;;;;;;66.0;5.0;5.0;9.0;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;65.0;15.0;8.0;2.0;1.0;25.0;62.0;8.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;25.0;8.0;26.0;10.0;8.0;24.0;1.0;6.0;7.0;62.0
384;85 jarigen of ouder;2006;93.0;2.0;2.0;2.0;1.0;;;;;;67.0;8.0;8.0;8.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;75.0;11.0;4.0;0.0;4.0;23.0;62.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;38.0;11.0;29.0;7.0;1.0;15.0;5.0;6.0;8.0;67.0
385;85 jarigen of ouder;2007;90.0;2.0;4.0;4.0;1.0;;;;;;71.0;2.0;6.0;9.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;68.0;15.0;3.0;2.0;8.0;17.0;60.0;10.0;4.0;;;;;;15.0;13.0;0.0;2.0;0.0;4.0;2.0;3.0;0.0;0.0;0.0;4.0;4.0;53.0;35.0;12.0;0.0;0.0;;;;;;;;;;;;;;;;25.0;35.0;10.0;24.0;5.0;2.0;24.0;2.0;0.0;2.0;72.0
386;85 jarigen of ouder;2008;88.0;7.0;1.0;1.0;2.0;;;;;;57.0;19.0;8.0;1.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;59.0;21.0;3.0;1.0;7.0;22.0;53.0;14.0;4.0;;;;;;19.0;14.0;1.0;2.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;6.0;7.0;55.0;45.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;30.0;25.0;9.0;22.0;11.0;3.0;17.0;6.0;6.0;5.0;66.0
387;85 jarigen of ouder;2009;86.0;6.0;3.0;1.0;4.0;;;;;;59.0;15.0;2.0;10.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;65.0;12.0;7.0;1.0;6.0;17.0;61.0;13.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;33.0;8.0;26.0;4.0;4.0;18.0;3.0;6.0;11.0;62.0
388;85 jarigen of ouder;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;85 jarigen of ouder;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Leeftijd onbekend;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Leeftijd onbekend;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Leeftijd onbekend;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;Leeftijd onbekend;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Leeftijd onbekend;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;Leeftijd onbekend;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Leeftijd onbekend;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Leeftijd onbekend;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;Leeftijd onbekend;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;Leeftijd onbekend;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;Leeftijd onbekend;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;Leeftijd onbekend;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;Leeftijd onbekend;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;Leeftijd onbekend;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;Leeftijd onbekend;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;Opleidingsniveau: basisonderwijs;1997;80.0;9.0;5.0;3.0;3.0;;71.0;9.0;11.0;10.0;74.0;9.0;7.0;4.0;6.0;87.0;9.0;4.0;6.0;10.0;84.0;90.0;6.0;5.0;82.0;13.0;5.0;58.0;6.0;36.0;30.0;18.0;52.0;;;;;;12.0;29.0;46.0;9.0;4.0;15.0;69.0;12.0;4.0;1.0;7.0;25.0;52.0;10.0;5.0;;;;;;44.0;29.0;3.0;3.0;8.0;4.0;3.0;3.0;6.0;1.0;0.0;3.0;24.0;;;;;;;;;;;;;;;;;;;;;35.0;32.0;;16.0;7.0;11.0;18.0;5.0;5.0;8.0;65.0
406;Opleidingsniveau: basisonderwijs;1998;78.0;10.0;6.0;3.0;3.0;;70.0;7.0;12.0;10.0;79.0;8.0;6.0;3.0;5.0;86.0;11.0;3.0;5.0;11.0;84.0;88.0;8.0;4.0;83.0;12.0;5.0;55.0;8.0;37.0;33.0;20.0;47.0;;;;;;10.0;27.0;51.0;8.0;4.0;16.0;69.0;11.0;3.0;1.0;8.0;28.0;51.0;9.0;4.0;9.0;8.0;7.0;6.0;6.0;43.0;28.0;2.0;4.0;6.0;7.0;4.0;3.0;6.0;1.0;1.0;5.0;26.0;;;;;;;;;;;;;;;;;;;;;36.0;32.0;;15.0;6.0;11.0;16.0;5.0;5.0;8.0;66.0
407;Opleidingsniveau: basisonderwijs;1999;80.0;9.0;5.0;3.0;3.0;;68.0;10.0;14.0;8.0;75.0;9.0;7.0;4.0;5.0;88.0;9.0;4.0;5.0;12.0;84.0;90.0;6.0;4.0;85.0;11.0;4.0;59.0;6.0;35.0;31.0;21.0;48.0;;;;;;9.0;29.0;49.0;9.0;3.0;16.0;69.0;11.0;4.0;1.0;8.0;26.0;51.0;10.0;5.0;9.0;8.0;7.0;6.0;6.0;44.0;28.0;3.0;4.0;5.0;7.0;4.0;3.0;6.0;1.0;1.0;3.0;27.0;68.0;22.0;7.0;0.0;3.0;10.0;37.0;2.0;51.0;;17.0;41.0;4.0;38.0;;5.0;64.0;18.0;12.0;;36.0;32.0;;15.0;7.0;10.0;17.0;5.0;5.0;8.0;66.0
408;Opleidingsniveau: basisonderwijs;2000;79.0;9.0;5.0;3.0;3.0;;68.0;9.0;13.0;10.0;76.0;9.0;6.0;3.0;5.0;90.0;8.0;2.0;6.0;10.0;85.0;92.0;4.0;4.0;84.0;10.0;5.0;61.0;7.0;33.0;34.0;20.0;46.0;;;;;;9.0;31.0;48.0;9.0;3.0;16.0;69.0;11.0;3.0;1.0;8.0;27.0;52.0;9.0;4.0;9.0;8.0;7.0;6.0;7.0;43.0;24.0;2.0;3.0;4.0;6.0;2.0;2.0;6.0;1.0;1.0;3.0;29.0;68.0;23.0;6.0;0.0;3.0;8.0;42.0;3.0;47.0;;25.0;48.0;4.0;24.0;;8.0;68.0;15.0;10.0;;36.0;32.0;;14.0;6.0;12.0;16.0;4.0;5.0;8.0;67.0
409;Opleidingsniveau: basisonderwijs;2001;82.0;8.0;5.0;3.0;3.0;;69.0;8.0;12.0;11.0;77.0;8.0;6.0;4.0;5.0;86.0;11.0;3.0;4.0;12.0;83.0;90.0;7.0;4.0;84.0;13.0;3.0;58.0;8.0;34.0;29.0;22.0;49.0;;;;;;10.0;33.0;47.0;6.0;4.0;15.0;69.0;11.0;4.0;1.0;7.0;27.0;52.0;9.0;5.0;9.0;8.0;7.0;6.0;6.0;40.0;26.0;4.0;3.0;7.0;5.0;2.0;2.0;6.0;1.0;1.0;3.0;25.0;69.0;24.0;5.0;1.0;1.0;9.0;43.0;2.0;46.0;;16.0;42.0;5.0;36.0;;7.0;67.0;14.0;12.0;;34.0;32.0;;14.0;7.0;13.0;16.0;5.0;4.0;9.0;66.0
410;Opleidingsniveau: basisonderwijs;2002;83.0;8.0;5.0;2.0;3.0;;71.0;9.0;12.0;9.0;78.0;8.0;6.0;3.0;5.0;88.0;8.0;4.0;6.0;10.0;85.0;91.0;4.0;5.0;84.0;10.0;6.0;59.0;7.0;35.0;31.0;23.0;46.0;;;;;;10.0;29.0;49.0;8.0;4.0;15.0;66.0;13.0;5.0;1.0;6.0;27.0;51.0;10.0;6.0;9.0;8.0;7.0;6.0;6.0;42.0;24.0;3.0;2.0;6.0;5.0;3.0;2.0;5.0;1.0;0.0;4.0;28.0;72.0;25.0;2.0;0.0;0.0;7.0;36.0;2.0;15.0;39.0;14.0;35.0;3.0;7.0;41.0;9.0;68.0;11.0;5.0;7.0;35.0;32.0;;14.0;6.0;13.0;17.0;4.0;4.0;9.0;66.0
411;Opleidingsniveau: basisonderwijs;2003;81.0;7.0;5.0;3.0;3.0;5.0;72.0;7.0;11.0;10.0;76.0;9.0;6.0;4.0;5.0;87.0;9.0;4.0;7.0;14.0;79.0;93.0;5.0;2.0;85.0;11.0;4.0;60.0;6.0;34.0;30.0;24.0;46.0;95.0;16.0;2.0;14.0;6.0;9.0;30.0;50.0;7.0;5.0;15.0;67.0;12.0;5.0;1.0;7.0;26.0;51.0;10.0;6.0;9.0;8.0;7.0;6.0;6.0;44.0;25.0;2.0;3.0;6.0;7.0;5.0;2.0;6.0;1.0;0.0;5.0;30.0;71.0;18.0;5.0;3.0;3.0;7.0;32.0;2.0;13.0;46.0;17.0;28.0;5.0;6.0;44.0;8.0;66.0;13.0;6.0;7.0;35.0;32.0;;14.0;5.0;14.0;15.0;4.0;4.0;7.0;69.0
412;Opleidingsniveau: basisonderwijs;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;Opleidingsniveau: basisonderwijs;2005;83.0;8.0;4.0;3.0;2.0;;;;;;76.0;8.0;6.0;4.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;65.0;13.0;4.0;2.0;6.0;26.0;52.0;10.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;30.0;3.0;10.0;4.0;18.0;16.0;5.0;4.0;8.0;68.0
414;Opleidingsniveau: basisonderwijs;2006;83.0;7.0;5.0;2.0;2.0;;;;;;77.0;7.0;5.0;4.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;67.0;11.0;5.0;1.0;7.0;25.0;50.0;11.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;31.0;4.0;10.0;4.0;17.0;16.0;4.0;4.0;7.0;70.0
415;Opleidingsniveau: basisonderwijs;2007;85.0;6.0;5.0;2.0;3.0;;;;;;78.0;7.0;6.0;4.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;66.0;11.0;5.0;1.0;7.0;28.0;50.0;10.0;5.0;;;;;;38.0;23.0;1.0;4.0;4.0;4.0;3.0;2.0;5.0;1.0;0.0;7.0;23.0;71.0;21.0;4.0;2.0;2.0;;;;;;;;;;;;;;;;35.0;28.0;4.0;9.0;4.0;19.0;14.0;4.0;4.0;8.0;70.0
416;Opleidingsniveau: basisonderwijs;2008;83.0;6.0;5.0;3.0;4.0;;;;;;74.0;7.0;8.0;3.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;67.0;12.0;5.0;1.0;7.0;24.0;53.0;10.0;6.0;;;;;;39.0;23.0;2.0;3.0;4.0;5.0;3.0;2.0;5.0;1.0;0.0;6.0;24.0;76.0;19.0;1.0;1.0;2.0;;;;;;;;;;;;;;;;34.0;30.0;5.0;9.0;4.0;18.0;14.0;5.0;4.0;7.0;71.0
417;Opleidingsniveau: basisonderwijs;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0;28.0;6.0;10.0;3.0;16.0;12.0;4.0;3.0;9.0;71.0
418;Opleidingsniveau: basisonderwijs;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;Opleidingsniveau: basisonderwijs;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Opleidingsniveau: vbo;1997;85.0;7.0;4.0;3.0;2.0;;68.0;8.0;15.0;8.0;74.0;12.0;8.0;4.0;3.0;89.0;9.0;2.0;3.0;10.0;87.0;93.0;5.0;3.0;86.0;12.0;2.0;69.0;6.0;26.0;29.0;15.0;55.0;;;;;;10.0;30.0;52.0;6.0;3.0;18.0;71.0;9.0;2.0;0.0;7.0;29.0;52.0;9.0;3.0;;;;;;55.0;40.0;5.0;6.0;7.0;11.0;5.0;4.0;8.0;3.0;0.0;6.0;30.0;;;;;;;;;;;;;;;;;;;;;33.0;37.0;;17.0;7.0;6.0;15.0;5.0;6.0;11.0;63.0
421;Opleidingsniveau: vbo;1998;85.0;7.0;5.0;2.0;1.0;;70.0;9.0;15.0;7.0;74.0;12.0;8.0;3.0;2.0;92.0;7.0;1.0;3.0;9.0;87.0;94.0;4.0;2.0;88.0;9.0;3.0;68.0;6.0;26.0;27.0;16.0;57.0;;;;;;9.0;33.0;49.0;7.0;2.0;18.0;71.0;8.0;2.0;0.0;8.0;29.0;51.0;9.0;3.0;9.0;8.0;8.0;7.0;6.0;55.0;40.0;5.0;8.0;6.0;10.0;6.0;3.0;9.0;3.0;1.0;5.0;29.0;;;;;;;;;;;;;;;;;;;;;34.0;35.0;;18.0;7.0;6.0;16.0;5.0;6.0;9.0;64.0
422;Opleidingsniveau: vbo;1999;85.0;7.0;4.0;2.0;2.0;;69.0;10.0;14.0;7.0;75.0;11.0;8.0;3.0;2.0;90.0;9.0;1.0;3.0;7.0;90.0;95.0;3.0;2.0;87.0;11.0;2.0;66.0;6.0;28.0;24.0;18.0;58.0;;;;;;11.0;35.0;45.0;7.0;2.0;18.0;70.0;9.0;3.0;1.0;8.0;29.0;51.0;9.0;4.0;9.0;8.0;8.0;7.0;6.0;60.0;44.0;4.0;8.0;9.0;14.0;5.0;4.0;8.0;2.0;1.0;6.0;32.0;60.0;33.0;4.0;1.0;2.0;11.0;46.0;3.0;39.0;;14.0;52.0;8.0;26.0;;9.0;62.0;18.0;10.0;;35.0;35.0;;17.0;7.0;6.0;15.0;5.0;5.0;9.0;65.0
423;Opleidingsniveau: vbo;2000;85.0;7.0;4.0;2.0;2.0;;70.0;9.0;12.0;9.0;75.0;12.0;7.0;3.0;3.0;91.0;8.0;1.0;2.0;10.0;88.0;94.0;5.0;2.0;88.0;9.0;2.0;66.0;8.0;26.0;25.0;20.0;55.0;;;;;;11.0;32.0;44.0;9.0;3.0;19.0;70.0;8.0;2.0;1.0;9.0;31.0;49.0;8.0;3.0;9.0;8.0;8.0;7.0;6.0;60.0;40.0;4.0;8.0;7.0;14.0;6.0;3.0;8.0;3.0;0.0;5.0;36.0;68.0;27.0;4.0;1.0;0.0;15.0;47.0;2.0;36.0;;25.0;48.0;5.0;22.0;;7.0;69.0;15.0;8.0;;34.0;36.0;;17.0;6.0;6.0;14.0;6.0;6.0;10.0;65.0
424;Opleidingsniveau: vbo;2001;87.0;6.0;4.0;2.0;1.0;;72.0;10.0;12.0;6.0;77.0;10.0;8.0;3.0;2.0;90.0;8.0;2.0;3.0;8.0;89.0;95.0;3.0;2.0;88.0;9.0;4.0;67.0;7.0;26.0;24.0;19.0;57.0;;;;;;12.0;30.0;49.0;7.0;2.0;18.0;70.0;8.0;3.0;0.0;8.0;30.0;52.0;7.0;3.0;9.0;8.0;8.0;7.0;6.0;55.0;37.0;4.0;7.0;10.0;11.0;4.0;3.0;8.0;1.0;0.0;5.0;32.0;71.0;25.0;3.0;0.0;1.0;13.0;46.0;4.0;38.0;;12.0;50.0;10.0;29.0;;9.0;65.0;19.0;7.0;;35.0;34.0;;18.0;6.0;7.0;14.0;5.0;6.0;10.0;65.0
425;Opleidingsniveau: vbo;2002;85.0;6.0;4.0;2.0;2.0;;71.0;7.0;13.0;9.0;75.0;11.0;8.0;3.0;3.0;90.0;8.0;1.0;3.0;9.0;88.0;93.0;5.0;2.0;87.0;10.0;3.0;65.0;8.0;26.0;27.0;18.0;55.0;;;;;;9.0;33.0;48.0;7.0;3.0;18.0;69.0;9.0;3.0;1.0;7.0;29.0;50.0;9.0;4.0;9.0;8.0;8.0;7.0;6.0;55.0;37.0;3.0;5.0;8.0;9.0;5.0;4.0;9.0;3.0;1.0;6.0;33.0;67.0;27.0;4.0;1.0;1.0;10.0;42.0;4.0;14.0;30.0;14.0;43.0;8.0;7.0;29.0;8.0;69.0;15.0;5.0;3.0;34.0;36.0;;16.0;7.0;7.0;14.0;5.0;5.0;11.0;64.0
426;Opleidingsniveau: vbo;2003;87.0;7.0;3.0;2.0;1.0;4.0;71.0;11.0;11.0;7.0;75.0;12.0;8.0;3.0;2.0;89.0;10.0;1.0;3.0;8.0;89.0;93.0;5.0;2.0;86.0;12.0;2.0;69.0;7.0;24.0;24.0;20.0;56.0;95.0;11.0;0.0;11.0;1.0;9.0;34.0;47.0;7.0;3.0;18.0;70.0;9.0;3.0;0.0;8.0;29.0;52.0;9.0;3.0;9.0;9.0;7.0;7.0;6.0;56.0;40.0;4.0;6.0;9.0;11.0;5.0;4.0;9.0;1.0;1.0;5.0;33.0;70.0;24.0;3.0;2.0;1.0;10.0;44.0;3.0;12.0;31.0;14.0;39.0;9.0;5.0;32.0;8.0;70.0;16.0;4.0;2.0;36.0;35.0;;17.0;6.0;6.0;13.0;5.0;5.0;8.0;69.0
427;Opleidingsniveau: vbo;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;Opleidingsniveau: vbo;2005;87.0;5.0;4.0;2.0;2.0;;;;;;75.0;10.0;8.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;71.0;9.0;3.0;1.0;6.0;27.0;54.0;9.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;35.0;4.0;14.0;5.0;7.0;14.0;4.0;4.0;10.0;68.0
429;Opleidingsniveau: vbo;2006;88.0;5.0;3.0;2.0;2.0;;;;;;78.0;10.0;6.0;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;71.0;8.0;3.0;0.0;7.0;27.0;53.0;10.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.0;35.0;4.0;13.0;5.0;7.0;14.0;4.0;4.0;10.0;68.0
430;Opleidingsniveau: vbo;2007;86.0;6.0;3.0;3.0;2.0;;;;;;78.0;10.0;5.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;70.0;9.0;2.0;1.0;6.0;27.0;53.0;9.0;4.0;;;;;;57.0;41.0;3.0;6.0;9.0;11.0;5.0;3.0;10.0;2.0;1.0;10.0;31.0;76.0;19.0;4.0;0.0;1.0;;;;;;;;;;;;;;;;35.0;37.0;5.0;12.0;4.0;7.0;14.0;4.0;4.0;9.0;69.0
431;Opleidingsniveau: vbo;2008;86.0;8.0;4.0;1.0;1.0;;;;;;75.0;10.0;9.0;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;70.0;8.0;3.0;1.0;7.0;31.0;52.0;7.0;4.0;;;;;;54.0;36.0;2.0;4.0;7.0;9.0;4.0;3.0;9.0;1.0;0.0;9.0;31.0;80.0;17.0;2.0;0.0;1.0;;;;;;;;;;;;;;;;36.0;34.0;6.0;11.0;3.0;9.0;14.0;4.0;4.0;7.0;71.0
432;Opleidingsniveau: vbo;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;32.0;6.0;14.0;4.0;9.0;13.0;5.0;3.0;10.0;69.0
433;Opleidingsniveau: vbo;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;Opleidingsniveau: vbo;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;Opleidingsniveau: mavo;1997;80.0;10.0;5.0;3.0;1.0;;66.0;13.0;16.0;6.0;82.0;9.0;5.0;2.0;2.0;92.0;7.0;2.0;3.0;10.0;88.0;93.0;4.0;2.0;88.0;8.0;3.0;74.0;5.0;21.0;17.0;15.0;68.0;;;;;;17.0;34.0;41.0;7.0;1.0;22.0;68.0;8.0;2.0;0.0;9.0;36.0;45.0;8.0;3.0;;;;;;64.0;47.0;5.0;13.0;7.0;15.0;4.0;5.0;8.0;3.0;1.0;7.0;32.0;;;;;;;;;;;;;;;;;;;;;41.0;30.0;;13.0;8.0;8.0;13.0;5.0;5.0;10.0;68.0
