ID;LeeftijdVoertuig;BrandstofsoortVoertuig;Perioden;KilometersNederlandsePersonenautoS_1;GemiddeldJaarkilometrage_2;NederlandsePersonenautoSInGebruik_3
76;2 jaar;Totaal;2022;7657.8;17890;428053
77;2 jaar;Totaal;2023;7621.9;18374;414830
78;2 jaar;Benzine/overige;2018;5214.7;15278;341324
79;2 jaar;Benzine/overige;2019;5981.4;15657;382026
80;2 jaar;Benzine/overige;2020;5864.8;13269;442001
81;2 jaar;Benzine/overige;2021;7424.6;15348;483761
82;2 jaar;Benzine/overige;2022;7118.4;17433;408324
83;2 jaar;Benzine/overige;2023;7311.5;18218;401328
84;2 jaar;Diesel;2018;2854.3;33332;85632
85;2 jaar;Diesel;2019;2901.1;34712;83579
86;2 jaar;Diesel;2020;1739.3;27665;62869
87;2 jaar;Diesel;2021;1123.8;29767;37754
88;2 jaar;Diesel;2022;498.9;28214;17682
89;2 jaar;Diesel;2023;261.1;23574;11076
90;2 jaar;LPG;2018;23.9;22801;1050
91;2 jaar;LPG;2019;31.8;23652;1345
92;2 jaar;LPG;2020;22.5;20765;1085
93;2 jaar;LPG;2021;12.5;20435;613
94;2 jaar;LPG;2022;40.5;19783;2047
95;2 jaar;LPG;2023;49.4;20352;2425
96;3 jaar;Totaal;2018;10208.7;19991;510671
97;3 jaar;Totaal;2019;7803.4;17592;443587
98;3 jaar;Totaal;2020;6784.6;14012;484194
99;3 jaar;Totaal;2021;7830.7;14690;533076
100;3 jaar;Totaal;2022;9343.4;17211;542874
101;3 jaar;Totaal;2023;7970.3;17499;455463
102;3 jaar;Benzine/overige;2018;5589.1;15426;362324
103;3 jaar;Benzine/overige;2019;5104.6;14412;354201
104;3 jaar;Benzine/overige;2020;4753.6;11918;398866
105;3 jaar;Benzine/overige;2021;6162.3;13162;468198
106;3 jaar;Benzine/overige;2022;8142.6;16175;503406
107;3 jaar;Benzine/overige;2023;7457.1;17159;434602
108;3 jaar;Diesel;2018;4606.6;31179;147746
109;3 jaar;Diesel;2019;2674.9;30289;88314
110;3 jaar;Diesel;2020;2005.6;23888;83958
111;3 jaar;Diesel;2021;1646.8;25834;63745
112;3 jaar;Diesel;2022;1186.6;30597;38782
113;3 jaar;Diesel;2023;471.7;25130;18769
114;3 jaar;LPG;2018;12.9;21434;601
115;3 jaar;LPG;2019;23.9;22275;1072
116;3 jaar;LPG;2020;25.4;18544;1370
117;3 jaar;LPG;2021;21.6;19073;1133
118;3 jaar;LPG;2022;14.2;20687;686
119;3 jaar;LPG;2023;41.5;19837;2092
120;4 jaar;Totaal;2018;7530.1;16823;447620
121;4 jaar;Totaal;2019;9244.7;17805;519226
122;4 jaar;Totaal;2020;5745.9;12579;456782
123;4 jaar;Totaal;2021;6744.1;13304;506935
124;4 jaar;Totaal;2022;8191.6;14884;550354
125;4 jaar;Totaal;2023;9004.3;16055;560860
126;4 jaar;Benzine/overige;2018;4328.8;13282;325913
127;4 jaar;Benzine/overige;2019;5347.7;14279;374507
128;4 jaar;Benzine/overige;2020;3996.4;10801;370002
129;4 jaar;Benzine/overige;2021;4971.4;11707;424656
130;4 jaar;Benzine/overige;2022;6625.6;13560;488599
131;4 jaar;Benzine/overige;2023;7985.7;15277;522713
132;4 jaar;Diesel;2018;3174.2;26367;120384
133;4 jaar;Diesel;2019;3884.0;26954;144099
134;4 jaar;Diesel;2020;1730.4;20191;85701
135;4 jaar;Diesel;2021;1747.8;21617;80853
136;4 jaar;Diesel;2022;1541.1;25467;60512
137;4 jaar;Diesel;2023;1003.9;26842;37399
138;4 jaar;LPG;2018;27.1;20524;1323
139;4 jaar;LPG;2019;13.0;20898;620
140;4 jaar;LPG;2020;19.1;17705;1079
141;4 jaar;LPG;2021;24.9;17485;1426
142;4 jaar;LPG;2022;24.9;20002;1243
143;4 jaar;LPG;2023;14.7;19710;748
144;5 jaar;Totaal;2018;7132.0;15363;464227
145;5 jaar;Totaal;2019;6769.0;15161;446479
146;5 jaar;Totaal;2020;6518.4;12786;509811
147;5 jaar;Totaal;2021;5740.8;12347;464954
148;5 jaar;Totaal;2022;6994.6;13686;511071
149;5 jaar;Totaal;2023;7745.9;14000;553262
150;5 jaar;Benzine/overige;2018;4489.6;12733;352584
151;5 jaar;Benzine/overige;2019;4126.3;12341;334357
152;5 jaar;Benzine/overige;2020;4162.3;10847;383730
153;5 jaar;Benzine/overige;2021;4196.4;10851;386739
154;5 jaar;Benzine/overige;2022;5355.3;12212;438529
155;5 jaar;Benzine/overige;2023;6562.5;13102;500871
156;5 jaar;Diesel;2018;2599.1;23775;109324
157;5 jaar;Diesel;2019;2615.7;23615;110762
158;5 jaar;Diesel;2020;2345.1;18695;125438
159;5 jaar;Diesel;2021;1524.3;19773;77087
160;5 jaar;Diesel;2022;1610.5;22673;71033
161;5 jaar;Diesel;2023;1157.0;22654;51072
162;5 jaar;LPG;2018;43.3;18665;2319
163;5 jaar;LPG;2019;26.9;19815;1360
164;5 jaar;LPG;2020;11.0;17105;643
165;5 jaar;LPG;2021;20.1;17840;1128
166;5 jaar;LPG;2022;28.8;19098;1509
167;5 jaar;LPG;2023;26.4;20021;1319
168;6 jaar;Totaal;2018;7690.5;14621;526002
169;6 jaar;Totaal;2019;6661.7;14577;456987
170;6 jaar;Totaal;2020;5238.1;11948;438392
171;6 jaar;Totaal;2021;6268.2;12683;494229
172;6 jaar;Totaal;2022;6107.4;13212;462247
173;6 jaar;Totaal;2023;6807.1;13434;506723
174;6 jaar;Benzine/overige;2018;4562.5;11739;388661
175;6 jaar;Benzine/overige;2019;4281.2;12060;354990
176;6 jaar;Benzine/overige;2020;3379.6;9917;340791
177;6 jaar;Benzine/overige;2021;4261.0;10928;389920
178;6 jaar;Benzine/overige;2022;4594.4;11680;393350
179;6 jaar;Benzine/overige;2023;5435.6;12208;445269
180;6 jaar;Diesel;2018;2972.5;23184;128211
181;6 jaar;Diesel;2019;2337.3;23453;99660
182;6 jaar;Diesel;2020;1836.2;19079;96241
183;6 jaar;Diesel;2021;1995.5;19258;103619
184;6 jaar;Diesel;2022;1490.4;22009;67718
185;6 jaar;Diesel;2023;1342.0;22402;59904
186;6 jaar;LPG;2018;155.5;17035;9130
187;6 jaar;LPG;2019;43.2;18496;2337
188;6 jaar;LPG;2020;22.3;16387;1360
189;6 jaar;LPG;2021;11.7;16997;690
190;6 jaar;LPG;2022;22.6;19163;1179
191;6 jaar;LPG;2023;29.6;19069;1550
192;7 jaar;Totaal;2018;8076.7;14035;575483
193;7 jaar;Totaal;2019;7494.6;14184;528396
194;7 jaar;Totaal;2020;5403.6;11771;459045
195;7 jaar;Totaal;2021;5406.1;12173;444099
196;7 jaar;Totaal;2022;6611.8;13562;487540
197;7 jaar;Totaal;2023;6165.9;13376;460968
198;7 jaar;Benzine/overige;2018;4893.6;11340;431542
199;7 jaar;Benzine/overige;2019;4581.6;11565;396151
200;7 jaar;Benzine/overige;2020;3614.4;9970;362510
201;7 jaar;Benzine/overige;2021;3609.1;10258;351828
202;7 jaar;Benzine/overige;2022;4613.5;11713;393893
203;7 jaar;Benzine/overige;2023;4784.4;12033;397617
204;7 jaar;Diesel;2018;3049.4;22447;135851
205;7 jaar;Diesel;2019;2761.7;22419;123184
206;7 jaar;Diesel;2020;1753.8;18619;94193
207;7 jaar;Diesel;2021;1773.8;19519;90876
208;7 jaar;Diesel;2022;1984.3;21362;92891
209;7 jaar;Diesel;2023;1358.6;21864;62139
210;7 jaar;LPG;2018;133.7;16527;8090
211;7 jaar;LPG;2019;151.3;16694;9061
212;7 jaar;LPG;2020;35.4;15129;2342
213;7 jaar;LPG;2021;23.2;16631;1395
214;7 jaar;LPG;2022;14.0;18498;756
215;7 jaar;LPG;2023;22.8;18829;1212
216;8 jaar;Totaal;2018;6533.4;13011;502127
217;8 jaar;Totaal;2019;7851.7;13599;577356
218;8 jaar;Totaal;2020;5988.8;11311;529467
219;8 jaar;Totaal;2021;5544.9;11937;464505
220;8 jaar;Totaal;2022;5744.7;12920;444617
221;8 jaar;Totaal;2023;6534.4;13537;482706
222;8 jaar;Benzine/overige;2018;4664.6;11240;414984
223;8 jaar;Benzine/overige;2019;4910.9;11187;438994
224;8 jaar;Benzine/overige;2020;3830.4;9473;404370
225;8 jaar;Benzine/overige;2021;3828.3;10281;372376
226;8 jaar;Benzine/overige;2022;3950.5;11050;357526
227;8 jaar;Benzine/overige;2023;4743.9;11952;396909
228;8 jaar;Diesel;2018;1781.0;21652;82255
229;8 jaar;Diesel;2019;2811.0;21562;130369
230;8 jaar;Diesel;2020;2036.3;17534;116133
231;8 jaar;Diesel;2021;1680.6;18721;89773
232;8 jaar;Diesel;2022;1768.7;20649;85657
233;8 jaar;Diesel;2023;1775.7;20891;84999
234;8 jaar;LPG;2018;87.9;17973;4888
235;8 jaar;LPG;2019;129.8;16233;7993
236;8 jaar;LPG;2020;122.1;13620;8964
237;8 jaar;LPG;2021;36.0;15285;2356
238;8 jaar;LPG;2022;25.5;17765;1434
239;8 jaar;LPG;2023;14.8;18530;798
240;9 jaar;Totaal;2018;5020.1;12537;400427
241;9 jaar;Totaal;2019;6354.6;12615;503715
242;9 jaar;Totaal;2020;6249.3;10856;575680
243;9 jaar;Totaal;2021;6021.9;11365;529858
244;9 jaar;Totaal;2022;5809.1;12578;461827
245;9 jaar;Totaal;2023;5678.1;12901;440122
246;9 jaar;Benzine/overige;2018;3846.8;11195;343631
247;9 jaar;Benzine/overige;2019;4647.1;11037;421051
248;9 jaar;Benzine/overige;2020;4075.4;9135;446126
249;9 jaar;Benzine/overige;2021;4008.8;9704;413120
250;9 jaar;Benzine/overige;2022;4130.6;10973;376429
251;9 jaar;Benzine/overige;2023;4088.7;11333;360761
252;9 jaar;Diesel;2018;1093.1;20810;52530
253;9 jaar;Diesel;2019;1623.6;20844;77895
254;9 jaar;Diesel;2020;2069.2;17006;121675
255;9 jaar;Diesel;2021;1891.7;17538;107863
256;9 jaar;Diesel;2022;1639.8;19749;83029
257;9 jaar;Diesel;2023;1563.8;20074;77901
258;9 jaar;LPG;2018;80.2;18788;4266
259;9 jaar;LPG;2019;83.9;17592;4769
260;9 jaar;LPG;2020;104.7;13287;7879
261;9 jaar;LPG;2021;121.4;13677;8875
262;9 jaar;LPG;2022;38.7;16346;2369
263;9 jaar;LPG;2023;25.7;17585;1460
264;10 jaar;Totaal;2018;5620.8;12368;454460
265;10 jaar;Totaal;2019;4886.1;12114;403325
266;10 jaar;Totaal;2020;5101.3;10169;501645
267;10 jaar;Totaal;2021;6280.4;10976;572214
268;10 jaar;Totaal;2022;6223.3;11940;521207
269;10 jaar;Totaal;2023;5693.7;12528;454486
270;10 jaar;Benzine/overige;2018;4155.1;10960;379110
271;10 jaar;Benzine/overige;2019;3852.8;10995;350419
272;10 jaar;Benzine/overige;2020;3864.3;9079;425626
273;10 jaar;Benzine/overige;2021;4268.5;9425;452915
274;10 jaar;Benzine/overige;2022;4315.9;10388;415490
275;10 jaar;Benzine/overige;2023;4242.0;11216;378217
276;10 jaar;Diesel;2018;1293.4;19567;66102
277;10 jaar;Diesel;2019;958.5;19622;48849
278;10 jaar;Diesel;2020;1171.5;16403;71416
279;10 jaar;Diesel;2021;1907.5;17096;111572
280;10 jaar;Diesel;2022;1778.8;18352;96926
281;10 jaar;Diesel;2023;1412.9;19110;73936
282;10 jaar;LPG;2018;172.3;18626;9248
283;10 jaar;LPG;2019;74.8;18430;4057
284;10 jaar;LPG;2020;65.5;14231;4603
285;10 jaar;LPG;2021;104.4;13515;7727
286;10 jaar;LPG;2022;128.6;14625;8791
287;10 jaar;LPG;2023;38.8;16614;2333
288;11 jaar;Totaal;2018;5379.7;12152;442682
289;11 jaar;Totaal;2019;5331.2;11898;448089
290;11 jaar;Totaal;2020;3964.0;9856;402183
291;11 jaar;Totaal;2021;5159.2;10343;498812
292;11 jaar;Totaal;2022;6440.6;11504;559879
293;11 jaar;Totaal;2023;6037.5;11891;507722
294;11 jaar;Benzine/overige;2018;4033.7;10853;371673
295;11 jaar;Benzine/overige;2019;4076.1;10721;380188
296;11 jaar;Benzine/overige;2020;3247.9;9144;355198
297;11 jaar;Benzine/overige;2021;4033.2;9379;430024
298;11 jaar;Benzine/overige;2022;4558.3;10057;453244
299;11 jaar;Benzine/overige;2023;4420.5;10635;415651
300;11 jaar;Diesel;2018;1197.4;19018;62962
301;11 jaar;Diesel;2019;1099.9;18520;59388
302;11 jaar;Diesel;2020;659.3;15249;43233
303;11 jaar;Diesel;2021;1061.6;16502;64333
304;11 jaar;Diesel;2022;1774.4;17906;99093
305;11 jaar;Diesel;2023;1491.8;17876;83450
306;11 jaar;LPG;2018;148.6;18461;8047
307;11 jaar;LPG;2019;155.2;18231;8513
308;11 jaar;LPG;2020;56.8;15132;3752
309;11 jaar;LPG;2021;64.4;14462;4455
310;11 jaar;LPG;2022;107.9;14312;7542
311;11 jaar;LPG;2023;125.3;14532;8621
312;12 jaar;Totaal;2018;5523.3;12240;451248
313;12 jaar;Totaal;2019;5048.8;11688;431953
314;12 jaar;Totaal;2020;4239.5;9698;437137
315;12 jaar;Totaal;2021;4024.9;10047;400618
316;12 jaar;Totaal;2022;5308.7;10852;489193
317;12 jaar;Totaal;2023;6225.2;11448;543763
318;12 jaar;Benzine/overige;2018;3994.0;10794;370014
319;12 jaar;Benzine/overige;2019;3928.1;10631;369489
320;12 jaar;Benzine/overige;2020;3376.6;8929;378152
321;12 jaar;Benzine/overige;2021;3392.0;9445;359146
322;12 jaar;Benzine/overige;2022;4275.0;9977;428482
323;12 jaar;Benzine/overige;2023;4652.5;10313;451139
324;12 jaar;Diesel;2018;1351.9;18877;71616
325;12 jaar;Diesel;2019;990.1;17945;55173
326;12 jaar;Diesel;2020;749.1;14588;51349
327;12 jaar;Diesel;2021;579.1;15254;37966
328;12 jaar;Diesel;2022;965.6;17119;56408
329;12 jaar;Diesel;2023;1466.2;17198;85258
330;12 jaar;LPG;2018;177.4;18446;9618
331;12 jaar;LPG;2019;130.6;17912;7291
332;12 jaar;LPG;2020;113.7;14895;7636
333;12 jaar;LPG;2021;53.8;15339;3506
334;12 jaar;LPG;2022;68.1;15822;4303
335;12 jaar;LPG;2023;106.4;14447;7366
336;13 jaar;Totaal;2018;4843.0;11854;408544
337;13 jaar;Totaal;2019;5058.2;11679;433088
338;13 jaar;Totaal;2020;4001.6;9578;417817
339;13 jaar;Totaal;2021;4196.2;9832;426806
340;13 jaar;Totaal;2022;4140.1;10536;392938
341;13 jaar;Totaal;2023;5183.1;10885;476157
342;13 jaar;Benzine/overige;2018;3637.9;10607;342977
343;13 jaar;Benzine/overige;2019;3852.9;10545;365375
344;13 jaar;Benzine/overige;2020;3251.2;8919;364537
345;13 jaar;Benzine/overige;2021;3449.0;9180;375715
346;13 jaar;Benzine/overige;2022;3570.1;10004;356862
347;13 jaar;Benzine/overige;2023;4335.5;10225;424011
348;13 jaar;Diesel;2018;1061.3;18395;57697
349;13 jaar;Diesel;2019;1052.7;17770;59241
350;13 jaar;Diesel;2020;653.9;13972;46798
351;13 jaar;Diesel;2021;642.5;14552;44150
352;13 jaar;Diesel;2022;515.8;15713;32830
353;13 jaar;Diesel;2023;782.9;16307;48010
354;13 jaar;LPG;2018;143.8;18266;7870
355;13 jaar;LPG;2019;152.5;17999;8472
356;13 jaar;LPG;2020;96.6;14898;6482
357;13 jaar;LPG;2021;104.8;15098;6941
358;13 jaar;LPG;2022;54.1;16670;3246
359;13 jaar;LPG;2023;64.7;15644;4136
360;14 jaar;Totaal;2018;4517.4;11384;396820
361;14 jaar;Totaal;2019;4388.1;11318;387698
362;14 jaar;Totaal;2020;3967.2;9632;411865
363;14 jaar;Totaal;2021;3910.4;9687;403670
364;14 jaar;Totaal;2022;4212.5;10248;411056
365;14 jaar;Totaal;2023;4075.4;10639;383075
366;14 jaar;Benzine/overige;2018;3590.9;10404;345152
367;14 jaar;Benzine/overige;2019;3457.3;10357;333812
368;14 jaar;Benzine/overige;2020;3192.2;8937;357170
369;14 jaar;Benzine/overige;2021;3274.7;9132;358598
370;14 jaar;Benzine/overige;2022;3556.9;9683;367341
371;14 jaar;Benzine/overige;2023;3609.9;10253;352083
372;14 jaar;Diesel;2018;800.1;17877;44757
373;14 jaar;Diesel;2019;808.6;17221;46953
374;14 jaar;Diesel;2020;664.2;14007;47422
375;14 jaar;Diesel;2021;548.0;13960;39253
376;14 jaar;Diesel;2022;553.5;14752;37518
377;14 jaar;Diesel;2023;413.8;14842;27881
378;14 jaar;LPG;2018;126.3;18272;6911
379;14 jaar;LPG;2019;122.3;17633;6933
380;14 jaar;LPG;2020;110.8;15238;7273
381;14 jaar;LPG;2021;87.8;15084;5819
382;14 jaar;LPG;2022;102.2;16488;6197
383;14 jaar;LPG;2023;51.7;16629;3111
384;15 jaar;Totaal;2018;4063.3;10955;370907
385;15 jaar;Totaal;2019;4077.1;10881;374690
386;15 jaar;Totaal;2020;3410.9;9358;364501
387;15 jaar;Totaal;2021;3815.3;9737;391859
388;15 jaar;Totaal;2022;3883.0;10088;384892
389;15 jaar;Totaal;2023;4080.0;10349;394237
390;15 jaar;Benzine/overige;2018;3384.1;10193;332008
391;15 jaar;Benzine/overige;2019;3367.2;10129;332439
392;15 jaar;Benzine/overige;2020;2822.0;8774;321617
393;15 jaar;Benzine/overige;2021;3193.1;9173;348095
394;15 jaar;Benzine/overige;2022;3331.0;9606;346767
395;15 jaar;Benzine/overige;2023;3553.3;9948;357179
396;15 jaar;Diesel;2018;561.7;17337;32398
397;15 jaar;Diesel;2019;601.8;16610;36231
398;15 jaar;Diesel;2020;500.7;13562;36917
399;15 jaar;Diesel;2021;525.4;14030;37449
400;15 jaar;Diesel;2022;466.4;14190;32871
401;15 jaar;Diesel;2023;433.1;13805;31373
402;15 jaar;LPG;2018;117.5;18069;6501
403;15 jaar;LPG;2019;108.1;17951;6020
404;15 jaar;LPG;2020;88.3;14796;5967
405;15 jaar;LPG;2021;96.8;15327;6315
406;15 jaar;LPG;2022;85.5;16277;5254
407;15 jaar;LPG;2023;93.6;16457;5685
408;16 jaar;Totaal;2018;3677.4;10607;346702
409;16 jaar;Totaal;2019;3617.3;10514;344050
410;16 jaar;Totaal;2020;3166.1;9101;347893
411;16 jaar;Totaal;2021;3222.6;9456;340785
412;16 jaar;Totaal;2022;3693.5;10077;366513
413;16 jaar;Totaal;2023;3732.0;10230;364810
414;16 jaar;Benzine/overige;2018;3155.1;9980;316139
415;16 jaar;Benzine/overige;2019;3093.4;9898;312519
416;16 jaar;Benzine/overige;2020;2720.3;8648;314544
417;16 jaar;Benzine/overige;2021;2767.6;8995;307694
418;16 jaar;Benzine/overige;2022;3177.8;9593;331277
419;16 jaar;Benzine/overige;2023;3282.7;9870;332589
420;16 jaar;Diesel;2018;404.6;16874;23979
421;16 jaar;Diesel;2019;426.1;16342;26072
422;16 jaar;Diesel;2020;367.4;13039;28179
423;16 jaar;Diesel;2021;372.2;13363;27852
424;16 jaar;Diesel;2022;425.0;14272;29782
425;16 jaar;Diesel;2023;369.0;13469;27398
426;16 jaar;LPG;2018;117.7;17869;6584
427;16 jaar;LPG;2019;97.8;17912;5459
428;16 jaar;LPG;2020;78.4;15162;5170
429;16 jaar;LPG;2021;82.8;15797;5239
430;16 jaar;LPG;2022;90.6;16616;5454
431;16 jaar;LPG;2023;80.2;16630;4823
432;17 jaar;Totaal;2018;3078.5;10231;300914
433;17 jaar;Totaal;2019;3165.5;10093;313634
434;17 jaar;Totaal;2020;2752.3;8807;312519
435;17 jaar;Totaal;2021;2936.1;9168;320257
436;17 jaar;Totaal;2022;3022.9;9707;311424
437;17 jaar;Totaal;2023;3461.1;10160;340663
438;17 jaar;Benzine/overige;2018;2690.4;9725;276647
439;17 jaar;Benzine/overige;2019;2777.5;9599;289364
440;17 jaar;Benzine/overige;2020;2428.1;8444;287545
441;17 jaar;Benzine/overige;2021;2596.7;8811;294699
442;17 jaar;Benzine/overige;2022;2659.9;9320;285402
443;17 jaar;Benzine/overige;2023;3064.5;9818;312129
444;17 jaar;Diesel;2018;276.8;15449;17914
445;17 jaar;Diesel;2019;295.5;15619;18916
446;17 jaar;Diesel;2020;255.2;12527;20373
447;17 jaar;Diesel;2021;269.0;12737;21123
448;17 jaar;Diesel;2022;283.7;13242;21424
449;17 jaar;Diesel;2023;315.0;13301;23681
450;17 jaar;LPG;2018;111.3;17525;6353
451;17 jaar;LPG;2019;92.5;17272;5354
452;17 jaar;LPG;2020;69.1;15011;4601
453;17 jaar;LPG;2021;70.3;15853;4435
454;17 jaar;LPG;2022;79.3;17244;4598
455;17 jaar;LPG;2023;81.7;16836;4853
456;18 jaar;Totaal;2018;2833.7;9713;291740
457;18 jaar;Totaal;2019;2548.1;9696;262787
458;18 jaar;Totaal;2020;2355.2;8505;276924
459;18 jaar;Totaal;2021;2475.5;8830;280335
460;18 jaar;Totaal;2022;2681.7;9365;286345
461;18 jaar;Totaal;2023;2782.1;9820;283318
462;18 jaar;Benzine/overige;2018;2534.9;9314;272153
463;18 jaar;Benzine/overige;2019;2267.2;9290;244049
464;18 jaar;Benzine/overige;2020;2119.7;8213;258096
465;18 jaar;Benzine/overige;2021;2232.6;8545;261279
466;18 jaar;Benzine/overige;2022;2416.1;9074;266252
467;18 jaar;Benzine/overige;2023;2506.8;9551;262470
468;18 jaar;Diesel;2018;218.9;14743;14845
469;18 jaar;Diesel;2019;194.8;14218;13698
470;18 jaar;Diesel;2020;174.9;12028;14538
471;18 jaar;Diesel;2021;183.0;12035;15208
472;18 jaar;Diesel;2022;200.3;12355;16211
473;18 jaar;Diesel;2023;205.6;12286;16730
474;18 jaar;LPG;2018;79.9;16853;4742
475;18 jaar;LPG;2019;86.1;17089;5040
476;18 jaar;LPG;2020;60.6;14130;4290
477;18 jaar;LPG;2021;59.8;15539;3848
478;18 jaar;LPG;2022;65.3;16825;3882
479;18 jaar;LPG;2023;69.7;16935;4118
480;19 jaar;Totaal;2018;2170.8;9225;235317
481;19 jaar;Totaal;2019;2249.4;9158;245611
482;19 jaar;Totaal;2020;1834.8;8193;223950
483;19 jaar;Totaal;2021;2064.1;8550;241422
484;19 jaar;Totaal;2022;2169.2;8934;242800
485;19 jaar;Totaal;2023;2400.5;9411;255070
486;19 jaar;Benzine/overige;2018;1973.4;8899;221770
487;19 jaar;Benzine/overige;2019;2043.9;8850;230935
488;19 jaar;Benzine/overige;2020;1669.1;7960;209694
489;19 jaar;Benzine/overige;2021;1889.0;8319;227057
490;19 jaar;Benzine/overige;2022;1978.8;8684;227866
491;19 jaar;Benzine/overige;2023;2198.2;9200;238936
492;19 jaar;Diesel;2018;143.5;14140;10146
493;19 jaar;Diesel;2019;144.6;13183;10967
494;19 jaar;Diesel;2020;109.7;10689;10260
495;19 jaar;Diesel;2021;122.8;11291;10876
496;19 jaar;Diesel;2022;137.8;11747;11728
497;19 jaar;Diesel;2023;145.0;11387;12736
498;19 jaar;LPG;2018;53.9;15858;3401
499;19 jaar;LPG;2019;60.9;16423;3709
500;19 jaar;LPG;2020;56.0;14024;3996
501;19 jaar;LPG;2021;52.3;15001;3489
502;19 jaar;LPG;2022;52.5;16389;3206
503;19 jaar;LPG;2023;57.2;16844;3398
504;20 jaar;Totaal;2018;1310.0;8778;149238
505;20 jaar;Totaal;2019;1647.5;8681;189787
506;20 jaar;Totaal;2020;1553.8;7722;201218
507;20 jaar;Totaal;2021;1547.6;8191;188948
508;20 jaar;Totaal;2022;1737.6;8573;202684
