ID;Aardolieproducten;Perioden;TotaalAanbod_1;TotaleProductie_2;Raffinaderijen_3;PetrochemischeIndustrie_4;Groothandel_5;Invoer_6;Uitvoer_7;Bunkers_8;Voorraadmutatie_9;TotaalVerbruik_10;TotaalVoorOmzettingInOlieproducten_11;Raffinaderijen_12;PetrochemischeIndustrie_13;Groothandel_14;TotaalFinaalVerbruikAndereOmzetting_15;RaffinaderijenBrandstof_16;PetrochemischeIndustrieBrandstof_17;PetrochemischeIndustrieGrondstof_18;Visserij_19;VervoerEnOverig_20;Beginvoorraad_21;Eindvoorraad_22;Voorraadmutatie_23
64;Totaal aardolieproducten;2010;39189.0;71320.0;58171.0;4124.0;9025.0;83828.0;99284.0;17331.0;655.0;39189.0;13696.0;2306.0;2902.0;8487.0;25493.0;1967.0;2480.0;6744.0;216.0;14085.68;10045.0;9390.0;655.0
65;Totaal aardolieproducten;2011;37840.0;68841.0;57063.0;3489.0;8289.0;84529.0;98137.0;18551.0;1157.0;37840.0;13217.0;3142.0;2283.0;7792.0;24622.0;2125.0;2175.0;5949.0;200.0;14173.15;9390.0;8233.0;1157.0
66;Totaal aardolieproducten;2012;41190.0;71800.0;56804.0;3748.0;11247.0;88677.0;101321.0;17211.0;-755.0;41189.0;16133.0;2710.0;2644.0;10780.0;25056.0;2201.0;2368.0;6627.0;177.0;13683.2;8233.0;8988.0;-755.0
67;Totaal aardolieproducten;2013;40846.0;70929.0;55348.0;3504.0;12077.0;88063.0;101262.0;16738.0;-145.0;40845.0;17346.0;3773.0;2379.0;11194.0;23499.0;2031.0;2185.0;6104.0;194.0;12985.79;8988.0;9133.0;-145.0
68;Totaal aardolieproducten;2014;41752.0;73688.0;56754.0;3695.0;13239.0;85340.0;100182.0;16597.0;-497.0;41750.0;18745.0;3961.0;2463.0;12322.0;23005.0;2204.0;2213.0;5906.0;197.0;12484.9;9133.0;9630.0;-497.0
69;Totaal aardolieproducten;2015;44434.0;79471.0;59275.0;3699.0;16497.0;94608.0;111597.0;15750.0;-2297.0;44433.0;21308.0;3388.0;2529.0;15392.0;23125.0;2347.0;2080.0;5987.0;181.0;12530.56;9630.0;11927.0;-2297.0
70;Totaal aardolieproducten;2016;48788.0;83821.0;60180.0;3933.0;19708.0;93244.0;113113.0;15765.0;601.0;48790.0;24812.0;3383.0;2699.0;18730.0;23978.0;2352.0;2377.0;6573.0;176.0;9823.17;11927.0;11326.0;601.0
71;Totaal aardolieproducten;2017;50359.0;84951.0;59802.0;3652.0;21496.0;90660.0;111474.0;15645.0;1868.0;50358.0;25686.0;3008.0;2710.0;19969.0;24672.0;2207.0;2358.0;7112.0;151.0;12843.42;11326.0;9458.0;1868.0
72;Totaal aardolieproducten;2018;56816.0;92743.0;61090.0;3716.0;27937.0;87817.0;109511.0;15234.0;1000.0;56814.0;32018.0;3711.0;2834.0;25472.0;24797.0;2123.0;2452.0;7017.0;146.0;13059.04;9458.0;8458.0;1000.0
73;Totaal aardolieproducten;2019;61322.0;99331.0;62081.0;3567.0;33682.0;83947.0;105304.0;15326.0;-1325.0;61321.0;37300.0;3721.0;2840.0;30738.0;24021.0;2466.0;2096.0;6337.0;149.0;12972.32;8458.0;9783.0;-1325.0
74;Totaal aardolieproducten;2020;50219.0;83752.0;55530.0;3706.0;24517.0;73078.0;90984.0;14072.0;-1555.0;50217.0;27077.0;2889.0;2960.0;21228.0;23140.0;2080.0;2405.0;7284.0;161.0;11211.33;9783.0;11338.0;-1555.0
75;Totaal aardolieproducten;2021;;;;;;;;;;;;;;;;;;;;;;;
76;Totaal aardolieproducten;2013 januari;3847.0;6731.0;5093.0;327.0;1311.0;7552.0;8212.0;1396.0;-828.0;3847.0;1844.0;385.0;234.0;1225.0;2004.0;185.0;196.0;576.0;13.0;1033.39;8988.0;9816.0;-828.0
77;Totaal aardolieproducten;2013 februari;3048.0;5740.0;4370.0;286.0;1085.0;6737.0;7726.0;1338.0;-365.0;3048.0;1324.0;185.0;156.0;984.0;1724.0;154.0;188.0;395.0;16.0;971.21;9816.0;10181.0;-365.0
78;Totaal aardolieproducten;2013 maart;3342.0;6001.0;4654.0;269.0;1078.0;7405.0;8703.0;1424.0;63.0;3341.0;1523.0;337.0;174.0;1012.0;1818.0;142.0;156.0;409.0;19.0;1091.97;10181.0;10119.0;63.0
79;Totaal aardolieproducten;2013 1e kwartaal;10237.0;18473.0;14117.0;882.0;3474.0;21694.0;24641.0;4158.0;-1131.0;10237.0;4692.0;907.0;564.0;3221.0;5545.0;481.0;541.0;1380.0;47.0;3096.57;8988.0;10119.0;-1131.0
80;Totaal aardolieproducten;2013 april;3388.0;6200.0;4633.0;255.0;1312.0;6663.0;8153.0;1413.0;91.0;3388.0;1588.0;235.0;156.0;1196.0;1800.0;168.0;143.0;376.0;14.0;1099.74;10119.0;10027.0;91.0
81;Totaal aardolieproducten;2013 mei;3611.0;6097.0;4683.0;293.0;1121.0;7880.0;9668.0;1547.0;850.0;3611.0;1553.0;298.0;203.0;1051.0;2058.0;187.0;178.0;522.0;15.0;1155.62;10027.0;9178.0;850.0
82;Totaal aardolieproducten;2013 juni;3237.0;5815.0;4759.0;303.0;753.0;7103.0;8379.0;1382.0;80.0;3237.0;1173.0;306.0;220.0;647.0;2064.0;181.0;201.0;574.0;15.0;1093.51;9178.0;9097.0;80.0
83;Totaal aardolieproducten;2013 2e kwartaal;10237.0;18112.0;14075.0;850.0;3186.0;21646.0;26200.0;4342.0;1021.0;10236.0;4313.0;840.0;579.0;2894.0;5923.0;536.0;522.0;1472.0;44.0;3348.87;10119.0;9097.0;1021.0
84;Totaal aardolieproducten;2013 juli;3697.0;6350.0;4960.0;313.0;1077.0;7224.0;8278.0;1455.0;-143.0;3697.0;1587.0;345.0;241.0;1001.0;2110.0;174.0;202.0;616.0;18.0;1099.27;9097.0;9241.0;-143.0
85;Totaal aardolieproducten;2013 augustus;3285.0;5990.0;4998.0;290.0;702.0;7276.0;8692.0;1414.0;125.0;3285.0;1277.0;418.0;204.0;655.0;2008.0;189.0;188.0;568.0;17.0;1045.23;9241.0;9116.0;125.0
86;Totaal aardolieproducten;2013 september;3245.0;5378.0;4330.0;273.0;775.0;7519.0;8183.0;1389.0;-80.0;3245.0;1199.0;243.0;224.0;732.0;2046.0;180.0;176.0;577.0;17.0;1095.39;9116.0;9196.0;-80.0
87;Totaal aardolieproducten;2013 3e kwartaal;10227.0;17718.0;14288.0;876.0;2554.0;22020.0;25153.0;4258.0;-99.0;10227.0;4063.0;1006.0;669.0;2388.0;6164.0;544.0;567.0;1761.0;53.0;3239.88;9097.0;9196.0;-99.0
88;Totaal aardolieproducten;2013 oktober;3438.0;5143.0;4005.0;299.0;840.0;8046.0;8664.0;1398.0;312.0;3438.0;1404.0;428.0;201.0;774.0;2035.0;145.0;168.0;530.0;17.0;1173.86;9196.0;8884.0;312.0
89;Totaal aardolieproducten;2013 november;3404.0;5582.0;4256.0;291.0;1035.0;7697.0;9281.0;1347.0;753.0;3404.0;1481.0;303.0;179.0;999.0;1922.0;150.0;198.0;480.0;17.0;1076.52;8884.0;8131.0;753.0
90;Totaal aardolieproducten;2013 december;3303.0;5902.0;4608.0;306.0;988.0;6961.0;7323.0;1235.0;-1002.0;3303.0;1394.0;288.0;188.0;918.0;1909.0;175.0;188.0;481.0;16.0;1050.05;8131.0;9133.0;-1002.0
91;Totaal aardolieproducten;2013 4e kwartaal;10145.0;16627.0;12869.0;896.0;2862.0;22704.0;25268.0;3980.0;63.0;10145.0;4279.0;1020.0;567.0;2691.0;5866.0;470.0;555.0;1491.0;50.0;3300.43;9196.0;9133.0;63.0
92;Totaal aardolieproducten;2014 januari;3561.0;6248.0;4825.0;313.0;1109.0;7204.0;7928.0;1417.0;-547.0;3561.0;1560.0;294.0;225.0;1042.0;2000.0;182.0;190.0;600.0;12.0;1016.32;9133.0;9680.0;-547.0
93;Totaal aardolieproducten;2014 februari;3278.0;5700.0;4488.0;303.0;910.0;6897.0;8567.0;1303.0;551.0;3278.0;1376.0;331.0;221.0;824.0;1902.0;179.0;195.0;554.0;15.0;959.15;9680.0;9129.0;551.0
94;Totaal aardolieproducten;2014 maart;3552.0;6216.0;4914.0;324.0;978.0;6666.0;8447.0;1353.0;470.0;3552.0;1487.0;378.0;233.0;875.0;2065.0;210.0;196.0;592.0;15.0;1052.62;9129.0;8659.0;470.0
95;Totaal aardolieproducten;2014 1e kwartaal;10391.0;18164.0;14227.0;940.0;2997.0;20768.0;24941.0;4073.0;474.0;10391.0;4423.0;1003.0;679.0;2741.0;5968.0;571.0;582.0;1745.0;42.0;3028.09;9133.0;8659.0;474.0
96;Totaal aardolieproducten;2014 april;3684.0;6233.0;4872.0;314.0;1048.0;7185.0;8305.0;1408.0;-22.0;3684.0;1676.0;459.0;212.0;1006.0;2008.0;192.0;193.0;525.0;18.0;1080.91;8659.0;8681.0;-22.0
97;Totaal aardolieproducten;2014 mei;4352.0;6789.0;4592.0;387.0;1810.0;7365.0;7685.0;1457.0;-661.0;4351.0;2225.0;213.0;293.0;1719.0;2126.0;183.0;217.0;620.0;14.0;1092.41;8681.0;9342.0;-661.0
98;Totaal aardolieproducten;2014 juni;3648.0;5742.0;4043.0;305.0;1393.0;7027.0;7392.0;1419.0;-310.0;3648.0;1673.0;149.0;208.0;1317.0;1974.0;183.0;194.0;549.0;12.0;1037.09;9342.0;9651.0;-310.0
99;Totaal aardolieproducten;2014 2e kwartaal;11683.0;18764.0;13507.0;1006.0;4251.0;21577.0;23382.0;4284.0;-992.0;11683.0;5574.0;820.0;713.0;4042.0;6109.0;558.0;603.0;1694.0;43.0;3210.4;8659.0;9651.0;-992.0
100;Totaal aardolieproducten;2014 juli;3446.0;5892.0;4556.0;316.0;1020.0;7173.0;8283.0;1408.0;72.0;3446.0;1452.0;285.0;201.0;966.0;1994.0;200.0;202.0;529.0;25.0;1037.55;9651.0;9579.0;72.0
101;Totaal aardolieproducten;2014 augustus;3415.0;5907.0;4677.0;302.0;928.0;7540.0;8174.0;1414.0;-443.0;3414.0;1515.0;476.0;200.0;839.0;1899.0;182.0;195.0;529.0;30.0;962.54;9579.0;10023.0;-443.0
102;Totaal aardolieproducten;2014 september;3454.0;6242.0;4905.0;325.0;1012.0;7722.0;8923.0;1444.0;-144.0;3454.0;1560.0;396.0;215.0;949.0;1894.0;167.0;191.0;465.0;12.0;1059.07;10023.0;10167.0;-144.0
103;Totaal aardolieproducten;2014 3e kwartaal;10314.0;18041.0;14138.0;943.0;2960.0;22435.0;25380.0;4266.0;-515.0;10314.0;4527.0;1157.0;615.0;2754.0;5787.0;549.0;589.0;1523.0;67.0;3059.17;9651.0;10167.0;-515.0
104;Totaal aardolieproducten;2014 oktober;2995.0;6280.0;5036.0;265.0;979.0;6564.0;9045.0;1323.0;517.0;2994.0;1287.0;236.0;134.0;917.0;1707.0;173.0;142.0;255.0;18.0;1118.43;10167.0;9649.0;517.0
105;Totaal aardolieproducten;2014 november;3012.0;6086.0;4904.0;247.0;934.0;6642.0;8673.0;1292.0;250.0;3012.0;1340.0;314.0;150.0;875.0;1673.0;171.0;150.0;319.0;14.0;1018.68;9649.0;9399.0;250.0
106;Totaal aardolieproducten;2014 december;3356.0;6352.0;4943.0;293.0;1117.0;7355.0;8761.0;1359.0;-231.0;3356.0;1594.0;431.0;172.0;992.0;1762.0;183.0;147.0;369.0;12.0;1050.13;9399.0;9630.0;-231.0
107;Totaal aardolieproducten;2014 4e kwartaal;9363.0;18718.0;14882.0;806.0;3030.0;20561.0;26479.0;3974.0;537.0;9363.0;4221.0;981.0;455.0;2784.0;5142.0;528.0;440.0;943.0;44.0;3187.24;10167.0;9630.0;537.0
108;Totaal aardolieproducten;2015 januari;3660.0;6844.0;5102.0;302.0;1440.0;7632.0;8845.0;1278.0;-692.0;3660.0;1849.0;270.0;202.0;1377.0;1811.0;213.0;157.0;455.0;14.0;972.3;9630.0;10321.0;-692.0
109;Totaal aardolieproducten;2015 februari;3375.0;6191.0;4479.0;288.0;1424.0;7307.0;9439.0;1142.0;459.0;3375.0;1637.0;128.0;201.0;1308.0;1738.0;185.0;144.0;444.0;12.0;953.07;10321.0;9862.0;459.0
110;Totaal aardolieproducten;2015 maart;3737.0;6171.0;4568.0;256.0;1346.0;8864.0;10379.0;1422.0;504.0;3737.0;1716.0;264.0;160.0;1292.0;2021.0;186.0;141.0;615.0;13.0;1068.69;9862.0;9318.0;544.0
111;Totaal aardolieproducten;2015 1e kwartaal;10657.0;19220.0;14135.0;875.0;4210.0;23782.0;28906.0;3750.0;312.0;10656.0;5215.0;662.0;591.0;3962.0;5442.0;583.0;458.0;1368.0;39.0;2994.06;9630.0;9318.0;312.0
112;Totaal aardolieproducten;2015 april;3448.0;6247.0;4554.0;250.0;1444.0;8284.0;10063.0;1302.0;280.0;3448.0;1703.0;287.0;139.0;1277.0;1744.0;181.0;127.0;340.0;13.0;1083.61;9318.0;9038.0;280.0
113;Totaal aardolieproducten;2015 mei;3837.0;7150.0;5257.0;287.0;1606.0;8519.0;9840.0;1325.0;-668.0;3837.0;2069.0;372.0;166.0;1530.0;1769.0;193.0;162.0;380.0;14.0;1019.91;9038.0;9705.0;-668.0
114;Totaal aardolieproducten;2015 juni;3571.0;6546.0;4834.0;299.0;1413.0;7673.0;9337.0;1287.0;-25.0;3571.0;1785.0;293.0;169.0;1324.0;1785.0;193.0;157.0;334.0;15.0;1086.14;9705.0;9730.0;-25.0
115;Totaal aardolieproducten;2015 2e kwartaal;10856.0;19944.0;14644.0;836.0;4463.0;24476.0;29239.0;3913.0;-412.0;10856.0;5557.0;952.0;474.0;4131.0;5298.0;567.0;446.0;1054.0;41.0;3189.66;9318.0;9730.0;-412.0
116;Totaal aardolieproducten;2015 juli;4035.0;7024.0;5160.0;297.0;1567.0;7465.0;8638.0;1302.0;-513.0;4035.0;2017.0;319.0;214.0;1485.0;2017.0;205.0;185.0;552.0;17.0;1058.91;9730.0;10243.0;-513.0
117;Totaal aardolieproducten;2015 augustus;3553.0;6679.0;5153.0;329.0;1196.0;7929.0;8658.0;1343.0;-1055.0;3553.0;1611.0;252.0;214.0;1146.0;1942.0;212.0;203.0;541.0;16.0;970.51;10243.0;11298.0;-1055.0
118;Totaal aardolieproducten;2015 september;4119.0;6924.0;5130.0;345.0;1450.0;7718.0;8912.0;1417.0;-193.0;4119.0;1966.0;299.0;268.0;1399.0;2153.0;197.0;199.0;667.0;20.0;1069.88;11298.0;11491.0;-193.0
119;Totaal aardolieproducten;2015 3e kwartaal;11707.0;20627.0;15443.0;971.0;4213.0;23111.0;26208.0;4062.0;-1761.0;11707.0;5594.0;869.0;695.0;4030.0;6113.0;614.0;587.0;1760.0;52.0;3099.3;9730.0;11491.0;-1761.0
120;Totaal aardolieproducten;2015 oktober;4016.0;7021.0;5281.0;372.0;1368.0;7754.0;9616.0;1374.0;232.0;4016.0;1867.0;315.0;281.0;1271.0;2149.0;195.0;217.0;597.0;19.0;1121.81;11491.0;11259.0;232.0
121;Totaal aardolieproducten;2015 november;3363.0;5818.0;4541.0;315.0;961.0;7459.0;8296.0;1308.0;-309.0;3363.0;1426.0;322.0;219.0;885.0;1937.0;183.0;179.0;497.0;15.0;1061.96;11259.0;11569.0;-309.0
122;Totaal aardolieproducten;2015 december;3835.0;6842.0;5229.0;331.0;1282.0;8026.0;9331.0;1344.0;-358.0;3835.0;1649.0;268.0;268.0;1113.0;2187.0;205.0;192.0;711.0;15.0;1063.77;11569.0;11927.0;-358.0
123;Totaal aardolieproducten;2015 4e kwartaal;11215.0;19680.0;15052.0;1017.0;3611.0;23239.0;27243.0;4026.0;-436.0;11214.0;4942.0;905.0;768.0;3269.0;6273.0;583.0;588.0;1805.0;49.0;3247.54;11491.0;11927.0;-436.0
124;Totaal aardolieproducten;2016 januari;3704.0;6708.0;5183.0;336.0;1189.0;7530.0;8768.0;1299.0;-467.0;3704.0;1815.0;427.0;205.0;1184.0;1889.0;206.0;202.0;501.0;11.0;968.66;11927.0;12394.0;-467.0
125;Totaal aardolieproducten;2016 februari;4150.0;6834.0;4595.0;307.0;1933.0;7316.0;8723.0;1231.0;-46.0;4150.0;2280.0;197.0;204.0;1878.0;1870.0;194.0;188.0;502.0;10.0;975.56;12394.0;12440.0;-46.0
