ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_019Jaar_2;k_2064Jaar_3;k_65JaarEnOuder_4;k_019Jaar_5;k_2064Jaar_6;k_65JaarEnOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclSaldoAdmCorrecties_15;MigratiesaldoInclSaldoAdmCorr_16
0;1;2000;15863950.0;3873008.0;9838500.0;2152442.0;24.4;62.0;13.6;0.612;206598.0;1.72;140991.0;75.39;80.48;131954.0;79748.0;52206.0
1;1;2001;15981758.0;3905547.0;9901478.0;2174742.0;24.4;62.0;13.6;0.614;206490.0;1.73;141024.0;75.5;80.74;132097.0;81561.0;50536.0
2;1;2002;16097764.0;3939304.0;9959249.0;2199214.0;24.5;61.9;13.7;0.616;204963.0;1.74;141391.0;75.75;80.86;132700.0;83001.0;49699.0
3;1;2003;16211034.0;3976128.0;10011221.0;2223687.0;24.5;61.8;13.7;0.619;202339.0;1.75;141770.0;76.0;80.96;132863.0;84392.0;48471.0
4;1;2004;16320079.0;4011258.0;10053367.0;2255450.0;24.6;61.6;13.8;0.623;199545.0;1.75;142244.0;76.25;81.07;132828.0;85501.0;47327.0
5;1;2005;16424709.0;4038449.0;10096882.0;2289371.0;24.6;61.5;13.9;0.627;196651.0;1.75;143615.0;76.41;81.15;132430.0;86530.0;45900.0
6;1;2006;16523637.0;4058486.0;10138026.0;2327124.0;24.6;61.4;14.1;0.63;193893.0;1.76;145271.0;76.55;81.22;131981.0;87466.0;44515.0
7;1;2007;16616780.0;4069423.0;10188147.0;2359203.0;24.5;61.3;14.2;0.631;191395.0;1.76;147119.0;76.68;81.26;131562.0;88339.0;43223.0
8;1;2008;16704273.0;4075605.0;10232219.0;2396453.0;24.4;61.3;14.3;0.633;189375.0;1.76;148989.0;76.8;81.3;131214.0;89167.0;42047.0
9;1;2009;16786706.0;4079782.0;10262580.0;2444344.0;24.3;61.1;14.6;0.636;187667.0;1.75;151011.0;76.92;81.34;131071.0;89962.0;41109.0
10;1;2010;16864472.0;4079758.0;10286150.0;2498564.0;24.2;61.0;14.8;0.64;186588.0;1.75;152843.0;77.04;81.38;130995.0;90735.0;40260.0
11;1;2011;16938478.0;4070108.0;10325363.0;2543005.0;24.0;61.0;15.0;0.64;186049.0;1.75;154856.0;77.15;81.42;130993.0;91466.0;39527.0
12;1;2012;17009194.0;4059614.0;10300080.0;2649502.0;23.9;60.6;15.6;0.651;185900.0;1.75;156893.0;77.25;81.45;130917.0;92172.0;38745.0
13;1;2013;17076949.0;4050926.0;10280321.0;2745704.0;23.7;60.2;16.1;0.661;186187.0;1.75;159041.0;77.36;81.49;130800.0;92835.0;37965.0
14;1;2014;17142059.0;4043659.0;10271020.0;2827381.0;23.6;59.9;16.5;0.669;186755.0;1.75;161121.0;77.45;81.52;130669.0;93458.0;37211.0
15;1;2015;17204906.0;4035626.0;10269688.0;2899591.0;23.5;59.7;16.9;0.675;187555.0;1.75;163143.0;77.55;81.55;130488.0;94042.0;36446.0
16;1;2016;17265765.0;4032761.0;10266879.0;2966123.0;23.4;59.5;17.2;0.682;188552.0;1.75;165303.0;77.64;81.58;130359.0;94589.0;35770.0
17;1;2017;17324788.0;4030838.0;10265219.0;3028730.0;23.3;59.3;17.5;0.688;189719.0;1.75;167474.0;77.73;81.61;130206.0;95103.0;35103.0
18;1;2018;17382133.0;4027782.0;10259334.0;3095018.0;23.2;59.0;17.8;0.694;190989.0;1.75;169696.0;77.81;81.64;130079.0;95585.0;34494.0
