ID;Scholier;Startkwalificatie;Leeftijd;PersoonsEnArbeidskenmerken;Perioden;TotaalPersonen15Tot65Jaar_1
0;3;3;10;Mannen en vrouwen;2001;10801.0
1;3;3;10;Mannen en vrouwen;2002;10863.0
2;3;3;10;Mannen en vrouwen;2003;10903.0
3;3;3;10;Mannen en vrouwen;2004;10925.0
4;3;3;10;Mannen en vrouwen;2005;10943.0
5;3;3;10;Mannen en vrouwen;2006;10964.0
6;3;3;10;Mannen;2001;5470.0
7;3;3;10;Mannen;2002;5497.0
8;3;3;10;Mannen;2003;5512.0
9;3;3;10;Mannen;2004;5516.0
10;3;3;10;Mannen;2005;5519.0
11;3;3;10;Mannen;2006;5524.0
12;3;3;10;Vrouwen;2001;5332.0
13;3;3;10;Vrouwen;2002;5366.0
14;3;3;10;Vrouwen;2003;5391.0
15;3;3;10;Vrouwen;2004;5409.0
16;3;3;10;Vrouwen;2005;5424.0
17;3;3;10;Vrouwen;2006;5441.0
18;3;3;10;Autochtonen;2001;8794.0
19;3;3;10;Autochtonen;2002;8794.0
20;3;3;10;Autochtonen;2003;8783.0
21;3;3;10;Autochtonen;2004;8773.0
22;3;3;10;Autochtonen;2005;8766.0
23;3;3;10;Autochtonen;2006;8786.0
24;3;3;10;Allochtonen;2001;2004.0
25;3;3;10;Allochtonen;2002;2069.0
26;3;3;10;Allochtonen;2003;2119.0
27;3;3;10;Allochtonen;2004;2151.0
28;3;3;10;Allochtonen;2005;2176.0
29;3;3;10;Allochtonen;2006;2177.0
30;3;3;10;Westerse allochtonen;2001;1010.0
31;3;3;10;Westerse allochtonen;2002;1020.0
32;3;3;10;Westerse allochtonen;2003;1023.0
33;3;3;10;Westerse allochtonen;2004;1020.0
34;3;3;10;Westerse allochtonen;2005;1019.0
35;3;3;10;Westerse allochtonen;2006;1024.0
36;3;3;10;Niet-westerse allochtonen;2001;994.0
37;3;3;10;Niet-westerse allochtonen;2002;1049.0
38;3;3;10;Niet-westerse allochtonen;2003;1096.0
39;3;3;10;Niet-westerse allochtonen;2004;1131.0
40;3;3;10;Niet-westerse allochtonen;2005;1157.0
41;3;3;10;Niet-westerse allochtonen;2006;1153.0
42;3;3;10;Herkomst: onbekend;2001;3.0
43;3;3;10;Herkomst: onbekend;2002;
44;3;3;10;Herkomst: onbekend;2003;
45;3;3;10;Herkomst: onbekend;2004;
46;3;3;10;Herkomst: onbekend;2005;
47;3;3;10;Herkomst: onbekend;2006;2.0
48;3;3;10;Eenpersoonshuishouden;2001;1555.0
49;3;3;10;Eenpersoonshuishouden;2002;1533.0
50;3;3;10;Eenpersoonshuishouden;2003;1535.0
51;3;3;10;Eenpersoonshuishouden;2004;1563.0
52;3;3;10;Eenpersoonshuishouden;2005;1574.0
53;3;3;10;Eenpersoonshuishouden;2006;1617.0
54;3;3;10;Eenouder;2001;335.0
55;3;3;10;Eenouder;2002;361.0
56;3;3;10;Eenouder;2003;380.0
57;3;3;10;Eenouder;2004;372.0
58;3;3;10;Eenouder;2005;398.0
59;3;3;10;Eenouder;2006;414.0
60;3;3;10;Lid van ouderpaar;2001;4089.0
61;3;3;10;Lid van ouderpaar;2002;4139.0
62;3;3;10;Lid van ouderpaar;2003;4096.0
63;3;3;10;Lid van ouderpaar;2004;4105.0
64;3;3;10;Lid van ouderpaar;2005;4095.0
65;3;3;10;Lid van ouderpaar;2006;4067.0
66;3;3;10;Lid van paar (geen kinderen);2001;3118.0
67;3;3;10;Lid van paar (geen kinderen);2002;3054.0
68;3;3;10;Lid van paar (geen kinderen);2003;3129.0
69;3;3;10;Lid van paar (geen kinderen);2004;3088.0
70;3;3;10;Lid van paar (geen kinderen);2005;3038.0
71;3;3;10;Lid van paar (geen kinderen);2006;3038.0
72;3;3;10;Kind in huishouden;2001;1543.0
73;3;3;10;Kind in huishouden;2002;1624.0
74;3;3;10;Kind in huishouden;2003;1593.0
75;3;3;10;Kind in huishouden;2004;1628.0
76;3;3;10;Kind in huishouden;2005;1649.0
77;3;3;10;Kind in huishouden;2006;1650.0
78;3;3;10;Overig lid huishouden;2001;162.0
79;3;3;10;Overig lid huishouden;2002;152.0
80;3;3;10;Overig lid huishouden;2003;170.0
81;3;3;10;Overig lid huishouden;2004;169.0
82;3;3;10;Overig lid huishouden;2005;189.0
83;3;3;10;Overig lid huishouden;2006;179.0
84;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2001;1420.0
85;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2002;1437.0
86;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2003;1448.0
87;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2004;1461.0
88;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2005;1472.0
89;3;3;10;Woonplaats: A'dam/R'dam/Den Haag/Utrecht;2006;1481.0
90;3;3;10;Woonplaats: Overige grote gemeenten;2001;1929.0
91;3;3;10;Woonplaats: Overige grote gemeenten;2002;1948.0
92;3;3;10;Woonplaats: Overige grote gemeenten;2003;1965.0
93;3;3;10;Woonplaats: Overige grote gemeenten;2004;1981.0
94;3;3;10;Woonplaats: Overige grote gemeenten;2005;1994.0
95;3;3;10;Woonplaats: Overige grote gemeenten;2006;2001.0
96;3;3;10;Woonplaats: Overige gemeenten;2001;7452.0
97;3;3;10;Woonplaats: Overige gemeenten;2002;7478.0
98;3;3;10;Woonplaats: Overige gemeenten;2003;7489.0
99;3;3;10;Woonplaats: Overige gemeenten;2004;7483.0
100;3;3;10;Woonplaats: Overige gemeenten;2005;7477.0
101;3;3;10;Woonplaats: Overige gemeenten;2006;7483.0
102;3;3;10;Werkzame beroepsbevolking;2001;7021.0
103;3;3;10;Werkzame beroepsbevolking;2002;7035.0
104;3;3;10;Werkzame beroepsbevolking;2003;7001.0
105;3;3;10;Werkzame beroepsbevolking;2004;6919.0
106;3;3;10;Werkzame beroepsbevolking;2005;6918.0
107;3;3;10;Werkzame beroepsbevolking;2006;7074.0
108;3;3;10;Werkloze beroepsbevolking;2001;252.0
109;3;3;10;Werkloze beroepsbevolking;2002;302.0
110;3;3;10;Werkloze beroepsbevolking;2003;399.0
111;3;3;10;Werkloze beroepsbevolking;2004;479.0
112;3;3;10;Werkloze beroepsbevolking;2005;483.0
113;3;3;10;Werkloze beroepsbevolking;2006;413.0
114;3;3;10;Wil werk 12 uur of meer per week;2001;424.0
115;3;3;10;Wil werk 12 uur of meer per week;2002;411.0
116;3;3;10;Wil werk 12 uur of meer per week;2003;465.0
117;3;3;10;Wil werk 12 uur of meer per week;2004;524.0
118;3;3;10;Wil werk 12 uur of meer per week;2005;564.0
119;3;3;10;Wil werk 12 uur of meer per week;2006;558.0
120;3;3;10;Zorg gezin of huishouden;2001;894.0
121;3;3;10;Zorg gezin of huishouden;2002;789.0
122;3;3;10;Zorg gezin of huishouden;2003;698.0
123;3;3;10;Zorg gezin of huishouden;2004;647.0
124;3;3;10;Zorg gezin of huishouden;2005;586.0
125;3;3;10;Zorg gezin of huishouden;2006;491.0
126;3;3;10;Opleiding/studie;2001;880.0
127;3;3;10;Opleiding/studie;2002;905.0
128;3;3;10;Opleiding/studie;2003;915.0
129;3;3;10;Opleiding/studie;2004;937.0
130;3;3;10;Opleiding/studie;2005;955.0
131;3;3;10;Opleiding/studie;2006;970.0
132;3;3;10;VUT;2001;299.0
133;3;3;10;VUT;2002;366.0
134;3;3;10;VUT;2003;388.0
135;3;3;10;VUT;2004;400.0
136;3;3;10;VUT;2005;393.0
137;3;3;10;VUT;2006;384.0
138;3;3;10;Ziekte/arbeidsongeschiktheid;2001;612.0
139;3;3;10;Ziekte/arbeidsongeschiktheid;2002;647.0
140;3;3;10;Ziekte/arbeidsongeschiktheid;2003;646.0
141;3;3;10;Ziekte/arbeidsongeschiktheid;2004;643.0
142;3;3;10;Ziekte/arbeidsongeschiktheid;2005;660.0
143;3;3;10;Ziekte/arbeidsongeschiktheid;2006;652.0
144;3;3;10;Andere redenen;2001;420.0
145;3;3;10;Andere redenen;2002;406.0
146;3;3;10;Andere redenen;2003;391.0
147;3;3;10;Andere redenen;2004;376.0
148;3;3;10;Andere redenen;2005;385.0
149;3;3;10;Andere redenen;2006;423.0
150;3;3;10;Betaalde opleiding < 6 maanden;2001;514.0
151;3;3;10;Betaalde opleiding < 6 maanden;2002;482.0
152;3;3;10;Betaalde opleiding < 6 maanden;2003;503.0
153;3;3;10;Betaalde opleiding < 6 maanden;2004;446.0
154;3;3;10;Betaalde opleiding < 6 maanden;2005;471.0
155;3;3;10;Betaalde opleiding < 6 maanden;2006;464.0
156;3;3;10;Betaalde opleiding >= 6 maanden;2001;394.0
157;3;3;10;Betaalde opleiding >= 6 maanden;2002;369.0
158;3;3;10;Betaalde opleiding >= 6 maanden;2003;378.0
159;3;3;10;Betaalde opleiding >= 6 maanden;2004;332.0
160;3;3;10;Betaalde opleiding >= 6 maanden;2005;289.0
161;3;3;10;Betaalde opleiding >= 6 maanden;2006;289.0
162;3;3;10;Niet door bedrijf betaald;2001;8603.0
163;3;3;10;Niet door bedrijf betaald;2002;8669.0
164;3;3;10;Niet door bedrijf betaald;2003;8674.0
165;3;3;10;Niet door bedrijf betaald;2004;8696.0
166;3;3;10;Niet door bedrijf betaald;2005;8691.0
167;3;3;10;Niet door bedrijf betaald;2006;8723.0
168;3;3;10;Niet van toepassing/onbekend;2001;1290.0
169;3;3;10;Niet van toepassing/onbekend;2002;1343.0
170;3;3;10;Niet van toepassing/onbekend;2003;1348.0
171;3;3;10;Niet van toepassing/onbekend;2004;1451.0
172;3;3;10;Niet van toepassing/onbekend;2005;1493.0
173;3;3;10;Niet van toepassing/onbekend;2006;1488.0
174;3;3;10;Werknemers vaste arbeidsrelatie;2001;6128.0
175;3;3;10;Werknemers vaste arbeidsrelatie;2002;6161.0
176;3;3;10;Werknemers vaste arbeidsrelatie;2003;6154.0
177;3;3;10;Werknemers vaste arbeidsrelatie;2004;6042.0
178;3;3;10;Werknemers vaste arbeidsrelatie;2005;5975.0
179;3;3;10;Werknemers vaste arbeidsrelatie;2006;5999.0
180;3;3;10;Uitzendkrachten;2001;221.0
181;3;3;10;Uitzendkrachten;2002;205.0
182;3;3;10;Uitzendkrachten;2003;179.0
183;3;3;10;Uitzendkrachten;2004;185.0
184;3;3;10;Uitzendkrachten;2005;198.0
185;3;3;10;Uitzendkrachten;2006;233.0
186;3;3;10;Oproep-/invalkrachten;2001;281.0
187;3;3;10;Oproep-/invalkrachten;2002;267.0
188;3;3;10;Oproep-/invalkrachten;2003;265.0
189;3;3;10;Oproep-/invalkrachten;2004;277.0
190;3;3;10;Oproep-/invalkrachten;2005;301.0
191;3;3;10;Oproep-/invalkrachten;2006;289.0
192;3;3;10;Overige flexibelen;2001;343.0
193;3;3;10;Overige flexibelen;2002;358.0
194;3;3;10;Overige flexibelen;2003;350.0
195;3;3;10;Overige flexibelen;2004;373.0
196;3;3;10;Overige flexibelen;2005;386.0
197;3;3;10;Overige flexibelen;2006;428.0
198;3;3;10;Zelfstandigen;2001;856.0
199;3;3;10;Zelfstandigen;2002;876.0
200;3;3;10;Zelfstandigen;2003;883.0
201;3;3;10;Zelfstandigen;2004;905.0
202;3;3;10;Zelfstandigen;2005;925.0
203;3;3;10;Zelfstandigen;2006;987.0
204;3;3;10;Arbeidsrelatie: onbekend/n.v.t.;2001;2972.0
205;3;3;10;Arbeidsrelatie: onbekend/n.v.t.;2002;2996.0
206;3;3;10;Arbeidsrelatie: onbekend/n.v.t.;2003;3073.0
207;3;3;10;Arbeidsrelatie: onbekend/n.v.t.;2004;3143.0
