ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2019Totaal_1;WmoClienten2018InstroomWlz2019_2;SamenloopWmoWlz2018Wlz2019_3;WmoClientenGebruikWlz2019Totaal_4;WmoClienten2018InstroomWlzIn2019_5;SamenloopWmoWlz2018WlzIn2019_6;WmoClientenGebruikWlz2019Totaal_7;WmoClienten2018InstroomWlzIn2019_8;SamenloopWmoWlz2018WlzIn2019_9
2317;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Peel en Maas;85.0;35.0;50.0;18.71;7.74;10.97;26.0;11.0;15.0
2318;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Pekela;35.0;15.0;20.0;11.86;5.13;6.73;38.0;17.0;22.0
2319;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Pijnacker-Nootdorp;75.0;25.0;50.0;15.55;5.46;10.08;26.0;9.0;17.0
2320;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Purmerend;245.0;75.0;170.0;16.7;5.15;11.55;43.0;13.0;30.0
2321;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Putten;60.0;25.0;35.0;18.79;8.18;10.61;34.0;15.0;19.0
2322;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Raalte;110.0;25.0;85.0;19.02;4.36;14.66;39.0;9.0;30.0
2323;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Reimerswaal;;;;;;;;;
2324;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Renkum;90.0;30.0;65.0;17.13;5.4;11.73;30.0;9.0;20.0
2325;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Renswoude;;;;;;;;;
2326;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Reusel-De Mierden;;;;;;;;;
2327;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rheden;120.0;40.0;80.0;22.37;7.21;15.16;28.0;9.0;19.0
2328;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rhenen;50.0;15.0;35.0;17.18;5.84;11.34;32.0;11.0;21.0
2329;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Ridderkerk;140.0;55.0;85.0;14.33;5.57;8.76;33.0;13.0;20.0
2330;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rijnwaarden;;;;;;;;;
2331;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rijssen-Holten;;;;;;;;;
2332;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rijswijk (ZH.);145.0;45.0;100.0;16.65;5.01;11.64;36.0;11.0;25.0
2333;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Roerdalen;30.0;10.0;20.0;17.47;6.63;10.84;16.0;6.0;10.0
2334;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Roermond;190.0;55.0;140.0;18.06;5.08;12.98;46.0;13.0;33.0
2335;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;De Ronde Venen;65.0;25.0;35.0;13.91;5.74;8.17;20.0;8.0;12.0
2336;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Roosendaal;265.0;80.0;185.0;15.59;4.74;10.85;45.0;14.0;31.0
2337;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rotterdam;1575.0;450.0;1125.0;13.74;3.91;9.83;46.0;13.0;33.0
2338;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rozendaal;;;;;;;;;
2339;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Rucphen;35.0;15.0;15.0;11.64;5.82;5.82;19.0;9.0;9.0
2340;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schagen;;;;;;;;;
2341;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Scherpenzeel;20.0;10.0;15.0;16.15;6.15;10.0;31.0;12.0;19.0
2342;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schiedam;235.0;75.0;160.0;13.05;4.13;8.92;52.0;16.0;35.0
2343;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schiermonnikoog;;;;;;;;;
2344;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schijndel;;;;;;;;;
2345;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schinnen;;;;;;;;;
2346;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Schouwen-Duiveland;85.0;30.0;55.0;16.38;5.78;10.6;27.0;9.0;17.0
2347;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Simpelveld;;;;;;;;;
2348;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sint Anthonis;;;;;;;;;
2349;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sint-Michielsgestel;60.0;20.0;40.0;15.73;4.8;10.93;26.0;8.0;18.0
2350;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sint-Oedenrode;;;;;;;;;
2351;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sittard-Geleen;405.0;110.0;300.0;18.33;4.91;13.42;52.0;14.0;38.0
2352;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sliedrecht;70.0;20.0;50.0;18.14;5.29;12.85;40.0;12.0;29.0
2353;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Slochteren;;;;;;;;;
2354;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Sluis;50.0;15.0;35.0;11.09;3.26;7.83;22.0;7.0;16.0
2355;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Smallingerland;160.0;60.0;105.0;19.47;7.09;12.38;37.0;14.0;24.0
2356;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Soest;105.0;30.0;75.0;15.65;4.56;11.09;28.0;8.0;20.0
2357;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Someren;55.0;20.0;35.0;18.86;7.07;11.78;39.0;15.0;25.0
2358;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Son en Breugel;55.0;15.0;35.0;25.96;8.17;17.79;34.0;11.0;23.0
2359;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Stadskanaal;130.0;35.0;95.0;13.41;3.76;9.65;44.0;12.0;32.0
2360;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Staphorst;20.0;10.0;5.0;18.18;11.11;7.07;20.0;12.0;8.0
2361;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Stede Broec;25.0;15.0;15.0;16.36;7.88;8.48;16.0;8.0;9.0
2362;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Steenbergen;;;;;;;;;
2363;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Steenwijkerland;105.0;40.0;65.0;16.72;6.53;10.19;30.0;12.0;19.0
2364;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Stein (L.);;;;;;;;;
2365;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Stichtse Vecht;150.0;55.0;90.0;16.44;6.22;10.22;34.0;13.0;21.0
2366;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Strijen;15.0;5.0;10.0;13.73;4.9;8.82;21.0;8.0;14.0
2367;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Súdwest-Fryslân;265.0;85.0;180.0;13.65;4.4;9.25;37.0;12.0;25.0
2368;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Terneuzen;120.0;45.0;75.0;24.74;9.43;15.3;24.0;9.0;15.0
2369;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Terschelling;15.0;5.0;10.0;22.73;9.09;13.64;38.0;15.0;23.0
2370;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Texel;40.0;15.0;25.0;24.7;9.64;15.06;36.0;14.0;22.0
2371;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Teylingen;95.0;35.0;60.0;22.04;8.12;13.92;37.0;14.0;23.0
2372;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tholen;50.0;15.0;35.0;15.05;4.7;10.34;28.0;9.0;19.0
2373;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tiel;110.0;30.0;80.0;17.68;4.66;13.02;45.0;12.0;33.0
2374;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tilburg;650.0;150.0;500.0;25.54;5.88;19.66;51.0;12.0;40.0
2375;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tubbergen;65.0;20.0;45.0;17.43;5.63;11.8;46.0;15.0;31.0
2376;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Twenterand;55.0;15.0;35.0;15.73;5.04;10.68;24.0;8.0;16.0
2377;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tynaarlo;65.0;25.0;40.0;22.6;8.9;13.7;23.0;9.0;14.0
2378;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Tytsjerksteradiel;55.0;15.0;35.0;11.67;3.52;8.15;19.0;6.0;13.0
2379;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Uden;100.0;35.0;65.0;19.39;6.84;12.55;33.0;11.0;21.0
2380;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Uitgeest;20.0;10.0;10.0;13.19;5.56;7.64;23.0;10.0;13.0
2381;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Uithoorn;55.0;20.0;35.0;16.61;5.96;10.66;26.0;9.0;16.0
2382;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Urk;40.0;10.0;25.0;21.55;6.63;14.92;57.0;18.0;39.0
2383;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Utrecht (gemeente);680.0;180.0;505.0;15.58;4.07;11.51;53.0;14.0;39.0
2384;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Utrechtse Heuvelrug;165.0;55.0;110.0;21.02;7.13;13.89;38.0;13.0;25.0
2385;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vaals;30.0;15.0;10.0;19.58;11.89;7.69;27.0;16.0;11.0
2386;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Valkenburg aan de Geul;75.0;15.0;60.0;19.9;3.93;15.97;44.0;9.0;35.0
2387;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Valkenswaard;90.0;45.0;45.0;21.15;10.34;10.8;31.0;15.0;16.0
2388;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Veendam;80.0;20.0;60.0;14.34;3.49;10.85;36.0;9.0;27.0
2389;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Veenendaal;;;;;;;;;
2390;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Veere;;;;;;;;;
2391;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Veghel;;;;;;;;;
2392;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Veldhoven;;;;;;;;;
2393;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Velsen;180.0;55.0;125.0;15.4;4.76;10.64;38.0;12.0;27.0
2394;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Venlo;285.0;80.0;205.0;12.2;3.44;8.77;38.0;11.0;27.0
2395;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Venray;90.0;30.0;65.0;14.94;4.71;10.23;28.0;9.0;19.0
2396;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vianen;40.0;10.0;25.0;17.12;4.95;12.16;26.0;8.0;19.0
2397;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vijfheerenlanden;;;;;;;;;
2398;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vlaardingen;255.0;80.0;175.0;13.4;4.19;9.21;47.0;15.0;33.0
2399;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vlagtwedde;;;;;;;;;
2400;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vlieland;5.0;0.0;5.0;14.81;0.0;14.81;51.0;0.0;51.0
2401;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vlissingen;120.0;35.0;85.0;15.62;4.61;11.01;34.0;10.0;24.0
2402;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Voerendaal;;;;;;;;;
2403;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Voorschoten;60.0;25.0;40.0;20.33;7.67;12.67;29.0;11.0;18.0
2404;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Voorst;80.0;20.0;60.0;19.13;4.6;14.53;41.0;10.0;31.0
2405;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Vught;60.0;15.0;45.0;21.82;5.45;16.36;33.0;8.0;25.0
2406;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Waadhoeke;145.0;40.0;105.0;20.03;5.6;14.43;42.0;12.0;30.0
2407;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Waalre;25.0;10.0;15.0;21.1;9.17;11.93;15.0;6.0;8.0
2408;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Waalwijk;170.0;45.0;125.0;21.81;5.87;15.94;46.0;12.0;34.0
2409;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Waddinxveen;45.0;15.0;30.0;18.29;5.28;13.01;24.0;7.0;17.0
2410;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wageningen;90.0;25.0;65.0;18.48;4.93;13.55;43.0;11.0;31.0
2411;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wassenaar;55.0;15.0;40.0;22.18;5.65;16.53;22.0;6.0;17.0
2412;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Waterland;45.0;15.0;30.0;14.64;4.67;9.97;31.0;10.0;21.0
2413;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Weert;165.0;45.0;115.0;21.35;6.12;15.23;37.0;11.0;27.0
2414;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Weesp;;;;;;;;;
2415;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Werkendam;50.0;20.0;30.0;15.43;6.23;9.2;27.0;11.0;16.0
2416;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;West Betuwe;;;;;;;;;
2417;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;West Maas en Waal;;;;;;;;;
2418;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westerkwartier;;;;;;;;;
2419;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westerveld;50.0;15.0;40.0;16.35;4.4;11.95;27.0;7.0;19.0
2420;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westervoort;;;;;;;;;
2421;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westerwolde;;;;;;;;;
2422;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westland;270.0;60.0;210.0;20.85;4.71;16.14;37.0;8.0;28.0
2423;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Weststellingwerf;65.0;30.0;35.0;17.66;7.88;9.78;30.0;13.0;16.0
2424;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Westvoorne;;;;;;;;;
2425;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wierden;55.0;20.0;35.0;16.01;5.62;10.39;31.0;11.0;20.0
2426;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wijchen;150.0;50.0;95.0;21.64;7.46;14.18;51.0;17.0;33.0
2427;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wijdemeren;45.0;10.0;35.0;16.79;4.29;12.5;23.0;6.0;17.0
2428;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wijk bij Duurstede;40.0;15.0;30.0;15.16;5.05;10.11;30.0;10.0;20.0
2429;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Winsum;;;;;;;;;
2430;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Winterswijk;;;;;;;;;
2431;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woensdrecht;65.0;20.0;40.0;14.29;4.76;9.52;32.0;11.0;21.0
2432;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woerden;115.0;45.0;70.0;18.05;6.75;11.3;34.0;13.0;21.0
2433;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;De Wolden;50.0;15.0;35.0;17.59;5.17;12.41;25.0;7.0;18.0
2434;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wormerland;;;;;;;;;
2435;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woudenberg;20.0;10.0;10.0;13.46;5.77;7.69;23.0;10.0;13.0
2436;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woudrichem;40.0;15.0;25.0;22.03;7.91;14.12;39.0;14.0;25.0
2437;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zaanstad;330.0;105.0;225.0;14.91;4.84;10.08;33.0;11.0;22.0
2438;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zaltbommel;55.0;20.0;35.0;15.01;5.9;9.12;31.0;12.0;19.0
2439;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zandvoort;40.0;15.0;25.0;13.8;5.39;8.42;26.0;10.0;16.0
2440;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zederik;15.0;5.0;5.0;11.61;6.25;5.36;14.0;7.0;6.0
2441;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zeevang;;;;;;;;;
2442;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zeewolde;35.0;10.0;25.0;16.67;5.39;11.27;34.0;11.0;23.0
2443;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zeist;195.0;60.0;135.0;23.1;7.14;15.95;42.0;13.0;29.0
2444;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zevenaar;140.0;40.0;100.0;14.77;4.22;10.55;39.0;11.0;28.0
2445;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zoetermeer;215.0;65.0;150.0;14.19;4.36;9.83;30.0;9.0;21.0
2446;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zoeterwoude;10.0;5.0;5.0;18.18;11.36;6.82;13.0;8.0;5.0
2447;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zuidhorn;60.0;5.0;55.0;19.68;1.61;18.06;44.0;4.0;40.0
2448;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zuidplas;85.0;25.0;55.0;15.87;4.97;10.9;31.0;10.0;22.0
2449;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zundert;60.0;15.0;50.0;15.09;3.41;11.68;39.0;9.0;30.0
2450;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zutphen;;;;;;;;;
2451;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwartewaterland;45.0;10.0;35.0;20.77;4.83;15.94;34.0;8.0;26.0
2452;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwijndrecht;110.0;40.0;70.0;13.46;4.93;8.53;30.0;11.0;19.0
2453;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwolle;295.0;90.0;200.0;17.09;5.37;11.73;44.0;14.0;30.0
2454;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aa en Hunze;100.0;35.0;65.0;25.19;8.65;16.54;104.0;36.0;68.0
2455;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalburg;55.0;10.0;45.0;24.77;3.74;21.03;156.0;24.0;132.0
2456;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalsmeer;;;;;;;;;
2457;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalten;125.0;55.0;70.0;29.62;12.56;17.06;136.0;58.0;78.0
2458;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Achtkarspelen;145.0;50.0;100.0;30.37;9.92;20.45;192.0;63.0;130.0
2459;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alblasserdam;95.0;25.0;70.0;26.5;6.83;19.67;144.0;37.0;107.0
2460;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Albrandswaard;105.0;25.0;80.0;26.75;6.75;20.0;166.0;42.0;124.0
2461;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alkmaar;470.0;125.0;340.0;29.51;7.94;21.56;155.0;42.0;113.0
2462;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Almelo;205.0;105.0;100.0;26.64;13.52;13.12;94.0;47.0;46.0
2463;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Almere;560.0;170.0;390.0;30.08;9.06;21.02;203.0;61.0;142.0
2464;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alphen aan den Rijn;295.0;110.0;185.0;29.15;10.79;18.35;104.0;38.0;65.0
2465;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alphen-Chaam;25.0;10.0;15.0;21.14;7.32;13.82;82.0;28.0;53.0
2466;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Altena;;;;;;;;;
2467;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ameland;10.0;0.0;10.0;16.0;2.67;13.33;104.0;17.0;87.0
2468;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amersfoort;685.0;185.0;500.0;31.16;8.46;22.7;181.0;49.0;132.0
2469;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amstelveen;;;;;;;;;
2470;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amsterdam;3115.0;820.0;2295.0;25.8;6.8;19.0;204.0;54.0;150.0
2471;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Apeldoorn;860.0;220.0;640.0;33.41;8.6;24.82;160.0;41.0;119.0
2472;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Appingedam;;;;;;;;;
2473;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Arnhem;675.0;170.0;505.0;33.12;8.24;24.88;180.0;45.0;135.0
2474;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Assen;345.0;110.0;235.0;30.08;9.59;20.49;160.0;51.0;109.0
2475;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Asten;90.0;20.0;70.0;31.54;7.17;24.37;181.0;41.0;140.0
2476;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Baarle-Nassau;30.0;10.0;20.0;26.85;8.33;18.52;111.0;34.0;77.0
2477;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Baarn;125.0;35.0;95.0;25.4;6.6;18.8;119.0;31.0;88.0
2478;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Barendrecht;155.0;55.0;100.0;20.69;7.21;13.48;127.0;44.0;83.0
2479;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Barneveld;180.0;45.0;135.0;33.89;8.38;25.51;114.0;28.0;86.0
2480;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bedum;;;;;;;;;
2481;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beek (L.);115.0;35.0;80.0;31.3;9.7;21.61;186.0;57.0;128.0
2482;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beekdaelen;;;;;;;;;
2483;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beemster;25.0;10.0;15.0;19.85;6.87;12.98;88.0;30.0;57.0
2484;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beesel;50.0;20.0;35.0;25.63;9.05;16.58;112.0;39.0;72.0
2485;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bellingwedde;;;;;;;;;
2486;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Berg en Dal;185.0;60.0;125.0;32.23;10.45;21.78;130.0;42.0;88.0
2487;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergeijk;60.0;25.0;35.0;22.06;9.61;12.46;110.0;48.0;62.0
2488;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen (L.);40.0;10.0;25.0;19.69;6.22;13.47;90.0;29.0;62.0
2489;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen (NH.);265.0;65.0;205.0;38.42;9.21;29.21;170.0;41.0;129.0
2490;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen op Zoom;;;;;;;;;
2491;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Berkelland;175.0;75.0;100.0;27.37;11.71;15.66;107.0;46.0;61.0
2492;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bernheze;170.0;40.0;130.0;33.73;7.98;25.75;167.0;39.0;127.0
2493;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Best;80.0;30.0;50.0;20.0;8.0;12.0;101.0;41.0;61.0
2494;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beuningen;;;;;;;;;
2495;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beverwijk;200.0;50.0;150.0;27.41;7.02;20.39;152.0;39.0;113.0
2496;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;het Bildt;;;;;;;;;
2497;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Bilt;255.0;65.0;190.0;30.25;7.59;22.66;114.0;29.0;85.0
2498;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Binnenmaas;95.0;25.0;65.0;25.54;7.34;18.21;97.0;28.0;69.0
2499;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bladel;;;;;;;;;
2500;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Blaricum;10.0;5.0;5.0;19.61;5.88;13.73;32.0;10.0;22.0
2501;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bloemendaal;210.0;45.0;165.0;29.94;6.16;23.78;164.0;34.0;130.0
2502;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bodegraven-Reeuwijk;140.0;55.0;85.0;26.34;10.31;16.03;146.0;57.0;89.0
2503;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boekel;45.0;15.0;30.0;30.5;9.22;21.28;155.0;47.0;108.0
2504;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ten Boer;65.0;10.0;55.0;37.22;6.67;30.56;233.0;42.0;191.0
2505;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borger-Odoorn;135.0;40.0;95.0;25.14;7.32;17.82;160.0;46.0;113.0
2506;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borne;105.0;35.0;70.0;24.36;7.89;16.47;146.0;47.0;99.0
