ID;Projectgrootte;DoorlooptijdVanGereedgekomenWoningen;RegioS;Perioden;GereedgekomenWoningen_1
78;0;1;Zuid-Nederland (LD);2005;12
79;0;1;Zuid-Nederland (LD);2006;9
80;0;1;Zuid-Nederland (LD);2007;6
81;0;1;Zuid-Nederland (LD);2008;6
82;0;1;Zuid-Nederland (LD);2009;5
83;0;1;Zuid-Nederland (LD);2010;6
84;0;1;Zuid-Nederland (LD);2011;6
85;0;1;Groningen (PV);1995;17
86;0;1;Groningen (PV);1996;22
87;0;1;Groningen (PV);1997;16
88;0;1;Groningen (PV);1998;18
89;0;1;Groningen (PV);1999;11
90;0;1;Groningen (PV);2000;10
91;0;1;Groningen (PV);2001;9
92;0;1;Groningen (PV);2002;23
93;0;1;Groningen (PV);2003;8
94;0;1;Groningen (PV);2004;7
95;0;1;Groningen (PV);2005;16
96;0;1;Groningen (PV);2006;15
97;0;1;Groningen (PV);2007;13
98;0;1;Groningen (PV);2008;11
99;0;1;Groningen (PV);2009;5
100;0;1;Groningen (PV);2010;10
101;0;1;Groningen (PV);2011;23
102;0;1;Friesland (PV);1995;24
103;0;1;Friesland (PV);1996;21
104;0;1;Friesland (PV);1997;19
105;0;1;Friesland (PV);1998;23
106;0;1;Friesland (PV);1999;15
107;0;1;Friesland (PV);2000;14
108;0;1;Friesland (PV);2001;15
109;0;1;Friesland (PV);2002;5
110;0;1;Friesland (PV);2003;10
111;0;1;Friesland (PV);2004;21
112;0;1;Friesland (PV);2005;17
113;0;1;Friesland (PV);2006;10
114;0;1;Friesland (PV);2007;10
115;0;1;Friesland (PV);2008;10
116;0;1;Friesland (PV);2009;5
117;0;1;Friesland (PV);2010;8
118;0;1;Friesland (PV);2011;6
119;0;1;Drenthe (PV);1995;16
120;0;1;Drenthe (PV);1996;12
121;0;1;Drenthe (PV);1997;13
122;0;1;Drenthe (PV);1998;16
123;0;1;Drenthe (PV);1999;6
124;0;1;Drenthe (PV);2000;8
125;0;1;Drenthe (PV);2001;7
126;0;1;Drenthe (PV);2002;11
127;0;1;Drenthe (PV);2003;2
128;0;1;Drenthe (PV);2004;17
129;0;1;Drenthe (PV);2005;5
130;0;1;Drenthe (PV);2006;3
131;0;1;Drenthe (PV);2007;3
132;0;1;Drenthe (PV);2008;11
133;0;1;Drenthe (PV);2009;4
134;0;1;Drenthe (PV);2010;18
135;0;1;Drenthe (PV);2011;18
136;0;1;Overijssel (PV);1995;14
137;0;1;Overijssel (PV);1996;14
138;0;1;Overijssel (PV);1997;18
139;0;1;Overijssel (PV);1998;16
140;0;1;Overijssel (PV);1999;5
141;0;1;Overijssel (PV);2000;14
142;0;1;Overijssel (PV);2001;12
143;0;1;Overijssel (PV);2002;15
144;0;1;Overijssel (PV);2003;18
145;0;1;Overijssel (PV);2004;16
146;0;1;Overijssel (PV);2005;24
147;0;1;Overijssel (PV);2006;9
148;0;1;Overijssel (PV);2007;12
149;0;1;Overijssel (PV);2008;7
150;0;1;Overijssel (PV);2009;11
151;0;1;Overijssel (PV);2010;12
152;0;1;Overijssel (PV);2011;7
153;0;1;Flevoland (PV);1995;14
154;0;1;Flevoland (PV);1996;11
155;0;1;Flevoland (PV);1997;6
156;0;1;Flevoland (PV);1998;6
157;0;1;Flevoland (PV);1999;2
158;0;1;Flevoland (PV);2000;3
159;0;1;Flevoland (PV);2001;4
160;0;1;Flevoland (PV);2002;10
161;0;1;Flevoland (PV);2003;11
162;0;1;Flevoland (PV);2004;12
163;0;1;Flevoland (PV);2005;10
164;0;1;Flevoland (PV);2006;4
165;0;1;Flevoland (PV);2007;3
166;0;1;Flevoland (PV);2008;5
167;0;1;Flevoland (PV);2009;3
168;0;1;Flevoland (PV);2010;3
169;0;1;Flevoland (PV);2011;2
170;0;1;Gelderland (PV);1995;10
171;0;1;Gelderland (PV);1996;10
172;0;1;Gelderland (PV);1997;10
173;0;1;Gelderland (PV);1998;11
174;0;1;Gelderland (PV);1999;5
175;0;1;Gelderland (PV);2000;6
176;0;1;Gelderland (PV);2001;7
177;0;1;Gelderland (PV);2002;10
178;0;1;Gelderland (PV);2003;11
179;0;1;Gelderland (PV);2004;10
180;0;1;Gelderland (PV);2005;7
181;0;1;Gelderland (PV);2006;8
182;0;1;Gelderland (PV);2007;15
183;0;1;Gelderland (PV);2008;4
184;0;1;Gelderland (PV);2009;5
185;0;1;Gelderland (PV);2010;2
186;0;1;Gelderland (PV);2011;8
187;0;1;Utrecht (PV);1995;13
188;0;1;Utrecht (PV);1996;8
189;0;1;Utrecht (PV);1997;4
190;0;1;Utrecht (PV);1998;4
191;0;1;Utrecht (PV);1999;4
192;0;1;Utrecht (PV);2000;17
193;0;1;Utrecht (PV);2001;17
194;0;1;Utrecht (PV);2002;10
195;0;1;Utrecht (PV);2003;6
196;0;1;Utrecht (PV);2004;12
197;0;1;Utrecht (PV);2005;9
198;0;1;Utrecht (PV);2006;5
199;0;1;Utrecht (PV);2007;3
200;0;1;Utrecht (PV);2008;9
201;0;1;Utrecht (PV);2009;17
202;0;1;Utrecht (PV);2010;9
203;0;1;Utrecht (PV);2011;8
204;0;1;Noord-Holland (PV);1995;6
205;0;1;Noord-Holland (PV);1996;8
206;0;1;Noord-Holland (PV);1997;7
207;0;1;Noord-Holland (PV);1998;9
208;0;1;Noord-Holland (PV);1999;6
209;0;1;Noord-Holland (PV);2000;6
210;0;1;Noord-Holland (PV);2001;9
211;0;1;Noord-Holland (PV);2002;9
212;0;1;Noord-Holland (PV);2003;12
213;0;1;Noord-Holland (PV);2004;6
214;0;1;Noord-Holland (PV);2005;10
215;0;1;Noord-Holland (PV);2006;7
216;0;1;Noord-Holland (PV);2007;11
217;0;1;Noord-Holland (PV);2008;4
218;0;1;Noord-Holland (PV);2009;13
219;0;1;Noord-Holland (PV);2010;7
220;0;1;Noord-Holland (PV);2011;2
221;0;1;Zuid-Holland (PV);1995;13
222;0;1;Zuid-Holland (PV);1996;6
223;0;1;Zuid-Holland (PV);1997;14
224;0;1;Zuid-Holland (PV);1998;5
225;0;1;Zuid-Holland (PV);1999;5
226;0;1;Zuid-Holland (PV);2000;5
227;0;1;Zuid-Holland (PV);2001;8
228;0;1;Zuid-Holland (PV);2002;12
229;0;1;Zuid-Holland (PV);2003;9
230;0;1;Zuid-Holland (PV);2004;14
231;0;1;Zuid-Holland (PV);2005;7
232;0;1;Zuid-Holland (PV);2006;8
233;0;1;Zuid-Holland (PV);2007;6
234;0;1;Zuid-Holland (PV);2008;13
235;0;1;Zuid-Holland (PV);2009;8
236;0;1;Zuid-Holland (PV);2010;10
237;0;1;Zuid-Holland (PV);2011;11
238;0;1;Zeeland (PV);1995;15
239;0;1;Zeeland (PV);1996;13
240;0;1;Zeeland (PV);1997;10
241;0;1;Zeeland (PV);1998;13
242;0;1;Zeeland (PV);1999;15
243;0;1;Zeeland (PV);2000;6
244;0;1;Zeeland (PV);2001;9
245;0;1;Zeeland (PV);2002;3
246;0;1;Zeeland (PV);2003;15
247;0;1;Zeeland (PV);2004;12
248;0;1;Zeeland (PV);2005;7
249;0;1;Zeeland (PV);2006;10
250;0;1;Zeeland (PV);2007;13
251;0;1;Zeeland (PV);2008;3
252;0;1;Zeeland (PV);2009;4
253;0;1;Zeeland (PV);2010;10
254;0;1;Zeeland (PV);2011;2
255;0;1;Noord-Brabant (PV);1995;6
256;0;1;Noord-Brabant (PV);1996;9
257;0;1;Noord-Brabant (PV);1997;5
258;0;1;Noord-Brabant (PV);1998;8
259;0;1;Noord-Brabant (PV);1999;7
260;0;1;Noord-Brabant (PV);2000;7
261;0;1;Noord-Brabant (PV);2001;5
262;0;1;Noord-Brabant (PV);2002;9
263;0;1;Noord-Brabant (PV);2003;12
264;0;1;Noord-Brabant (PV);2004;7
265;0;1;Noord-Brabant (PV);2005;12
266;0;1;Noord-Brabant (PV);2006;9
267;0;1;Noord-Brabant (PV);2007;6
268;0;1;Noord-Brabant (PV);2008;5
269;0;1;Noord-Brabant (PV);2009;5
270;0;1;Noord-Brabant (PV);2010;5
271;0;1;Noord-Brabant (PV);2011;7
272;0;1;Limburg (PV);1995;6
273;0;1;Limburg (PV);1996;5
274;0;1;Limburg (PV);1997;8
275;0;1;Limburg (PV);1998;7
276;0;1;Limburg (PV);1999;13
277;0;1;Limburg (PV);2000;10
278;0;1;Limburg (PV);2001;7
279;0;1;Limburg (PV);2002;10
280;0;1;Limburg (PV);2003;10
281;0;1;Limburg (PV);2004;10
282;0;1;Limburg (PV);2005;12
283;0;1;Limburg (PV);2006;12
284;0;1;Limburg (PV);2007;7
285;0;1;Limburg (PV);2008;9
286;0;1;Limburg (PV);2009;4
287;0;1;Limburg (PV);2010;8
288;0;1;Limburg (PV);2011;2
289;0;2;Nederland;1995;13
290;0;2;Nederland;1996;11
291;0;2;Nederland;1997;10
292;0;2;Nederland;1998;9
293;0;2;Nederland;1999;7
294;0;2;Nederland;2000;6
295;0;2;Nederland;2001;5
296;0;2;Nederland;2002;5
297;0;2;Nederland;2003;5
298;0;2;Nederland;2004;5
299;0;2;Nederland;2005;5
300;0;2;Nederland;2006;4
301;0;2;Nederland;2007;4
302;0;2;Nederland;2008;4
303;0;2;Nederland;2009;4
304;0;2;Nederland;2010;3
305;0;2;Nederland;2011;3
306;0;2;Noord-Nederland (LD);1995;19
307;0;2;Noord-Nederland (LD);1996;18
308;0;2;Noord-Nederland (LD);1997;17
309;0;2;Noord-Nederland (LD);1998;18
310;0;2;Noord-Nederland (LD);1999;16
311;0;2;Noord-Nederland (LD);2000;18
312;0;2;Noord-Nederland (LD);2001;11
313;0;2;Noord-Nederland (LD);2002;10
314;0;2;Noord-Nederland (LD);2003;9
315;0;2;Noord-Nederland (LD);2004;9
316;0;2;Noord-Nederland (LD);2005;10
317;0;2;Noord-Nederland (LD);2006;11
318;0;2;Noord-Nederland (LD);2007;8
319;0;2;Noord-Nederland (LD);2008;10
320;0;2;Noord-Nederland (LD);2009;7
321;0;2;Noord-Nederland (LD);2010;6
322;0;2;Noord-Nederland (LD);2011;5
323;0;2;Oost-Nederland (LD);1995;15
324;0;2;Oost-Nederland (LD);1996;15
325;0;2;Oost-Nederland (LD);1997;13
326;0;2;Oost-Nederland (LD);1998;12
327;0;2;Oost-Nederland (LD);1999;12
328;0;2;Oost-Nederland (LD);2000;9
329;0;2;Oost-Nederland (LD);2001;8
330;0;2;Oost-Nederland (LD);2002;8
331;0;2;Oost-Nederland (LD);2003;5
332;0;2;Oost-Nederland (LD);2004;6
333;0;2;Oost-Nederland (LD);2005;9
334;0;2;Oost-Nederland (LD);2006;7
335;0;2;Oost-Nederland (LD);2007;5
336;0;2;Oost-Nederland (LD);2008;4
337;0;2;Oost-Nederland (LD);2009;5
338;0;2;Oost-Nederland (LD);2010;5
339;0;2;Oost-Nederland (LD);2011;5
340;0;2;West-Nederland (LD);1995;10
341;0;2;West-Nederland (LD);1996;6
342;0;2;West-Nederland (LD);1997;8
343;0;2;West-Nederland (LD);1998;6
344;0;2;West-Nederland (LD);1999;3
345;0;2;West-Nederland (LD);2000;4
346;0;2;West-Nederland (LD);2001;3
347;0;2;West-Nederland (LD);2002;3
348;0;2;West-Nederland (LD);2003;5
349;0;2;West-Nederland (LD);2004;4
350;0;2;West-Nederland (LD);2005;4
351;0;2;West-Nederland (LD);2006;2
352;0;2;West-Nederland (LD);2007;2
353;0;2;West-Nederland (LD);2008;3
354;0;2;West-Nederland (LD);2009;3
355;0;2;West-Nederland (LD);2010;3
356;0;2;West-Nederland (LD);2011;3
357;0;2;Zuid-Nederland (LD);1995;13
358;0;2;Zuid-Nederland (LD);1996;11
359;0;2;Zuid-Nederland (LD);1997;9
360;0;2;Zuid-Nederland (LD);1998;9
361;0;2;Zuid-Nederland (LD);1999;5
362;0;2;Zuid-Nederland (LD);2000;4
363;0;2;Zuid-Nederland (LD);2001;5
364;0;2;Zuid-Nederland (LD);2002;2
365;0;2;Zuid-Nederland (LD);2003;5
366;0;2;Zuid-Nederland (LD);2004;4
367;0;2;Zuid-Nederland (LD);2005;4
368;0;2;Zuid-Nederland (LD);2006;3
369;0;2;Zuid-Nederland (LD);2007;4
370;0;2;Zuid-Nederland (LD);2008;3
371;0;2;Zuid-Nederland (LD);2009;3
372;0;2;Zuid-Nederland (LD);2010;2
373;0;2;Zuid-Nederland (LD);2011;2
374;0;2;Groningen (PV);1995;14
375;0;2;Groningen (PV);1996;16
376;0;2;Groningen (PV);1997;13
377;0;2;Groningen (PV);1998;20
378;0;2;Groningen (PV);1999;13
379;0;2;Groningen (PV);2000;20
380;0;2;Groningen (PV);2001;17
381;0;2;Groningen (PV);2002;6
382;0;2;Groningen (PV);2003;13
383;0;2;Groningen (PV);2004;4
384;0;2;Groningen (PV);2005;7
385;0;2;Groningen (PV);2006;12
386;0;2;Groningen (PV);2007;6
387;0;2;Groningen (PV);2008;9
388;0;2;Groningen (PV);2009;6
389;0;2;Groningen (PV);2010;8
390;0;2;Groningen (PV);2011;6
391;0;2;Friesland (PV);1995;23
392;0;2;Friesland (PV);1996;22
393;0;2;Friesland (PV);1997;19
394;0;2;Friesland (PV);1998;18
395;0;2;Friesland (PV);1999;20
396;0;2;Friesland (PV);2000;25
397;0;2;Friesland (PV);2001;11
398;0;2;Friesland (PV);2002;14
399;0;2;Friesland (PV);2003;10
400;0;2;Friesland (PV);2004;10
401;0;2;Friesland (PV);2005;10
402;0;2;Friesland (PV);2006;9
403;0;2;Friesland (PV);2007;9
404;0;2;Friesland (PV);2008;11
405;0;2;Friesland (PV);2009;9
406;0;2;Friesland (PV);2010;4
407;0;2;Friesland (PV);2011;5
408;0;2;Drenthe (PV);1995;19
409;0;2;Drenthe (PV);1996;16
410;0;2;Drenthe (PV);1997;17
411;0;2;Drenthe (PV);1998;15
412;0;2;Drenthe (PV);1999;16
413;0;2;Drenthe (PV);2000;9
414;0;2;Drenthe (PV);2001;5
415;0;2;Drenthe (PV);2002;10
416;0;2;Drenthe (PV);2003;5
417;0;2;Drenthe (PV);2004;11
418;0;2;Drenthe (PV);2005;13
419;0;2;Drenthe (PV);2006;12
420;0;2;Drenthe (PV);2007;9
421;0;2;Drenthe (PV);2008;11
422;0;2;Drenthe (PV);2009;5
423;0;2;Drenthe (PV);2010;4
424;0;2;Drenthe (PV);2011;5
425;0;2;Overijssel (PV);1995;17
426;0;2;Overijssel (PV);1996;19
427;0;2;Overijssel (PV);1997;19
428;0;2;Overijssel (PV);1998;9
429;0;2;Overijssel (PV);1999;14
430;0;2;Overijssel (PV);2000;11
431;0;2;Overijssel (PV);2001;9
432;0;2;Overijssel (PV);2002;9
433;0;2;Overijssel (PV);2003;6
434;0;2;Overijssel (PV);2004;7
435;0;2;Overijssel (PV);2005;10
436;0;2;Overijssel (PV);2006;10
437;0;2;Overijssel (PV);2007;7
438;0;2;Overijssel (PV);2008;4
439;0;2;Overijssel (PV);2009;6
440;0;2;Overijssel (PV);2010;9
441;0;2;Overijssel (PV);2011;4
442;0;2;Flevoland (PV);1995;14
443;0;2;Flevoland (PV);1996;11
444;0;2;Flevoland (PV);1997;10
445;0;2;Flevoland (PV);1998;11
446;0;2;Flevoland (PV);1999;13
447;0;2;Flevoland (PV);2000;10
448;0;2;Flevoland (PV);2001;4
449;0;2;Flevoland (PV);2002;7
450;0;2;Flevoland (PV);2003;3
451;0;2;Flevoland (PV);2004;7
452;0;2;Flevoland (PV);2005;11
453;0;2;Flevoland (PV);2006;5
454;0;2;Flevoland (PV);2007;4
455;0;2;Flevoland (PV);2008;7
456;0;2;Flevoland (PV);2009;14
457;0;2;Flevoland (PV);2010;9
458;0;2;Flevoland (PV);2011;12
459;0;2;Gelderland (PV);1995;14
460;0;2;Gelderland (PV);1996;14
461;0;2;Gelderland (PV);1997;10
462;0;2;Gelderland (PV);1998;14
463;0;2;Gelderland (PV);1999;10
464;0;2;Gelderland (PV);2000;7
465;0;2;Gelderland (PV);2001;9
466;0;2;Gelderland (PV);2002;8
467;0;2;Gelderland (PV);2003;5
468;0;2;Gelderland (PV);2004;5
469;0;2;Gelderland (PV);2005;7
470;0;2;Gelderland (PV);2006;5
471;0;2;Gelderland (PV);2007;5
472;0;2;Gelderland (PV);2008;4
473;0;2;Gelderland (PV);2009;3
474;0;2;Gelderland (PV);2010;2
475;0;2;Gelderland (PV);2011;3
476;0;2;Utrecht (PV);1995;18
477;0;2;Utrecht (PV);1996;9
478;0;2;Utrecht (PV);1997;13
479;0;2;Utrecht (PV);1998;10
480;0;2;Utrecht (PV);1999;4
481;0;2;Utrecht (PV);2000;3
482;0;2;Utrecht (PV);2001;3
483;0;2;Utrecht (PV);2002;6
484;0;2;Utrecht (PV);2003;1
485;0;2;Utrecht (PV);2004;3
486;0;2;Utrecht (PV);2005;3
487;0;2;Utrecht (PV);2006;4
488;0;2;Utrecht (PV);2007;1
489;0;2;Utrecht (PV);2008;3
490;0;2;Utrecht (PV);2009;1
491;0;2;Utrecht (PV);2010;2
492;0;2;Utrecht (PV);2011;1
493;0;2;Noord-Holland (PV);1995;6
494;0;2;Noord-Holland (PV);1996;5
495;0;2;Noord-Holland (PV);1997;5
496;0;2;Noord-Holland (PV);1998;5
497;0;2;Noord-Holland (PV);1999;3
498;0;2;Noord-Holland (PV);2000;4
499;0;2;Noord-Holland (PV);2001;3
500;0;2;Noord-Holland (PV);2002;3
501;0;2;Noord-Holland (PV);2003;7
502;0;2;Noord-Holland (PV);2004;6
503;0;2;Noord-Holland (PV);2005;4
504;0;2;Noord-Holland (PV);2006;3
505;0;2;Noord-Holland (PV);2007;3
506;0;2;Noord-Holland (PV);2008;4
507;0;2;Noord-Holland (PV);2009;2
508;0;2;Noord-Holland (PV);2010;4
509;0;2;Noord-Holland (PV);2011;5
510;0;2;Zuid-Holland (PV);1995;11
511;0;2;Zuid-Holland (PV);1996;5
512;0;2;Zuid-Holland (PV);1997;7
513;0;2;Zuid-Holland (PV);1998;5
514;0;2;Zuid-Holland (PV);1999;3
515;0;2;Zuid-Holland (PV);2000;3
516;0;2;Zuid-Holland (PV);2001;2
517;0;2;Zuid-Holland (PV);2002;3
518;0;2;Zuid-Holland (PV);2003;4
519;0;2;Zuid-Holland (PV);2004;2
520;0;2;Zuid-Holland (PV);2005;3
521;0;2;Zuid-Holland (PV);2006;1
522;0;2;Zuid-Holland (PV);2007;2
523;0;2;Zuid-Holland (PV);2008;2
524;0;2;Zuid-Holland (PV);2009;3
525;0;2;Zuid-Holland (PV);2010;2
526;0;2;Zuid-Holland (PV);2011;2
527;0;2;Zeeland (PV);1995;20
528;0;2;Zeeland (PV);1996;14
529;0;2;Zeeland (PV);1997;15
530;0;2;Zeeland (PV);1998;6
531;0;2;Zeeland (PV);1999;10
532;0;2;Zeeland (PV);2000;10
533;0;2;Zeeland (PV);2001;11
534;0;2;Zeeland (PV);2002;4
535;0;2;Zeeland (PV);2003;6
536;0;2;Zeeland (PV);2004;6
537;0;2;Zeeland (PV);2005;7
538;0;2;Zeeland (PV);2006;4
539;0;2;Zeeland (PV);2007;2
540;0;2;Zeeland (PV);2008;4
541;0;2;Zeeland (PV);2009;3
542;0;2;Zeeland (PV);2010;6
543;0;2;Zeeland (PV);2011;6
544;0;2;Noord-Brabant (PV);1995;12
545;0;2;Noord-Brabant (PV);1996;11
546;0;2;Noord-Brabant (PV);1997;10
547;0;2;Noord-Brabant (PV);1998;8
548;0;2;Noord-Brabant (PV);1999;4
549;0;2;Noord-Brabant (PV);2000;4
550;0;2;Noord-Brabant (PV);2001;4
551;0;2;Noord-Brabant (PV);2002;2
552;0;2;Noord-Brabant (PV);2003;5
553;0;2;Noord-Brabant (PV);2004;4
554;0;2;Noord-Brabant (PV);2005;4
555;0;2;Noord-Brabant (PV);2006;3
556;0;2;Noord-Brabant (PV);2007;3
557;0;2;Noord-Brabant (PV);2008;3
558;0;2;Noord-Brabant (PV);2009;3
559;0;2;Noord-Brabant (PV);2010;3
560;0;2;Noord-Brabant (PV);2011;2
561;0;2;Limburg (PV);1995;18
562;0;2;Limburg (PV);1996;12
563;0;2;Limburg (PV);1997;7
564;0;2;Limburg (PV);1998;15
565;0;2;Limburg (PV);1999;8
566;0;2;Limburg (PV);2000;4
567;0;2;Limburg (PV);2001;6
568;0;2;Limburg (PV);2002;3
569;0;2;Limburg (PV);2003;4
570;0;2;Limburg (PV);2004;5
571;0;2;Limburg (PV);2005;5
572;0;2;Limburg (PV);2006;5
573;0;2;Limburg (PV);2007;5
574;0;2;Limburg (PV);2008;3
575;0;2;Limburg (PV);2009;2
576;0;2;Limburg (PV);2010;1
577;0;2;Limburg (PV);2011;2
578;0;3;Nederland;1995;21
579;0;3;Nederland;1996;18
580;0;3;Nederland;1997;17
581;0;3;Nederland;1998;17
582;0;3;Nederland;1999;13
583;0;3;Nederland;2000;11
584;0;3;Nederland;2001;7
585;0;3;Nederland;2002;8
586;0;3;Nederland;2003;8
587;0;3;Nederland;2004;8
588;0;3;Nederland;2005;9
589;0;3;Nederland;2006;9
590;0;3;Nederland;2007;6
591;0;3;Nederland;2008;7
592;0;3;Nederland;2009;6
593;0;3;Nederland;2010;7
594;0;3;Nederland;2011;7
595;0;3;Noord-Nederland (LD);1995;24
596;0;3;Noord-Nederland (LD);1996;20
597;0;3;Noord-Nederland (LD);1997;21
598;0;3;Noord-Nederland (LD);1998;18
599;0;3;Noord-Nederland (LD);1999;17
600;0;3;Noord-Nederland (LD);2000;26
601;0;3;Noord-Nederland (LD);2001;14
602;0;3;Noord-Nederland (LD);2002;10
603;0;3;Noord-Nederland (LD);2003;11
604;0;3;Noord-Nederland (LD);2004;8
605;0;3;Noord-Nederland (LD);2005;17
606;0;3;Noord-Nederland (LD);2006;17
607;0;3;Noord-Nederland (LD);2007;14
608;0;3;Noord-Nederland (LD);2008;10
609;0;3;Noord-Nederland (LD);2009;11
610;0;3;Noord-Nederland (LD);2010;13
611;0;3;Noord-Nederland (LD);2011;10
612;0;3;Oost-Nederland (LD);1995;19
613;0;3;Oost-Nederland (LD);1996;23
614;0;3;Oost-Nederland (LD);1997;22
615;0;3;Oost-Nederland (LD);1998;24
616;0;3;Oost-Nederland (LD);1999;15
617;0;3;Oost-Nederland (LD);2000;10
618;0;3;Oost-Nederland (LD);2001;12
619;0;3;Oost-Nederland (LD);2002;15
620;0;3;Oost-Nederland (LD);2003;11
621;0;3;Oost-Nederland (LD);2004;12
622;0;3;Oost-Nederland (LD);2005;12
623;0;3;Oost-Nederland (LD);2006;12
624;0;3;Oost-Nederland (LD);2007;8
625;0;3;Oost-Nederland (LD);2008;7
626;0;3;Oost-Nederland (LD);2009;10
627;0;3;Oost-Nederland (LD);2010;11
628;0;3;Oost-Nederland (LD);2011;12
629;0;3;West-Nederland (LD);1995;19
630;0;3;West-Nederland (LD);1996;14
631;0;3;West-Nederland (LD);1997;14
632;0;3;West-Nederland (LD);1998;16
633;0;3;West-Nederland (LD);1999;11
634;0;3;West-Nederland (LD);2000;9
635;0;3;West-Nederland (LD);2001;3
636;0;3;West-Nederland (LD);2002;5
637;0;3;West-Nederland (LD);2003;6
638;0;3;West-Nederland (LD);2004;7
639;0;3;West-Nederland (LD);2005;6
640;0;3;West-Nederland (LD);2006;6
641;0;3;West-Nederland (LD);2007;3
642;0;3;West-Nederland (LD);2008;5
643;0;3;West-Nederland (LD);2009;4
644;0;3;West-Nederland (LD);2010;5
645;0;3;West-Nederland (LD);2011;4
646;0;3;Zuid-Nederland (LD);1995;26
647;0;3;Zuid-Nederland (LD);1996;18
648;0;3;Zuid-Nederland (LD);1997;17
649;0;3;Zuid-Nederland (LD);1998;12
650;0;3;Zuid-Nederland (LD);1999;12
651;0;3;Zuid-Nederland (LD);2000;11
652;0;3;Zuid-Nederland (LD);2001;8
653;0;3;Zuid-Nederland (LD);2002;10
654;0;3;Zuid-Nederland (LD);2003;8
655;0;3;Zuid-Nederland (LD);2004;8
656;0;3;Zuid-Nederland (LD);2005;11
657;0;3;Zuid-Nederland (LD);2006;9
658;0;3;Zuid-Nederland (LD);2007;6
659;0;3;Zuid-Nederland (LD);2008;8
660;0;3;Zuid-Nederland (LD);2009;6
661;0;3;Zuid-Nederland (LD);2010;5
662;0;3;Zuid-Nederland (LD);2011;6
663;0;3;Groningen (PV);1995;28
664;0;3;Groningen (PV);1996;19
665;0;3;Groningen (PV);1997;18
666;0;3;Groningen (PV);1998;16
667;0;3;Groningen (PV);1999;16
