ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
4472;66 Overige financiële dienstverlening;2023 3e kwartaal;2.9;3.0;3.0
4473;66 Overige financiële dienstverlening;2023 4e kwartaal;3.0;2.0;2.0
4474;66 Overige financiële dienstverlening;2023 jaargem. /jaartotaal;3.4;10.0;11.0
4475;66 Overige financiële dienstverlening;2024 1e kwartaal;2.8;3.0;3.0
4476;66 Overige financiële dienstverlening;2024 2e kwartaal;3.3;3.0;3.0
4477;66 Overige financiële dienstverlening;2024 3e kwartaal;3.1;3.0;3.0
4478;66 Overige financiële dienstverlening;2024 4e kwartaal;3.2;3.0;3.0
4479;66 Overige financiële dienstverlening;2024 jaargem. /jaartotaal;3.1;12.0;12.0
4480;L Verhuur en handel van onroerend goed;1997 1e kwartaal;1.1;2.0;1.0
4481;L Verhuur en handel van onroerend goed;1997 2e kwartaal;0.8;1.0;2.0
4482;L Verhuur en handel van onroerend goed;1997 3e kwartaal;0.6;2.0;2.0
4483;L Verhuur en handel van onroerend goed;1997 4e kwartaal;1.2;2.0;1.0
4484;L Verhuur en handel van onroerend goed;1997 jaargem. /jaartotaal;;6.0;6.0
4485;L Verhuur en handel van onroerend goed;1998 1e kwartaal;1.4;2.0;2.0
4486;L Verhuur en handel van onroerend goed;1998 2e kwartaal;1.3;2.0;2.0
4487;L Verhuur en handel van onroerend goed;1998 3e kwartaal;1.1;2.0;2.0
4488;L Verhuur en handel van onroerend goed;1998 4e kwartaal;1.4;2.0;2.0
4489;L Verhuur en handel van onroerend goed;1998 jaargem. /jaartotaal;1.3;8.0;8.0
4490;L Verhuur en handel van onroerend goed;1999 1e kwartaal;1.5;3.0;3.0
4491;L Verhuur en handel van onroerend goed;1999 2e kwartaal;2.1;3.0;2.0
4492;L Verhuur en handel van onroerend goed;1999 3e kwartaal;1.7;2.0;3.0
4493;L Verhuur en handel van onroerend goed;1999 4e kwartaal;2.0;3.0;2.0
4494;L Verhuur en handel van onroerend goed;1999 jaargem. /jaartotaal;1.7;11.0;10.0
4495;L Verhuur en handel van onroerend goed;2000 1e kwartaal;2.5;4.0;3.0
4496;L Verhuur en handel van onroerend goed;2000 2e kwartaal;2.5;3.0;3.0
4497;L Verhuur en handel van onroerend goed;2000 3e kwartaal;2.0;2.0;3.0
4498;L Verhuur en handel van onroerend goed;2000 4e kwartaal;2.0;2.0;2.0
4499;L Verhuur en handel van onroerend goed;2000 jaargem. /jaartotaal;2.2;11.0;11.0
4500;L Verhuur en handel van onroerend goed;2001 1e kwartaal;2.7;3.0;3.0
4501;L Verhuur en handel van onroerend goed;2001 2e kwartaal;2.3;3.0;4.0
4502;L Verhuur en handel van onroerend goed;2001 3e kwartaal;1.6;2.0;3.0
4503;L Verhuur en handel van onroerend goed;2001 4e kwartaal;2.0;3.0;2.0
4504;L Verhuur en handel van onroerend goed;2001 jaargem. /jaartotaal;2.1;12.0;12.0
4505;L Verhuur en handel van onroerend goed;2002 1e kwartaal;1.9;3.0;3.0
4506;L Verhuur en handel van onroerend goed;2002 2e kwartaal;1.9;2.0;2.0
4507;L Verhuur en handel van onroerend goed;2002 3e kwartaal;1.2;2.0;2.0
4508;L Verhuur en handel van onroerend goed;2002 4e kwartaal;1.3;2.0;2.0
4509;L Verhuur en handel van onroerend goed;2002 jaargem. /jaartotaal;1.7;8.0;9.0
4510;L Verhuur en handel van onroerend goed;2003 1e kwartaal;1.5;2.0;2.0
4511;L Verhuur en handel van onroerend goed;2003 2e kwartaal;1.3;2.0;2.0
4512;L Verhuur en handel van onroerend goed;2003 3e kwartaal;0.9;1.0;2.0
4513;L Verhuur en handel van onroerend goed;2003 4e kwartaal;1.3;2.0;1.0
4514;L Verhuur en handel van onroerend goed;2003 jaargem. /jaartotaal;1.3;7.0;7.0
4515;L Verhuur en handel van onroerend goed;2004 1e kwartaal;1.7;2.0;2.0
4516;L Verhuur en handel van onroerend goed;2004 2e kwartaal;1.9;3.0;2.0
4517;L Verhuur en handel van onroerend goed;2004 3e kwartaal;2.1;2.0;2.0
4518;L Verhuur en handel van onroerend goed;2004 4e kwartaal;1.9;3.0;3.0
4519;L Verhuur en handel van onroerend goed;2004 jaargem. /jaartotaal;1.8;10.0;9.0
4520;L Verhuur en handel van onroerend goed;2005 1e kwartaal;2.3;3.0;3.0
4521;L Verhuur en handel van onroerend goed;2005 2e kwartaal;2.0;3.0;3.0
4522;L Verhuur en handel van onroerend goed;2005 3e kwartaal;1.7;2.0;3.0
4523;L Verhuur en handel van onroerend goed;2005 4e kwartaal;2.2;3.0;3.0
4524;L Verhuur en handel van onroerend goed;2005 jaargem. /jaartotaal;2.0;11.0;11.0
4525;L Verhuur en handel van onroerend goed;2006 1e kwartaal;2.9;3.0;3.0
4526;L Verhuur en handel van onroerend goed;2006 2e kwartaal;3.1;3.0;3.0
4527;L Verhuur en handel van onroerend goed;2006 3e kwartaal;3.0;3.0;3.0
4528;L Verhuur en handel van onroerend goed;2006 4e kwartaal;2.8;3.0;3.0
4529;L Verhuur en handel van onroerend goed;2006 jaargem. /jaartotaal;2.9;12.0;12.0
4530;L Verhuur en handel van onroerend goed;2007 1e kwartaal;3.2;4.0;3.0
4531;L Verhuur en handel van onroerend goed;2007 2e kwartaal;3.5;4.0;4.0
4532;L Verhuur en handel van onroerend goed;2007 3e kwartaal;2.6;3.0;3.0
4533;L Verhuur en handel van onroerend goed;2007 4e kwartaal;3.1;4.0;3.0
4534;L Verhuur en handel van onroerend goed;2007 jaargem. /jaartotaal;3.1;14.0;13.0
4535;L Verhuur en handel van onroerend goed;2008 1e kwartaal;3.2;4.0;3.0
4536;L Verhuur en handel van onroerend goed;2008 2e kwartaal;2.7;3.0;3.0
4537;L Verhuur en handel van onroerend goed;2008 3e kwartaal;2.7;3.0;3.0
4538;L Verhuur en handel van onroerend goed;2008 4e kwartaal;1.8;2.0;3.0
4539;L Verhuur en handel van onroerend goed;2008 jaargem. /jaartotaal;2.8;11.0;12.0
4540;L Verhuur en handel van onroerend goed;2009 1e kwartaal;1.5;2.0;2.0
4541;L Verhuur en handel van onroerend goed;2009 2e kwartaal;1.3;2.0;2.0
4542;L Verhuur en handel van onroerend goed;2009 3e kwartaal;1.1;1.0;2.0
4543;L Verhuur en handel van onroerend goed;2009 4e kwartaal;1.1;1.0;1.0
4544;L Verhuur en handel van onroerend goed;2009 jaargem. /jaartotaal;1.3;7.0;8.0
4545;L Verhuur en handel van onroerend goed;2010 1e kwartaal;1.1;2.0;2.0
4546;L Verhuur en handel van onroerend goed;2010 2e kwartaal;1.2;1.7;1.6
4547;L Verhuur en handel van onroerend goed;2010 3e kwartaal;1.1;1.6;1.7
4548;L Verhuur en handel van onroerend goed;2010 4e kwartaal;1.0;1.4;1.5
4549;L Verhuur en handel van onroerend goed;2010 jaargem. /jaartotaal;1.1;6.0;6.0
4550;L Verhuur en handel van onroerend goed;2011 1e kwartaal;1.2;2.0;2.0
4551;L Verhuur en handel van onroerend goed;2011 2e kwartaal;1.1;1.0;2.0
4552;L Verhuur en handel van onroerend goed;2011 3e kwartaal;1.1;2.0;2.0
4553;L Verhuur en handel van onroerend goed;2011 4e kwartaal;1.0;2.0;2.0
4554;L Verhuur en handel van onroerend goed;2011 jaargem. /jaartotaal;1.1;7.0;7.0
4555;L Verhuur en handel van onroerend goed;2012 1e kwartaal;0.9;1.0;1.0
4556;L Verhuur en handel van onroerend goed;2012 2e kwartaal;0.6;1.0;1.0
4557;L Verhuur en handel van onroerend goed;2012 3e kwartaal;0.8;1.0;1.0
4558;L Verhuur en handel van onroerend goed;2012 4e kwartaal;0.6;1.0;1.0
4559;L Verhuur en handel van onroerend goed;2012 jaargem. /jaartotaal;0.8;5.0;5.0
4560;L Verhuur en handel van onroerend goed;2013 1e kwartaal;0.4;1.0;1.0
4561;L Verhuur en handel van onroerend goed;2013 2e kwartaal;0.4;1.0;1.0
4562;L Verhuur en handel van onroerend goed;2013 3e kwartaal;0.6;1.0;1.0
4563;L Verhuur en handel van onroerend goed;2013 4e kwartaal;0.7;1.0;1.0
4564;L Verhuur en handel van onroerend goed;2013 jaargem. /jaartotaal;0.5;4.0;4.0
4565;L Verhuur en handel van onroerend goed;2014 1e kwartaal;1.0;2.0;1.0
4566;L Verhuur en handel van onroerend goed;2014 2e kwartaal;0.9;1.0;1.0
4567;L Verhuur en handel van onroerend goed;2014 3e kwartaal;1.0;1.0;1.0
4568;L Verhuur en handel van onroerend goed;2014 4e kwartaal;0.9;1.0;1.0
4569;L Verhuur en handel van onroerend goed;2014 jaargem. /jaartotaal;0.9;6.0;5.0
4570;L Verhuur en handel van onroerend goed;2015 1e kwartaal;1.0;1.0;1.0
4571;L Verhuur en handel van onroerend goed;2015 2e kwartaal;1.3;2.0;2.0
4572;L Verhuur en handel van onroerend goed;2015 3e kwartaal;1.2;2.0;2.0
4573;L Verhuur en handel van onroerend goed;2015 4e kwartaal;1.2;2.0;2.0
4574;L Verhuur en handel van onroerend goed;2015 jaargem. /jaartotaal;1.1;7.0;7.0
4575;L Verhuur en handel van onroerend goed;2016 1e kwartaal;1.0;2.0;2.0
4576;L Verhuur en handel van onroerend goed;2016 2e kwartaal;1.1;2.0;2.0
4577;L Verhuur en handel van onroerend goed;2016 3e kwartaal;1.1;2.0;2.0
4578;L Verhuur en handel van onroerend goed;2016 4e kwartaal;1.1;2.0;2.0
4579;L Verhuur en handel van onroerend goed;2016 jaargem. /jaartotaal;1.1;7.0;7.0
4580;L Verhuur en handel van onroerend goed;2017 1e kwartaal;1.2;2.0;2.0
4581;L Verhuur en handel van onroerend goed;2017 2e kwartaal;1.6;2.0;2.0
4582;L Verhuur en handel van onroerend goed;2017 3e kwartaal;1.3;2.0;2.0
4583;L Verhuur en handel van onroerend goed;2017 4e kwartaal;2.0;3.0;2.0
4584;L Verhuur en handel van onroerend goed;2017 jaargem. /jaartotaal;1.4;9.0;8.0
4585;L Verhuur en handel van onroerend goed;2018 1e kwartaal;2.1;3.0;3.0
4586;L Verhuur en handel van onroerend goed;2018 2e kwartaal;2.3;3.0;3.0
4587;L Verhuur en handel van onroerend goed;2018 3e kwartaal;1.8;2.0;3.0
4588;L Verhuur en handel van onroerend goed;2018 4e kwartaal;1.8;2.0;2.0
4589;L Verhuur en handel van onroerend goed;2018 jaargem. /jaartotaal;2.0;10.0;10.0
4590;L Verhuur en handel van onroerend goed;2019 1e kwartaal;2.1;3.0;2.0
4591;L Verhuur en handel van onroerend goed;2019 2e kwartaal;2.1;2.0;2.0
4592;L Verhuur en handel van onroerend goed;2019 3e kwartaal;2.5;3.0;2.0
4593;L Verhuur en handel van onroerend goed;2019 4e kwartaal;2.3;2.0;2.0
4594;L Verhuur en handel van onroerend goed;2019 jaargem. /jaartotaal;2.2;10.0;9.0
4595;L Verhuur en handel van onroerend goed;2020 1e kwartaal;1.5;2.0;2.0
4596;L Verhuur en handel van onroerend goed;2020 2e kwartaal;1.6;2.0;2.0
4597;L Verhuur en handel van onroerend goed;2020 3e kwartaal;1.4;2.0;2.0
4598;L Verhuur en handel van onroerend goed;2020 4e kwartaal;1.5;2.0;2.0
4599;L Verhuur en handel van onroerend goed;2020 jaargem. /jaartotaal;1.6;8.0;9.0
4600;L Verhuur en handel van onroerend goed;2021 1e kwartaal;1.6;2.0;2.0
4601;L Verhuur en handel van onroerend goed;2021 2e kwartaal;2.2;3.0;2.0
4602;L Verhuur en handel van onroerend goed;2021 3e kwartaal;2.4;3.0;2.0
4603;L Verhuur en handel van onroerend goed;2021 4e kwartaal;2.3;2.0;3.0
4604;L Verhuur en handel van onroerend goed;2021 jaargem. /jaartotaal;2.0;10.0;9.0
4605;L Verhuur en handel van onroerend goed;2022 1e kwartaal;3.6;4.0;3.0
4606;L Verhuur en handel van onroerend goed;2022 2e kwartaal;4.1;4.0;3.0
4607;L Verhuur en handel van onroerend goed;2022 3e kwartaal;3.9;3.0;3.0
4608;L Verhuur en handel van onroerend goed;2022 4e kwartaal;3.2;3.0;4.0
4609;L Verhuur en handel van onroerend goed;2022 jaargem. /jaartotaal;3.6;14.0;13.0
4610;L Verhuur en handel van onroerend goed;2023 1e kwartaal;3.3;3.0;3.0
4611;L Verhuur en handel van onroerend goed;2023 2e kwartaal;2.9;3.0;4.0
4612;L Verhuur en handel van onroerend goed;2023 3e kwartaal;2.6;3.0;3.0
4613;L Verhuur en handel van onroerend goed;2023 4e kwartaal;3.0;3.0;3.0
4614;L Verhuur en handel van onroerend goed;2023 jaargem. /jaartotaal;3.0;12.0;12.0
4615;L Verhuur en handel van onroerend goed;2024 1e kwartaal;3.1;3.0;3.0
4616;L Verhuur en handel van onroerend goed;2024 2e kwartaal;2.7;3.0;3.0
4617;L Verhuur en handel van onroerend goed;2024 3e kwartaal;3.1;4.0;3.0
4618;L Verhuur en handel van onroerend goed;2024 4e kwartaal;3.2;3.0;3.0
4619;L Verhuur en handel van onroerend goed;2024 jaargem. /jaartotaal;3.0;13.0;13.0
4620;M-N Zakelijke dienstverlening;1997 1e kwartaal;15.4;23.9;22.3
4621;M-N Zakelijke dienstverlening;1997 2e kwartaal;16.1;27.4;26.7
4622;M-N Zakelijke dienstverlening;1997 3e kwartaal;15.1;29.9;30.9
4623;M-N Zakelijke dienstverlening;1997 4e kwartaal;19.1;31.4;27.4
4624;M-N Zakelijke dienstverlening;1997 jaargem. /jaartotaal;;113.0;107.0
4625;M-N Zakelijke dienstverlening;1998 1e kwartaal;21.4;33.5;31.2
4626;M-N Zakelijke dienstverlening;1998 2e kwartaal;27.9;37.6;31.0
4627;M-N Zakelijke dienstverlening;1998 3e kwartaal;22.4;28.9;34.4
4628;M-N Zakelijke dienstverlening;1998 4e kwartaal;21.4;28.0;29.0
4629;M-N Zakelijke dienstverlening;1998 jaargem. /jaartotaal;23.0;128.0;126.0
4630;M-N Zakelijke dienstverlening;1999 1e kwartaal;24.0;38.6;36.2
4631;M-N Zakelijke dienstverlening;1999 2e kwartaal;30.1;38.2;32.1
4632;M-N Zakelijke dienstverlening;1999 3e kwartaal;28.2;33.5;35.4
4633;M-N Zakelijke dienstverlening;1999 4e kwartaal;31.5;36.9;33.6
4634;M-N Zakelijke dienstverlening;1999 jaargem. /jaartotaal;27.2;147.0;137.0
4635;M-N Zakelijke dienstverlening;2000 1e kwartaal;39.7;47.2;39.0
4636;M-N Zakelijke dienstverlening;2000 2e kwartaal;40.4;39.3;38.7
4637;M-N Zakelijke dienstverlening;2000 3e kwartaal;34.5;34.3;40.2
4638;M-N Zakelijke dienstverlening;2000 4e kwartaal;40.4;44.8;38.9
4639;M-N Zakelijke dienstverlening;2000 jaargem. /jaartotaal;37.6;166.0;157.0
4640;M-N Zakelijke dienstverlening;2001 1e kwartaal;43.0;46.4;43.7
4641;M-N Zakelijke dienstverlening;2001 2e kwartaal;46.0;55.6;52.7
4642;M-N Zakelijke dienstverlening;2001 3e kwartaal;32.8;32.0;45.2
4643;M-N Zakelijke dienstverlening;2001 4e kwartaal;28.2;28.7;33.2
4644;M-N Zakelijke dienstverlening;2001 jaargem. /jaartotaal;39.0;163.0;175.0
4645;M-N Zakelijke dienstverlening;2002 1e kwartaal;32.4;36.2;32.0
4646;M-N Zakelijke dienstverlening;2002 2e kwartaal;28.3;32.2;36.3
4647;M-N Zakelijke dienstverlening;2002 3e kwartaal;20.9;24.0;31.4
4648;M-N Zakelijke dienstverlening;2002 4e kwartaal;21.8;29.8;29.0
4649;M-N Zakelijke dienstverlening;2002 jaargem. /jaartotaal;26.7;122.0;129.0
4650;M-N Zakelijke dienstverlening;2003 1e kwartaal;23.9;34.4;32.2
4651;M-N Zakelijke dienstverlening;2003 2e kwartaal;23.4;33.1;33.7
4652;M-N Zakelijke dienstverlening;2003 3e kwartaal;14.6;23.6;32.7
4653;M-N Zakelijke dienstverlening;2003 4e kwartaal;16.8;28.6;26.4
4654;M-N Zakelijke dienstverlening;2003 jaargem. /jaartotaal;20.3;120.0;125.0
4655;M-N Zakelijke dienstverlening;2004 1e kwartaal;24.3;34.9;27.4
4656;M-N Zakelijke dienstverlening;2004 2e kwartaal;26.2;37.1;35.2
4657;M-N Zakelijke dienstverlening;2004 3e kwartaal;20.2;29.6;35.7
4658;M-N Zakelijke dienstverlening;2004 4e kwartaal;24.7;34.1;29.5
4659;M-N Zakelijke dienstverlening;2004 jaargem. /jaartotaal;22.9;136.0;128.0
4660;M-N Zakelijke dienstverlening;2005 1e kwartaal;33.1;43.6;35.2
4661;M-N Zakelijke dienstverlening;2005 2e kwartaal;32.7;42.6;43.0
4662;M-N Zakelijke dienstverlening;2005 3e kwartaal;32.3;41.6;42.1
4663;M-N Zakelijke dienstverlening;2005 4e kwartaal;30.4;39.2;41.1
4664;M-N Zakelijke dienstverlening;2005 jaargem. /jaartotaal;31.4;167.0;161.0
4665;M-N Zakelijke dienstverlening;2006 1e kwartaal;37.6;46.7;39.5
4666;M-N Zakelijke dienstverlening;2006 2e kwartaal;45.1;48.4;41.0
4667;M-N Zakelijke dienstverlening;2006 3e kwartaal;47.3;48.0;45.8
4668;M-N Zakelijke dienstverlening;2006 4e kwartaal;46.5;50.3;51.1
4669;M-N Zakelijke dienstverlening;2006 jaargem. /jaartotaal;42.1;193.0;177.0
4670;M-N Zakelijke dienstverlening;2007 1e kwartaal;47.9;50.6;49.2
4671;M-N Zakelijke dienstverlening;2007 2e kwartaal;48.4;55.0;54.5
4672;M-N Zakelijke dienstverlening;2007 3e kwartaal;45.1;45.5;48.9
4673;M-N Zakelijke dienstverlening;2007 4e kwartaal;47.0;46.8;44.9
4674;M-N Zakelijke dienstverlening;2007 jaargem. /jaartotaal;47.0;198.0;197.0
4675;M-N Zakelijke dienstverlening;2008 1e kwartaal;47.1;47.1;47.0
4676;M-N Zakelijke dienstverlening;2008 2e kwartaal;46.2;48.0;48.9
4677;M-N Zakelijke dienstverlening;2008 3e kwartaal;43.4;45.1;47.8
4678;M-N Zakelijke dienstverlening;2008 4e kwartaal;35.4;37.8;45.8
4679;M-N Zakelijke dienstverlening;2008 jaargem. /jaartotaal;44.5;178.0;190.0
4680;M-N Zakelijke dienstverlening;2009 1e kwartaal;27.2;32.0;40.2
4681;M-N Zakelijke dienstverlening;2009 2e kwartaal;22.0;27.0;32.1
4682;M-N Zakelijke dienstverlening;2009 3e kwartaal;20.7;29.4;30.5
4683;M-N Zakelijke dienstverlening;2009 4e kwartaal;20.4;30.1;30.5
4684;M-N Zakelijke dienstverlening;2009 jaargem. /jaartotaal;24.4;119.0;133.0
4685;M-N Zakelijke dienstverlening;2010 1e kwartaal;18.0;27.2;29.5
4686;M-N Zakelijke dienstverlening;2010 2e kwartaal;20.1;29.9;27.8
4687;M-N Zakelijke dienstverlening;2010 3e kwartaal;20.4;31.9;31.5
4688;M-N Zakelijke dienstverlening;2010 4e kwartaal;21.3;29.3;28.4
4689;M-N Zakelijke dienstverlening;2010 jaargem. /jaartotaal;19.8;118.0;117.0
4690;M-N Zakelijke dienstverlening;2011 1e kwartaal;23.1;33.0;31.0
4691;M-N Zakelijke dienstverlening;2011 2e kwartaal;22.9;31.0;32.0
4692;M-N Zakelijke dienstverlening;2011 3e kwartaal;21.3;28.0;30.0
4693;M-N Zakelijke dienstverlening;2011 4e kwartaal;19.5;26.0;28.0
4694;M-N Zakelijke dienstverlening;2011 jaargem. /jaartotaal;21.9;119.0;121.0
4695;M-N Zakelijke dienstverlening;2012 1e kwartaal;20.4;27.0;26.0
4696;M-N Zakelijke dienstverlening;2012 2e kwartaal;20.0;26.0;27.0
4697;M-N Zakelijke dienstverlening;2012 3e kwartaal;18.9;26.0;28.0
4698;M-N Zakelijke dienstverlening;2012 4e kwartaal;17.5;25.0;26.0
4699;M-N Zakelijke dienstverlening;2012 jaargem. /jaartotaal;19.5;105.0;106.0
4700;M-N Zakelijke dienstverlening;2013 1e kwartaal;17.3;25.0;25.0
4701;M-N Zakelijke dienstverlening;2013 2e kwartaal;16.5;26.0;27.0
4702;M-N Zakelijke dienstverlening;2013 3e kwartaal;17.0;27.0;27.0
4703;M-N Zakelijke dienstverlening;2013 4e kwartaal;17.2;25.0;25.0
4704;M-N Zakelijke dienstverlening;2013 jaargem. /jaartotaal;17.1;101.0;103.0
4705;M-N Zakelijke dienstverlening;2014 1e kwartaal;18.8;29.0;28.0
4706;M-N Zakelijke dienstverlening;2014 2e kwartaal;20.9;31.0;29.0
4707;M-N Zakelijke dienstverlening;2014 3e kwartaal;20.3;30.0;31.0
4708;M-N Zakelijke dienstverlening;2014 4e kwartaal;22.0;32.0;30.0
4709;M-N Zakelijke dienstverlening;2014 jaargem. /jaartotaal;19.9;122.0;118.0
4710;M-N Zakelijke dienstverlening;2015 1e kwartaal;24.1;33.0;31.0
4711;M-N Zakelijke dienstverlening;2015 2e kwartaal;25.2;35.0;34.0
4712;M-N Zakelijke dienstverlening;2015 3e kwartaal;24.1;34.0;35.0
4713;M-N Zakelijke dienstverlening;2015 4e kwartaal;26.3;36.0;34.0
4714;M-N Zakelijke dienstverlening;2015 jaargem. /jaartotaal;24.4;138.0;134.0
4715;M-N Zakelijke dienstverlening;2016 1e kwartaal;28.3;38.0;36.0
4716;M-N Zakelijke dienstverlening;2016 2e kwartaal;28.7;38.0;38.0
4717;M-N Zakelijke dienstverlening;2016 3e kwartaal;26.4;35.0;37.0
4718;M-N Zakelijke dienstverlening;2016 4e kwartaal;27.2;34.0;34.0
4719;M-N Zakelijke dienstverlening;2016 jaargem. /jaartotaal;27.5;146.0;145.0
4720;M-N Zakelijke dienstverlening;2017 1e kwartaal;30.0;40.0;38.0
4721;M-N Zakelijke dienstverlening;2017 2e kwartaal;33.6;41.0;37.0
4722;M-N Zakelijke dienstverlening;2017 3e kwartaal;34.0;42.0;42.0
4723;M-N Zakelijke dienstverlening;2017 4e kwartaal;36.6;44.0;41.0
4724;M-N Zakelijke dienstverlening;2017 jaargem. /jaartotaal;32.4;167.0;158.0
4725;M-N Zakelijke dienstverlening;2018 1e kwartaal;39.7;48.0;45.0
4726;M-N Zakelijke dienstverlening;2018 2e kwartaal;42.3;45.0;42.0
4727;M-N Zakelijke dienstverlening;2018 3e kwartaal;41.3;48.0;49.0
4728;M-N Zakelijke dienstverlening;2018 4e kwartaal;41.0;46.0;46.0
4729;M-N Zakelijke dienstverlening;2018 jaargem. /jaartotaal;40.5;186.0;182.0
4730;M-N Zakelijke dienstverlening;2019 1e kwartaal;45.1;51.0;47.0
4731;M-N Zakelijke dienstverlening;2019 2e kwartaal;48.2;50.0;47.0
4732;M-N Zakelijke dienstverlening;2019 3e kwartaal;47.8;50.0;51.0
4733;M-N Zakelijke dienstverlening;2019 4e kwartaal;46.8;45.0;46.0
4734;M-N Zakelijke dienstverlening;2019 jaargem. /jaartotaal;46.3;196.0;190.0
4735;M-N Zakelijke dienstverlening;2020 1e kwartaal;37.3;45.0;54.0
4736;M-N Zakelijke dienstverlening;2020 2e kwartaal;32.4;35.0;40.0
4737;M-N Zakelijke dienstverlening;2020 3e kwartaal;34.5;44.0;42.0
4738;M-N Zakelijke dienstverlening;2020 4e kwartaal;35.4;42.0;41.0
4739;M-N Zakelijke dienstverlening;2020 jaargem. /jaartotaal;36.3;166.0;177.0
4740;M-N Zakelijke dienstverlening;2021 1e kwartaal;41.6;47.0;41.0
4741;M-N Zakelijke dienstverlening;2021 2e kwartaal;53.5;57.0;45.0
4742;M-N Zakelijke dienstverlening;2021 3e kwartaal;59.4;59.0;53.0
4743;M-N Zakelijke dienstverlening;2021 4e kwartaal;61.2;53.0;51.0
4744;M-N Zakelijke dienstverlening;2021 jaargem. /jaartotaal;50.7;216.0;190.0
4745;M-N Zakelijke dienstverlening;2022 1e kwartaal;72.6;68.0;56.0
4746;M-N Zakelijke dienstverlening;2022 2e kwartaal;75.6;63.0;60.0
4747;M-N Zakelijke dienstverlening;2022 3e kwartaal;72.8;60.0;63.0
4748;M-N Zakelijke dienstverlening;2022 4e kwartaal;69.4;54.0;57.0
4749;M-N Zakelijke dienstverlening;2022 jaargem. /jaartotaal;71.6;244.0;236.0
4750;M-N Zakelijke dienstverlening;2023 1e kwartaal;71.8;62.0;60.0
4751;M-N Zakelijke dienstverlening;2023 2e kwartaal;72.8;59.0;58.0
4752;M-N Zakelijke dienstverlening;2023 3e kwartaal;70.0;55.0;58.0
4753;M-N Zakelijke dienstverlening;2023 4e kwartaal;64.8;52.0;57.0
4754;M-N Zakelijke dienstverlening;2023 jaargem. /jaartotaal;70.4;228.0;233.0
4755;M-N Zakelijke dienstverlening;2024 1e kwartaal;67.5;58.0;55.0
4756;M-N Zakelijke dienstverlening;2024 2e kwartaal;67.3;56.0;56.0
4757;M-N Zakelijke dienstverlening;2024 3e kwartaal;65.1;54.0;56.0
4758;M-N Zakelijke dienstverlening;2024 4e kwartaal;62.7;52.0;54.0
4759;M-N Zakelijke dienstverlening;2024 jaargem. /jaartotaal;65.9;220.0;222.0
4760;M Specialistische zakelijke diensten;1997 1e kwartaal;7.9;10.0;10.0
4761;M Specialistische zakelijke diensten;1997 2e kwartaal;9.8;12.0;10.0
4762;M Specialistische zakelijke diensten;1997 3e kwartaal;8.9;11.0;12.0
4763;M Specialistische zakelijke diensten;1997 4e kwartaal;11.8;16.0;13.0
4764;M Specialistische zakelijke diensten;1997 jaargem. /jaartotaal;;49.0;45.0
4765;M Specialistische zakelijke diensten;1998 1e kwartaal;13.8;18.0;16.0
4766;M Specialistische zakelijke diensten;1998 2e kwartaal;15.7;16.0;14.0
4767;M Specialistische zakelijke diensten;1998 3e kwartaal;13.0;13.0;16.0
4768;M Specialistische zakelijke diensten;1998 4e kwartaal;12.1;13.0;14.0
4769;M Specialistische zakelijke diensten;1998 jaargem. /jaartotaal;13.6;60.0;60.0
4770;M Specialistische zakelijke diensten;1999 1e kwartaal;13.6;15.0;14.0
4771;M Specialistische zakelijke diensten;1999 2e kwartaal;17.4;19.0;15.0
4772;M Specialistische zakelijke diensten;1999 3e kwartaal;15.9;15.0;17.0
4773;M Specialistische zakelijke diensten;1999 4e kwartaal;19.2;18.0;15.0
4774;M Specialistische zakelijke diensten;1999 jaargem. /jaartotaal;15.6;68.0;61.0
4775;M Specialistische zakelijke diensten;2000 1e kwartaal;22.4;22.0;19.0
4776;M Specialistische zakelijke diensten;2000 2e kwartaal;22.2;18.0;18.0
4777;M Specialistische zakelijke diensten;2000 3e kwartaal;18.3;16.0;20.0
4778;M Specialistische zakelijke diensten;2000 4e kwartaal;22.6;22.0;18.0
4779;M Specialistische zakelijke diensten;2000 jaargem. /jaartotaal;21.0;78.0;75.0
4780;M Specialistische zakelijke diensten;2001 1e kwartaal;21.2;20.0;21.0
4781;M Specialistische zakelijke diensten;2001 2e kwartaal;23.2;24.0;22.0
4782;M Specialistische zakelijke diensten;2001 3e kwartaal;17.4;14.0;20.0
4783;M Specialistische zakelijke diensten;2001 4e kwartaal;14.9;13.0;15.0
4784;M Specialistische zakelijke diensten;2001 jaargem. /jaartotaal;20.1;71.0;79.0
4785;M Specialistische zakelijke diensten;2002 1e kwartaal;17.0;17.0;14.0
4786;M Specialistische zakelijke diensten;2002 2e kwartaal;13.8;12.0;15.0
4787;M Specialistische zakelijke diensten;2002 3e kwartaal;11.6;10.0;13.0
4788;M Specialistische zakelijke diensten;2002 4e kwartaal;11.5;12.0;12.0
4789;M Specialistische zakelijke diensten;2002 jaargem. /jaartotaal;13.9;52.0;55.0
4790;M Specialistische zakelijke diensten;2003 1e kwartaal;13.2;16.0;14.0
4791;M Specialistische zakelijke diensten;2003 2e kwartaal;13.5;17.0;16.0
4792;M Specialistische zakelijke diensten;2003 3e kwartaal;7.4;9.0;16.0
4793;M Specialistische zakelijke diensten;2003 4e kwartaal;8.8;13.0;12.0
