ID;Gewassen;BiologischeBestrijders;Perioden;AantalBedrijvenMetToepassing_1;PercentageVanBedrijvenMetToepassing_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Aantal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;AantalPerBedrijf_30;DoseringPerBedrijf_31;AantalPerHa_32;DoseringPerHa_33;AandeelVanEenSoortPerGewas_34;AandeelVanEenGewasPerSoort_35
17;Totaal groenten onder glas;Aaltjes tegen kevers (Heterorhabditis);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;Totaal groenten onder glas;Aaltjes tegen rupsen (Carpocapsae);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;Totaal groenten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2008;;;44.0;1.2;1.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
35;Totaal groenten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2012;;;38.0;1.0;0.7;0.7;0.7;0.7;0.7;0.0;0.7;1.0;0.7;0.7;0.7;0.7;;;;;;;;;;;;;;;;;;;
36;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);1995;;;;;;;;;;;;;;;;;152.0;;;;;;;;;;;;;;;0.1;2.0;0.0;100.0
37;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2000;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;0.0;2.5;0.0;100.0
39;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2008;;;34.0;0.9;0.0;0.0;0.5;0.8;0.9;0.1;0.1;0.1;0.1;0.0;0.0;0.0;837.0;0.0;0.0;11.7;35.8;31.2;9.5;7.5;1.9;2.4;0.0;0.0;0.0;;;0.2;24.4;0.0;100.0
41;Totaal groenten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2012;;;24.0;0.6;0.0;0.0;0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;615.0;0.0;0.0;3.3;48.7;0.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0;;;0.2;26.1;0.0;100.0
42;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);1995;;;;;;;;;;;;;;;;;15569.0;;;;;;;;;;;;;;;6.4;11.5;0.5;100.0
43;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);1998;;;;;;;;;;;;;;;;;11005.0;;;;;;;;;;;;;;;3.6;15.1;0.3;100.0
44;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);2000;;;;;;;;;;;;;;;;;5771.0;;;;;;;;;;;;;;;2.0;8.6;0.1;100.0
45;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);2004;;;546.0;16.6;;;;;;;;;;;;;1671.0;;;;;;;;;;;;;;;0.5;3.1;0.0;100.0
46;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);2008;;;270.0;7.4;0.7;1.6;4.1;7.8;4.2;2.8;2.6;1.9;0.9;0.7;0.0;0.0;40547.0;0.2;3.6;7.4;23.6;6.2;11.3;15.8;10.9;10.8;10.1;0.0;0.0;;;11.0;149.9;0.9;100.0
47;Totaal groenten onder glas;Galmug tegen bladluis (Aphidoletes);2012;;;420.0;10.7;2.8;2.3;5.5;3.3;1.2;6.1;3.2;0.0;0.3;0.0;0.0;0.0;3495.0;1.7;13.5;17.1;16.7;12.4;15.5;22.3;0.0;0.7;0.0;0.0;0.0;;;0.9;8.3;0.1;100.0
48;Totaal groenten onder glas;Galmug tegen spint (Feltiella);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Totaal groenten onder glas;Galmug tegen spint (Feltiella);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;Totaal groenten onder glas;Galmug tegen spint (Feltiella);2000;;;;;;;;;;;;;;;;;395.0;;;;;;;;;;;;;;;0.1;2.6;0.0;100.0
51;Totaal groenten onder glas;Galmug tegen spint (Feltiella);2004;;;585.0;17.8;;;;;;;;;;;;;514.0;;;;;;;;;;;;;;;0.2;0.9;0.0;100.0
52;Totaal groenten onder glas;Galmug tegen spint (Feltiella);2008;;;336.0;9.1;0.3;2.0;1.7;1.0;2.8;3.3;0.0;0.0;0.0;0.0;0.0;0.0;220.0;3.4;42.0;8.8;15.5;13.7;16.1;0.0;0.6;0.0;0.0;0.0;0.0;;;0.1;0.7;0.0;100.0
53;Totaal groenten onder glas;Galmug tegen spint (Feltiella);2012;;;468.0;12.0;1.2;2.4;6.0;3.5;6.7;5.0;2.5;0.2;0.0;0.0;0.0;0.0;312.0;15.0;9.1;17.0;10.5;27.4;14.0;2.7;4.3;0.0;0.0;0.0;0.0;;;0.1;0.7;0.0;100.0
54;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);2000;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;0.0;0.2;0.0;100.0
57;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);2008;;;4.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.5;0.0;100.0
59;Totaal groenten onder glas;Galmug tegen spint (Therodiplosis);2012;;;44.0;1.1;0.0;0.0;0.0;0.8;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;10.7;70.0;19.3;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.8;0.0;100.0
60;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);2008;;;33.0;0.9;0.0;0.2;0.2;0.4;0.7;0.4;0.6;0.0;0.0;0.0;0.0;0.0;149.0;0.0;0.7;0.7;4.2;69.9;2.1;22.4;0.0;0.0;0.0;0.0;0.0;;;0.0;4.6;0.0;100.0
65;Totaal groenten onder glas;Roofkever tegen bladluis (Adalia);2012;;;6.0;0.2;0.0;0.0;0.2;0.2;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;2.3;19.3;28.4;1.6;48.4;0.0;0.0;0.0;0.0;0.0;;;0.0;7.1;0.0;100.0
66;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);1998;;;;;;;;;;;;;;;;;76.0;;;;;;;;;;;;;;;0.0;1.2;0.0;100.0
68;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);2000;;;;;;;;;;;;;;;;;62.0;;;;;;;;;;;;;;;0.0;0.6;0.0;100.0
69;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;Totaal groenten onder glas;Roofkever tegen bladluis (Harmonia);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);1995;;;;;;;;;;;;;;;;;27386.0;;;;;;;;;;;;;;;12.3;37.6;1.1;100.0
73;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);1998;;;;;;;;;;;;;;;;;14876.0;;;;;;;;;;;;;;;4.9;42.4;0.4;100.0
74;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);2000;;;;;;;;;;;;;;;;;3504.0;;;;;;;;;;;;;;;1.2;35.0;0.1;100.0
75;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal groenten onder glas;Roofkever tegen bladluis (Hippodamia);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;Totaal groenten onder glas;Roofkever tegen schildluis (Rhyzobius);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Totaal groenten onder glas;Roofkever tegen spint (Stethorus);1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
