ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
405;108;2036;4081;3887;177;14;3;912;831;73;8
406;108;2037;4299;4096;185;15;3;931;848;75;8
407;108;2038;4577;4364;195;15;3;962;876;77;9
408;108;2039;4956;4731;206;16;3;1008;918;81;9
409;108;2040;5354;5119;216;16;3;1054;960;85;9
410;108;2041;5584;5339;225;17;3;1087;990;87;10
411;108;2042;6582;6325;237;17;3;1200;1093;96;11
412;108;2043;7204;6934;249;18;3;1285;1171;103;11
413;108;2044;7518;7243;254;18;3;1338;1219;107;12
414;108;2045;7664;7382;260;19;3;1368;1246;110;12
415;108;2046;7742;7451;268;19;4;1387;1264;111;12
416;108;2047;7796;7502;271;19;4;1405;1279;113;13
417;108;2048;7933;7633;277;19;4;1425;1298;114;13
418;108;2049;8034;7730;281;19;4;1440;1312;115;13
419;108;2050;8147;7835;288;20;4;1459;1329;117;13
420;1;2009;5158;4692;310;93;63;1347;1271;75;1
421;1;2010;5236;4747;320;101;68;1529;1445;83;1
422;1;2011;5203;4707;319;106;71;1581;1494;86;1
423;1;2012;5169;4674;315;108;72;1568;1478;89;1
424;1;2013;5138;4645;312;109;72;1547;1455;92;0
425;1;2014;5132;4637;311;111;73;1546;1455;91;0
426;1;2015;5079;4586;309;111;73;1532;1444;88;0
427;1;2016;5093;4597;310;113;73;1540;1452;88;0
428;1;2017;5128;4626;313;115;74;1568;1477;91;0
429;1;2018;5216;4706;318;117;75;1595;1502;93;0
430;1;2019;5250;4736;321;118;75;1607;1513;94;0
431;1;2020;5271;4753;324;119;75;1619;1525;94;0
432;1;2021;5222;4706;324;118;74;1598;1505;93;0
433;1;2022;5184;4670;323;118;73;1580;1488;92;0
434;1;2023;5116;4605;322;117;72;1559;1467;92;0
435;1;2024;4993;4492;317;114;70;1523;1433;90;0
436;1;2025;4905;4409;314;113;69;1492;1404;88;0
437;1;2026;4850;4358;312;112;68;1481;1393;88;0
438;1;2027;4817;4326;311;112;68;1480;1392;88;0
439;1;2028;4834;4342;312;112;68;1483;1395;88;0
440;1;2029;4771;4283;310;111;67;1465;1378;87;0
441;1;2030;4736;4250;309;110;67;1455;1368;87;0
442;1;2031;4730;4245;309;110;66;1453;1367;86;0
443;1;2032;4734;4249;309;110;66;1453;1367;86;0
444;1;2033;4745;4259;310;110;66;1455;1369;86;0
445;1;2034;4757;4270;311;110;66;1457;1370;87;0
446;1;2035;4783;4296;311;110;66;1463;1376;87;0
447;1;2036;4812;4323;313;110;66;1470;1382;88;0
448;1;2037;4850;4359;315;110;66;1476;1388;88;0
449;1;2038;4886;4395;316;110;65;1484;1396;88;0
450;1;2039;4928;4435;318;110;65;1492;1404;88;0
451;1;2040;4966;4471;320;110;65;1500;1412;88;0
452;1;2041;5005;4508;322;110;65;1504;1416;88;0
453;1;2042;5041;4542;324;110;65;1511;1423;88;0
454;1;2043;5073;4572;326;110;65;1517;1429;88;0
455;1;2044;5102;4600;327;110;65;1521;1433;88;0
456;1;2045;5130;4627;328;110;65;1524;1436;88;0
457;1;2046;5154;4650;329;110;65;1526;1438;88;0
458;1;2047;5174;4668;331;110;65;1528;1440;88;0
459;1;2048;5195;4689;332;110;64;1529;1441;88;0
460;1;2049;5209;4703;332;110;64;1529;1440;89;0
461;1;2050;5219;4713;333;109;64;1530;1441;89;0
462;2;2009;66149;56443;7384;1876;446;11889;9282;2193;414
463;2;2010;66325;56378;7552;1936;459;12294;9625;2253;416
464;2;2011;66553;56410;7669;2000;474;12858;10073;2357;428
465;2;2012;66653;56283;7815;2065;490;13245;10389;2425;431
466;2;2013;66801;56257;7933;2113;498;13598;10688;2484;426
467;2;2014;67482;56767;8055;2155;505;13888;10946;2521;421
468;2;2015;68260;57452;8118;2183;507;14087;11126;2551;410
469;2;2016;67778;56957;8108;2203;510;14095;11140;2556;399
470;2;2017;67228;56419;8082;2216;511;14008;11079;2540;389
471;2;2018;66742;55940;8062;2228;512;13961;11047;2533;381
472;2;2019;66578;55756;8066;2242;514;13962;11054;2531;377
473;2;2020;66316;55464;8079;2256;517;13965;11068;2524;373
474;2;2021;66911;55965;8151;2275;520;14109;11195;2542;372
475;2;2022;67625;56571;8237;2295;522;14304;11356;2574;374
476;2;2023;68635;57474;8318;2317;526;14446;11470;2600;376
477;2;2024;68905;57707;8342;2327;529;14481;11495;2609;377
478;2;2025;68763;57579;8325;2330;529;14456;11467;2613;376
479;2;2026;67812;56718;8241;2324;529;14246;11293;2582;371
480;2;2027;66820;55839;8139;2314;528;14042;11122;2552;368
481;2;2028;65552;54707;8018;2300;527;13817;10932;2521;364
482;2;2029;64084;53383;7896;2281;524;13584;10742;2484;358
483;2;2030;63122;52523;7806;2270;523;13425;10613;2458;354
484;2;2031;62653;52120;7748;2263;522;13351;10553;2447;351
485;2;2032;62336;51855;7701;2258;522;13306;10517;2440;349
486;2;2033;62521;52067;7674;2258;522;13293;10507;2439;347
487;2;2034;61994;51599;7626;2248;521;13192;10427;2421;344
488;2;2035;61811;51452;7597;2242;520;13146;10392;2412;342
489;2;2036;61929;51581;7589;2239;520;13148;10394;2412;342
490;2;2037;62151;51801;7595;2236;519;13166;10410;2414;342
491;2;2038;62461;52096;7611;2235;519;13200;10439;2419;342
492;2;2039;62805;52420;7633;2234;518;13237;10470;2424;343
493;2;2040;63266;52849;7665;2235;517;13293;10519;2431;343
494;2;2041;63771;53314;7703;2237;517;13358;10574;2440;344
495;2;2042;64312;53812;7744;2240;516;13426;10631;2451;344
496;2;2043;64846;54299;7787;2244;516;13497;10690;2462;345
497;2;2044;65381;54787;7829;2249;516;13564;10745;2473;346
498;2;2045;65901;55261;7868;2255;517;13630;10799;2483;348
499;2;2046;66381;55699;7902;2262;518;13688;10846;2493;349
500;2;2047;66813;56093;7933;2268;519;13739;10886;2502;351
501;2;2048;67198;56445;7960;2273;520;13781;10920;2509;352
502;2;2049;67535;56753;7984;2278;520;13812;10946;2514;352
503;2;2050;67833;57025;8004;2283;521;13842;10970;2519;353
504;3;2009;218419;152887;41818;19490;4224;24333;15377;7002;1954
505;3;2010;219551;153236;42225;19819;4271;25261;15955;7274;2032
506;3;2011;218419;151617;42477;20017;4308;25579;16197;7325;2057
507;3;2012;218600;151132;42887;20232;4349;26016;16527;7404;2085
508;3;2013;220365;151912;43528;20539;4386;26532;16897;7526;2109
509;3;2014;222905;153410;44220;20855;4420;27109;17290;7684;2135
510;3;2015;224800;154313;44920;21133;4434;27671;17706;7817;2148
511;3;2016;228017;156550;45556;21449;4462;28383;18206;8003;2174
512;3;2017;230487;158159;46113;21726;4489;28863;18560;8120;2183
513;3;2018;232288;159311;46514;21953;4510;29268;18854;8221;2193
514;3;2019;234232;160760;46801;22140;4531;29615;19098;8311;2206
515;3;2020;235918;162132;46962;22278;4546;29869;19269;8383;2217
516;3;2021;234492;160665;46953;22325;4549;29776;19205;8362;2209
517;3;2022;233099;159247;46961;22343;4548;29557;19067;8298;2192
518;3;2023;231993;158041;47015;22384;4553;29465;19016;8267;2182
519;3;2024;232277;158068;47165;22474;4570;29518;19073;8266;2179
520;3;2025;232674;158128;47368;22586;4592;29578;19140;8261;2177
521;3;2026;235084;160069;47660;22738;4617;29924;19394;8339;2191
522;3;2027;237156;161765;47880;22873;4638;30278;19631;8435;2212
523;3;2028;239202;163609;47952;22981;4660;30502;19772;8501;2229
524;3;2029;239321;163856;47810;22990;4665;30537;19790;8513;2234
525;3;2030;237861;162818;47462;22923;4658;30417;19694;8491;2232
526;3;2031;234377;160029;46923;22782;4643;29961;19383;8370;2208
527;3;2032;230930;157354;46334;22618;4624;29522;19084;8253;2185
528;3;2033;226948;154169;45739;22438;4602;29071;18782;8129;2160
529;3;2034;223638;151575;45228;22257;4578;28691;18536;8017;2138
530;3;2035;221557;150045;44846;22109;4557;28402;18354;7929;2119
531;3;2036;220484;149373;44597;21981;4533;28249;18259;7883;2107
532;3;2037;219777;148980;44418;21868;4511;28159;18206;7853;2100
533;3;2038;220042;149447;44326;21777;4492;28112;18181;7835;2096
534;3;2039;219010;148642;44223;21675;4470;27946;18080;7783;2083
535;3;2040;218855;148588;44213;21602;4452;27881;18045;7758;2078
536;3;2041;219401;149121;44279;21562;4439;27895;18064;7754;2077
537;3;2042;220233;149858;44398;21547;4430;27944;18106;7759;2079
538;3;2043;221284;150752;44554;21553;4425;28020;18165;7773;2082
539;3;2044;222462;151724;44745;21571;4422;28108;18234;7789;2085
540;3;2045;223902;152905;44959;21613;4425;28234;18327;7816;2091
541;3;2046;225447;154160;45181;21673;4433;28372;18429;7845;2098
542;3;2047;227044;155455;45402;21744;4443;28512;18528;7878;2106
543;3;2048;228626;156732;45615;21823;4456;28655;18627;7914;2114
544;3;2049;230147;157958;45810;21909;4470;28791;18715;7952;2124
545;3;2050;231559;159096;45982;21995;4486;28916;18796;7987;2133
546;4;2009;321120;129708;86983;81089;23340;35805;18279;12683;4843
547;4;2010;316383;129053;84494;80087;22749;35804;18138;12858;4808
548;4;2011;317008;130814;83628;80056;22510;36376;18372;13163;4841
549;4;2012;317430;131392;83430;80208;22400;37116;18738;13466;4912
550;4;2013;317826;131374;83500;80616;22336;37674;18986;13712;4976
551;4;2014;316915;129882;83733;81001;22299;38104;19195;13890;5019
552;4;2015;317758;129467;84325;81659;22307;38549;19409;14074;5066
553;4;2016;317110;127462;85045;82276;22327;38618;19464;14098;5056
554;4;2017;318889;127354;86027;83090;22418;39018;19704;14231;5083
555;4;2018;322916;128960;87109;84246;22601;39625;20009;14471;5145
556;4;2019;327346;130883;88135;85499;22829;40313;20321;14762;5230
557;4;2020;330862;132093;89076;86654;23039;40968;20638;15025;5305
558;4;2021;336363;135431;89872;87792;23268;41748;21037;15321;5390
559;4;2022;340421;137742;90490;88726;23463;42283;21318;15523;5442
560;4;2023;343147;139253;90827;89450;23617;42711;21523;15698;5490
561;4;2024;345593;140865;90971;90012;23745;43094;21684;15868;5542
562;4;2025;347631;142393;90993;90410;23835;43365;21784;15998;5583
563;4;2026;345467;140160;90979;90499;23829;43155;21647;15947;5561
564;4;2027;343529;138039;91079;90593;23818;42826;21462;15843;5521
565;4;2028;342037;136087;91269;90826;23855;42704;21397;15804;5503
566;4;2029;342947;136170;91608;91226;23943;42793;21461;15827;5505
567;4;2030;344177;136509;91929;91685;24054;42898;21539;15852;5507
568;4;2031;347986;139394;92117;92265;24210;43403;21810;16030;5563
569;4;2032;350969;141927;91992;92709;24341;43888;22034;16225;5629
570;4;2033;353631;144723;91560;92922;24426;44183;22148;16358;5677
571;4;2034;353887;145915;90861;92712;24399;44232;22148;16393;5691
572;4;2035;351656;145263;89898;92199;24296;44030;22008;16344;5678
573;4;2036;346780;142429;88852;91390;24109;43388;21661;16121;5606
574;4;2037;342093;139784;87859;90539;23911;42764;21330;15900;5534
575;4;2038;336751;136366;87007;89677;23701;42130;21007;15666;5457
576;4;2039;333063;134261;86350;88937;23515;41637;20770;15476;5391
577;4;2040;330570;132967;85913;88338;23352;41254;20587;15329;5338
578;4;2041;329102;132371;85652;87869;23210;41037;20479;15250;5308
579;4;2042;328091;132010;85508;87485;23088;40899;20412;15199;5288
580;4;2043;328232;132518;85492;87227;22995;40830;20379;15174;5277
581;4;2044;326948;131563;85505;86973;22907;40609;20270;15092;5247
582;4;2045;326719;131365;85647;86853;22854;40521;20229;15057;5235
583;4;2046;327375;131787;85894;86861;22833;40544;20246;15063;5235
584;4;2047;328388;132388;86196;86963;22841;40612;20284;15085;5243
585;4;2048;329700;133144;86529;87155;22872;40715;20340;15121;5254
586;4;2049;331191;133974;86890;87407;22920;40837;20406;15164;5267
587;4;2050;332999;135028;87248;87731;22992;41001;20492;15223;5286
588;5;2009;451356;92856;97229;188253;73018;63315;28822;24757;9736
589;5;2010;427011;87985;91150;179022;68854;60617;27474;23795;9348
590;5;2011;402601;82799;85364;169796;64642;57868;26011;22903;8954
591;5;2012;382346;78648;80449;162150;61099;55065;24466;22054;8545
592;5;2013;366929;74975;76713;156885;58356;52937;23259;21488;8190
593;5;2014;359342;73869;74410;154176;56887;51872;22591;21244;8037
594;5;2015;354390;73138;72753;152775;55724;51407;22207;21272;7928
595;5;2016;354965;74849;72168;152741;55207;51724;22276;21519;7929
596;5;2017;355167;75153;72045;153048;54921;52143;22430;21755;7958
597;5;2018;355193;74550;72057;153764;54822;52403;22501;21918;7984
598;5;2019;354051;72415;72202;154625;54809;52448;22496;21979;7973
599;5;2020;355033;71486;72572;156001;54974;52624;22545;22102;7977
600;5;2021;354839;69213;73029;157421;55176;52530;22460;22125;7945
601;5;2022;357344;68960;73642;159177;55565;52836;22567;22295;7974
602;5;2023;362202;70456;74240;161359;56147;53497;22815;22622;8060
603;5;2024;367259;72154;74742;163582;56781;54321;23124;23021;8176
604;5;2025;371309;73229;75169;165568;57343;55078;23422;23378;8278
605;5;2026;377411;76583;75493;167442;57893;55948;23787;23770;8391
606;5;2027;381798;78882;75703;168901;58312;56566;24038;24058;8470
607;5;2028;384593;80266;75810;169928;58589;57061;24229;24296;8536
608;5;2029;387007;81645;75913;170678;58771;57510;24393;24517;8600
609;5;2030;389087;82945;75998;171251;58893;57817;24498;24676;8643
610;5;2031;386901;80516;76072;171453;58860;57522;24343;24580;8599
611;5;2032;385088;78267;76143;171797;58881;57095;24139;24422;8534
612;5;2033;383853;76323;76189;172343;58998;56938;24062;24371;8505
613;5;2034;385306;76705;76284;173108;59209;57075;24119;24440;8516
614;5;2035;387076;77571;76250;173818;59437;57224;24181;24511;8532
615;5;2036;391423;81104;76082;174526;59711;57888;24467;24798;8623
616;5;2037;394693;84311;75737;174794;59851;58519;24727;25077;8715
617;5;2038;397469;87779;75277;174584;59829;58923;24886;25260;8777
618;5;2039;397729;89713;74719;173738;59559;58974;24897;25292;8785
619;5;2040;395230;89610;74053;172444;59123;58725;24774;25198;8753
620;5;2041;389962;87229;73381;170810;58542;57882;24396;24852;8634
621;5;2042;384932;84938;72791;169237;57966;57074;24039;24518;8517
622;5;2043;379225;81775;72288;167752;57410;56253;23679;24177;8397
623;5;2044;375473;80054;71870;166579;56970;55610;23397;23912;8301
624;5;2045;372809;78901;71611;165683;56614;55109;23177;23707;8225
625;5;2046;371122;78260;71477;165045;56340;54823;23049;23594;8180
626;5;2047;369928;77784;71420;164591;56133;54640;22967;23523;8150
627;5;2048;369909;78062;71454;164381;56012;54545;22923;23489;8133
628;5;2049;368500;76924;71518;164168;55890;54244;22793;23365;8086
629;5;2050;368157;76444;71648;164203;55862;54119;22739;23315;8065
630;6;2009;496220;79787;84643;225123;106667;85612;39468;33741;12403
631;6;2010;493982;79313;84200;224739;105730;86183;39853;33976;12354
632;6;2011;490211;78856;83238;223714;104403;86613;40161;34152;12300
633;6;2012;484142;78245;81600;221759;102538;87244;40536;34427;12281
634;6;2013;473791;76963;79295;217768;99765;86858;40429;34264;12165
635;6;2014;456418;73980;75646;211169;95623;85097;39497;33779;11821
636;6;2015;432809;69144;71004;202153;90508;81453;37594;32554;11305
637;6;2016;409212;63811;66659;193260;85482;77652;35544;31345;10763
638;6;2017;389735;59472;62973;185939;81351;74065;33542;30252;10271
639;6;2018;374834;55584;60138;180840;78272;71194;31890;29446;9858
640;6;2019;367540;54225;58434;178295;76586;69738;30970;29099;9669
641;6;2020;362800;53208;57122;177029;75441;68947;30369;29025;9553
642;6;2021;363454;54540;56600;177247;75067;69098;30320;29225;9553
643;6;2022;363724;54593;56338;177835;74958;69310;30339;29410;9561
644;6;2023;363791;53813;56071;178819;75088;69355;30270;29524;9561
645;6;2024;362769;51682;55905;179904;75278;69101;30093;29499;9509
646;6;2025;363835;50712;55929;181528;75666;69135;30047;29600;9488
647;6;2026;363837;48580;55899;183253;76105;68995;29871;29664;9460
648;6;2027;366498;48346;56102;185323;76727;69335;29944;29895;9496
649;6;2028;371477;49747;56454;187767;77509;70177;30254;30331;9592
650;6;2029;376586;51312;56862;190142;78270;71232;30672;30847;9713
651;6;2030;380715;52334;57247;192212;78922;72166;31048;31298;9820
652;6;2031;386840;55471;57629;194180;79560;73215;31484;31786;9945
653;6;2032;391261;57621;57902;195705;80033;74001;31800;32163;10038
654;6;2033;394096;58917;58097;196777;80305;74613;32047;32462;10104
655;6;2034;396598;60243;58255;197612;80488;75180;32279;32736;10165
656;6;2035;398790;61527;58350;198279;80634;75560;32432;32926;10202
657;6;2036;396843;59437;58300;198491;80615;75174;32244;32787;10143
658;6;2037;395266;57560;58258;198789;80659;74635;31990;32580;10065
659;6;2038;394247;56025;58261;199191;80770;74443;31889;32518;10036
660;6;2039;395862;56696;58364;199818;80984;74619;31949;32612;10058
661;6;2040;397747;57820;58420;200331;81176;74828;32021;32719;10088
662;6;2041;402091;61384;58471;200855;81381;75693;32386;33105;10202
663;6;2042;405316;64589;58418;200931;81378;76502;32732;33467;10303
664;6;2043;408003;67969;58278;200571;81185;77004;32944;33697;10363
665;6;2044;408197;69877;57976;199604;80740;77069;32967;33737;10365
666;6;2045;405649;69834;57567;198159;80089;76723;32812;33599;10312
667;6;2046;400386;67647;57086;196360;79293;75639;32328;33143;10168
668;6;2047;395361;65511;56654;194661;78535;74594;31862;32703;10029
669;6;2048;389680;62542;56255;193054;77829;73520;31385;32247;9888
670;6;2049;385965;60913;55941;191821;77290;72693;31008;31902;9783
671;6;2050;383282;59758;55714;190924;76886;72036;30708;31630;9698
672;7;2009;489568;89575;92813;207825;99355;90522;47659;32899;9964
673;7;2010;494431;90645;93488;210611;99687;93432;48976;34193;10263
674;7;2011;496605;91093;93737;212326;99449;95753;50011;35276;10466
675;7;2012;494651;90306;93196;212571;98578;97052;50492;35984;10576
676;7;2013;490851;89179;92222;211895;97555;98021;50763;36574;10684
677;7;2014;486085;87297;91070;211400;96318;98772;50955;37045;10772
678;7;2015;483954;86456;90224;211670;95604;99893;51350;37646;10897
679;7;2016;480427;85592;89186;211246;94403;100794;51714;38112;10968
680;7;2017;474708;84562;87670;209839;92637;101452;52014;38483;10955
681;7;2018;464832;82749;85603;206469;90011;100945;51793;38353;10799
682;7;2019;448226;79149;82304;200454;86319;98704;50614;37667;10423
683;7;2020;425645;73507;77868;192240;82030;94504;48320;36251;9933
684;7;2021;403079;67471;73490;184111;78007;90088;45813;34822;9453
685;7;2022;384495;62497;69680;177460;74858;86037;43427;33551;9059
686;7;2023;370320;58184;66615;172834;72687;82748;41415;32570;8763
687;7;2024;363439;56479;64698;170586;71676;81130;40333;32135;8662
688;7;2025;359029;55213;63158;169544;71114;80204;39639;31949;8616
689;7;2026;359782;56252;62356;170025;71149;80348;39588;32108;8652
690;7;2027;360108;56181;61914;170772;71241;80528;39613;32256;8659
691;7;2028;360194;55394;61678;171731;71391;80458;39564;32275;8619
692;7;2029;359233;53384;61674;172670;71505;80052;39388;32134;8530
693;7;2030;360282;52483;61907;174090;71802;80077;39399;32190;8488
694;7;2031;360356;50525;62015;175616;72200;79999;39259;32273;8467
695;7;2032;363032;50372;62361;177513;72786;80484;39411;32561;8512
696;7;2033;367986;51788;62986;179742;73470;81485;39867;33023;8595
697;7;2034;373059;53385;63669;181882;74123;82666;40445;33533;8688
698;7;2035;377209;54497;64259;183755;74698;83740;40965;33998;8777
699;7;2036;383260;57526;64858;185590;75286;84985;41558;34533;8894
700;7;2037;387659;59636;65330;186983;75710;85908;41987;34940;8981
701;7;2038;390515;60961;65735;187885;75934;86603;42338;35233;9032
702;7;2039;393032;62328;66088;188535;76081;87208;42665;35473;9070
703;7;2040;395264;63681;66365;189025;76193;87621;42895;35634;9092
704;7;2041;393476;61907;66368;189043;76158;87173;42682;35458;9033
705;7;2042;392023;60322;66377;189161;76163;86566;42379;35223;8964
706;7;2043;391098;59053;66450;189390;76205;86360;42260;35157;8943
707;7;2044;392703;59794;66619;189916;76374;86610;42345;35287;8978
708;7;2045;394570;60928;66779;190361;76502;86902;42446;35437;9019
709;7;2046;398803;64290;67028;190856;76629;87915;42918;35869;9128
710;7;2047;401939;67289;67205;190900;76545;88799;43371;36222;9206
711;7;2048;404544;70416;67280;190540;76308;89317;43655;36419;9243
712;7;2049;404721;72126;67100;189622;75873;89341;43688;36421;9232
713;7;2050;402241;72005;66761;188225;75250;88862;43488;36208;9166
714;8;2009;451057;143242;123423;133390;51002;66445;42938;18957;4550
715;8;2010;455591;142525;124832;136667;51567;69514;44538;20187;4789
716;8;2011;460665;142761;126354;139545;52005;72293;46016;21259;5018
717;8;2012;465633;143260;127851;142170;52352;74951;47433;22291;5227
718;8;2013;470771;143750;129307;144876;52838;77741;48948;23354;5439
719;8;2014;476002;143814;131012;147742;53434;80483;50436;24377;5670
720;8;2015;480566;143433;132329;150679;54125;83401;51934;25523;5944
721;8;2016;482699;142173;133189;152934;54403;85864;53165;26558;6141
722;8;2017;480843;139318;133299;154101;54125;87516;53915;27339;6262
723;8;2018;477247;135912;133232;154484;53619;88964;54575;28013;6376
724;8;2019;472560;131625;133411;154649;52875;90239;55182;28594;6463
725;8;2020;470441;128441;134540;155040;52420;92017;56236;29203;6578
726;8;2021;466971;125547;135129;154504;51791;93391;57182;29553;6656
727;8;2022;461453;122865;134475;153031;51082;94167;57816;29659;6692
728;8;2023;451906;119565;132197;150161;49983;93774;57752;29393;6629
729;8;2024;435899;114204;127438;145651;48606;91633;56524;28639;6470
730;8;2025;414144;106087;120724;140371;46962;87925;54083;27600;6242
731;8;2026;392394;97640;113921;135430;45403;84029;51452;26574;6003
732;8;2027;374457;90532;108318;131506;44101;80589;49100;25695;5794
733;8;2028;360764;84593;104094;128858;43219;77814;47140;25022;5652
734;8;2029;354097;81803;101796;127727;42771;76560;46184;24777;5599
735;8;2030;349833;79743;100395;127203;42492;75867;45683;24622;5562
736;8;2031;350561;80308;100092;127643;42518;76127;45837;24718;5572
737;8;2032;350884;80066;100044;128175;42599;76360;46020;24771;5569
738;8;2033;350950;79257;100218;128782;42693;76282;46074;24682;5526
739;8;2034;350023;77403;100442;129377;42801;75905;45923;24509;5473
740;8;2035;351007;76638;100914;130387;43068;75958;45972;24517;5469
741;8;2036;351070;74837;101312;131510;43411;75992;45935;24571;5486
742;8;2037;353690;74803;102127;132923;43837;76613;46247;24818;5548
743;8;2038;358534;76406;103409;134453;44266;77646;46876;25149;5621
744;8;2039;363504;78252;104756;135849;44647;78781;47607;25484;5690
745;8;2040;367593;79622;105967;137031;44973;79839;48279;25801;5759
746;8;2041;373500;82775;107237;138191;45297;81095;49033;26207;5855
747;8;2042;377813;85036;108244;139017;45516;82018;49584;26508;5926
748;8;2043;380634;86519;108985;139501;45629;82658;50005;26689;5964
749;8;2044;383134;88066;109505;139844;45719;83188;50379;26820;5989
750;8;2045;385353;89580;109894;140093;45786;83537;50631;26900;6006
751;8;2046;383656;88020;109788;140064;45784;83088;50384;26735;5969
752;8;2047;382264;86619;109767;140095;45783;82502;50037;26537;5928
753;8;2048;381385;85521;109920;140165;45779;82306;49904;26481;5921
754;8;2049;382969;86328;110321;140468;45852;82574;50022;26595;5957
755;8;2050;384798;87450;110790;140681;45877;82878;50167;26718;5993
756;9;2009;432759;262815;102967;51607;15370;34889;26686;6927;1276
757;9;2010;429625;254967;105129;53752;15777;36778;27828;7550;1400
758;9;2011;429246;249732;107685;55698;16131;38606;28963;8138;1505
759;9;2012;431671;246691;110768;57729;16483;40482;30129;8742;1611
760;9;2013;432648;243322;113238;59357;16731;42128;31124;9296;1708
761;9;2014;436044;242075;115926;61039;17004;44004;32312;9896;1796
762;9;2015;440447;241753;118678;62725;17291;45872;33583;10432;1857
763;9;2016;445256;241909;121417;64368;17562;47572;34725;10899;1948
764;9;2017;449942;241739;124310;66097;17796;49363;35896;11425;2042
765;9;2018;454697;241290;127432;67896;18079;51289;37139;11999;2151
766;9;2019;459548;240502;130956;69738;18352;53280;38405;12597;2278
767;9;2020;463706;239086;134649;71370;18601;55467;39817;13246;2404
768;9;2021;465543;236540;137853;72433;18717;57314;41065;13767;2482
769;9;2022;463466;231488;140232;72958;18788;58719;42039;14128;2552
770;9;2023;459719;225928;141913;73107;18771;59894;42846;14429;2619
771;9;2024;454831;219431;143437;73167;18796;61005;43632;14687;2686
772;9;2025;452411;214185;145342;73877;19007;62594;44701;15093;2800
773;9;2026;448647;209045;146192;74283;19127;63915;45652;15385;2878
774;9;2027;442861;203925;145575;74243;19118;64772;46300;15555;2917
775;9;2028;433203;197614;143108;73530;18951;64839;46382;15549;2908
776;9;2029;417414;188258;138498;72051;18607;63574;45510;15221;2843
777;9;2030;396251;175210;132826;70091;18124;61420;43949;14729;2742
778;9;2031;375178;162141;127170;68192;17675;59012;42176;14189;2647
779;9;2032;357829;151178;122625;66697;17329;56941;40624;13742;2575
780;9;2033;344616;142375;119451;65695;17095;55325;39373;13420;2532
781;9;2034;338139;137959;117880;65292;17008;54652;38820;13308;2524
782;9;2035;334012;134823;116959;65219;17011;54317;38539;13252;2526
783;9;2036;334703;135017;117033;65537;17116;54641;38756;13334;2551
784;9;2037;335009;134619;117259;65903;17228;54894;38949;13380;2565
785;9;2038;335029;133908;117575;66228;17318;54840;38963;13323;2554
786;9;2039;334087;132189;117951;66544;17403;54600;38826;13234;2540
787;9;2040;334981;131727;118702;67021;17531;54694;38893;13250;2551
788;9;2041;335018;130255;119510;67571;17682;54852;38967;13312;2573
789;9;2042;337539;130723;120741;68223;17852;55456;39352;13486;2618
790;9;2043;342198;132960;122303;68913;18022;56277;39936;13680;2661
791;9;2044;346981;135492;123786;69527;18176;57113;40553;13860;2700
792;9;2045;350920;137505;125083;70029;18303;57873;41104;14031;2738
793;9;2046;356672;141284;126443;70519;18426;58819;41762;14266;2791
794;9;2047;360883;144078;127474;70832;18499;59501;42238;14433;2830
795;9;2048;363642;145976;128147;70986;18533;59919;42559;14513;2847
796;9;2049;366102;147899;128565;71080;18558;60218;42804;14557;2857
797;9;2050;368292;149720;128880;71126;18566;60404;42957;14583;2864
798;10;2009;426618;351287;54999;15633;4699;17658;14939;2340;379
799;10;2010;435577;357439;56702;16543;4893;18438;15510;2533;395
800;10;2011;445515;364855;58322;17310;5028;19204;16040;2748;416
801;10;2012;428422;347558;58218;17621;5025;19314;15990;2898;426
802;10;2013;417655;335424;59072;18092;5067;19599;16111;3052;436
803;10;2014;410850;326425;60588;18708;5129;20172;16485;3246;441
804;10;2015;408251;321386;62385;19297;5183;20906;17021;3434;451
805;10;2016;407957;318648;64232;19828;5249;21600;17564;3584;452
806;10;2017;410309;318154;66356;20480;5319;22357;18126;3776;455
807;10;2018;411193;316579;68206;21034;5374;22996;18576;3956;464
808;10;2019;414253;317069;70150;21598;5436;23682;19091;4125;466
809;10;2020;418251;318244;72349;22154;5504;24397;19663;4263;471
810;10;2021;422556;319607;74701;22686;5562;25101;20226;4395;480
811;10;2022;426765;320127;77596;23350;5692;26094;20983;4600;511
812;10;2023;430976;320685;80443;24024;5824;27112;21719;4847;546
813;10;2024;435264;321242;83400;24663;5959;28184;22509;5095;580
814;10;2025;438817;321291;86076;25336;6114;29253;23258;5377;618
815;10;2026;440132;319740;88308;25863;6221;30077;23865;5578;634
816;10;2027;437621;315089;89991;26250;6291;30575;24239;5695;641
817;10;2028;433491;309117;91404;26615;6355;31054;24587;5815;652
818;10;2029;428220;301876;92894;27013;6437;31587;24987;5934;666
819;10;2030;425263;296192;94905;27609;6557;32469;25648;6131;690
820;10;2031;420977;290193;96083;28034;6667;33287;26295;6284;708
821;10;2032;414830;283594;96252;28240;6744;33878;26792;6370;716
822;10;2033;405067;275003;95206;28114;6744;34030;26966;6357;707
823;10;2034;389638;262464;92809;27676;6689;33379;26497;6195;687
824;10;2035;369370;245809;89828;27127;6606;32312;25661;5989;662
