ID;VrachtautoSEnTrekkersGewicht;Bouwjaren;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseVrachtvoertuigenInGebruik_10
47;Vrachtauto's en trekkers voor oplegger;2009;2023;63.3;57.7;5.6;72.2;57.7;14.5;20393.0;16300.0;4093.0;3542.0
48;Vrachtauto's en trekkers voor oplegger;2010;2018;313.2;283.6;29.6;379.0;283.6;95.4;55036.0;41185.0;13851.0;6887.0
49;Vrachtauto's en trekkers voor oplegger;2010;2019;248.6;232.7;15.9;280.5;232.7;47.8;46145.0;38286.0;7859.0;6079.0
50;Vrachtauto's en trekkers voor oplegger;2010;2020;169.4;157.7;11.7;189.6;157.7;31.9;36738.0;30560.0;6178.0;5160.0
51;Vrachtauto's en trekkers voor oplegger;2010;2021;129.4;120.5;9.0;146.1;120.5;25.6;33539.0;27659.0;5880.0;4356.0
52;Vrachtauto's en trekkers voor oplegger;2010;2022;96.5;90.1;6.4;106.9;90.1;16.8;28177.0;23749.0;4427.0;3794.0
53;Vrachtauto's en trekkers voor oplegger;2010;2023;63.8;58.5;5.3;72.4;58.5;14.0;22504.0;18170.0;4334.0;3219.0
54;Vrachtauto's en trekkers voor oplegger;2011;2018;480.4;424.1;56.3;605.9;424.1;181.8;65087.0;45556.0;19532.0;9309.0
55;Vrachtauto's en trekkers voor oplegger;2011;2019;374.1;337.5;36.5;447.6;337.5;110.1;54174.0;40853.0;13321.0;8262.0
56;Vrachtauto's en trekkers voor oplegger;2011;2020;268.2;244.6;23.6;309.1;244.6;64.5;44436.0;35168.0;9268.0;6955.0
57;Vrachtauto's en trekkers voor oplegger;2011;2021;212.5;196.5;16.0;242.3;196.5;45.9;41375.0;33545.0;7830.0;5857.0
58;Vrachtauto's en trekkers voor oplegger;2011;2022;161.0;150.2;10.8;178.6;150.2;28.5;35233.0;29621.0;5613.0;5070.0
59;Vrachtauto's en trekkers voor oplegger;2011;2023;102.1;93.1;9.0;116.5;93.1;23.4;27653.0;22097.0;5556.0;4213.0
60;Vrachtauto's en trekkers voor oplegger;2012;2018;568.9;499.3;69.7;724.1;499.3;224.9;74421.0;51311.0;23110.0;9730.0
61;Vrachtauto's en trekkers voor oplegger;2012;2019;471.1;421.8;49.3;570.3;421.8;148.4;63418.0;46913.0;16505.0;8992.0
62;Vrachtauto's en trekkers voor oplegger;2012;2020;343.4;311.0;32.4;399.4;311.0;88.4;52445.0;40839.0;11606.0;7616.0
63;Vrachtauto's en trekkers voor oplegger;2012;2021;273.1;248.3;24.8;319.1;248.3;70.8;48893.0;38042.0;10851.0;6527.0
64;Vrachtauto's en trekkers voor oplegger;2012;2022;206.7;192.8;14.0;229.4;192.8;36.7;40949.0;34405.0;6545.0;5603.0
65;Vrachtauto's en trekkers voor oplegger;2012;2023;129.6;118.1;11.6;148.3;118.1;30.2;32062.0;25528.0;6534.0;4625.0
66;Vrachtauto's en trekkers voor oplegger;2013;2018;679.6;583.9;95.8;893.1;583.9;309.2;83512.0;54597.0;28915.0;10694.0
67;Vrachtauto's en trekkers voor oplegger;2013;2019;597.4;520.4;77.0;752.3;520.4;231.9;74082.0;51248.0;22834.0;10155.0
68;Vrachtauto's en trekkers voor oplegger;2013;2020;497.9;433.6;64.3;608.8;433.6;175.3;65878.0;46915.0;18963.0;9242.0
69;Vrachtauto's en trekkers voor oplegger;2013;2021;406.4;356.5;49.9;499.1;356.5;142.7;61056.0;43605.0;17451.0;8175.0
70;Vrachtauto's en trekkers voor oplegger;2013;2022;319.3;284.1;35.2;376.7;284.1;92.6;52351.0;39487.0;12864.0;7195.0
71;Vrachtauto's en trekkers voor oplegger;2013;2023;216.5;197.2;19.3;247.6;197.2;50.4;42059.0;33493.0;8566.0;5887.0
72;Vrachtauto's en trekkers voor oplegger;2014;2018;622.9;546.1;76.8;794.1;546.1;248.0;86287.0;59343.0;26944.0;9203.0
73;Vrachtauto's en trekkers voor oplegger;2014;2019;589.0;516.8;72.2;734.4;516.8;217.6;79268.0;55781.0;23486.0;9265.0
74;Vrachtauto's en trekkers voor oplegger;2014;2020;512.5;445.2;67.3;628.6;445.2;183.4;71117.0;50370.0;20746.0;8839.0
75;Vrachtauto's en trekkers voor oplegger;2014;2021;462.8;409.3;53.4;562.0;409.3;152.7;67887.0;49441.0;18446.0;8279.0
76;Vrachtauto's en trekkers voor oplegger;2014;2022;394.1;352.8;41.3;461.4;352.8;108.5;59895.0;45805.0;14090.0;7703.0
77;Vrachtauto's en trekkers voor oplegger;2014;2023;294.8;268.2;26.6;337.5;268.2;69.4;49012.0;38942.0;10070.0;6887.0
78;Vrachtauto's en trekkers voor oplegger;2015;2018;818.8;701.5;117.3;1080.1;701.5;378.7;90227.0;58596.0;31631.0;11971.0
79;Vrachtauto's en trekkers voor oplegger;2015;2019;773.8;657.4;116.4;1007.9;657.4;350.5;82937.0;54096.0;28841.0;12153.0
80;Vrachtauto's en trekkers voor oplegger;2015;2020;756.3;649.1;107.2;941.4;649.1;292.2;78650.0;54235.0;24415.0;11969.0
81;Vrachtauto's en trekkers voor oplegger;2015;2021;709.2;613.0;96.2;887.8;613.0;274.8;76110.0;52549.0;23562.0;11665.0
82;Vrachtauto's en trekkers voor oplegger;2015;2022;643.8;564.7;79.2;772.7;564.7;208.1;68753.0;50241.0;18513.0;11239.0
83;Vrachtauto's en trekkers voor oplegger;2015;2023;497.7;442.7;55.0;586.2;442.7;143.5;57040.0;43080.0;13959.0;10277.0
84;Vrachtauto's en trekkers voor oplegger;2016;2018;944.6;805.5;139.1;1254.6;805.5;449.1;93313.0;59913.0;33400.0;13445.0
85;Vrachtauto's en trekkers voor oplegger;2016;2019;915.8;783.6;132.3;1182.0;783.6;398.4;86752.0;57509.0;29243.0;13625.0
86;Vrachtauto's en trekkers voor oplegger;2016;2020;885.3;748.9;136.4;1120.8;748.9;371.9;82271.0;54974.0;27298.0;13623.0
87;Vrachtauto's en trekkers voor oplegger;2016;2021;868.7;745.3;123.4;1097.9;745.3;352.6;80604.0;54715.0;25889.0;13621.0
88;Vrachtauto's en trekkers voor oplegger;2016;2022;815.8;709.1;106.6;989.4;709.1;280.2;73696.0;52822.0;20874.0;13425.0
89;Vrachtauto's en trekkers voor oplegger;2016;2023;668.7;574.2;94.5;820.8;574.2;246.6;64191.0;44908.0;19284.0;12787.0
90;Vrachtauto's en trekkers voor oplegger;2017;2018;890.8;764.1;126.7;1173.1;764.1;409.0;92962.0;60555.0;32408.0;12619.0
91;Vrachtauto's en trekkers voor oplegger;2017;2019;886.7;763.1;123.7;1135.6;763.1;372.5;88518.0;59479.0;29038.0;12829.0
92;Vrachtauto's en trekkers voor oplegger;2017;2020;883.4;751.4;132.0;1111.3;751.4;360.0;85612.0;57883.0;27729.0;12981.0
93;Vrachtauto's en trekkers voor oplegger;2017;2021;885.6;753.5;132.1;1131.1;753.5;377.6;84490.0;56285.0;28204.0;13387.0
94;Vrachtauto's en trekkers voor oplegger;2017;2022;886.6;767.9;118.8;1080.0;767.9;312.2;79658.0;56635.0;23024.0;13558.0
95;Vrachtauto's en trekkers voor oplegger;2017;2023;770.4;674.5;95.9;924.7;674.5;250.3;70008.0;51062.0;18946.0;13209.0
96;Vrachtauto's en trekkers voor oplegger;2018;2018;520.1;448.1;72.0;680.6;448.1;232.5;48502.0;31935.0;16567.0;14032.0
97;Vrachtauto's en trekkers voor oplegger;2018;2019;936.9;799.0;137.9;1214.4;799.0;415.4;88886.0;58479.0;30406.0;13663.0
98;Vrachtauto's en trekkers voor oplegger;2018;2020;949.5;803.3;146.2;1202.0;803.3;398.7;86833.0;58030.0;28804.0;13843.0
99;Vrachtauto's en trekkers voor oplegger;2018;2021;960.5;810.6;149.9;1238.8;810.6;428.3;86354.0;56502.0;29852.0;14346.0
100;Vrachtauto's en trekkers voor oplegger;2018;2022;985.4;839.9;145.5;1222.3;839.9;382.4;81492.0;55998.0;25495.0;14999.0
101;Vrachtauto's en trekkers voor oplegger;2018;2023;921.8;787.4;134.3;1137.9;787.4;350.5;75495.0;52241.0;23254.0;15073.0
102;Vrachtauto's en trekkers voor oplegger;2019;2018;;;;;;;;;;
103;Vrachtauto's en trekkers voor oplegger;2019;2019;516.3;442.0;74.4;666.0;442.0;224.0;48310.0;32060.0;16250.0;13786.0
104;Vrachtauto's en trekkers voor oplegger;2019;2020;962.2;825.9;136.3;1197.6;825.9;371.7;87814.0;60562.0;27252.0;13638.0
105;Vrachtauto's en trekkers voor oplegger;2019;2021;954.1;822.8;131.3;1198.1;822.8;375.3;87227.0;59903.0;27324.0;13735.0
106;Vrachtauto's en trekkers voor oplegger;2019;2022;944.8;811.3;133.5;1162.0;811.3;350.8;82532.0;57619.0;24913.0;14080.0
107;Vrachtauto's en trekkers voor oplegger;2019;2023;894.9;774.5;120.3;1088.5;774.5;314.0;76246.0;54253.0;21994.0;14276.0
108;Vrachtauto's en trekkers voor oplegger;2020;2018;;;;;;;;;;
109;Vrachtauto's en trekkers voor oplegger;2020;2019;;;;;;;;;;
110;Vrachtauto's en trekkers voor oplegger;2020;2020;388.4;338.1;50.3;475.4;338.1;137.3;51457.0;36599.0;14858.0;9238.0
111;Vrachtauto's en trekkers voor oplegger;2020;2021;642.6;559.5;83.1;796.8;559.5;237.3;87669.0;61560.0;26109.0;9089.0
112;Vrachtauto's en trekkers voor oplegger;2020;2022;645.4;561.8;83.7;781.6;561.8;219.9;85291.0;61300.0;23991.0;9164.0
113;Vrachtauto's en trekkers voor oplegger;2020;2023;615.9;533.4;82.5;748.6;533.4;215.2;79959.0;56975.0;22984.0;9362.0
114;Vrachtauto's en trekkers voor oplegger;2021;2018;;;;;;;;;;
115;Vrachtauto's en trekkers voor oplegger;2021;2019;;;;;;;;;;
116;Vrachtauto's en trekkers voor oplegger;2021;2020;;;;;;;;;;
117;Vrachtauto's en trekkers voor oplegger;2021;2021;386.8;324.3;62.6;503.1;324.3;178.8;48949.0;31548.0;17401.0;10278.0
118;Vrachtauto's en trekkers voor oplegger;2021;2022;723.1;614.1;109.0;900.5;614.1;286.3;89438.0;61000.0;28438.0;10068.0
119;Vrachtauto's en trekkers voor oplegger;2021;2023;699.9;593.7;106.2;870.8;593.7;277.1;85722.0;58444.0;27278.0;10159.0
120;Vrachtauto's en trekkers voor oplegger;2022;2018;;;;;;;;;;
121;Vrachtauto's en trekkers voor oplegger;2022;2019;;;;;;;;;;
122;Vrachtauto's en trekkers voor oplegger;2022;2020;;;;;;;;;;
123;Vrachtauto's en trekkers voor oplegger;2022;2021;;;;;;;;;;
124;Vrachtauto's en trekkers voor oplegger;2022;2022;397.2;330.3;66.9;506.1;330.3;175.8;43922.0;28663.0;15259.0;11523.0
125;Vrachtauto's en trekkers voor oplegger;2022;2023;769.8;649.1;120.8;964.2;649.1;315.1;85493.0;57551.0;27942.0;11278.0
126;Vrachtauto's en trekkers voor oplegger;2023;2018;;;;;;;;;;
127;Vrachtauto's en trekkers voor oplegger;2023;2019;;;;;;;;;;
128;Vrachtauto's en trekkers voor oplegger;2023;2020;;;;;;;;;;
129;Vrachtauto's en trekkers voor oplegger;2023;2021;;;;;;;;;;
130;Vrachtauto's en trekkers voor oplegger;2023;2022;;;;;;;;;;
131;Vrachtauto's en trekkers voor oplegger;2023;2023;490.5;419.8;70.8;604.4;419.8;184.6;41168.0;28591.0;12577.0;14682.0
132;Trekker voor oplegger;Totaal alle bouwjaren;2018;5126.4;4383.7;742.7;6781.2;4383.7;2397.6;77005.0;49779.0;27226.0;88063.0
133;Trekker voor oplegger;Totaal alle bouwjaren;2019;5209.4;4455.5;753.9;6726.7;4455.5;2271.2;74241.0;49174.0;25067.0;90607.0
134;Trekker voor oplegger;Totaal alle bouwjaren;2020;5255.5;4468.2;787.3;6615.0;4468.2;2146.8;74694.0;50453.0;24240.0;88562.0
135;Trekker voor oplegger;Totaal alle bouwjaren;2021;5383.4;4580.4;803.0;6874.8;4580.4;2294.4;76425.0;50919.0;25506.0;89955.0
136;Trekker voor oplegger;Totaal alle bouwjaren;2022;5594.5;4783.8;810.7;6914.0;4783.8;2130.2;73456.0;50824.0;22632.0;94125.0
137;Trekker voor oplegger;Totaal alle bouwjaren;2023;5443.4;4631.5;811.9;6749.7;4631.5;2118.2;69018.0;47359.0;21659.0;97796.0
138;Trekker voor oplegger;1900 tot 2000;2018;15.8;14.3;1.5;19.2;14.3;4.9;7351.0;5491.0;1860.0;2610.0
139;Trekker voor oplegger;1900 tot 2000;2019;11.8;10.7;1.2;14.2;10.7;3.5;5917.0;4455.0;1461.0;2398.0
140;Trekker voor oplegger;1900 tot 2000;2020;8.4;7.6;0.9;9.9;7.6;2.3;4728.0;3617.0;1111.0;2096.0
141;Trekker voor oplegger;1900 tot 2000;2021;8.4;7.6;0.8;9.9;7.6;2.3;5238.0;4002.0;1236.0;1893.0
142;Trekker voor oplegger;1900 tot 2000;2022;8.4;7.8;0.6;9.4;7.8;1.5;5177.0;4333.0;844.0;1808.0
143;Trekker voor oplegger;1900 tot 2000;2023;6.7;6.0;0.6;7.7;6.0;1.7;4590.0;3603.0;987.0;1674.0
144;Trekker voor oplegger;2000 tot 2005;2018;63.7;57.7;6.1;77.2;57.7;19.5;20897.0;15610.0;5287.0;3696.0
145;Trekker voor oplegger;2000 tot 2005;2019;44.6;40.2;4.4;53.4;40.2;13.2;17105.0;12880.0;4225.0;3122.0
146;Trekker voor oplegger;2000 tot 2005;2020;28.3;25.4;2.9;33.2;25.4;7.8;12687.0;9706.0;2982.0;2619.0
147;Trekker voor oplegger;2000 tot 2005;2021;25.6;23.1;2.5;30.2;23.1;7.1;13626.0;10411.0;3214.0;2216.0
148;Trekker voor oplegger;2000 tot 2005;2022;20.8;19.4;1.4;23.2;19.4;3.8;11700.0;9793.0;1907.0;1982.0
149;Trekker voor oplegger;2000 tot 2005;2023;14.7;13.3;1.4;16.9;13.3;3.6;9396.0;7376.0;2020.0;1803.0
150;Trekker voor oplegger;2005;2018;41.3;37.3;3.9;50.0;37.3;12.6;32883.0;24564.0;8319.0;1520.0
151;Trekker voor oplegger;2005;2019;27.3;24.7;2.7;32.7;24.7;8.1;25868.0;19478.0;6389.0;1266.0
152;Trekker voor oplegger;2005;2020;20.7;18.6;2.1;24.4;18.6;5.7;21485.0;16436.0;5049.0;1134.0
153;Trekker voor oplegger;2005;2021;17.6;15.9;1.7;20.8;15.9;4.9;22157.0;16930.0;5227.0;939.0
154;Trekker voor oplegger;2005;2022;14.7;13.6;1.0;16.3;13.6;2.7;20219.0;16924.0;3296.0;806.0
155;Trekker voor oplegger;2005;2023;9.6;8.7;0.9;11.1;8.7;2.4;15981.0;12545.0;3436.0;692.0
156;Trekker voor oplegger;2006;2018;108.6;98.3;10.3;131.6;98.3;33.3;44496.0;33239.0;11257.0;2957.0
157;Trekker voor oplegger;2006;2019;71.2;64.2;7.0;85.3;64.2;21.1;35630.0;26829.0;8801.0;2393.0
158;Trekker voor oplegger;2006;2020;43.2;38.8;4.4;50.7;38.8;11.9;27171.0;20785.0;6385.0;1866.0
159;Trekker voor oplegger;2006;2021;35.8;32.3;3.5;42.3;32.3;10.0;26256.0;20062.0;6194.0;1609.0
160;Trekker voor oplegger;2006;2022;27.7;25.8;1.9;30.8;25.8;5.0;22414.0;18760.0;3653.0;1374.0
161;Trekker voor oplegger;2006;2023;18.0;16.3;1.7;20.8;16.3;4.5;17830.0;13996.0;3833.0;1166.0
162;Trekker voor oplegger;2007;2018;139.2;126.0;13.2;168.6;126.0;42.7;48789.0;36445.0;12344.0;3456.0
163;Trekker voor oplegger;2007;2019;87.9;79.3;8.6;105.3;79.3;26.0;38028.0;28635.0;9393.0;2768.0
164;Trekker voor oplegger;2007;2020;51.0;45.8;5.2;59.9;45.8;14.1;29070.0;22238.0;6831.0;2060.0
165;Trekker voor oplegger;2007;2021;37.0;33.4;3.6;43.7;33.4;10.3;26047.0;19903.0;6145.0;1676.0
166;Trekker voor oplegger;2007;2022;31.1;28.9;2.1;34.6;28.9;5.6;21863.0;18300.0;3564.0;1581.0
167;Trekker voor oplegger;2007;2023;19.8;17.9;1.9;22.8;17.9;4.9;17237.0;13531.0;3706.0;1325.0
168;Trekker voor oplegger;2008;2018;222.2;201.1;21.1;269.2;201.1;68.1;53857.0;40231.0;13626.0;4999.0
169;Trekker voor oplegger;2008;2019;141.1;127.3;13.9;169.0;127.3;41.7;43095.0;32451.0;10645.0;3922.0
170;Trekker voor oplegger;2008;2020;82.6;74.3;8.4;97.1;74.3;22.8;33099.0;25321.0;7778.0;2933.0
171;Trekker voor oplegger;2008;2021;58.7;53.0;5.7;69.3;53.0;16.4;30034.0;22949.0;7085.0;2309.0
172;Trekker voor oplegger;2008;2022;43.2;40.2;3.0;48.0;40.2;7.8;24874.0;20820.0;4055.0;1931.0
173;Trekker voor oplegger;2008;2023;27.9;25.3;2.7;32.2;25.3;6.9;18637.0;14630.0;4007.0;1726.0
174;Trekker voor oplegger;2009;2018;163.1;149.1;14.0;194.2;149.1;45.1;59607.0;45778.0;13829.0;3258.0
175;Trekker voor oplegger;2009;2019;106.7;96.2;10.5;127.7;96.2;31.6;48026.0;36163.0;11862.0;2660.0
176;Trekker voor oplegger;2009;2020;67.2;60.4;6.8;79.0;60.4;18.6;37817.0;28930.0;8887.0;2088.0
177;Trekker voor oplegger;2009;2021;48.3;43.6;4.7;57.0;43.6;13.5;34531.0;26385.0;8146.0;1652.0
178;Trekker voor oplegger;2009;2022;36.9;34.3;2.5;41.0;34.3;6.7;29810.0;24951.0;4859.0;1376.0
179;Trekker voor oplegger;2009;2023;21.8;19.7;2.1;25.1;19.7;5.4;22759.0;17866.0;4893.0;1104.0
180;Trekker voor oplegger;2010;2018;190.3;169.5;20.7;236.4;169.5;66.9;67943.0;48715.0;19228.0;3480.0
181;Trekker voor oplegger;2010;2019;140.7;129.6;11.1;163.1;129.6;33.4;56582.0;44983.0;11599.0;2882.0
182;Trekker voor oplegger;2010;2020;86.0;77.3;8.7;101.1;77.3;23.8;44800.0;34272.0;10528.0;2256.0
183;Trekker voor oplegger;2010;2021;60.5;54.6;5.9;71.4;54.6;16.8;41048.0;31365.0;9683.0;1740.0
184;Trekker voor oplegger;2010;2022;43.8;40.8;3.0;48.8;40.8;7.9;34146.0;28580.0;5566.0;1428.0
185;Trekker voor oplegger;2010;2023;25.2;22.8;2.4;29.0;22.8;6.2;25332.0;19885.0;5446.0;1146.0
186;Trekker voor oplegger;2011;2018;331.6;288.7;42.9;427.1;288.7;138.4;75265.0;50879.0;24386.0;5675.0
187;Trekker voor oplegger;2011;2019;246.9;220.5;26.4;300.0;220.5;79.5;62597.0;46009.0;16588.0;4793.0
188;Trekker voor oplegger;2011;2020;164.5;147.4;17.1;193.9;147.4;46.5;51580.0;39201.0;12379.0;3760.0
189;Trekker voor oplegger;2011;2021;122.9;110.9;12.0;145.2;110.9;34.2;49116.0;37530.0;11587.0;2956.0
190;Trekker voor oplegger;2011;2022;89.6;83.4;6.2;99.6;83.4;16.2;41023.0;34336.0;6687.0;2429.0
191;Trekker voor oplegger;2011;2023;51.6;46.7;4.9;59.5;46.7;12.8;31375.0;24629.0;6746.0;1897.0
192;Trekker voor oplegger;2012;2018;414.3;357.0;57.2;541.8;357.0;184.8;86645.0;57099.0;29546.0;6253.0
193;Trekker voor oplegger;2012;2019;335.0;296.5;38.5;412.4;296.5;115.9;73799.0;53062.0;20738.0;5588.0
194;Trekker voor oplegger;2012;2020;233.3;211.3;22.0;271.3;211.3;59.9;60712.0;47295.0;13417.0;4468.0
195;Trekker voor oplegger;2012;2021;177.3;159.7;17.6;209.9;159.7;50.3;58076.0;44173.0;13903.0;3615.0
196;Trekker voor oplegger;2012;2022;126.2;117.5;8.7;140.3;117.5;22.9;48241.0;40378.0;7863.0;2909.0
197;Trekker voor oplegger;2012;2023;71.0;64.2;6.7;81.8;64.2;17.6;36616.0;28743.0;7872.0;2235.0
198;Trekker voor oplegger;2013;2018;515.6;432.5;83.2;700.9;432.5;268.5;94503.0;58308.0;36195.0;7417.0
