ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
138;Zuidwest-Overijssel (CR);2022;116168;77416;21355;9364;7090;386;576;508;804;11991;10814;1177;6706;10691;7604;2927;129;31;     2;    23;    11;      ;ZuidwestOverijssel                      ;;
139;Zuidwest-Overijssel (CR);2023;117413;78276;21615;9312;7231;384;632;500;565;12303;10999;1304;6832;10690;7372;3171;120;27;     2;    23;    11;      ;Zuidwest-Overijssel                     ;;
140;Twente (CR);2019;484176;320657;98917;42230;33950;2376;3427;2220;257;56687;49557;7130;25473;39129;25457;12959;594;119;  02  ;  23  ;  12  ;      ;Twente                                  ;;
141;Twente (CR);2020;492593;325651;101059;43098;34827;2375;3510;2193;193;57961;50192;7769;25729;40154;26325;13104;602;123;  02  ;  23  ;  12  ;      ;Twente                                  ;;
142;Twente (CR);2021;502061;329706;104216;45806;37598;2354;3549;2164;141;58410;50334;8076;26260;41879;27793;13366;591;129;      ;  23  ;02    ;      ;      Twente                            ;;
143;Twente (CR);2022;513577;336326;107124;47064;38714;2410;3658;2150;132;60060;51406;8654;26880;43247;28762;13756;604;125;     2;    23;    12;      ;Twente                                  ;;
144;Twente (CR);2023;519084;338294;109320;47779;39322;2400;3795;2114;148;61541;52392;9149;27484;43986;28429;14823;604;130;     2;    23;    12;      ;Twente                                  ;;
145;Veluwe (CR);2019;522976;335184;115185;52114;40624;3854;4650;2833;153;63071;56383;6688;27791;44816;30339;13399;895;183;  02  ;  25  ;  13  ;      ;Veluwe                                  ;;
146;Veluwe (CR);2020;533546;341646;117676;53276;41738;3851;4715;2820;152;64400;57503;6897;28403;45821;31100;13703;840;178;  02  ;  25  ;  13  ;      ;Veluwe                                  ;;
147;Veluwe (CR);2021;544675;348306;119600;54350;42959;3794;4710;2753;134;65250;58122;7128;28937;47832;32589;14236;824;183;      ;  25  ;02    ;      ;      Veluwe                            ;;
148;Veluwe (CR);2022;555820;353993;123239;56291;44727;3814;4837;2779;134;66948;59671;7277;29403;49185;33430;14682;890;183;     2;    25;    13;      ;Veluwe                                  ;;
149;Veluwe (CR);2023;565133;358953;126094;57585;45737;3853;5050;2802;143;68509;60881;7628;29919;50167;32816;16240;922;189;     2;    25;    13;      ;Veluwe                                  ;;
150;Achterhoek (CR);2019;319397;210918;67323;28768;23297;1709;2017;1694;51;38555;35333;3222;19763;21393;13048;7818;450;77;  02  ;  25  ;  14  ;      ;Achterhoek                              ;;
151;Achterhoek (CR);2020;324830;214243;68669;29359;23825;1720;2086;1683;45;39310;35922;3388;19991;21927;13485;7916;450;76;  02  ;  25  ;  14  ;      ;Achterhoek                              ;;
152;Achterhoek (CR);2021;331244;218023;69500;29637;24164;1698;2016;1717;42;39863;36547;3316;20475;23246;14435;8292;433;86;      ;  25  ;02    ;      ;      Achterhoek                        ;;
153;Achterhoek (CR);2022;338489;222020;71461;30454;24969;1701;2040;1704;40;41007;37641;3366;20810;24198;15055;8598;453;92;     2;    25;    14;      ;Achterhoek                              ;;
154;Achterhoek (CR);2023;341238;222446;72667;30560;24886;1824;2075;1729;46;42107;38564;3543;21221;24904;14825;9529;459;91;     2;    25;    14;      ;Achterhoek                              ;;
155;Arnhem/Nijmegen (CR);2019;494400;341732;77272;35396;27317;2448;2800;2715;116;41876;35953;5923;25747;49649;35694;13122;691;142;  02  ;  25  ;  15  ;      ;Arnhem/Nijmegen                         ;;
156;Arnhem/Nijmegen (CR);2020;500528;346076;78466;35993;27793;2484;2922;2676;118;42473;36361;6112;26018;49968;36105;13052;670;141;  02  ;  25  ;  15  ;      ;Arnhem/Nijmegen                         ;;
157;Arnhem/Nijmegen (CR);2021;507944;351820;78863;36233;28263;2416;2862;2596;96;42630;36316;6314;26386;50875;36840;13232;675;128;      ;  25  ;02    ;      ;      Arnhem/Nijmegen                   ;;
158;Arnhem/Nijmegen (CR);2022;514996;357518;79325;37435;29238;2411;3088;2597;101;41890;37149;4741;27082;51071;36725;13515;697;134;     2;    25;    15;      ;Arnhem/Nijmegen                         ;;
159;Arnhem/Nijmegen (CR);2023;517506;359868;79131;37454;29229;2412;3119;2589;105;41677;37459;4218;27649;50858;35232;14810;686;130;     2;    25;    15;      ;Arnhem/Nijmegen                         ;;
160;Zuidwest-Gelderland (CR);2019;210527;129866;52697;24849;19084;1958;2604;1078;125;27848;23926;3922;10420;17544;8684;8388;401;71;  02  ;  25  ;  16  ;      ;Zuidwest-Gelderland                     ;;
161;Zuidwest-Gelderland (CR);2020;216440;132977;54294;25624;19701;1983;2726;1089;125;28670;24553;4117;10647;18522;9297;8765;383;77;  02  ;  25  ;  16  ;      ;Zuidwest-Gelderland                     ;;
162;Zuidwest-Gelderland (CR);2021;223809;135246;55444;26030;20080;1977;2786;1066;121;29414;25177;4237;10944;22175;13138;8537;391;109;      ;  25  ;02    ;      ;      Zuidwest-Gelderland               ;;
163;Zuidwest-Gelderland (CR);2022;232686;138291;57144;26798;20790;1965;2869;1067;107;30346;25986;4360;11123;26128;15585;10057;378;108;     2;    25;    16;      ;ZuidwestGelderland                      ;;
164;Zuidwest-Gelderland (CR);2023;237203;139857;58071;26992;21016;1925;2874;1063;114;31079;26547;4532;11443;27832;14619;12700;405;108;     2;    25;    16;      ;Zuidwest-Gelderland                     ;;
165;Utrecht (CR);2019;969143;689980;161269;89826;75931;4671;4384;3812;1028;71443;64368;7075;44287;73607;45292;26858;1128;329;  03  ;  26  ;  17  ;      ;Utrecht                                 ;;
166;Utrecht (CR);2020;997282;710795;166869;94323;80107;4808;4545;3803;1060;72546;65324;7222;44899;74719;46096;27138;1149;336;  03  ;  26  ;  17  ;      ;Utrecht                                 ;;
167;Utrecht (CR);2021;1013697;721967;168474;95778;81859;4780;4494;3735;910;72696;65287;7409;45788;77468;47920;28033;1179;336;      ;  26  ;03    ;      ;      Utrecht                           ;;
168;Utrecht (CR);2022;1033895;735995;173265;99309;85083;4825;4737;3737;927;73956;66355;7601;46281;78354;47883;28860;1277;334;     3;    26;    17;      ;Utrecht                                 ;;
169;Utrecht (CR);2023;1052896;752271;176548;101717;87647;4656;4825;3680;909;74831;66960;7871;46870;77207;43964;31589;1314;340;     3;    26;    17;      ;Utrecht                                 ;;
170;Kop van Noord-Holland (CR);2019;295948;183286;68909;32853;25822;1800;3330;1818;83;36056;31020;5036;18890;24863;12083;12024;624;132;  03  ;  27  ;  18  ;      ;Kop van Noord-Holland                   ;;
171;Kop van Noord-Holland (CR);2020;300836;186558;70130;33404;26179;1876;3553;1736;60;36726;31392;5334;19250;24898;12319;11820;615;144;  03  ;  27  ;  18  ;      ;Kop van Noord-Holland                   ;;
172;Kop van Noord-Holland (CR);2021;306056;190041;71012;33884;26730;1865;3644;1594;51;37128;31523;5605;19506;25497;12986;11742;630;139;      ;  27  ;03    ;      ;      Kop van Noord-Holland             ;;
173;Kop van Noord-Holland (CR);2022;311449;193505;72174;34364;27169;1833;3730;1580;52;37810;32092;5718;19768;26002;13543;11677;641;141;     3;    27;    18;      ;Kop van NoordHolland                    ;;
174;Kop van Noord-Holland (CR);2023;314922;195136;73385;34608;27204;1863;3892;1582;67;38777;32731;6046;20013;26388;13369;12215;661;143;     3;    27;    18;      ;Kop van Noord-Holland                   ;;
175;Alkmaar en omgeving (CR);2019;174500;116798;28354;13946;11192;809;612;1301;32;14408;13502;906;10964;18384;11209;6895;218;62;  03  ;  27  ;  19  ;      ;Alkmaar en omgeving                     ;;
176;Alkmaar en omgeving (CR);2020;177222;119165;28635;14129;11375;825;610;1282;37;14506;13563;943;11085;18337;11321;6736;214;66;  03  ;  27  ;  19  ;      ;Alkmaar en omgeving                     ;;
177;Alkmaar en omgeving (CR);2021;186456;127159;29913;15309;12537;846;601;1291;34;14604;13638;966;11204;18180;11305;6589;221;65;      ;  27  ;03    ;      ;      Alkmaar en omgeving               ;;
178;Alkmaar en omgeving (CR);2022;191089;130921;30554;15741;12977;849;625;1266;24;14813;13824;989;11382;18232;11274;6665;227;66;     3;    27;    19;      ;Alkmaar en omgeving                     ;;
179;Alkmaar en omgeving (CR);2023;193468;132738;31136;16027;13230;874;649;1243;31;15109;14093;1016;11509;18085;10601;7191;224;69;     3;    27;    19;      ;Alkmaar en omgeving                     ;;
180;IJmond (CR);2019;141203;93282;22811;10758;8551;611;1029;555;12;12053;10229;1824;9162;15948;10763;4941;207;37;  03  ;  27  ;  20  ;      ;IJmond                                  ;;
181;IJmond (CR);2020;142948;94603;23364;11069;8831;612;1059;557;10;12295;10364;1931;9227;15754;10711;4819;189;35;  03  ;  27  ;  20  ;      ;IJmond                                  ;;
182;IJmond (CR);2021;144495;95881;23611;11314;9081;614;1041;570;8;12297;10357;1940;9308;15695;10803;4673;182;37;      ;  27  ;03    ;      ;      IJmond                            ;;
183;IJmond (CR);2022;145134;97047;23599;11544;9294;604;1082;557;7;12055;9996;2059;9209;15279;10410;4639;193;37;     3;    27;    20;      ;IJmond                                  ;;
184;IJmond (CR);2023;145691;97412;23924;11702;9409;598;1138;551;6;12222;10053;2169;9160;15195;10011;4948;190;46;     3;    27;    20;      ;IJmond                                  ;;
185;Agglomeratie Haarlem (CR);2019;130026;94461;13060;7459;6330;353;159;504;113;5601;5357;244;7297;15208;10915;4097;151;45;  03  ;  27  ;  21  ;      ;Agglomeratie Haarlem                    ;;
186;Agglomeratie Haarlem (CR);2020;130625;95262;13168;7586;6478;361;167;479;101;5582;5300;282;7184;15011;10859;3958;151;43;  03  ;  27  ;  21  ;      ;Agglomeratie Haarlem                    ;;
187;Agglomeratie Haarlem (CR);2021;131511;96425;12865;7441;6428;314;131;472;96;5424;5208;216;7170;15051;10959;3881;162;49;      ;  27  ;03    ;      ;      Agglomeratie Haarlem              ;;
188;Agglomeratie Haarlem (CR);2022;132380;97320;13000;7595;6595;307;144;469;80;5405;5188;217;7154;14906;10875;3800;174;57;     3;    27;    21;      ;Agglomeratie Haarlem                    ;;
189;Agglomeratie Haarlem (CR);2023;133353;98319;13571;8091;7085;278;176;470;82;5480;5282;198;7114;14349;10102;4000;193;54;     3;    27;    21;      ;Agglomeratie Haarlem                    ;;
190;Zaanstreek (CR);2019;112292;72607;17181;8595;7274;308;458;454;101;8586;7790;796;7649;14855;8243;6422;138;52;  03  ;  27  ;  22  ;      ;Zaanstreek                              ;;
191;Zaanstreek (CR);2020;112928;73499;17189;8671;7392;303;432;451;93;8518;7743;775;7610;14630;8057;6370;143;60;  03  ;  27  ;  22  ;      ;Zaanstreek                              ;;
192;Zaanstreek (CR);2021;113991;74778;17129;8770;7561;308;418;430;53;8359;7583;776;7625;14459;7907;6336;150;66;      ;  27  ;03    ;      ;      Zaanstreek                        ;;
193;Zaanstreek (CR);2022;114943;75666;17383;8985;7818;279;392;430;66;8398;7632;766;7492;14402;7757;6426;159;60;     3;    27;    22;      ;Zaanstreek                              ;;
194;Zaanstreek (CR);2023;115464;76204;17424;9047;7866;276;405;408;92;8377;7613;764;7579;14257;7305;6724;163;65;     3;    27;    22;      ;Zaanstreek                              ;;
195;Groot-Amsterdam (CR);2019;749860;517153;103299;65204;56083;3314;2740;2347;720;38095;34032;4063;38460;90948;57530;32200;814;404;  03  ;  27  ;  23  ;      ;Groot-Amsterdam                         ;;
196;Groot-Amsterdam (CR);2020;756778;526317;105010;66753;57678;3301;2632;2301;841;38257;34146;4111;39188;86263;50995;33923;959;386;  03  ;  27  ;  23  ;      ;Groot-Amsterdam                         ;;
197;Groot-Amsterdam (CR);2021;756322;525387;103788;65844;56987;3153;2572;2282;850;37944;33825;4119;39476;87671;49123;36607;1549;392;      ;  27  ;03    ;      ;      Groot-Amsterdam                   ;;
198;Groot-Amsterdam (CR);2022;778255;540582;108105;67659;58873;3011;2719;2272;784;40446;34175;6271;39330;90238;48839;39266;1738;395;     3;    27;    23;      ;GrootAmsterdam                          ;;
199;Groot-Amsterdam (CR);2023;806863;560636;112317;70279;60560;3167;3173;2337;1042;42038;35149;6889;40163;93747;47977;43257;2127;386;     3;    27;    23;      ;Groot-Amsterdam                         ;;
200;Het Gooi en Vechtstreek (CR);2019;172574;124986;22899;12389;9563;508;253;686;1379;10510;10145;365;8858;15831;8817;6721;228;65;  03  ;  27  ;  24  ;      ;Het Gooi en Vechtstreek                 ;;
201;Het Gooi en Vechtstreek (CR);2020;173873;125745;23158;12557;9682;501;271;682;1421;10601;10221;380;9016;15954;8779;6893;219;63;  03  ;  27  ;  24  ;      ;Het Gooi en Vechtstreek                 ;;
202;Het Gooi en Vechtstreek (CR);2021;176086;127335;23240;12672;9814;446;272;685;1455;10568;10188;380;9176;16335;8950;7076;241;68;      ;  27  ;03    ;      ;      Het Gooi en Vechtstreek           ;;
203;Het Gooi en Vechtstreek (CR);2022;177821;128742;23343;12709;9869;443;270;704;1423;10634;10235;399;9269;16467;8892;7247;254;74;     3;    27;    24;      ;Het Gooi en Vechtstreek                 ;;
204;Het Gooi en Vechtstreek (CR);2023;166152;120625;21669;11696;8959;377;259;680;1421;9973;9581;392;8641;15217;7893;7001;256;67;     3;    27;    24;      ;Het Gooi en Vechtstreek                 ;;
205;Agglomeratie Leiden en Bollenstreek (CR);2019;268525;180630;37784;20367;16228;1638;1387;1009;105;17417;15869;1548;14348;35763;26351;8973;329;110;  03  ;  28  ;  25  ;      ;Agglomeratie Leiden en Bollenstreek     ;;
206;Agglomeratie Leiden en Bollenstreek (CR);2020;272948;183960;38646;20893;16759;1613;1405;999;117;17753;16195;1558;14637;35705;26309;8967;320;109;  03  ;  28  ;  25  ;      ;Agglomeratie Leiden en Bollenstreek     ;;
207;Agglomeratie Leiden en Bollenstreek (CR);2021;277233;187434;39270;21372;17186;1593;1455;1037;101;17898;16305;1593;14854;35675;26227;9021;316;111;      ;  28  ;03    ;      ;      Agglomeratie Leiden en Bollenstree;;
208;Agglomeratie Leiden en Bollenstreek (CR);2022;279434;188704;40161;21795;17580;1577;1498;1041;99;18366;16692;1674;15139;35430;25844;9157;314;115;     3;    28;    25;      ;Agglomeratie Leiden en Bollenstreek     ;;
209;Agglomeratie Leiden en Bollenstreek (CR);2023;279981;189432;40199;21622;17433;1544;1536;1015;94;18577;16842;1735;15275;35075;24530;10116;322;107;     3;    28;    25;      ;Agglomeratie Leiden en Bollenstreek     ;;
210;Agglomeratie 's-Gravenhage (CR);2019;480754;352431;51283;32982;29607;1066;704;1258;347;18301;17548;753;20764;56276;40191;15436;510;139;  03  ;  28  ;  26  ;      ;Agglomeratie 's-Gravenhage              ;;
211;Agglomeratie 's-Gravenhage (CR);2020;487377;355903;52878;34245;30775;1025;930;1276;239;18633;17607;1026;21088;57508;41388;15510;480;130;  03  ;  28  ;  26  ;      ;Agglomeratie 's-Gravenhage              ;;
212;Agglomeratie 's-Gravenhage (CR);2021;490347;358048;53463;34771;31320;997;1023;1236;195;18692;17539;1153;21687;57149;41630;14927;466;126;      ;  28  ;03    ;      ;      Agglomeratie 's-Gravenhage        ;;
213;Agglomeratie 's-Gravenhage (CR);2022;498774;364354;54994;36075;32489;1024;1123;1232;207;18919;17700;1219;22155;57271;42013;14650;481;127;     3;    28;    26;      ;Agglomeratie 'sGravenhage               ;;
214;Agglomeratie 's-Gravenhage (CR);2023;496479;360634;55839;36715;33014;1020;1229;1226;226;19124;17913;1211;22566;57440;41089;15722;491;138;     3;    28;    26;      ;Agglomeratie 's-Gravenhage              ;;
215;Delft en Westland (CR);2019;153347;96815;29232;16345;12109;1450;2067;642;77;12887;10001;2886;7295;20005;11624;8176;136;69;  03  ;  28  ;  27  ;      ;Delft en Westland                       ;;
216;Delft en Westland (CR);2020;154298;97938;29634;16502;12389;1333;2065;630;85;13132;10113;3019;7411;19315;11725;7389;132;69;  03  ;  28  ;  27  ;      ;Delft en Westland                       ;;
217;Delft en Westland (CR);2021;156410;99485;29978;16791;12819;1285;2003;630;54;13187;10079;3108;7640;19307;11831;7264;141;71;      ;  28  ;03    ;      ;      Delft en Westland                 ;;
218;Delft en Westland (CR);2022;158599;101170;30700;17128;13187;1253;2045;610;33;13572;10257;3315;7792;18937;11605;7109;150;73;     3;    28;    27;      ;Delft en Westland                       ;;
219;Delft en Westland (CR);2023;159504;101521;31372;17473;13466;1255;2113;601;38;13899;10440;3459;7953;18658;11056;7377;153;72;     3;    28;    27;      ;Delft en Westland                       ;;
220;Oost-Zuid-Holland (CR);2019;239017;154134;49178;23164;18433;1464;2272;897;98;26014;22205;3809;13871;21834;12163;9312;258;101;  03  ;  28  ;  28  ;      ;Oost-Zuid-Holland                       ;;
221;Oost-Zuid-Holland (CR);2020;242491;156120;49390;22987;18268;1465;2257;901;96;26403;22562;3841;14273;22708;12912;9430;255;111;  03  ;  28  ;  28  ;      ;Oost-Zuid-Holland                       ;;
222;Oost-Zuid-Holland (CR);2021;247820;159372;49958;23394;18698;1429;2277;896;94;26564;22672;3892;14747;23743;13937;9443;259;104;      ;  28  ;03    ;      ;      Oost-Zuid-Holland                 ;;
