ID;Vakantiekenmerken;Perioden;TotaalAantalVakantiesBuitenland_1;GemiddeldeVakantieduurBuitenland_2;TotaalUitgavenVakantiesBuitenland_3;GemiddeldeUitgavenBuitenland_4;GemiddeldeUitgavenMetEigenVervoer_5;GemiddeldeUitgavenMetOverigVervoer_6
0;10;2002;13173.0;13.0;8865.0;673.0;471.0;950.0
1;10;2003;13007.0;13.0;9027.0;694.0;476.0;960.0
2;10;2004;13610.0;13.0;9365.0;688.0;471.0;947.0
3;10;2005;13795.0;12.9;9573.0;694.0;469.0;944.0
4;10;2006;13523.0;12.8;9728.0;718.0;481.0;993.0
5;10;2007;13894.0;12.9;10317.0;743.0;478.0;1026.0
6;10;2008;15094.0;13.0;11783.0;781.0;510.0;1057.0
7;10;2009;14592.0;12.9;11419.0;783.0;508.0;1093.0
8;10;2010;14806.0;12.9;11375.0;768.0;491.0;1074.0
9;10;2011;14858.0;12.8;11615.0;782.0;502.0;1063.0
10;10;2012;14844.0;12.9;11982.0;807.0;514.0;1113.0
11;10;2013;14448.0;13.0;11701.0;810.0;528.0;1111.0
12;10;2014;14422.0;12.8;11743.0;814.0;529.0;1087.0
13;10;2015;14392.0;13.0;12085.0;840.0;550.0;1115.0
14;10;2016;14335.0;12.9;11744.0;819.0;528.0;1125.0
15;België;2002;965.0;9.6;219.0;228.0;220.0;
16;België;2003;1040.0;9.7;275.0;265.0;264.0;
17;België;2004;1053.0;9.3;248.0;235.0;235.0;
18;België;2005;984.0;9.5;290.0;295.0;290.0;
19;België;2006;896.0;9.4;214.0;239.0;235.0;
20;België;2007;924.0;9.3;221.0;239.0;236.0;
21;België;2008;968.0;9.0;248.0;256.0;252.0;
22;België;2009;889.0;9.0;220.0;247.0;247.0;251.0
23;België;2010;829.0;8.7;189.0;228.0;215.0;413.0
24;België;2011;863.0;8.9;198.0;230.0;225.0;300.0
25;België;2012;774.0;8.2;189.0;244.0;242.0;276.0
26;België;2013;787.0;9.7;182.0;232.0;231.0;
27;België;2014;646.0;9.0;161.0;249.0;242.0;
28;België;2015;582.0;8.9;155.0;267.0;259.0;
29;België;2016;613.0;8.7;174.0;284.0;281.0;
30;Luxemburg;2002;238.0;12.0;78.0;327.0;329.0;
31;Luxemburg;2003;161.0;;;;;
32;Luxemburg;2004;175.0;12.3;51.0;291.0;;
33;Luxemburg;2005;189.0;11.4;50.0;264.0;;
34;Luxemburg;2006;143.0;;;;;
35;Luxemburg;2007;131.0;;;;;
36;Luxemburg;2008;88.0;;;;;
37;Luxemburg;2009;130.0;;;;;
38;Luxemburg;2010;153.0;;;;;
39;Luxemburg;2011;103.0;10.5;28.0;269.0;259.0;416.0
40;Luxemburg;2012;113.0;11.6;33.0;291.0;;
41;Luxemburg;2013;;;;;;
42;Luxemburg;2014;;;;;;
43;Luxemburg;2015;;;;;;
44;Luxemburg;2016;;;;;;
45;Frankrijk;2002;2647.0;15.1;1339.0;506.0;498.0;556.0
46;Frankrijk;2003;2316.0;14.7;1210.0;523.0;513.0;591.0
47;Frankrijk;2004;2283.0;14.4;1165.0;510.0;500.0;583.0
48;Frankrijk;2005;2169.0;14.7;1127.0;519.0;503.0;627.0
49;Frankrijk;2006;2192.0;14.8;1166.0;532.0;521.0;606.0
50;Frankrijk;2007;2094.0;14.7;1104.0;527.0;512.0;647.0
51;Frankrijk;2008;2373.0;14.0;1248.0;526.0;515.0;590.0
52;Frankrijk;2009;2290.0;14.9;1290.0;564.0;556.0;614.0
53;Frankrijk;2010;2322.0;14.6;1239.0;534.0;524.0;605.0
54;Frankrijk;2011;2452.0;15.0;1367.0;558.0;535.0;714.0
55;Frankrijk;2012;2266.0;15.3;1261.0;557.0;539.0;
56;Frankrijk;2013;2239.0;14.7;1238.0;553.0;545.0;611.0
57;Frankrijk;2014;2105.0;15.3;1218.0;579.0;568.0;651.0
58;Frankrijk;2015;2189.0;15.4;1280.0;585.0;581.0;607.0
59;Frankrijk;2016;2155.0;15.0;1229.0;570.0;557.0;666.0
60;Spanje;2002;1641.0;13.2;1441.0;878.0;744.0;912.0
61;Spanje;2003;1600.0;13.1;1282.0;801.0;702.0;826.0
62;Spanje;2004;1477.0;14.0;1150.0;778.0;773.0;780.0
63;Spanje;2005;1574.0;13.4;1194.0;759.0;769.0;757.0
64;Spanje;2006;1454.0;12.9;1142.0;785.0;714.0;798.0
65;Spanje;2007;1513.0;12.6;1195.0;789.0;757.0;795.0
66;Spanje;2008;1732.0;12.7;1367.0;789.0;795.0;788.0
67;Spanje;2009;1456.0;13.1;1206.0;828.0;879.0;820.0
68;Spanje;2010;1498.0;13.3;1192.0;796.0;775.0;800.0
69;Spanje;2011;1648.0;13.0;1307.0;793.0;841.0;787.0
70;Spanje;2012;1679.0;12.9;1385.0;825.0;814.0;826.0
71;Spanje;2013;1629.0;13.1;1396.0;857.0;838.0;860.0
72;Spanje;2014;1720.0;12.3;1393.0;810.0;;811.0
73;Spanje;2015;1854.0;13.1;1664.0;897.0;852.0;905.0
74;Spanje;2016;2055.0;13.3;1743.0;848.0;844.0;849.0
75;Portugal;2002;237.0;14.0;206.0;868.0;;
76;Portugal;2003;277.0;13.6;259.0;932.0;;922.0
77;Portugal;2004;262.0;13.7;217.0;826.0;;849.0
78;Portugal;2005;261.0;13.7;222.0;851.0;;852.0
79;Portugal;2006;225.0;13.1;189.0;839.0;;842.0
80;Portugal;2007;250.0;13.5;230.0;918.0;;903.0
81;Portugal;2008;301.0;12.6;279.0;927.0;;907.0
82;Portugal;2009;328.0;12.2;290.0;882.0;553.0;911.0
83;Portugal;2010;305.0;11.9;265.0;869.0;468.0;907.0
84;Portugal;2011;305.0;13.6;264.0;865.0;723.0;875.0
85;Portugal;2012;415.0;13.6;382.0;921.0;;900.0
86;Portugal;2013;389.0;12.6;368.0;946.0;;925.0
87;Portugal;2014;429.0;14.0;404.0;941.0;;919.0
88;Portugal;2015;362.0;12.7;326.0;902.0;;902.0
89;Portugal;2016;464.0;13.3;419.0;902.0;;883.0
90;Oostenrijk;2002;1032.0;11.1;626.0;607.0;587.0;
91;Oostenrijk;2003;1080.0;10.9;649.0;601.0;566.0;733.0
92;Oostenrijk;2004;1059.0;11.5;666.0;629.0;616.0;682.0
93;Oostenrijk;2005;995.0;10.8;624.0;627.0;594.0;
94;Oostenrijk;2006;1122.0;10.9;706.0;629.0;608.0;708.0
95;Oostenrijk;2007;1127.0;10.8;731.0;649.0;606.0;791.0
96;Oostenrijk;2008;1069.0;11.5;708.0;663.0;653.0;699.0
97;Oostenrijk;2009;1181.0;11.4;758.0;642.0;610.0;795.0
98;Oostenrijk;2010;1130.0;10.8;681.0;602.0;577.0;743.0
99;Oostenrijk;2011;1153.0;11.2;764.0;663.0;625.0;836.0
100;Oostenrijk;2012;1195.0;11.1;758.0;635.0;609.0;
101;Oostenrijk;2013;1136.0;11.1;791.0;696.0;676.0;
102;Oostenrijk;2014;1085.0;11.1;707.0;652.0;631.0;
103;Oostenrijk;2015;1091.0;11.3;730.0;669.0;646.0;
104;Oostenrijk;2016;1064.0;10.8;717.0;674.0;657.0;
105;Zwitserland;2002;393.0;11.7;219.0;557.0;532.0;
106;Zwitserland;2003;355.0;11.9;198.0;558.0;461.0;
107;Zwitserland;2004;370.0;12.5;194.0;525.0;479.0;
108;Zwitserland;2005;345.0;10.5;178.0;515.0;466.0;
109;Zwitserland;2006;335.0;11.6;181.0;540.0;524.0;608.0
110;Zwitserland;2007;362.0;12.8;194.0;536.0;474.0;
111;Zwitserland;2008;335.0;14.2;225.0;670.0;621.0;
112;Zwitserland;2009;323.0;12.1;202.0;626.0;592.0;752.0
113;Zwitserland;2010;279.0;12.1;160.0;572.0;553.0;642.0
114;Zwitserland;2011;257.0;11.2;168.0;655.0;648.0;678.0
115;Zwitserland;2012;261.0;13.3;168.0;646.0;;
116;Zwitserland;2013;222.0;12.7;121.0;547.0;;
117;Zwitserland;2014;239.0;13.5;163.0;682.0;;
118;Zwitserland;2015;255.0;12.6;185.0;723.0;;
119;Zwitserland;2016;211.0;12.0;130.0;614.0;;
120;Groot-Brittanië;2002;457.0;8.8;250.0;548.0;;510.0
121;Groot-Brittanië;2003;399.0;10.2;211.0;529.0;;489.0
122;Groot-Brittanië;2004;430.0;9.6;243.0;564.0;;530.0
123;Groot-Brittanië;2005;387.0;8.7;203.0;525.0;;522.0
124;Groot-Brittanië;2006;366.0;9.2;191.0;521.0;;495.0
125;Groot-Brittanië;2007;357.0;9.0;204.0;573.0;;548.0
126;Groot-Brittanië;2008;365.0;10.4;213.0;583.0;;645.0
127;Groot-Brittanië;2009;433.0;10.3;266.0;614.0;660.0;586.0
128;Groot-Brittanië;2010;477.0;9.9;281.0;588.0;647.0;557.0
129;Groot-Brittanië;2011;489.0;10.2;297.0;607.0;637.0;596.0
130;Groot-Brittanië;2012;465.0;9.4;296.0;637.0;;656.0
131;Groot-Brittanië;2013;524.0;10.6;341.0;651.0;;690.0
132;Groot-Brittanië;2014;520.0;9.8;340.0;654.0;;712.0
133;Groot-Brittanië;2015;520.0;10.3;382.0;735.0;;805.0
134;Groot-Brittanië;2016;497.0;10.4;360.0;724.0;;787.0
135;Noorwegen, Zweden, Finland;2002;221.0;;;;;
136;Noorwegen, Zweden, Finland;2003;224.0;16.2;213.0;948.0;;
137;Noorwegen, Zweden, Finland;2004;267.0;16.3;264.0;987.0;;
138;Noorwegen, Zweden, Finland;2005;302.0;14.8;256.0;847.0;;
139;Noorwegen, Zweden, Finland;2006;279.0;14.9;222.0;797.0;;
140;Noorwegen, Zweden, Finland;2007;328.0;15.1;269.0;819.0;;
141;Noorwegen, Zweden, Finland;2008;320.0;14.5;332.0;1038.0;;
142;Noorwegen, Zweden, Finland;2009;362.0;14.5;351.0;969.0;896.0;1039.0
143;Noorwegen, Zweden, Finland;2010;297.0;13.9;306.0;1030.0;875.0;1229.0
144;Noorwegen, Zweden, Finland;2011;284.0;15.5;316.0;1113.0;821.0;1311.0
145;Noorwegen, Zweden, Finland;2012;274.0;15.2;321.0;1169.0;;
146;Noorwegen, Zweden, Finland;2013;273.0;14.9;293.0;1072.0;;
147;Noorwegen, Zweden, Finland;2014;278.0;16.2;314.0;1130.0;;
148;Noorwegen, Zweden, Finland;2015;314.0;16.8;309.0;983.0;;
149;Noorwegen, Zweden, Finland;2016;288.0;13.8;288.0;999.0;;
150;Denemarken;2002;168.0;;;;;
151;Denemarken;2003;165.0;;;;;
152;Denemarken;2004;186.0;;;;;
153;Denemarken;2005;181.0;;;;;
154;Denemarken;2006;174.0;;;;;
155;Denemarken;2007;191.0;;;;;
156;Denemarken;2008;200.0;11.9;97.0;488.0;;
157;Denemarken;2009;180.0;;;;;
158;Denemarken;2010;165.0;;;;;
159;Denemarken;2011;156.0;12.4;80.0;510.0;463.0;705.0
160;Denemarken;2012;171.0;;;;;
161;Denemarken;2013;;;;;;
162;Denemarken;2014;;;;;;
163;Denemarken;2015;;;;;;
164;Denemarken;2016;;;;;;
165;Duitsland;2002;1507.0;9.6;543.0;360.0;335.0;
166;Duitsland;2003;1488.0;9.2;521.0;350.0;309.0;524.0
167;Duitsland;2004;1664.0;9.3;562.0;338.0;313.0;443.0
168;Duitsland;2005;1610.0;9.4;516.0;320.0;303.0;435.0
169;Duitsland;2006;1634.0;9.2;585.0;358.0;336.0;508.0
