ID;Partij;GeldigeStemmen_1;InVanTotaalGeldigeStemmen_2;Totaal_3;Mannen_4;Vrouwen_5
0;Totaal;5999531;100.0;150;136;14
1;1;563091;9.4;14;14;0
2;2;39423;0.7;0;0;0
3;3;34723;0.6;0;0;0
4;4;486429;8.1;12;11;1
5;5;144542;2.4;3;3;0
6;6;39972;0.7;0;0;0
7;7;1895914;31.6;49;45;4
8;8;1317;0.0;0;0;0
9;9;110499;1.8;2;2;0
10;PvdA;1821285;30.4;48;43;5
11;SGP;129678;2.2;3;3;0
12;VVD;732658;12.2;19;15;4
