ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalReIntegratievoorzieningen_1;TijdelijkeLoonkostensubsidie_2;WIWIDBaan_3;Participatieplaats_4;LoonkostensubsidieParticipatiewet_5;ForfaitaireLoonkostensubsidie_6;BeschutWerk_7;BegeleidingOpWerkkringJobCoach_8;VervoersvoorzieningWoonWerk_9;AndereVoorzieningVoorArbeidsbeperkten_10;OverigeReIntegratievoorzieningen_11
3826;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2017 november;12630;110;0;670;130;10.0;20;20;0;0;11920
3827;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2017 december;12590;120;0;650;150;10.0;20;20;0;0;11900
3828;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 januari;12840;100;0;650;150;10.0;20;30;0;0;12150
3829;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 februari;13010;110;0;650;160;10.0;20;30;0;10;12310
3830;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 maart;13170;100;0;640;170;10.0;20;30;0;0;12470
3831;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 april;13200;100;0;650;190;20.0;20;40;0;10;12470
3832;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 mei;13370;110;0;640;210;20.0;30;40;0;10;12650
3833;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 juni;13130;100;0;620;220;20.0;30;40;0;10;12410
3834;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 juli;13150;100;0;630;230;10.0;30;40;0;10;12430
3835;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 augustus;13170;110;0;630;230;20.0;30;40;0;10;12460
3836;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 september;13270;110;0;630;230;10.0;30;50;0;10;12560
3837;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 oktober;13560;120;0;620;230;20.0;40;50;0;10;12850
3838;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 november;13520;120;0;590;240;20.0;40;50;0;10;12830
3839;Vrouwen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018 december;13480;120;0;540;240;20.0;40;50;10;10;12820
3840;Vrouwen;45 tot 55 jaar;Totaal;2015 januari;20920;380;130;1810;20;;0;40;0;0;19030
3841;Vrouwen;45 tot 55 jaar;Totaal;2015 februari;21120;380;120;1800;20;;0;40;0;0;19250
3842;Vrouwen;45 tot 55 jaar;Totaal;2015 maart;21300;360;120;1750;20;;0;30;0;0;19490
3843;Vrouwen;45 tot 55 jaar;Totaal;2015 april;21320;360;120;1730;30;;0;30;0;0;19530
3844;Vrouwen;45 tot 55 jaar;Totaal;2015 mei;21270;360;120;1700;30;;0;30;0;0;19510
3845;Vrouwen;45 tot 55 jaar;Totaal;2015 juni;21260;350;110;1670;30;;0;30;0;0;19540
3846;Vrouwen;45 tot 55 jaar;Totaal;2015 juli;21170;350;110;1640;40;;0;30;0;0;19490
3847;Vrouwen;45 tot 55 jaar;Totaal;2015 augustus;21210;340;110;1610;50;;0;10;0;0;19550
3848;Vrouwen;45 tot 55 jaar;Totaal;2015 september;21330;330;110;1620;50;;0;20;0;0;19720
3849;Vrouwen;45 tot 55 jaar;Totaal;2015 oktober;21560;330;100;1590;60;;0;0;0;0;19950
3850;Vrouwen;45 tot 55 jaar;Totaal;2015 november;21570;330;90;1610;80;;0;10;0;0;19940
3851;Vrouwen;45 tot 55 jaar;Totaal;2015 december;21380;320;90;1640;100;;0;10;0;0;19700
3852;Vrouwen;45 tot 55 jaar;Totaal;2016 januari;21550;340;90;1630;100;;0;10;0;0;19860
3853;Vrouwen;45 tot 55 jaar;Totaal;2016 februari;21540;330;90;1630;110;;0;10;0;10;19870
3854;Vrouwen;45 tot 55 jaar;Totaal;2016 maart;21420;320;90;1660;130;;0;10;0;10;19730
3855;Vrouwen;45 tot 55 jaar;Totaal;2016 april;21320;310;90;1670;140;;0;20;0;0;19620
3856;Vrouwen;45 tot 55 jaar;Totaal;2016 mei;21350;310;90;1620;150;;0;20;0;10;19680
3857;Vrouwen;45 tot 55 jaar;Totaal;2016 juni;21310;300;90;1610;160;;10;20;0;0;19640
3858;Vrouwen;45 tot 55 jaar;Totaal;2016 juli;21300;310;80;1610;180;;10;20;0;0;19600
3859;Vrouwen;45 tot 55 jaar;Totaal;2016 augustus;21050;310;90;1620;200;;10;20;0;0;19310
3860;Vrouwen;45 tot 55 jaar;Totaal;2016 september;21330;300;80;1590;210;;20;30;0;0;19620
3861;Vrouwen;45 tot 55 jaar;Totaal;2016 oktober;21570;300;80;1620;240;;20;30;0;10;19830
3862;Vrouwen;45 tot 55 jaar;Totaal;2016 november;21820;310;80;1670;240;;20;30;0;10;20030
3863;Vrouwen;45 tot 55 jaar;Totaal;2016 december;21840;320;80;1670;260;;20;40;0;10;20020
3864;Vrouwen;45 tot 55 jaar;Totaal;2017 januari;21950;300;80;1640;270;10.0;20;40;0;10;20120
3865;Vrouwen;45 tot 55 jaar;Totaal;2017 februari;22110;300;80;1660;280;10.0;20;50;0;10;20270
3866;Vrouwen;45 tot 55 jaar;Totaal;2017 maart;22330;300;80;1650;300;10.0;20;60;0;10;20480
3867;Vrouwen;45 tot 55 jaar;Totaal;2017 april;22390;310;80;1650;320;20.0;30;60;0;10;20500
3868;Vrouwen;45 tot 55 jaar;Totaal;2017 mei;22550;310;70;1610;350;20.0;30;60;0;10;20670
3869;Vrouwen;45 tot 55 jaar;Totaal;2017 juni;22620;320;70;1570;360;30.0;40;70;0;10;20760
3870;Vrouwen;45 tot 55 jaar;Totaal;2017 juli;22680;310;70;1540;380;40.0;40;70;0;10;20830
3871;Vrouwen;45 tot 55 jaar;Totaal;2017 augustus;22520;300;70;1490;400;40.0;40;80;0;10;20700
3872;Vrouwen;45 tot 55 jaar;Totaal;2017 september;22880;300;70;1460;430;50.0;40;80;0;10;21060
3873;Vrouwen;45 tot 55 jaar;Totaal;2017 oktober;22910;290;70;1490;490;40.0;50;90;0;20;20990
3874;Vrouwen;45 tot 55 jaar;Totaal;2017 november;23220;290;70;1490;520;40.0;60;90;0;20;21300
3875;Vrouwen;45 tot 55 jaar;Totaal;2017 december;23100;290;70;1470;540;50.0;70;100;0;20;21170
3876;Vrouwen;45 tot 55 jaar;Totaal;2018 januari;23300;280;70;1440;560;50.0;70;110;0;10;21390
3877;Vrouwen;45 tot 55 jaar;Totaal;2018 februari;23590;270;70;1450;580;50.0;80;110;10;20;21660
3878;Vrouwen;45 tot 55 jaar;Totaal;2018 maart;23940;260;70;1410;590;50.0;90;120;10;20;22040
3879;Vrouwen;45 tot 55 jaar;Totaal;2018 april;23860;250;70;1430;630;50.0;100;130;10;30;21910
3880;Vrouwen;45 tot 55 jaar;Totaal;2018 mei;24040;250;60;1420;660;50.0;110;130;10;20;22070
3881;Vrouwen;45 tot 55 jaar;Totaal;2018 juni;23600;240;60;1410;700;60.0;120;140;10;20;21650
3882;Vrouwen;45 tot 55 jaar;Totaal;2018 juli;23440;240;60;1410;730;60.0;120;150;10;20;21470
3883;Vrouwen;45 tot 55 jaar;Totaal;2018 augustus;23400;230;60;1380;750;60.0;130;160;10;20;21430
3884;Vrouwen;45 tot 55 jaar;Totaal;2018 september;23520;230;60;1380;770;60.0;140;160;10;20;21570
3885;Vrouwen;45 tot 55 jaar;Totaal;2018 oktober;23830;230;60;1350;780;60.0;150;170;10;20;21880
3886;Vrouwen;45 tot 55 jaar;Totaal;2018 november;23750;230;60;1300;810;70.0;160;180;10;20;21820
3887;Vrouwen;45 tot 55 jaar;Totaal;2018 december;23540;230;60;1230;840;70.0;170;180;30;20;21670
3888;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 januari;10200;220;60;790;10;;0;30;0;0;9340
3889;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 februari;10280;220;60;790;10;;0;20;0;0;9440
3890;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 maart;10360;210;60;780;10;;0;20;0;0;9540
3891;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 april;10350;210;60;790;10;;0;20;0;0;9530
3892;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 mei;10400;210;60;780;20;;0;20;0;0;9600
3893;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 juni;10360;200;60;770;20;;0;20;0;0;9570
3894;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 juli;10290;200;60;780;20;;0;20;0;0;9500
3895;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 augustus;10280;200;60;760;30;;0;10;0;0;9500
3896;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 september;10340;190;60;780;20;;0;10;0;0;9580
3897;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 oktober;10440;190;60;750;30;;0;0;0;0;9670
3898;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 november;10470;190;50;770;40;;0;10;0;0;9680
3899;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2015 december;10460;180;50;790;50;;0;10;0;0;9640
3900;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 januari;10560;180;50;790;50;;0;10;0;0;9730
3901;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 februari;10550;180;50;790;60;;0;10;0;10;9720
3902;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 maart;10510;180;50;810;70;;0;10;0;0;9670
3903;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 april;10430;170;50;820;70;;0;10;0;0;9600
3904;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 mei;10440;180;50;780;80;;0;10;0;0;9610
3905;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 juni;10390;170;50;790;80;;0;10;0;0;9570
3906;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 juli;10360;180;50;790;90;;0;10;0;0;9520
3907;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 augustus;10110;170;60;790;110;;10;10;0;0;9260
3908;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 september;10200;160;50;750;110;;10;10;0;0;9370
3909;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 oktober;10310;160;60;770;120;;10;10;0;0;9470
3910;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 november;10340;160;50;780;130;;10;20;0;10;9460
3911;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 december;10400;170;50;780;140;;10;20;0;0;9510
3912;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 januari;10380;170;50;750;150;0.0;10;20;0;10;9490
3913;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 februari;10450;180;50;760;160;0.0;10;30;0;10;9550
3914;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 maart;10550;180;50;760;170;10.0;10;30;0;10;9630
3915;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 april;10480;190;50;750;180;10.0;10;30;0;10;9550
3916;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 mei;10490;180;50;720;200;10.0;10;30;0;10;9570
3917;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 juni;10440;180;50;710;200;20.0;20;40;0;10;9520
3918;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 juli;10380;180;50;690;210;20.0;20;40;0;10;9470
3919;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 augustus;10270;170;50;670;220;20.0;20;40;0;10;9370
3920;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 september;10220;170;40;660;230;30.0;20;40;0;10;9330
3921;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 oktober;10190;170;40;680;260;30.0;30;50;0;10;9240
3922;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 november;10280;170;40;690;280;30.0;30;50;0;10;9320
3923;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 december;10220;170;40;660;280;30.0;30;50;0;10;9260
3924;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 januari;10280;170;40;650;300;20.0;40;60;0;10;9340
3925;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 februari;10400;160;40;660;310;20.0;40;60;0;20;9440
3926;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 maart;10510;150;40;640;310;30.0;50;60;0;20;9560
3927;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 april;10460;150;40;640;330;30.0;50;70;0;20;9490
3928;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 mei;10480;140;40;630;340;30.0;60;70;0;20;9500
3929;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 juni;10320;140;40;610;350;40.0;60;80;0;20;9360
3930;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 juli;10210;140;40;620;370;40.0;60;80;0;20;9220
3931;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 augustus;10160;130;40;610;380;40.0;70;80;0;20;9180
3932;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 september;10140;130;40;610;400;40.0;80;90;10;10;9160
3933;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 oktober;10130;130;40;590;410;40.0;80;90;10;20;9150
3934;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 november;10050;130;40;570;430;40.0;90;100;10;20;9070
3935;Vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 december;9910;130;40;560;440;40.0;90;100;20;20;8940
3936;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 januari;10720;160;60;1010;10;;0;10;0;0;9690
3937;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 februari;10840;160;60;1010;10;;0;10;0;0;9820
3938;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 maart;10940;160;60;960;10;;0;10;0;0;9950
3939;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 april;10960;160;60;950;10;;0;10;0;0;9990
3940;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 mei;10860;150;50;920;20;;0;10;0;0;9920
3941;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 juni;10900;150;50;900;20;;0;10;0;0;9970
3942;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 juli;10880;150;50;860;20;;0;20;0;0;9980
3943;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 augustus;10930;140;50;850;20;;0;10;0;0;10050
3944;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 september;11000;140;50;850;30;;0;10;0;0;10140
3945;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 oktober;11120;140;50;840;30;;0;0;0;0;10280
3946;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 november;11100;140;40;850;40;;0;10;0;0;10250
3947;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 december;10920;140;40;860;50;;0;10;0;0;10060
3948;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 januari;10990;160;40;840;50;;0;10;0;0;10130
3949;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 februari;11000;150;40;830;50;;0;10;0;0;10150
3950;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 maart;10910;140;40;850;60;;0;10;0;0;10050
3951;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 april;10890;140;40;850;70;;0;10;0;0;10030
3952;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 mei;10920;130;40;840;70;;0;10;0;0;10070
3953;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 juni;10920;130;40;830;80;;0;10;0;0;10080
3954;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 juli;10940;140;30;830;90;;0;10;0;0;10080
3955;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 augustus;10930;140;40;840;90;;0;10;0;0;10060
3956;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 september;11130;140;30;840;100;;10;20;0;0;10250
3957;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 oktober;11260;140;30;860;110;;10;20;0;0;10370
3958;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 november;11490;140;30;890;110;;10;20;0;0;10570
3959;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 december;11440;140;30;890;120;;10;20;0;0;10510
3960;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 januari;11580;130;30;890;120;0.0;10;20;0;0;10640
3961;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 februari;11660;120;30;900;130;0.0;10;20;0;0;10720
3962;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 maart;11780;120;30;900;130;0.0;10;30;0;0;10840
3963;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 april;11910;120;30;900;140;0.0;20;30;0;0;10950
3964;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 mei;12070;120;30;890;150;10.0;20;30;0;0;11100
3965;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 juni;12180;130;30;860;160;10.0;20;30;0;0;11240
3966;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 juli;12300;130;30;850;170;20.0;20;30;0;0;11370
3967;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 augustus;12250;130;30;820;180;20.0;20;40;0;0;11330
3968;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 september;12660;130;30;800;200;20.0;20;40;0;0;11730
3969;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 oktober;12720;130;30;800;220;10.0;30;40;0;10;11750
3970;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 november;12940;120;30;800;240;10.0;30;40;0;10;11980
3971;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 december;12890;120;30;810;260;20.0;40;50;0;10;11900
3972;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 januari;13020;110;30;790;270;20.0;40;50;0;0;12050
3973;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 februari;13190;110;30;800;280;20.0;40;50;0;0;12230
3974;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 maart;13430;110;30;770;280;20.0;40;50;0;0;12480
3975;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 april;13410;110;30;790;300;20.0;40;60;0;10;12430
3976;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 mei;13560;110;20;800;320;20.0;50;60;0;10;12570
3977;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 juni;13280;100;20;790;340;20.0;50;70;0;10;12290
3978;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 juli;13240;100;20;790;350;20.0;50;70;0;10;12250
3979;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 augustus;13230;100;20;770;370;20.0;60;70;0;10;12250
3980;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 september;13380;100;20;770;370;20.0;60;70;0;10;12410
3981;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 oktober;13690;100;20;760;370;20.0;70;80;0;10;12720
3982;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 november;13700;110;20;730;380;30.0;70;80;0;10;12750
3983;Vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 december;13630;100;20;670;400;30.0;80;80;10;10;12730
3984;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 januari;2590;50;10;230;0;;0;0;0;0;2360
3985;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 februari;2610;50;10;230;0;;0;10;0;0;2390
3986;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 maart;2630;50;10;230;0;;0;0;0;0;2410
3987;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 april;2640;50;10;230;0;;0;0;0;0;2410
3988;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 mei;2640;50;10;230;10;;0;0;0;0;2420
3989;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juni;2640;50;10;230;10;;0;0;0;0;2420
3990;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juli;2610;50;10;220;10;;0;10;0;0;2390
3991;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 augustus;2630;50;10;220;10;;0;0;0;0;2410
3992;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 september;2650;50;10;220;10;;0;0;0;0;2430
3993;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 oktober;2680;50;10;220;10;;0;0;0;0;2470
3994;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 november;2670;50;10;210;10;;0;0;0;0;2470
3995;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 december;2680;50;10;220;20;;0;0;0;0;2470
3996;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 januari;2710;60;10;200;20;;0;0;0;0;2500
3997;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 februari;2700;50;10;200;20;;0;0;0;0;2500
3998;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 maart;2710;50;10;200;20;;0;0;0;0;2510
3999;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 april;2670;50;10;190;20;;0;0;0;0;2480
4000;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 mei;2680;40;10;200;20;;0;0;0;0;2480
4001;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juni;2680;40;10;200;30;;0;0;0;0;2480
4002;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juli;2670;50;10;200;30;;0;0;0;0;2460
4003;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 augustus;2650;50;10;200;30;;0;0;0;0;2440
4004;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 september;2680;40;10;200;40;;0;10;0;0;2470
4005;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 oktober;2690;50;10;200;40;;0;10;0;0;2480
4006;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 november;2730;40;10;210;40;;0;10;0;0;2500
4007;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 december;2740;40;10;210;50;;0;10;0;0;2500
4008;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 januari;2740;40;10;210;50;0.0;0;10;0;0;2500
4009;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 februari;2750;40;10;200;50;0.0;0;10;0;0;2510
4010;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 maart;2760;40;10;200;50;0.0;0;10;0;0;2530
4011;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 april;2740;40;10;200;50;0.0;0;10;0;0;2510
4012;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 mei;2750;40;10;190;50;0.0;0;10;0;0;2510
4013;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juni;2750;40;10;180;60;0.0;0;10;0;0;2520
4014;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juli;2750;40;10;190;60;10.0;0;10;0;0;2510
4015;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 augustus;2710;40;10;180;70;10.0;10;10;0;0;2490
4016;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 september;2730;40;10;170;70;10.0;10;10;0;0;2510
4017;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 oktober;2730;40;10;170;70;10.0;10;20;0;0;2490
4018;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 november;2750;40;10;170;80;10.0;10;20;0;0;2510
4019;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 december;2740;40;10;180;80;10.0;10;20;0;0;2490
4020;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 januari;2780;40;10;170;80;10.0;10;20;0;0;2540
4021;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 februari;2810;40;10;170;90;10.0;10;20;0;0;2570
4022;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 maart;2840;30;10;170;80;10.0;10;20;0;0;2610
4023;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 april;2850;30;10;180;90;10.0;10;20;0;0;2610
4024;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 mei;2860;30;10;180;100;10.0;10;20;0;0;2610
4025;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juni;2780;30;10;180;100;10.0;20;20;0;0;2540
4026;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juli;2730;30;10;170;110;10.0;10;20;0;0;2490
4027;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 augustus;2700;30;10;160;110;10.0;10;20;0;0;2470
4028;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 september;2700;30;10;160;110;10.0;10;20;0;0;2480
4029;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 oktober;2720;30;10;170;100;10.0;10;20;0;0;2500
4030;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 november;2700;30;10;160;110;10.0;20;20;0;0;2470
4031;Vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 december;2660;30;10;160;110;10.0;20;20;0;0;2430
4032;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 januari;8130;120;50;780;10;;0;10;0;0;7330
4033;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 februari;8230;120;50;780;10;;0;10;0;0;7420
4034;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 maart;8310;110;50;740;10;;0;10;0;0;7540
4035;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 april;8330;110;50;720;10;;0;10;0;0;7580
4036;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 mei;8220;100;40;690;10;;0;10;0;0;7500
4037;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juni;8260;100;50;670;10;;0;10;0;0;7560
4038;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juli;8270;100;50;640;10;;0;10;0;0;7590
4039;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 augustus;8300;90;50;630;10;;0;0;0;0;7640
4040;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 september;8350;90;40;620;20;;0;10;0;0;7710
4041;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 oktober;8450;90;40;620;20;;0;0;0;0;7820
4042;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 november;8420;100;30;630;30;;0;0;0;0;7790
4043;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 december;8240;90;30;640;30;;0;0;0;0;7590
4044;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 januari;8280;100;30;640;30;;0;0;0;0;7630
4045;Vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 februari;8300;100;30;640;30;;0;10;0;0;7650
