ID;VrijstellingenAftrekpostenGrondslagen;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalBedrag_3;GemiddeldBedragPerHuishouden_4;k_25ePercentiel_5;k_50ePercentielMediaan_6;k_75ePercentiel_7
0;33;10000;2006;6384.0;89.8;8346.0;1.3;0.2;0.8;1.6
1;33;10000;2007;6480.0;90.4;10159.0;1.6;0.2;0.8;1.6
2;33;10000;2008;6574.0;90.8;10239.0;1.6;0.2;0.8;1.7
3;33;10000;2009;6754.0;92.5;12333.0;1.8;0.2;0.8;1.7
4;33;10000;2010;6873.0;93.7;12256.0;1.8;0.2;0.8;1.7
5;33;10000;2011;6763.0;91.2;13277.0;2.0;0.2;0.8;1.7
6;33;10000;2012;7020.0;94.0;11389.0;1.6;0.1;0.7;1.6
7;33;10000;2013;7005.0;93.5;11553.0;1.6;0.1;0.6;1.6
8;33;10000;2014;7069.0;93.5;10842.0;1.5;0.1;0.6;1.6
9;33;10050;2006;2063.0;83.4;1252.0;0.6;0.1;0.5;0.8
10;33;10050;2007;2113.0;84.2;1403.0;0.7;0.1;0.5;0.8
11;33;10050;2008;2169.0;84.7;1514.0;0.7;0.1;0.5;0.8
12;33;10050;2009;2263.0;87.1;2219.0;1.0;0.1;0.5;0.8
13;33;10050;2010;2322.0;88.7;1689.0;0.7;0.1;0.4;0.8
14;33;10050;2011;2266.0;84.6;1687.0;0.7;0.1;0.5;0.8
15;33;10050;2012;2442.0;89.9;1539.0;0.6;0.1;0.3;0.8
16;33;10050;2013;2415.0;88.9;1429.0;0.6;0.1;0.3;0.8
17;33;10050;2014;2475.0;89.2;1361.0;0.5;0.1;0.3;0.8
18;33;10450;2006;900.0;79.9;550.0;0.6;0.1;0.4;0.8
19;33;10450;2007;931.0;81.0;661.0;0.7;0.1;0.5;0.8
20;33;10450;2008;971.0;82.0;761.0;0.8;0.1;0.5;0.8
21;33;10450;2009;1016.0;84.5;823.0;0.8;0.1;0.4;0.8
22;33;10450;2010;1049.0;86.2;790.0;0.8;0.1;0.4;0.8
23;33;10450;2011;1023.0;81.6;815.0;0.8;0.1;0.5;0.8
24;33;10450;2012;1110.0;86.8;678.0;0.6;0.0;0.3;0.8
25;33;10450;2013;1100.0;85.7;720.0;0.7;0.0;0.2;0.8
26;33;10450;2014;1135.0;86.6;623.0;0.5;0.0;0.2;0.8
27;33;10500;2006;732.0;77.8;398.0;0.5;0.1;0.4;0.8
28;33;10500;2007;757.0;79.0;533.0;0.7;0.1;0.4;0.8
29;33;10500;2008;791.0;80.3;615.0;0.8;0.1;0.4;0.8
30;33;10500;2009;823.0;82.8;681.0;0.8;0.1;0.4;0.8
31;33;10500;2010;855.0;84.9;581.0;0.7;0.1;0.3;0.8
32;33;10500;2011;825.0;79.9;614.0;0.7;0.1;0.4;0.8
33;33;10500;2012;890.0;85.3;515.0;0.6;0.0;0.2;0.8
34;33;10500;2013;873.0;83.9;566.0;0.6;0.0;0.2;0.8
35;33;10500;2014;897.0;84.9;462.0;0.5;0.0;0.2;0.8
36;33;10550;2006;168.0;91.0;153.0;0.9;0.2;0.7;0.8
37;33;10550;2007;174.0;91.2;128.0;0.7;0.2;0.8;0.8
38;33;10550;2008;180.0;90.6;146.0;0.8;0.2;0.7;0.8
39;33;10550;2009;193.0;92.3;142.0;0.7;0.3;0.7;0.8
40;33;10550;2010;194.0;92.3;209.0;1.1;0.3;0.8;0.8
41;33;10550;2011;198.0;89.8;201.0;1.0;0.3;0.8;0.8
42;33;10550;2012;220.0;93.9;164.0;0.7;0.2;0.7;0.8
43;33;10550;2013;227.0;93.4;154.0;0.7;0.1;0.7;0.8
44;33;10550;2014;238.0;93.2;161.0;0.7;0.1;0.7;0.8
45;33;10600;2006;1163.0;86.4;702.0;0.6;0.1;0.5;0.8
46;33;10600;2007;1182.0;86.8;743.0;0.6;0.1;0.5;0.8
47;33;10600;2008;1198.0;86.9;753.0;0.6;0.1;0.5;0.8
48;33;10600;2009;1247.0;89.3;1395.0;1.1;0.1;0.5;0.8
49;33;10600;2010;1273.0;91.0;899.0;0.7;0.1;0.5;0.8
50;33;10600;2011;1243.0;87.2;872.0;0.7;0.1;0.5;0.8
51;33;10600;2012;1332.0;92.6;860.0;0.6;0.1;0.4;0.8
52;33;10600;2013;1315.0;91.8;709.0;0.5;0.1;0.3;0.8
53;33;10600;2014;1341.0;91.6;738.0;0.6;0.1;0.3;0.8
54;33;10650;2006;626.0;82.5;322.0;0.5;0.1;0.3;0.8
55;33;10650;2007;637.0;83.0;356.0;0.6;0.1;0.3;0.8
56;33;10650;2008;648.0;83.3;351.0;0.5;0.1;0.3;0.8
57;33;10650;2009;686.0;87.3;933.0;1.4;0.1;0.3;0.8
58;33;10650;2010;707.0;89.3;476.0;0.7;0.1;0.3;0.8
59;33;10650;2011;676.0;84.4;399.0;0.6;0.1;0.3;0.8
60;33;10650;2012;718.0;89.8;383.0;0.5;0.0;0.2;0.7
61;33;10650;2013;704.0;88.4;348.0;0.5;0.0;0.2;0.7
62;33;10650;2014;721.0;88.7;338.0;0.5;0.0;0.2;0.7
63;33;10700;2006;538.0;91.3;380.0;0.7;0.2;0.7;0.9
64;33;10700;2007;545.0;91.6;387.0;0.7;0.2;0.7;0.8
65;33;10700;2008;549.0;91.7;402.0;0.7;0.3;0.7;0.9
66;33;10700;2009;560.0;92.0;462.0;0.8;0.3;0.7;0.8
67;33;10700;2010;566.0;93.2;423.0;0.7;0.2;0.7;0.9
68;33;10700;2011;567.0;90.8;472.0;0.8;0.3;0.8;0.9
69;33;10700;2012;614.0;96.1;477.0;0.8;0.2;0.7;0.8
70;33;10700;2013;611.0;96.0;361.0;0.6;0.2;0.7;0.8
71;33;10700;2014;620.0;95.3;400.0;0.6;0.1;0.7;0.8
72;33;10100;2006;4321.0;93.2;7094.0;1.6;0.4;1.0;1.8
73;33;10100;2007;4367.0;93.8;8756.0;2.0;0.4;1.1;2.0
74;33;10100;2008;4405.0;94.1;8725.0;2.0;0.4;1.2;2.1
75;33;10100;2009;4491.0;95.5;10114.0;2.3;0.4;1.2;2.2
76;33;10100;2010;4551.0;96.4;10567.0;2.3;0.3;1.2;2.1
77;33;10100;2011;4497.0;94.9;11591.0;2.6;0.4;1.2;2.1
78;33;10100;2012;4578.0;96.3;9850.0;2.2;0.2;0.9;1.7
79;33;10100;2013;4590.0;96.2;10124.0;2.2;0.2;0.8;1.7
80;33;10100;2014;4594.0;96.0;9481.0;2.1;0.2;0.8;1.7
81;33;10150;2006;3762.0;94.8;6531.0;1.7;0.4;1.1;1.8
82;33;10150;2007;3796.0;95.3;8081.0;2.1;0.4;1.3;2.1
83;33;10150;2008;3820.0;95.6;7981.0;2.1;0.4;1.3;2.2
84;33;10150;2009;3862.0;96.5;9299.0;2.4;0.5;1.3;2.3
85;33;10150;2010;3989.0;97.1;9653.0;2.4;0.4;1.3;2.2
86;33;10150;2011;3942.0;96.0;10794.0;2.7;0.5;1.3;2.3
87;33;10150;2012;3987.0;96.9;9138.0;2.3;0.3;1.0;1.7
88;33;10150;2013;3991.0;96.7;9349.0;2.3;0.2;1.0;1.7
89;33;10150;2014;3981.0;96.6;8447.0;2.1;0.2;1.0;1.7
90;33;10200;2006;1933.0;95.0;3201.0;1.7;0.4;1.1;1.7
91;33;10200;2007;1961.0;95.3;3620.0;1.8;0.4;1.3;2.0
92;33;10200;2008;1976.0;95.5;3765.0;1.9;0.4;1.3;2.1
93;33;10200;2009;2006.0;96.3;4440.0;2.2;0.4;1.3;2.2
94;33;10200;2010;2049.0;96.9;3763.0;1.8;0.4;1.3;2.1
95;33;10200;2011;2028.0;95.8;4695.0;2.3;0.4;1.3;1.9
96;33;10200;2012;2050.0;96.5;4188.0;2.0;0.3;1.1;1.7
97;33;10200;2013;2064.0;96.3;3593.0;1.7;0.2;1.0;1.7
98;33;10200;2014;2064.0;96.1;3863.0;1.9;0.2;1.0;1.7
99;33;10750;2006;1267.0;94.1;1903.0;1.5;0.4;1.1;1.6
100;33;10750;2007;1275.0;94.5;2416.0;1.9;0.4;1.2;1.8
101;33;10750;2008;1268.0;94.7;2393.0;1.9;0.4;1.2;1.9
102;33;10750;2009;1273.0;95.9;3015.0;2.4;0.4;1.2;1.9
103;33;10750;2010;1289.0;96.7;2413.0;1.9;0.3;1.1;1.8
104;33;10750;2011;1229.0;95.3;3248.0;2.6;0.4;1.2;1.9
105;33;10750;2012;1216.0;96.3;2262.0;1.9;0.2;0.8;1.7
106;33;10750;2013;1205.0;96.0;2160.0;1.8;0.2;0.7;1.7
107;33;10750;2014;1183.0;95.8;2063.0;1.7;0.2;0.8;1.7
108;33;10800;2006;666.0;96.8;1298.0;1.9;0.5;1.2;2.3
109;33;10800;2007;686.0;97.0;1204.0;1.8;0.5;1.4;2.4
110;33;10800;2008;708.0;96.8;1372.0;1.9;0.5;1.5;2.5
111;33;10800;2009;733.0;97.0;1426.0;1.9;0.6;1.5;2.6
112;33;10800;2010;760.0;97.3;1350.0;1.8;0.6;1.5;2.3
113;33;10800;2011;799.0;96.7;1448.0;1.8;0.6;1.4;2.0
114;33;10800;2012;834.0;96.9;1926.0;2.3;0.5;1.5;2.3
115;33;10800;2013;858.0;96.8;1433.0;1.7;0.4;1.5;2.4
116;33;10800;2014;881.0;96.6;1799.0;2.0;0.4;1.5;2.3
117;33;10250;2006;1251.0;93.8;2049.0;1.6;0.4;1.1;1.8
118;33;10250;2007;1260.0;94.6;2863.0;2.3;0.4;1.2;2.2
119;33;10250;2008;1260.0;95.0;2815.0;2.2;0.4;1.3;2.3
120;33;10250;2009;1270.0;96.1;2979.0;2.3;0.4;1.3;2.4
121;33;10250;2010;1302.0;96.8;3512.0;2.7;0.4;1.3;2.3
122;33;10250;2011;1280.0;95.4;3325.0;2.6;0.4;1.4;2.4
123;33;10250;2012;1286.0;96.6;2880.0;2.2;0.2;0.9;1.7
124;33;10250;2013;1273.0;96.3;3018.0;2.4;0.2;0.8;1.7
125;33;10250;2014;1256.0;96.2;2589.0;2.1;0.2;0.9;1.7
126;33;10300;2006;578.0;96.1;1280.0;2.2;0.5;1.3;2.1
127;33;10300;2007;575.0;96.9;1598.0;2.8;0.6;1.4;2.4
128;33;10300;2008;584.0;97.0;1402.0;2.4;0.6;1.5;2.5
129;33;10300;2009;586.0;98.1;1879.0;3.2;0.5;1.5;2.5
130;33;10300;2010;639.0;98.5;2378.0;3.7;0.5;1.5;2.5
131;33;10300;2011;634.0;97.6;2773.0;4.4;0.6;1.5;2.6
132;33;10300;2012;651.0;98.7;2070.0;3.2;0.3;1.1;2.1
133;33;10300;2013;654.0;98.8;2738.0;4.2;0.2;1.0;2.0
134;33;10300;2014;661.0;98.6;1996.0;3.0;0.3;1.1;2.1
135;33;10350;2006;358.0;80.6;247.0;0.7;0.1;0.4;1.0
136;33;10350;2007;368.0;81.8;303.0;0.8;0.1;0.4;1.0
137;33;10350;2008;382.0;82.6;336.0;0.9;0.1;0.4;1.0
138;33;10350;2009;416.0;87.5;406.0;1.0;0.1;0.4;1.0
139;33;10350;2010;429.0;90.4;383.0;0.9;0.1;0.4;1.0
140;33;10350;2011;429.0;86.8;354.0;0.8;0.1;0.4;1.0
141;33;10350;2012;461.0;91.9;373.0;0.8;0.0;0.2;0.8
142;33;10350;2013;474.0;92.1;331.0;0.7;0.0;0.2;0.8
143;33;10350;2014;484.0;92.1;529.0;1.1;0.0;0.2;0.8
144;33;10850;2006;184.0;73.7;90.0;0.5;0.1;0.2;0.9
145;33;10850;2007;196.0;76.9;116.0;0.6;0.1;0.2;0.9
146;33;10850;2008;203.0;77.8;135.0;0.7;0.1;0.2;0.9
147;33;10850;2009;225.0;84.1;132.0;0.6;0.0;0.2;0.9
148;33;10850;2010;226.0;87.2;145.0;0.6;0.0;0.2;0.9
149;33;10850;2011;223.0;82.9;158.0;0.7;0.0;0.3;0.9
150;33;10850;2012;246.0;89.2;134.0;0.5;0.0;0.1;0.7
151;33;10850;2013;251.0;89.4;145.0;0.6;0.0;0.1;0.7
152;33;10850;2014;252.0;89.0;145.0;0.6;0.0;0.1;0.7
153;33;10900;2006;175.0;89.5;157.0;0.9;0.1;0.6;1.2
154;33;10900;2007;172.0;88.2;188.0;1.1;0.1;0.6;1.3
155;33;10900;2008;179.0;88.8;201.0;1.1;0.1;0.7;1.3
