ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
1209;Total male and female;Zeeland (PV);2003;378348.0;212.0;4199.0;11.1;3659.0;9.7;540.0;15082.0;39.8;1947.0;13135.0;15059.0;39.8;1729.0;-462.0;13330.0;23.0;680.0;1.8;379028.0
1210;Total male and female;Zeeland (PV);2004;379028.0;212.0;4088.0;10.8;3655.0;9.6;433.0;14602.0;38.5;1704.0;12898.0;14185.0;37.4;1699.0;-378.0;12486.0;417.0;950.0;2.5;379978.0
1211;Total male and female;Zeeland (PV);2005;379978.0;213.0;3913.0;10.3;3695.0;9.7;218.0;15682.0;41.3;1739.0;13943.0;15776.0;41.5;2370.0;-731.0;13406.0;-94.0;208.0;0.5;380186.0
1212;Total male and female;Zeeland (PV);2006;380186.0;213.0;3817.0;10.0;3607.0;9.5;210.0;15573.0;40.9;1854.0;13719.0;15517.0;40.8;2017.0;-301.0;13500.0;56.0;311.0;0.8;380497.0
1213;Total male and female;Zeeland (PV);2007;380497.0;213.0;3751.0;9.9;3545.0;9.3;206.0;15278.0;40.1;2233.0;13045.0;15465.0;40.6;2361.0;-646.0;13104.0;-187.0;88.0;0.2;380585.0
1214;Total male and female;Zeeland (PV);2008;380585.0;213.0;3907.0;10.3;3655.0;9.6;252.0;15773.0;41.4;2780.0;12993.0;15753.0;41.4;2345.0;-601.0;13408.0;20.0;399.0;1.0;380984.0
1215;Total male and female;Zeeland (PV);2009;380984.0;213.0;3728.0;9.8;3501.0;9.2;227.0;14313.0;37.5;2973.0;11340.0;14163.0;37.2;1984.0;-386.0;12179.0;150.0;425.0;1.1;381409.0
1216;Total male and female;Zeeland (PV);2010;381409.0;214.0;3697.0;9.7;3750.0;9.8;-53.0;14411.0;37.8;3059.0;11352.0;14218.0;37.3;2067.0;-624.0;12151.0;193.0;121.0;0.3;381530.0
1217;Total male and female;Zeeland (PV);2011;381530.0;214.0;3762.0;9.9;3670.0;9.6;92.0;15212.0;39.9;3560.0;11652.0;15431.0;40.5;2457.0;-653.0;12974.0;-219.0;-123.0;-0.3;381407.0
1218;Total male and female;Zeeland (PV);2012;381407.0;214.0;3635.0;9.5;3753.0;9.8;-118.0;15150.0;39.7;3662.0;11488.0;15349.0;40.3;2773.0;-883.0;12576.0;-199.0;-330.0;-0.9;381077.0
1219;Total male and female;Zeeland (PV);2013;381077.0;214.0;3513.0;9.2;3827.0;10.0;-314.0;15066.0;39.6;3519.0;11547.0;15212.0;39.9;2365.0;-492.0;12847.0;-146.0;-456.0;-1.2;380621.0
1220;Total male and female;Zeeland (PV);2014;380621.0;213.0;3647.0;9.6;3532.0;9.3;115.0;15262.0;40.1;3326.0;11936.0;15274.0;40.1;2705.0;-521.0;12569.0;-12.0;105.0;0.3;380726.0
1221;Total male and female;Zeeland (PV);2015;380726.0;213.0;3604.0;9.5;3930.0;10.3;-326.0;16107.0;42.3;3597.0;12510.0;15257.0;40.0;2568.0;-509.0;12689.0;850.0;526.0;1.4;381252.0
1222;Total male and female;Zeeland (PV);2016;381252.0;214.0;3459.0;9.1;3885.0;10.2;-426.0;17736.0;46.5;4050.0;13686.0;16995.0;44.6;2607.0;-488.0;14388.0;741.0;316.0;0.8;381568.0
1223;Total male and female;Zeeland (PV);2017;381568.0;214.0;3439.0;9.0;3944.0;10.3;-505.0;18425.0;48.2;3732.0;14693.0;17162.0;44.9;2602.0;-433.0;14560.0;1263.0;736.0;1.9;382304.0
1224;Total male and female;Zeeland (PV);2018;382304.0;215.0;3378.0;8.8;4043.0;10.6;-665.0;18471.0;48.3;4286.0;14185.0;17094.0;44.7;2854.0;-522.0;14240.0;1377.0;728.0;1.9;383032.0
1225;Total male and female;Zeeland (PV);2019;383032.0;215.0;3422.0;8.9;3934.0;10.3;-512.0;18154.0;47.4;4282.0;13872.0;17188.0;44.8;2972.0;-511.0;14216.0;966.0;456.0;1.2;383488.0
1226;Total male and female;Zeeland (PV);2020;383488.0;215.0;3424.0;8.9;4139.0;10.8;-715.0;19001.0;49.4;3989.0;15012.0;16363.0;42.6;2532.0;-393.0;13831.0;2638.0;1912.0;5.0;385400.0
1227;Total male and female;Zeeland (PV);2021;385400.0;216.0;3592.0;9.3;4733.0;12.3;-1141.0;18556.0;48.1;3982.0;14574.0;16042.0;41.6;2840.0;-526.0;13202.0;2514.0;1367.0;3.5;386767.0
1228;Total male and female;Zeeland (PV);2022;386767.0;217.0;3476.0;8.9;4421.0;11.4;-945.0;22686.0;58.3;7549.0;15137.0;17360.0;44.6;3754.0;-544.0;13606.0;5326.0;4357.0;11.3;391124.0
1229;Total male and female;Zeeland (PV);2023;391124.0;220.0;3359.0;8.6;4419.0;11.3;-1060.0;20207.0;51.6;5318.0;14889.0;18629.0;47.6;3714.0;-696.0;14915.0;1578.0;510.0;1.3;391634.0
1230;Total male and female;Noord-Brabant (PV);1942;1068755.0;;28185.0;26.1;9836.0;9.1;18349.0;53068.0;49.2;;;52782.0;49.0;;;;286.0;18635.0;17.4;1087390.0
1231;Total male and female;Noord-Brabant (PV);1943;1087390.0;;30548.0;27.8;10319.0;9.4;20229.0;53491.0;48.6;;;49451.0;45.0;;;;4040.0;24269.0;22.3;1111659.0
1232;Total male and female;Noord-Brabant (PV);1944;1111659.0;;31585.0;28.1;15135.0;13.5;16450.0;55805.0;49.6;;;45401.0;40.4;;;;10404.0;26854.0;24.2;1138513.0
1233;Total male and female;Noord-Brabant (PV);1945;1138513.0;;33406.0;29.2;12988.0;11.4;20418.0;73706.0;64.5;;;84228.0;73.7;;;;-10522.0;9896.0;8.7;1148409.0
1234;Total male and female;Noord-Brabant (PV);1946;1148409.0;;35758.0;30.9;9880.0;8.5;25878.0;66899.0;57.7;;;72681.0;62.7;;;;-5782.0;20096.0;17.5;1168505.0
1235;Total male and female;Noord-Brabant (PV);1947;1168505.0;;36118.0;30.6;9681.0;8.2;26437.0;58074.0;49.2;;;60376.0;51.1;;;;-2302.0;24135.0;20.7;1192640.0
1236;Total male and female;Noord-Brabant (PV);1948;1192640.0;;35345.0;29.3;8604.0;7.1;26741.0;54414.0;45.1;;;55949.0;46.4;;;;-1535.0;27066.0;22.7;1219706.0
1237;Total male and female;Noord-Brabant (PV);1949;1219706.0;;34688.0;28.2;9503.0;7.7;25185.0;50519.0;41.0;;;52772.0;42.9;;;;-2253.0;22932.0;18.8;1242638.0
1238;Total male and female;Noord-Brabant (PV);1950;1242638.0;;33557.0;26.7;8805.0;7.0;24752.0;53448.0;42.6;;;53594.0;42.7;;;;-146.0;24606.0;19.8;1267244.0
1239;Total male and female;Noord-Brabant (PV);1951;1267244.0;;33088.0;25.9;8988.0;7.0;24100.0;56899.0;44.5;;;58707.0;45.9;;;;-1808.0;22292.0;17.6;1289536.0
1240;Total male and female;Noord-Brabant (PV);1952;1289536.0;;33917.0;26.1;8826.0;6.8;25091.0;57376.0;44.2;;;62406.0;48.0;;;;-5030.0;20061.0;15.6;1309597.0
1241;Total male and female;Noord-Brabant (PV);1953;1309597.0;;33316.0;25.2;9266.0;7.0;24050.0;62908.0;47.6;;;64271.0;48.7;;;;-1363.0;22436.0;17.1;1332033.0
1242;Total male and female;Noord-Brabant (PV);1954;1332033.0;;33603.0;25.0;9130.0;6.8;24473.0;63342.0;47.2;;;65300.0;48.6;;;;-1958.0;22330.0;16.8;1354363.0
1243;Total male and female;Noord-Brabant (PV);1955;1354363.0;;33661.0;24.6;9072.0;6.6;24589.0;60008.0;43.9;;;61065.0;44.7;;;;-1057.0;23299.0;17.2;1377662.0
1244;Total male and female;Noord-Brabant (PV);1956;1377662.0;;33781.0;24.3;9648.0;6.9;24133.0;61432.0;44.2;;;62012.0;44.6;;;;-580.0;23586.0;17.1;1401248.0
1245;Total male and female;Noord-Brabant (PV);1957;1401248.0;;33941.0;24.0;9467.0;6.7;24474.0;65824.0;46.6;;;65806.0;46.6;;;;18.0;24484.0;17.5;1425732.0
1246;Total male and female;Noord-Brabant (PV);1958;1425406.0;;34764.0;24.1;9432.0;6.5;25332.0;68170.0;47.3;;;65224.0;45.3;;;;2946.0;31244.0;21.9;1456650.0
1247;Total male and female;Noord-Brabant (PV);1959;1456650.0;;35976.0;24.5;9656.0;6.6;26320.0;66814.0;45.4;;;65112.0;44.3;;;;1702.0;28021.0;19.2;1484671.0
1248;Total male and female;Noord-Brabant (PV);1960;1484671.0;;35677.0;23.8;10027.0;6.7;25650.0;70040.0;46.7;4312.0;65728.0;68067.0;45.4;5641.0;;62426.0;1973.0;28116.0;18.9;1512787.0
1249;Total male and female;Noord-Brabant (PV);1961;1512787.0;;37126.0;24.3;9836.0;6.4;27290.0;70187.0;45.9;5278.0;64909.0;66848.0;43.7;4662.0;;62186.0;3339.0;30608.0;20.2;1543395.0
1250;Total male and female;Noord-Brabant (PV);1962;1543395.0;;36891.0;23.7;10514.0;6.7;26377.0;73975.0;47.4;6415.0;67560.0;68530.0;43.9;4848.0;;63682.0;5445.0;31816.0;20.6;1575211.0
1251;Total male and female;Noord-Brabant (PV);1963;1575211.0;;37250.0;23.4;10824.0;6.8;26426.0;74988.0;47.1;5051.0;69937.0;70744.0;44.5;4848.0;;65896.0;4244.0;30653.0;19.5;1605864.0
1252;Total male and female;Noord-Brabant (PV);1964;1605864.0;;37822.0;23.3;10614.0;6.5;27208.0;79189.0;48.8;6681.0;72508.0;73409.0;45.2;5699.0;;67710.0;5780.0;32931.0;20.5;1638795.0
1253;Total male and female;Noord-Brabant (PV);1965;1638795.0;;37103.0;22.4;11162.0;6.7;25941.0;80299.0;48.5;8049.0;72250.0;74370.0;44.9;7062.0;;67308.0;5929.0;31837.0;19.4;1670632.0
1254;Total male and female;Noord-Brabant (PV);1966;1670632.0;;35993.0;21.4;11389.0;6.8;24604.0;87113.0;51.7;9713.0;77400.0;81422.0;48.3;7361.0;;74061.0;5691.0;30234.0;18.1;1700866.0
1255;Total male and female;Noord-Brabant (PV);1967;1700866.0;;35550.0;20.8;11323.0;6.6;24227.0;85356.0;49.8;6015.0;79341.0;85085.0;49.7;8177.0;;76908.0;271.0;24426.0;14.4;1725292.0
1256;Total male and female;Noord-Brabant (PV);1968;1725292.0;;35258.0;20.3;11894.0;6.8;23364.0;88555.0;50.9;7403.0;81152.0;83275.0;47.9;6563.0;;76712.0;5280.0;28642.0;16.6;1753934.0
1257;Total male and female;Noord-Brabant (PV);1969;1753934.0;;36628.0;20.7;12222.0;6.9;24406.0;95778.0;54.1;10019.0;85759.0;86293.0;48.7;6466.0;;79827.0;9485.0;33849.0;19.3;1787783.0
1258;Total male and female;Noord-Brabant (PV);1970;1787783.0;;35335.0;19.6;12415.0;6.9;22920.0;98246.0;54.5;12767.0;85479.0;89402.0;49.6;7767.0;;81635.0;8844.0;31676.0;17.7;1819459.0
1259;Total male and female;Noord-Brabant (PV);1971;1819459.0;;33225.0;18.1;12536.0;6.8;20689.0;107198.0;58.4;12253.0;94945.0;97138.0;52.9;8689.0;;88449.0;10060.0;31036.0;17.1;1850495.0
1260;Total male and female;Noord-Brabant (PV);1972;1850495.0;;31692.0;17.0;12866.0;6.9;18826.0;110671.0;59.3;10854.0;99817.0;99927.0;53.6;8587.0;;91340.0;10744.0;29353.0;15.9;1879848.0
1261;Total male and female;Noord-Brabant (PV);1973;1879848.0;;29069.0;15.3;12933.0;6.8;16136.0;116751.0;61.6;10551.0;106200.0;102287.0;54.0;9050.0;;93237.0;14464.0;30499.0;16.2;1910347.0
1262;Total male and female;Noord-Brabant (PV);1974;1910347.0;;28210.0;14.7;12666.0;6.6;15544.0;112375.0;58.4;11157.0;101218.0;97396.0;50.6;8071.0;;89325.0;14979.0;30470.0;15.9;1940817.0
1263;Total male and female;Noord-Brabant (PV);1975;1940817.0;;26749.0;13.7;13253.0;6.8;13496.0;107481.0;55.0;12709.0;94772.0;94485.0;48.4;7437.0;;87048.0;12996.0;26444.0;13.6;1967261.0
1264;Total male and female;Noord-Brabant (PV);1976;1967261.0;;26828.0;13.6;13336.0;6.7;13492.0;103423.0;52.3;9804.0;93619.0;92904.0;46.9;7981.0;;84923.0;10519.0;23915.0;12.2;1991176.0
1265;Total male and female;Noord-Brabant (PV);1977;1991176.0;;26294.0;13.1;13177.0;6.6;13117.0;95868.0;47.9;10096.0;85772.0;88594.0;44.3;7877.0;-93.0;80717.0;7274.0;20402.0;10.2;2011578.0
1266;Total male and female;Noord-Brabant (PV);1978;2011578.0;;26523.0;13.1;13852.0;6.9;12671.0;88444.0;43.8;10542.0;77902.0;81784.0;40.5;7983.0;-67.0;73801.0;6660.0;19342.0;9.6;2030920.0
1267;Total male and female;Noord-Brabant (PV);1979;2030920.0;;26462.0;13.0;13553.0;6.6;12909.0;82705.0;40.5;11881.0;70824.0;75387.0;36.9;7841.0;-150.0;67546.0;7318.0;20275.0;10.0;2051195.0
1268;Total male and female;Noord-Brabant (PV);1980;2051195.0;;26924.0;13.1;13815.0;6.7;13109.0;85030.0;41.2;13336.0;71694.0;77518.0;37.6;7908.0;-153.0;69610.0;7512.0;20690.0;10.1;2071885.0
1269;Total male and female;Noord-Brabant (PV);1981;2071885.0;;26445.0;12.7;14176.0;6.8;12269.0;76491.0;36.8;9684.0;66807.0;75230.0;36.2;8283.0;-152.0;66947.0;1261.0;13535.0;6.5;2085420.0
1270;Total male and female;Noord-Brabant (PV);1982;2085420.0;;25109.0;12.0;14366.0;6.9;10743.0;75602.0;36.2;7902.0;67700.0;77866.0;37.3;8577.0;-169.0;69289.0;-2264.0;8549.0;4.1;2093969.0
1271;Total male and female;Noord-Brabant (PV);1983;2093969.0;;24371.0;11.6;14482.0;6.9;9889.0;78052.0;37.2;7807.0;70245.0;78911.0;37.6;8140.0;-207.0;70771.0;-859.0;9034.0;4.3;2103003.0
1272;Total male and female;Noord-Brabant (PV);1984;2103003.0;;25264.0;12.0;14788.0;7.0;10476.0;78720.0;37.3;7634.0;71086.0;79234.0;37.6;7735.0;-238.0;71499.0;-514.0;9968.0;4.7;2112971.0
1273;Total male and female;Noord-Brabant (PV);1985;2112971.0;;25933.0;12.2;15096.0;7.1;10837.0;83773.0;39.5;8674.0;75099.0;82991.0;39.2;7735.0;-402.0;75256.0;782.0;11694.0;5.5;2124665.0
1274;Total male and female;Noord-Brabant (PV);1986;2124656.0;;26723.0;12.5;15501.0;7.3;11222.0;91845.0;43.1;9890.0;81955.0;88116.0;41.3;7277.0;-354.0;80839.0;3729.0;14970.0;7.0;2139626.0
1275;Total male and female;Noord-Brabant (PV);1987;2139626.0;;27308.0;12.7;15400.0;7.2;11908.0;92369.0;43.0;10088.0;82281.0;87682.0;40.8;7126.0;-241.0;80556.0;4687.0;16654.0;7.8;2156280.0
1276;Total male and female;Noord-Brabant (PV);1988;2156280.0;;26878.0;12.4;15538.0;7.2;11340.0;92618.0;42.8;10253.0;82365.0;87703.0;40.5;8219.0;-365.0;79484.0;4915.0;16324.0;7.6;2172604.0
1277;Total male and female;Noord-Brabant (PV);1989;2172604.0;;27596.0;12.7;16374.0;7.5;11222.0;95259.0;43.7;10911.0;84348.0;89700.0;41.1;8932.0;-630.0;80768.0;5559.0;16782.0;7.7;2189386.0
1278;Total male and female;Noord-Brabant (PV);1990;2189481.0;;28974.0;13.2;16207.0;7.4;12767.0;91202.0;41.5;12293.0;78909.0;84513.0;38.4;8946.0;-770.0;75567.0;6689.0;19566.0;8.9;2209047.0
1279;Total male and female;Noord-Brabant (PV);1991;2209047.0;;28941.0;13.1;16786.0;7.6;12155.0;88382.0;39.9;11948.0;76434.0;84306.0;38.0;9239.0;-923.0;75067.0;4076.0;16231.0;7.3;2225278.0
1280;Total male and female;Noord-Brabant (PV);1992;2225331.0;;29269.0;13.1;16915.0;7.6;12354.0;91684.0;41.0;12579.0;79105.0;85790.0;38.4;9206.0;-810.0;76584.0;5894.0;18213.0;8.2;2243544.0
1281;Total male and female;Noord-Brabant (PV);1993;2243546.0;;28681.0;12.7;17706.0;7.9;10975.0;93644.0;41.6;13130.0;80514.0;88399.0;39.3;9452.0;-910.0;78947.0;5245.0;16225.0;7.2;2259771.0
1282;Total male and female;Noord-Brabant (PV);1994;2259779.0;;29085.0;12.8;17589.0;7.8;11496.0;92702.0;40.9;12600.0;80102.0;87991.0;38.8;9470.0;-725.0;78521.0;4711.0;16428.0;7.3;2276207.0
1283;Total male and female;Noord-Brabant (PV);1995;2276207.0;461.0;28227.0;12.4;18343.0;8.0;9884.0;95783.0;41.9;11777.0;84006.0;91657.0;40.1;10374.0;-1339.0;81283.0;4126.0;14217.0;6.2;2290424.0
1284;Total male and female;Noord-Brabant (PV);1996;2290424.0;464.0;28093.0;12.2;18430.0;8.0;9663.0;96714.0;42.1;12798.0;83916.0;93291.0;40.6;11226.0;-1556.0;82065.0;3423.0;13670.0;6.0;2304094.0
1285;Total male and female;Noord-Brabant (PV);1997;2304094.0;467.0;28376.0;12.3;18095.0;7.8;10281.0;94346.0;40.8;12560.0;81786.0;89601.0;38.8;10094.0;-1635.0;79507.0;4745.0;15168.0;6.6;2319262.0
1286;Total male and female;Noord-Brabant (PV);1998;2319262.0;470.0;29348.0;12.6;18479.0;7.9;10869.0;101478.0;43.6;15051.0;86427.0;93464.0;40.1;9398.0;-975.0;84066.0;8014.0;18447.0;8.0;2337709.0
1287;Total male and female;Noord-Brabant (PV);1999;2337709.0;474.0;29392.0;12.5;19146.0;8.2;10246.0;97667.0;41.6;15131.0;82536.0;90008.0;38.4;10328.0;-1877.0;79680.0;7659.0;18295.0;7.8;2356004.0
1288;Total male and female;Noord-Brabant (PV);2000;2356004.0;478.0;30476.0;12.9;19156.0;8.1;11320.0;95701.0;40.5;16378.0;79323.0;88481.0;37.4;12026.0;-2503.0;76455.0;7220.0;19112.0;8.1;2375116.0
1289;Total male and female;Noord-Brabant (PV);2001;2375116.0;482.0;29325.0;12.3;19205.0;8.1;10120.0;94029.0;39.5;16597.0;77432.0;88814.0;37.3;12925.0;-2779.0;75889.0;5215.0;16007.0;6.7;2391123.0
1290;Total male and female;Noord-Brabant (PV);2002;2391123.0;485.0;29178.0;12.2;19778.0;8.3;9400.0;93977.0;39.2;14341.0;79636.0;95017.0;39.7;15170.0;-4858.0;79847.0;-1040.0;9075.0;3.8;2400198.0
1291;Total male and female;Noord-Brabant (PV);2003;2400198.0;488.0;28780.0;12.0;19689.0;8.2;9091.0;90965.0;37.8;12293.0;78672.0;94367.0;39.3;15055.0;-5063.0;79312.0;-3402.0;6796.0;2.8;2406994.0
1292;Total male and female;Noord-Brabant (PV);2004;2406994.0;489.0;27432.0;11.4;19119.0;7.9;8313.0;89863.0;37.3;11180.0;78683.0;94781.0;39.3;15148.0;-4455.0;79633.0;-4918.0;4365.0;1.8;2411359.0
1293;Total male and female;Noord-Brabant (PV);2005;2411359.0;490.0;26301.0;10.9;19178.0;7.9;7123.0;94396.0;39.1;12081.0;82315.0;97590.0;40.4;15394.0;-3672.0;82196.0;-3194.0;4587.0;1.9;2415946.0
1294;Total male and female;Noord-Brabant (PV);2006;2415946.0;491.0;26007.0;10.8;19138.0;7.9;6869.0;97094.0;40.2;13284.0;83810.0;101497.0;42.0;16513.0;-3997.0;84984.0;-4403.0;3096.0;1.3;2419042.0
1295;Total male and female;Noord-Brabant (PV);2007;2419042.0;492.0;25327.0;10.5;19017.0;7.9;6310.0;98945.0;40.9;14848.0;84097.0;100217.0;41.4;15645.0;-3536.0;84572.0;-1272.0;5785.0;2.4;2424827.0
1296;Total male and female;Noord-Brabant (PV);2008;2424827.0;493.0;25987.0;10.7;19446.0;8.0;6541.0;102807.0;42.3;18324.0;84483.0;100183.0;41.2;14604.0;-2352.0;85579.0;2624.0;9733.0;4.0;2434560.0
1297;Total male and female;Noord-Brabant (PV);2009;2434560.0;495.0;25599.0;10.5;19284.0;7.9;6315.0;95878.0;39.3;18539.0;77339.0;93001.0;38.1;14509.0;-3197.0;78492.0;2877.0;9598.0;3.9;2444158.0
1298;Total male and female;Noord-Brabant (PV);2010;2444158.0;497.0;25545.0;10.4;19503.0;8.0;6042.0;96886.0;39.6;18886.0;78000.0;92816.0;37.9;13871.0;-2608.0;78945.0;4070.0;10057.0;4.1;2454215.0
1299;Total male and female;Noord-Brabant (PV);2011;2454215.0;499.0;25015.0;10.2;19775.0;8.0;5240.0;99732.0;40.6;19837.0;79895.0;95552.0;38.9;16145.0;-3269.0;79407.0;4180.0;9471.0;3.9;2463686.0
1300;Total male and female;Noord-Brabant (PV);2012;2463686.0;501.0;24027.0;9.7;20456.0;8.3;3571.0;102092.0;41.4;19613.0;82479.0;98401.0;39.9;16178.0;-3102.0;82223.0;3691.0;7325.0;3.0;2471011.0
1301;Total male and female;Noord-Brabant (PV);2013;2471011.0;503.0;23558.0;9.5;20545.0;8.3;3013.0;106614.0;43.1;21321.0;85293.0;101416.0;41.0;16629.0;-1867.0;84787.0;5198.0;8263.0;3.3;2479274.0
1302;Total male and female;Noord-Brabant (PV);2014;2479274.0;505.0;24243.0;9.8;20823.0;8.4;3420.0;114325.0;46.0;23725.0;90600.0;108262.0;43.6;18715.0;-3276.0;89547.0;6063.0;9477.0;3.8;2488751.0
1303;Total male and female;Noord-Brabant (PV);2015;2488751.0;507.0;23556.0;9.4;21938.0;8.8;1618.0;123053.0;49.3;27396.0;95657.0;114687.0;46.0;19088.0;-3284.0;95599.0;8366.0;9998.0;4.0;2498749.0
1304;Total male and female;Noord-Brabant (PV);2016;2498749.0;509.0;24007.0;9.6;22356.0;8.9;1651.0;139618.0;55.7;33676.0;105942.0;127469.0;50.9;19650.0;-3630.0;107819.0;12149.0;13782.0;5.5;2512531.0
1305;Total male and female;Noord-Brabant (PV);2017;2512531.0;512.0;23529.0;9.3;22702.0;9.0;827.0;143553.0;57.0;32125.0;111428.0;128529.0;51.0;19272.0;-3129.0;109257.0;15024.0;15755.0;6.3;2528286.0
1306;Total male and female;Noord-Brabant (PV);2018;2528286.0;515.0;23492.0;9.3;23150.0;9.1;342.0;139701.0;55.1;33647.0;106054.0;123468.0;48.7;21076.0;-3940.0;102392.0;16233.0;16520.0;6.5;2544806.0
1307;Total male and female;Noord-Brabant (PV);2019;2544806.0;519.0;23459.0;9.2;22886.0;9.0;573.0;141525.0;55.4;36843.0;104682.0;123919.0;48.5;21732.0;-4133.0;102187.0;17606.0;18149.0;7.1;2562955.0
1308;Total male and female;Noord-Brabant (PV);2020;2562955.0;522.0;23413.0;9.1;26555.0;10.3;-3142.0;144060.0;56.1;33837.0;110223.0;129881.0;50.6;19695.0;-3334.0;110186.0;14179.0;10994.0;4.3;2573949.0
1309;Total male and female;Noord-Brabant (PV);2021;2573949.0;525.0;25542.0;9.9;25665.0;9.9;-123.0;149534.0;57.9;39078.0;110456.0;130485.0;50.5;20221.0;-3022.0;110264.0;19049.0;18925.0;7.4;2592874.0
1310;Total male and female;Noord-Brabant (PV);2022;2592874.0;529.0;23816.0;9.1;25700.0;9.8;-1884.0;167986.0;64.4;61248.0;106738.0;132753.0;50.9;24163.0;-3426.0;108590.0;35233.0;33336.0;12.9;2626210.0
1311;Total male and female;Noord-Brabant (PV);2023;2626210.0;536.0;23425.0;8.9;26071.0;9.9;-2646.0;166006.0;63.0;56000.0;110006.0;144833.0;55.0;26592.0;-4737.0;118241.0;21173.0;18529.0;7.1;2644739.0
1312;Total male and female;Limburg (PV);1942;631023.0;;16043.0;25.2;5761.0;9.0;10282.0;37628.0;59.1;;;35753.0;56.1;;;;1875.0;12157.0;19.3;643180.0
1313;Total male and female;Limburg (PV);1943;643180.0;;16971.0;26.1;6018.0;9.3;10953.0;35792.0;55.0;;;32411.0;49.8;;;;3381.0;14334.0;22.3;657514.0
1314;Total male and female;Limburg (PV);1944;657514.0;;17282.0;26.1;8697.0;13.1;8585.0;27244.0;41.1;;;25512.0;38.5;;;;1732.0;10317.0;15.7;667831.0
1315;Total male and female;Limburg (PV);1945;667831.0;;18303.0;27.3;8334.0;12.4;9969.0;43728.0;65.3;;;49845.0;74.4;;;;-6117.0;3852.0;5.8;671683.0
1316;Total male and female;Limburg (PV);1946;671683.0;;19755.0;29.3;5267.0;7.8;14488.0;43649.0;64.7;;;52197.0;77.4;;;;-8548.0;5940.0;8.8;677623.0
1317;Total male and female;Limburg (PV);1947;677623.0;;19772.0;28.9;5289.0;7.7;14483.0;39649.0;57.9;;;40262.0;58.8;;;;-613.0;13870.0;20.5;691493.0
1318;Total male and female;Limburg (PV);1948;691493.0;;19481.0;27.8;4989.0;7.1;14492.0;39558.0;56.5;;;37948.0;54.2;;;;1610.0;16794.0;24.3;708287.0
1319;Total male and female;Limburg (PV);1949;708287.0;;19421.0;27.2;5474.0;7.7;13947.0;36804.0;51.5;;;37049.0;51.8;;;;-245.0;13850.0;19.6;722137.0
1320;Total male and female;Limburg (PV);1950;727874.0;;19418.0;26.4;5101.0;6.9;14317.0;39621.0;53.8;;;36695.0;49.8;;;;2926.0;17243.0;23.7;745117.0
1321;Total male and female;Limburg (PV);1951;745117.0;;19705.0;26.2;5258.0;7.0;14447.0;40649.0;54.1;;;41396.0;55.1;;;;-747.0;13700.0;18.4;758817.0
1322;Total male and female;Limburg (PV);1952;758817.0;;20007.0;26.1;5104.0;6.7;14903.0;39618.0;51.7;;;40810.0;53.3;;;;-1192.0;13711.0;18.1;772528.0
1323;Total male and female;Limburg (PV);1953;772528.0;;19623.0;25.2;5468.0;7.0;14155.0;39838.0;51.1;;;40694.0;52.2;;;;-856.0;13204.0;17.1;785732.0
1324;Total male and female;Limburg (PV);1954;785732.0;;19656.0;24.8;5436.0;6.9;14220.0;42789.0;53.9;;;41500.0;52.3;;;;1289.0;15403.0;19.6;801135.0
1325;Total male and female;Limburg (PV);1955;801135.0;;20141.0;24.9;5648.0;7.0;14493.0;42008.0;51.9;;;39942.0;49.4;;;;2066.0;16445.0;20.5;817580.0
1326;Total male and female;Limburg (PV);1956;817580.0;;20393.0;24.7;5677.0;6.9;14716.0;43043.0;52.1;;;41807.0;50.6;;;;1236.0;15905.0;19.5;833485.0
1327;Total male and female;Limburg (PV);1957;833485.0;;20406.0;24.2;5652.0;6.7;14754.0;45783.0;54.4;;;44117.0;52.4;;;;1666.0;16385.0;19.7;849870.0
1328;Total male and female;Limburg (PV);1958;849870.0;;20706.0;24.1;5848.0;6.8;14858.0;45017.0;52.4;;;42354.0;49.3;;;;2663.0;19456.0;22.9;869326.0
1329;Total male and female;Limburg (PV);1959;869326.0;;21212.0;24.2;5775.0;6.6;15437.0;39851.0;45.5;;;42271.0;48.3;;;;-2420.0;13060.0;15.0;882386.0
1330;Total male and female;Limburg (PV);1960;882386.0;;20622.0;23.2;6086.0;6.9;14536.0;40335.0;45.4;3862.0;36473.0;42796.0;48.2;4977.0;;37819.0;-2461.0;11954.0;13.5;894340.0
1331;Total male and female;Limburg (PV);1961;894340.0;;21213.0;23.5;5920.0;6.6;15293.0;42508.0;47.1;5456.0;37052.0;40747.0;45.1;3901.0;;36846.0;1761.0;17228.0;19.3;911568.0
1332;Total male and female;Limburg (PV);1962;911568.0;;20618.0;22.4;6246.0;6.8;14372.0;43708.0;47.5;6615.0;37093.0;41036.0;44.6;4365.0;;36671.0;2672.0;17028.0;18.7;928596.0
