ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal over alle leeftijden;2006;16336552;8078268;8258286
1;Totaal over alle leeftijden;2007;16365340;8089826;8275512
2;Totaal over alle leeftijden;2008;16397446;8103468;8293972
3;Totaal over alle leeftijden;2009;16430473;8118066;8312408
4;Totaal over alle leeftijden;2010;16464735;8133453;8331278
5;Totaal over alle leeftijden;2011;16499897;8149398;8350503
6;0;2006;189578;97107;92471
7;0;2007;187398;95998;91400
8;0;2008;185231;94900;90331
9;0;2009;183066;93804;89262
10;0;2010;181404;92961;88444
11;0;2011;180184;92342;87842
12;1;2006;193996;99151;94846
13;1;2007;189937;97243;92694
14;1;2008;187871;96189;91682
15;1;2009;185792;95138;90654
16;1;2010;183722;94091;89631
17;1;2011;182139;93288;88852
18;2;2006;201057;103004;98053
19;2;2007;193894;99039;94855
20;2;2008;189960;97188;92772
21;2;2009;187971;96172;91799
22;2;2010;185972;95160;90813
23;2;2011;183972;94146;89826
24;3;2006;202392;103632;98761
25;3;2007;200734;102802;97932
26;3;2008;193726;98914;94811
27;3;2009;189880;97105;92774
28;3;2010;187955;96119;91836
29;3;2011;186010;95133;90877
30;4;2006;204157;104316;99841
31;4;2007;201988;103418;98570
32;4;2008;200438;102638;97800
33;4;2009;193535;98806;94729
34;4;2010;189765;97033;92732
35;4;2011;187885;96069;91816
36;5;2006;207496;105810;101687
37;5;2007;203735;104098;99637
38;5;2008;201645;103233;98412
39;5;2009;200170;102492;97678
40;5;2010;193358;98707;94651
41;5;2011;189649;96963;92686
42;6;2006;202604;103829;98774
43;6;2007;207107;105606;101502
44;6;2008;203457;103955;99502
45;6;2009;201406;103109;98297
46;6;2010;199990;102398;97592
47;6;2011;193256;98653;94603
48;7;2006;201095;102921;98175
49;7;2007;202258;103657;98600
50;7;2008;206825;105473;101353
51;7;2009;203245;103864;99382
52;7;2010;201232;103037;98195
53;7;2011;199865;102350;97516
54;8;2006;194921;99313;95608
55;8;2007;200811;102765;98046
56;8;2008;202063;103550;98512
57;8;2009;206664;105390;101273
58;8;2010;203140;103815;99324
59;8;2011;201152;103001;98151
60;9;2006;193466;99515;93951
61;9;2007;194710;99206;95504
62;9;2008;200666;102685;97981
63;9;2009;201974;103506;98467
64;9;2010;206600;105365;101235
65;9;2011;203124;103820;99304
66;10;2006;194065;99220;94845
67;10;2007;193353;99456;93897
68;10;2008;194665;99184;95482
69;10;2009;200659;102680;97980
70;10;2010;202012;103527;98485
71;10;2011;206653;105400;101253
72;11;2006;199643;102078;97565
73;11;2007;194004;99186;94818
74;11;2008;193348;99448;93900
75;11;2009;194705;99201;95504
76;11;2010;200732;102713;98018
77;11;2011;202121;103582;98539
78;12;2006;199236;101806;97430
79;12;2007;199623;102075;97548
80;12;2008;194060;99217;94842
81;12;2009;193435;99495;93939
82;12;2010;194829;99270;95559
83;12;2011;200882;102794;98088
84;13;2006;201510;103229;98282
85;13;2007;199233;101809;97424
86;13;2008;199689;102114;97575
87;13;2009;194180;99283;94897
88;13;2010;193589;99577;94011
89;13;2011;195017;99370;95647
90;14;2006;204284;104432;99853
91;14;2007;201518;103233;98285
92;14;2008;199320;101859;97461
93;14;2009;199825;102189;97636
94;14;2010;194367;99384;94983
95;14;2011;193801;99691;94109
96;15;2006;204900;105066;99834
97;15;2007;204314;104449;99865
98;15;2008;201614;103283;98332
99;15;2009;199477;101944;97534
100;15;2010;200030;102301;97729
101;15;2011;194619;99519;95100
102;16;2006;197200;100591;96609
103;16;2007;204997;105107;99890
104;16;2008;204497;104535;99962
105;16;2009;201854;103396;98458
106;16;2010;199782;102093;97689
107;16;2011;200378;102474;97905
108;17;2006;195411;99967;95444
109;17;2007;197441;100697;96744
110;17;2008;205311;105242;100068
111;17;2009;204890;104709;100181
112;17;2010;202312;103599;98713
113;17;2011;200307;102329;97978
114;18;2006;197041;101004;96038
115;18;2007;195956;100136;95820
116;18;2008;198084;100913;97171
117;18;2009;206023;105486;100537
118;18;2010;205696;104999;100697
119;18;2011;203195;103923;99272
120;19;2006;197480;100420;97059
121;19;2007;197863;101215;96648
122;19;2008;196927;100421;96505
123;19;2009;199150;101244;97906
124;19;2010;207166;105851;101316
125;19;2011;206932;105411;101521
126;20;2006;194124;98650;95474
127;20;2007;198291;100582;97709
128;20;2008;198885;101491;97394
129;20;2009;198083;100768;97315
130;20;2010;200412;101647;98765
131;20;2011;208495;106282;102213
132;21;2006;192363;97915;94447
133;21;2007;194963;98802;96161
134;21;2008;199371;100863;98508
135;21;2009;200146;101870;98276
136;21;2010;199484;101222;98261
137;21;2011;201905;102151;99754
138;22;2006;188687;95393;93294
139;22;2007;193159;98054;95105
140;22;2008;195996;99061;96935
141;22;2009;200599;101230;99369
142;22;2010;201557;102338;99218
143;22;2011;201027;101760;99267
144;23;2006;191420;96562;94858
145;23;2007;189429;95497;93931
146;23;2008;194055;98229;95826
147;23;2009;197082;99345;97737
148;23;2010;201889;101630;100259
149;23;2011;203019;102833;100186
150;24;2006;197933;99116;98817
151;24;2007;192087;96659;95428
152;24;2008;190324;95699;94625
153;24;2009;195051;98480;96571
154;24;2010;198256;99697;98559
155;24;2011;203231;102076;101155
156;25;2006;201408;101100;100308
157;25;2007;198368;99145;99223
158;25;2008;192747;96773;95974
159;25;2009;191145;95891;95254
160;25;2010;195968;98716;97252
161;25;2011;199320;100018;99303
162;26;2006;196072;98114;97958
163;26;2007;201581;101013;100568
164;26;2008;198772;99180;99592
165;26;2009;193301;96860;96440
166;26;2010;191849;96050;95799
167;26;2011;196736;98902;97834
168;27;2006;197935;99034;98901
169;27;2007;196082;97942;98140
170;27;2008;201713;100884;100829
171;27;2009;199053;99134;99919
172;27;2010;193713;96862;96851
173;27;2011;192386;96110;96276
174;28;2006;196385;98199;98186
175;28;2007;197816;98812;99004
176;28;2008;196208;97859;98349
177;28;2009;201895;100821;101074
178;28;2010;199369;99144;100225
179;28;2011;194142;96916;97226
180;29;2006;199253;100153;99100
181;29;2007;196149;97915;98234
182;29;2008;197755;98614;99140
183;29;2009;196318;97771;98547
184;29;2010;202049;100744;101305
185;29;2011;199631;99126;100505
186;30;2006;201741;100797;100944
187;30;2007;198972;99823;99149
188;30;2008;196078;97714;98364
189;30;2009;197789;98470;99319
190;30;2010;196498;97714;98784
