ID;Geslacht;Persoonskenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Beroepsprestige_4;SociaalEconomischeStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;WerklozeBeroepsbevolking_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16;GeregistreerdeWerklozen_17;Werkloosheidspercentage_18
3461;Mannen;10;1821;;646.0;614.0;;;;;;;;;;33.0;;;;;5.1
3462;Mannen;10;1822;;656.0;622.0;;;;;;;;;;34.0;;;;;5.2
3463;Mannen;10;1823;;667.0;630.0;;;;;;;;;;38.0;;;;;5.6
3464;Mannen;10;1824;;680.0;636.0;;;;;;;;;;44.0;;;;;6.5
3465;Mannen;10;1825;;691.0;643.0;;;;;;;;;;48.0;;;;;7.0
3466;Mannen;10;1826;;697.0;655.0;;;;;;;;;;42.0;;;;;6.0
3467;Mannen;10;1827;;702.0;657.0;;;;;;;;;;45.0;;;;;6.4
3468;Mannen;10;1828;;712.0;667.0;;;;;;;;;;45.0;;;;;6.3
3469;Mannen;10;1829;;718.0;674.0;;;;;;;;;;44.0;;;;;6.1
3470;Mannen;10;1830;;726.0;684.0;;;;;;;;;;41.0;;;;;5.7
3471;Mannen;10;1831;;730.0;688.0;;;;;;;;;;43.0;;;;;5.8
3472;Mannen;10;1832;;734.0;689.0;;;;;;;;;;45.0;;;;;6.1
3473;Mannen;10;1833;;742.0;694.0;;;;;;;;;;47.0;;;;;6.4
3474;Mannen;10;1834;;749.0;701.0;;;;;;;;;;48.0;;;;;6.4
3475;Mannen;10;1835;;758.0;710.0;;;;;;;;;;47.0;;;;;6.2
3476;Mannen;10;1836;;767.0;721.0;;;;;;;;;;47.0;;;;;6.1
3477;Mannen;10;1837;;776.0;719.0;;;;;;;;;;57.0;;;;;7.3
3478;Mannen;10;1838;;785.0;733.0;;;;;;;;;;52.0;;;;;6.6
3479;Mannen;10;1839;;795.0;745.0;;;;;;;;;;50.0;;;;;6.3
3480;Mannen;10;1840;;806.0;750.0;;;;;;;;;;55.0;;;;;6.9
3481;Mannen;10;1841;;817.0;767.0;;;;;;;;;;49.0;;;;;6.0
3482;Mannen;10;1842;;825.0;775.0;;;;;;;;;;50.0;;;;;6.0
3483;Mannen;10;1843;;835.0;772.0;;;;;;;;;;63.0;;;;;7.5
3484;Mannen;10;1844;;845.0;771.0;;;;;;;;;;74.0;;;;;8.7
3485;Mannen;10;1845;;856.0;792.0;;;;;;;;;;64.0;;;;;7.5
3486;Mannen;10;1846;;859.0;802.0;;;;;;;;;;57.0;;;;;6.7
3487;Mannen;10;1847;;857.0;800.0;;;;;;;;;;57.0;;;;;6.7
3488;Mannen;10;1848;;859.0;791.0;;;;;;;;;;69.0;;;;;8.0
3489;Mannen;10;1849;;858.0;788.0;;;;;;;;;;70.0;;;;;8.2
3490;Mannen;10;1850;;871.0;797.0;;;;;;;;;;74.0;;;;;8.5
3491;Mannen;10;1851;;879.0;802.0;;;;;;;;;;78.0;;;;;8.8
3492;Mannen;10;1852;;886.0;810.0;;;;;;;;;;77.0;;;;;8.7
3493;Mannen;10;1853;;891.0;818.0;;;;;;;;;;74.0;;;;;8.3
3494;Mannen;10;1854;;899.0;833.0;;;;;;;;;;66.0;;;;;7.3
3495;Mannen;10;1855;;902.0;842.0;;;;;;;;;;59.0;;;;;6.6
3496;Mannen;10;1856;;908.0;854.0;;;;;;;;;;55.0;;;;;6.0
3497;Mannen;10;1857;;914.0;857.0;;;;;;;;;;58.0;;;;;6.3
3498;Mannen;10;1858;;919.0;860.0;;;;;;;;;;59.0;;;;;6.4
3499;Mannen;10;1859;;922.0;863.0;;;;;;;;;;59.0;;;;;6.4
3500;Mannen;10;1860;;923.0;867.0;;;;;;;;;;57.0;;;;;6.1
3501;Mannen;10;1861;;928.0;875.0;;;;;;;;;;53.0;;;;;5.7
3502;Mannen;10;1862;;935.0;880.0;;;;;;;;;;55.0;;;;;5.9
3503;Mannen;10;1863;;943.0;881.0;;;;;;;;;;62.0;;;;;6.5
3504;Mannen;10;1864;;951.0;888.0;;;;;;;;;;63.0;;;;;6.6
3505;Mannen;10;1865;;959.0;898.0;;;;;;;;;;61.0;;;;;6.4
3506;Mannen;10;1866;;963.0;904.0;;;;;;;;;;59.0;;;;;6.1
3507;Mannen;10;1867;;971.0;921.0;;;;;;;;;;50.0;;;;;5.2
3508;Mannen;10;1868;;979.0;930.0;;;;;;;;;;49.0;;;;;5.0
3509;Mannen;10;1869;;988.0;936.0;;;;;;;;;;52.0;;;;;5.3
3510;Mannen;10;1870;;986.0;928.0;;;;;;;;;;57.0;;;;;5.8
3511;Mannen;10;1871;;994.0;948.0;;;;;;;;;;46.0;;;;;4.6
3512;Mannen;10;1872;;1005.0;961.0;;;;;;;;;;44.0;;;;;4.3
3513;Mannen;10;1873;;1018.0;975.0;;;;;;;;;;43.0;;;;;4.2
3514;Mannen;10;1874;;1035.0;986.0;;;;;;;;;;49.0;;;;;4.7
3515;Mannen;10;1875;;1050.0;1007.0;;;;;;;;;;42.0;;;;;4.0
3516;Mannen;10;1876;;1065.0;1025.0;;;;;;;;;;40.0;;;;;3.8
3517;Mannen;10;1877;;1079.0;1040.0;;;;;;;;;;39.0;;;;;3.6
3518;Mannen;10;1878;;1093.0;1052.0;;;;;;;;;;41.0;;;;;3.7
3519;Mannen;10;1879;;1108.0;1066.0;;;;;;;;;;41.0;;;;;3.7
3520;Mannen;10;1880;;1120.0;1077.0;;;;;;;;;;43.0;;;;;3.8
3521;Mannen;10;1881;;1132.0;1089.0;;;;;;;;;;43.0;;;;;3.8
3522;Mannen;10;1882;;1146.0;1099.0;;;;;;;;;;47.0;;;;;4.1
3523;Mannen;10;1883;;1159.0;1112.0;;;;;;;;;;47.0;;;;;4.1
3524;Mannen;10;1884;;1173.0;1122.0;;;;;;;;;;51.0;;;;;4.3
3525;Mannen;10;1885;;1185.0;1132.0;;;;;;;;;;53.0;;;;;4.4
3526;Mannen;10;1886;;1198.0;1142.0;;;;;;;;;;56.0;;;;;4.7
3527;Mannen;10;1887;;1210.0;1152.0;;;;;;;;;;58.0;;;;;4.8
3528;Mannen;10;1888;;1223.0;1161.0;;;;;;;;;;62.0;;;;;5.1
3529;Mannen;10;1889;;1252.0;1191.0;;;;;;;;;;61.0;;;;;4.9
3530;Mannen;10;1890;;1248.0;1190.0;;;;;;;;;;58.0;;;;;4.7
3531;Mannen;10;1891;;1264.0;1208.0;;;;;;;;;;56.0;;;;;4.4
3532;Mannen;10;1892;;1282.0;1221.0;;;;;;;;;;61.0;;;;;4.8
3533;Mannen;10;1893;;1305.0;1240.0;;;;;;;;;;65.0;;;;;5.0
3534;Mannen;10;1894;;1326.0;1257.0;;;;;;;;;;70.0;;;;;5.2
3535;Mannen;10;1895;;1346.0;1279.0;;;;;;;;;;67.0;;;;;5.0
3536;Mannen;10;1896;;1368.0;1300.0;;;;;;;;;;68.0;;;;;5.0
3537;Mannen;10;1897;;1390.0;1322.0;;;;;;;;;;67.0;;;;;4.8
3538;Mannen;10;1898;;1411.0;1343.0;;;;;;;;;;68.0;;;;;4.8
3539;Mannen;10;1899;;1433.0;1362.0;;;;;;;;;;71.0;;;;;4.9
3540;Mannen;10;1900;;1451.0;1388.0;;;;;;;;;;64.0;;;;;4.4
3541;Mannen;10;1901;;1474.0;1417.0;;;;;;;;;;57.0;;;;;3.8
3542;Mannen;10;1902;;1495.0;1437.0;;;;;;;;;;58.0;;;;;3.9
3543;Mannen;10;1903;;1518.0;1463.0;;;;;;;;;;56.0;;;;;3.7
3544;Mannen;10;1904;;1539.0;1484.0;;;;;;;;;;55.0;;;;;3.6
3545;Mannen;10;1905;;1559.0;1509.0;;;;;;;;;;51.0;;;;;3.3
3546;Mannen;10;1906;;1581.0;1532.0;;;;;;;;;;48.0;;;;;3.1
3547;Mannen;10;1907;;1603.0;1550.0;;;;;;;;;;53.0;;;;;3.3
3548;Mannen;10;1908;;1626.0;1566.0;;;;;;;;;;60.0;;;;;3.7
3549;Mannen;10;1909;;1636.0;1574.0;;;;;;;;;;63.0;;;;;3.8
3550;Mannen;10;1910;;1670.0;1607.0;;;;;;;;;;63.0;;;;;3.8
3551;Mannen;10;1911;;1696.0;1630.0;;;;;;;;;;66.0;;;;;3.9
3552;Mannen;10;1912;;1718.0;1657.0;;;;;;;;;;61.0;;;;;3.6
3553;Mannen;10;1913;;1744.0;1682.0;;;;;;;;;;62.0;;;;;3.6
3554;Mannen;10;1914;;1771.0;1700.0;;;;;;;;;;71.0;;;;;4.0
3555;Mannen;10;1915;;1795.0;1707.0;;;;;;;;;;88.0;;;;;4.9
3556;Mannen;10;1916;;1817.0;1769.0;;;;;;;;;;47.0;;;;;2.6
3557;Mannen;10;1917;;1855.0;1800.0;;;;;;;;;;56.0;;;;;3.0
3558;Mannen;10;1918;;1895.0;1823.0;;;;;;;;;;72.0;;;;;3.8
3559;Mannen;10;1919;;1929.0;1839.0;;;;;;;;;;89.0;;;;;4.6
3560;Mannen;10;1920;;1973.0;1907.0;;;;;;;;;;66.0;;;;;3.4
3561;Mannen;10;1921;;2006.0;1885.0;;;;;;;;;;121.0;;;;;6.0
3562;Mannen;10;1922;;2042.0;1892.0;;;;;;;;;;149.0;;;;;7.3
3563;Mannen;10;1923;;2067.0;1911.0;;;;;;;;;;157.0;;;;;7.6
3564;Mannen;10;1924;;2104.0;1966.0;;;;;;;;;;138.0;;;;;6.5
3565;Mannen;10;1925;;2138.0;2008.0;;;;;;;;;;131.0;;;;;6.1
3566;Mannen;10;1926;;2173.0;2059.0;;;;;;;;;;114.0;;;;;5.2
3567;Mannen;10;1927;;2207.0;2085.0;;;;;;;;;;122.0;;;;;5.5
3568;Mannen;10;1928;;2230.0;2125.0;;;;;;;;;;105.0;;;;;4.7
3569;Mannen;10;1929;;2274.0;2139.0;;;;;;;;;;135.0;;;;;5.9
3570;Mannen;10;1930;;2307.0;2174.0;;;;;;;;;;133.0;;;;;5.8
3571;Mannen;10;1931;;2344.0;2098.0;;;;;;;;;;246.0;;;;;10.5
3572;Mannen;10;1932;;2383.0;1929.0;;;;;;;;;;454.0;;;;;19.0
3573;Mannen;10;1933;;2429.0;1927.0;;;;;;;;;;502.0;;;;;20.7
3574;Mannen;10;1934;;2461.0;1993.0;;;;;;;;;;468.0;;;;;19.0
3575;Mannen;10;1935;;2498.0;1973.0;;;;;;;;;;525.0;;;;;21.0
3576;Mannen;10;1936;;2521.0;2003.0;;;;;;;;;;518.0;;;;;20.5
3577;Mannen;10;1937;;2545.0;2098.0;;;;;;;;;;447.0;;;;;17.6
3578;Mannen;10;1938;;2579.0;2162.0;;;;;;;;;;417.0;;;;;16.2
3579;Mannen;10;1939;;2607.0;2288.0;;;;;;;;;;319.0;;;;;12.2
3580;Mannen;10;1940;;2588.0;2278.0;;;;;;;;;;310.0;;;;;12.0
3581;Mannen;10;1941;;2616.0;2389.0;;;;;;;;;;227.0;;;;;8.7
3582;Mannen;10;1942;;2635.0;2500.0;;;;;;;;;;136.0;;;;;5.1
3583;Mannen;10;1943;;2644.0;2605.0;;;;;;;;;;39.0;;;;;1.5
3584;Mannen;10;1944;;2653.0;2598.0;;;;;;;;;;55.0;;;;;2.1
3585;Mannen;10;1945;;2672.0;2599.0;;;;;;;;;;72.0;;;;;2.7
3586;Mannen;10;1946;;2700.0;2610.0;;;;;;;;;;90.0;;;;;3.3
3587;Mannen;10;1947;;2717.0;2668.0;;;;;;;;;;48.0;;;;;1.8
3588;Mannen;10;1948;;2757.0;2724.0;;;;;;;;;;33.0;;;;;1.2
3589;Mannen;10;1949;;2783.0;2737.0;;;;;;;;;;46.0;;;;;1.7
3590;Mannen;10;1950;3109.0;2810.0;2748.0;;;;;;;;;;61.0;299.0;90.4;88.4;;2.2
3591;Mannen;10;1951;3146.0;2842.0;2775.0;;;;;;;;;;67.0;304.0;90.3;88.2;;2.3
3592;Mannen;10;1952;3170.0;2857.0;2757.0;;;;;;;;;;100.0;313.0;90.1;87.0;;3.5
3593;Mannen;10;1953;3184.0;2876.0;2804.0;;;;;;;;;;72.0;308.0;90.3;88.1;;2.5
3594;Mannen;10;1954;3209.0;2901.0;2849.0;;;;;;;;;;52.0;308.0;90.4;88.8;;1.8
3595;Mannen;10;1955;3238.0;2929.0;2893.0;;;;;;;;;;35.0;309.0;90.5;89.4;;1.2
3596;Mannen;10;1956;3274.0;2957.0;2930.0;;;;;;;;;;27.0;316.0;90.3;89.5;;0.9
3597;Mannen;10;1957;3306.0;2980.0;2945.0;;;;;;;;;;35.0;326.0;90.2;89.1;;1.2
3598;Mannen;10;1958;3341.0;2999.0;2931.0;;;;;;;;;;68.0;342.0;89.8;87.7;;2.3
3599;Mannen;10;1959;3389.0;3024.0;2974.0;;;;;;;;;;50.0;365.0;89.2;87.7;;1.7
3600;Mannen;10;1960;3430.0;3077.0;3046.0;;;;;;;;;;31.0;353.0;89.7;88.8;;1.0
3601;Mannen;10;1961;3466.0;3078.0;3055.0;;;;;;;;;;23.0;388.0;88.8;88.1;;0.8
3602;Mannen;10;1962;3548.0;3136.0;3115.0;;;;;;;;;;21.0;412.0;88.4;87.8;;0.7
3603;Mannen;10;1963;3627.0;3187.0;3162.0;;;;;;;;;;24.0;440.0;87.9;87.2;;0.8
3604;Mannen;10;1964;3692.0;3229.0;3208.0;;;;;;;;;;21.0;463.0;87.5;86.9;;0.6
3605;Mannen;10;1965;3760.0;3270.0;3244.0;;;;;;;;;;26.0;490.0;87.0;86.3;;0.8
3606;Mannen;10;1966;3828.0;3310.0;3273.0;;;;;;;;;;37.0;518.0;86.5;85.5;;1.1
3607;Mannen;10;1967;3893.0;3342.0;3271.0;;;;;;;;;;71.0;551.0;85.9;84.0;;2.1
3608;Mannen;10;1968;3932.0;3357.0;3294.0;;;;;;;;;;63.0;574.0;85.4;83.8;;1.9
3609;Mannen;10;1969;3983.0;3379.0;3333.0;;;;;;;;;;46.0;604.0;84.8;83.7;;1.4
3610;Mannen;10;1970;4043.0;3410.0;3371.0;;;;;;;;;;39.0;633.0;84.3;83.4;36.0;1.1
3611;Mannen;10;1971;4110.0;3405.0;3353.0;;;;;;;;;;52.0;705.0;82.9;81.6;51.0;1.5
3612;Mannen;10;1972;4173.0;3470.0;3383.0;;;;;;;;;;86.0;703.0;83.1;81.1;91.0;2.5
3613;Mannen;10;1973;4223.0;3487.0;3403.0;;;;;;;;;;84.0;736.0;82.6;80.6;88.0;2.4
3614;Mannen;10;1974;4277.0;3503.0;3404.0;;;;;;;;;;99.0;774.0;81.9;79.6;107.0;2.8
3615;Mannen;10;1975;4338.0;3506.0;3384.0;;;;;;;;;;122.0;831.0;80.8;78.0;153.0;3.5
3616;Mannen;10;1976;4416.0;3544.0;3405.0;;;;;;;;;;139.0;872.0;80.3;77.1;160.0;3.9
3617;Mannen;10;1977;4476.0;3559.0;3435.0;;;;;;;;;;123.0;917.0;79.5;76.8;145.0;3.5
3618;Mannen;10;1978;4534.0;3563.0;3444.0;;;;;;;;;;119.0;971.0;78.6;76.0;134.0;3.4
3619;Mannen;10;1979;4597.0;3593.0;3466.0;;;;;;;;;;127.0;1004.0;78.2;75.4;123.0;3.5
3620;Mannen;10;1980;4667.0;3596.0;3469.0;;;;;;;;;;126.0;1071.0;77.0;74.3;141.0;3.5
3621;Mannen;10;1981;4738.0;3632.0;3451.0;;;;;;;;;;181.0;1106.0;76.7;72.8;217.0;5.0
3622;Mannen;10;1982;4791.0;3619.0;3346.0;;;;;;;;;;273.0;1173.0;75.5;69.8;333.0;7.5
3623;Mannen;10;1983;4843.0;3636.0;3280.0;;;;;;;;;;356.0;1207.0;75.1;67.7;446.0;9.8
3624;Mannen;10;1984;4898.0;3635.0;3289.0;;;;;;;;;;346.0;1263.0;74.2;67.2;425.0;9.5
3625;Mannen;10;1985;4955.0;3643.0;3337.0;;;;;;;;;;306.0;1312.0;73.5;67.3;358.0;8.4
3626;Mannen;10;1986;5010.0;3694.0;3432.0;;;;;;;;;;262.0;1316.0;73.7;68.5;310.0;7.1
3627;Mannen;10;1987;5071.0;3763.0;3536.0;;;;;;;;;;226.0;1308.0;74.2;69.7;278.0;6.0
3628;Mannen;10;1988;5115.0;3797.0;3564.0;;;;;;;;;;233.0;1318.0;74.2;69.7;281.0;6.1
3629;Mannen;10;1989;5148.0;3825.0;3619.0;;;;;;;;;;206.0;1323.0;74.3;70.3;244.0;5.4
3630;Mannen;10;1990;5182.0;3865.0;3686.0;;;;;;;;;;179.0;1317.0;74.6;71.1;209.0;4.6
3631;Mannen;10;1991;5219.0;3912.0;3732.0;;;;;;;;;;180.0;1307.0;75.0;71.5;190.0;4.6
3632;Mannen;10;1992;5250.0;3967.0;3781.0;;;;;;;;;;186.0;1283.0;75.6;72.0;195.0;4.7
3633;Mannen;10;1993;5295.0;3999.0;3771.0;;;;;;;;;;228.0;1296.0;75.5;71.2;240.0;5.7
3634;Mannen;10;1994;5317.0;4014.0;3747.0;;;;;;;;;;266.0;1303.0;75.5;70.5;283.0;6.6
3635;Mannen;10;1995;5329.0;4067.0;3814.0;;;;;;;;;;253.0;1262.0;76.3;71.6;260.0;6.2
3636;Mannen;10;1996;5343.0;4098.0;3870.0;;;;;;;;;;228.0;1245.0;76.7;72.4;240.0;5.6
3637;Mannen;10;1997;5356.0;4140.0;3940.0;;;;;;;;;;200.0;1216.0;77.3;73.6;199.0;4.8
3638;Mannen;10;1998;5368.0;4190.0;4036.0;;;;;;;;;;153.0;1178.0;78.1;75.2;155.0;3.7
3639;Mannen;10;1999;5401.0;4233.0;4105.0;;;;;;;;;;128.0;1168.0;78.4;76.0;114.0;3.0
3640;Mannen;10;2000;5434.0;4275.0;4162.0;;;;;;;;;;114.0;1159.0;78.7;76.6;98.0;2.7
3641;Mannen;10;2001 voor revisie;5470.0;4293.0;4185.0;;;;;;;;;;109.0;1176.0;78.5;76.5;55.0;2.5
3642;Mannen;10;2001 na revisie;5468.0;4285.0;4176.0;;;;;;;;;;109.0;1183.0;78.4;76.4;77.0;2.5
3643;Mannen;10;2002;5497.0;4323.0;4176.0;;;;;;;;;;147.0;1174.0;78.6;76.0;91.0;3.4
3644;Mannen;10;2003;5512.0;4317.0;4111.0;;;;;;;;;;206.0;1194.0;78.3;74.6;144.0;4.8
3645;Mannen;10;2004;5516.0;4315.0;4068.0;;;;;;;;;;247.0;1201.0;78.2;73.7;179.0;5.7
3646;Mannen;10;2005;5517.0;4306.0;4069.0;;;;;;;;;;236.0;1211.0;78.0;73.8;164.0;5.5
3647;Mannen;10;2006;5517.0;4291.0;4100.0;;;;;;;;;;191.0;1226.0;77.8;74.3;133.0;4.4
3648;Mannen;10;2007;5521.0;4339.0;4185.0;;;;;;;;;;154.0;1182.0;78.6;75.8;93.0;3.5
3649;Mannen;10;2008;5533.0;4408.0;4266.0;;;;;;;;;;142.0;1125.0;79.7;77.1;77.0;3.2
3650;Mannen;10;2009;5537.0;4397.0;4200.0;;;;;;;;;;197.0;1140.0;79.4;75.9;110.0;4.5
3651;Mannen;10;2010;5533.0;4337.0;4119.0;;;;;;;;;;218.0;1196.0;78.4;74.4;135.0;5.0
3652;Mannen;10;2011;5517.0;4319.0;4095.0;;;;;;;;;;224.0;1198.0;78.3;74.2;125.0;5.2
3653;Mannen;10;2012;5519.0;4343.0;4069.0;;;;;;;;;;274.0;1176.0;78.7;73.7;150.0;6.3
3654;Mannen;10;2013;5533.0;4354.0;3999.0;;;;;;;;;;355.0;1179.0;78.7;72.3;201.0;8.2
3655;Mannen;53050;1800;;;;;;;;;;;;;;;;;;
3656;Mannen;53050;1801;;;;;;;;;;;;;;;;;;
3657;Mannen;53050;1802;;;;;;;;;;;;;;;;;;
3658;Mannen;53050;1803;;;;;;;;;;;;;;;;;;
3659;Mannen;53050;1804;;;;;;;;;;;;;;;;;;
3660;Mannen;53050;1805;;;;;;;;;;;;;;;;;;
3661;Mannen;53050;1806;;;;;;;;;;;;;;;;;;
3662;Mannen;53050;1807;;;;;;;;;;;;;;;;;;
3663;Mannen;53050;1808;;;;;;;;;;;;;;;;;;
3664;Mannen;53050;1809;;;;;;;;;;;;;;;;;;
3665;Mannen;53050;1810;;;;;;;;;;;;;;;;;;
3666;Mannen;53050;1811;;;;;;;;;;;;;;;;;;
3667;Mannen;53050;1812;;;;;;;;;;;;;;;;;;
3668;Mannen;53050;1813;;;;;;;;;;;;;;;;;;
3669;Mannen;53050;1814;;;;;;;;;;;;;;;;;;
3670;Mannen;53050;1815;;;;;;;;;;;;;;;;;;
3671;Mannen;53050;1816;;;;;;;;;;;;;;;;;;
3672;Mannen;53050;1817;;;;;;;;;;;;;;;;;;
3673;Mannen;53050;1818;;;;;;;;;;;;;;;;;;
3674;Mannen;53050;1819;;;;;;;;;;;;;;;;;;
3675;Mannen;53050;1820;;;;;;;;;;;;;;;;;;
3676;Mannen;53050;1821;;;;;;;;;;;;;;;;;;
3677;Mannen;53050;1822;;;;;;;;;;;;;;;;;;
3678;Mannen;53050;1823;;;;;;;;;;;;;;;;;;
3679;Mannen;53050;1824;;;;;;;;;;;;;;;;;;
3680;Mannen;53050;1825;;;;;;;;;;;;;;;;;;
3681;Mannen;53050;1826;;;;;;;;;;;;;;;;;;
3682;Mannen;53050;1827;;;;;;;;;;;;;;;;;;
3683;Mannen;53050;1828;;;;;;;;;;;;;;;;;;
3684;Mannen;53050;1829;;;;;;;;;;;;;;;;;;
3685;Mannen;53050;1830;;;;;;;;;;;;;;;;;;
3686;Mannen;53050;1831;;;;;;;;;;;;;;;;;;
3687;Mannen;53050;1832;;;;;;;;;;;;;;;;;;
3688;Mannen;53050;1833;;;;;;;;;;;;;;;;;;
3689;Mannen;53050;1834;;;;;;;;;;;;;;;;;;
3690;Mannen;53050;1835;;;;;;;;;;;;;;;;;;
3691;Mannen;53050;1836;;;;;;;;;;;;;;;;;;
3692;Mannen;53050;1837;;;;;;;;;;;;;;;;;;
3693;Mannen;53050;1838;;;;;;;;;;;;;;;;;;
3694;Mannen;53050;1839;;;;;;;;;;;;;;;;;;
3695;Mannen;53050;1840;;;;;;;;;;;;;;;;;;
3696;Mannen;53050;1841;;;;;;;;;;;;;;;;;;
3697;Mannen;53050;1842;;;;;;;;;;;;;;;;;;
3698;Mannen;53050;1843;;;;;;;;;;;;;;;;;;
3699;Mannen;53050;1844;;;;;;;;;;;;;;;;;;
3700;Mannen;53050;1845;;;;;;;;;;;;;;;;;;
3701;Mannen;53050;1846;;;;;;;;;;;;;;;;;;
3702;Mannen;53050;1847;;;;;;;;;;;;;;;;;;
3703;Mannen;53050;1848;;;;;;;;;;;;;;;;;;
3704;Mannen;53050;1849;;;;;;;;;;;;;;;;;;
3705;Mannen;53050;1850;;;;;;;;;;;;;;;;;;
3706;Mannen;53050;1851;;;;;;;;;;;;;;;;;;
3707;Mannen;53050;1852;;;;;;;;;;;;;;;;;;
3708;Mannen;53050;1853;;;;;;;;;;;;;;;;;;
3709;Mannen;53050;1854;;;;;;;;;;;;;;;;;;
3710;Mannen;53050;1855;;;;;;;;;;;;;;;;;;
3711;Mannen;53050;1856;;;;;;;;;;;;;;;;;;
3712;Mannen;53050;1857;;;;;;;;;;;;;;;;;;
3713;Mannen;53050;1858;;;;;;;;;;;;;;;;;;
3714;Mannen;53050;1859;;;;;;;;;;;;;;;;;;
3715;Mannen;53050;1860;;;;;;;;;;;;;;;;;;
3716;Mannen;53050;1861;;;;;;;;;;;;;;;;;;
3717;Mannen;53050;1862;;;;;;;;;;;;;;;;;;
3718;Mannen;53050;1863;;;;;;;;;;;;;;;;;;
3719;Mannen;53050;1864;;;;;;;;;;;;;;;;;;
3720;Mannen;53050;1865;;;;;;;;;;;;;;;;;;
3721;Mannen;53050;1866;;;;;;;;;;;;;;;;;;
3722;Mannen;53050;1867;;;;;;;;;;;;;;;;;;
3723;Mannen;53050;1868;;;;;;;;;;;;;;;;;;
3724;Mannen;53050;1869;;;;;;;;;;;;;;;;;;
3725;Mannen;53050;1870;;;;;;;;;;;;;;;;;;
3726;Mannen;53050;1871;;;;;;;;;;;;;;;;;;
3727;Mannen;53050;1872;;;;;;;;;;;;;;;;;;
3728;Mannen;53050;1873;;;;;;;;;;;;;;;;;;
3729;Mannen;53050;1874;;;;;;;;;;;;;;;;;;
3730;Mannen;53050;1875;;;;;;;;;;;;;;;;;;
3731;Mannen;53050;1876;;;;;;;;;;;;;;;;;;
3732;Mannen;53050;1877;;;;;;;;;;;;;;;;;;
3733;Mannen;53050;1878;;;;;;;;;;;;;;;;;;
3734;Mannen;53050;1879;;;;;;;;;;;;;;;;;;
3735;Mannen;53050;1880;;;;;;;;;;;;;;;;;;
3736;Mannen;53050;1881;;;;;;;;;;;;;;;;;;
3737;Mannen;53050;1882;;;;;;;;;;;;;;;;;;
3738;Mannen;53050;1883;;;;;;;;;;;;;;;;;;
3739;Mannen;53050;1884;;;;;;;;;;;;;;;;;;
3740;Mannen;53050;1885;;;;;;;;;;;;;;;;;;
3741;Mannen;53050;1886;;;;;;;;;;;;;;;;;;
3742;Mannen;53050;1887;;;;;;;;;;;;;;;;;;
3743;Mannen;53050;1888;;;;;;;;;;;;;;;;;;
3744;Mannen;53050;1889;;;;;;;;;;;;;;;;;;
3745;Mannen;53050;1890;;;;;;;;;;;;;;;;;;
3746;Mannen;53050;1891;;;;;;;;;;;;;;;;;;
3747;Mannen;53050;1892;;;;;;;;;;;;;;;;;;
3748;Mannen;53050;1893;;;;;;;;;;;;;;;;;;
3749;Mannen;53050;1894;;;;;;;;;;;;;;;;;;
3750;Mannen;53050;1895;;;;;;;;;;;;;;;;;;
3751;Mannen;53050;1896;;;;;;;;;;;;;;;;;;
3752;Mannen;53050;1897;;;;;;;;;;;;;;;;;;
3753;Mannen;53050;1898;;;;;;;;;;;;;;;;;;
3754;Mannen;53050;1899;;;;;;;;;;;;;;;;;;
3755;Mannen;53050;1900;;;;;;;;;;;;;;;;;;
3756;Mannen;53050;1901;;;;;;;;;;;;;;;;;;
3757;Mannen;53050;1902;;;;;;;;;;;;;;;;;;
3758;Mannen;53050;1903;;;;;;;;;;;;;;;;;;
3759;Mannen;53050;1904;;;;;;;;;;;;;;;;;;
3760;Mannen;53050;1905;;;;;;;;;;;;;;;;;;
3761;Mannen;53050;1906;;;;;;;;;;;;;;;;;;
3762;Mannen;53050;1907;;;;;;;;;;;;;;;;;;
3763;Mannen;53050;1908;;;;;;;;;;;;;;;;;;
3764;Mannen;53050;1909;;;;;;;;;;;;;;;;;;
3765;Mannen;53050;1910;;;;;;;;;;;;;;;;;;
3766;Mannen;53050;1911;;;;;;;;;;;;;;;;;;
3767;Mannen;53050;1912;;;;;;;;;;;;;;;;;;
3768;Mannen;53050;1913;;;;;;;;;;;;;;;;;;
3769;Mannen;53050;1914;;;;;;;;;;;;;;;;;;
3770;Mannen;53050;1915;;;;;;;;;;;;;;;;;;
3771;Mannen;53050;1916;;;;;;;;;;;;;;;;;;
3772;Mannen;53050;1917;;;;;;;;;;;;;;;;;;
3773;Mannen;53050;1918;;;;;;;;;;;;;;;;;;
3774;Mannen;53050;1919;;;;;;;;;;;;;;;;;;
3775;Mannen;53050;1920;;;;;;;;;;;;;;;;;;
3776;Mannen;53050;1921;;;;;;;;;;;;;;;;;;
3777;Mannen;53050;1922;;;;;;;;;;;;;;;;;;
3778;Mannen;53050;1923;;;;;;;;;;;;;;;;;;
3779;Mannen;53050;1924;;;;;;;;;;;;;;;;;;
3780;Mannen;53050;1925;;;;;;;;;;;;;;;;;;
3781;Mannen;53050;1926;;;;;;;;;;;;;;;;;;
3782;Mannen;53050;1927;;;;;;;;;;;;;;;;;;
