ID;RegioS;Perioden;TotaalPersoneel_1;TotaalOperationeelPersoneel_2;TotaalBeroeps_3;Mannen_4;Vrouwen_5;HogerEnMiddelbaarRangniveau_6;HogerRangniveau_7;MiddelbaarRangniveau_8;LagerRangniveau_9;TotaalVrijwillig_10;Mannen_11;Vrouwen_12;HogerEnMiddelbaarRangniveau_13;HogerRangniveau_14;MiddelbaarRangniveau_15;LagerRangniveau_16;TotaalOverigPersoneel_17;HboWoOpleiding_18;MboOpleiding_19;LboOpleiding_20
77;West-Nederland (LD);2017;12672.0;10954;2970;2851;119;1006;;;1964;7984;7562;422;2052;;;5932;1718.0;832.0;639.0;247.0
78;West-Nederland (LD);2018;12787.0;11013;3168;2984;184;1188;;;1980;7845;7391;454;2107;;;5738;1774.0;813.0;696.0;265.0
79;West-Nederland (LD);2019;12862.0;11046;3159;2979;180;1117;;;2042;7887;7415;472;2084;;;5803;1816.0;861.0;704.0;251.0
80;Zuid-Nederland (LD);2000;;5642;815;788;27;334;185.0;149.0;481;4827;4704;123;963;165.0;798.0;3864;;;;
81;Zuid-Nederland (LD);2001;;5644;848;815;33;352;192.0;160.0;496;4796;4652;144;996;157.0;839.0;3800;;;;
82;Zuid-Nederland (LD);2002;;5616;872;843;29;381;198.0;183.0;491;4744;4581;163;992;139.0;853.0;3752;;;;
83;Zuid-Nederland (LD);2003;;5642;902;869;33;393;207.0;186.0;509;4740;4552;188;987;131.0;856.0;3753;;;;
84;Zuid-Nederland (LD);2004;;5631;894;856;38;388;209.0;179.0;506;4737;4533;204;1011;121.0;890.0;3726;;;;
85;Zuid-Nederland (LD);2005;6361.0;5661;884;840;44;391;206.0;185.0;493;4777;4566;211;1081;130.0;951.0;3696;700.0;247.0;372.0;81.0
86;Zuid-Nederland (LD);2006;6487.0;5722;923;877;46;418;204.0;214.0;505;4799;4572;227;1267;153.0;1114.0;3532;765.0;265.0;417.0;83.0
87;Zuid-Nederland (LD);2007;6288.0;5593;918;871;47;417;216.0;201.0;501;4675;4435;240;1074;124.0;950.0;3601;695.0;237.0;394.0;64.0
88;Zuid-Nederland (LD);2008;6171.0;5462;927;870;57;395;201.0;194.0;532;4535;4298;237;1008;96.0;912.0;3527;709.0;256.0;397.0;56.0
89;Zuid-Nederland (LD);2009;6421.0;5632;915;863;52;365;192.0;173.0;550;4717;4487;230;1005;95.0;910.0;3712;789.0;294.0;439.0;56.0
90;Zuid-Nederland (LD);2010;6463.0;5549;882;836;46;313;149.0;164.0;569;4667;4391;276;1025;86.0;939.0;3642;914.0;343.0;481.0;90.0
91;Zuid-Nederland (LD);2011;6419.0;5485;895;836;59;353;177.0;176.0;542;4590;4356;234;1133;95.0;1038.0;3457;934.0;332.0;499.0;103.0
92;Zuid-Nederland (LD);2012;6183.0;5244;832;786;46;363;;;469;4412;4199;213;1602;;;2810;939.0;299.0;541.0;99.0
93;Zuid-Nederland (LD);2013;6178.0;5317;959;908;51;427;;;532;4358;4143;215;997;;;3361;861.0;281.0;455.0;125.0
94;Zuid-Nederland (LD);2014;6047.0;5117;949;903;46;412;;;537;4168;3964;204;934;;;3234;930.0;277.0;519.0;134.0
95;Zuid-Nederland (LD);2015;5804.0;4885;917;864;53;402;;;515;3968;3775;193;957;;;3011;919.0;394.0;450.0;75.0
96;Zuid-Nederland (LD);2016;5787.0;4869;854;809;45;344;;;510;4015;3822;193;956;;;3059;918.0;409.0;424.0;85.0
97;Zuid-Nederland (LD);2017;6005.0;5013;977;922;55;429;;;548;4036;3840;196;970;;;3066;992.0;405.0;507.0;80.0
98;Zuid-Nederland (LD);2018;5999.0;5020;989;932;57;429;;;560;4031;3825;206;969;;;3062;979.0;409.0;526.0;44.0
99;Zuid-Nederland (LD);2019;5978.0;4979;996;937;59;443;;;553;3983;3782;201;957;;;3026;999.0;428.0;483.0;88.0
100;Groningen (PV);2000;;857;104;101;3;42;19.0;23.0;62;753;730;23;142;29.0;113.0;611;;;;
101;Groningen (PV);2001;;857;106;103;3;44;22.0;22.0;62;751;726;25;128;25.0;103.0;623;;;;
102;Groningen (PV);2002;;852;123;115;8;55;27.0;28.0;68;729;704;25;150;18.0;132.0;579;;;;
103;Groningen (PV);2003;;865;123;116;7;55;25.0;30.0;68;742;702;40;141;14.0;127.0;601;;;;
104;Groningen (PV);2004;;883;133;126;7;62;27.0;35.0;71;750;702;48;155;12.0;143.0;595;;;;
105;Groningen (PV);2005;923.0;866;132;125;7;65;31.0;34.0;67;734;688;46;172;9.0;163.0;562;57.0;22.0;29.0;6.0
106;Groningen (PV);2006;939.0;882;141;135;6;67;31.0;36.0;74;741;692;49;180;27.0;153.0;561;57.0;25.0;29.0;3.0
107;Groningen (PV);2007;932.0;853;129;125;4;57;26.0;31.0;72;724;684;40;170;8.0;162.0;554;79.0;33.0;40.0;6.0
108;Groningen (PV);2008;981.0;906;149;139;10;64;27.0;37.0;85;757;707;50;180;3.0;177.0;577;75.0;37.0;33.0;5.0
109;Groningen (PV);2009;980.0;896;165;154;11;78;26.0;52.0;87;731;680;51;170;8.0;162.0;561;84.0;33.0;42.0;9.0
110;Groningen (PV);2010;1005.0;908;164;155;9;81;30.0;51.0;83;744;698;46;157;10.0;147.0;587;97.0;45.0;48.0;4.0
111;Groningen (PV);2011;948.0;863;156;148;8;74;27.0;47.0;82;707;659;48;160;9.0;151.0;547;85.0;43.0;38.0;4.0
112;Groningen (PV);2012;946.0;832;127;118;9;51;;;76;705;659;46;178;;;527;114.0;63.0;46.0;5.0
113;Groningen (PV);2013;943.0;827;122;113;9;47;;;75;705;659;46;172;;;533;116.0;62.0;48.0;6.0
114;Groningen (PV);2014;1008.0;851;93;86;7;25;;;68;758;710;48;221;;;537;157.0;84.0;68.0;5.0
115;Groningen (PV);2015;1059.0;879;122;112;10;46;;;76;757;709;48;230;;;527;180.0;96.0;78.0;6.0
116;Groningen (PV);2016;998.0;823;137;127;10;67;;;70;686;635;51;173;;;513;175.0;100.0;50.0;25.0
117;Groningen (PV);2017;1009.0;834;145;133;12;74;;;71;689;635;54;166;;;523;175.0;100.0;50.0;25.0
118;Groningen (PV);2018;996.0;833;137;128;9;65;;;72;696;641;55;175;;;521;163.0;90.0;50.0;23.0
119;Groningen (PV);2019;969.0;813;122;112;10;44;;;78;691;634;57;174;;;517;156.0;86.0;46.0;24.0
120;Friesland (PV);2000;;1208;88;86;2;55;35.0;20.0;33;1120;1072;48;187;27.0;160.0;933;;;;
121;Friesland (PV);2001;;1231;97;94;3;59;39.0;20.0;38;1134;1074;60;202;25.0;177.0;932;;;;
122;Friesland (PV);2002;;1255;112;110;2;73;46.0;27.0;39;1143;1076;67;200;18.0;182.0;943;;;;
123;Friesland (PV);2003;;1241;119;116;3;80;48.0;32.0;39;1122;1056;66;199;17.0;182.0;923;;;;
124;Friesland (PV);2004;;1265;127;122;5;85;50.0;35.0;42;1138;1066;72;208;15.0;193.0;930;;;;
125;Friesland (PV);2005;1341.0;1267;132;124;8;82;54.0;28.0;50;1135;1048;87;207;11.0;196.0;928;74.0;25.0;41.0;8.0
126;Friesland (PV);2006;1340.0;1255;125;116;9;76;50.0;26.0;49;1130;1045;85;226;11.0;215.0;904;85.0;35.0;42.0;8.0
127;Friesland (PV);2007;1355.0;1278;125;116;9;89;52.0;37.0;36;1153;1064;89;233;10.0;223.0;920;77.0;21.0;48.0;8.0
128;Friesland (PV);2008;1395.0;1306;117;112;5;85;58.0;27.0;32;1189;1100;89;235;7.0;228.0;954;89.0;22.0;61.0;6.0
129;Friesland (PV);2009;1430.0;1305;119;114;5;84;55.0;29.0;35;1186;1081;105;245;6.0;239.0;941;125.0;34.0;87.0;4.0
130;Friesland (PV);2010;1400.0;1326;124;119;5;89;54.0;35.0;35;1202;1107;95;237;5.0;232.0;965;74.0;22.0;43.0;9.0
131;Friesland (PV);2011;1308.0;1275;128;121;7;81;51.0;30.0;47;1147;1045;102;231;4.0;227.0;916;33.0;8.0;20.0;5.0
132;Friesland (PV);2012;1312.0;1275;128;121;7;83;;;45;1147;1045;102;250;;;897;37.0;6.0;20.0;11.0
133;Friesland (PV);2013;1331.0;1280;138;129;9;77;;;61;1142;1052;90;245;;;897;51.0;9.0;36.0;6.0
134;Friesland (PV);2014;1248.0;1197;138;129;9;77;;;61;1059;980;79;234;;;825;51.0;9.0;36.0;6.0
135;Friesland (PV);2015;1255.0;1227;158;152;6;81;;;77;1069;1001;68;239;;;830;28.0;4.0;20.0;4.0
136;Friesland (PV);2016;1271.0;1242;160;154;6;118;;;42;1082;1011;71;240;;;842;29.0;5.0;20.0;4.0
137;Friesland (PV);2017;1282.0;1248;151;145;6;109;;;42;1097;1025;72;232;;;865;34.0;18.0;14.0;2.0
138;Friesland (PV);2018;1306.0;1264;160;149;11;118;;;42;1104;1037;67;238;;;866;42.0;17.0;22.0;3.0
139;Friesland (PV);2019;1300.0;1252;150;143;7;116;;;34;1102;1030;72;240;;;862;48.0;21.0;13.0;14.0
140;Drenthe (PV);2000;;851;97;95;2;50;32.0;18.0;47;754;739;15;145;22.0;123.0;609;;;;
141;Drenthe (PV);2001;;853;104;101;3;56;36.0;20.0;48;749;731;18;143;21.0;122.0;606;;;;
142;Drenthe (PV);2002;;901;106;103;3;55;34.0;21.0;51;795;764;31;159;16.0;143.0;636;;;;
143;Drenthe (PV);2003;;926;116;111;5;56;36.0;20.0;60;810;772;38;166;19.0;147.0;644;;;;
144;Drenthe (PV);2004;;915;115;110;5;67;38.0;29.0;48;800;768;32;166;10.0;156.0;634;;;;
145;Drenthe (PV);2005;972.0;899;112;103;9;69;40.0;29.0;43;787;750;37;187;9.0;178.0;600;73.0;26.0;39.0;8.0
146;Drenthe (PV);2006;948.0;880;111;99;12;73;40.0;33.0;38;769;731;38;188;7.0;181.0;581;68.0;21.0;35.0;12.0
147;Drenthe (PV);2007;956.0;873;107;99;8;73;39.0;34.0;34;766;723;43;193;5.0;188.0;573;83.0;27.0;37.0;19.0
148;Drenthe (PV);2008;966.0;891;121;113;8;81;41.0;40.0;40;770;719;51;193;2.0;191.0;577;75.0;27.0;32.0;16.0
149;Drenthe (PV);2009;978.0;896;121;107;14;81;42.0;39.0;40;775;725;50;248;1.0;247.0;527;82.0;25.0;40.0;17.0
150;Drenthe (PV);2010;977.0;872;115;104;11;77;33.0;44.0;38;757;711;46;197;9.0;188.0;560;105.0;29.0;70.0;6.0
151;Drenthe (PV);2011;957.0;881;124;115;9;72;35.0;37.0;52;757;707;50;207;2.0;205.0;550;76.0;17.0;50.0;9.0
152;Drenthe (PV);2012;974.0;893;123;109;14;66;;;57;770;713;57;181;;;589;81.0;21.0;54.0;6.0
153;Drenthe (PV);2013;981.0;905;131;120;11;73;;;58;774;724;50;190;;;584;76.0;13.0;51.0;12.0
154;Drenthe (PV);2014;884.0;771;65;61;4;25;;;40;706;654;52;219;;;487;113.0;25.0;83.0;5.0
155;Drenthe (PV);2015;891.0;778;65;61;4;25;;;40;713;661;52;201;;;512;113.0;25.0;83.0;5.0
156;Drenthe (PV);2016;875.0;804;112;98;14;112;;;0;692;645;47;200;;;492;71.0;40.0;28.0;3.0
157;Drenthe (PV);2017;892.0;821;110;96;14;110;;;0;711;662;49;196;;;515;71.0;40.0;28.0;3.0
158;Drenthe (PV);2018;937.0;856;105;91;14;70;;;35;751;698;53;208;;;543;81.0;34.0;46.0;1.0
159;Drenthe (PV);2019;936.0;846;110;95;15;72;;;38;736;691;45;214;;;522;90.0;43.0;42.0;5.0
160;Overijssel (PV);2000;;1794;214;204;10;96;56.0;40.0;118;1580;1556;24;304;65.0;239.0;1276;;;;
161;Overijssel (PV);2001;;1790;234;224;10;108;60.0;48.0;126;1556;1526;30;270;45.0;225.0;1286;;;;
162;Overijssel (PV);2002;;1864;245;234;11;120;69.0;51.0;125;1619;1573;46;280;47.0;233.0;1339;;;;
163;Overijssel (PV);2003;;1869;258;247;11;132;67.0;65.0;126;1611;1534;77;278;41.0;237.0;1333;;;;
164;Overijssel (PV);2004;;1868;261;245;16;130;74.0;56.0;131;1607;1526;81;280;33.0;247.0;1327;;;;
165;Overijssel (PV);2005;2123.0;1907;328;311;17;183;74.0;109.0;145;1579;1493;86;301;31.0;270.0;1278;216.0;81.0;117.0;18.0
166;Overijssel (PV);2006;2187.0;1999;352;322;30;183;95.0;88.0;169;1647;1548;99;404;66.0;338.0;1243;188.0;64.0;100.0;24.0
167;Overijssel (PV);2007;2156.0;1957;341;315;26;179;89.0;90.0;162;1616;1506;110;290;29.0;261.0;1326;199.0;74.0;108.0;17.0
168;Overijssel (PV);2008;2145.0;1933;366;340;26;177;94.0;83.0;189;1567;1447;120;295;23.0;272.0;1272;212.0;90.0;105.0;17.0
169;Overijssel (PV);2009;2151.0;1938;352;327;25;178;79.0;99.0;174;1586;1450;136;324;29.0;295.0;1262;213.0;93.0;104.0;16.0
170;Overijssel (PV);2010;2124.0;1913;364;341;23;184;91.0;93.0;180;1549;1424;125;305;27.0;278.0;1244;211.0;82.0;108.0;21.0
171;Overijssel (PV);2011;2076.0;1869;337;316;21;164;78.0;86.0;173;1532;1414;118;300;22.0;278.0;1232;207.0;75.0;106.0;26.0
172;Overijssel (PV);2012;2019.0;1782;283;265;18;123;;;160;1499;1388;111;321;;;1178;237.0;102.0;110.0;25.0
173;Overijssel (PV);2013;2065.0;1824;310;288;22;154;;;156;1514;1409;105;284;;;1230;241.0;83.0;123.0;35.0
174;Overijssel (PV);2014;2237.0;1818;310;286;24;152;;;158;1508;1411;97;289;;;1219;419.0;138.0;232.0;49.0
175;Overijssel (PV);2015;2014.0;1664;304;285;19;148;;;156;1360;1267;93;278;;;1082;350.0;129.0;178.0;43.0
176;Overijssel (PV);2016;2011.0;1663;299;280;19;146;;;153;1364;1270;94;258;;;1106;348.0;127.0;178.0;43.0
177;Overijssel (PV);2017;2048.0;1712;296;277;19;161;;;135;1416;1319;97;315;;;1101;336.0;139.0;164.0;33.0
178;Overijssel (PV);2018;2117.0;1774;310;286;24;168;;;142;1464;1366;98;316;;;1148;343.0;142.0;158.0;43.0
179;Overijssel (PV);2019;2055.0;1714;303;279;24;171;;;132;1411;1313;98;327;;;1084;341.0;145.0;159.0;37.0
180;Flevoland (PV);2000;;460;77;72;5;40;20.0;20.0;37;383;353;30;76;13.0;63.0;307;;;;
181;Flevoland (PV);2001;;432;70;68;2;43;22.0;21.0;27;362;335;27;80;10.0;70.0;282;;;;
182;Flevoland (PV);2002;;459;83;78;5;49;22.0;27.0;34;376;343;33;80;9.0;71.0;296;;;;
183;Flevoland (PV);2003;;468;98;91;7;64;27.0;37.0;34;370;337;33;84;14.0;70.0;286;;;;
184;Flevoland (PV);2004;;474;100;93;7;61;32.0;29.0;39;374;343;31;74;8.0;66.0;300;;;;
185;Flevoland (PV);2005;542.0;483;80;76;4;61;22.0;39.0;19;403;363;40;85;11.0;74.0;318;59.0;26.0;27.0;6.0
186;Flevoland (PV);2006;522.0;480;92;84;8;67;29.0;38.0;25;388;350;38;72;8.0;64.0;316;42.0;18.0;19.0;5.0
187;Flevoland (PV);2007;524.0;485;119;106;13;66;31.0;35.0;53;366;336;30;63;12.0;51.0;303;39.0;13.0;17.0;9.0
188;Flevoland (PV);2008;505.0;473;112;99;13;64;27.0;37.0;48;361;327;34;84;10.0;74.0;277;32.0;9.0;17.0;6.0
189;Flevoland (PV);2009;502.0;472;113;100;13;64;26.0;38.0;49;359;328;31;78;7.0;71.0;281;30.0;9.0;16.0;5.0
190;Flevoland (PV);2010;582.0;520;95;89;6;35;20.0;15.0;60;425;380;45;106;13.0;93.0;319;62.0;20.0;35.0;7.0
191;Flevoland (PV);2011;551.0;480;108;101;7;39;23.0;16.0;69;372;332;40;87;13.0;74.0;285;71.0;23.0;42.0;6.0
192;Flevoland (PV);2012;579.0;493;95;90;5;62;;;33;398;363;35;78;;;320;86.0;32.0;48.0;6.0
