ID;Geslacht;Leeftijd;Gemeenten;Perioden;TotaleBevolking100_1;NederlandseAchtergrond_2;NederlandseAchtergrondRelatief_3;TotaalMetMigratieachtergrond_4;TotaalMetMigratieachtergrondRelatief_5;TotaalWesterseMigratieachtergrond_6;WesterseMigratieachtergrondRelatief_7;EuropeseUnieExclNederlandseAcht_8;EUExclNedAchtergrondRelatief_9;Belgie_10;BelgieRelatief_11;Duitsland_12;DuitslandRelatief_13;Indonesie_14;IndonesieRelatief_15;TotaalNietWesterseMigratieachtergrond_16;NietWesterseMigratieachtergrondRel_17;Marokko_18;MarokkoRelatief_19;VoormaligeNederlandseAntillenAruba_20;VoormNedAntillenArubaRelatief_21;Suriname_22;SurinameRelatief_23;Turkije_24;TurkijeRelatief_25;GrenswijzigingenPer1Januari_26;TotaalHuishoudens_27;Eenpersoonshuishoudens_28;TotaalMeerpersoonshuishoudens_29;MeerpersoonshuishoudensZonderKinderen_30;MeerpersoonshuishoudensMetKinderen_31;TotaalNietGehuwdeParen_32;NietGehuwdPaarZonderKinderen_33;NietGehuwdPaarMetKinderen_34;TotaalGehuwdeParen_35;GehuwdPaarZonderKinderen_36;GehuwdPaarMetKinderen_37;Eenouderhuishoudens_38;OverigeHuishoudens_39;GemiddeldAantalPersonenPerHuishouden_40;TotaalLevendGeborenKinderen100_41;NederlandseAchtergrond_42;NederlandseAchtergrondRelatief_43;TotaalMetMigratieachtergrond_44;TotaalMetMigratieachtergrondRelatief_45;TotaalWesterseMigratieachtergrond_46;WesterseMigratieachtergrondRelatief_47;EuropeseUnie_48;EuropeseUnieRelatief_49;Belgie_50;BelgieRelatief_51;Duitsland_52;DuitslandRelatief_53;Indonesie_54;IndonesieRelatief_55;TotaalNietWesterseMigratieachtergrond_56;NietWesterseMigAchtergrondRelatief_57;Marokko_58;MarokkoRelatief_59;VoormaligeNederlandseAntillenAruba_60;VoormNedAntillenArubaRelatief_61;Suriname_62;SurinameRelatief_63;Turkije_64;TurkijeRelatief_65;Overledenen_66;Geboorteoverschot_67;BinnenGemeentenVerhuisdePersonen_68;TotaalGevestigdePersonen_69;Immigratie_70;UitAndereGemeente_71;TotaalVertrokkenPersonenInclusief_72;TotaalVertrokkenPersonenExclusie_73;EmigratieInclusiefAdministratieveC_74;EmigratieExclusiefAdministratieveC_75;NaarAndereGemeente_76;MigratiesaldoInclusiefAdministratie_77;MigratiesaldoExclusiefAdministratie_78;SaldoAdministratieveCorrecties_79;AdministratieveOpnemingen_80;AdministratieveAfvoeringen_81;TotaleBevolkingsgroei_82;TotaleBevolkingsgroeiRelatief_83;TotaleBevolkingOp31December_84
1131;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2009;1950.0;1455.0;74.6;495.0;25.4;156.0;8.0;103.0;5.3;4.0;0.2;38.0;1.9;12.0;0.6;339.0;17.4;26.0;1.3;70.0;3.6;29.0;1.5;27.0;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;112.0;42.0;13.0;29.0;87.0;86.0;14.0;13.0;73.0;-45.0;-44.0;-1.0;0.0;1.0;83.0;42.6;2033.0
1132;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2010;2033.0;1523.0;74.9;510.0;25.1;183.0;9.0;99.0;4.9;8.0;0.4;27.0;1.3;16.0;0.8;327.0;16.1;28.0;1.4;71.0;3.5;38.0;1.9;11.0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;87.0;39.0;14.0;25.0;53.0;52.0;4.0;3.0;49.0;-14.0;-13.0;-1.0;0.0;1.0;-37.0;-18.2;1996.0
1133;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2011;1996.0;1519.0;76.1;477.0;23.9;154.0;7.7;87.0;4.4;9.0;0.5;20.0;1.0;15.0;0.8;323.0;16.2;19.0;1.0;62.0;3.1;30.0;1.5;12.0;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;;89.0;44.0;13.0;31.0;107.0;106.0;12.0;11.0;95.0;-63.0;-62.0;-1.0;0.0;1.0;64.0;32.1;2060.0
1134;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2012;2060.0;1551.0;75.3;509.0;24.7;142.0;6.9;89.0;4.3;7.0;0.3;26.0;1.3;13.0;0.6;367.0;17.8;30.0;1.5;60.0;2.9;26.0;1.3;27.0;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;120.0;54.0;12.0;42.0;99.0;99.0;16.0;16.0;83.0;-45.0;-45.0;0.0;2.0;2.0;-63.0;-30.6;1997.0
1135;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2013;1997.0;1461.0;73.2;536.0;26.8;179.0;9.0;105.0;5.3;7.0;0.4;31.0;1.6;13.0;0.7;357.0;17.9;27.0;1.4;64.0;3.2;29.0;1.5;22.0;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;103.0;37.0;22.0;15.0;88.0;88.0;7.0;7.0;81.0;-51.0;-51.0;0.0;0.0;0.0;-53.0;-26.5;1944.0
1136;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2014;1944.0;1430.0;73.6;514.0;26.4;167.0;8.6;102.0;5.2;7.0;0.4;27.0;1.4;12.0;0.6;347.0;17.8;22.0;1.1;69.0;3.5;23.0;1.2;21.0;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;104.0;45.0;14.0;31.0;115.0;115.0;16.0;16.0;99.0;-70.0;-70.0;0.0;0.0;0.0;13.0;6.7;1957.0
1137;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2015;1957.0;1493.0;76.3;464.0;23.7;174.0;8.9;103.0;5.3;6.0;0.3;29.0;1.5;15.0;0.8;290.0;14.8;20.0;1.0;61.0;3.1;18.0;0.9;15.0;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;103.0;40.0;16.0;24.0;114.0;113.0;12.0;11.0;102.0;-74.0;-73.0;-1.0;0.0;1.0;6.0;3.1;1963.0
1138;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2016;1963.0;1475.0;75.1;488.0;24.9;158.0;8.0;96.0;4.9;7.0;0.4;26.0;1.3;11.0;0.6;330.0;16.8;16.0;0.8;56.0;2.9;31.0;1.6;19.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;113.0;65.0;27.0;38.0;116.0;116.0;5.0;5.0;111.0;-51.0;-51.0;0.0;0.0;0.0;-38.0;-19.4;1925.0
1139;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2017;1959.0;1407.0;71.8;552.0;28.2;185.0;9.4;112.0;5.7;5.0;0.3;28.0;1.4;15.0;0.8;367.0;18.7;17.0;0.9;51.0;2.6;19.0;1.0;15.0;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;106.0;49.0;14.0;35.0;131.0;131.0;10.0;10.0;121.0;-82.0;-82.0;0.0;0.0;0.0;-109.0;-55.6;1850.0
1140;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2018;1850.0;1349.0;72.9;501.0;27.1;175.0;9.5;102.0;5.5;7.0;0.4;28.0;1.5;10.0;0.5;326.0;17.6;18.0;1.0;61.0;3.3;12.0;0.6;16.0;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;87.0;45.0;17.0;28.0;92.0;92.0;7.0;7.0;85.0;-47.0;-47.0;0.0;0.0;0.0;-94.0;-50.8;1756.0
1141;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2019;1990.0;1485.0;74.6;505.0;25.4;171.0;8.6;111.0;5.6;8.0;0.4;38.0;1.9;14.0;0.7;334.0;16.8;12.0;0.6;48.0;2.4;14.0;0.7;12.0;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;103.0;54.0;18.0;36.0;74.0;73.0;10.0;9.0;64.0;-20.0;-19.0;-1.0;0.0;1.0;13.0;6.5;2003.0
1142;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2020;2003.0;1443.0;72.0;560.0;28.0;188.0;9.4;109.0;5.4;4.0;0.2;30.0;1.5;9.0;0.4;372.0;18.6;8.0;0.4;58.0;2.9;16.0;0.8;15.0;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;113.0;37.0;12.0;25.0;98.0;98.0;7.0;7.0;91.0;-61.0;-61.0;0.0;0.0;0.0;2.0;1.0;2005.0
1143;Totaal mannen en vrouwen;0 jaar;Groningen (gemeente);2021;2005.0;1493.0;74.5;512.0;25.5;184.0;9.2;112.0;5.6;2.0;0.1;40.0;2.0;10.0;0.5;328.0;16.4;9.0;0.4;60.0;3.0;15.0;0.7;10.0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1144;Totaal mannen en vrouwen;0 jaar;Haarlem;2000;1889.0;1342.0;71.0;547.0;29.0;153.0;8.1;91.0;4.8;8.0;0.4;25.0;1.3;16.0;0.8;394.0;20.9;90.0;4.8;9.0;0.5;27.0;1.4;121.0;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;;69.0;66.0;32.0;34.0;90.0;90.0;7.0;7.0;83.0;-24.0;-24.0;0.0;0.0;0.0;46.0;24.4;1935.0
1145;Totaal mannen en vrouwen;0 jaar;Haarlem;2001;1935.0;1392.0;71.9;543.0;28.1;150.0;7.8;78.0;4.0;12.0;0.6;15.0;0.8;15.0;0.8;393.0;20.3;116.0;6.0;19.0;1.0;26.0;1.3;104.0;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;62.0;56.0;9.0;47.0;76.0;76.0;3.0;3.0;73.0;-20.0;-20.0;0.0;0.0;0.0;-63.0;-32.6;1872.0
1146;Totaal mannen en vrouwen;0 jaar;Haarlem;2002;1872.0;1385.0;74.0;487.0;26.0;151.0;8.1;75.0;4.0;10.0;0.5;20.0;1.1;8.0;0.4;336.0;17.9;88.0;4.7;15.0;0.8;27.0;1.4;94.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;91.0;56.0;11.0;45.0;47.0;46.0;5.0;4.0;42.0;9.0;10.0;-1.0;0.0;1.0;20.0;10.7;1892.0
1147;Totaal mannen en vrouwen;0 jaar;Haarlem;2003;1892.0;1349.0;71.3;543.0;28.7;154.0;8.1;86.0;4.5;8.0;0.4;21.0;1.1;13.0;0.7;389.0;20.6;125.0;6.6;15.0;0.8;23.0;1.2;112.0;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;69.0;57.0;11.0;46.0;59.0;58.0;2.0;1.0;57.0;-2.0;-1.0;-1.0;0.0;1.0;-9.0;-4.8;1883.0
1148;Totaal mannen en vrouwen;0 jaar;Haarlem;2004;1883.0;1377.0;73.1;506.0;26.9;160.0;8.5;89.0;4.7;10.0;0.5;22.0;1.2;5.0;0.3;346.0;18.4;108.0;5.7;11.0;0.6;25.0;1.3;83.0;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;90.0;40.0;2.0;38.0;62.0;61.0;4.0;3.0;58.0;-22.0;-21.0;-1.0;0.0;1.0;-42.0;-22.3;1841.0
1149;Totaal mannen en vrouwen;0 jaar;Haarlem;2005;1841.0;1290.0;70.1;551.0;29.9;164.0;8.9;110.0;6.0;17.0;0.9;28.0;1.5;9.0;0.5;387.0;21.0;112.0;6.1;12.0;0.7;29.0;1.6;98.0;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;77.0;51.0;4.0;47.0;61.0;61.0;3.0;3.0;58.0;-10.0;-10.0;0.0;0.0;0.0;15.0;8.1;1856.0
1150;Totaal mannen en vrouwen;0 jaar;Haarlem;2006;1856.0;1318.0;71.0;538.0;29.0;150.0;8.1;103.0;5.5;10.0;0.5;30.0;1.6;10.0;0.5;388.0;20.9;107.0;5.8;15.0;0.8;22.0;1.2;101.0;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;66.0;50.0;1.0;49.0;74.0;73.0;3.0;2.0;71.0;-24.0;-23.0;-1.0;0.0;1.0;-59.0;-31.8;1797.0
1151;Totaal mannen en vrouwen;0 jaar;Haarlem;2007;1797.0;1259.0;70.1;538.0;29.9;161.0;9.0;120.0;6.7;18.0;1.0;22.0;1.2;11.0;0.6;377.0;21.0;114.0;6.3;12.0;0.7;12.0;0.7;96.0;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;64.0;54.0;4.0;50.0;74.0;75.0;6.0;7.0;68.0;-20.0;-21.0;1.0;1.0;0.0;5.0;2.8;1802.0
1152;Totaal mannen en vrouwen;0 jaar;Haarlem;2008;1802.0;1223.0;67.9;579.0;32.1;192.0;10.7;136.0;7.5;15.0;0.8;25.0;1.4;13.0;0.7;387.0;21.5;116.0;6.4;13.0;0.7;25.0;1.4;96.0;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;39.0;69.0;7.0;62.0;79.0;76.0;11.0;8.0;68.0;-10.0;-7.0;-3.0;0.0;3.0;-42.0;-23.3;1760.0
1153;Totaal mannen en vrouwen;0 jaar;Haarlem;2009;1760.0;1219.0;69.3;541.0;30.7;170.0;9.7;127.0;7.2;11.0;0.6;30.0;1.7;6.0;0.3;371.0;21.1;112.0;6.4;14.0;0.8;16.0;0.9;82.0;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;56.0;60.0;9.0;51.0;72.0;72.0;13.0;13.0;59.0;-12.0;-12.0;0.0;0.0;0.0;228.0;129.5;1988.0
1154;Totaal mannen en vrouwen;0 jaar;Haarlem;2010;1988.0;1400.0;70.4;588.0;29.6;208.0;10.5;154.0;7.7;11.0;0.6;32.0;1.6;9.0;0.5;380.0;19.1;116.0;5.8;11.0;0.6;28.0;1.4;71.0;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;53.0;65.0;12.0;53.0;61.0;60.0;6.0;5.0;55.0;4.0;5.0;-1.0;0.0;1.0;33.0;16.6;2021.0
1155;Totaal mannen en vrouwen;0 jaar;Haarlem;2011;2021.0;1385.0;68.5;636.0;31.5;247.0;12.2;189.0;9.4;19.0;0.9;36.0;1.8;13.0;0.6;389.0;19.2;127.0;6.3;11.0;0.5;22.0;1.1;82.0;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;40.0;54.0;9.0;45.0;56.0;55.0;12.0;11.0;44.0;-2.0;-1.0;-1.0;0.0;1.0;-150.0;-74.2;1871.0
1156;Totaal mannen en vrouwen;0 jaar;Haarlem;2012;1871.0;1274.0;68.1;597.0;31.9;198.0;10.6;135.0;7.2;16.0;0.9;19.0;1.0;9.0;0.5;399.0;21.3;124.0;6.6;15.0;0.8;25.0;1.3;75.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;48.0;48.0;16.0;32.0;65.0;65.0;4.0;4.0;61.0;-17.0;-17.0;0.0;0.0;0.0;28.0;15.0;1899.0
1157;Totaal mannen en vrouwen;0 jaar;Haarlem;2013;1899.0;1305.0;68.7;594.0;31.3;232.0;12.2;177.0;9.3;18.0;0.9;23.0;1.2;16.0;0.8;362.0;19.1;89.0;4.7;14.0;0.7;22.0;1.2;67.0;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;62.0;70.0;21.0;49.0;51.0;50.0;7.0;6.0;44.0;19.0;20.0;-1.0;0.0;1.0;-17.0;-9.0;1882.0
1158;Totaal mannen en vrouwen;0 jaar;Haarlem;2014;1882.0;1307.0;69.4;575.0;30.6;216.0;11.5;148.0;7.9;13.0;0.7;28.0;1.5;10.0;0.5;359.0;19.1;86.0;4.6;16.0;0.9;18.0;1.0;74.0;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;69.0;75.0;16.0;59.0;72.0;70.0;10.0;8.0;62.0;3.0;5.0;-2.0;0.0;2.0;70.0;37.2;1952.0
1159;Totaal mannen en vrouwen;0 jaar;Haarlem;2015;1952.0;1355.0;69.4;597.0;30.6;235.0;12.0;181.0;9.3;15.0;0.8;27.0;1.4;11.0;0.6;362.0;18.5;101.0;5.2;8.0;0.4;17.0;0.9;75.0;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;74.0;76.0;23.0;53.0;74.0;74.0;7.0;7.0;67.0;2.0;2.0;0.0;1.0;1.0;-56.0;-28.7;1896.0
1160;Totaal mannen en vrouwen;0 jaar;Haarlem;2016;1896.0;1272.0;67.1;624.0;32.9;243.0;12.8;181.0;9.5;12.0;0.6;30.0;1.6;13.0;0.7;381.0;20.1;100.0;5.3;11.0;0.6;15.0;0.8;57.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;71.0;84.0;15.0;69.0;72.0;71.0;4.0;3.0;68.0;12.0;13.0;-1.0;0.0;1.0;-68.0;-35.9;1828.0
1161;Totaal mannen en vrouwen;0 jaar;Haarlem;2017;1828.0;1304.0;71.3;524.0;28.7;205.0;11.2;152.0;8.3;10.0;0.5;18.0;1.0;10.0;0.5;319.0;17.5;54.0;3.0;19.0;1.0;14.0;0.8;58.0;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;68.0;78.0;13.0;65.0;81.0;81.0;12.0;12.0;69.0;-3.0;-3.0;0.0;0.0;0.0;-2.0;-1.1;1826.0
1162;Totaal mannen en vrouwen;0 jaar;Haarlem;2018;1826.0;1247.0;68.3;579.0;31.7;262.0;14.3;194.0;10.6;12.0;0.7;34.0;1.9;8.0;0.4;317.0;17.4;60.0;3.3;17.0;0.9;9.0;0.5;55.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;71.0;84.0;14.0;70.0;72.0;71.0;10.0;9.0;62.0;12.0;13.0;-1.0;0.0;1.0;15.0;8.2;1841.0
1163;Totaal mannen en vrouwen;0 jaar;Haarlem;2019;1841.0;1227.0;66.6;614.0;33.4;257.0;14.0;183.0;9.9;18.0;1.0;20.0;1.1;11.0;0.6;357.0;19.4;56.0;3.0;3.0;0.2;15.0;0.8;59.0;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;61.0;68.0;16.0;52.0;74.0;74.0;6.0;6.0;68.0;-6.0;-6.0;0.0;0.0;0.0;44.0;23.9;1885.0
1164;Totaal mannen en vrouwen;0 jaar;Haarlem;2020;1885.0;1237.0;65.6;648.0;34.4;304.0;16.1;207.0;11.0;14.0;0.7;25.0;1.3;11.0;0.6;344.0;18.2;79.0;4.2;9.0;0.5;15.0;0.8;43.0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;63.0;78.0;19.0;59.0;89.0;87.0;14.0;12.0;75.0;-11.0;-9.0;-2.0;0.0;2.0;-68.0;-36.1;1817.0
1165;Totaal mannen en vrouwen;0 jaar;Haarlem;2021;1817.0;1172.0;64.5;645.0;35.5;293.0;16.1;183.0;10.1;10.0;0.6;30.0;1.7;11.0;0.6;352.0;19.4;64.0;3.5;10.0;0.6;11.0;0.6;47.0;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2000;1533.0;1202.0;78.4;331.0;21.6;132.0;8.6;74.0;4.8;10.0;0.7;19.0;1.2;20.0;1.3;199.0;13.0;35.0;2.3;17.0;1.1;44.0;2.9;17.0;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;32.0;67.0;7.0;60.0;22.0;23.0;4.0;5.0;18.0;45.0;44.0;1.0;1.0;0.0;-37.0;-24.1;1496.0
1167;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2001;1496.0;1160.0;77.5;336.0;22.5;125.0;8.4;76.0;5.1;8.0;0.5;16.0;1.1;20.0;1.3;211.0;14.1;34.0;2.3;16.0;1.1;41.0;2.7;11.0;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;59.0;106.0;9.0;97.0;32.0;32.0;6.0;6.0;26.0;74.0;74.0;0.0;0.0;0.0;175.0;117.0;1671.0
1168;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2002;1671.0;1334.0;79.8;337.0;20.2;130.0;7.8;79.0;4.7;12.0;0.7;12.0;0.7;10.0;0.6;207.0;12.4;36.0;2.2;14.0;0.8;47.0;2.8;14.0;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;50.0;67.0;7.0;60.0;39.0;38.0;3.0;2.0;36.0;28.0;29.0;-1.0;0.0;1.0;163.0;97.5;1834.0
1169;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2003;1834.0;1412.0;77.0;422.0;23.0;159.0;8.7;96.0;5.2;10.0;0.5;21.0;1.1;15.0;0.8;263.0;14.3;48.0;2.6;14.0;0.8;63.0;3.4;25.0;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;41.0;123.0;13.0;110.0;30.0;29.0;9.0;8.0;21.0;93.0;94.0;-1.0;0.0;1.0;47.0;25.6;1881.0
1170;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2004;1881.0;1432.0;76.1;449.0;23.9;147.0;7.8;89.0;4.7;14.0;0.7;11.0;0.6;19.0;1.0;302.0;16.1;49.0;2.6;18.0;1.0;76.0;4.0;29.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;48.0;84.0;5.0;79.0;31.0;31.0;2.0;2.0;29.0;53.0;53.0;0.0;0.0;0.0;25.0;13.3;1906.0
1171;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2005;1906.0;1447.0;75.9;459.0;24.1;166.0;8.7;105.0;5.5;10.0;0.5;18.0;0.9;18.0;0.9;293.0;15.4;56.0;2.9;15.0;0.8;69.0;3.6;25.0;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;39.0;68.0;7.0;61.0;39.0;39.0;3.0;3.0;36.0;29.0;29.0;0.0;0.0;0.0;41.0;21.5;1947.0
1172;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2006;1947.0;1454.0;74.7;493.0;25.3;156.0;8.0;115.0;5.9;13.0;0.7;20.0;1.0;16.0;0.8;337.0;17.3;78.0;4.0;15.0;0.8;70.0;3.6;29.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;50.0;77.0;3.0;74.0;32.0;32.0;6.0;6.0;26.0;45.0;45.0;0.0;0.0;0.0;-81.0;-41.6;1866.0
1173;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2007;1866.0;1416.0;75.9;450.0;24.1;142.0;7.6;91.0;4.9;12.0;0.6;10.0;0.5;17.0;0.9;308.0;16.5;68.0;3.6;13.0;0.7;63.0;3.4;33.0;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;50.0;62.0;6.0;56.0;31.0;31.0;10.0;10.0;21.0;31.0;31.0;0.0;1.0;1.0;36.0;19.3;1902.0
1174;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2008;1902.0;1419.0;74.6;483.0;25.4;161.0;8.5;115.0;6.0;14.0;0.7;13.0;0.7;11.0;0.6;322.0;16.9;80.0;4.2;20.0;1.1;58.0;3.0;23.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;37.0;35.0;7.0;28.0;39.0;39.0;4.0;4.0;35.0;-4.0;-4.0;0.0;1.0;1.0;-71.0;-37.3;1831.0
1175;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2009;1831.0;1379.0;75.3;452.0;24.7;154.0;8.4;105.0;5.7;9.0;0.5;13.0;0.7;12.0;0.7;298.0;16.3;72.0;3.9;17.0;0.9;56.0;3.1;33.0;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;49.0;42.0;5.0;37.0;48.0;50.0;5.0;7.0;43.0;-6.0;-8.0;2.0;2.0;0.0;-28.0;-15.3;1803.0
1176;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2010;1803.0;1333.0;73.9;470.0;26.1;156.0;8.7;119.0;6.6;7.0;0.4;21.0;1.2;15.0;0.8;314.0;17.4;67.0;3.7;14.0;0.8;48.0;2.7;30.0;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;26.0;44.0;9.0;35.0;26.0;25.0;1.0;0.0;25.0;18.0;19.0;-1.0;0.0;1.0;-127.0;-70.4;1676.0
1177;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2011;1676.0;1212.0;72.3;464.0;27.7;159.0;9.5;110.0;6.6;12.0;0.7;14.0;0.8;13.0;0.8;305.0;18.2;67.0;4.0;15.0;0.9;55.0;3.3;22.0;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;38.0;47.0;13.0;34.0;24.0;22.0;5.0;3.0;19.0;23.0;25.0;-2.0;0.0;2.0;-97.0;-57.9;1579.0
1178;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2012;1579.0;1143.0;72.4;436.0;27.6;145.0;9.2;110.0;7.0;6.0;0.4;18.0;1.1;11.0;0.7;291.0;18.4;78.0;4.9;14.0;0.9;42.0;2.7;19.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;24.0;36.0;5.0;31.0;31.0;32.0;1.0;2.0;30.0;5.0;4.0;1.0;1.0;0.0;-159.0;-100.7;1420.0
1179;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2013;1420.0;1010.0;71.1;410.0;28.9;144.0;10.1;99.0;7.0;6.0;0.4;9.0;0.6;17.0;1.2;266.0;18.7;52.0;3.7;12.0;0.8;39.0;2.7;18.0;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;24.0;39.0;9.0;30.0;44.0;43.0;8.0;7.0;36.0;-5.0;-4.0;-1.0;0.0;1.0;-42.0;-29.6;1378.0
1180;Totaal mannen en vrouwen;0 jaar;Haarlemmermeer;2014;1377.0;958.0;69.6;419.0;30.4;130.0;9.4;90.0;6.5;4.0;0.3;13.0;0.9;12.0;0.9;289.0;21.0;62.0;4.5;13.0;0.9;33.0;2.4;26.0;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;43.0;67.0;23.0;44.0;55.0;55.0;4.0;4.0;51.0;12.0;12.0;0.0;0.0;0.0;-111.0;-80.6;1266.0
