ID;Goederensoorten;Landen;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;Eenheid_5
0;Totaal goederen;Totaal landen;1996;124273820.0;;136974986.0;;                    
1;Totaal goederen;Totaal landen;1997;140005128.0;;153792272.0;;                    
2;Totaal goederen;Totaal landen;1998;151168702.0;;161382189.0;;                    
3;Totaal goederen;Totaal landen;1999;158749294.0;;167609308.0;;                    
4;Totaal goederen;Totaal landen;2000;191082593.0;;203996503.0;;                    
5;Totaal goederen;Totaal landen;2001;191560690.0;;211130213.0;;                    
6;Totaal goederen;Totaal landen;2002;181477888.0;;205748792.0;;                    
7;Totaal goederen;Totaal landen;2003;185226939.0;;211794764.0;;                    
8;Totaal goederen;Totaal landen;2004;207063147.0;;233480599.0;;                    
9;Totaal goederen;Totaal landen;2005 januari;17257390.0;;19371482.0;;                    
10;Totaal goederen;Totaal landen;2005 februari;17120742.0;;19614106.0;;                    
11;Totaal goederen;Totaal landen;2005 maart;19394725.0;;22233171.0;;                    
12;Totaal goederen;Totaal landen;2005 april;18652469.0;;21328744.0;;                    
13;Totaal goederen;Totaal landen;2005 mei;17859931.0;;20330483.0;;                    
14;Totaal goederen;Totaal landen;2005 juni;18773451.0;;21929192.0;;                    
15;Totaal goederen;Totaal landen;2005 juli;18256353.0;;20206451.0;;                    
16;Totaal goederen;Totaal landen;2005 augustus;18693118.0;;20295170.0;;                    
17;Totaal goederen;Totaal landen;2005 september;20354909.0;;23628033.0;;                    
18;Totaal goederen;Totaal landen;2005 oktober;20267893.0;;22621656.0;;                    
19;Totaal goederen;Totaal landen;2005 november;21031044.0;;23583801.0;;                    
20;Totaal goederen;Totaal landen;2005 december;20127165.0;;22234108.0;;                    
21;Totaal goederen;Totaal landen;2005;227789190.0;;257376397.0;;                    
22;Totaal goederen;Totaal landen;2006 januari;21230537.0;;23198706.0;;                    
23;Totaal goederen;Totaal landen;2006 februari;19942559.0;;23124996.0;;                    
24;Totaal goederen;Totaal landen;2006 maart;23620472.0;;27227831.0;;                    
25;Totaal goederen;Totaal landen;2006 april;20792535.0;;23171030.0;;                    
26;Totaal goederen;Totaal landen;2006 mei;22609427.0;;24740790.0;;                    
27;Totaal goederen;Totaal landen;2006 juni;22299607.0;;25358891.0;;                    
28;Totaal goederen;Totaal landen;2006 juli;21127987.0;;22453572.0;;                    
29;Totaal goederen;Totaal landen;2006 augustus;21580006.0;;23474346.0;;                    
30;Totaal goederen;Totaal landen;2006 september;22058856.0;;24849527.0;;                    
31;Totaal goederen;Totaal landen;2006 oktober;23640599.0;;25816571.0;;                    
32;Totaal goederen;Totaal landen;2006 november;23579320.0;;26957846.0;;                    
33;Totaal goederen;Totaal landen;2006 december;21360901.0;;24310723.0;;                    
34;Totaal goederen;Totaal landen;2006;263842806.0;;294684829.0;;                    
35;Totaal goederen;Totaal landen;2007 januari;21984775.0;;24668394.0;;                    
36;Totaal goederen;Totaal landen;2007 februari;21003046.0;;23960079.0;;                    
37;Totaal goederen;Totaal landen;2007 maart;23124338.0;;27091061.0;;                    
38;Totaal goederen;Totaal landen;2007 april;21783294.0;;24318396.0;;                    
39;Totaal goederen;Totaal landen;2007 mei;23146489.0;;25698494.0;;                    
40;Totaal goederen;Totaal landen;2007 juni;22560750.0;;25960376.0;;                    
41;Totaal goederen;Totaal landen;2007 juli;22760944.0;;25539311.0;;                    
42;Totaal goederen;Totaal landen;2007 augustus;22547091.0;;25108075.0;;                    
43;Totaal goederen;Totaal landen;2007 september;23016511.0;;26557918.0;;                    
44;Totaal goederen;Totaal landen;2007 oktober;25405902.0;;29165574.0;;                    
45;Totaal goederen;Totaal landen;2007 november;25568456.0;;30007079.0;;                    
46;Totaal goederen;Totaal landen;2007 december;22418738.0;;25775150.0;;                    
47;Totaal goederen;Totaal landen;2007;275320334.0;;313849907.0;;                    
48;Totaal goederen;1;1996;8596980.0;;14719536.0;;                    
49;Totaal goederen;1;1997;9681933.0;;15993305.0;;                    
50;Totaal goederen;1;1998;10214721.0;;17552887.0;;                    
51;Totaal goederen;1;1999;9914369.0;;18006745.0;;                    
52;Totaal goederen;1;2000;10208624.0;;21432804.0;;                    
53;Totaal goederen;1;2001;10399041.0;;21570173.0;;                    
54;Totaal goederen;1;2002;9843412.0;;20623591.0;;                    
55;Totaal goederen;1;2003;9743584.0;;21215704.0;;                    
56;Totaal goederen;1;2004;10726973.0;;22539475.0;;                    
57;Totaal goederen;1;2005 januari;841470.0;;1910504.0;;                    
58;Totaal goederen;1;2005 februari;874816.0;;1837218.0;;                    
59;Totaal goederen;1;2005 maart;966408.0;;2054858.0;;                    
60;Totaal goederen;1;2005 april;933829.0;;1982149.0;;                    
61;Totaal goederen;1;2005 mei;869430.0;;1932657.0;;                    
62;Totaal goederen;1;2005 juni;916821.0;;2074540.0;;                    
63;Totaal goederen;1;2005 juli;805545.0;;1782980.0;;                    
64;Totaal goederen;1;2005 augustus;817254.0;;1671392.0;;                    
65;Totaal goederen;1;2005 september;1061657.0;;2186765.0;;                    
66;Totaal goederen;1;2005 oktober;987822.0;;2055501.0;;                    
67;Totaal goederen;1;2005 november;1079324.0;;2088934.0;;                    
68;Totaal goederen;1;2005 december;938035.0;;2011306.0;;                    
69;Totaal goederen;1;2005;11092411.0;;23588804.0;;                    
70;Totaal goederen;1;2006 januari;986379.0;;2036644.0;;                    
71;Totaal goederen;1;2006 februari;982839.0;;1910427.0;;                    
72;Totaal goederen;1;2006 maart;1133310.0;;2181882.0;;                    
73;Totaal goederen;1;2006 april;1063211.0;;1917891.0;;                    
74;Totaal goederen;1;2006 mei;1023035.0;;2027590.0;;                    
75;Totaal goederen;1;2006 juni;1049400.0;;2074799.0;;                    
76;Totaal goederen;1;2006 juli;997896.0;;1846293.0;;                    
77;Totaal goederen;1;2006 augustus;1082342.0;;1807956.0;;                    
78;Totaal goederen;1;2006 september;1033001.0;;2071058.0;;                    
79;Totaal goederen;1;2006 oktober;1138966.0;;2200088.0;;                    
80;Totaal goederen;1;2006 november;1139689.0;;2225491.0;;                    
81;Totaal goederen;1;2006 december;1041961.0;;1930150.0;;                    
82;Totaal goederen;1;2006;12672029.0;;24230269.0;;                    
83;Totaal goederen;1;2007 januari;1021505.0;;2051057.0;;                    
84;Totaal goederen;1;2007 februari;1061387.0;;1975432.0;;                    
