ID;ExpenditureCategories;Periods;CPI_1;DerivedCPI_2;MonthOnMonthChangeCPI_3;MonthOnMonthChangeDerivedCPI_4;YearOnYearChangeCPI_5;YearOnYearChangeDerivedCPI_6;WeightingCoefficient_7
8212;011310 Fresh or chilled fish;2013 December;100.64;100.64;-1.3;-1.3;-2.4;-2.4;323
8213;011310 Fresh or chilled fish;2013;101.37;101.37;;;-0.9;-0.9;323
8214;011310 Fresh or chilled fish;2014 January;99.46;99.46;-1.2;-1.2;-2.2;-2.2;338
8215;011310 Fresh or chilled fish;2014 February;100.2;100.2;0.7;0.7;-1.4;-1.4;338
8216;011310 Fresh or chilled fish;2014 March;99.91;99.91;-0.3;-0.3;-2.4;-2.4;338
8217;011310 Fresh or chilled fish;2014 April;100.51;100.51;0.6;0.6;-0.7;-0.7;338
8218;011310 Fresh or chilled fish;2014 May;100.6;100.6;0.1;0.1;1.6;1.6;338
8219;011310 Fresh or chilled fish;2014 June;101.5;101.5;0.9;0.9;-0.7;-0.7;338
8220;011310 Fresh or chilled fish;2014 July;101.64;101.64;0.1;0.1;-1.1;-1.1;338
8221;011310 Fresh or chilled fish;2014 August;101.35;101.35;-0.3;-0.3;-1.4;-1.4;338
8222;011310 Fresh or chilled fish;2014 September;101.7;101.7;0.3;0.3;1.8;1.8;338
8223;011310 Fresh or chilled fish;2014 October;99.44;99.44;-2.2;-2.2;-0.8;-0.8;338
8224;011310 Fresh or chilled fish;2014 November;99.63;99.63;0.2;0.2;-2.3;-2.3;338
8225;011310 Fresh or chilled fish;2014 December;99.84;99.84;0.2;0.2;-0.8;-0.8;338
8226;011310 Fresh or chilled fish;2014;100.48;100.48;;;-0.9;-0.9;338
8227;011310 Fresh or chilled fish;2015 January;99.26;99.26;-0.6;-0.6;-0.2;-0.2;247
8228;011310 Fresh or chilled fish;2015 February;100.43;100.43;1.2;1.2;0.2;0.2;247
8229;011310 Fresh or chilled fish;2015 March;100.56;100.56;0.1;0.1;0.7;0.7;247
8230;011310 Fresh or chilled fish;2015 April;99.76;99.76;-0.8;-0.8;-0.7;-0.7;247
8231;011310 Fresh or chilled fish;2015 May;98.84;98.84;-0.9;-0.9;-1.7;-1.7;247
8232;011310 Fresh or chilled fish;2015 June;100.16;100.16;1.3;1.3;-1.3;-1.3;247
8233;011310 Fresh or chilled fish;2015 July;101.15;101.15;1.0;1.0;-0.5;-0.5;247
8234;011310 Fresh or chilled fish;2015 August;101.49;101.49;0.3;0.3;0.1;0.1;247
8235;011310 Fresh or chilled fish;2015 September;99.2;99.2;-2.3;-2.3;-2.5;-2.5;247
8236;011310 Fresh or chilled fish;2015 October;99.42;99.42;0.2;0.2;0.0;0.0;247
8237;011310 Fresh or chilled fish;2015 November;99.81;99.81;0.4;0.4;0.2;0.2;247
8238;011310 Fresh or chilled fish;2015 December;99.93;99.93;0.1;0.1;0.1;0.1;247
8239;011310 Fresh or chilled fish;2015;100.0;100.0;;;-0.5;-0.5;247
8240;011310 Fresh or chilled fish;2016 January;99.87;99.87;-0.1;-0.1;0.6;0.6;86
8241;011310 Fresh or chilled fish;2016 February;101.88;101.88;2.0;2.0;1.4;1.4;86
8242;011310 Fresh or chilled fish;2016 March;101.68;101.68;-0.2;-0.2;1.1;1.1;86
8243;011310 Fresh or chilled fish;2016 April;101.72;101.72;0.0;0.0;2.0;2.0;86
8244;011310 Fresh or chilled fish;2016 May;101.28;101.28;-0.4;-0.4;2.5;2.5;86
8245;011310 Fresh or chilled fish;2016 June;103.73;103.73;2.4;2.4;3.6;3.6;86
8246;011310 Fresh or chilled fish;2016 July;103.85;103.85;0.1;0.1;2.7;2.7;86
8247;011310 Fresh or chilled fish;2016 August;104.9;104.9;1.0;1.0;3.4;3.4;86
8248;011310 Fresh or chilled fish;2016 September;103.81;103.81;-1.0;-1.0;4.6;4.6;86
8249;011310 Fresh or chilled fish;2016 October;103.42;103.42;-0.4;-0.4;4.0;4.0;86
8250;011310 Fresh or chilled fish;2016 November;104.28;104.28;0.8;0.8;4.5;4.5;86
8251;011310 Fresh or chilled fish;2016 December;103.74;103.74;-0.5;-0.5;3.8;3.8;86
8252;011310 Fresh or chilled fish;2016;102.85;102.85;;;2.9;2.9;86
8253;011310 Fresh or chilled fish;2017 January;106.92;106.92;3.1;3.1;7.1;7.1;83
8254;011310 Fresh or chilled fish;2017 February;108.03;108.03;1.0;1.0;6.0;6.0;83
8255;011310 Fresh or chilled fish;2017 March;111.19;111.19;2.9;2.9;9.4;9.4;83
8256;011310 Fresh or chilled fish;2017 April;109.72;109.72;-1.3;-1.3;7.9;7.9;83
8257;011310 Fresh or chilled fish;2017 May;111.74;111.74;1.8;1.8;10.3;10.3;83
8258;011310 Fresh or chilled fish;2017 June;114.68;114.68;2.6;2.6;10.6;10.6;83
8259;011310 Fresh or chilled fish;2017 July;113.16;113.16;-1.3;-1.3;9.0;9.0;83
8260;011310 Fresh or chilled fish;2017 August;112.49;112.49;-0.6;-0.6;7.2;7.2;83
8261;011310 Fresh or chilled fish;2017 September;113.67;113.67;1.0;1.0;9.5;9.5;83
8262;011310 Fresh or chilled fish;2017 October;115.33;115.33;1.5;1.5;11.5;11.5;83
8263;011310 Fresh or chilled fish;2017 November;114.27;114.27;-0.9;-0.9;9.6;9.6;83
8264;011310 Fresh or chilled fish;2017 December;112.2;112.2;-1.8;-1.8;8.2;8.2;83
8265;011310 Fresh or chilled fish;2017;111.95;111.95;;;8.8;8.8;83
8266;011310 Fresh or chilled fish;2018 January;112.72;112.72;0.5;0.5;5.4;5.4;87
8267;011310 Fresh or chilled fish;2018 February;113.52;113.52;0.7;0.7;5.1;5.1;87
8268;011310 Fresh or chilled fish;2018 March;112.35;112.35;-1.0;-1.0;1.0;1.0;87
8269;011310 Fresh or chilled fish;2018 April;112.47;112.47;0.1;0.1;2.5;2.5;87
8270;011310 Fresh or chilled fish;2018 May;111.23;111.23;-1.1;-1.1;-0.5;-0.5;87
8271;011310 Fresh or chilled fish;2018 June;112.2;112.2;0.9;0.9;-2.2;-2.2;87
8272;011310 Fresh or chilled fish;2018 July;113.81;113.81;1.4;1.4;0.6;0.6;87
8273;011310 Fresh or chilled fish;2018 August;111.41;111.41;-2.1;-2.1;-1.0;-1.0;87
8274;011310 Fresh or chilled fish;2018 September;109.82;109.82;-1.4;-1.4;-3.4;-3.4;87
8275;011310 Fresh or chilled fish;2018 October;112.38;112.38;2.3;2.3;-2.6;-2.6;87
8276;011310 Fresh or chilled fish;2018 November;112.54;112.54;0.1;0.1;-1.5;-1.5;87
8277;011310 Fresh or chilled fish;2018 December;109.3;109.3;-2.9;-2.9;-2.6;-2.6;87
8278;011310 Fresh or chilled fish;2018;111.98;111.98;;;0.0;0.0;87
8279;011310 Fresh or chilled fish;2019 January;113.43;110.3;3.8;0.9;0.6;-2.1;87
8280;011310 Fresh or chilled fish;2019 February;113.84;110.71;0.4;0.4;0.3;-2.5;87
8281;011310 Fresh or chilled fish;2019 March;111.88;108.8;-1.7;-1.7;-0.4;-3.2;87
8282;011310 Fresh or chilled fish;2019 April;113.72;110.59;1.6;1.6;1.1;-1.7;87
8283;011310 Fresh or chilled fish;2019 May;114.71;111.55;0.9;0.9;3.1;0.3;87
8284;011310 Fresh or chilled fish;2019 June;113.18;110.07;-1.3;-1.3;0.9;-1.9;87
8285;011310 Fresh or chilled fish;2019 July;112.49;109.39;-0.6;-0.6;-1.2;-3.9;87
8286;011310 Fresh or chilled fish;2019 August;113.5;110.38;0.9;0.9;1.9;-0.9;87
8287;011310 Fresh or chilled fish;2019 September;110.4;107.36;-2.7;-2.7;0.5;-2.2;87
8288;011310 Fresh or chilled fish;2019 October;114.76;111.6;3.9;3.9;2.1;-0.7;87
8289;011310 Fresh or chilled fish;2019 November;113.35;110.23;-1.2;-1.2;0.7;-2.1;87
8290;011310 Fresh or chilled fish;2019 December;111.62;108.55;-1.5;-1.5;2.1;-0.7;87
8291;011310 Fresh or chilled fish;2019;113.07;109.96;;;1.0;-1.8;87
8292;011310 Fresh or chilled fish;2020 January;111.24;108.18;-0.3;-0.3;-1.9;-1.9;92
8293;011310 Fresh or chilled fish;2020 February;109.73;106.71;-1.4;-1.4;-3.6;-3.6;92
8294;011310 Fresh or chilled fish;2020 March;111.88;108.8;2.0;2.0;0.0;0.0;92
8295;011310 Fresh or chilled fish;2020 April;112.16;109.08;0.3;0.3;-1.4;-1.4;92
8296;011310 Fresh or chilled fish;2020 May;112.42;109.33;0.2;0.2;-2.0;-2.0;92
8297;011310 Fresh or chilled fish;2020 June;112.29;109.2;-0.1;-0.1;-0.8;-0.8;92
8298;011310 Fresh or chilled fish;2020 July;114.63;111.48;2.1;2.1;1.9;1.9;92
8299;011310 Fresh or chilled fish;2020 August;113.37;110.25;-1.1;-1.1;-0.1;-0.1;92
8300;011310 Fresh or chilled fish;2020 September;113.13;110.01;-0.2;-0.2;2.5;2.5;92
8301;011310 Fresh or chilled fish;2020 October;113.81;110.68;0.6;0.6;-0.8;-0.8;92
8302;011310 Fresh or chilled fish;2020 November;113.69;110.56;-0.1;-0.1;0.3;0.3;92
8303;011310 Fresh or chilled fish;2020 December;111.23;108.17;-2.2;-2.2;-0.3;-0.4;92
8304;011310 Fresh or chilled fish;2020;112.47;109.37;;;-0.5;-0.5;92
8305;011310 Fresh or chilled fish;2021 January;112.74;109.64;1.4;1.4;1.3;1.3;114
8306;011310 Fresh or chilled fish;2021 February;112.53;109.44;-0.2;-0.2;2.6;2.6;114
8307;011310 Fresh or chilled fish;2021 March;112.1;109.01;-0.4;-0.4;0.2;0.2;114
8308;011310 Fresh or chilled fish;2021 April;112.42;109.32;0.3;0.3;0.2;0.2;114
8309;011310 Fresh or chilled fish;2021 May;112.26;109.17;-0.1;-0.1;-0.1;-0.1;114
8310;011310 Fresh or chilled fish;2021 June;114.2;111.05;1.7;1.7;1.7;1.7;114
8311;011310 Fresh or chilled fish;2021 July;113.44;110.32;-0.7;-0.7;-1.0;-1.0;114
8312;011310 Fresh or chilled fish;2021 August;112.96;109.85;-0.4;-0.4;-0.4;-0.4;114
8313;011310 Fresh or chilled fish;2021 September;112.9;109.79;-0.1;-0.1;-0.2;-0.2;114
8314;011310 Fresh or chilled fish;2021 October;115.33;112.16;2.2;2.2;1.3;1.3;114
8315;011310 Fresh or chilled fish;2021 November;115.14;111.97;-0.2;-0.2;1.3;1.3;114
8316;011310 Fresh or chilled fish;2021 December;113.28;110.16;-1.6;-1.6;1.8;1.8;114
8317;011310 Fresh or chilled fish;2021;113.28;110.16;;;0.7;0.7;114
8318;011310 Fresh or chilled fish;2022 January;115.27;112.1;1.8;1.8;2.2;2.2;113
8319;011310 Fresh or chilled fish;2022 February;116.14;112.95;0.8;0.8;3.2;3.2;113
8320;011310 Fresh or chilled fish;2022 March;119.09;115.81;2.5;2.5;6.2;6.2;113
8321;011310 Fresh or chilled fish;2022 April;117.84;114.6;-1.0;-1.0;4.8;4.8;113
8322;011310 Fresh or chilled fish;2022 May;122.77;119.39;4.2;4.2;9.4;9.4;113
8323;011310 Fresh or chilled fish;2022 June;123.64;120.23;0.7;0.7;8.3;8.3;113
8324;011310 Fresh or chilled fish;2022 July;126.09;122.62;2.0;2.0;11.2;11.1;113
8325;011310 Fresh or chilled fish;2022 August;128.14;124.61;1.6;1.6;13.4;13.4;113
8326;011310 Fresh or chilled fish;2022 September;127.74;124.22;-0.3;-0.3;13.1;13.1;113
8327;011310 Fresh or chilled fish;2022 October;128.2;124.67;0.4;0.4;11.2;11.2;113
8328;011310 Fresh or chilled fish;2022 November;131.67;128.04;2.7;2.7;14.4;14.4;113
8329;011310 Fresh or chilled fish;2022 December;127.91;124.39;-2.9;-2.9;12.9;12.9;113
8330;011310 Fresh or chilled fish;2022;123.71;120.3;;;9.2;9.2;113
8331;011310 Fresh or chilled fish;2023 January;133.56;129.89;4.4;4.4;15.9;15.9;108
8332;011310 Fresh or chilled fish;2023 February;138.83;135.01;3.9;3.9;19.5;19.5;108
8333;011310 Fresh or chilled fish;2023 March;138.55;134.74;-0.2;-0.2;16.3;16.3;108
8334;011310 Fresh or chilled fish;2023 April;140.88;137.0;1.7;1.7;19.6;19.5;108
8335;011310 Fresh or chilled fish;2023 May;143.27;139.33;1.7;1.7;16.7;16.7;108
8336;011310 Fresh or chilled fish;2023 June;142.9;138.96;-0.3;-0.3;15.6;15.6;108
8337;011310 Fresh or chilled fish;2023 July;141.79;137.89;-0.8;-0.8;12.5;12.5;108
8338;011310 Fresh or chilled fish;2023 August;141.68;137.78;-0.1;-0.1;10.6;10.6;108
8339;011310 Fresh or chilled fish;2023 September;143.61;139.66;1.4;1.4;12.4;12.4;108
8340;011310 Fresh or chilled fish;2023 October;142.59;138.66;-0.7;-0.7;11.2;11.2;108
8341;011310 Fresh or chilled fish;2023 November;141.39;137.49;-0.8;-0.8;7.4;7.4;108
8342;011310 Fresh or chilled fish;2023 December;141.09;137.21;-0.2;-0.2;10.3;10.3;108
8343;011310 Fresh or chilled fish;2023;140.85;136.97;;;13.9;13.9;108
8344;011310 Fresh or chilled fish;2024 January;140.77;136.9;-0.2;-0.2;5.4;5.4;107
8345;011310 Fresh or chilled fish;2024 February;143.82;139.86;2.2;2.2;3.6;3.6;107
8346;011310 Fresh or chilled fish;2024 March;145.82;141.81;1.4;1.4;5.2;5.2;107
8347;011310 Fresh or chilled fish;2024 April;141.13;137.25;-3.2;-3.2;0.2;0.2;107
8348;011310 Fresh or chilled fish;2024 May;144.88;140.89;2.7;2.7;1.1;1.1;107
8349;011310 Fresh or chilled fish;2024 June;142.27;138.35;-1.8;-1.8;-0.4;-0.4;107
8350;011310 Fresh or chilled fish;2024 July;139.95;136.1;-1.6;-1.6;-1.3;-1.3;107
8351;011310 Fresh or chilled fish;2024 August;138.94;135.11;-0.7;-0.7;-1.9;-1.9;107
8352;011310 Fresh or chilled fish;2024 September;140.99;137.11;1.5;1.5;-1.8;-1.8;107
8353;011310 Fresh or chilled fish;2024 October;141.66;137.76;0.5;0.5;-0.7;-0.6;107
8354;011310 Fresh or chilled fish;2024 November;141.98;138.07;0.2;0.2;0.4;0.4;107
8355;011310 Fresh or chilled fish;2024 December;139.03;135.21;-2.1;-2.1;-1.5;-1.5;107
8356;011310 Fresh or chilled fish;2024;141.77;137.87;;;0.7;0.7;107
8357;011310 Fresh or chilled fish;2025 January;140.61;136.74;1.1;1.1;-0.1;-0.1;86
8358;011310 Fresh or chilled fish;2025 February;141.94;138.04;0.9;1.0;-1.3;-1.3;86
8359;011310 Fresh or chilled fish;2025 March;143.45;139.5;1.1;1.1;-1.6;-1.6;86
8360;011320 Frozen fish;1996 January;59.6;59.6;;;;;2
8361;011320 Frozen fish;1996 February;58.96;58.96;-1.1;-1.1;;;2
8362;011320 Frozen fish;1996 March;58.94;58.94;0.0;0.0;;;2
8363;011320 Frozen fish;1996 April;59.32;59.32;0.6;0.6;;;2
8364;011320 Frozen fish;1996 May;59.29;59.29;-0.1;-0.1;;;2
8365;011320 Frozen fish;1996 June;65.47;65.47;10.4;10.4;;;2
8366;011320 Frozen fish;1996 July;63.05;63.05;-3.7;-3.7;;;2
8367;011320 Frozen fish;1996 August;62.5;62.5;-0.9;-0.9;;;2
8368;011320 Frozen fish;1996 September;60.94;60.94;-2.5;-2.5;;;2
8369;011320 Frozen fish;1996 October;60.51;60.51;-0.7;-0.7;;;2
8370;011320 Frozen fish;1996 November;61.11;61.11;1.0;1.0;;;2
8371;011320 Frozen fish;1996 December;60.46;60.46;-1.1;-1.1;;;2
8372;011320 Frozen fish;1996;60.85;60.85;;;;;2
8373;011320 Frozen fish;1997 January;59.72;59.72;-1.2;-1.2;0.2;0.2;2
8374;011320 Frozen fish;1997 February;60.03;60.03;0.5;0.5;1.8;1.8;2
8375;011320 Frozen fish;1997 March;60.23;60.23;0.3;0.3;2.2;2.2;2
8376;011320 Frozen fish;1997 April;60.65;60.65;0.7;0.7;2.2;2.2;2
8377;011320 Frozen fish;1997 May;60.08;60.08;-0.9;-0.9;1.3;1.3;2
8378;011320 Frozen fish;1997 June;64.79;64.79;7.8;7.8;-1.0;-1.0;2
8379;011320 Frozen fish;1997 July;63.57;63.57;-1.9;-1.9;0.8;0.8;2
8380;011320 Frozen fish;1997 August;62.59;62.59;-1.5;-1.5;0.1;0.1;2
8381;011320 Frozen fish;1997 September;62.12;62.12;-0.8;-0.8;1.9;1.9;2
8382;011320 Frozen fish;1997 October;62.06;62.06;-0.1;-0.1;2.6;2.6;2
8383;011320 Frozen fish;1997 November;61.83;61.83;-0.4;-0.4;1.2;1.2;2
8384;011320 Frozen fish;1997 December;61.4;61.4;-0.7;-0.7;1.6;1.6;2
8385;011320 Frozen fish;1997;61.59;61.59;;;1.2;1.2;2
8386;011320 Frozen fish;1998 January;61.67;61.67;0.4;0.4;3.3;3.3;2
8387;011320 Frozen fish;1998 February;62.07;62.07;0.6;0.6;3.4;3.4;2
8388;011320 Frozen fish;1998 March;62.33;62.33;0.4;0.4;3.5;3.5;2
8389;011320 Frozen fish;1998 April;62.69;62.69;0.6;0.6;3.4;3.4;2
8390;011320 Frozen fish;1998 May;62.65;62.65;-0.1;-0.1;4.3;4.3;2
8391;011320 Frozen fish;1998 June;68.69;68.69;9.6;9.6;6.0;6.0;2
8392;011320 Frozen fish;1998 July;68.2;68.2;-0.7;-0.7;7.3;7.3;2
8393;011320 Frozen fish;1998 August;67.37;67.37;-1.2;-1.2;7.6;7.6;2
8394;011320 Frozen fish;1998 September;67.37;67.37;0.0;0.0;8.5;8.5;2
8395;011320 Frozen fish;1998 October;67.36;67.36;0.0;0.0;8.5;8.5;2
8396;011320 Frozen fish;1998 November;67.13;67.13;-0.3;-0.3;8.6;8.6;2
8397;011320 Frozen fish;1998 December;67.22;67.22;0.1;0.1;9.5;9.5;2
8398;011320 Frozen fish;1998;65.4;65.4;;;6.2;6.2;2
8399;011320 Frozen fish;1999 January;67.48;67.48;0.4;0.4;9.4;9.4;2
8400;011320 Frozen fish;1999 February;67.36;67.36;-0.2;-0.2;8.5;8.5;2
8401;011320 Frozen fish;1999 March;67.0;67.0;-0.5;-0.5;7.5;7.5;2
8402;011320 Frozen fish;1999 April;68.27;68.27;1.9;1.9;8.9;8.9;2
8403;011320 Frozen fish;1999 May;67.98;67.98;-0.4;-0.4;8.5;8.5;2
8404;011320 Frozen fish;1999 June;74.07;74.07;9.0;9.0;7.8;7.8;2
8405;011320 Frozen fish;1999 July;72.94;72.94;-1.5;-1.5;7.0;7.0;2
8406;011320 Frozen fish;1999 August;72.5;72.5;-0.6;-0.6;7.6;7.6;2
8407;011320 Frozen fish;1999 September;72.48;72.48;0.0;0.0;7.6;7.6;2
8408;011320 Frozen fish;1999 October;72.83;72.83;0.5;0.5;8.1;8.1;2
8409;011320 Frozen fish;1999 November;71.89;71.89;-1.3;-1.3;7.1;7.1;2
8410;011320 Frozen fish;1999 December;72.08;72.08;0.3;0.3;7.2;7.2;2
8411;011320 Frozen fish;1999;70.57;70.57;;;7.9;7.9;2
8412;011320 Frozen fish;2000 January;71.43;71.43;-0.9;-0.9;5.9;5.9;2
8413;011320 Frozen fish;2000 February;71.49;71.49;0.1;0.1;6.1;6.1;2
8414;011320 Frozen fish;2000 March;72.05;72.05;0.8;0.8;7.5;7.5;2
8415;011320 Frozen fish;2000 April;71.95;71.95;-0.1;-0.1;5.4;5.4;2
8416;011320 Frozen fish;2000 May;72.47;72.47;0.7;0.7;6.6;6.6;2
8417;011320 Frozen fish;2000 June;79.19;79.19;9.3;9.3;6.9;6.9;2
8418;011320 Frozen fish;2000 July;78.07;78.07;-1.4;-1.4;7.0;7.0;2
8419;011320 Frozen fish;2000 August;78.26;78.26;0.2;0.2;7.9;7.9;2
8420;011320 Frozen fish;2000 September;78.1;78.1;-0.2;-0.2;7.8;7.8;2
8421;011320 Frozen fish;2000 October;78.31;78.31;0.3;0.3;7.5;7.5;2
8422;011320 Frozen fish;2000 November;76.88;76.88;-1.8;-1.8;6.9;6.9;2
8423;011320 Frozen fish;2000 December;76.97;76.97;0.1;0.1;6.8;6.8;2
8424;011320 Frozen fish;2000;75.43;75.43;;;6.9;6.9;2
8425;011320 Frozen fish;2001 January;77.19;77.19;0.3;0.3;8.1;8.1;2
8426;011320 Frozen fish;2001 February;77.43;77.43;0.3;0.3;8.3;8.3;2
8427;011320 Frozen fish;2001 March;78.45;78.45;1.3;1.3;8.9;8.9;2
8428;011320 Frozen fish;2001 April;80.43;80.43;2.5;2.5;11.8;11.8;2
8429;011320 Frozen fish;2001 May;79.39;79.39;-1.3;-1.3;9.5;9.5;2
8430;011320 Frozen fish;2001 June;86.4;86.4;8.8;8.8;9.1;9.1;2
8431;011320 Frozen fish;2001 July;85.11;85.11;-1.5;-1.5;9.0;9.0;2
8432;011320 Frozen fish;2001 August;85.89;85.89;0.9;0.9;9.7;9.7;2
8433;011320 Frozen fish;2001 September;84.61;84.61;-1.5;-1.5;8.3;8.3;2
8434;011320 Frozen fish;2001 October;84.8;84.8;0.2;0.2;8.3;8.3;2
8435;011320 Frozen fish;2001 November;85.2;85.2;0.5;0.5;10.8;10.8;2
8436;011320 Frozen fish;2001 December;84.79;84.79;-0.5;-0.5;10.2;10.2;2
8437;011320 Frozen fish;2001;82.47;82.47;;;9.3;9.3;2
8438;011320 Frozen fish;2002 January;86.1;86.1;1.5;1.5;11.5;11.5;2
8439;011320 Frozen fish;2002 February;85.37;85.37;-0.8;-0.8;10.3;10.3;2
8440;011320 Frozen fish;2002 March;85.57;85.57;0.2;0.2;9.1;9.1;2
8441;011320 Frozen fish;2002 April;87.01;87.01;1.7;1.7;8.2;8.2;2
8442;011320 Frozen fish;2002 May;87.68;87.68;0.8;0.8;10.4;10.4;2
8443;011320 Frozen fish;2002 June;92.66;92.66;5.7;5.7;7.2;7.2;2
8444;011320 Frozen fish;2002 July;91.86;91.86;-0.9;-0.9;7.9;7.9;2
8445;011320 Frozen fish;2002 August;92.03;92.03;0.2;0.2;7.1;7.1;2
8446;011320 Frozen fish;2002 September;92.1;92.1;0.1;0.1;8.9;8.9;2
8447;011320 Frozen fish;2002 October;92.11;92.11;0.0;0.0;8.6;8.6;2
8448;011320 Frozen fish;2002 November;90.85;90.85;-1.4;-1.4;6.6;6.6;2
8449;011320 Frozen fish;2002 December;90.9;90.9;0.1;0.1;7.2;7.2;2
8450;011320 Frozen fish;2002;89.52;89.52;;;8.5;8.5;2
8451;011320 Frozen fish;2003 January;91.5;91.5;0.7;0.7;6.3;6.3;2
8452;011320 Frozen fish;2003 February;90.25;90.25;-1.4;-1.4;5.7;5.7;2
8453;011320 Frozen fish;2003 March;89.88;89.88;-0.4;-0.4;5.0;5.0;2
8454;011320 Frozen fish;2003 April;90.64;90.64;0.8;0.8;4.2;4.2;2
8455;011320 Frozen fish;2003 May;90.71;90.71;0.1;0.1;3.5;3.5;2
8456;011320 Frozen fish;2003 June;97.13;97.13;7.1;7.1;4.8;4.8;2
8457;011320 Frozen fish;2003 July;95.51;95.51;-1.7;-1.7;4.0;4.0;2
8458;011320 Frozen fish;2003 August;96.28;96.28;0.8;0.8;4.6;4.6;2
8459;011320 Frozen fish;2003 September;93.45;93.45;-2.9;-2.9;1.5;1.5;2
8460;011320 Frozen fish;2003 October;93.97;93.97;0.6;0.6;2.0;2.0;2
8461;011320 Frozen fish;2003 November;93.53;93.53;-0.5;-0.5;2.9;2.9;2
8462;011320 Frozen fish;2003 December;93.23;93.23;-0.3;-0.3;2.6;2.6;2
8463;011320 Frozen fish;2003;93.01;93.01;;;3.9;3.9;2
8464;011320 Frozen fish;2004 January;91.68;91.68;-1.7;-1.7;0.2;0.2;2
8465;011320 Frozen fish;2004 February;92.95;92.95;1.4;1.4;3.0;3.0;2
8466;011320 Frozen fish;2004 March;92.14;92.14;-0.9;-0.9;2.5;2.5;2
8467;011320 Frozen fish;2004 April;92.56;92.56;0.5;0.5;2.1;2.1;2
8468;011320 Frozen fish;2004 May;91.55;91.55;-1.1;-1.1;0.9;0.9;2
8469;011320 Frozen fish;2004 June;96.99;96.99;5.9;5.9;-0.1;-0.1;2
8470;011320 Frozen fish;2004 July;96.67;96.67;-0.3;-0.3;1.2;1.2;2
8471;011320 Frozen fish;2004 August;95.69;95.69;-1.0;-1.0;-0.6;-0.6;2
8472;011320 Frozen fish;2004 September;94.07;94.07;-1.7;-1.7;0.7;0.7;2
8473;011320 Frozen fish;2004 October;94.46;94.46;0.4;0.4;0.5;0.5;2
8474;011320 Frozen fish;2004 November;93.44;93.44;-1.1;-1.1;-0.1;-0.1;2
8475;011320 Frozen fish;2004 December;93.67;93.67;0.2;0.2;0.5;0.5;2
8476;011320 Frozen fish;2004;93.82;93.82;;;0.9;0.9;2
8477;011320 Frozen fish;2005 January;94.72;94.72;1.1;1.1;3.3;3.3;2
8478;011320 Frozen fish;2005 February;93.1;93.1;-1.7;-1.7;0.2;0.2;2
8479;011320 Frozen fish;2005 March;92.7;92.7;-0.4;-0.4;0.6;0.6;2
8480;011320 Frozen fish;2005 April;93.42;93.42;0.8;0.8;0.9;0.9;2
8481;011320 Frozen fish;2005 May;94.18;94.18;0.8;0.8;2.9;2.9;2
8482;011320 Frozen fish;2005 June;100.16;100.16;6.3;6.3;3.3;3.3;2
8483;011320 Frozen fish;2005 July;97.47;97.47;-2.7;-2.7;0.8;0.8;2
8484;011320 Frozen fish;2005 August;97.5;97.5;0.0;0.0;1.9;1.9;2
8485;011320 Frozen fish;2005 September;96.48;96.48;-1.0;-1.0;2.6;2.6;2
8486;011320 Frozen fish;2005 October;96.28;96.28;-0.2;-0.2;1.9;1.9;2
8487;011320 Frozen fish;2005 November;96.78;96.78;0.5;0.5;3.6;3.6;2
8488;011320 Frozen fish;2005 December;96.5;96.5;-0.3;-0.3;3.0;3.0;2
8489;011320 Frozen fish;2005;95.77;95.77;;;2.1;2.1;2
8490;011320 Frozen fish;2006 January;97.42;97.42;1.0;1.0;2.9;2.9;2
8491;011320 Frozen fish;2006 February;96.39;96.39;-1.1;-1.1;3.5;3.5;2
8492;011320 Frozen fish;2006 March;97.66;97.66;1.3;1.3;5.4;5.4;2
8493;011320 Frozen fish;2006 April;97.56;97.56;-0.1;-0.1;4.4;4.4;2
8494;011320 Frozen fish;2006 May;98.36;98.36;0.8;0.8;4.4;4.4;2
8495;011320 Frozen fish;2006 June;100.96;100.96;2.6;2.6;0.8;0.8;2
8496;011320 Frozen fish;2006 July;100.49;100.49;-0.5;-0.5;3.1;3.1;2
8497;011320 Frozen fish;2006 August;102.2;102.2;1.7;1.7;4.8;4.8;2
8498;011320 Frozen fish;2006 September;102.39;102.39;0.2;0.2;6.1;6.1;2
8499;011320 Frozen fish;2006 October;102.19;102.19;-0.2;-0.2;6.1;6.1;2
8500;011320 Frozen fish;2006 November;102.79;102.79;0.6;0.6;6.2;6.2;2
8501;011320 Frozen fish;2006 December;101.58;101.58;-1.2;-1.2;5.3;5.3;2
8502;011320 Frozen fish;2006;100.0;100.0;;;4.4;4.4;2
8503;011320 Frozen fish;2007 January;103.2;103.2;1.6;1.6;5.9;5.9;2
8504;011320 Frozen fish;2007 February;102.39;102.39;-0.8;-0.8;6.2;6.2;2
8505;011320 Frozen fish;2007 March;101.68;101.68;-0.7;-0.7;4.1;4.1;2
8506;011320 Frozen fish;2007 April;101.8;101.8;0.1;0.1;4.3;4.3;2
8507;011320 Frozen fish;2007 May;101.35;101.35;-0.4;-0.4;3.0;3.0;2
8508;011320 Frozen fish;2007 June;102.5;102.5;1.1;1.1;1.5;1.5;2
8509;011320 Frozen fish;2007 July;101.06;101.06;-1.4;-1.4;0.6;0.6;2
8510;011320 Frozen fish;2007 August;101.83;101.83;0.8;0.8;-0.4;-0.4;2
